Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_2201	2370	2530	2600	2204	2004	2315	1715	1543	2099	1620	1221	1850	1175	1535	1196	862	327	408	335	486	209	257	145	251	172	184	168	189	host	gene-NRS_2201
gene-NRS_1841	4932	5727	6001	5024	4413	5355	4108	3480	5216	3949	4007	6164	2702	3934	2463	2540	821	1072	833	1331	751	763	721	684	594	626	554	627	host	gene-NRS_1841
gene-NRS_1572	11995	12262	15024	13020	12594	14116	11487	8915	13349	8737	9173	10508	6210	6940	6056	3732	1880	2104	2387	2629	1478	1534	1274	1466	1044	1309	1119	1519	host	gene-NRS_1572
gene-NRS_852	4097	4399	5209	4492	4283	4719	4200	3611	4985	3428	2645	4200	2502	3216	2438	1985	1081	1483	1144	1728	927	1092	618	970	740	666	785	829	host	gene-NRS_852
gene-CPT_phageK_gp016	4616	5908	7061	6706	26320	23133	21184	16380	32183	21392	35596	29149	18415	18940	15631	10922	5126	7352	6358	8274	4167	4259	4211	3949	2859	2593	2993	3612	phage	gene-CPT_phageK_gp016
gene-NRS_437	28159	30915	30577	26138	23722	26389	17788	20165	30243	22032	21663	31586	15656	19516	14317	11444	3946	4712	4012	6622	3952	3365	3160	3450	2457	2809	2722	2834	host	gene-NRS_437
gene-NRS_1156	16243	19470	19509	15530	13771	16061	10846	10019	15915	10611	12055	12634	6970	6697	7043	2588	1164	1022	1480	1307	848	788	854	958	577	704	664	1076	host	gene-NRS_1156
gene-NRS_1617	4966	4969	5983	5538	4959	5667	4826	4163	5629	4236	3104	5126	3039	4077	2972	2856	1121	1415	989	1745	817	989	543	935	795	725	798	947	host	gene-NRS_1617
gene-NRS_392	4776	4993	5271	4288	3309	4186	2943	3046	4313	3070	2623	4785	2518	3797	2425	2751	1173	1313	1224	1934	1380	928	1073	924	707	681	785	761	host	gene-NRS_392
gene-NRS_1198	4195	4556	5013	4744	4845	4238	3662	2768	4325	2904	4294	3686	2528	2430	2046	1524	359	814	444	827	328	363	301	397	285	288	322	449	host	gene-NRS_1198
gene-NRS_2008	83	69	80	93	83	90	82	66	250	70	73	82	71	88	62	45	24	47	27	51	13	29	19	46	22	27	24	37	host	gene-NRS_2008
gene-NRS_1469	9300	8763	10745	10580	9474	9755	9226	7270	11070	7979	7847	7750	6168	6649	5808	4588	2022	2964	2480	3507	1592	1992	1053	1953	1519	1525	1469	1785	host	gene-NRS_1469
gene-NRS_967	3979	4271	4927	4361	4434	4383	3738	2808	4005	2599	3290	3152	2062	2256	1915	1186	501	829	735	951	380	482	335	468	368	373	323	450	host	gene-NRS_967
gene-NRS_1488	608	568	691	594	538	625	485	414	678	415	304	547	326	417	269	256	115	131	74	128	44	88	25	57	52	55	47	57	host	gene-NRS_1488
gene-NRS_1166	32197	34936	39360	34564	33128	36264	26380	24933	34292	24263	23518	30100	16212	19077	15787	11172	5312	6519	5956	8683	4919	4753	3810	4870	3544	3391	3751	3903	host	gene-NRS_1166
gene-CPT_phageK_gp203	148	217	228	240	3838	2490	4063	2546	20161	11150	23214	12609	30389	25238	26749	18507	11336	16412	11871	15002	3910	4979	4719	4470	2625	2248	2854	3171	phage	gene-CPT_phageK_gp203
gene-NRS_2132	1022	995	1228	1092	1206	1074	849	654	1247	840	1217	1167	767	780	690	598	187	431	195	531	188	248	123	215	180	225	188	246	host	gene-NRS_2132
gene-NRS_1018	210040	216775	239425	207931	182827	213021	146863	157541	225091	167161	142115	215235	116153	147517	113278	84593	30887	35451	33203	43735	23573	22006	16964	22642	16241	17865	16737	22757	host	gene-NRS_1018
gene-NRS_460	4588	5067	5163	4338	4116	4165	3309	3126	4504	3163	4565	4104	2208	2413	2097	1313	537	733	699	864	541	497	648	507	349	386	489	530	host	gene-NRS_460
gene-NRS_1015	1661	1812	2033	2334	3671	1657	2093	1361	1996	1218	8805	1496	1539	1080	995	848	286	1599	757	1397	517	631	472	583	442	378	558	572	host	gene-NRS_1015
gene-NRS_1919	2181	1867	2666	2445	2398	2624	2177	1806	2700	1589	1417	1918	1231	1429	1233	827	430	567	505	655	305	368	246	359	234	236	319	311	host	gene-NRS_1919
gene-NRS_1443	1	19	22	8	20	13	8	8	15	14	28	17	6	10	6	9	1	9	1	4	3	0	3	2	0	2	1	3	host	gene-NRS_1443
gene-NRS_2395	72082	81280	81124	70450	54445	66558	49785	47026	59403	44733	39763	63302	31195	44860	30427	30590	10100	14131	10309	17378	7910	8315	6098	8102	6571	6079	6604	7534	host	gene-NRS_2395
gene-NRS_1732	2705	2830	3215	2750	2352	3054	1997	1981	2804	2035	1786	2899	1369	1785	1334	940	407	431	450	545	302	303	234	298	213	233	221	277	host	gene-NRS_1732
gene-NRS_2092	56134	56700	65090	56111	50979	61063	46994	46507	72529	51907	38870	61738	38419	48486	38302	27773	13379	12598	12555	16497	9462	9934	6945	9232	6883	6874	8305	8919	host	gene-NRS_2092
gene-NRS_2631	2108	2406	2286	1760	1868	2124	1531	1241	2305	1829	1838	2540	1434	1950	1404	1152	580	723	698	1221	733	639	568	637	454	610	425	447	host	gene-NRS_2631
gene-NRS_2031	556	555	607	581	563	520	341	313	418	335	639	604	351	421	241	373	115	230	114	218	101	96	104	91	78	61	82	103	host	gene-NRS_2031
gene-NRS_380	80	47	89	73	63	78	96	73	78	55	41	56	56	58	51	47	18	29	18	38	9	24	9	15	16	12	16	19	host	gene-NRS_380
gene-NRS_1155	6432	7619	7644	6667	6494	6652	5463	3996	6966	4231	6639	5102	3088	2801	3048	1084	511	540	651	490	278	357	405	403	256	333	336	651	host	gene-NRS_1155
gene-NRS_777	142868	156327	164162	144486	125873	152758	108652	112657	154301	111168	95595	139917	75119	97705	72994	59934	23378	26026	23594	33161	16524	16422	12249	16002	11555	11470	12878	13155	host	gene-NRS_777
gene-NRS_1220	930	774	1309	1309	1415	1272	1485	937	1228	764	934	864	787	857	703	667	301	850	509	965	312	364	197	389	231	199	201	244	host	gene-NRS_1220
gene-NRS_2526	630	712	780	597	488	523	375	356	535	411	425	516	277	358	239	178	69	80	77	111	59	48	44	64	49	42	57	47	host	gene-NRS_2526
gene-CPT_phageK_gp080	61	78	100	133	2735	1568	2590	1567	13424	8538	22480	6717	26688	17669	20593	12494	8720	19614	15317	16553	5882	7521	6850	6550	4925	4780	5759	5882	phage	gene-CPT_phageK_gp080
gene-NRS_192	794	589	885	844	892	795	761	618	885	567	484	574	427	414	402	334	96	209	125	247	106	107	57	127	115	98	81	134	host	gene-NRS_192
gene-NRS_411	22	15	18	19	37	22	13	15	16	12	41	10	16	16	10	2	6	12	7	5	7	3	2	5	5	6	5	6	host	gene-NRS_411
gene-NRS_2027	5403	5026	6329	5473	5000	5853	4886	4177	5756	4198	3085	4937	3109	3773	2850	2233	1095	1333	1087	1738	819	891	600	886	709	656	723	741	host	gene-NRS_2027
gene-NRS_299	1844	2218	2120	2352	2926	2116	2480	1496	2249	1436	4384	1958	1281	1248	1119	754	495	908	615	760	445	547	554	488	405	449	452	574	host	gene-NRS_299
gene-NRS_1618	6435	5898	7670	7204	6473	6684	5562	5000	7427	5374	3740	6489	4190	5005	3749	3699	1355	1720	1061	1978	804	996	563	1051	921	801	945	1028	host	gene-NRS_1618
gene-NRS_1761	6076	5117	7691	7419	7096	8076	7403	5452	7434	5023	4636	5759	3865	4665	3663	2953	1136	1743	1440	1935	680	995	516	885	695	781	824	908	host	gene-NRS_1761
gene-NRS_1164	229	280	241	239	194	195	271	150	235	182	218	179	125	127	106	64	38	41	31	33	33	26	20	19	17	15	26	19	host	gene-NRS_1164
gene-NRS_123	287277	259860	359028	324286	292479	330855	247409	253575	309225	236254	204358	334672	175741	240313	165566	207084	65801	135762	86891	184188	85090	86307	56962	89402	62000	72144	75690	80396	host	gene-NRS_123
gene-NRS_222	983	984	1043	886	955	977	667	674	1108	712	929	882	569	544	525	344	122	182	176	257	148	109	111	106	78	60	87	93	host	gene-NRS_222
gene-NRS_2358	774	684	964	949	1001	929	1327	725	1012	534	1365	702	649	555	482	361	207	331	232	292	103	212	91	158	166	135	118	195	host	gene-NRS_2358
gene-NRS_1046	2298	2773	2948	2624	2714	2692	2244	1669	2610	1618	2002	2191	1276	1322	1164	699	279	388	322	379	125	210	136	209	150	128	160	203	host	gene-NRS_1046
gene-NRS_245	51891	47001	50281	45695	34294	38447	36176	30555	37176	29678	23893	28065	19573	20289	19101	14959	5551	6678	5293	9466	3731	5376	2762	6202	4615	4505	4049	6748	host	gene-NRS_245
gene-NRS_1440	51	57	57	52	54	47	55	45	62	51	44	39	41	47	26	19	5	7	16	18	5	11	18	13	10	15	16	26	host	gene-NRS_1440
gene-NRS_2666	7211	6624	7854	6923	5954	7113	5087	5132	7933	5696	4224	7404	4265	5776	3811	3601	1523	1727	1525	2525	1453	1224	1058	1228	963	1056	1061	1088	host	gene-NRS_2666
gene-NRS_2648	150	158	202	174	178	147	109	155	193	155	165	182	129	167	140	100	35	57	36	64	20	17	23	16	21	10	25	18	host	gene-NRS_2648
gene-NRS_1398	1164	919	1421	1456	1487	1515	1773	1176	1490	867	925	900	845	699	770	384	277	357	245	343	119	194	74	173	166	151	162	233	host	gene-NRS_1398
gene-NRS_1059	2035	1928	2522	2398	2280	2361	2200	1608	2272	1434	1933	2034	1220	1534	1096	944	281	586	363	559	209	303	135	289	218	247	319	295	host	gene-NRS_1059
gene-NRS_1958	411	208	527	500	557	298	518	363	604	290	588	433	454	269	456	288	188	203	341	362	183	132	172	271	184	146	292	235	host	gene-NRS_1958
gene-CPT_phageK_gp083	127	248	244	290	6790	2816	4477	2776	23484	12704	79143	14717	36833	21659	22511	12589	6820	18125	10185	14194	5195	6459	9382	6051	4494	3368	6275	6682	phage	gene-CPT_phageK_gp083
gene-NRS_1879	7195	7619	8838	7130	5935	7673	5741	4889	7078	4861	4514	5696	3318	3875	3422	2101	841	1043	932	1462	675	663	488	778	561	559	599	703	host	gene-NRS_1879
gene-NRS_1983	136	143	182	174	191	143	150	120	167	83	419	157	126	61	115	82	51	58	69	101	38	35	58	53	30	24	61	69	host	gene-NRS_1983
gene-NRS_329	81	64	91	58	51	51	48	68	67	47	39	63	34	43	36	28	4	13	7	18	15	5	12	8	6	5	8	4	host	gene-NRS_329
gene-NRS_821	2903	3673	3904	2876	3087	3162	2587	1824	2875	1926	2749	2568	1227	1627	1224	844	341	426	458	592	354	369	334	316	249	286	249	283	host	gene-NRS_821
gene-NRS_1445	8	12	11	7	17	7	8	3	6	3	16	1	6	2	6	6	0	1	0	4	0	2	3	4	1	0	4	2	host	gene-NRS_1445
gene-NRS_989	992	1138	1387	1266	1034	1382	932	973	1278	1036	929	2424	812	1586	694	1024	342	654	435	700	229	288	252	313	208	189	244	318	host	gene-NRS_989
gene-NRS_2385	1397	1391	1385	1195	1147	902	1003	900	933	700	985	739	579	465	449	356	137	151	120	245	52	69	55	124	59	57	67	110	host	gene-NRS_2385
gene-NRS_941	1372	1637	1559	1548	1794	1419	1109	898	1478	990	1970	1551	849	934	667	543	318	601	415	567	432	253	393	321	238	276	263	425	host	gene-NRS_941
gene-NRS_2387	2980	3206	3832	3012	2960	3505	3291	2386	3666	2321	2988	3800	1876	2562	1848	1462	687	1020	899	1126	583	572	524	535	438	478	403	457	host	gene-NRS_2387
gene-NRS_249	20	8	19	24	19	31	28	14	22	21	7	25	16	17	10	9	7	5	8	7	7	7	1	7	0	3	5	4	host	gene-NRS_249
gene-CPT_phageK_gp085	108	85	201	302	5619	3152	6132	3638	22093	10533	24534	7772	18904	11680	75932	8860	5602	12083	9132	11519	2187	4196	2237	3528	2532	2109	2515	3343	phage	gene-CPT_phageK_gp085
gene-NRS_1967	242	180	366	396	361	194	331	248	365	135	627	282	221	152	223	147	102	158	162	204	95	66	117	127	93	59	170	159	host	gene-NRS_1967
gene-NRS_1719	4824	4743	5885	5299	4814	5693	4825	3756	5164	3341	3409	3978	2397	2762	2522	1506	640	955	853	1080	452	554	315	553	403	438	407	571	host	gene-NRS_1719
gene-NRS_2676	346	261	378	415	374	363	407	270	441	282	213	210	214	199	199	123	91	81	89	73	41	64	10	41	34	51	31	45	host	gene-NRS_2676
gene-NRS_1700	485	527	652	536	491	573	455	468	619	531	381	771	356	724	412	631	231	386	214	595	268	237	179	244	163	134	200	130	host	gene-NRS_1700
gene-NRS_2097	73580	77883	85224	75382	66982	80120	58948	54759	82640	59380	47688	72817	38707	48644	39768	27953	13123	14498	14391	17751	10722	10415	9298	10835	8166	8975	8640	9922	host	gene-NRS_2097
gene-CPT_phageK_gp113	94	94	139	163	2287	1524	2326	1489	14077	8176	13782	8134	21625	18084	18747	12222	7047	13692	9406	11075	3246	4658	3345	3969	2972	2486	3544	3826	phage	gene-CPT_phageK_gp113
gene-NRS_1433	8	3	7	1	5	5	6	1	5	2	3	6	0	3	4	0	3	0	0	1	0	0	3	0	2	0	0	1	host	gene-NRS_1433
gene-NRS_572	313	376	442	414	404	381	327	350	428	224	224	309	190	258	204	137	28	80	55	95	48	39	42	53	28	25	45	27	host	gene-NRS_572
gene-NRS_1330	7821	7869	9029	7678	6803	7990	5798	5888	8534	6184	5674	7877	4471	5617	4265	3551	1188	1719	1337	2103	978	889	750	921	618	700	696	739	host	gene-NRS_1330
gene-NRS_766	5093	4563	5576	5600	4799	5281	4499	3828	5522	3746	3023	4335	2734	3495	2893	2389	950	1438	957	1595	693	892	457	908	615	648	682	730	host	gene-NRS_766
gene-NRS_891	2161	2087	2871	2391	2224	2664	2720	1905	2591	1775	1669	2074	1446	1711	1489	936	600	833	895	881	537	514	245	520	505	627	331	417	host	gene-NRS_891
gene-NRS_2165	6878	7010	7944	6288	5736	6363	5679	4130	6552	4616	4294	5656	3450	3969	3266	2250	1106	1356	1339	1773	1036	855	756	930	744	912	716	780	host	gene-NRS_2165
gene-NRS_151	17917	19049	19916	17879	16072	16856	13565	11940	16328	12215	14865	15505	8946	10607	8475	7565	2433	4186	2932	5479	2525	2375	1993	2670	1698	1797	1781	2006	host	gene-NRS_151
gene-NRS_2274	82	106	99	76	94	103	59	60	93	71	112	93	58	63	39	43	9	35	34	36	37	17	22	15	20	20	21	22	host	gene-NRS_2274
gene-NRS_2613	434	372	507	454	404	501	384	324	401	286	329	391	222	300	213	204	68	167	93	170	104	81	70	81	56	74	62	61	host	gene-NRS_2613
gene-NRS_839	43368	43288	50702	43248	36301	43279	31550	29801	41943	29627	23832	35329	22129	26983	20796	17312	5558	6953	5498	9315	3887	3817	2596	4067	2755	3130	2877	3789	host	gene-NRS_839
gene-NRS_2422	568	570	701	638	535	672	519	449	700	495	307	490	349	376	353	202	108	118	94	140	61	68	64	84	63	53	56	58	host	gene-NRS_2422
gene-NRS_826	250	201	314	303	395	232	329	176	316	137	608	225	243	125	221	126	84	130	128	142	89	68	83	122	77	65	111	151	host	gene-NRS_826
gene-NRS_2147	12759	13547	15457	14080	14250	16287	11404	9865	14041	9735	12356	12637	8096	8817	6869	5759	2043	4217	2908	4336	2158	2458	1653	2493	1879	1970	1977	2687	host	gene-NRS_2147
gene-NRS_1519	1052	833	1303	1304	1185	1338	1404	901	1364	893	972	996	687	730	675	438	270	354	318	395	137	286	103	209	121	158	142	157	host	gene-NRS_1519
gene-NRS_1333	463	450	524	688	491	514	470	329	517	314	359	348	225	202	249	93	68	60	66	88	26	39	17	41	18	24	32	35	host	gene-NRS_1333
gene-NRS_2458	402	347	430	396	419	407	448	340	386	262	325	260	239	239	186	125	68	117	90	135	31	64	28	45	59	35	29	52	host	gene-NRS_2458
gene-NRS_2089	9317	9227	10734	9434	9954	10248	7985	6932	11308	7858	8253	9317	6222	7296	6315	4538	2312	3449	3182	4042	2584	2326	1790	2057	1695	2286	1667	2232	host	gene-NRS_2089
gene-NRS_649	3564	3665	4607	3639	3552	4083	3051	2661	3972	2743	3097	4373	1883	2791	1964	1605	653	727	706	1004	578	552	522	479	320	377	431	453	host	gene-NRS_649
gene-NRS_679	538	426	755	803	1123	638	790	569	682	361	789	368	472	355	326	257	39	187	97	101	35	55	17	58	74	65	73	165	host	gene-NRS_679
gene-NRS_1074	2341	2142	2845	2669	2499	2817	2336	2047	2516	1813	1702	2409	1409	1862	1264	1299	477	964	542	1229	406	619	213	514	399	384	411	421	host	gene-NRS_1074
gene-NRS_1383	1985	2091	2514	2098	2200	2165	1719	1478	2296	1534	2527	2473	1182	1509	1111	949	327	596	438	649	325	298	322	329	254	265	307	356	host	gene-NRS_1383
gene-NRS_1722	4732	4802	5257	4771	4661	4498	3870	3174	4764	3289	3805	4165	2609	3080	2456	2160	801	1388	991	1604	864	941	787	786	705	652	676	808	host	gene-NRS_1722
gene-NRS_1426	40	53	45	54	45	50	37	28	46	34	28	37	15	24	17	19	13	5	7	7	5	4	2	3	2	2	3	1	host	gene-NRS_1426
gene-CPT_phageK_gp040	333	313	437	567	2621	2120	3290	1734	3286	1596	2972	1761	2081	1463	1774	1027	641	1175	635	910	208	577	264	623	317	266	249	430	phage	gene-CPT_phageK_gp040
gene-NRS_538	99164	95527	115227	99140	95333	110781	98931	73843	105043	75815	75679	83788	60624	63098	66649	33230	20543	30309	33145	28991	17810	14717	12928	15170	11250	16090	9135	12400	host	gene-NRS_538
gene-NRS_1855	23042	33983	30605	18802	18968	24177	14804	16923	21050	14334	11529	25230	9942	13687	9958	4670	2267	1965	3037	2849	3692	1892	2832	2090	1742	2894	1457	1206	host	gene-NRS_1855
gene-NRS_1681	2725	2787	3492	3247	3020	3119	2745	2413	3104	2116	2522	2581	1667	1800	1449	1129	501	683	598	766	417	418	346	366	339	362	398	400	host	gene-NRS_1681
gene-NRS_803	1289	775	1527	1408	1377	1722	1791	1274	1394	1142	471	1116	856	1013	810	763	331	535	451	553	252	335	112	266	207	224	177	225	host	gene-NRS_803
gene-NRS_1832	5085	5008	7091	5601	4979	5651	4862	4755	5556	3955	2787	4677	2785	3446	2889	2087	947	1086	1077	1417	677	724	397	643	608	737	601	609	host	gene-NRS_1832
gene-NRS_1794	644	552	592	626	506	551	468	335	560	463	326	437	304	359	329	297	144	187	124	242	107	129	82	150	141	121	115	147	host	gene-NRS_1794
gene-NRS_556	1210	1258	1534	1205	1189	1394	1185	1067	1420	1010	978	1706	732	994	726	554	309	351	336	462	308	278	240	255	205	233	187	221	host	gene-NRS_556
gene-NRS_1214	4813	6427	5801	4721	4049	4670	3276	3539	5843	3989	4623	6349	2746	3929	2671	2287	892	896	987	1163	976	532	936	574	466	465	468	426	host	gene-NRS_1214
gene-NRS_1001	4315	4412	4949	3952	3558	4054	3028	3228	4628	3329	2228	4419	2353	3387	2307	2053	968	949	911	1430	865	875	695	861	751	871	764	1039	host	gene-NRS_1001
gene-NRS_1143	3255	3094	3783	3302	2847	3427	2602	2482	3406	2358	1869	3019	1710	2072	1667	1371	678	792	626	1122	533	608	437	559	452	407	498	474	host	gene-NRS_1143
gene-NRS_2225	292114	277653	345907	313144	290329	308998	248867	237505	319767	211054	171001	222603	147844	149478	144271	67559	29714	26699	34930	31028	15780	20663	12066	23150	15764	19136	15200	25569	host	gene-NRS_2225
gene-NRS_427	79	42	68	69	53	70	78	37	36	40	38	29	28	11	28	12	5	9	3	4	3	6	4	9	3	4	7	5	host	gene-NRS_427
gene-NRS_613	785	632	929	829	778	860	775	589	874	547	492	693	509	620	387	319	198	217	159	269	114	121	95	120	139	92	118	142	host	gene-NRS_613
gene-NRS_2139	46294	48149	56098	46301	42728	49255	36401	34838	48512	34302	38626	37918	23846	26111	24040	12718	6772	7169	8382	9817	6203	6059	4598	6061	4259	5114	4052	5413	host	gene-NRS_2139
gene-NRS_137	482	584	490	468	459	447	423	223	486	342	582	490	256	311	194	196	68	90	83	114	49	68	51	46	39	50	45	37	host	gene-NRS_137
gene-CPT_phageK_gp095	360	328	466	473	6974	4851	6632	4712	32342	19176	28313	18976	44435	37393	39870	25747	14077	25159	17738	23000	6496	12079	5615	8503	6951	6535	7084	7268	phage	gene-CPT_phageK_gp095
gene-NRS_2288	1493	1168	1864	2028	1768	1889	1870	1406	2024	1475	943	1749	1108	1492	927	1180	342	402	254	499	140	238	105	252	224	211	267	252	host	gene-NRS_2288
gene-NRS_225	1143	907	1309	1333	1206	1608	1260	962	1867	1177	930	1140	930	1072	1023	465	276	217	228	239	122	149	114	147	134	134	118	198	host	gene-NRS_225
gene-NRS_1502	30992	34166	37001	31272	28287	31267	22143	22250	30217	21752	21612	29935	15082	18074	14110	10121	4033	5318	4955	6556	4264	3631	3472	3882	2896	3145	3149	3718	host	gene-NRS_1502
gene-NRS_1482	4321	3845	5058	4445	4112	4987	3910	3263	4841	3194	2166	3852	2366	3083	2407	1930	882	1106	848	1473	658	780	382	767	580	538	636	561	host	gene-NRS_1482
gene-NRS_899	39	26	61	49	42	56	79	39	33	30	39	33	25	24	19	12	5	12	11	16	4	8	5	6	7	4	5	2	host	gene-NRS_899
gene-NRS_2064	4807	5196	6024	5146	4429	5234	4173	3486	5144	3808	3543	5086	2668	3687	2468	2391	791	1138	823	1332	557	650	467	667	529	507	500	594	host	gene-NRS_2064
gene-NRS_415	53	50	84	79	81	88	98	66	68	41	63	50	44	32	39	20	18	26	26	26	11	21	12	19	16	6	14	13	host	gene-NRS_415
gene-NRS_2573	4011	3937	4507	4244	4438	4443	3639	2866	4427	2780	3434	3786	2150	2525	2116	1878	688	1476	978	1640	709	698	607	770	527	525	674	545	host	gene-NRS_2573
gene-NRS_720	40361	35971	49364	42934	38805	46861	38522	30536	44764	34591	28520	32775	23112	25469	23024	14312	6808	7991	7094	10043	4446	5569	3037	5474	4200	4488	3810	5729	host	gene-NRS_720
gene-NRS_1151	17719	21405	19185	16557	14998	16271	11574	10847	15723	11698	13759	15361	7497	9374	7219	5284	1847	2436	2129	3066	1733	1683	1761	1607	1290	1407	1276	1678	host	gene-NRS_1151
gene-NRS_2171	3939	4134	4637	3925	3426	4265	3419	2711	4278	3065	2246	3970	2013	2945	1939	1910	647	742	626	866	517	478	434	428	354	305	385	367	host	gene-NRS_2171
gene-NRS_1197	9314	11015	10560	9714	9255	8774	6739	5699	8315	6273	8453	8009	4227	5045	4054	3164	806	1381	889	1767	811	786	776	794	605	610	616	766	host	gene-NRS_1197
gene-NRS_1040	8591	6311	10402	9871	9319	10358	10044	6510	10064	6244	4051	5925	4893	4664	4749	2736	1376	1982	1936	2014	900	1078	407	1167	884	1158	761	1289	host	gene-NRS_1040
gene-NRS_1750	1241	1268	1444	1156	1134	1420	1130	829	1557	995	904	1193	781	834	790	392	246	254	238	273	149	173	128	172	138	184	147	209	host	gene-NRS_1750
gene-NRS_1786	54	51	42	50	46	64	48	30	43	22	32	40	21	24	27	20	10	8	15	14	8	6	9	11	5	2	10	8	host	gene-NRS_1786
gene-NRS_2312	242	220	348	323	283	350	345	225	354	236	219	347	178	270	194	188	59	125	105	157	60	71	47	91	74	60	57	76	host	gene-NRS_2312
gene-NRS_895	211	178	300	215	245	255	266	183	235	134	401	165	117	122	114	65	38	39	24	38	17	22	7	23	12	15	10	17	host	gene-NRS_895
gene-NRS_1727	7516	8291	9025	7905	6785	8487	6068	5524	8127	6164	4553	8902	4449	6187	4159	4682	1488	2354	1601	2713	1300	1359	1038	1268	967	942	1101	1092	host	gene-NRS_1727
gene-NRS_824	361	275	490	465	572	273	466	352	577	297	1276	423	485	281	362	249	188	268	316	396	202	225	244	281	119	115	180	256	host	gene-NRS_824
gene-NRS_2247	852	794	998	831	785	1050	814	613	918	609	549	761	457	584	457	361	163	198	185	296	129	113	99	165	119	127	119	92	host	gene-NRS_2247
gene-NRS_625	1034	1096	968	871	893	923	778	574	1140	626	937	821	523	630	558	425	165	256	137	334	148	182	132	187	173	164	158	202	host	gene-NRS_625
gene-NRS_994	2641	2846	3070	3042	2148	2731	1945	2359	2818	2664	1746	5282	2148	5131	1809	5348	1463	2101	1023	2647	1181	1059	939	979	766	831	908	911	host	gene-NRS_994
gene-CPT_phageK_gp013	27	19	30	31	402	190	252	225	1290	834	3666	1090	4235	2615	2726	1979	1004	5613	2018	3186	1233	1626	764	1259	1144	777	1263	1520	phage	gene-CPT_phageK_gp013
gene-NRS_988	503	679	638	577	469	594	386	502	526	482	500	1269	335	725	279	456	138	229	169	307	122	124	164	142	94	83	128	112	host	gene-NRS_988
gene-CPT_phageK_gp010	1075	1185	1617	1409	4747	4526	4171	2992	5907	3847	4102	5144	2904	3326	2549	1870	745	1157	899	1100	752	676	583	610	711	621	666	658	phage	gene-CPT_phageK_gp010
gene-NRS_1202	47278	50631	57498	51517	49229	50383	40570	38949	51016	35271	37436	44012	25091	29800	23697	17881	6227	9671	8158	11628	5777	5838	4830	5878	4629	4756	4679	5783	host	gene-NRS_1202
gene-NRS_2082	331	360	368	372	299	351	244	291	371	236	266	371	182	223	164	152	70	81	73	118	87	54	57	58	57	53	60	54	host	gene-NRS_2082
gene-NRS_2407	288	271	306	294	252	282	249	210	280	164	205	168	139	164	143	69	30	58	42	73	28	35	14	41	23	19	31	15	host	gene-NRS_2407
gene-NRS_2563	167	192	211	239	334	195	210	158	205	145	325	146	143	101	117	53	23	75	40	73	28	26	15	20	39	18	32	52	host	gene-NRS_2563
gene-NRS_2470	3858	4022	4718	4467	4306	4846	4640	2799	4440	3000	2874	3775	2306	2819	2177	1968	702	1358	846	1343	518	651	395	597	425	425	435	551	host	gene-NRS_2470
gene-NRS_1682	7390	7978	7738	7364	7125	7591	6976	6260	8300	6473	8327	8576	4840	6239	4655	4844	1933	2931	2259	3594	2002	2109	1524	1947	1576	1475	1833	1847	host	gene-NRS_1682
gene-NRS_889	10684	10550	12463	11212	9579	11233	9042	8111	11067	7744	6286	10556	5834	7152	5457	5276	1914	2731	1787	3487	1456	1719	1011	1719	1287	1214	1322	1484	host	gene-NRS_889
gene-NRS_290	1462	1345	1548	1480	1326	1385	1325	997	1575	1017	800	1060	707	936	709	586	268	333	255	344	179	190	98	188	157	152	145	164	host	gene-NRS_290
gene-NRS_2489	1699	1869	2213	1887	1716	2238	2002	1631	2063	1469	1799	1885	1159	1507	1135	1073	536	712	627	858	445	571	344	478	363	350	359	391	host	gene-NRS_2489
gene-NRS_2447	1155	1321	1419	1175	1109	1195	908	869	1138	752	780	1069	545	717	560	383	110	110	150	170	84	42	58	66	53	51	49	55	host	gene-NRS_2447
gene-NRS_2576	3223	3062	3801	3237	2863	3519	2604	2342	3704	2736	2696	4051	2213	3044	2180	2378	976	1654	1168	2663	1298	1153	943	1290	759	837	778	802	host	gene-NRS_2576
gene-NRS_2555	612	643	814	687	665	693	539	568	685	493	648	734	459	514	343	371	122	198	155	256	138	111	93	113	104	61	88	92	host	gene-NRS_2555
gene-NRS_2118	1596	1795	1894	1800	1757	1846	1758	1252	1863	1317	1247	1390	998	1072	910	530	316	376	345	495	236	315	219	230	200	179	218	212	host	gene-NRS_2118
gene-NRS_930	3907	3169	4446	4315	4043	4465	3359	2812	4249	2928	2723	3724	2156	2789	2097	1834	556	865	553	1086	325	495	274	489	322	339	359	434	host	gene-NRS_930
gene-NRS_735	1256	1327	1503	1303	1273	1484	1170	687	1343	930	1052	1177	631	715	680	344	203	235	248	271	192	165	160	149	112	120	139	134	host	gene-NRS_735
gene-NRS_149	1336	1120	1465	1265	1070	1066	1035	723	1128	718	1028	792	647	581	664	318	131	182	125	204	112	128	97	110	97	96	52	134	host	gene-NRS_149
gene-NRS_925	1846	1798	2377	2227	1850	2323	2000	1580	2229	1540	1037	2094	1215	1627	1136	1140	392	661	441	815	269	325	171	347	229	289	205	253	host	gene-NRS_925
