# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR11805719_sorted.bam" "SRR11805717_sorted.bam" "SRR11805716_sorted.bam" "SRR11805720_sorted.bam" "SRR11805718_sorted.bam" "SRR11805721_sorted.bam" "SRR11805715_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR11805719_sorted.bam	SRR11805717_sorted.bam	SRR11805716_sorted.bam	SRR11805720_sorted.bam	SRR11805718_sorted.bam	SRR11805721_sorted.bam	SRR11805715_sorted.bam
gene-SynWH7803_1289	CT971583.1	1182879	1184279	+	1401	129	143	167	278	190	282	389
gene-SynWH7803_1290	CT971583.1	1184248	1186704	-	2457	212	404	464	577	448	575	1118
gene-SynWH7803_1291	CT971583.1	1186832	1187026	+	195	342	2348	1711	2225	1117	1849	3700
gene-SynWH7803_1292	CT971583.1	1187077	1187298	+	222	375	3224	2099	2062	1397	1887	4970
gene-SynWH7803_1293	CT971583.1	1187410	1189359	+	1950	174	509	372	420	388	383	835
gene-SynWH7803_1294	CT971583.1	1189368	1189730	-	363	54	46	49	90	76	90	105
gene-SynWH7803_1295	CT971583.1	1189732	1190304	-	573	86	200	116	228	123	226	350
gene-SynWH7803_1296	CT971583.1	1190301	1191017	-	717	169	457	228	608	298	583	1005
gene-SynWH7803_1297	CT971583.1	1191028	1192446	-	1419	348	982	444	1556	653	1427	2527
gene-SynWH7803_1298	CT971583.1	1192534	1193829	-	1296	492	1652	851	2196	997	2157	6322
gene-SynWH7803_1299	CT971583.1	1193924	1195240	-	1317	314	1209	922	1600	871	1317	2987
gene-SynWH7803_1300	CT971583.1	1195272	1196276	-	1005	575	3696	2247	2250	1684	1819	10023
gene-SynWH7803_1301	CT971583.1	1196420	1197103	+	684	467	1693	1295	1775	1203	1775	5802
gene-SynWH7803_1302	CT971583.1	1197474	1197656	+	183	126	265	287	1024	324	754	429
gene-SynWH7803_1303	CT971583.1	1197703	1198665	-	963	226	584	468	1223	420	938	1418
gene-SynWH7803_1304	CT971583.1	1198963	1199625	+	663	246	476	293	2549	546	2176	1503
gene-SynWH7803_1305	CT971583.1	1199750	1201309	-	1560	282	468	438	2753	724	1721	1045
gene-SynWH7803_1306	CT971583.1	1201312	1202607	-	1296	445	862	806	6014	1307	3929	1176
gene-SynWH7803_1307	CT971583.1	1202713	1203375	+	663	380	766	774	5776	1202	4395	1220
gene-SynWH7803_1308	CT971583.1	1203415	1204263	-	849	526	1270	1227	7561	1748	6136	2354
gene-SynWH7803_1309	CT971583.1	1204409	1205296	-	888	398	901	817	4065	1124	4152	1754
gene-SynWH7803_1310	CT971583.1	1205491	1206657	-	1167	162	299	327	451	352	403	502
gene-SynWH7803_1311	CT971583.1	1206654	1207295	-	642	90	214	178	215	189	219	262
gene-SynWH7803_1312	CT971583.1	1207379	1207792	-	414	115	291	253	290	215	338	550
gene-SynWH7803_1313	CT971583.1	1207872	1208246	-	375	98	452	384	257	292	296	670
gene-SynWH7803_1314	CT971583.1	1208243	1210051	-	1809	347	2012	1639	914	1172	933	3497
gene-SynWH7803_1315	CT971583.1	1210116	1212680	-	2565	300	486	425	987	493	867	1186
gene-SynWH7803_1316	CT971583.1	1212683	1213435	-	753	222	448	336	764	362	662	1185
gene-SynWH7803_1317	CT971583.1	1213545	1214918	+	1374	922	4288	2780	4587	2537	4401	11550
gene-SynWH7803_1318	CT971583.1	1214970	1217129	-	2160	297	1163	847	1124	674	1084	2212
gene-SynWH7803_1319	CT971583.1	1217248	1219014	+	1767	369	770	673	986	647	1136	1699
gene-SynWH7803_1320	CT971583.1	1218936	1219715	-	780	134	235	224	343	237	427	502
gene-SynWH7803_1321	CT971583.1	1219756	1222287	-	2532	192	207	247	436	361	436	483
gene-SynWH7803_1322	CT971583.1	1222039	1222203	+	165	30	64	67	127	84	137	97
gene-SynWH7803_1323	CT971583.1	1222355	1222525	+	171	0	2	2	3	3	4	3
gene-SynWH7803_1324	CT971583.1	1222540	1223343	-	804	0	0	0	2	0	1	1
gene-SynWH7803_1325	CT971583.1	1223452	1223958	+	507	0	0	0	0	0	0	0
gene-SynWH7803_1326	CT971583.1	1223986	1224372	+	387	0	0	0	0	1	3	2
gene-SynWH7803_1327	CT971583.1	1224417	1225535	-	1119	204	626	587	602	464	583	694
gene-SynWH7803_1328	CT971583.1	1225586	1226245	-	660	309	1706	1714	1194	1062	1318	2393
gene-SynWH7803_1329	CT971583.1	1226333	1227052	-	720	419	2335	2422	1705	1434	1829	3408
gene-SynWH7803_1330	CT971583.1	1227186	1228118	-	933	152	412	310	538	321	514	765
gene-SynWH7803_1331	CT971583.1	1228205	1228360	-	156	485	1049	1092	2884	1117	2315	1341
gene-SynWH7803_1332	CT971583.1	1228396	1229127	-	732	86	132	143	226	137	197	402
gene-SynWH7803_1333	CT971583.1	1229127	1230299	-	1173	160	255	243	383	260	390	619
gene-SynWH7803_1334	CT971583.1	1230296	1231201	-	906	102	200	174	251	223	257	626
gene-SynWH7803_1335	CT971583.1	1231201	1231935	-	735	103	141	130	187	150	165	381
gene-SynWH7803_1336	CT971583.1	1231960	1233267	+	1308	137	156	164	277	245	260	402
gene-SynWH7803_1337	CT971583.1	1233264	1234517	+	1254	92	135	128	207	169	228	308
gene-SynWH7803_1338	CT971583.1	1234509	1234736	-	228	32	62	57	82	56	93	113
gene-SynWH7803_1339	CT971583.1	1234793	1235365	+	573	104	247	210	418	164	232	395
gene-SynWH7803_1340	CT971583.1	1235362	1235868	+	507	91	226	210	443	164	359	431
gene-SynWH7803_1341	CT971583.1	1235855	1238008	+	2154	301	364	423	878	495	816	901
gene-SynWH7803_1342	CT971583.1	1238016	1239611	+	1596	219	263	234	487	301	412	533
gene-SynWH7803_1343	CT971583.1	1239708	1241096	-	1389	137	186	206	315	207	344	453
gene-SynWH7803_1344	CT971583.1	1241194	1241721	+	528	80	182	135	219	147	218	445
gene-SynWH7803_1345	CT971583.1	1241663	1242859	-	1197	224	1115	767	1006	584	898	3098
gene-SynWH7803_1346	CT971583.1	1242957	1243481	-	525	243	964	622	1374	592	987	2999
gene-SynWH7803_1347	CT971583.1	1243695	1245116	+	1422	560	921	579	1055	615	1826	2735
gene-SynWH7803_1348	CT971583.1	1245126	1245395	-	270	249	648	322	449	232	449	1829
gene-SynWH7803_1349	CT971583.1	1245545	1246615	+	1071	130	195	188	360	232	300	434
gene-SynWH7803_1350	CT971583.1	1246683	1247000	+	318	291	720	524	1060	549	941	1840
gene-SynWH7803_1351	CT971583.1	1247270	1247563	+	294	69	136	117	244	128	226	497
gene-SynWH7803_1352	CT971583.1	1247523	1247987	-	465	114	241	200	469	215	373	653
gene-SynWH7803_1353	CT971583.1	1248070	1248786	-	717	123	220	149	289	219	222	391
gene-SynWH7803_1354	CT971583.1	1248826	1249881	+	1056	116	156	153	319	200	286	384
gene-SynWH7803_1355	CT971583.1	1249910	1250299	+	390	228	842	659	918	473	907	2154
gene-SynWH7803_1356	CT971583.1	1250296	1251375	+	1080	290	952	660	892	496	778	2349
gene-SynWH7803_1357	CT971583.1	1251372	1252373	+	1002	237	472	318	461	311	451	976
gene-SynWH7803_1358	CT971583.1	1252475	1252957	-	483	372	977	561	516	499	565	1885
gene-SynWH7803_1359	CT971583.1	1253073	1253690	+	618	114	145	186	307	201	292	247
gene-SynWH7803_1360	CT971583.1	1253735	1253986	-	252	61	103	101	192	117	187	232
gene-SynWH7803_1361	CT971583.1	1253967	1254959	-	993	123	445	293	376	292	304	931
gene-SynWH7803_1362	CT971583.1	1254963	1256435	-	1473	187	706	637	636	489	544	1894
gene-SynWH7803_1363	CT971583.1	1256439	1257422	-	984	403	983	683	1722	679	1562	2648
gene-SynWH7803_1364	CT971583.1	1257605	1257955	-	351	88	217	180	322	173	278	378
gene-SynWH7803_1365	CT971583.1	1257952	1258881	-	930	98	228	159	213	163	189	511
gene-SynWH7803_1366	CT971583.1	1258878	1259720	-	843	120	167	130	191	189	235	442
gene-SynWH7803_1367	CT971583.1	1259841	1260440	+	600	71	91	67	111	100	147	249
gene-SynWH7803_1368	CT971583.1	1260780	1261208	-	429	62	129	109	116	124	137	314
gene-SynWH7803_1369	CT971583.1	1261227	1261451	-	225	62	195	160	139	149	169	443
gene-SynWH7803_1370	CT971583.1	1261490	1261810	-	321	136	355	259	247	259	275	828
gene-SynWH7803_1371	CT971583.1	1261813	1262556	-	744	113	347	242	221	216	262	854
gene-SynWH7803_1372	CT971583.1	1262762	1263388	+	627	122	317	298	242	232	361	648
gene-SynWH7803_1373	CT971583.1	1263414	1263956	+	543	193	772	724	817	425	783	1765
gene-SynWH7803_1374	CT971583.1	1264012	1264245	+	234	222	717	672	874	477	901	1663
gene-SynWH7803_1375	CT971583.1	1264273	1264596	+	324	305	1067	1054	1797	861	1769	2297
gene-SynWH7803_1376	CT971583.1	1264599	1264868	-	270	241	576	653	1554	603	1527	1159
gene-SynWH7803_1377	CT971583.1	1264991	1265737	+	747	198	463	240	506	268	447	1336
gene-SynWH7803_1378	CT971583.1	1265685	1266233	-	549	140	271	168	261	198	318	585
gene-SynWH7803_1379	CT971583.1	1266237	1266521	-	285	71	158	113	195	136	224	276
gene-SynWH7803_1380	CT971583.1	1266576	1268096	-	1521	163	366	291	406	295	417	814
gene-SynWH7803_1381	CT971583.1	1268154	1269050	-	897	82	119	100	144	113	158	262
gene-SynWH7803_1382	CT971583.1	1269088	1270443	-	1356	282	720	489	605	532	525	1499
gene-SynWH7803_1383	CT971583.1	1270517	1270639	-	123	208	522	297	631	470	483	920
gene-SynWH7803_1384	CT971583.1	1270702	1271274	-	573	56	100	82	72	79	117	260
gene-RNA_27	CT971583.1	1271381	1271452	+	72	35	25	38	57	56	56	70
gene-SynWH7803_1385	CT971583.1	1271521	1271907	+	387	76	96	191	319	180	299	239
gene-SynWH7803_1386	CT971583.1	1271873	1273033	-	1161	146	277	295	547	289	552	464
gene-SynWH7803_1387	CT971583.1	1273023	1273400	-	378	92	178	142	213	150	237	409
gene-RNA_28	CT971583.1	1273502	1273575	+	74	22	17	23	44	46	60	23
gene-SynWH7803_1388	CT971583.1	1273865	1274212	+	348	110	110	101	181	110	316	214
gene-SynWH7803_1389	CT971583.1	1274226	1274462	-	237	62	122	115	169	118	165	244
gene-SynWH7803_1390	CT971583.1	1274496	1275293	-	798	70	46	61	109	105	132	112
gene-SynWH7803_1391	CT971583.1	1275302	1276414	-	1113	112	84	103	139	158	155	178
gene-SynWH7803_1392	CT971583.1	1276479	1276919	+	441	107	160	164	346	195	277	407
gene-SynWH7803_1393	CT971583.1	1276927	1277400	-	474	87	158	149	251	144	198	333
gene-SynWH7803_1394	CT971583.1	1277465	1277725	+	261	68	64	82	173	108	160	185
gene-SynWH7803_1395	CT971583.1	1277718	1278662	-	945	162	204	169	381	252	378	507
gene-SynWH7803_1396	CT971583.1	1278695	1279456	-	762	91	167	113	248	164	242	457
gene-SynWH7803_1397	CT971583.1	1279535	1280446	+	912	106	119	114	243	191	280	336
gene-SynWH7803_1398	CT971583.1	1280400	1281620	-	1221	120	144	133	267	200	271	538
gene-SynWH7803_1399	CT971583.1	1281773	1283302	+	1530	227	365	271	519	334	471	809
gene-SynWH7803_1400	CT971583.1	1283299	1285983	-	2685	225	196	236	462	387	421	528
gene-SynWH7803_1401	CT971583.1	1285974	1287119	-	1146	112	122	103	205	163	156	295
gene-SynWH7803_1402	CT971583.1	1287242	1288378	+	1137	265	587	604	701	431	712	1455
gene-SynWH7803_1403	CT971583.1	1288380	1288961	+	582	135	212	210	338	194	308	402
gene-SynWH7803_1404	CT971583.1	1288958	1289971	+	1014	178	162	176	400	240	361	452
gene-SynWH7803_1405	CT971583.1	1290019	1291278	+	1260	134	222	202	525	253	430	496
gene-SynWH7803_1406	CT971583.1	1291288	1291965	+	678	133	282	232	409	223	398	720
gene-SynWH7803_1407	CT971583.1	1292018	1293346	+	1329	426	1324	783	1061	781	1424	2994
gene-SynWH7803_1408	CT971583.1	1293364	1294257	+	894	143	354	215	407	257	446	767
gene-SynWH7803_1409	CT971583.1	1294277	1294519	+	243	124	162	165	435	161	281	299
gene-SynWH7803_1410	CT971583.1	1294516	1294812	-	297	201	241	205	614	264	495	426
gene-SynWH7803_1411	CT971583.1	1294824	1295438	+	615	72	70	84	170	152	193	183
gene-SynWH7803_1412	CT971583.1	1295422	1296306	-	885	80	73	73	144	153	150	141
gene-SynWH7803_1413	CT971583.1	1296405	1296620	+	216	61	93	54	214	115	194	311
gene-SynWH7803_1414	CT971583.1	1296605	1297348	-	744	131	150	99	350	194	259	495
gene-SynWH7803_1415	CT971583.1	1297345	1298331	-	987	134	259	153	382	244	260	574
gene-SynWH7803_1416	CT971583.1	1298389	1298889	-	501	156	324	208	504	293	349	880
gene-SynWH7803_1417	CT971583.1	1298914	1299813	-	900	123	103	112	233	204	199	346
gene-SynWH7803_1418	CT971583.1	1299810	1300826	-	1017	126	153	168	389	242	359	391
gene-SynWH7803_1419	CT971583.1	1300971	1301300	+	330	81	96	104	312	120	246	246
gene-SynWH7803_1420	CT971583.1	1301305	1302897	-	1593	187	465	336	382	325	378	875
gene-SynWH7803_1421	CT971583.1	1302928	1304157	-	1230	95	152	106	166	175	207	336
gene-SynWH7803_1422	CT971583.1	1304208	1305329	+	1122	167	360	248	380	315	383	841
gene-SynWH7803_1423	CT971583.1	1305718	1305984	+	267	95	263	191	445	178	301	522
gene-SynWH7803_1424	CT971583.1	1305959	1307620	-	1662	147	318	270	494	283	401	630
gene-RNA_29	CT971583.1	1307792	1307868	-	77	175	133	143	141	187	213	286
gene-SynWH7803_1425	CT971583.1	1307922	1308890	-	969	146	346	257	364	283	349	686
gene-SynWH7803_1426	CT971583.1	1308913	1309407	-	495	213	218	168	262	217	282	469
gene-SynWH7803_1427	CT971583.1	1309416	1309781	-	366	161	242	172	259	191	258	448
gene-SynWH7803_1428	CT971583.1	1309774	1310409	-	636	192	475	364	441	309	535	1080
gene-SynWH7803_1429	CT971583.1	1310528	1313851	+	3324	414	685	671	886	721	948	1750
gene-SynWH7803_1430	CT971583.1	1313877	1314548	+	672	122	470	274	365	248	357	1278
gene-SynWH7803_1431	CT971583.1	1314548	1315915	+	1368	947	2266	2005	5821	2604	4144	5990
gene-SynWH7803_1432	CT971583.1	1315890	1316120	-	231	847	1848	1736	5627	2302	3927	4714
gene-SynWH7803_1433	CT971583.1	1316157	1317899	-	1743	266	534	412	498	413	514	1405
gene-SynWH7803_1434	CT971583.1	1317939	1318136	+	198	60	52	58	82	90	88	205
gene-SynWH7803_1435	CT971583.1	1318170	1318901	+	732	142	447	318	402	239	355	1066
gene-SynWH7803_1436	CT971583.1	1318909	1319742	+	834	110	180	170	226	189	204	428
gene-SynWH7803_1437	CT971583.1	1319786	1320193	+	408	174	260	306	746	316	566	658
gene-SynWH7803_1438	CT971583.1	1320217	1324230	-	4014	898	2180	1901	3411	1967	3151	6308
gene-SynWH7803_1439	CT971583.1	1324352	1325203	+	852	100	280	209	212	202	269	848
gene-SynWH7803_1440	CT971583.1	1325210	1325857	+	648	89	195	169	239	158	238	558
gene-SynWH7803_1441	CT971583.1	1325922	1326173	+	252	310	449	400	420	436	398	745
gene-SynWH7803_1442	CT971583.1	1326190	1327452	+	1263	433	513	532	750	626	673	881
gene-SynWH7803_1443	CT971583.1	1327439	1327585	+	147	74	153	126	237	127	225	273
gene-SynWH7803_1444	CT971583.1	1327590	1328108	-	519	146	324	228	338	256	317	755
gene-SynWH7803_1445	CT971583.1	1328152	1328709	+	558	126	192	126	190	188	164	401
gene-SynWH7803_1446	CT971583.1	1328715	1329350	+	636	132	235	124	253	203	213	562
gene-SynWH7803_1447	CT971583.1	1329730	1330059	+	330	125	184	251	417	206	281	451
gene-SynWH7803_1448	CT971583.1	1330073	1330540	-	468	272	463	613	546	358	390	719
gene-SynWH7803_1449	CT971583.1	1330682	1331407	+	726	176	511	499	394	255	397	797
gene-SynWH7803_1450	CT971583.1	1331417	1332766	+	1350	148	297	261	265	253	297	473
gene-SynWH7803_1451	CT971583.1	1332836	1333792	+	957	127	250	158	294	217	496	353
gene-SynWH7803_1452	CT971583.1	1333812	1334057	+	246	59	101	67	94	98	152	205
gene-SynWH7803_1453	CT971583.1	1334068	1334295	+	228	81	166	101	160	124	217	363
gene-SynWH7803_1454	CT971583.1	1334331	1334471	-	141	70	138	85	176	107	313	259
gene-SynWH7803_1455	CT971583.1	1334492	1334683	-	192	111	90	91	244	125	372	176
gene-SynWH7803_1456	CT971583.1	1334760	1335305	-	546	118	169	127	245	213	252	383
gene-SynWH7803_1457	CT971583.1	1335305	1335886	-	582	100	306	170	249	172	281	617
gene-SynWH7803_1458	CT971583.1	1336010	1338181	-	2172	548	3130	1477	1801	1286	2203	7079
gene-SynWH7803_1459	CT971583.1	1338229	1339482	-	1254	136	120	136	242	230	272	311
gene-SynWH7803_1460	CT971583.1	1339479	1340501	-	1023	106	53	54	142	159	124	166
gene-SynWH7803_1461	CT971583.1	1340623	1340955	+	333	58	54	39	57	101	85	125
gene-SynWH7803_1462	CT971583.1	1340961	1341584	+	624	61	82	84	138	105	172	199
gene-SynWH7803_1463	CT971583.1	1341600	1342562	+	963	109	105	123	212	194	219	238
gene-SynWH7803_1464	CT971583.1	1342685	1342921	+	237	53	92	33	82	48	67	115
gene-SynWH7803_1465	CT971583.1	1342918	1343319	+	402	82	140	69	183	110	152	226
gene-SynWH7803_1466	CT971583.1	1343316	1343591	-	276	70	141	105	198	109	162	372
gene-SynWH7803_1467	CT971583.1	1343603	1343836	-	234	48	125	97	136	94	128	341
gene-SynWH7803_1468	CT971583.1	1343872	1344540	-	669	59	43	66	53	96	84	129
gene-SynWH7803_1469	CT971583.1	1344566	1346092	-	1527	117	61	92	86	146	146	166
gene-SynWH7803_1470	CT971583.1	1346092	1346823	-	732	53	72	87	110	68	121	137
gene-SynWH7803_1471	CT971583.1	1346847	1347746	-	900	148	195	186	250	176	254	491
gene-SynWH7803_1472	CT971583.1	1347790	1348968	-	1179	144	190	139	261	209	236	343
gene-SynWH7803_1473	CT971583.1	1349051	1349503	+	453	42	70	56	59	69	73	120
gene-SynWH7803_1474	CT971583.1	1349500	1350075	+	576	81	95	70	109	146	151	154
gene-SynWH7803_1475	CT971583.1	1350112	1351347	+	1236	203	562	289	476	377	517	1411
gene-SynWH7803_1476	CT971583.1	1351384	1352736	+	1353	433	1223	923	1261	848	1269	2652
gene-SynWH7803_1477	CT971583.1	1352691	1353206	-	516	112	410	350	319	222	354	570
gene-SynWH7803_1478	CT971583.1	1353272	1353784	-	513	91	223	260	173	179	206	282
gene-SynWH7803_1479	CT971583.1	1353873	1354037	-	165	94	127	123	297	198	183	148
gene-SynWH7803_1480	CT971583.1	1354129	1357671	-	3543	284	215	288	389	440	431	626
gene-SynWH7803_1481	CT971583.1	1357750	1357989	+	240	62	30	37	41	86	52	118
gene-SynWH7803_1482	CT971583.1	1358032	1358571	+	540	82	86	80	159	140	169	172
gene-SynWH7803_1483	CT971583.1	1358686	1359546	+	861	69	40	48	62	77	93	103
gene-SynWH7803_1484	CT971583.1	1359473	1360240	-	768	48	53	40	48	45	76	112
gene-SynWH7803_1485	CT971583.1	1360324	1360731	+	408	198	855	401	598	327	573	2467
gene-SynWH7803_1486	CT971583.1	1360752	1360943	+	192	106	485	166	352	184	344	1444
gene-SynWH7803_1487	CT971583.1	1360931	1361686	-	756	120	445	186	369	244	371	1207
gene-SynWH7803_1488	CT971583.1	1361693	1362142	-	450	198	470	272	438	322	480	1319
gene-SynWH7803_1489	CT971583.1	1362214	1362864	+	651	57	77	53	88	86	81	175
gene-SynWH7803_1490	CT971583.1	1362886	1363794	+	909	112	227	172	218	174	202	449
gene-SynWH7803_1491	CT971583.1	1363825	1364514	-	690	190	462	307	393	321	489	1085
gene-SynWH7803_1492	CT971583.1	1364591	1364812	-	222	45	55	66	113	70	88	154
gene-SynWH7803_1493	CT971583.1	1365072	1366709	-	1638	494	937	620	719	717	883	1548
gene-SynWH7803_1494	CT971583.1	1366706	1367419	-	714	64	73	69	80	94	63	193
gene-SynWH7803_1495	CT971583.1	1367416	1369572	-	2157	190	230	197	379	356	331	514
gene-SynWH7803_1496	CT971583.1	1369762	1372092	+	2331	389	2533	951	2689	975	1848	3280
gene-SynWH7803_1497	CT971583.1	1372168	1372479	+	312	367	1285	1294	6586	1720	2793	1170
gene-SynWH7803_1498	CT971583.1	1372492	1372800	-	309	303	1092	1153	4877	1405	2056	885
gene-RNA_30	CT971583.1	1372917	1373001	+	85	123	174	215	592	279	288	207
gene-SynWH7803_1499	CT971583.1	1373491	1374384	+	894	216	349	481	1824	647	867	401
gene-SynWH7803_1500	CT971583.1	1375168	1375470	+	303	52	57	46	129	119	105	152
gene-SynWH7803_1501	CT971583.1	1375535	1375762	+	228	114	136	133	335	216	424	274
gene-SynWH7803_1502	CT971583.1	1375812	1376069	-	258	96	117	94	301	160	350	193
gene-SynWH7803_1503	CT971583.1	1376335	1376532	+	198	88	117	145	591	242	307	166
gene-SynWH7803_1504	CT971583.1	1377102	1377305	-	204	32	89	100	210	103	169	156
gene-SynWH7803_1505	CT971583.1	1377324	1377569	-	246	28	98	74	119	102	89	178
gene-SynWH7803_1506	CT971583.1	1377656	1378312	+	657	70	143	83	207	157	166	328
gene-SynWH7803_1507	CT971583.1	1378306	1381623	+	3318	189	191	140	335	275	304	386
gene-SynWH7803_1508	CT971583.1	1381620	1385309	+	3690	227	162	173	429	354	403	335
gene-SynWH7803_1509	CT971583.1	1385306	1386919	+	1614	110	83	93	190	139	179	220
gene-SynWH7803_1510	CT971583.1	1386953	1387288	+	336	85	90	73	188	108	199	231
gene-SynWH7803_1511	CT971583.1	1387391	1389211	+	1821	313	1168	1346	833	617	676	2546
gene-SynWH7803_1512	CT971583.1	1389211	1389489	+	279	56	262	280	138	152	149	548
gene-SynWH7803_1513	CT971583.1	1389486	1389683	-	198	41	111	112	92	88	85	249
gene-SynWH7803_1514	CT971583.1	1389930	1390280	+	351	257	1557	1175	1005	675	893	2730
gene-SynWH7803_1515	CT971583.1	1390298	1390504	-	207	121	619	373	333	246	440	950
gene-SynWH7803_1516	CT971583.1	1390603	1392411	+	1809	305	665	465	792	509	711	1573
gene-SynWH7803_1517	CT971583.1	1392445	1394529	+	2085	252	532	315	802	399	684	1540
gene-SynWH7803_1518	CT971583.1	1394584	1395489	+	906	196	376	263	544	277	509	936
gene-SynWH7803_1519	CT971583.1	1395538	1396485	+	948	142	251	204	424	221	364	637
gene-SynWH7803_1520	CT971583.1	1396485	1397621	+	1137	144	121	136	300	188	263	305
gene-SynWH7803_1521	CT971583.1	1397636	1399498	+	1863	205	382	358	499	290	592	740
gene-SynWH7803_1522	CT971583.1	1399481	1399660	-	180	88	264	221	312	149	368	487
gene-SynWH7803_1523	CT971583.1	1399668	1400990	-	1323	306	698	608	1004	546	1177	1393
gene-SynWH7803_1524	CT971583.1	1401061	1401615	-	555	168	476	316	321	287	484	915
gene-SynWH7803_1525	CT971583.1	1401690	1402289	+	600	96	173	121	239	133	199	422
gene-SynWH7803_1526	CT971583.1	1402295	1403206	+	912	108	122	85	208	128	202	292
gene-SynWH7803_1527	CT971583.1	1403191	1403688	-	498	67	75	60	103	82	108	155
gene-SynWH7803_1528	CT971583.1	1403693	1404688	-	996	126	134	118	231	176	213	316
gene-SynWH7803_1529	CT971583.1	1404685	1405638	-	954	115	135	113	145	149	178	329
gene-SynWH7803_1530	CT971583.1	1405635	1406612	-	978	125	232	165	203	167	202	563
gene-SynWH7803_1531	CT971583.1	1406639	1407436	-	798	93	195	167	289	161	277	430
gene-SynWH7803_1532	CT971583.1	1407433	1408314	-	882	256	584	417	931	450	677	1340
gene-SynWH7803_1533	CT971583.1	1408331	1409692	-	1362	166	617	440	380	353	364	1315
gene-SynWH7803_1534	CT971583.1	1409691	1410284	+	594	44	87	82	77	80	97	196
gene-SynWH7803_1535	CT971583.1	1410442	1412976	+	2535	1009	3618	2091	2811	1850	3772	9578
gene-SynWH7803_1536	CT971583.1	1413024	1414103	+	1080	258	603	444	648	397	665	1555
gene-SynWH7803_1537	CT971583.1	1414100	1414966	+	867	142	200	127	196	169	205	320
gene-SynWH7803_1538	CT971583.1	1414970	1415599	+	630	125	182	169	263	181	332	381
gene-SynWH7803_1539	CT971583.1	1415596	1416507	-	912	150	204	168	260	172	314	357
gene-SynWH7803_1540	CT971583.1	1416528	1417925	-	1398	111	91	87	158	138	140	185
gene-SynWH7803_1541	CT971583.1	1418007	1419239	+	1233	116	164	152	264	183	248	450
gene-SynWH7803_1542	CT971583.1	1419251	1420897	+	1647	217	462	384	611	392	489	1155
gene-SynWH7803_1543	CT971583.1	1420969	1421448	+	480	82	196	173	286	138	254	456
gene-SynWH7803_1544	CT971583.1	1421463	1422431	-	969	105	220	175	259	178	256	580
gene-SynWH7803_1545	CT971583.1	1422560	1423264	+	705	157	321	217	446	271	484	758
gene-SynWH7803_1546	CT971583.1	1423270	1424421	+	1152	131	174	147	408	236	419	409
gene-SynWH7803_1547	CT971583.1	1424435	1425166	+	732	58	66	52	132	114	127	194
gene-SynWH7803_1548	CT971583.1	1425174	1426037	+	864	102	175	118	297	151	268	435
gene-SynWH7803_1549	CT971583.1	1426001	1427491	-	1491	136	279	167	403	226	334	677
gene-SynWH7803_1550	CT971583.1	1427546	1428754	-	1209	152	356	201	229	241	229	793
gene-SynWH7803_1551	CT971583.1	1428839	1429834	+	996	152	217	158	271	209	249	615
gene-SynWH7803_1552	CT971583.1	1429773	1430306	-	534	56	85	50	106	70	102	213
gene-SynWH7803_1553	CT971583.1	1430405	1431400	+	996	202	479	307	378	227	546	1032
gene-SynWH7803_1554	CT971583.1	1431407	1432564	+	1158	177	301	208	374	260	410	598
gene-SynWH7803_1555	CT971583.1	1432585	1435212	-	2628	573	1701	988	1092	927	1116	3150
gene-SynWH7803_1556	CT971583.1	1435309	1435707	-	399	395	811	672	1504	700	1309	1839
gene-SynWH7803_1557	CT971583.1	1435829	1436401	-	573	382	762	598	2173	715	2176	1660
gene-SynWH7803_1558	CT971583.1	1436514	1437656	+	1143	201	249	224	789	319	535	561
gene-RNA_31	CT971583.1	1437698	1437770	+	73	72	100	80	173	124	131	124
gene-SynWH7803_1559	CT971583.1	1437842	1438363	-	522	181	335	312	636	329	558	829
gene-SynWH7803_1560	CT971583.1	1438516	1439694	+	1179	643	2661	1350	2726	1388	2094	7409
gene-SynWH7803_1561	CT971583.1	1439869	1441380	+	1512	155	303	202	452	323	503	702
gene-SynWH7803_1562	CT971583.1	1441433	1442716	+	1284	100	199	92	276	179	278	387
gene-SynWH7803_1563	CT971583.1	1442762	1444159	+	1398	199	649	327	557	325	696	1568
gene-SynWH7803_1564	CT971583.1	1444156	1444458	+	303	235	1064	465	785	403	1073	2591
gene-SynWH7803_1565	CT971583.1	1444540	1445133	+	594	139	483	256	455	229	573	1240
gene-SynWH7803_1566	CT971583.1	1445133	1445819	+	687	108	237	182	230	185	228	615
gene-SynWH7803_1567	CT971583.1	1445806	1447278	-	1473	150	212	158	245	232	247	424
gene-SynWH7803_1568	CT971583.1	1447275	1447781	-	507	94	262	214	332	192	299	411
gene-SynWH7803_1569	CT971583.1	1447784	1448722	-	939	207	463	377	564	339	540	827
gene-SynWH7803_1570	CT971583.1	1448776	1449657	-	882	91	304	178	171	135	230	629
gene-SynWH7803_1571	CT971583.1	1449798	1451834	+	2037	162	385	213	335	274	392	921
gene-SynWH7803_1572	CT971583.1	1451831	1452424	-	594	52	45	50	59	57	73	130
gene-SynWH7803_1573	CT971583.1	1452486	1452887	-	402	50	102	50	79	62	91	150
