# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8782499_sorted.bam" "SRR8782500_sorted.bam" "SRR8782496_sorted.bam" "SRR8782494_sorted.bam" "SRR8782492_sorted.bam" "SRR8782497_sorted.bam" "SRR8782493_sorted.bam" "SRR8782490_sorted.bam" "SRR8782498_sorted.bam" "SRR8782495_sorted.bam" "SRR8782501_sorted.bam" "SRR8782491_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8782499_sorted.bam	SRR8782500_sorted.bam	SRR8782496_sorted.bam	SRR8782494_sorted.bam	SRR8782492_sorted.bam	SRR8782497_sorted.bam	SRR8782493_sorted.bam	SRR8782490_sorted.bam	SRR8782498_sorted.bam	SRR8782495_sorted.bam	SRR8782501_sorted.bam	SRR8782491_sorted.bam
gene-PA3390	NC_002516.2	3793815	3794117	-	303	32	41	28	77	63	46	42	32	52	90	39	81
gene-PA3389	NC_002516.2	3794178	3794591	+	414	27	39	18	59	68	34	20	19	50	44	23	33
gene-PA3391	NC_002516.2	3794819	3796966	+	2148	3438	5161	1998	1446	8030	1671	542	887	2644	3592	2612	237
gene-PA3392	NC_002516.2	3797009	3798919	+	1911	6274	4383	1724	928	19275	2467	317	305	6977	16349	5617	688
gene-PA3393	NC_002516.2	3798916	3800202	+	1287	1448	1186	583	244	5950	416	111	152	2247	6025	1843	312
gene-PA3394	NC_002516.2	3800199	3801113	+	915	392	337	230	87	1810	132	57	76	799	2525	662	95
gene-PA3395	NC_002516.2	3801104	3801931	+	828	300	263	197	95	1177	121	60	57	587	1711	615	52
gene-PA3396	NC_002516.2	3801948	3802484	+	537	281	205	167	119	1231	91	63	66	568	1259	495	71
gene-PA3397	NC_002516.2	3802567	3803343	-	777	3328	2605	2422	4523	2795	2782	3249	4127	2269	4725	3064	1441
gene-PA3398	NC_002516.2	3803617	3804543	+	927	265	316	220	493	426	292	237	383	295	391	323	594
gene-PA3399	NC_002516.2	3804545	3804886	-	342	190	256	145	318	473	185	148	332	258	223	186	485
gene-PA3400	NC_002516.2	3804940	3806073	-	1134	100	139	66	195	166	120	91	153	144	168	135	201
gene-PA3401	NC_002516.2	3806070	3807242	-	1173	103	149	114	269	185	162	94	180	211	223	181	255
gene-PA3402	NC_002516.2	3807246	3808217	-	972	190	244	160	457	318	257	184	223	337	344	290	359
gene-PA3403	NC_002516.2	3808318	3808803	-	486	72	105	51	110	114	82	52	56	89	124	97	120
gene-PA3403a	NC_002516.2	3808978	3809265	+	288	42	52	32	114	109	30	60	69	43	38	73	164
gene-PA3404	NC_002516.2	3809258	3810613	-	1356	54	69	63	154	118	57	93	121	48	50	73	225
gene-PA3405	NC_002516.2	3810610	3811941	-	1332	24	21	23	58	18	17	21	43	12	12	10	46
gene-PA3406	NC_002516.2	3811938	3813740	-	1803	16	18	20	56	25	31	23	38	28	19	22	59
gene-PA3407	NC_002516.2	3813958	3814575	-	618	52	105	45	131	118	65	50	120	90	76	79	181
gene-PA3408	NC_002516.2	3814661	3817336	-	2676	41	77	41	98	104	66	69	94	75	64	76	158
gene-PA3409	NC_002516.2	3817546	3818532	-	987	27	45	40	41	42	38	28	21	92	63	104	34
gene-PA3410	NC_002516.2	3818597	3819112	-	516	24	48	53	66	43	77	36	33	122	55	107	21
gene-PA3411	NC_002516.2	3819189	3819407	-	219	16	21	22	65	34	35	27	28	40	48	47	28
gene-PA3412	NC_002516.2	3819527	3819796	-	270	17	24	9	35	32	17	17	34	22	12	19	49
gene-PA3413	NC_002516.2	3820006	3820272	+	267	473	644	423	969	818	530	495	609	539	659	680	1809
gene-PA3414	NC_002516.2	3820308	3820892	+	585	360	449	410	848	578	417	428	482	420	490	523	1262
gene-PA3415	NC_002516.2	3821385	3822497	-	1113	96	80	79	427	106	114	116	108	48	82	69	558
gene-PA3416	NC_002516.2	3822515	3823516	-	1002	51	48	39	373	83	73	119	85	12	15	12	687
gene-PA3417	NC_002516.2	3823509	3824606	-	1098	36	20	22	254	103	47	116	92	18	30	16	703
gene-PA3418	NC_002516.2	3824748	3825773	-	1026	178	176	87	151	404	67	123	298	81	66	56	1342
gene-PA3419	NC_002516.2	3826019	3826831	+	813	102	157	47	208	329	124	87	218	156	120	107	714
gene-PA3420	NC_002516.2	3826838	3829321	-	2484	53	95	51	288	122	120	62	94	246	276	60	229
gene-PA3421	NC_002516.2	3829471	3830841	-	1371	33	36	17	63	118	40	39	46	49	29	51	128
gene-PA3422	NC_002516.2	3830898	3832655	-	1758	62	86	30	88	138	44	43	83	51	51	32	198
gene-PA3423	NC_002516.2	3832940	3833683	+	744	90	151	92	271	257	160	133	160	200	176	167	281
gene-PA3424	NC_002516.2	3833774	3835180	+	1407	79	86	67	308	163	171	174	143	133	151	84	304
gene-PA3425	NC_002516.2	3835215	3835559	+	345	65	98	59	193	152	129	92	126	82	107	74	234
gene-PA3426	NC_002516.2	3835579	3836349	-	771	112	153	78	332	320	182	132	216	202	229	82	483
gene-PA3427	NC_002516.2	3836466	3837377	-	912	146	231	140	1813	283	278	136	168	304	1112	131	375
gene-PA3428	NC_002516.2	3837493	3837786	-	294	6	15	4	23	38	25	20	17	22	19	11	19
gene-PA3429	NC_002516.2	3837885	3838781	-	897	75	91	37	121	217	53	96	89	94	73	52	179
gene-PA3430	NC_002516.2	3838778	3839557	-	780	337	265	144	169	583	81	136	300	128	106	68	382
gene-PA3431	NC_002516.2	3839686	3840372	-	687	1200	922	707	214	1167	142	159	915	140	136	175	722
gene-PA3432	NC_002516.2	3840359	3840748	-	390	1244	1094	1093	235	657	149	134	846	155	90	210	364
gene-PA3433	NC_002516.2	3840844	3841737	+	894	105	154	84	186	232	136	104	180	145	149	149	281
gene-PA3434	NC_002516.2	3842274	3843290	-	1017	146	226	119	482	322	288	166	207	206	290	224	374
gene-PA3435	NC_002516.2	3843653	3844105	-	453	640	869	438	1561	1127	829	532	787	899	934	947	816
gene-PA3436	NC_002516.2	3844385	3844942	+	558	95	213	178	944	293	299	459	105	119	290	69	161
gene-PA3437	NC_002516.2	3845053	3845757	+	705	221	383	255	865	437	460	327	234	540	449	509	485
gene-PA3438	NC_002516.2	3845775	3846335	+	561	368	579	372	1231	693	785	434	436	763	802	679	673
gene-PA3439	NC_002516.2	3846337	3846708	+	372	292	488	306	923	589	615	321	401	596	582	512	647
gene-PA3440	NC_002516.2	3846837	3847148	+	312	599	847	524	1452	698	795	474	648	752	884	805	609
gene-PA3440a	NC_002516.2	3847200	3847538	+	339	504	665	456	1215	555	729	442	573	679	771	760	565
gene-PA3441	NC_002516.2	3847718	3847933	-	216	151	174	122	349	126	295	186	126	224	308	212	162
gene-PA3442	NC_002516.2	3847974	3848798	-	825	133	169	121	334	95	258	165	132	176	290	193	132
gene-PA3443	NC_002516.2	3848795	3849583	-	789	34	47	24	56	16	38	39	41	18	41	33	35
gene-PA3444	NC_002516.2	3849604	3850752	-	1149	29	22	31	46	28	19	32	48	17	18	27	48
gene-PA3445	NC_002516.2	3850830	3851801	-	972	78	55	57	72	53	36	70	145	38	41	36	94
gene-PA3446	NC_002516.2	3851920	3852513	-	594	122	101	106	92	91	52	152	254	88	84	114	163
gene-PA3447	NC_002516.2	3852667	3853416	-	750	23	19	15	29	38	10	15	35	26	12	13	73
gene-PA3448	NC_002516.2	3853413	3854237	-	825	21	23	12	29	19	7	19	21	16	12	12	39
gene-PA3449	NC_002516.2	3854241	3855242	-	1002	21	9	13	16	17	15	19	25	6	16	12	31
gene-PA3450	NC_002516.2	3855493	3856131	-	639	100	209	99	203	229	158	97	164	167	190	178	161
gene-PA3451	NC_002516.2	3856337	3856546	+	210	33	46	32	43	104	36	36	109	37	27	22	139
gene-PA3452	NC_002516.2	3856749	3858320	+	1572	982	1224	867	1319	474	1281	807	323	1017	1284	2492	544
gene-PA3453	NC_002516.2	3858544	3859209	-	666	289	363	204	758	346	394	243	232	380	598	444	229
gene-PA3454	NC_002516.2	3859338	3860522	-	1185	103	126	116	789	427	225	269	143	337	533	102	602
gene-PA3455	NC_002516.2	3860675	3862165	-	1491	320	608	256	1248	2668	590	600	706	954	572	477	3570
gene-PA3456	NC_002516.2	3862309	3864273	+	1965	597	637	530	1278	984	595	849	1141	454	923	694	1205
gene-PA3457	NC_002516.2	3864374	3865126	+	753	407	523	268	1128	2037	435	1119	618	357	449	276	2391
gene-PA3458	NC_002516.2	3865281	3865754	-	474	1346	2243	728	1918	6676	571	2024	1926	632	520	473	8504
gene-PA3459	NC_002516.2	3865897	3867666	+	1770	693	806	399	1812	6158	597	1495	2027	519	537	405	6804
gene-PA3460	NC_002516.2	3867707	3869464	+	1758	157	202	138	799	682	344	297	271	114	320	195	725
gene-PA3461	NC_002516.2	3869461	3870657	+	1197	102	114	90	444	417	223	142	151	67	260	122	425
gene-PA3462	NC_002516.2	3870795	3873554	+	2760	58	81	40	176	201	82	102	154	97	91	73	386
gene-PA3463	NC_002516.2	3873606	3873836	+	231	65	69	47	139	104	86	66	80	73	88	80	107
gene-PA3464	NC_002516.2	3874654	3875979	-	1326	97	126	82	152	174	101	78	131	121	78	116	196
gene-PA3465	NC_002516.2	3876196	3877911	+	1716	861	931	478	872	5181	632	632	2038	700	740	637	4729
gene-PA3466	NC_002516.2	3878033	3879373	-	1341	885	1334	1085	2358	1293	1555	1025	879	1588	1848	1466	1462
gene-PA3467	NC_002516.2	3879559	3880926	+	1368	42	55	36	91	110	51	50	63	57	50	61	130
gene-PA3468	NC_002516.2	3881093	3882421	+	1329	450	812	434	1220	461	772	452	427	822	931	996	476
gene-PA3469	NC_002516.2	3882441	3882983	+	543	349	586	369	781	442	504	297	391	529	578	639	419
gene-PA3470	NC_002516.2	3882980	3883438	+	459	217	316	225	490	335	343	186	227	371	426	377	293
gene-PA3471	NC_002516.2	3883560	3885254	-	1695	1085	1797	831	3029	2420	1874	1284	2268	2060	1882	1624	2472
gene-PA3472	NC_002516.2	3885711	3886307	+	597	1306	1536	1301	4085	1553	2038	2817	1848	1099	1787	1212	1383
gene-PA3473	NC_002516.2	3886328	3887227	-	900	437	480	363	1264	374	694	662	464	427	666	559	409
gene-PA3474	NC_002516.2	3887224	3888084	-	861	146	198	171	416	158	322	133	117	275	370	302	130
gene-PA3475	NC_002516.2	3888178	3888984	-	807	112	181	139	458	217	216	184	261	259	268	203	280
gene-PA3476	NC_002516.2	3889139	3889744	-	606	411	408	472	1316	652	651	709	1089	542	618	332	911
gene-PA3477	NC_002516.2	3889925	3890650	-	726	460	634	277	1090	1656	526	483	920	1122	580	501	2803
gene-PA3478	NC_002516.2	3890775	3892055	-	1281	112	117	151	452	388	183	411	582	147	113	116	782
gene-PA3479	NC_002516.2	3892121	3893008	-	888	168	98	178	444	164	160	350	961	103	129	59	835
gene-PA3480	NC_002516.2	3893432	3893998	-	567	922	1080	980	2655	1123	1585	1010	724	1323	2056	1668	915
gene-PA3481	NC_002516.2	3894099	3895193	-	1095	931	1404	813	2382	1542	1317	848	1084	1583	1542	1437	1867
gene-PA3482	NC_002516.2	3895324	3897357	+	2034	2642	3837	2548	6215	2602	3673	2300	2413	3689	4683	4164	2828
gene-PA3483	NC_002516.2	3897391	3898191	+	801	728	1017	704	1206	632	973	495	659	1202	1424	1527	654
gene-PA3484	NC_002516.2	3898278	3899504	+	1227	375	612	507	386	260	418	246	366	676	768	1174	204
gene-PA3485	NC_002516.2	3899501	3899938	+	438	150	226	163	95	133	170	104	142	281	261	400	93
gene-PA3486	NC_002516.2	3900233	3902659	+	2427	1072	922	1101	858	399	706	748	1072	573	611	711	636
gene-PA3487	NC_002516.2	3902663	3905962	+	3300	1340	1084	1402	767	685	717	1350	1580	771	506	743	933
gene-PA3488	NC_002516.2	3906055	3907089	+	1035	458	294	480	328	327	200	637	512	236	141	240	382
gene-PA3489	NC_002516.2	3907268	3907852	+	585	344	383	270	724	405	505	460	251	378	638	509	505
gene-PA3490	NC_002516.2	3907849	3908415	+	567	312	359	265	729	240	476	401	221	344	506	468	360
gene-PA3491	NC_002516.2	3908412	3910736	+	2325	1053	1512	1060	2707	742	1730	1231	763	1336	1860	1496	924
gene-PA3492	NC_002516.2	3910739	3911773	+	1035	260	408	268	584	214	448	224	207	386	521	422	231
gene-PA3493	NC_002516.2	3911773	3912417	+	645	225	274	225	369	200	387	159	160	300	361	290	154
gene-PA3494	NC_002516.2	3912410	3913132	+	723	201	281	202	286	219	367	152	161	293	284	272	186
gene-PA3495	NC_002516.2	3913129	3913767	+	639	279	388	256	290	252	460	239	252	262	332	297	225
gene-PA3496	NC_002516.2	3913876	3914055	+	180	271	287	112	250	342	469	91	183	435	176	252	266
gene-PA3497	NC_002516.2	3914117	3915337	-	1221	145	159	75	133	175	243	35	177	229	140	119	161
gene-PA3498	NC_002516.2	3915807	3916763	-	957	77	102	53	156	161	105	48	146	108	117	113	206
gene-PA3499	NC_002516.2	3916778	3917212	-	435	16	31	17	61	54	26	17	29	39	47	44	63
gene-PA3500	NC_002516.2	3917209	3918228	-	1020	24	47	26	107	78	74	25	30	41	67	57	120
gene-PA3501	NC_002516.2	3918251	3918469	-	219	8	23	7	48	27	24	13	17	15	12	21	34
gene-PA3502	NC_002516.2	3918471	3918788	-	318	6	19	9	56	33	26	12	23	12	20	30	30
gene-PA3504	NC_002516.2	3919774	3921258	-	1485	69	119	57	155	182	116	61	95	119	98	118	251
gene-PA3505	NC_002516.2	3921270	3922073	-	804	38	57	37	78	110	57	34	60	64	60	64	129
gene-PA3506	NC_002516.2	3922084	3923766	-	1683	31	47	32	80	93	65	25	48	50	63	76	122
gene-PA3507	NC_002516.2	3923759	3924556	-	798	8	25	17	65	47	21	16	29	42	53	43	79
gene-PA3508	NC_002516.2	3924543	3925376	-	834	17	34	29	84	70	42	28	52	56	56	42	106
gene-PA3509	NC_002516.2	3925369	3926238	-	870	23	21	18	87	56	33	26	33	50	56	44	98
gene-PA3510	NC_002516.2	3926247	3926777	-	531	10	17	5	63	53	24	17	27	43	44	33	46
gene-PA3511	NC_002516.2	3926791	3927552	-	762	6	13	8	42	27	16	13	25	37	29	24	39
gene-PA3512	NC_002516.2	3927558	3928334	-	777	15	14	15	45	50	12	20	32	30	22	22	56
gene-PA3513	NC_002516.2	3928331	3929338	-	1008	25	21	16	54	97	14	21	47	42	36	32	120
gene-PA3514	NC_002516.2	3929379	3930230	-	852	14	21	10	30	106	20	14	30	28	36	20	115
gene-PA3515	NC_002516.2	3930743	3931816	-	1074	88	132	66	164	386	127	72	126	252	163	193	445
gene-PA3516	NC_002516.2	3931866	3933317	-	1452	51	65	31	91	93	44	33	69	72	74	66	134
gene-PA3517	NC_002516.2	3933317	3934750	-	1434	40	58	31	78	52	42	37	46	47	74	54	82
gene-PA3518	NC_002516.2	3934781	3935767	-	987	12	14	9	40	28	31	16	18	20	37	21	38
gene-PA3519	NC_002516.2	3935800	3936837	-	1038	24	30	23	77	51	48	31	17	19	44	22	83
gene-PA3520	NC_002516.2	3937238	3937432	-	195	11	22	24	76	38	38	27	36	12	23	16	107
gene-PA3521	NC_002516.2	3938020	3939495	-	1476	37	47	24	45	47	48	38	59	64	48	39	77
gene-PA3522	NC_002516.2	3939492	3942653	-	3162	113	147	74	154	245	133	100	136	152	137	143	312
gene-PA3523	NC_002516.2	3942650	3943807	-	1158	64	71	28	87	89	52	43	47	86	69	71	157
gene-PA3524	NC_002516.2	3944184	3944570	+	387	1173	1423	1174	2555	3582	1551	1469	1438	1681	2341	1653	1460
gene-PA3525	NC_002516.2	3944662	3945879	-	1218	4411	5227	4578	20696	4567	9920	6491	3624	4998	6779	5018	5179
gene-PA3526	NC_002516.2	3945997	3946962	-	966	786	855	607	1084	3226	582	759	1044	445	474	556	2731
gene-PA3527	NC_002516.2	3947095	3948141	+	1047	1229	1625	1275	3658	1557	2029	1422	1050	1612	2359	2052	1470
gene-PA3528	NC_002516.2	3948138	3948812	+	675	918	1322	900	2587	974	1455	952	919	1323	1789	1478	1135
gene-PA3529	NC_002516.2	3948991	3949593	-	603	3849	4423	3077	10587	14788	4738	6081	9506	4593	6593	3447	13142
gene-PA3530	NC_002516.2	3949853	3950074	+	222	46	128	160	173	73	361	47	48	754	224	471	140
gene-PA3531	NC_002516.2	3950284	3950760	+	477	4593	2644	1781	6638	20107	1635	4731	7020	2062	5373	1566	11345
gene-PA3532	NC_002516.2	3950827	3951978	-	1152	643	456	312	1335	1955	634	1230	662	628	1577	458	737
gene-PA3533	NC_002516.2	3952061	3952387	-	327	3674	4101	2421	5667	4683	3252	2693	3036	3114	4156	4174	2149
gene-PA3534	NC_002516.2	3952500	3954608	-	2109	98	127	108	843	237	305	96	88	402	719	84	247
gene-PA3535	NC_002516.2	3954907	3957894	+	2988	140	158	130	283	215	163	149	157	318	229	190	312
gene-PA3536	NC_002516.2	3958288	3958755	-	468	260	358	259	539	491	380	326	358	404	419	460	617
gene-PA3537	NC_002516.2	3959033	3959950	+	918	776	1001	773	4375	857	2639	1387	567	1959	1618	1329	928
gene-PA3538	NC_002516.2	3959955	3961037	+	1083	779	1208	864	3900	1211	2379	1236	767	1658	1553	1316	1455
gene-PA3539	NC_002516.2	3961144	3961923	+	780	265	355	335	710	244	895	266	265	2449	465	559	266
gene-PA3540	NC_002516.2	3962825	3964135	+	1311	47	64	35	79	114	54	32	81	40	37	59	136
gene-PA3541	NC_002516.2	3964275	3965759	+	1485	41	63	43	66	169	40	58	86	60	37	62	221
gene-PA3542	NC_002516.2	3965842	3967011	+	1170	46	43	27	61	52	38	43	53	40	33	41	95
gene-PA3543	NC_002516.2	3967025	3968452	+	1428	28	43	18	76	56	33	37	62	39	32	47	74
gene-PA3544	NC_002516.2	3968449	3969921	+	1473	56	53	41	87	87	50	70	81	54	50	55	146
gene-PA3545	NC_002516.2	3969942	3971573	+	1632	148	219	140	263	651	165	169	286	247	148	175	754
gene-PA3546	NC_002516.2	3971586	3973010	+	1425	21	17	9	41	38	27	16	39	16	10	16	44
gene-PA3547	NC_002516.2	3973014	3974117	+	1104	21	18	13	40	59	34	17	41	29	25	26	96
gene-PA3548	NC_002516.2	3974359	3975921	+	1563	43	66	37	78	139	50	51	76	73	55	47	138
gene-PA3549	NC_002516.2	3975936	3977111	+	1176	19	27	7	47	39	27	14	28	26	24	15	49
gene-PA3550	NC_002516.2	3977184	3977834	+	651	34	30	25	94	85	53	32	45	49	54	41	96
gene-PA3551	NC_002516.2	3978031	3979476	+	1446	55	79	44	176	165	112	82	102	67	95	65	229
gene-PA3552	NC_002516.2	3979860	3981008	+	1149	197	256	158	259	288	134	120	137	367	337	812	258
gene-PA3553	NC_002516.2	3981005	3982024	+	1020	144	185	106	186	230	104	67	114	246	234	572	255
gene-PA3554	NC_002516.2	3982021	3984009	+	1989	397	462	271	452	750	280	212	289	568	652	1205	409
gene-PA3555	NC_002516.2	3984006	3984893	+	888	110	102	74	109	244	66	63	71	164	167	324	123
gene-PA3556	NC_002516.2	3984890	3986539	+	1650	133	143	96	198	306	124	82	134	211	247	461	178
gene-PA3557	NC_002516.2	3986536	3986883	+	348	44	49	31	56	133	49	35	49	69	91	155	60
gene-PA3558	NC_002516.2	3986880	3987293	+	414	63	42	37	53	149	44	37	46	84	79	133	46
gene-PA3559	NC_002516.2	3987290	3988684	+	1395	198	258	164	285	710	190	167	233	326	382	641	329
gene-PA3560	NC_002516.2	3988838	3990595	-	1758	418	560	327	300	367	189	156	159	248	880	1718	265
gene-PA3561	NC_002516.2	3990597	3991541	-	945	382	552	323	238	287	119	138	112	207	584	1620	177
gene-PA3562	NC_002516.2	3991541	3994411	-	2871	985	1683	1009	454	1281	840	478	317	1063	881	3529	500
gene-PA3563	NC_002516.2	3994739	3995728	+	990	474	735	472	1147	1051	831	575	470	960	730	847	901
gene-PA3564	NC_002516.2	3995841	3996518	+	678	154	217	139	368	290	288	204	155	296	247	274	335
gene-PA3565	NC_002516.2	3996806	3997726	-	921	88	142	72	217	327	145	95	129	210	156	166	390
gene-PA3566	NC_002516.2	3997822	3998115	+	294	93	171	74	343	266	215	116	112	162	152	200	276
gene-PA3567	NC_002516.2	3998137	3999150	+	1014	163	361	154	713	494	421	225	289	292	307	347	822
gene-PA3568	NC_002516.2	3999208	4001094	-	1887	85	116	95	323	188	148	196	182	124	115	103	607
gene-PA3569	NC_002516.2	4001196	4002092	-	897	66	130	70	158	58	90	183	397	30	13	19	1137
gene-PA3570	NC_002516.2	4002108	4003601	-	1494	329	494	299	597	199	346	424	1557	91	61	51	2925
gene-PA3571	NC_002516.2	4003733	4004656	+	924	58	79	46	118	213	76	67	104	115	105	98	200
gene-PA3572	NC_002516.2	4004783	4004959	+	177	2880	2442	876	772	8920	258	337	5699	283	333	324	18757
gene-PA3573	NC_002516.2	4004967	4006145	-	1179	2995	2114	1022	1360	8509	767	735	5474	530	774	618	24155
gene-PA3574	NC_002516.2	4006510	4007148	+	639	715	1141	523	1745	1109	1222	524	427	744	1169	835	1301
gene-PA3574a	NC_002516.2	4007127	4007324	-	198	416	737	227	867	818	583	180	225	391	590	367	708
gene-PA3575	NC_002516.2	4007507	4008037	+	531	626	1935	576	3307	673	1656	856	925	454	680	635	1272
gene-PA3576	NC_002516.2	4008136	4008558	+	423	315	841	387	1663	641	972	506	409	374	421	382	765
gene-PA3577	NC_002516.2	4008938	4009051	-	114	54	112	54	168	120	149	89	95	51	81	59	222
gene-PA3578	NC_002516.2	4009542	4010327	-	786	487	637	429	1057	834	618	645	520	620	679	669	1203
gene-PA3579	NC_002516.2	4010523	4012007	-	1485	1606	1873	1438	2517	1793	2034	1961	1524	1782	2383	2060	2426
gene-PA3580	NC_002516.2	4012071	4012541	-	471	1260	1674	1187	1313	2303	1714	895	1307	1526	1742	1744	2342
gene-PA3581	NC_002516.2	4012806	4013645	+	840	868	1454	697	822	2381	1200	494	1044	2132	1485	1505	3337
gene-PA3582	NC_002516.2	4013685	4015202	+	1518	1214	2181	899	1938	4506	1504	1336	1593	3781	2273	2571	6061
gene-PA3583	NC_002516.2	4015408	4016163	+	756	301	440	287	750	804	516	439	313	640	531	616	716
gene-PA3584	NC_002516.2	4016441	4017979	+	1539	8844	12157	5384	956	17281	5242	860	3329	4350	1427	4709	11519
gene-PA3585	NC_002516.2	4018112	4018441	+	330	124	133	113	174	155	124	92	117	80	126	120	125
gene-PA3586	NC_002516.2	4018458	4019444	-	987	135	128	101	209	128	135	99	143	69	132	121	140
gene-PA3587	NC_002516.2	4019743	4020663	+	921	148	186	198	670	638	325	486	394	373	372	218	588
gene-PA3588	NC_002516.2	4020669	4021919	-	1251	46	83	59	243	201	119	178	123	121	149	66	232
gene-PA3589	NC_002516.2	4021972	4023177	-	1206	10	23	10	46	23	21	19	31	18	23	28	47
gene-PA3590	NC_002516.2	4023200	4024732	-	1533	44	62	24	112	80	64	56	80	70	57	65	131
gene-PA3591	NC_002516.2	4024729	4025526	-	798	5	11	7	24	8	16	15	16	13	11	24	12
gene-PA3592	NC_002516.2	4025586	4026773	-	1188	9	11	11	39	25	20	20	34	17	21	25	41
gene-PA3593	NC_002516.2	4026812	4028539	-	1728	51	65	35	85	73	47	46	66	71	56	67	118
gene-PA3594	NC_002516.2	4028653	4029540	+	888	57	79	28	89	184	38	33	85	83	76	62	214
gene-PA3595	NC_002516.2	4029759	4031168	+	1410	64	53	43	107	139	88	54	79	190	71	83	178
gene-PA3596	NC_002516.2	4031165	4032238	-	1074	31	53	38	78	86	58	44	74	62	37	55	119
gene-PA3597	NC_002516.2	4032328	4033650	-	1323	45	69	39	80	85	68	43	79	61	69	68	139
gene-PA3598	NC_002516.2	4033850	4034665	-	816	87	109	69	166	175	78	85	148	81	59	81	273
gene-PA3599	NC_002516.2	4034793	4035578	+	786	191	292	197	441	358	237	190	258	327	255	291	540
gene-PA3600	NC_002516.2	4035606	4035758	-	153	77	131	118	165	139	126	79	81	98	80	116	209
gene-PA3601	NC_002516.2	4035758	4036021	-	264	79	146	119	166	199	140	85	99	107	99	142	261
gene-PA3602	NC_002516.2	4036265	4037875	+	1611	498	749	467	1470	1574	613	536	1117	941	738	743	1556
gene-PA3603	NC_002516.2	4037945	4038316	-	372	308	269	503	1127	268	594	483	241	333	943	566	367
gene-PA3604	NC_002516.2	4038388	4039041	-	654	699	915	622	2118	825	1327	620	594	920	1503	1233	984
gene-PA3605	NC_002516.2	4039174	4040100	+	927	306	517	274	826	642	453	274	342	503	588	499	687
gene-PA3606	NC_002516.2	4040104	4040820	-	717	397	438	352	803	525	453	350	364	406	579	487	548
gene-PA3607	NC_002516.2	4041079	4042170	+	1092	425	376	343	588	170	436	128	108	275	940	900	259
gene-PA3608	NC_002516.2	4042175	4043068	+	894	264	268	236	371	92	246	89	79	217	606	513	106
gene-PA3609	NC_002516.2	4043061	4043831	+	771	172	178	199	222	73	111	48	40	263	402	420	82
gene-PA3610	NC_002516.2	4043920	4044984	+	1065	339	335	311	453	371	206	233	166	454	540	585	476
gene-PA3611	NC_002516.2	4045160	4045570	+	411	825	929	835	2144	1804	1002	1273	1022	694	1333	1102	1790
gene-PA3612	NC_002516.2	4045589	4045810	+	222	356	360	371	1190	1543	466	834	803	284	577	454	1668
gene-PA3613	NC_002516.2	4045934	4048339	-	2406	2792	1992	1133	4097	20076	1220	3599	10679	1491	1011	734	27453
gene-PA3614	NC_002516.2	4048519	4049922	+	1404	1258	1052	615	1597	11753	612	1180	3463	1024	452	480	11614
gene-PA3615	NC_002516.2	4050005	4051075	+	1071	966	935	703	2699	5783	1227	1854	2367	989	1008	791	10709
gene-PA3616	NC_002516.2	4051097	4051558	-	462	753	1163	803	2111	1746	1233	1138	1062	1137	1411	1234	2514
gene-PA3617	NC_002516.2	4051564	4052604	-	1041	4255	5624	4161	10855	5378	5564	4709	4283	5443	6931	6754	6136
gene-PA3618	NC_002516.2	4052738	4053244	-	507	166	286	125	465	525	311	198	259	411	293	309	545
gene-PA3619	NC_002516.2	4053392	4054399	+	1008	114	174	112	224	222	106	121	193	187	144	179	251
gene-PA3620	NC_002516.2	4054525	4057092	+	2568	2040	2500	2030	4029	2485	2515	1779	1831	2938	3221	3078	2272
gene-PA3621	NC_002516.2	4057159	4057482	+	324	806	854	721	1242	988	720	552	596	640	1215	1197	482
gene-PA3621.1	NC_002516.2	4057543	4057658	-	116	56	107	60	144	87	115	118	80	57	83	98	129
gene-PA3622	NC_002516.2	4057909	4058913	-	1005	576	832	498	1121	1784	617	634	1660	702	747	605	4264
gene-PA3623	NC_002516.2	4059018	4059911	-	894	1383	1853	1152	2966	3368	1655	1274	2667	1719	2297	1723	4395
gene-PA3624	NC_002516.2	4059957	4060592	-	636	1272	1746	1203	2599	1295	1763	987	1359	1604	2029	2059	1337
gene-PA3625	NC_002516.2	4060625	4061374	-	750	1364	1795	1183	3207	1406	2042	1130	1127	2111	2584	2433	1197
gene-PA3626	NC_002516.2	4061362	4062429	-	1068	1297	1584	1013	2785	1471	1759	1074	1069	1626	2431	1915	1492
gene-PA3627	NC_002516.2	4062426	4062899	-	474	1026	1312	868	1939	1109	1332	854	886	938	1532	1443	1316
gene-PA3628	NC_002516.2	4062970	4063821	-	852	1082	2768	921	837	1642	1585	693	625	1519	890	2569	1508
gene-PA3629	NC_002516.2	4063875	4064987	-	1113	2077	5607	1967	1725	3734	3307	1291	1337	3866	2043	5206	2099
gene-PA3630	NC_002516.2	4065119	4066027	+	909	86	96	51	108	252	87	101	105	123	109	106	311
gene-PA3631	NC_002516.2	4066103	4067329	+	1227	959	907	848	2145	1733	1408	1556	1047	1139	1432	1182	1190
gene-PA3632	NC_002516.2	4067295	4067543	+	249	436	440	393	1061	755	834	773	503	499	729	592	465
