Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-SynWH7803_2404	604	317	97	102	17	45	36	23	host	gene-SynWH7803_2404
gene-SynWH7803_1157	98	52	10	5	0	5	1	1	host	gene-SynWH7803_1157
gene-SynWH7803_1179	63	44	11	16	2	7	1	2	host	gene-SynWH7803_1179
gene-SynWH7803_1903	231	92	29	30	7	15	6	6	host	gene-SynWH7803_1903
gene-BSV9_gp140	0	0	2069	3699	9718	15384	4946	6196	phage	gene-BSV9_gp140
gene-SynWH7803_0444	170	130	25	18	8	13	3	3	host	gene-SynWH7803_0444
gene-SynWH7803_1907	3041	1552	249	204	33	130	68	35	host	rpsN
gene-BSV9_gp79	218	9	23671	34033	5501	14211	1287	1067	phage	gene-BSV9_gp79
gene-SynWH7803_0581	309	160	49	39	12	20	27	10	host	gene-SynWH7803_0581
gene-SynWH7803_1674	29	15	6	14	5	6	1	1	host	gene-SynWH7803_1674
gene-SynWH7803_1016	1453	431	152	107	14	68	37	11	host	gene-SynWH7803_1016
gene-SynWH7803_0125	2441	1402	308	294	42	222	69	45	host	gene-SynWH7803_0125
gene-SynWH7803_1370	483	329	81	79	8	43	24	10	host	gene-SynWH7803_1370
gene-BSV9_gp195	0	0	8947	21730	56073	88026	40397	65693	phage	gene-BSV9_gp195
gene-SynWH7803_2046	129	74	11	15	4	5	5	7	host	gene-SynWH7803_2046
gene-SynWH7803_2051	241	128	23	26	2	12	5	5	host	gidB
gene-SynWH7803_2495	1714	972	174	109	12	62	22	16	host	cynS
gene-SynWH7803_1884	1435	1033	180	159	32	115	63	26	host	ndhB
gene-SynWH7803_0363	86	47	18	9	1	8	4	1	host	proW
gene-SynWH7803_1205	232	151	51	43	5	35	20	6	host	gene-SynWH7803_1205
gene-SynWH7803_0785	937	535	120	70	17	72	34	19	host	gene-SynWH7803_0785
gene-SynWH7803_1314	2398	1342	537	544	103	290	159	121	host	typA
gene-SynWH7803_2358	19	9	1	5	1	2	1	0	host	gene-SynWH7803_2358
gene-SynWH7803_1475	1522	807	228	199	42	140	82	62	host	ispG
gene-SynWH7803_1101	3170	1564	323	231	49	176	109	46	host	tldD
gene-BSV9_gp138	0	0	421	511	2700	5102	8985	8991	phage	gene-BSV9_gp138
gene-SynWH7803_0392	27743	14735	4352	4033	851	2927	2734	1271	host	psaB
gene-SynWH7803_0297	10974	7467	1695	1498	243	754	417	250	host	amt1
gene-SynWH7803_2213	255	126	27	33	10	19	12	7	host	aroK
gene-SynWH7803_1631	3	8	3	3	0	2	1	0	host	gene-SynWH7803_1631
gene-SynWH7803_1910	82	50	10	11	3	6	3	0	host	gene-SynWH7803_1910
gene-SynWH7803_1047	37	17	8	6	3	3	3	0	host	gene-SynWH7803_1047
gene-SynWH7803_1871	34	18	12	9	0	10	4	1	host	gene-SynWH7803_1871_gene_ctaC%2C coxB
gene-SynWH7803_0136	169	94	24	25	4	17	4	4	host	gene-SynWH7803_0136
gene-SynWH7803_2315	233	116	40	26	3	24	5	1	host	gene-SynWH7803_2315
gene-SynWH7803_2071	318	214	37	40	6	16	3	3	host	gene-SynWH7803_2071
gene-SynWH7803_2454	346	214	42	42	6	25	17	13	host	speB
gene-SynWH7803_1837	218	124	37	32	5	16	10	2	host	gene-SynWH7803_1837
gene-BSV9_gp162	0	0	1007	2529	3971	6535	6377	8796	phage	gene-BSV9_gp162
gene-SynWH7803_1421	158	81	23	38	5	17	6	12	host	gene-SynWH7803_1421
gene-SynWH7803_2125	748	308	63	60	3	53	14	13	host	gene-SynWH7803_2125
gene-BSV9_gp66	30	0	31987	48425	22128	37137	3971	4550	phage	gene-BSV9_gp66
gene-SynWH7803_1681	232	122	27	29	7	12	6	3	host	gene-SynWH7803_1681
gene-SynWH7803_1973	178	109	18	36	8	18	3	3	host	gene-SynWH7803_1973
gene-SynWH7803_1466	163	105	20	18	1	11	5	2	host	gene-SynWH7803_1466
gene-SynWH7803_2480	18345	12711	2625	2197	328	1023	335	305	host	ntrP or napA
gene-SynWH7803_0896	27	14	6	5	1	1	2	1	host	gene-SynWH7803_0896
gene-BSV9_gp209	0	0	25991	49683	84978	134923	16326	20880	phage	gene-BSV9_gp209
gene-SynWH7803_0781	285	172	32	84	15	13	14	16	host	gene-SynWH7803_0781
gene-SynWH7803_1405	192	110	31	27	3	18	4	3	host	gene-SynWH7803_1405
gene-SynWH7803_1418	267	136	33	36	7	36	19	10	host	gene-SynWH7803_1418
gene-SynWH7803_0288	343	223	27	43	3	14	10	6	host	tgt
gene-SynWH7803_2151	1781	918	207	161	36	122	60	34	host	ftrC
gene-BSV9_gp93	0	0	11502	12703	4326	10724	5061	5797	phage	gene-BSV9_gp93
gene-SynWH7803_0189	160	60	15	21	6	11	9	3	host	nblB
gene-SynWH7803_2443	149	60	21	14	1	12	5	3	host	gene-SynWH7803_2443
gene-SynWH7803_0400	320	216	57	45	14	35	12	6	host	gene-SynWH7803_0400
gene-SynWH7803_1856	314	173	39	33	3	26	12	3	host	ubiA
gene-SynWH7803_0205	384	175	33	41	11	23	16	4	host	gene-SynWH7803_0205
gene-SynWH7803_2104	547	214	63	46	10	24	20	11	host	gene-SynWH7803_2104
gene-SynWH7803_2365	30	29	6	3	1	7	1	0	host	gene-SynWH7803_2365
gene-SynWH7803_0035	118	46	14	5	1	6	1	2	host	gene-SynWH7803_0035
gene-SynWH7803_0141	1820	956	204	215	41	112	68	50	host	secA
gene-SynWH7803_1767	955	342	75	63	12	44	10	10	host	gene-SynWH7803_1767
gene-SynWH7803_0412	2414	1509	308	310	51	125	88	42	host	rpsK
gene-SynWH7803_0641	836	473	93	90	20	45	33	24	host	cobO
gene-SynWH7803_0361	219	85	32	27	5	21	5	6	host	gene-SynWH7803_0361
gene-SynWH7803_2150	3604	1756	448	395	76	280	131	84	host	sufB
gene-SynWH7803_2241	496	273	64	56	4	25	20	7	host	gene-SynWH7803_2241
gene-SynWH7803_1678	1512	749	209	168	28	115	30	15	host	gene-SynWH7803_1678
gene-SynWH7803_1190	1480	829	146	120	17	85	15	8	host	gene-SynWH7803_1190
gene-SynWH7803_0633	105	65	23	34	8	22	4	3	host	ftsI
gene-SynWH7803_1195	105	36	7	8	3	5	3	3	host	gene-SynWH7803_1195
gene-BSV9_gp141	0	0	1315	2187	6918	12217	8529	10193	phage	gene-BSV9_gp141
gene-SynWH7803_0851	78	24	12	13	0	6	2	2	host	gene-SynWH7803_0851
gene-SynWH7803_1059	112	55	16	12	4	3	1	1	host	gene-SynWH7803_1059
gene-SynWH7803_0039	111	61	16	15	3	7	2	2	host	hepA
gene-BSV9_gp64	91	4	55652	77423	41024	70234	8245	8856	phage	gene-BSV9_gp64
gene-SynWH7803_1138	75	42	15	14	1	7	6	6	host	gene-SynWH7803_1138
gene-SynWH7803_0481	901	494	138	91	27	83	38	30	host	pebB
gene-SynWH7803_1182	219	205	58	59	10	31	15	13	host	gene-SynWH7803_1182
gene-SynWH7803_2106	257	205	39	39	9	19	5	2	host	gene-SynWH7803_2106
gene-SynWH7803_1213	1275	741	192	185	36	97	64	27	host	gene-SynWH7803_1213
gene-SynWH7803_1608	275	146	32	34	4	14	7	9	host	gene-SynWH7803_1608
gene-SynWH7803_1526	122	40	12	13	0	6	2	1	host	lipA
gene-SynWH7803_1135	1050	610	174	110	25	77	44	19	host	cobW
gene-SynWH7803_1984	519	255	50	62	12	34	10	5	host	murD
gene-SynWH7803_1852	891	545	168	132	19	70	39	25	host	lgt
gene-SynWH7803_0178	740	534	42	57	4	31	11	6	host	gene-SynWH7803_0178
gene-SynWH7803_0902	22	12	9	8	0	2	0	0	host	gene-SynWH7803_0902
gene-SynWH7803_1702	468	186	74	59	13	52	12	4	host	gene-SynWH7803_1702
gene-SynWH7803_1595	693	425	100	100	13	68	42	30	host	petG
gene-SynWH7803_0414	1350	913	169	150	24	85	42	32	host	rpmJ
gene-SynWH7803_0631	267	187	42	42	8	16	15	5	host	gene-SynWH7803_0631
gene-SynWH7803_0037	27	19	6	6	0	6	2	1	host	gene-SynWH7803_0037
gene-SynWH7803_2350	278	155	20	17	5	19	7	8	host	usp
gene-SynWH7803_1734	1472	880	174	151	26	95	60	28	host	pdhA
gene-SynWH7803_1248	431	218	61	38	6	38	22	12	host	gene-SynWH7803_1248
gene-SynWH7803_2209	505	247	57	47	10	41	21	7	host	gene-SynWH7803_2209
gene-SynWH7803_1283	220	129	35	29	7	23	8	3	host	gene-SynWH7803_1283
gene-SynWH7803_2231	477	310	52	46	12	26	13	16	host	gene-SynWH7803_2231
gene-SynWH7803_1194	113	73	29	27	6	8	4	5	host	lig
gene-SynWH7803_0210	360	190	48	68	9	37	34	17	host	gene-SynWH7803_0210
gene-SynWH7803_0516	986	523	146	88	22	114	42	18	host	gene-SynWH7803_0516
gene-SynWH7803_0482	639	429	141	104	24	83	33	18	host	pebA
gene-SynWH7803_1112	116	61	18	11	3	2	6	3	host	gene-SynWH7803_1112
gene-SynWH7803_0814	65	39	12	10	1	3	2	1	host	gene-SynWH7803_0814
gene-SynWH7803_1694	60	24	5	8	0	5	3	1	host	gene-SynWH7803_1694
gene-SynWH7803_1577	35	21	6	11	0	3	4	5	host	gene-SynWH7803_1577
gene-SynWH7803_2372	10123	6882	3712	6377	1253	2319	1430	1152	host	rplJ
gene-SynWH7803_0226	172	101	26	45	5	9	11	4	host	gene-SynWH7803_0226
gene-SynWH7803_0710	28	19	5	8	0	4	1	1	host	gene-SynWH7803_0710
gene-SynWH7803_0302	260	147	23	12	3	17	4	2	host	gene-SynWH7803_0302
gene-SynWH7803_1891	969	505	98	97	11	64	35	17	host	pspA
gene-SynWH7803_2095	291	222	42	62	9	18	12	8	host	obg
gene-SynWH7803_1220	682	371	66	49	9	50	13	7	host	gene-SynWH7803_1220
gene-SynWH7803_0727	40	30	8	6	3	4	0	0	host	gene-SynWH7803_0727
gene-SynWH7803_0579	84	49	9	11	3	7	2	1	host	lipB
gene-SynWH7803_0777	50	31	4	2	1	1	1	0	host	gene-SynWH7803_0777
gene-SynWH7803_0296	2513	986	220	135	29	165	106	30	host	lytB
gene-SynWH7803_1204	518	292	86	62	16	51	23	19	host	aroB
gene-SynWH7803_0048	2325	1408	310	336	46	175	99	61	host	guaA
gene-SynWH7803_0562	134	78	23	6	1	8	3	1	host	gene-SynWH7803_0562
gene-SynWH7803_1778	71	38	13	16	7	5	0	2	host	rsmB
gene-SynWH7803_2403	712	174	110	95	26	99	27	21	host	gene-SynWH7803_2403
gene-SynWH7803_0997	93	50	13	19	0	7	3	0	host	gene-SynWH7803_0997
gene-SynWH7803_1184	165	88	23	32	5	7	7	2	host	gene-SynWH7803_1184
gene-RNA_46	122	80	25	415	1	40	6	14	host	gene-RNA_46
gene-SynWH7803_0493	6128	3816	888	612	142	781	840	243	host	mpeB
gene-SynWH7803_2462	103	45	11	13	1	7	7	3	host	gene-SynWH7803_2462
gene-SynWH7803_2356	619	400	102	79	17	66	15	10	host	gene-SynWH7803_2356
gene-BSV9_gp75	143	4	85775	116117	31313	77056	7180	5253	phage	gene-BSV9_gp75
gene-SynWH7803_1570	417	246	55	38	17	22	16	9	host	folD
gene-SynWH7803_0270	365	145	30	33	5	19	9	7	host	gene-SynWH7803_0270
gene-SynWH7803_0846	22	24	4	5	1	1	1	0	host	gene-SynWH7803_0846
gene-BSV9_gp97	0	0	3597	8190	36427	61112	11567	15771	phage	gene-BSV9_gp97
gene-SynWH7803_1660	54	29	8	18	3	5	1	1	host	gene-SynWH7803_1660
gene-SynWH7803_0002	203	106	30	25	8	14	4	3	host	gene-SynWH7803_0002
gene-SynWH7803_0280	212	101	29	28	1	6	8	4	host	gene-SynWH7803_0280
gene-SynWH7803_0539	896	838	206	211	44	132	68	59	host	mutM
gene-SynWH7803_2038	1213	691	121	120	17	71	35	18	host	purB
gene-SynWH7803_1104	275	179	25	32	4	19	6	3	host	gene-SynWH7803_1104
gene-SynWH7803_1117	326	164	41	54	3	27	4	6	host	gene-SynWH7803_1117
gene-SynWH7803_2520	114	71	17	24	4	3	6	3	host	gene-SynWH7803_2520
gene-SynWH7803_0534	7791	4809	860	595	137	749	298	138	host	petD
gene-SynWH7803_2359	205	70	27	27	5	14	14	4	host	gene-SynWH7803_2359
gene-SynWH7803_0408	2560	1800	257	235	39	135	88	41	host	rplM
gene-SynWH7803_1555	1367	733	192	178	24	112	47	31	host	pepN
gene-SynWH7803_2171	92	58	10	16	2	8	5	2	host	gene-SynWH7803_2171
gene-SynWH7803_1268	49	41	11	11	0	9	3	4	host	coaD
gene-SynWH7803_1976	293	204	42	40	7	16	11	3	host	rnz
gene-BSV9_gp178	0	1	24238	39047	43007	82346	9729	9624	phage	gene-BSV9_gp178
gene-SynWH7803_2532	351	162	43	31	6	39	13	9	host	gene-SynWH7803_2532
gene-SynWH7803_2386	75	46	22	22	6	9	3	6	host	gene-SynWH7803_2386
gene-SynWH7803_2197	379	185	54	59	6	24	6	10	host	gene-SynWH7803_2197
gene-SynWH7803_0752	89	58	12	12	3	9	6	6	host	gene-SynWH7803_0752_gene_petJ
gene-SynWH7803_0576	21	25	5	8	2	4	2	3	host	recO
gene-SynWH7803_1665	51	17	9	10	1	8	0	0	host	gene-SynWH7803_1665_gene_proP
gene-SynWH7803_1879	122	48	16	14	3	12	7	2	host	gene-SynWH7803_1879
gene-SynWH7803_1961	266	131	35	26	4	20	3	5	host	gene-SynWH7803_1961
gene-SynWH7803_2401	326	207	42	42	6	20	12	8	host	gene-SynWH7803_2401
gene-SynWH7803_1671	73	28	9	8	3	4	2	0	host	gene-SynWH7803_1671
gene-SynWH7803_0097	718	363	133	67	19	100	19	9	host	gene-SynWH7803_0097
gene-SynWH7803_0632	20	19	2	3	3	7	0	1	host	gene-SynWH7803_0632
gene-SynWH7803_1792	5	2	1	1	1	1	0	0	host	gene-SynWH7803_1792
gene-SynWH7803_0015	230	125	41	33	8	18	6	8	host	dusA
gene-SynWH7803_2530	270	124	36	38	11	32	16	7	host	recN
gene-SynWH7803_0385	3053	1807	395	470	81	219	155	84	host	gene-SynWH7803_0385_gene_gltS
gene-SynWH7803_0281	105	62	15	19	5	8	2	5	host	pyrE
gene-SynWH7803_1185	59	51	15	14	3	7	2	5	host	gene-SynWH7803_1185
gene-SynWH7803_1805	170	106	23	21	3	11	4	3	host	gene-SynWH7803_1805
gene-SynWH7803_2057	291	155	46	47	4	21	21	16	host	gene-SynWH7803_2057
gene-SynWH7803_2028	4985	3263	876	619	140	658	345	202	host	apcC
gene-SynWH7803_0092	1358	632	206	116	18	150	38	31	host	gene-SynWH7803_0092_gene_galE
gene-SynWH7803_2004	311	160	30	37	6	24	10	14	host	gene-SynWH7803_2004
gene-SynWH7803_0246	959	812	157	128	16	82	55	19	host	psbJ
gene-SynWH7803_2116	169	49	43	48	8	20	3	5	host	gene-SynWH7803_2116
gene-SynWH7803_1998	15454	7434	2160	2429	441	1000	652	430	host	groL1
gene-SynWH7803_2102	391	202	61	72	7	30	13	6	host	gene-SynWH7803_2102
gene-SynWH7803_2090	76	50	18	21	4	7	0	5	host	gene-SynWH7803_2090
gene-SynWH7803_1840	229	123	51	36	5	22	11	6	host	nfrC
gene-SynWH7803_2407	241	123	23	22	4	19	7	4	host	gene-SynWH7803_2407
gene-SynWH7803_1666	124	76	12	15	2	10	1	3	host	gene-SynWH7803_1666
gene-SynWH7803_1941	246	129	58	42	8	24	6	0	host	gene-SynWH7803_1941
gene-SynWH7803_0806	53	10	3	7	0	2	3	3	host	gene-SynWH7803_0806
gene-SynWH7803_0213	97	56	8	9	0	4	3	7	host	gene-SynWH7803_0213
gene-BSV9_gp25	0	0	7242	11918	14331	30301	3657	4817	phage	gene-BSV9_gp25
gene-SynWH7803_0561	98	54	20	9	3	7	3	3	host	cobI
gene-SynWH7803_2429	370	228	52	41	8	21	14	11	host	gene-SynWH7803_2429
gene-BSV9_gp11	0	0	1010	1678	3436	7677	5782	6484	phage	gene-BSV9_gp11
gene-SynWH7803_0239	326	200	39	37	3	28	13	7	host	gene-SynWH7803_0239
gene-SynWH7803_1848	342	186	46	43	15	21	6	3	host	tatC
gene-SynWH7803_2294	592	339	85	78	13	50	31	13	host	gene-SynWH7803_2294
gene-SynWH7803_0137	131	76	21	14	3	15	6	3	host	gene-SynWH7803_0137
gene-SynWH7803_2305	112	56	12	19	2	9	3	2	host	nagA
gene-SynWH7803_1886	454	211	62	50	13	32	26	7	host	gene-SynWH7803_1886
gene-SynWH7803_0308	170	94	28	18	3	13	7	2	host	gene-SynWH7803_0308
gene-BSV9_gp107	2	0	8492	10237	33636	84630	26637	30591	phage	gene-BSV9_gp107
gene-SynWH7803_1127	358	207	63	38	5	25	9	9	host	gene-SynWH7803_1127
gene-SynWH7803_1133	706	420	85	107	26	52	43	23	host	upp
gene-SynWH7803_0428	2540	1740	639	886	146	294	256	167	host	rpsC
gene-SynWH7803_0592	413	246	52	47	5	20	13	5	host	gene-SynWH7803_0592
gene-SynWH7803_1358	1002	568	159	119	18	74	52	22	host	gene-SynWH7803_1358
gene-SynWH7803_1938	161	86	21	491	3	5	10	0	host	gene-SynWH7803_1938
gene-SynWH7803_2218	567	265	80	62	16	44	16	10	host	rbfA
gene-SynWH7803_1014	30	16	6	7	3	1	0	1	host	gene-SynWH7803_1014
gene-SynWH7803_0557	962	435	155	98	29	136	35	24	host	gene-SynWH7803_0557
gene-SynWH7803_0306	2030	1142	255	202	41	149	107	28	host	leuC
gene-SynWH7803_0355	3780	1921	524	463	89	305	204	98	host	gene-SynWH7803_0355_gene_ftsH
gene-SynWH7803_1988	447	231	64	48	7	31	22	9	host	gene-SynWH7803_1988
gene-SynWH7803_0988	37	23	12	12	0	6	1	0	host	gene-SynWH7803_0988
gene-SynWH7803_1454	88	71	16	27	5	4	3	0	host	gene-SynWH7803_1454
gene-SynWH7803_0436	96	30	12	11	2	9	3	2	host	gene-SynWH7803_0436
gene-SynWH7803_2101	323	200	39	45	11	22	18	10	host	gene-SynWH7803_2101
gene-RNA_7	22	14	5	462	1	5	2	6	host	gene-RNA_7
gene-SynWH7803_0730	602	344	136	92	23	68	43	24	host	ictA
gene-SynWH7803_2292	849	452	90	121	26	69	24	18	host	gltA
gene-SynWH7803_0184	159	96	8	18	4	10	3	2	host	smpB
gene-SynWH7803_0604	91	43	11	8	4	4	0	2	host	gene-SynWH7803_0604
gene-BSV9_gp149	0	0	1148	2931	7025	9819	2551	3801	phage	gene-BSV9_gp149
gene-SynWH7803_0373	144	94	21	36	7	14	6	1	host	rnhB
gene-SynWH7803_1106	2030	1098	212	222	38	134	38	24	host	vacB
gene-SynWH7803_1611	499	336	60	46	10	22	24	7	host	gene-SynWH7803_1611
gene-SynWH7803_2100	293	147	44	39	12	38	13	5	host	gene-SynWH7803_2100_gene_dnaJ
gene-SynWH7803_0716	79	20	16	14	1	8	6	2	host	gene-SynWH7803_0716
gene-SynWH7803_2180	136	79	20	24	5	7	0	7	host	gene-SynWH7803_2180
gene-RNA_1	83	48	19	10	3	14	6	4	host	gene-RNA_1
gene-SynWH7803_0943	85	44	8	18	1	7	1	1	host	gene-SynWH7803_0943
gene-SynWH7803_1086	143	75	31	18	5	9	3	3	host	gene-SynWH7803_1086
gene-SynWH7803_1843	372	206	38	37	8	14	13	7	host	gcp
gene-SynWH7803_1832	3024	1802	368	294	76	203	124	82	host	map
gene-SynWH7803_1012	44	21	8	9	3	2	3	1	host	gene-SynWH7803_1012
gene-SynWH7803_0337	910	545	92	85	16	61	24	15	host	crtR
gene-SynWH7803_1757	153	87	34	19	2	9	11	2	host	gene-SynWH7803_1757
gene-SynWH7803_2368	208	107	12	37	7	23	4	6	host	pyrD
gene-SynWH7803_1286	454	277	86	71	13	53	25	16	host	gene-SynWH7803_1286
gene-SynWH7803_0947	135	132	13	12	3	7	7	2	host	gene-SynWH7803_0947
gene-SynWH7803_2220	321	184	28	52	12	28	17	8	host	gene-SynWH7803_2220
gene-SynWH7803_1371	650	328	66	91	13	47	30	26	host	pdxJ
gene-SynWH7803_0243	307	168	40	48	8	27	12	8	host	hisS
gene-SynWH7803_0162	116	63	15	19	6	8	5	6	host	gene-SynWH7803_0162
gene-SynWH7803_0094	621	422	143	133	61	186	15	18	host	gene-SynWH7803_0094
gene-BSV9_gp89	33	2	26342	40810	9381	22787	3662	4659	phage	gene-BSV9_gp89
gene-SynWH7803_1416	206	118	23	23	7	25	16	6	host	gene-SynWH7803_1416
gene-SynWH7803_0323	419	264	52	40	3	28	11	8	host	thyX
gene-SynWH7803_1128	646	443	111	94	18	68	23	13	host	metG
gene-SynWH7803_0798	58	30	8	11	1	3	1	1	host	nth
gene-RNA_25	132	76	39	29	9	77	14	8	host	gene-RNA_25
gene-SynWH7803_2053	272	156	40	29	7	15	15	2	host	gene-SynWH7803_2053
gene-SynWH7803_0461	666	546	121	134	33	67	63	42	host	hemF
gene-SynWH7803_0155	53	27	7	7	3	6	3	3	host	gene-SynWH7803_0155
gene-SynWH7803_0353	4798	2894	715	572	113	420	285	134	host	psbO
gene-SynWH7803_2474	91	57	27	32	4	8	4	2	host	gene-SynWH7803_2474
gene-SynWH7803_1543	569	198	63	46	10	40	19	11	host	gene-SynWH7803_1543
gene-SynWH7803_0060	79	43	22	24	3	7	7	3	host	gene-SynWH7803_0060
gene-SynWH7803_1756	200	92	23	33	1	10	5	3	host	ddl
gene-SynWH7803_0697	100	60	14	26	3	13	2	5	host	gene-SynWH7803_0697
gene-SynWH7803_2255	132	60	11	13	3	3	5	3	host	gene-SynWH7803_2255
gene-SynWH7803_0325	189	77	21	16	0	14	4	5	host	gene-SynWH7803_0325
gene-BSV9_gp135	0	0	77	113	1435	2336	5742	8086	phage	gene-BSV9_gp135
gene-SynWH7803_0258	601	297	159	86	25	265	98	18	host	chlD
gene-SynWH7803_1569	538	329	77	83	15	47	16	21	host	crtE
gene-SynWH7803_0050	273	166	26	30	7	13	11	6	host	gene-SynWH7803_0050
gene-SynWH7803_0029	1837	760	271	181	39	197	155	69	host	gap1
gene-SynWH7803_0829	266	172	39	35	13	24	19	7	host	gene-SynWH7803_0829
gene-SynWH7803_2264	310	173	40	46	8	22	18	11	host	gene-SynWH7803_2264
gene-BSV9_gp118	0	0	928	1360	1207	2725	1840	2638	phage	gene-BSV9_gp118
gene-SynWH7803_1307	104	72	22	15	3	20	6	2	host	gene-SynWH7803_1307
gene-SynWH7803_0929	74	30	12	13	3	6	2	0	host	gene-SynWH7803_0929
gene-SynWH7803_2249	723	432	94	97	10	43	30	17	host	plsX
gene-BSV9_gp47	0	0	4162	9127	33749	57289	10028	11397	phage	gene-BSV9_gp47
gene-SynWH7803_2070	80	29	18	19	2	12	7	2	host	gene-SynWH7803_2070
gene-SynWH7803_0274	1554	882	235	196	42	105	67	33	host	solA
gene-RNA_29	143	160	142	114	47	237	45	69	host	gene-RNA_29
gene-BSV9_gp226	0	0	10197	16451	31436	55282	20935	25795	phage	gene-BSV9_gp226
gene-SynWH7803_2251	375	240	45	71	13	37	19	12	host	fabD
gene-SynWH7803_0673	180	122	41	29	5	17	3	5	host	gene-SynWH7803_0673
gene-SynWH7803_0622	1635	755	189	199	55	127	66	36	host	proS
gene-SynWH7803_0995	99	42	3	11	2	6	3	6	host	gene-SynWH7803_0995
gene-SynWH7803_0729	332	219	53	55	8	43	21	15	host	gene-SynWH7803_0729
gene-SynWH7803_1296	284	145	35	36	11	14	12	5	host	pgl
gene-SynWH7803_2485	193	66	29	23	2	12	6	6	host	moeA
gene-SynWH7803_0098	191	102	24	33	5	28	6	4	host	gene-SynWH7803_0098
gene-SynWH7803_1006	282	144	28	27	6	28	10	7	host	gene-SynWH7803_1006
gene-SynWH7803_1925	113	64	12	13	2	9	5	3	host	gene-SynWH7803_1925
gene-SynWH7803_0010	403	250	51	39	8	23	14	6	host	nusB
gene-SynWH7803_0358	435	224	52	36	9	28	14	15	host	aroC
gene-SynWH7803_2065	420	276	53	49	12	30	18	7	host	hisD
gene-SynWH7803_1377	414	244	51	43	8	31	19	8	host	gene-SynWH7803_1377
gene-SynWH7803_0020	164	68	16	22	5	12	4	2	host	gene-SynWH7803_0020_gene_pilT
gene-SynWH7803_1383	233	175	32	48	7	26	12	4	host	psbY
gene-SynWH7803_0156	629	386	72	79	15	61	24	14	host	gene-SynWH7803_0156
gene-SynWH7803_1468	70	44	14	20	3	8	2	3	host	tesA
gene-SynWH7803_1491	646	432	93	72	9	48	27	11	host	gene-SynWH7803_1491
gene-BSV9_gp222	0	0	22781	51760	108580	230446	48049	53473	phage	gene-BSV9_gp222
gene-SynWH7803_1062	355	211	66	44	10	51	33	9	host	spoIIAA
gene-SynWH7803_1144	139	74	23	19	1	11	3	4	host	gene-SynWH7803_1144
gene-BSV9_gp30	0	0	7160	13253	37120	65601	19085	25020	phage	gene-BSV9_gp30
gene-SynWH7803_1593	661	401	91	73	14	55	27	16	host	hisH
gene-SynWH7803_2402	98	33	9	15	1	3	2	0	host	gene-SynWH7803_2402
gene-SynWH7803_0491	294	265	80	61	12	49	22	19	host	cpeY
gene-SynWH7803_1890	604	363	76	65	15	32	22	8	host	gene-SynWH7803_1890_gene_trxA
gene-SynWH7803_2516	250	155	26	34	6	24	14	9	host	gene-SynWH7803_2516
gene-SynWH7803_0382	2335	1492	255	237	44	161	84	50	host	rpsL
gene-BSV9_gp137	0	0	110	136	979	1361	3305	4223	phage	gene-BSV9_gp137
gene-SynWH7803_1474	215	114	18	26	4	16	4	5	host	gene-SynWH7803_1474
gene-SynWH7803_1501	269	227	48	33	6	28	13	4	host	gene-SynWH7803_1501
gene-SynWH7803_2354	86	61	15	10	2	8	4	2	host	gene-SynWH7803_2354
gene-SynWH7803_0331	117	46	15	9	3	7	6	3	host	gene-SynWH7803_0331
gene-BSV9_gp98	0	0	4092	8158	38264	72583	21027	26878	phage	gene-BSV9_gp98
gene-SynWH7803_1129	79	54	5	7	1	2	5	0	host	gene-SynWH7803_1129
gene-SynWH7803_1682	333	199	37	30	8	20	14	5	host	gene-SynWH7803_1682
gene-SynWH7803_0711	506	375	83	124	24	47	29	16	host	gene-SynWH7803_0711
gene-SynWH7803_2260	466	187	88	62	14	67	18	7	host	gene-SynWH7803_2260_gene_devC
gene-SynWH7803_2271	561	308	103	79	12	69	10	10	host	gene-SynWH7803_2271
gene-SynWH7803_0523	78	42	13	13	0	8	2	2	host	smf
gene-SynWH7803_1232	445	229	88	65	20	49	11	6	host	ugpE
gene-SynWH7803_2049	135	101	17	19	3	8	6	1	host	gene-SynWH7803_2049
gene-SynWH7803_0878	144	108	27	27	3	15	8	5	host	gene-SynWH7803_0878
gene-SynWH7803_0081	135	86	25	36	9	19	2	12	host	lysC
gene-SynWH7803_0855	23	5	4	2	0	0	1	0	host	gene-SynWH7803_0855
gene-SynWH7803_1045	566	221	85	89	17	58	30	19	host	pstSII
gene-BSV9_gp44	0	0	7796	15544	39208	64126	26313	36272	phage	gene-BSV9_gp44
gene-SynWH7803_1565	135	67	19	19	6	15	11	10	host	gene-SynWH7803_1565
gene-SynWH7803_0714	143	87	45	33	6	19	8	4	host	gene-SynWH7803_0714_gene_ctaD%2C coxA
gene-SynWH7803_2035	1835	703	115	90	19	87	70	28	host	glnB
gene-BSV9_gp197	0	0	18678	42784	131059	224521	184082	281316	phage	gene-BSV9_gp197
gene-SynWH7803_1918	237	92	28	13	5	21	5	5	host	gene-SynWH7803_1918
gene-SynWH7803_2436	796	269	78	68	11	54	21	14	host	gene-SynWH7803_2436
gene-SynWH7803_0891	189	103	30	17	4	15	5	4	host	gene-SynWH7803_0891
gene-SynWH7803_0689	508	409	83	81	17	51	12	12	host	cbbX
gene-SynWH7803_1755	1109	809	121	120	22	52	31	16	host	miaB
