# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA3097	NC_002516.2	3477627	3478628	-	1002	56	145	7	18	3	34
gene-PA3098	NC_002516.2	3478625	3479338	-	714	68	183	4	22	4	49
gene-PA3099	NC_002516.2	3479335	3479724	-	390	36	123	2	16	0	23
gene-PA3100	NC_002516.2	3479721	3480239	-	519	62	175	2	7	1	40
gene-PA3101	NC_002516.2	3480246	3480692	-	447	55	115	2	19	5	40
gene-PA3102	NC_002516.2	3480697	3481914	-	1218	76	186	15	19	7	58
gene-PA3103	NC_002516.2	3481914	3483422	-	1509	104	214	10	31	13	68
gene-PA3104	NC_002516.2	3483642	3484349	+	708	144	319	20	30	10	76
gene-PA3105	NC_002516.2	3484354	3486330	+	1977	204	433	25	62	19	175
gene-PA3106	NC_002516.2	3486417	3487184	-	768	446	972	36	158	33	378
gene-PA3107	NC_002516.2	3487181	3488392	-	1212	655	1283	51	206	47	500
gene-PA3108	NC_002516.2	3488409	3489914	-	1506	516	954	62	226	54	537
gene-PA3109	NC_002516.2	3490136	3490678	-	543	265	453	15	61	22	179
gene-PA3110	NC_002516.2	3490752	3491411	-	660	205	441	19	75	25	212
gene-PA3111	NC_002516.2	3491415	3492704	-	1290	729	1890	65	247	49	611
gene-PA3112	NC_002516.2	3492701	3493573	-	873	537	1338	56	184	34	448
gene-PA3113	NC_002516.2	3493842	3494477	-	636	487	1075	36	103	20	231
gene-PA3114	NC_002516.2	3494567	3495424	-	858	208	403	9	37	13	92
gene-PA3115	NC_002516.2	3495446	3498205	-	2760	1215	1711	131	302	93	572
gene-PA3116	NC_002516.2	3498374	3499384	-	1011	589	645	43	112	43	224
gene-PA3117	NC_002516.2	3499486	3500598	-	1113	400	541	26	129	34	212
gene-PA3118	NC_002516.2	3500668	3501750	-	1083	85	169	5	18	8	50
gene-PA3119	NC_002516.2	3501809	3502570	-	762	47	95	4	5	1	22
gene-PA3120	NC_002516.2	3502642	3503280	-	639	80	85	10	15	9	40
gene-PA3121	NC_002516.2	3503292	3504716	-	1425	159	365	26	36	19	75
gene-PA3122	NC_002516.2	3504879	3505772	+	894	53	69	8	16	9	31
gene-PA3123	NC_002516.2	3505865	3506242	-	378	46	84	6	14	10	24
gene-PA3124	NC_002516.2	3506322	3507233	-	912	107	184	10	25	12	32
gene-PA3125	NC_002516.2	3507345	3508673	+	1329	39	49	12	34	31	9
gene-PA3126	NC_002516.2	3508717	3509166	-	450	595	308	165	1088	347	320
gene-PA3127	NC_002516.2	3509324	3510127	+	804	33	36	3	8	0	13
gene-PA3128	NC_002516.2	3510144	3510890	+	747	70	78	7	21	6	33
gene-PA3129	NC_002516.2	3510905	3511864	-	960	358	502	27	90	26	184
gene-PA3130	NC_002516.2	3511957	3512394	-	438	62	84	4	15	5	34
gene-PA3131	NC_002516.2	3512394	3513041	-	648	115	152	9	24	6	60
gene-PA3132	NC_002516.2	3513154	3514011	-	858	79	48	10	90	13	162
gene-PA3133	NC_002516.2	3514023	3514565	-	543	82	35	8	74	11	149
gene-PA3133.1	NC_002516.2	3514723	3514798	-	76	541	1077	34	89	13	301
gene-PA3133.2	NC_002516.2	3514845	3514920	-	76	2464	3330	114	419	55	1110
gene-PA3133.3	NC_002516.2	3515014	3515089	-	76	2346	3759	188	582	60	1536
gene-PA3133.4	NC_002516.2	3515138	3515213	-	76	1908	3717	155	396	52	1100
gene-PA3134	NC_002516.2	3515416	3516900	-	1485	398	637	52	174	44	320
gene-PA3135	NC_002516.2	3516938	3517858	-	921	114	133	6	22	10	32
gene-PA3136	NC_002516.2	3517928	3518995	+	1068	38	54	6	10	3	7
gene-PA3137	NC_002516.2	3519045	3520544	+	1500	90	89	8	11	6	25
gene-PA3138	NC_002516.2	3520548	3522560	-	2013	258	290	30	55	23	99
gene-PA3139	NC_002516.2	3522748	3523944	+	1197	400	825	36	120	34	276
gene-PA3139.1	NC_002516.2	3524012	3524087	+	76	231	370	19	44	11	107
gene-PA3140	NC_002516.2	3524161	3524490	-	330	62	148	11	21	6	63
gene-PA3141	NC_002516.2	3524681	3526678	-	1998	1766	2447	213	410	129	821
gene-PA3142	NC_002516.2	3527429	3527734	-	306	177	283	12	46	21	83
gene-PA3143	NC_002516.2	3527670	3528212	-	543	201	435	16	46	17	79
gene-PA3145	NC_002516.2	3528428	3529447	-	1020	294	791	25	68	23	119
gene-PA3146	NC_002516.2	3529508	3530458	-	951	145	408	12	39	8	40
gene-PA3147	NC_002516.2	3530467	3531708	-	1242	343	748	32	97	29	96
gene-PA3148	NC_002516.2	3531751	3532815	-	1065	274	1008	25	58	21	54
gene-PA3149	NC_002516.2	3532812	3533933	-	1122	299	1639	17	48	24	73
gene-PA3150	NC_002516.2	3533948	3535081	-	1134	548	2238	33	98	28	150
gene-PA3151	NC_002516.2	3535216	3535971	-	756	131	529	15	25	20	17
gene-PA3152	NC_002516.2	3535971	3536579	-	609	83	234	7	21	9	20
gene-PA3153	NC_002516.2	3536576	3537811	-	1236	218	749	15	36	16	29
gene-PA3154	NC_002516.2	3537808	3539124	-	1317	378	1109	21	49	23	76
gene-PA3155	NC_002516.2	3539128	3540207	-	1080	521	1452	45	108	32	172
gene-PA3156	NC_002516.2	3540210	3540785	-	576	458	1163	31	88	21	115
gene-PA3157	NC_002516.2	3540782	3542671	-	1890	586	1500	36	100	32	167
gene-PA3158	NC_002516.2	3542740	3543690	-	951	425	908	46	124	41	214
gene-PA3159	NC_002516.2	3543764	3545074	-	1311	1162	1911	250	479	165	702
gene-PA3160	NC_002516.2	3545881	3546927	-	1047	623	1651	258	362	137	457
gene-PA3161	NC_002516.2	3547689	3547973	-	285	193	227	28	76	15	102
gene-PA3162	NC_002516.2	3548110	3549789	-	1680	13781	17691	2128	6155	1337	11113
gene-PA3163	NC_002516.2	3550057	3550746	-	690	401	539	22	84	20	176
gene-PA3165	NC_002516.2	3552979	3554088	-	1110	512	818	36	149	33	303
gene-PA3166	NC_002516.2	3554157	3555254	-	1098	370	511	51	114	36	247
gene-PA3167	NC_002516.2	3555254	3556339	-	1086	461	640	52	175	55	359
gene-PA3168	NC_002516.2	3556427	3559198	-	2772	2039	2639	285	824	227	1533
gene-PA3169	NC_002516.2	3559435	3560511	-	1077	127	246	19	46	5	116
gene-PA3170	NC_002516.2	3560621	3561955	+	1335	139	243	21	46	11	99
gene-PA3171	NC_002516.2	3562106	3562804	+	699	210	408	18	55	23	85
gene-PA3172	NC_002516.2	3562801	3563481	+	681	74	98	10	18	15	41
gene-PA3173	NC_002516.2	3563546	3564286	+	741	117	176	9	35	7	75
gene-PA3174	NC_002516.2	3564445	3565173	+	729	8	26	1	4	2	15
gene-PA3175	NC_002516.2	3565189	3566124	+	936	15	19	2	6	0	11
gene-PA3176	NC_002516.2	3566163	3567377	+	1215	14	28	5	2	5	12
gene-PA3177	NC_002516.2	3567606	3568529	+	924	145	204	9	37	14	96
gene-PA3178	NC_002516.2	3568636	3569013	-	378	88	125	4	18	8	33
gene-PA3179	NC_002516.2	3569106	3570266	-	1161	507	683	46	134	47	302
gene-PA3180	NC_002516.2	3570414	3570851	+	438	29	53	2	7	2	25
gene-PA3181	NC_002516.2	3570941	3571603	-	663	193	740	33	49	15	176
gene-PA3182	NC_002516.2	3571621	3572337	-	717	154	710	15	38	15	180
gene-PA3183	NC_002516.2	3572324	3573793	-	1470	620	2422	66	198	62	498
gene-PA3184	NC_002516.2	3573980	3574837	+	858	185	249	17	52	14	95
gene-PA3185	NC_002516.2	3574846	3575697	-	852	457	643	38	114	31	179
gene-PA3186	NC_002516.2	3575912	3577276	-	1365	157	194	16	41	16	91
gene-PA3187	NC_002516.2	3577320	3578480	-	1161	49	76	9	18	11	40
gene-PA3188	NC_002516.2	3578513	3579358	-	846	35	61	5	2	3	20
gene-PA3189	NC_002516.2	3579351	3580283	-	933	17	65	5	5	2	15
gene-PA3190	NC_002516.2	3580384	3581646	-	1263	93	384	17	30	13	102
gene-PA3191	NC_002516.2	3582171	3583592	-	1422	62	321	9	27	4	79
gene-PA3192	NC_002516.2	3583616	3584344	-	729	111	558	14	41	7	137
gene-PA3193	NC_002516.2	3584379	3585374	-	996	302	1047	26	72	22	220
gene-PA3194	NC_002516.2	3585477	3587303	-	1827	464	1497	50	167	45	425
gene-PA3195	NC_002516.2	3587433	3588437	+	1005	183	398	17	47	34	121
gene-PA3196	NC_002516.2	3588741	3589271	-	531	77	169	8	18	4	42
gene-PA3197	NC_002516.2	3589352	3590350	-	999	133	228	7	31	6	43
gene-PA3198	NC_002516.2	3590490	3591242	-	753	68	120	4	18	6	23
gene-PA3199	NC_002516.2	3591415	3592044	-	630	77	119	8	14	8	35
gene-PA3200	NC_002516.2	3592041	3592928	-	888	164	293	13	33	11	86
gene-PA3201	NC_002516.2	3593144	3593731	+	588	288	440	21	80	23	200
gene-PA3202	NC_002516.2	3593733	3594032	+	300	213	275	14	39	14	101
gene-PA3203	NC_002516.2	3594208	3594570	+	363	222	336	11	26	4	86
gene-PA3204	NC_002516.2	3594581	3595258	+	678	116	182	8	27	8	51
gene-PA3205	NC_002516.2	3595387	3595827	+	441	64	79	10	16	6	26
gene-PA3206	NC_002516.2	3595942	3597279	+	1338	86	116	5	20	4	31
gene-PA3207	NC_002516.2	3597319	3597798	+	480	76	146	5	12	6	30
gene-PA3208	NC_002516.2	3597779	3598339	-	561	103	223	9	29	11	50
gene-PA3209	NC_002516.2	3598404	3598775	-	372	387	321	20	58	19	57
gene-PA3210	NC_002516.2	3598933	3600387	+	1455	175	229	13	49	7	92
gene-PA3211	NC_002516.2	3600454	3601599	+	1146	246	369	18	55	8	104
gene-PA3212	NC_002516.2	3601596	3602390	+	795	134	217	9	38	5	55
gene-PA3213	NC_002516.2	3602392	3603330	+	939	177	275	15	41	8	84
gene-PA3214	NC_002516.2	3603327	3603971	+	645	141	272	7	31	3	51
gene-PA3215	NC_002516.2	3603994	3605007	-	1014	175	282	10	44	12	68
gene-PA3216	NC_002516.2	3605150	3605467	+	318	15	14	1	4	3	7
gene-PA3217	NC_002516.2	3605684	3607075	+	1392	153	243	14	30	5	87
gene-PA3219	NC_002516.2	3608117	3608929	-	813	4	5	1	1	3	3
gene-PA3220	NC_002516.2	3609076	3609840	+	765	32	58	4	6	0	16
gene-PA3221	NC_002516.2	3609905	3610240	+	336	29	57	3	11	0	11
gene-PA3222	NC_002516.2	3610250	3611149	+	900	28	68	4	7	5	21
gene-PA3223	NC_002516.2	3611254	3611895	-	642	21	20	1	3	2	8
gene-PA3224	NC_002516.2	3612042	3612359	-	318	87	106	8	15	5	30
gene-PA3225	NC_002516.2	3612559	3613488	+	930	137	122	12	38	11	44
gene-PA3226	NC_002516.2	3613495	3614322	+	828	82	106	4	20	9	40
gene-PA3227	NC_002516.2	3614304	3614867	+	564	84	164	6	27	6	47
gene-PA3228	NC_002516.2	3614930	3616762	+	1833	147	288	15	58	14	75
gene-PA3229	NC_002516.2	3617044	3617310	+	267	20	32	3	9	0	9
gene-PA3230	NC_002516.2	3617343	3618467	-	1125	83	115	4	39	11	27
gene-PA3231	NC_002516.2	3618726	3618884	-	159	2	8	2	1	0	2
gene-PA3232	NC_002516.2	3618993	3619619	-	627	20	40	4	5	3	16
gene-PA3233	NC_002516.2	3619616	3621415	-	1800	48	133	7	16	2	38
gene-PA3234	NC_002516.2	3621505	3623160	-	1656	257	229	22	45	20	86
gene-PA3235	NC_002516.2	3623157	3623468	-	312	59	212	5	13	4	28
gene-PA3236	NC_002516.2	3623686	3624543	-	858	24	26	3	7	2	6
gene-PA3237	NC_002516.2	3624837	3625058	+	222	9	13	0	1	0	1
gene-PA3238	NC_002516.2	3625201	3626562	+	1362	111	165	13	48	7	86
gene-PA3239	NC_002516.2	3626566	3627369	+	804	65	99	16	27	15	58
gene-PA3240	NC_002516.2	3627509	3628366	+	858	70	110	11	26	11	40
gene-PA3241	NC_002516.2	3628430	3629599	-	1170	97	203	6	22	2	62
gene-PA3242	NC_002516.2	3629667	3630605	-	939	253	496	23	71	13	187
gene-PA3243	NC_002516.2	3630765	3631556	+	792	190	301	13	55	16	98
gene-PA3244	NC_002516.2	3631618	3632433	+	816	847	1368	56	206	59	465
gene-PA3245	NC_002516.2	3632430	3632684	+	255	645	837	28	131	28	273
gene-PA3246	NC_002516.2	3632788	3633423	+	636	31	77	7	18	5	43
gene-PA3247	NC_002516.2	3633592	3634881	+	1290	203	375	21	46	15	121
gene-PA3248	NC_002516.2	3634924	3635475	-	552	61	126	6	16	6	31
gene-PA3249	NC_002516.2	3635541	3636257	-	717	44	63	3	11	4	9
gene-PA3250	NC_002516.2	3636621	3637679	+	1059	19	39	5	4	2	13
gene-PA3251	NC_002516.2	3637734	3638543	+	810	18	9	3	2	4	7
gene-PA3252	NC_002516.2	3638540	3639379	+	840	10	15	1	2	3	9
gene-PA3253	NC_002516.2	3639366	3640163	+	798	14	36	2	4	3	8
gene-PA3254	NC_002516.2	3640166	3641161	+	996	37	60	6	13	7	12
gene-PA3255	NC_002516.2	3641233	3641811	+	579	75	100	10	23	9	43
gene-PA3256	NC_002516.2	3641872	3642834	-	963	162	222	16	35	20	69
gene-PA3257	NC_002516.2	3642964	3645060	+	2097	724	1150	97	347	81	421
gene-PA3258	NC_002516.2	3645099	3646904	+	1806	113	145	11	27	16	63
gene-PA3259	NC_002516.2	3646918	3647397	-	480	72	137	5	15	3	45
gene-PA3260	NC_002516.2	3647755	3648066	-	312	61	78	10	17	2	28
gene-PA3261	NC_002516.2	3648170	3648916	+	747	119	258	11	37	17	75
gene-PA3262	NC_002516.2	3649705	3650466	-	762	687	1285	56	246	49	581
gene-PA3262.1	NC_002516.2	3650722	3650798	-	77	10981	10971	1104	3119	664	6965
gene-PA3262.2	NC_002516.2	3650815	3650890	-	76	13283	12990	1309	3746	778	8502
gene-PA3263	NC_002516.2	3651056	3651976	+	921	197	320	24	71	16	180
gene-PA3264	NC_002516.2	3652063	3652998	+	936	59	111	4	9	5	26
gene-PA3265	NC_002516.2	3653138	3653452	+	315	58	126	4	5	3	18
gene-PA3266	NC_002516.2	3653667	3653876	+	210	3238	8534	435	838	180	4647
gene-PA3267	NC_002516.2	3653937	3655811	-	1875	259	648	26	87	20	231
gene-PA3268	NC_002516.2	3655986	3658151	-	2166	79	164	5	16	5	23
gene-PA3269	NC_002516.2	3658248	3659102	-	855	106	183	8	12	7	45
gene-PA3270	NC_002516.2	3659169	3659756	-	588	330	706	19	67	13	146
gene-PA3271	NC_002516.2	3660022	3663501	+	3480	415	1289	33	94	43	214
gene-PA3272	NC_002516.2	3663509	3667855	-	4347	189	381	34	132	73	87
gene-PA3273	NC_002516.2	3667924	3668307	-	384	12	10	0	2	1	6
gene-PA3274	NC_002516.2	3668474	3668761	+	288	14	18	1	3	0	6
gene-PA3275	NC_002516.2	3668840	3669169	-	330	41	79	0	3	0	12
gene-PA3276	NC_002516.2	3669166	3669588	-	423	63	119	1	13	3	26
gene-PA3277	NC_002516.2	3669821	3670633	-	813	17	50	4	7	0	8
gene-PA3278	NC_002516.2	3670759	3671058	-	300	9	37	2	5	0	6
gene-PA3279	NC_002516.2	3671227	3672549	-	1323	4	14	1	2	1	7
gene-PA3280	NC_002516.2	3673008	3674324	-	1317	18	32	3	4	2	7
gene-PA3281	NC_002516.2	3674570	3675160	-	591	19	37	5	6	6	11
gene-PA3282	NC_002516.2	3675163	3675897	-	735	9	18	13	9	10	13
gene-PA3283	NC_002516.2	3675894	3676748	-	855	105	118	25	23	14	44
gene-PA3284	NC_002516.2	3676767	3677081	-	315	166	160	17	26	12	46
gene-PA3285	NC_002516.2	3677720	3678331	-	612	135	268	12	38	12	81
gene-PA3286	NC_002516.2	3678334	3679386	-	1053	179	385	14	51	18	107
gene-PA3287	NC_002516.2	3679946	3680461	+	516	31	53	4	5	1	13
gene-PA3288	NC_002516.2	3680465	3680968	-	504	64	107	6	13	3	22
gene-PA3289	NC_002516.2	3681048	3681461	+	414	15	27	2	1	2	6
gene-PA3290	NC_002516.2	3681500	3684148	-	2649	147	194	18	72	29	46
gene-PA3291	NC_002516.2	3684163	3684717	-	555	12	19	4	6	2	2
gene-PA3292	NC_002516.2	3684905	3685762	-	858	18	30	6	9	3	12
gene-PA3293	NC_002516.2	3685759	3686574	-	816	22	25	2	3	1	12
gene-PA3294	NC_002516.2	3686584	3688650	-	2067	41	64	4	9	3	17
gene-PA3295	NC_002516.2	3688879	3689316	-	438	87	141	3	18	3	51
gene-PA3296	NC_002516.2	3689521	3690951	+	1431	12	27	3	6	3	15
gene-PA3297	NC_002516.2	3691024	3695004	-	3981	536	924	39	134	38	255
gene-PA3298	NC_002516.2	3695179	3695481	-	303	10	12	0	0	0	6
gene-PA3299	NC_002516.2	3695511	3697199	-	1689	810	1017	65	183	56	393
gene-PA3300	NC_002516.2	3697434	3699122	-	1689	83	106	5	17	9	39
gene-PA3301	NC_002516.2	3699369	3700319	+	951	116	180	6	21	2	57
gene-PA3302	NC_002516.2	3700316	3700786	+	471	140	177	11	28	6	65
gene-PA3303	NC_002516.2	3700937	3702112	+	1176	64	98	5	15	3	22
gene-PA3304	NC_002516.2	3702093	3702950	-	858	85	113	4	25	8	32
gene-PA3303a	NC_002516.2	3702977	3703180	-	204	10	24	1	5	0	10
gene-PA3304.1	NC_002516.2	3703022	3703156	-	135	3	12	1	4	0	7
gene-PA3305	NC_002516.2	3703167	3705161	-	1995	229	351	12	52	8	79
gene-PA3305.1	NC_002516.2	3705309	3705521	-	213	419	3191	61	54	32	268
gene-PA3306	NC_002516.2	3705890	3706492	-	603	112	214	9	32	8	53
gene-PA3307	NC_002516.2	3706546	3706854	-	309	41	62	0	10	5	10
gene-PA3308	NC_002516.2	3707090	3709942	+	2853	821	1209	149	319	82	705
gene-PA3309	NC_002516.2	3710225	3710680	+	456	728	7045	123	159	61	487
gene-PA3310	NC_002516.2	3710749	3712404	-	1656	189	642	17	36	20	86
gene-PA3311	NC_002516.2	3712560	3714911	+	2352	57	64	6	16	2	25
gene-PA3312	NC_002516.2	3714915	3715805	-	891	56	81	4	14	5	29
gene-PA3313	NC_002516.2	3715804	3716811	+	1008	178	191	10	42	17	111
gene-PA3314	NC_002516.2	3716808	3717611	+	804	115	147	2	21	6	54
gene-PA3315	NC_002516.2	3717605	3718438	+	834	96	123	6	21	4	31
gene-PA3316	NC_002516.2	3718435	3719205	+	771	93	161	5	19	3	44
gene-PA3317	NC_002516.2	3719329	3720057	+	729	112	211	10	24	3	55
gene-PA3318	NC_002516.2	3720123	3720623	+	501	14	26	2	4	0	5
gene-PA3319	NC_002516.2	3720681	3722759	-	2079	30	47	5	7	3	8
gene-PA3320	NC_002516.2	3722990	3723445	-	456	2	7	0	5	0	0
gene-PA3321	NC_002516.2	3723534	3724448	+	915	46	72	3	10	5	9
gene-PA3322	NC_002516.2	3724456	3725154	-	699	171	266	12	28	10	61
gene-PA3323	NC_002516.2	3725580	3726455	+	876	11	11	7	1	2	5
gene-PA3324	NC_002516.2	3726452	3728230	+	1779	29	47	3	10	4	15
gene-PA3325	NC_002516.2	3728240	3729127	+	888	22	25	8	4	1	8
gene-PA3326	NC_002516.2	3729471	3730076	-	606	80	77	10	29	12	41
gene-PA3327	NC_002516.2	3730557	3737615	+	7059	80	119	13	14	5	29
gene-PA3328	NC_002516.2	3737612	3738778	+	1167	10	10	0	2	1	2
gene-PA3329	NC_002516.2	3738775	3740103	+	1329	13	25	4	0	0	1
gene-PA3330	NC_002516.2	3740105	3741019	+	915	10	21	1	3	0	3
gene-PA3331	NC_002516.2	3741012	3742268	+	1257	17	57	3	6	3	13
gene-PA3332	NC_002516.2	3742265	3742690	+	426	1	2	0	3	2	1
gene-PA3333	NC_002516.2	3742694	3743686	+	993	14	18	0	2	1	4
gene-PA3334	NC_002516.2	3743700	3743939	+	240	4	2	0	0	0	3
gene-PA3335	NC_002516.2	3744057	3744809	+	753	10	13	1	1	1	8
gene-PA3336	NC_002516.2	3744901	3746067	+	1167	25	80	3	9	2	14
gene-PA3337	NC_002516.2	3746078	3747076	-	999	72	157	14	21	8	45
gene-PA3338	NC_002516.2	3747166	3747456	-	291	24	21	0	4	2	10
gene-PA3339	NC_002516.2	3747525	3749711	+	2187	138	208	18	33	10	70
gene-PA3340	NC_002516.2	3749719	3751767	-	2049	283	549	27	67	12	125
gene-PA3341	NC_002516.2	3752044	3752478	-	435	104	220	16	43	10	84
gene-PA3342	NC_002516.2	3752596	3753612	-	1017	30	68	3	12	5	21
gene-PA3343	NC_002516.2	3753763	3754932	-	1170	120	211	18	31	8	69
gene-PA3344	NC_002516.2	3755021	3757159	-	2139	882	1532	124	275	84	552
gene-PA3345	NC_002516.2	3757243	3757593	-	351	488	988	25	81	13	192
gene-PA3346	NC_002516.2	3757659	3759374	-	1716	102	159	12	31	8	51
gene-PA3347	NC_002516.2	3759376	3759681	-	306	35	58	5	7	3	26
gene-PA3348	NC_002516.2	3759996	3760820	-	825	276	453	27	78	35	127
gene-PA3349	NC_002516.2	3760897	3761829	-	933	661	1142	73	149	75	351
gene-PA3350	NC_002516.2	3761961	3762659	+	699	300	654	11	46	9	95
gene-PA3351	NC_002516.2	3762804	3763127	+	324	741	1515	41	102	35	376
gene-PA3352	NC_002516.2	3763182	3763652	+	471	211	319	24	36	17	96
gene-PA3353	NC_002516.2	3763681	3764472	+	792	151	190	15	26	7	82
gene-PA3354	NC_002516.2	3764476	3765087	-	612	89	121	12	15	3	32
gene-PA3355	NC_002516.2	3765129	3766433	-	1305	108	189	11	21	10	56
gene-PA3356	NC_002516.2	3766617	3767858	-	1242	190	338	19	58	23	105
gene-PA3357	NC_002516.2	3768184	3769530	+	1347	78	97	4	28	9	40
gene-PA3358	NC_002516.2	3769587	3770465	+	879	38	40	0	10	2	17
gene-PA3359	NC_002516.2	3770470	3771480	-	1011	29	39	3	4	4	14
gene-PA3360	NC_002516.2	3771503	3772561	-	1059	15	33	2	5	3	9
gene-PA3361	NC_002516.2	3773029	3773376	+	348	18	20	2	3	1	10
gene-PA3362	NC_002516.2	3773430	3773948	-	519	20	37	1	8	0	13
gene-PA3363	NC_002516.2	3773991	3774581	-	591	29	60	5	6	0	34
gene-PA3364	NC_002516.2	3774578	3775735	-	1158	59	144	5	10	5	42
gene-PA3365	NC_002516.2	3775761	3776876	-	1116	63	118	9	12	9	35
gene-PA3366	NC_002516.2	3776959	3777999	-	1041	146	247	20	27	17	47
gene-PA3366.1	NC_002516.2	3778034	3778133	-	100	102	141	5	6	3	14
gene-PA3367	NC_002516.2	3778266	3778604	+	339	39	76	3	2	0	15
gene-PA3368.1	NC_002516.2	3778654	3778730	-	77	32	46	4	3	2	18
gene-PA3368	NC_002516.2	3778704	3779369	+	666	51	63	5	9	2	19
gene-PA3369	NC_002516.2	3779562	3779840	+	279	20	14	3	3	4	9
gene-PA3370	NC_002516.2	3779930	3780076	+	147	10	11	0	4	1	11
gene-PA3371	NC_002516.2	3780128	3780313	+	186	11	16	0	5	1	6
gene-PA3372	NC_002516.2	3780362	3781132	-	771	27	60	4	5	1	8
gene-PA3373	NC_002516.2	3781123	3781680	-	558	72	122	5	9	7	25
gene-PA3374	NC_002516.2	3781680	3782843	-	1164	43	82	2	7	2	24
gene-PA3375	NC_002516.2	3782833	3783549	-	717	10	5	2	5	1	4
gene-PA3376	NC_002516.2	3783599	3784414	-	816	4	16	4	2	3	4
gene-PA3377	NC_002516.2	3784411	3785295	-	885	7	20	2	5	3	3
gene-PA3378	NC_002516.2	3785292	3786392	-	1101	10	29	0	6	1	6
gene-PA3379	NC_002516.2	3786392	3787021	-	630	4	6	1	0	0	1
gene-PA3380	NC_002516.2	3787021	3787479	-	459	2	5	2	0	0	1
gene-PA3381	NC_002516.2	3787489	3788211	-	723	0	2	2	0	1	3
gene-PA3382	NC_002516.2	3788232	3789026	-	795	6	5	3	1	2	3
gene-PA3383	NC_002516.2	3789093	3790097	-	1005	1	6	3	3	3	1
gene-PA3384	NC_002516.2	3790150	3790986	-	837	8	13	3	2	0	3
gene-PA3385	NC_002516.2	3791347	3791673	+	327	412	916	63	153	55	364
gene-PA3386	NC_002516.2	3791827	3792192	+	366	33	95	9	18	4	42
gene-PA3387	NC_002516.2	3792290	3793060	+	771	12	45	0	2	3	7
gene-PA3388	NC_002516.2	3793113	3793808	+	696	31	53	3	8	3	13
gene-PA3390	NC_002516.2	3793815	3794117	-	303	13	22	1	6	2	6
gene-PA3389	NC_002516.2	3794178	3794591	+	414	7	14	0	4	1	7
gene-PA3391	NC_002516.2	3794819	3796966	+	2148	8	221	7	9	6	8
gene-PA3392	NC_002516.2	3797009	3798919	+	1911	6	197	7	7	3	25
gene-PA3393	NC_002516.2	3798916	3800202	+	1287	13	241	6	5	1	6
gene-PA3394	NC_002516.2	3800199	3801113	+	915	18	145	0	5	1	7
gene-PA3395	NC_002516.2	3801104	3801931	+	828	5	114	1	1	0	2
gene-PA3396	NC_002516.2	3801948	3802484	+	537	13	151	2	2	0	5
gene-PA3397	NC_002516.2	3802567	3803343	-	777	457	666	60	134	39	258
gene-PA3398	NC_002516.2	3803617	3804543	+	927	113	131	8	29	11	31
gene-PA3399	NC_002516.2	3804545	3804886	-	342	73	94	3	13	3	28
gene-PA3400	NC_002516.2	3804940	3806073	-	1134	41	58	7	8	1	28
gene-PA3401	NC_002516.2	3806070	3807242	-	1173	74	133	2	19	5	44
gene-PA3402	NC_002516.2	3807246	3808217	-	972	55	181	6	23	8	55
gene-PA3403	NC_002516.2	3808318	3808803	-	486	47	186	11	31	6	62
gene-PA3403a	NC_002516.2	3808978	3809265	+	288	11	25	0	10	2	8
gene-PA3404	NC_002516.2	3809258	3810613	-	1356	15	38	3	5	2	12
gene-PA3405	NC_002516.2	3810610	3811941	-	1332	8	6	0	1	0	1
gene-PA3406	NC_002516.2	3811938	3813740	-	1803	5	13	0	1	3	3
gene-PA3407	NC_002516.2	3813958	3814575	-	618	55	72	6	14	3	24
gene-PA3408	NC_002516.2	3814661	3817336	-	2676	35	56	6	10	8	9
gene-PA3409	NC_002516.2	3817546	3818532	-	987	52	125	1	5	2	18
gene-PA3410	NC_002516.2	3818597	3819112	-	516	54	138	3	12	3	19
gene-PA3411	NC_002516.2	3819189	3819407	-	219	61	119	3	17	4	34
gene-PA3412	NC_002516.2	3819527	3819796	-	270	1654	2525	68	276	62	654
gene-PA3413	NC_002516.2	3820006	3820272	+	267	59	89	32	36	18	58
gene-PA3414	NC_002516.2	3820308	3820892	+	585	60	62	13	26	12	32
gene-PA3415	NC_002516.2	3821385	3822497	-	1113	51	42	7	15	12	26
gene-PA3416	NC_002516.2	3822515	3823516	-	1002	56	40	11	20	6	25
gene-PA3417	NC_002516.2	3823509	3824606	-	1098	54	37	7	7	10	29
gene-PA3418	NC_002516.2	3824748	3825773	-	1026	221	180	48	56	40	101
gene-PA3419	NC_002516.2	3826019	3826831	+	813	37	57	2	5	5	11
gene-PA3420	NC_002516.2	3826838	3829321	-	2484	26	34	2	4	6	7
gene-PA3421	NC_002516.2	3829471	3830841	-	1371	13	19	2	4	4	2
gene-PA3422	NC_002516.2	3830898	3832655	-	1758	34	30	4	8	5	11
gene-PA3423	NC_002516.2	3832940	3833683	+	744	41	78	3	11	3	20
