Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0007377	gene-SERP1600											
OG0007378		gene-CCNA_02160										
OG0007379												gene-b0802
OG0007380										gene-MSMEI_RS08735		
OG0007381				gene-FTB24_03205								
OG0007382								gene-Y11_RS11170				
OG0007383	gene-SERP1577											
OG0007384								gene-Y11_RS19205				
OG0007385						gene-PA2167						
OG0007386				gene-FTB24_08280								
OG0007387						gene-PA3905						
OG0007388								gene-Y11_RS23600				
OG0007389		gene-CCNA_03001										
OG0007390				gene-FTB24_15925								
OG0007391				gene-FTB24_02145								
OG0007392										gene-MSMEI_RS33460		
OG0007393												gene-b4683
OG0007394												gene-b4121
OG0007395								gene-Y11_RS06045				
OG0007396												gene-b3672
OG0007397												gene-b4555
OG0007398										gene-MSMEI_RS13530		
OG0007399						gene-PA1424a						
OG0007400				gene-FTB24_04725								
OG0007401		gene-CCNA_01026										
OG0007402						gene-PA1579						
OG0007403	gene-SERP0055											
OG0007404						gene-PA2427						
OG0007405										gene-MSMEI_RS32660		
OG0007406						gene-PA3536						
OG0007407										gene-MSMEI_RS19665		
OG0007408								gene-Y11_RS19080				
OG0007409		gene-CCNA_03579										
OG0007410										gene-MSMEI_RS00410		
OG0007411								gene-Y11_RS23515				
OG0007412												gene-b1039
OG0007413										gene-MSMEI_RS02300		
OG0007414										gene-MSMEI_RS23170		
OG0007415								gene-Y11_RS14885				
OG0007416										gene-MSMEI_RS13610		
OG0007417												gene-b4771
OG0007418						gene-PA5470						
OG0007419	gene-SERP0346											
OG0007420										gene-MSMEI_RS16635		
OG0007421		gene-CCNA_02548										
OG0007422						gene-PA2174						
OG0007423												gene-b1379
OG0007424								gene-Y11_RS19970				
OG0007425	gene-SERP1522											
OG0007426		gene-CCNA_02108										
OG0007427		gene-CCNA_00535										
OG0007428						gene-PA2697						
OG0007429						gene-PA2205						
OG0007430			gene-NRS_1464									
OG0007431	gene-SERP1602											
OG0007432								gene-Y11_RS05975				
OG0007433										gene-MSMEI_RS20670		
OG0007434										gene-MSMEI_RS13425		
OG0007435				gene-FTB24_10305								
OG0007436		gene-CCNA_00519										
OG0007437												gene-b4665
OG0007438												gene-b4613
OG0007439		gene-CCNA_00543										
OG0007440												gene-b3896
OG0007441										gene-MSMEI_RS15840		
OG0007442		gene-CCNA_00658										
OG0007443										gene-MSMEI_RS09605		
OG0007444												gene-b4799
OG0007445								gene-Y11_RS13375				
OG0007446												gene-b2939
OG0007447						gene-PA4555						
OG0007448		gene-CCNA_02666										
OG0007449				gene-FTB24_00605								
OG0007450		gene-CCNA_03429										
OG0007451										gene-MSMEI_RS24835		
OG0007452						gene-PA4303						
OG0007453						gene-PA0334						
OG0007454						gene-PA0725						
OG0007455								gene-Y11_RS20515				
OG0007456										gene-MSMEI_RS03955		
OG0007457						gene-PA4313a						
OG0007458										gene-MSMEI_RS00915		
OG0007459										gene-MSMEI_RS04480		
OG0007460										gene-MSMEI_RS09930		
OG0007461										gene-MSMEI_RS08815		
OG0007462						gene-PA0481						
OG0007463				gene-FTB24_10900								
OG0007464				gene-FTB24_17635								
OG0007465		gene-CCNA_03668										
OG0007466						gene-PA5520						
OG0007467						gene-PA2008						
OG0007468										gene-MSMEI_RS27915		
OG0007469						gene-PA2222						
OG0007470												gene-b4795
OG0007471		gene-CCNA_03787										
OG0007472						gene-PA2182						
OG0007473				gene-FTB24_13645								
OG0007474										gene-MSMEI_RS13120		
OG0007475				gene-FTB24_17160								
OG0007476		gene-CCNA_03918										
OG0007477		gene-CCNA_03953										
OG0007478		gene-CCNA_00534										
OG0007479			gene-NRS_1427									
OG0007480										gene-MSMEI_RS01155		
OG0007481						gene-PA3080						
OG0007482				gene-FTB24_01560								
OG0007483										gene-MSMEI_RS18690		
OG0007484										gene-MSMEI_RS29265		
OG0007485										gene-MSMEI_RS10560		
OG0007486		gene-CCNA_01053										
OG0007487										gene-MSMEI_RS04130		
OG0007488		gene-CCNA_02330										
OG0007489										gene-MSMEI_RS21995		
OG0007490										gene-MSMEI_RS09255		
OG0007491										gene-MSMEI_RS30165		
OG0007492						gene-PA0696						
OG0007493										gene-MSMEI_RS26930		
OG0007494						gene-PA1492						
OG0007495							gene-NWMN_RS15760					
OG0007496				gene-FTB24_11475								
OG0007497		gene-CCNA_00220										
OG0007498						gene-PA3392						
OG0007499												gene-b2259
OG0007500	gene-SERP1557											
OG0007501		gene-CCNA_03643										
OG0007502	gene-SERP1540											
OG0007503		gene-CCNA_02931										
OG0007504		gene-CCNA_02337										
OG0007505				gene-FTB24_06325								
OG0007506		gene-CCNA_00672										
OG0007507				gene-FTB24_05515								
OG0007508						gene-PA2860						
OG0007509										gene-MSMEI_RS08730		
OG0007510										gene-MSMEI_RS08635		
OG0007511	gene-SERP2466											
OG0007512		gene-CCNA_00804										
OG0007513				gene-FTB24_05525								
OG0007514										gene-MSMEI_RS28375		
OG0007515										gene-MSMEI_RS24070		
OG0007516		gene-CCNA_00885										
OG0007517				gene-FTB24_15100								
OG0007518	gene-SERP0737											
OG0007519		gene-CCNA_03390										
OG0007520						gene-PA3541						
OG0007521		gene-CCNA_02061										
OG0007522										gene-MSMEI_RS07960		
OG0007523						gene-PA1117						
OG0007524						gene-PA1888						
OG0007525												gene-b3129
OG0007526		gene-CCNA_02544										
OG0007527												gene-b1085
OG0007528								gene-Y11_RS16730				
OG0007529												gene-b4365
OG0007530				gene-FTB24_17520								
OG0007531										gene-MSMEI_RS12755		
OG0007532										gene-MSMEI_RS27410		
OG0007533						gene-PA4966						
OG0007534						gene-PA4680						
OG0007535										gene-MSMEI_RS31815		
OG0007536												gene-b1520
OG0007537						gene-PA3385						
OG0007538		gene-CCNA_00756										
OG0007539												gene-b2448
OG0007540										gene-MSMEI_RS26125		
OG0007541				gene-FTB24_16000								
OG0007542										gene-MSMEI_RS09005		
OG0007543										gene-MSMEI_RS31835		
OG0007544												gene-b0548
OG0007545												gene-b4594
OG0007546			gene-NRS_1423									
OG0007547										gene-MSMEI_RS16395		
OG0007548				gene-FTB24_15365								
OG0007549										gene-MSMEI_RS29035		
OG0007550						gene-PA0719						
OG0007551		gene-CCNA_00484										
OG0007552										gene-MSMEI_RS09650		
OG0007553										gene-MSMEI_RS29040		
OG0007554		gene-CCNA_00747										
OG0007555				gene-FTB24_13465								
OG0007556										gene-MSMEI_RS34865		
OG0007557		gene-CCNA_03526										
OG0007558										gene-MSMEI_RS24305		
OG0007559		gene-CCNA_00507										
OG0007560										gene-MSMEI_RS23865		
OG0007561				gene-FTB24_11880								
OG0007562						gene-PA3393						
OG0007563				gene-FTB24_10400								
OG0007564	gene-SERP1543											
OG0007565							gene-NWMN_RS11095					
OG0007566										gene-MSMEI_RS30790		
OG0007567						gene-PA0561						
OG0007568		gene-CCNA_00250										
OG0007569										gene-MSMEI_RS28130		
OG0007570		gene-CCNA_02541										
OG0007571						gene-PA4018						
OG0007572						gene-PA3153						
OG0007573		gene-CCNA_02533										
OG0007574		gene-CCNA_01806										
OG0007575						gene-PA4324						
OG0007576										gene-MSMEI_RS13895		
OG0007577						gene-PA1213						
OG0007578						gene-PA2027						
OG0007579										gene-MSMEI_RS10835		
OG0007580								gene-Y11_RS11095				
OG0007581										gene-MSMEI_RS20555		
OG0007582				gene-FTB24_08110								
OG0007583												gene-b1258
OG0007584				gene-FTB24_06850								
OG0007585				gene-FTB24_14280								
OG0007586							gene-NWMN_RS05720					
OG0007587				gene-FTB24_05035								
OG0007588						gene-PA1123						
OG0007589						gene-PA0278						
OG0007590		gene-CCNA_02861										
OG0007591		gene-CCNA_01779										
OG0007592						gene-PA3791						
OG0007593					gene-FTB24_19335							
OG0007594										gene-MSMEI_RS10070		
OG0007595		gene-CCNA_03926										
OG0007596		gene-CCNA_03327										
OG0007597				gene-FTB24_09690								
OG0007598		gene-CCNA_02542										
OG0007599										gene-MSMEI_RS35525		
OG0007600				gene-FTB24_13075								
OG0007601										gene-MSMEI_RS28635		
OG0007602								gene-Y11_RS12130				
OG0007603				gene-FTB24_07425								
OG0007604												gene-b1826
OG0007605												gene-b0382
OG0007606	gene-SERP2044											
OG0007607						gene-PA0449						
OG0007608										gene-MSMEI_RS26045		
OG0007609										gene-MSMEI_RS35925		
OG0007610						gene-PA0900						
OG0007611				gene-FTB24_13320								
OG0007612						gene-PA4141						
OG0007613						gene-PA4679						
OG0007614						gene-PA1745						
OG0007615						gene-PA4636						
OG0007616				gene-FTB24_12110								
OG0007617						gene-PA0343						
OG0007618										gene-MSMEI_RS13855		
OG0007619		gene-CCNA_02067										
OG0007620										gene-MSMEI_RS04065		
OG0007621						gene-PA1305						
OG0007622				gene-FTB24_17415								
OG0007623	gene-SERP2308											
OG0007624		gene-CCNA_02115										
OG0007625												gene-b1148
OG0007626				gene-FTB24_11215								
OG0007627						gene-PA1454						
OG0007628										gene-MSMEI_RS18255		
OG0007629		gene-CCNA_01459										
OG0007630										gene-MSMEI_RS02075		
OG0007631										gene-MSMEI_RS07770		
OG0007632								gene-Y11_RS07685				
OG0007633				gene-FTB24_17525								
OG0007634						gene-PA1985						
OG0007635						gene-PA2193						
OG0007636								gene-Y11_RS06480				
OG0007637	gene-SERP1516											
OG0007638	gene-SERP2424											
OG0007639										gene-MSMEI_RS11165		
OG0007640						gene-PA3273						
OG0007641										gene-MSMEI_RS26880		
OG0007642										gene-MSMEI_RS05815		
OG0007643		gene-CCNA_03098										
OG0007644		gene-CCNA_03899										
OG0007645				gene-FTB24_15295								
OG0007646	gene-SERP1633											
OG0007647								gene-Y11_RS24090				
OG0007648								gene-Y11_RS06085				
OG0007649				gene-FTB24_09370								
OG0007650												gene-b1182
OG0007651		gene-CCNA_03763										
OG0007652				gene-FTB24_14760								
OG0007653				gene-FTB24_13040								
OG0007654						gene-PA1755						
OG0007655												gene-b4606
OG0007656		gene-CCNA_03080										
OG0007657						gene-PA3771						
OG0007658										gene-MSMEI_RS30710		
OG0007659										gene-MSMEI_RS31025		
OG0007660				gene-FTB24_00375								
OG0007661										gene-MSMEI_RS35380		
OG0007662						gene-PA1378						
OG0007663		gene-CCNA_02657										
OG0007664						gene-PA4537						
OG0007665				gene-FTB24_08485								
OG0007666		gene-CCNA_02850										
OG0007667						gene-PA0377						
OG0007668										gene-MSMEI_RS07905		
OG0007669		gene-CCNA_02988										
OG0007670	gene-SERP0008											
OG0007671						gene-PA0307						
OG0007672										gene-MSMEI_RS23525		
OG0007673										gene-MSMEI_RS34135		
OG0007674		gene-CCNA_02229										
OG0007675												gene-b4545
OG0007676										gene-MSMEI_RS07365		
OG0007677										gene-MSMEI_RS20175		
OG0007678						gene-PA2140						
OG0007679										gene-MSMEI_RS10495		
OG0007680												gene-b4085
OG0007681										gene-MSMEI_RS22200		
OG0007682										gene-MSMEI_RS01770		
OG0007683												gene-b3479
OG0007684		gene-CCNA_01785										
OG0007685								gene-Y11_RS21775				
OG0007686										gene-MSMEI_RS24390		
OG0007687								gene-Y11_RS11625				
OG0007688		gene-CCNA_00539										
OG0007689				gene-FTB24_03300								
OG0007690	gene-SERP2479											
OG0007691				gene-FTB24_07500								
OG0007692								gene-Y11_RS00570				
OG0007693												gene-b1532
OG0007694												gene-b4822
OG0007695										gene-MSMEI_RS17805		
OG0007696								gene-Y11_RS04755				
OG0007697		gene-CCNA_01546										
OG0007698		gene-CCNA_03008										
OG0007699				gene-FTB24_01530								
OG0007700				gene-FTB24_14615								
OG0007701										gene-MSMEI_RS35975		
OG0007702						gene-PA2161						
OG0007703						gene-PA2633						
OG0007704										gene-MSMEI_RS29765		
OG0007705								gene-Y11_RS06585				
OG0007706				gene-FTB24_11000								
OG0007707						gene-PA5207						
OG0007708		gene-CCNA_01270										
OG0007709				gene-FTB24_01720								
OG0007710		gene-CCNA_03780										
OG0007711										gene-MSMEI_RS26435		
OG0007712												gene-b4689
OG0007713						gene-PA1606						
OG0007714				gene-FTB24_12855								
OG0007715												gene-b2106
OG0007716										gene-MSMEI_RS29225		
OG0007717								gene-Y11_RS12890				
OG0007718		gene-CCNA_02714										
OG0007719								gene-Y11_RS23480				
OG0007720								gene-Y11_RS04570				
OG0007721						gene-PA3850						
OG0007722						gene-PA0429						
OG0007723										gene-MSMEI_RS35540		
OG0007724						gene-PA1394						
OG0007725		gene-CCNA_01722										
OG0007726												gene-b0322
OG0007727									gene-Y11_RS21160			
OG0007728												gene-b2121
OG0007729		gene-CCNA_03208										
OG0007730										gene-MSMEI_RS20640		
OG0007731		gene-CCNA_02319										
OG0007732										gene-MSMEI_RS29475		
OG0007733										gene-MSMEI_RS09740		
OG0007734										gene-MSMEI_RS16725		
OG0007735		gene-CCNA_02105										
OG0007736										gene-MSMEI_RS25840		
OG0007737	gene-SERP0470											
OG0007738		gene-CCNA_03133										
OG0007739						gene-PA3485						
OG0007740				gene-FTB24_00980								
OG0007741		gene-CCNA_01532										
OG0007742						gene-PA5226						
OG0007743												gene-b4815
OG0007744										gene-MSMEI_RS28745		
OG0007745										gene-MSMEI_RS12670		
OG0007746										gene-MSMEI_RS32035		
OG0007747				gene-FTB24_15110								
OG0007748												gene-b4253
OG0007749						gene-PA5254						
OG0007750				gene-FTB24_13620								
OG0007751		gene-CCNA_02633										
OG0007752						gene-PA4533						
OG0007753										gene-MSMEI_RS19815		
OG0007754				gene-FTB24_06945								
OG0007755		gene-CCNA_00466										
OG0007756		gene-CCNA_00274										
OG0007757				gene-FTB24_14430								
OG0007758						gene-PA2149						
OG0007759				gene-FTB24_04765								
OG0007760										gene-MSMEI_RS04070		
OG0007761				gene-FTB24_06290								
OG0007762		gene-CCNA_00259										
OG0007763		gene-CCNA_03912										
OG0007764		gene-CCNA_00635										
OG0007765										gene-MSMEI_RS18445		
OG0007766						gene-PA0274						
OG0007767		gene-CCNA_03487										
OG0007768										gene-MSMEI_RS08335		
OG0007769										gene-MSMEI_RS33720		
OG0007770		gene-CCNA_00861										
OG0007771				gene-FTB24_09985								
OG0007772				gene-FTB24_15515								
OG0007773				gene-FTB24_14730								
OG0007774		gene-CCNA_00271										
OG0007775		gene-CCNA_03488										
OG0007776				gene-FTB24_01855								
OG0007777		gene-CCNA_02242										
OG0007778								gene-Y11_RS24045				
OG0007779										gene-MSMEI_RS21185		
OG0007780				gene-FTB24_07895								
OG0007781		gene-CCNA_01599										
OG0007782										gene-MSMEI_RS35415		
OG0007783												gene-b1043
OG0007784						gene-PA2674						
OG0007785		gene-CCNA_00585										
OG0007786												gene-b0994
OG0007787										gene-MSMEI_RS19000		
OG0007788		gene-CCNA_02986										
OG0007789				gene-FTB24_02780								
OG0007790												gene-b1407
OG0007791										gene-MSMEI_RS35480		
OG0007792				gene-FTB24_17620								
OG0007793	gene-SERP1131											
OG0007794						gene-PA0641						
OG0007795				gene-FTB24_09550								
OG0007796	gene-SERP1361											
OG0007797						gene-PA2797						
OG0007798						gene-PA2632						
OG0007799						gene-PA3072						
OG0007800												gene-b4791
OG0007801		gene-CCNA_00547										
OG0007802												gene-b4309
OG0007803												gene-b1120
OG0007804				gene-FTB24_08095								
OG0007805										gene-MSMEI_RS22260		
OG0007806										gene-MSMEI_RS06170		
OG0007807				gene-FTB24_09500								
OG0007808						gene-PA0571						
OG0007809				gene-FTB24_04615								
OG0007810										gene-MSMEI_RS07760		
OG0007811												gene-b2043
OG0007812				gene-FTB24_05840								
OG0007813										gene-MSMEI_RS19785		
OG0007814				gene-FTB24_09230								
OG0007815			gene-NRS_2373									
OG0007816												gene-b1565
OG0007817		gene-CCNA_01293										
OG0007818										gene-MSMEI_RS18655		
OG0007819						gene-PA1259						
OG0007820										gene-MSMEI_RS30755		
OG0007821										gene-MSMEI_RS35790		
OG0007822								gene-Y11_RS01540				
OG0007823										gene-MSMEI_RS27580		
OG0007824		gene-CCNA_02207										
OG0007825						gene-PA2288						
OG0007826										gene-MSMEI_RS29360		
OG0007827								gene-Y11_RS10125				
OG0007828										gene-MSMEI_RS01840		
OG0007829						gene-PA4220						
OG0007830		gene-CCNA_02743										
OG0007831												gene-b1147
OG0007832						gene-PA1091						
OG0007833		gene-CCNA_00082										
OG0007834										gene-MSMEI_RS18685		
OG0007835										gene-MSMEI_RS28040		
OG0007836										gene-MSMEI_RS19335		
OG0007837	gene-SERP0031											
OG0007838								gene-Y11_RS02765				
OG0007839												gene-b1051
OG0007840										gene-MSMEI_RS28970		
OG0007841						gene-PA2503						
OG0007842								gene-Y11_RS19875				
OG0007843										gene-MSMEI_RS09700		
OG0007844	gene-SERP2535											
OG0007845								gene-Y11_RS16715				
OG0007846		gene-CCNA_00326										
OG0007847												gene-b0568
OG0007848												gene-b4797
OG0007849						gene-PA2021						
OG0007850						gene-PA5089						
OG0007851								gene-Y11_RS05745				
OG0007852												gene-b4301
OG0007853						gene-PA4222						
OG0007854		gene-CCNA_00526										
OG0007855												gene-b3263
OG0007856						gene-PA2935						
OG0007857										gene-MSMEI_RS29230		
OG0007858		gene-CCNA_02102										
OG0007859												gene-b2824
OG0007860						gene-PA5548						
OG0007861				gene-FTB24_16245								
OG0007862										gene-MSMEI_RS10745		
OG0007863										gene-MSMEI_RS17080		
OG0007864		gene-CCNA_01793										
OG0007865										gene-MSMEI_RS00205		
OG0007866						gene-PA2038						
OG0007867						gene-PA0827						
OG0007868												gene-b2672
OG0007869								gene-Y11_RS07675				
OG0007870										gene-MSMEI_RS04555		
OG0007871												gene-b3120
OG0007872										gene-MSMEI_RS35460		
OG0007873				gene-FTB24_04585								
OG0007874						gene-PA0769						
OG0007875		gene-CCNA_03253										
OG0007876										gene-MSMEI_RS07215		
OG0007877						gene-PA0734						
OG0007878						gene-PA1921						
OG0007879						gene-PA1244						
OG0007880										gene-MSMEI_RS28465		
OG0007881										gene-MSMEI_RS08105		
OG0007882		gene-CCNA_03705										
OG0007883			gene-NRS_824									
OG0007884						gene-PA0910						
OG0007885										gene-MSMEI_RS04620		
OG0007886								gene-Y11_RS22750				
OG0007887										gene-MSMEI_RS06310		
OG0007888								gene-Y11_RS04460				
OG0007889		gene-CCNA_03324										
OG0007890												gene-b0549
OG0007891						gene-PA1206						
OG0007892						gene-PA1478						
OG0007893		gene-CCNA_00686										
OG0007894										gene-MSMEI_RS13840		
OG0007895												gene-b2602
OG0007896										gene-MSMEI_RS12705		
OG0007897		gene-CCNA_02984										
OG0007898										gene-MSMEI_RS27425		
OG0007899												gene-b4798
OG0007900										gene-MSMEI_RS25740		
OG0007901						gene-PA4313						
OG0007902		gene-CCNA_02664										
OG0007903		gene-CCNA_02382										
OG0007904												gene-b3594
OG0007905						gene-PA2560						
OG0007906										gene-MSMEI_RS00220		
OG0007907			gene-NRS_1512									
OG0007908										gene-MSMEI_RS20685		
OG0007909				gene-FTB24_09455								
OG0007910	gene-SERP1621											
OG0007911				gene-FTB24_15745								
OG0007912										gene-MSMEI_RS14960		
OG0007913				gene-FTB24_09210								
OG0007914										gene-MSMEI_RS35360		
OG0007915							gene-NWMN_RS15770					
OG0007916								gene-Y11_RS09955				
OG0007917						gene-PA4684						
OG0007918				gene-FTB24_02270								
OG0007919						gene-PA1428a						
OG0007920												gene-b2377
OG0007921												gene-b3082
OG0007922												gene-b3393
OG0007923						gene-PA0415						
OG0007924										gene-MSMEI_RS17370		
OG0007925				gene-FTB24_07845								
OG0007926		gene-CCNA_00792										
OG0007927										gene-MSMEI_RS20570		
OG0007928						gene-PA3238						
OG0007929						gene-PA4033						
OG0007930						gene-PA3074						
OG0007931		gene-CCNA_01219										
OG0007932										gene-MSMEI_RS17205		
OG0007933						gene-PA2429						
OG0007934				gene-FTB24_16780								
OG0007935							gene-NWMN_RS05615					
OG0007936				gene-FTB24_07825								
OG0007937				gene-FTB24_12175								
OG0007938				gene-FTB24_07470								
OG0007939										gene-MSMEI_RS31770		
OG0007940						gene-PA1308						
OG0007941						gene-PA5191						
OG0007942												gene-b1165
OG0007943										gene-MSMEI_RS22915		
OG0007944								gene-Y11_RS00150				
OG0007945						gene-PA2767						
OG0007946										gene-MSMEI_RS30330		
OG0007947		gene-CCNA_02805										
OG0007948		gene-CCNA_02116										
OG0007949										gene-MSMEI_RS01825		
OG0007950	gene-SERP0506											
OG0007951				gene-FTB24_04855								
OG0007952										gene-MSMEI_RS27545		
OG0007953	gene-SERP0231											
OG0007954										gene-MSMEI_RS29460		
OG0007955	gene-SERP0277											
OG0007956										gene-MSMEI_RS25595		
OG0007957												gene-b1625
OG0007958						gene-PA0911						
OG0007959				gene-FTB24_07035								
OG0007960						gene-PA3550						
OG0007961						gene-PA0914						
OG0007962								gene-Y11_RS04310				
OG0007963								gene-Y11_RS04315				
OG0007964						gene-PA3018						
OG0007965								gene-Y11_RS11640				
OG0007966	gene-SERP1506											
OG0007967												gene-b4721
OG0007968										gene-MSMEI_RS00725		
OG0007969				gene-FTB24_07365								
OG0007970		gene-CCNA_00120										
OG0007971						gene-PA1453						
OG0007972		gene-CCNA_02238										
OG0007973										gene-MSMEI_RS21545		
OG0007974												gene-b1553
OG0007975												gene-b4728
OG0007976		gene-CCNA_02522										
OG0007977										gene-MSMEI_RS35385		
OG0007978				gene-FTB24_11800								
OG0007979										gene-MSMEI_RS05545		
OG0007980								gene-Y11_RS08400				
OG0007981										gene-MSMEI_RS30315		
OG0007982				gene-FTB24_08975								
OG0007983				gene-FTB24_01735								
OG0007984								gene-Y11_RS07835				
OG0007985				gene-FTB24_11445								
OG0007986	gene-SERP2414											
OG0007987										gene-MSMEI_RS04505		
OG0007988				gene-FTB24_09110								
OG0007989		gene-CCNA_02835										
OG0007990												gene-b1551
OG0007991						gene-PA2559a						
OG0007992		gene-CCNA_02166										
OG0007993						gene-PA0862						
OG0007994						gene-PA0064						
OG0007995				gene-FTB24_15380								
OG0007996				gene-FTB24_00590								
OG0007997										gene-MSMEI_RS27735		
OG0007998										gene-MSMEI_RS36110		
OG0007999		gene-CCNA_00987										
OG0008000												gene-b4788
OG0008001								gene-Y11_RS14505				
OG0008002				gene-FTB24_08580								
OG0008003						gene-PA1710						
OG0008004										gene-MSMEI_RS08275		
OG0008005				gene-FTB24_14100								
OG0008006	gene-SERP2267											
OG0008007		gene-CCNA_03020										
OG0008008								gene-Y11_RS03370				
OG0008009										gene-MSMEI_RS26895		
OG0008010		gene-CCNA_00855										
OG0008011		gene-CCNA_01581										
OG0008012										gene-MSMEI_RS11710		
OG0008013												gene-b3079
OG0008014		gene-CCNA_00516										
OG0008015		gene-CCNA_03600										
OG0008016	gene-SERP2227											
OG0008017										gene-MSMEI_RS16555		
OG0008018										gene-MSMEI_RS27130		
OG0008019				gene-FTB24_04960								
OG0008020										gene-MSMEI_RS11145		
OG0008021		gene-CCNA_03661										
OG0008022										gene-MSMEI_RS12290		
OG0008023												gene-b0689
OG0008024		gene-CCNA_02021										
OG0008025										gene-MSMEI_RS08955		
OG0008026						gene-PA2789						
OG0008027						gene-PA2085						
OG0008028	gene-SERP1991											
OG0008029		gene-CCNA_01055										
OG0008030		gene-CCNA_03443										
OG0008031				gene-FTB24_07020								
OG0008032										gene-MSMEI_RS34240		
OG0008033				gene-FTB24_01710								
OG0008034										gene-MSMEI_RS09760		
OG0008035										gene-MSMEI_RS34305		
OG0008036								gene-Y11_RS23650				
OG0008037				gene-FTB24_00730								
OG0008038						gene-PA2396						
OG0008039		gene-CCNA_03910										
OG0008040								gene-Y11_RS19230				
OG0008041						gene-PA2671						
OG0008042												gene-b4588
OG0008043								gene-Y11_RS16075				
OG0008044				gene-FTB24_12100								
OG0008045												gene-b3488
OG0008046										gene-MSMEI_RS13745		
OG0008047										gene-MSMEI_RS26570		
OG0008048										gene-MSMEI_RS24440		
OG0008049												gene-b4534
OG0008050												gene-b1673
OG0008051								gene-Y11_RS08795				
OG0008052		gene-CCNA_01469										
OG0008053										gene-MSMEI_RS20835		
OG0008054												gene-b4785
OG0008055						gene-PA1149						
OG0008056						gene-PA0050						
OG0008057	gene-SERP0493											
OG0008058										gene-MSMEI_RS05565		
OG0008059										gene-MSMEI_RS21220		
OG0008060								gene-Y11_RS03170				
OG0008061										gene-MSMEI_RS14420		
OG0008062		gene-CCNA_03620										
OG0008063						gene-PA4326						
OG0008064						gene-PA2240						
OG0008065										gene-MSMEI_RS30075		
OG0008066												gene-b0193
OG0008067		gene-CCNA_02949										
OG0008068						gene-PA1895						
OG0008069		gene-CCNA_00216										
OG0008070										gene-MSMEI_RS20775		
OG0008071												gene-b2345
OG0008072		gene-CCNA_01049										
OG0008073	gene-SERP0007											
OG0008074		gene-CCNA_03466										
OG0008075				gene-FTB24_09055								
OG0008076		gene-CCNA_03170										
OG0008077										gene-MSMEI_RS07930		
OG0008078						gene-PA0063						
OG0008079										gene-MSMEI_RS07040		
OG0008080										gene-MSMEI_RS24725		
OG0008081										gene-MSMEI_RS32720		
OG0008082				gene-FTB24_16700								
OG0008083										gene-MSMEI_RS34720		
OG0008084										gene-MSMEI_RS32150		
OG0008085						gene-PA0549						
OG0008086										gene-MSMEI_RS22910		
OG0008087		gene-CCNA_02147										
OG0008088										gene-MSMEI_RS24535		
OG0008089	gene-SERP2171											
OG0008090						gene-PA2225						
OG0008091		gene-CCNA_02430										
OG0008092	gene-SERP1594											
OG0008093		gene-CCNA_02875										
OG0008094										gene-MSMEI_RS22195		
OG0008095		gene-CCNA_03380										
OG0008096								gene-Y11_RS12615				
OG0008097						gene-PA4883						
OG0008098										gene-MSMEI_RS17095		
OG0008099		gene-CCNA_03971										
OG0008100		gene-CCNA_03564										
OG0008101				gene-FTB24_15495								
OG0008102						gene-PA3084						
OG0008103										gene-MSMEI_RS10565		
OG0008104										gene-MSMEI_RS25455		
OG0008105		gene-CCNA_03929										
OG0008106		gene-CCNA_03155										
OG0008107												gene-b1029
OG0008108										gene-MSMEI_RS27525		
OG0008109	gene-SERP2106											
OG0008110								gene-Y11_RS03125				
OG0008111								gene-Y11_RS19895				
OG0008112	gene-SERP1636											
OG0008113				gene-FTB24_12185								
OG0008114				gene-FTB24_07360								
OG0008115			gene-NRS_1419									
OG0008116												gene-b0559
OG0008117						gene-PA0251						
OG0008118								gene-Y11_RS08820				
OG0008119										gene-MSMEI_RS23985		
OG0008120										gene-MSMEI_RS26090		
OG0008121						gene-PA2730						
OG0008122												gene-b0977
OG0008123						gene-PA0038						
OG0008124										gene-MSMEI_RS06220		
OG0008125				gene-FTB24_08560								
OG0008126						gene-PA3496						
OG0008127		gene-CCNA_03983										
OG0008128	gene-SERP1928											
OG0008129												gene-b1461
OG0008130						gene-PA2989						
OG0008131						gene-PA0907						
OG0008132						gene-PA5108						
OG0008133						gene-PA0170						
OG0008134								gene-Y11_RS01530				
OG0008135				gene-FTB24_17395								
OG0008136						gene-PA5136						
OG0008137										gene-MSMEI_RS18030		
OG0008138										gene-MSMEI_RS13915		
OG0008139	gene-SERP1628											
OG0008140										gene-MSMEI_RS01585		
OG0008141				gene-FTB24_05180								
OG0008142										gene-MSMEI_RS08130		
OG0008143	gene-SERP1617											
OG0008144						gene-PA2774						
OG0008145				gene-FTB24_16255								
OG0008146						gene-PA3507						
OG0008147										gene-MSMEI_RS12300		
OG0008148				gene-FTB24_09890								
OG0008149		gene-CCNA_01143										
OG0008150						gene-PA1487						
OG0008151				gene-FTB24_17155								
OG0008152								gene-Y11_RS23310				
OG0008153						gene-PA2807						
OG0008154		gene-CCNA_02869										
OG0008155				gene-FTB24_11210								
OG0008156												gene-b4225
OG0008157						gene-PA1975						
OG0008158		gene-CCNA_00735										
OG0008159		gene-CCNA_00046										
OG0008160						gene-PA2504						
OG0008161							gene-NWMN_RS15885					
OG0008162						gene-PA1118						
OG0008163		gene-CCNA_00798										
OG0008164										gene-MSMEI_RS27470		
