# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR38081879_sorted.bam" "SRR38081882_sorted.bam" "SRR38081881_sorted.bam" "SRR38081880_sorted.bam" "SRR38081883_sorted.bam" "SRR38081884_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR38081879_sorted.bam	SRR38081882_sorted.bam	SRR38081881_sorted.bam	SRR38081880_sorted.bam	SRR38081883_sorted.bam	SRR38081884_sorted.bam
gene-HB27c_C0658	CP053287.1	627408	628331	-	924	20	24	31	95	46	87
gene-HB27c_C0659	CP053287.1	628351	629337	+	987	8	9	24	45	34	56
gene-HB27c_C0660	CP053287.1	629400	629993	+	594	79	91	129	274	210	398
gene-HB27c_C0661	CP053287.1	629990	630958	+	969	79	81	96	215	143	267
gene-HB27c_C0662	CP053287.1	630926	632353	-	1428	77	92	118	268	132	245
gene-HB27c_C0663	CP053287.1	632401	632898	-	498	5	9	15	18	8	33
gene-HB27c_C0664	CP053287.1	632905	634428	-	1524	10	13	25	57	40	76
gene-HB27c_C0665	CP053287.1	634429	636255	+	1827	17	20	27	55	42	70
gene-HB27c_C0666	CP053287.1	636250	638823	-	2574	9	11	28	72	31	75
gene-HB27c_C0667	CP053287.1	638820	641030	-	2211	5	16	27	31	30	56
gene-HB27c_C0668	CP053287.1	641078	641692	-	615	11	10	44	53	37	83
gene-HB27c_C0669	CP053287.1	641670	642212	-	543	5	10	19	35	30	51
gene-HB27c_C0670	CP053287.1	642225	642980	-	756	8	16	23	35	23	54
gene-HB27c_C0671	CP053287.1	643113	643766	+	654	1	4	7	11	7	27
gene-HB27c_C0672	CP053287.1	643756	644973	+	1218	3	2	11	13	8	33
gene-HB27c_C0673	CP053287.1	644999	646255	+	1257	8	9	31	37	48	79
gene-HB27c_C0674	CP053287.1	646252	647277	+	1026	18	5	24	33	43	96
gene-HB27c_C0675	CP053287.1	647277	648590	+	1314	9	19	44	64	57	138
gene-HB27c_C0676	CP053287.1	648593	649279	+	687	7	10	17	18	28	55
gene-HB27c_C0677	CP053287.1	649272	650531	+	1260	15	23	30	40	58	101
gene-HB27c_C0678	CP053287.1	650879	651145	+	267	7	19	22	52	35	90
gene-HB27c_C0679	CP053287.1	651142	651936	+	795	13	13	48	82	86	237
gene-HB27c_C0680	CP053287.1	651933	652577	+	645	50	57	93	191	164	437
gene-HB27c_C0681	CP053287.1	653301	653630	+	330	5	11	8	22	24	39
gene-HB27c_C0682	CP053287.1	653710	653925	+	216	0	2	0	3	4	7
gene-HB27c_C0683	CP053287.1	653929	654123	+	195	0	1	1	2	0	3
gene-HB27c_C0684	CP053287.1	654110	654991	+	882	0	4	4	4	2	7
gene-HB27c_C0685	CP053287.1	654988	656772	+	1785	5	3	3	7	2	11
gene-HB27c_C0686	CP053287.1	656769	657104	+	336	1	2	1	1	1	2
gene-HB27c_C0687	CP053287.1	657414	657980	+	567	1	3	3	3	2	4
gene-HB27c_C0688	CP053287.1	657946	658230	+	285	0	2	2	1	4	1
gene-HB27c_C0689	CP053287.1	659540	659860	+	321	3	4	6	18	3	21
gene-HB27c_C0690	CP053287.1	659876	660274	+	399	6	9	9	19	13	31
gene-HB27c_C0691	CP053287.1	660317	661885	-	1569	16	28	51	102	45	109
gene-HB27c_C0692	CP053287.1	662340	662519	+	180	1	5	26	40	16	32
gene-HB27c_C0693	CP053287.1	662640	663815	+	1176	21	32	76	149	84	137
gene-HB27c_C0694	CP053287.1	663893	663967	-	75	0	6	11	11	50	19
gene-HB27c_C0695	CP053287.1	664109	664966	+	858	951	1142	1481	3123	2200	3967
gene-HB27c_C0696	CP053287.1	664969	665823	-	855	90	150	188	442	296	664
gene-HB27c_C0697	CP053287.1	665858	666436	+	579	28	21	36	84	46	75
gene-HB27c_C0698	CP053287.1	666481	666921	-	441	116	222	802	1333	1106	2452
gene-HB27c_C0699	CP053287.1	666978	667697	-	720	46	65	92	266	113	220
gene-HB27c_C0700	CP053287.1	667697	668185	-	489	16	34	67	111	54	121
gene-HB27c_C0701	CP053287.1	668219	668437	-	219	14	32	52	84	35	70
gene-HB27c_C0702	CP053287.1	668496	668762	-	267	49	128	558	548	804	1415
gene-HB27c_C0703	CP053287.1	668767	670071	-	1305	77	159	589	769	874	1433
gene-HB27c_C0704	CP053287.1	670169	670642	-	474	57	64	135	237	217	401
gene-HB27c_C0705	CP053287.1	670639	671067	-	429	62	74	134	250	184	323
gene-HB27c_C0706	CP053287.1	671078	672733	-	1656	169	225	399	783	519	1162
gene-HB27c_C0707	CP053287.1	672788	673663	-	876	69	96	226	488	244	647
gene-HB27c_C0708	CP053287.1	673664	675142	-	1479	213	396	813	1425	744	2157
gene-HB27c_C0709	CP053287.1	675147	675617	-	471	53	90	231	396	270	503
gene-HB27c_C0710	CP053287.1	675693	676055	-	363	25	30	66	111	106	195
gene-HB27c_C0711	CP053287.1	676060	676338	-	279	18	13	28	70	48	114
gene-HB27c_C0712	CP053287.1	676413	676832	-	420	38	94	122	210	132	384
gene-HB27c_C0713	CP053287.1	676810	677772	-	963	90	107	324	212	323	1148
gene-HB27c_C0714	CP053287.1	677769	678122	-	354	26	23	50	59	73	112
gene-HB27c_C0715	CP053287.1	678119	679096	-	978	98	116	202	226	211	472
gene-HB27c_C0716	CP053287.1	679099	680400	-	1302	41	54	109	176	99	297
gene-HB27c_C0717	CP053287.1	680421	681212	+	792	5	8	28	45	20	39
gene-HB27c_C0718	CP053287.1	681294	681869	+	576	11	25	31	74	31	66
gene-HB27c_C0719	CP053287.1	681871	684375	+	2505	89	123	152	312	205	436
gene-HB27c_C0720	CP053287.1	684400	685713	+	1314	70	107	185	295	250	364
gene-HB27c_C0721	CP053287.1	685723	686265	+	543	59	82	152	257	213	360
gene-HB27c_C0722	CP053287.1	686268	687305	+	1038	68	73	184	248	227	394
gene-HB27c_C0723	CP053287.1	687272	688549	-	1278	9	20	42	66	46	76
gene-HB27c_C0724	CP053287.1	688641	689993	-	1353	13	23	84	112	74	159
gene-HB27c_C0725	CP053287.1	690082	692202	-	2121	12	24	36	55	36	66
gene-HB27c_C0726	CP053287.1	692251	693450	-	1200	44	63	86	155	96	144
gene-HB27c_C0727	CP053287.1	693450	694034	-	585	10	18	23	56	19	46
gene-HB27c_C0728	CP053287.1	694035	695168	-	1134	69	192	368	753	407	1240
gene-HB27c_C0729	CP053287.1	695384	696664	-	1281	30	112	340	722	426	830
gene-HB27c_C0730	CP053287.1	696661	697332	-	672	19	53	171	346	213	441
gene-HB27c_C0731	CP053287.1	697746	700877	+	3132	205	310	687	1266	788	1701
gene-HB27c_C0732	CP053287.1	700971	702005	+	1035	21	34	99	196	127	194
gene-HB27c_C0733	CP053287.1	702029	702883	+	855	27	33	73	138	93	183
gene-HB27c_C0734	CP053287.1	702885	704120	+	1236	23	29	77	115	73	160
gene-HB27c_C0735	CP053287.1	704152	704769	-	618	2	13	33	60	49	55
gene-HB27c_C0736	CP053287.1	704750	705742	-	993	16	55	239	385	267	533
gene-HB27c_C0737	CP053287.1	705797	706012	-	216	26	84	246	294	243	683
gene-HB27c_C0738	CP053287.1	706877	707311	+	435	22	86	118	316	116	251
gene-HB27c_C0739	CP053287.1	707317	708165	+	849	35	46	84	178	105	180
gene-HB27c_C0740	CP053287.1	708162	708407	+	246	8	8	16	39	20	34
gene-HB27c_C0741	CP053287.1	708404	709723	+	1320	38	42	87	277	131	232
gene-HB27c_C0742	CP053287.1	709815	711023	+	1209	21	25	103	123	140	247
gene-HB27c_C0743	CP053287.1	710999	711697	+	699	11	22	71	77	83	193
gene-HB27c_C0744	CP053287.1	711688	712545	+	858	15	33	80	120	104	234
gene-HB27c_C0745	CP053287.1	712542	713795	+	1254	27	43	91	137	152	328
gene-HB27c_C0746	CP053287.1	713774	714835	+	1062	13	28	102	117	98	247
gene-HB27c_C0747	CP053287.1	714832	715851	+	1020	10	32	68	98	90	216
gene-HB27c_C0748	CP053287.1	715848	717188	+	1341	20	45	88	112	149	212
gene-HB27c_C0749	CP053287.1	717178	717975	+	798	17	29	33	60	55	103
gene-HB27c_C0750	CP053287.1	717988	718572	+	585	21	48	101	150	107	247
gene-HB27c_C0751	CP053287.1	718569	719804	+	1236	76	131	231	468	259	496
gene-HB27c_C0752	CP053287.1	719817	720875	+	1059	68	101	185	285	329	506
gene-HB27c_C0753	CP053287.1	720889	721389	+	501	19	25	59	93	81	119
gene-HB27c_C0754	CP053287.1	721486	721971	-	486	13	26	69	91	62	112
gene-HB27c_C0755	CP053287.1	722029	723162	+	1134	102	142	253	418	303	617
gene-HB27c_C0756	CP053287.1	723159	723671	-	513	49	76	168	275	186	400
gene-HB27c_C0757	CP053287.1	723690	724505	-	816	62	84	194	407	287	545
gene-HB27c_C0758	CP053287.1	724502	725716	-	1215	79	122	308	443	369	776
gene-HB27c_C0759	CP053287.1	725795	726607	+	813	22	53	133	152	115	282
gene-HB27c_C0760	CP053287.1	726604	728634	-	2031	50	79	135	184	118	219
gene-HB27c_C0761	CP053287.1	728706	729893	+	1188	458	660	1132	1428	1508	2592
gene-HB27c_C0762	CP053287.1	729952	731442	+	1491	79	106	306	587	386	624
gene-HB27c_C0763	CP053287.1	731474	732403	-	930	33	42	94	253	153	230
gene-HB27c_C0764	CP053287.1	732404	733264	-	861	31	53	97	163	139	273
gene-HB27c_C0765	CP053287.1	733261	733809	-	549	11	21	68	81	46	118
gene-HB27c_C0766	CP053287.1	733849	734871	-	1023	10	19	73	124	84	127
gene-HB27c_C0767	CP053287.1	734926	735768	+	843	52	73	119	244	201	336
gene-HB27c_C0768	CP053287.1	735755	736156	-	402	9	19	30	64	45	60
gene-HB27c_C0769	CP053287.1	736153	737586	-	1434	11	25	69	114	50	141
gene-HB27c_C0770	CP053287.1	737653	738282	+	630	73	120	254	401	313	728
gene-HB27c_C0771	CP053287.1	738279	739385	+	1107	76	81	222	367	266	715
gene-HB27c_C0772	CP053287.1	739395	740495	+	1101	42	41	82	143	171	361
gene-HB27c_C0773	CP053287.1	740492	742906	-	2415	234	357	592	1249	704	1508
gene-HB27c_C0774	CP053287.1	743019	743870	+	852	24	41	91	164	115	198
gene-HB27c_C0775	CP053287.1	743867	744799	-	933	27	50	103	191	71	132
gene-HB27c_C0776	CP053287.1	744815	745753	+	939	51	89	194	391	310	492
gene-HB27c_C0777	CP053287.1	745750	746424	+	675	21	50	96	214	103	229
gene-HB27c_C0778	CP053287.1	746417	746953	+	537	9	11	39	84	53	91
gene-HB27c_C0779	CP053287.1	746943	748928	-	1986	136	207	394	730	504	1300
gene-HB27c_C0780	CP053287.1	749003	749206	+	204	34	44	109	176	147	266
gene-HB27c_C0781	CP053287.1	749182	749637	-	456	60	69	181	339	230	472
gene-HB27c_C0782	CP053287.1	749621	750469	-	849	68	112	231	377	249	615
gene-HB27c_C0783	CP053287.1	750470	750925	-	456	34	57	123	168	130	286
gene-HB27c_C0784	CP053287.1	750909	751247	-	339	20	58	143	208	133	258
gene-HB27c_C0785	CP053287.1	751258	752595	-	1338	240	501	1024	1303	1324	2230
gene-HB27c_C0786	CP053287.1	752592	753089	-	498	117	239	535	731	702	1075
gene-HB27c_C0787	CP053287.1	753184	753738	-	555	54	92	242	363	238	514
gene-HB27c_C0788	CP053287.1	753735	754637	-	903	65	103	234	527	336	753
gene-HB27c_C0789	CP053287.1	754644	754808	-	165	7	12	25	39	15	52
gene-HB27c_C0790	CP053287.1	754818	755702	-	885	43	53	55	193	65	171
gene-HB27c_C0791	CP053287.1	755732	756613	-	882	37	34	96	149	104	219
gene-HB27c_C0792	CP053287.1	756632	757957	-	1326	42	63	137	197	150	376
gene-HB27c_C0793	CP053287.1	757975	758466	+	492	122	172	277	485	495	944
gene-HB27c_C0794	CP053287.1	758473	759063	+	591	130	170	260	419	491	922
gene-HB27c_C0795	CP053287.1	759249	759353	+	105	13	10	45	78	34	187
gene-HB27c_C0796	CP053287.1	759356	759862	+	507	32	23	95	167	84	319
gene-HB27c_C0797	CP053287.1	759866	761554	+	1689	75	102	221	489	213	703
gene-HB27c_C0798	CP053287.1	761610	762080	+	471	24	36	65	156	54	151
gene-HB27c_C0799	CP053287.1	762077	763225	+	1149	45	64	80	247	78	189
gene-HB27c_C0800	CP053287.1	763294	763563	+	270	160	407	1022	1252	1450	2154
gene-HB27c_C0801	CP053287.1	763625	765766	+	2142	266	475	1136	1880	1401	3182
gene-HB27c_C0802	CP053287.1	765823	767544	+	1722	223	385	744	1328	1200	2425
gene-HB27c_C0803	CP053287.1	767554	769983	-	2430	57	88	199	364	261	545
gene-HB27c_C0804	CP053287.1	770015	770371	-	357	8	3	13	21	17	21
gene-HB27c_C0805	CP053287.1	770349	773216	-	2868	28	40	85	142	115	237
gene-HB27c_C0806	CP053287.1	773337	774482	+	1146	117	189	296	356	312	534
gene-HB27c_C0807	CP053287.1	774494	775237	+	744	107	164	291	355	207	475
gene-HB27c_C0808	CP053287.1	775247	776191	+	945	70	92	183	303	211	298
gene-HB27c_C0809	CP053287.1	776286	776747	-	462	124	191	517	844	803	843
gene-HB27c_C0810	CP053287.1	776820	778385	+	1566	53	127	227	413	300	578
gene-HB27c_C0811	CP053287.1	778385	779044	+	660	17	43	87	169	91	178
gene-HB27c_C0812	CP053287.1	779022	780749	-	1728	34	64	112	157	185	255
gene-HB27c_C0813	CP053287.1	780785	781024	+	240	7	11	18	40	34	65
gene-HB27c_C0814	CP053287.1	781034	781165	+	132	12	19	34	88	68	117
gene-HB27c_C0815	CP053287.1	781197	782423	+	1227	145	243	507	821	648	1172
gene-HB27c_C0816	CP053287.1	782424	783797	-	1374	31	63	201	303	218	421
gene-HB27c_C0817	CP053287.1	783794	783916	-	123	1	1	6	7	3	11
gene-HB27c_C0818	CP053287.1	783926	784354	-	429	9	18	42	54	41	72
gene-HB27c_C0819	CP053287.1	784355	785593	-	1239	83	121	209	389	266	511
gene-HB27c_C0820	CP053287.1	785691	786635	+	945	213	261	909	1063	1589	2955
gene-HB27c_C0821	CP053287.1	786698	788671	+	1974	45	113	430	600	515	1401
gene-HB27c_C0822	CP053287.1	788678	789412	+	735	22	35	140	219	216	430
gene-HB27c_C0823	CP053287.1	789419	789835	+	417	9	15	71	66	111	132
gene-HB27c_C0824	CP053287.1	789810	790637	-	828	23	25	73	97	63	126
gene-HB27c_C0825	CP053287.1	790641	791054	-	414	5	14	26	57	18	48
gene-HB27c_C0826	CP053287.1	791114	791725	-	612	8	17	22	28	27	35
gene-HB27c_C0827	CP053287.1	791752	792516	+	765	21	29	47	129	73	121
gene-HB27c_C0828	CP053287.1	792521	793228	+	708	16	15	55	90	45	67
gene-HB27c_C0829	CP053287.1	793216	793533	+	318	16	48	95	142	56	103
gene-HB27c_C0830	CP053287.1	793530	795530	+	2001	42	54	176	242	171	300
gene-HB27c_C0831	CP053287.1	795502	796065	+	564	31	62	95	122	110	326
gene-HB27c_C0832	CP053287.1	796049	798637	-	2589	217	299	600	675	800	1423
gene-HB27c_C0833	CP053287.1	798692	799477	-	786	110	164	467	584	542	1432
gene-HB27c_C0834	CP053287.1	799543	800307	-	765	280	419	974	1390	1173	2924
gene-HB27c_C0835	CP053287.1	800348	802807	-	2460	195	227	490	876	591	1290
gene-HB27c_C0836	CP053287.1	802822	804294	-	1473	9	33	99	198	112	304
gene-HB27c_C0837	CP053287.1	804263	805603	-	1341	26	36	93	146	103	226
gene-HB27c_C0838	CP053287.1	805617	806921	-	1305	22	62	181	250	279	560
gene-HB27c_C0839	CP053287.1	806962	807465	-	504	20	21	73	88	119	192
gene-HB27c_C0840	CP053287.1	807825	808670	-	846	10	24	49	91	71	126
gene-HB27c_C0841	CP053287.1	808678	809430	-	753	6	13	13	45	32	52
gene-HB27c_C0842	CP053287.1	809406	810194	-	789	6	13	27	40	44	43
gene-HB27c_C0843	CP053287.1	810157	810642	-	486	10	18	34	61	50	59
gene-HB27c_C0844	CP053287.1	810704	812251	-	1548	13	15	35	66	72	194
gene-HB27c_C0845	CP053287.1	812238	812972	-	735	8	13	34	44	55	108
gene-HB27c_C0846	CP053287.1	812983	815070	-	2088	42	70	148	247	205	446
gene-HB27c_C0847	CP053287.1	815087	815446	-	360	18	34	51	93	62	151
gene-HB27c_C0848	CP053287.1	815493	815566	-	74	3	4	18	25	22	72
gene-HB27c_C0849	CP053287.1	815617	815742	-	126	8	7	13	16	13	25
gene-HB27c_C0850	CP053287.1	816035	817141	-	1107	11	20	70	106	125	195
gene-HB27c_C0851	CP053287.1	817216	817878	+	663	9	21	65	52	43	76
gene-HB27c_C0852	CP053287.1	817868	818998	+	1131	18	26	81	78	114	217
gene-HB27c_C0853	CP053287.1	818974	819537	+	564	15	17	61	59	70	107
gene-HB27c_C0854	CP053287.1	819534	820322	+	789	16	12	61	57	68	133
gene-HB27c_C0855	CP053287.1	820333	820791	+	459	8	20	58	53	60	184
gene-HB27c_C0856	CP053287.1	820788	822515	+	1728	19	26	95	75	108	276
gene-HB27c_C0857	CP053287.1	822520	823059	+	540	25	30	96	124	97	188
gene-HB27c_C0858	CP053287.1	823180	823617	-	438	37	93	200	345	267	617
gene-HB27c_C0859	CP053287.1	823614	823886	-	273	25	55	119	182	140	283
gene-HB27c_C0860	CP053287.1	823906	824484	-	579	20	22	68	71	77	147
gene-HB27c_C0861	CP053287.1	824525	825151	-	627	2170	4619	9527	10724	8857	20861
gene-HB27c_C0862	CP053287.1	825269	826414	-	1146	20	28	54	91	89	245
gene-HB27c_C0863	CP053287.1	826405	827451	-	1047	19	31	97	93	97	229
gene-HB27c_C0864	CP053287.1	827445	827960	-	516	4	18	69	56	61	166
gene-HB27c_C0865	CP053287.1	827965	828870	-	906	10	28	110	110	227	657
gene-HB27c_C0866	CP053287.1	828914	829597	-	684	31	311	47	133	75	155
gene-HB27c_C0867	CP053287.1	829590	829898	-	309	61	18	56	88	81	119
gene-HB27c_C0868	CP053287.1	830105	830704	-	600	17	33	65	116	102	189
gene-HB27c_C0869	CP053287.1	830789	831562	-	774	33	42	61	122	3890	167
gene-HB27c_C0870	CP053287.1	831589	832584	+	996	38	43	70	100	119	139
gene-HB27c_C0871	CP053287.1	832641	833417	+	777	29	40	914	91	480	201
gene-HB27c_C0874	CP053287.1	833935	835509	-	1575	110	68	160	282	164	579
gene-HB27c_C0875	CP053287.1	835503	836030	-	528	16	67	26	43	26	132
gene-HB27c_C0876	CP053287.1	836056	837618	-	1563	147	100	190	290	239	476
gene-HB27c_C0877	CP053287.1	837676	838689	-	1014	54	104	191	818	173	462
gene-HB27c_C0878	CP053287.1	838686	839198	-	513	20	20	88	67	41	109
gene-HB27c_C0879	CP053287.1	839195	840883	-	1689	75	180	164	438	412	625
gene-HB27c_C0880	CP053287.1	841038	842018	-	981	160	65	157	246	641	682
gene-HB27c_C0881	CP053287.1	842176	842646	+	471	1	2	3	5	3	6
gene-HB27c_C0882	CP053287.1	842680	843261	+	582	2	4	3	7	1	5
gene-HB27c_C0883	CP053287.1	843258	843959	+	702	2	5	3	18	6	15
gene-HB27c_C0884	CP053287.1	843970	845634	+	1665	5	9	8	22	13	33
gene-HB27c_C0885	CP053287.1	845865	846260	+	396	1009	1916	5025	4947	7515	15279
gene-HB27c_C0886	CP053287.1	846317	847609	-	1293	86	181	1213	730	701	1689
gene-HB27c_C0887	CP053287.1	847866	848378	+	513	13	22	41	57	40	69
gene-HB27c_C0888	CP053287.1	848454	848996	+	543	43	49	71	118	129	160
gene-HB27c_C0889	CP053287.1	849034	849234	+	201	23	23	50	134	66	98
gene-HB27c_C0890	CP053287.1	849333	849890	-	558	29	33	195	160	133	302
gene-HB27c_C0891	CP053287.1	849913	850569	-	657	6	11	33	48	30	3993
gene-HB27c_C0892	CP053287.1	850566	851579	-	1014	380	207	347	803	467	2326
gene-HB27c_C0893	CP053287.1	851624	851710	-	87	1	1	13	165	11	62
gene-HB27c_C0894	CP053287.1	852221	852781	+	561	2	3	14	32	28	174
gene-HB27c_C0895	CP053287.1	852942	854360	+	1419	113	143	304	710	428	1036
gene-HB27c_C0896	CP053287.1	854374	854979	+	606	28	50	172	138	92	172
gene-HB27c_C0897	CP053287.1	854976	856013	+	1038	27	46	97	188	116	1305
gene-HB27c_C0898	CP053287.1	856023	856556	+	534	71	98	205	508	279	586
gene-HB27c_C0899	CP053287.1	856553	857089	+	537	74	93	511	313	279	302
gene-HB27c_C0900	CP053287.1	857086	857820	+	735	57	77	2769	199	137	296
gene-HB27c_C0901	CP053287.1	857817	859484	+	1668	116	187	358	584	322	612
gene-HB27c_C0902	CP053287.1	859481	859867	-	387	20	35	109	65	67	131
gene-HB27c_C0903	CP053287.1	859904	860959	-	1056	232	490	1246	1884	1379	4595
gene-HB27c_C0904	CP053287.1	860956	861735	-	780	97	131	1108	698	245	1627
gene-HB27c_C0905	CP053287.1	861732	862592	-	861	198	287	559	21401	667	1691
gene-HB27c_C0906	CP053287.1	862585	863652	-	1068	302	341	1368	2307	26331	4919
gene-HB27c_C0907	CP053287.1	863715	864794	-	1080	69	91	270	6353	347	635
gene-HB27c_C0908	CP053287.1	864806	865027	-	222	41	67	151	365	130	562
gene-HB27c_C0909	CP053287.1	865027	865830	-	804	68	92	315	549	253	691
gene-HB27c_C0910	CP053287.1	865827	866132	-	306	36	38	121	1752	166	311
gene-HB27c_C0911	CP053287.1	866214	866351	+	138	17	26	83	144	50	175
gene-HB27c_C0912	CP053287.1	866361	867905	+	1545	120	170	602	634	495	888
gene-HB27c_C0913	CP053287.1	867914	868300	+	387	10	26	26	40	85	54
gene-HB27c_C0914	CP053287.1	868335	870281	-	1947	110	382	680	501	298	696
gene-HB27c_C0915	CP053287.1	870415	872952	+	2538	10	15	73	46	38	107
gene-HB27c_C0916	CP053287.1	872930	874813	+	1884	26	35	47	76	48	374
gene-HB27c_C0917	CP053287.1	874877	877870	-	2994	395	837	1458	1746	8538	3950
gene-HB27c_C0918	CP053287.1	878012	878983	-	972	1199	65	134	391	248	320
gene-HB27c_C0919	CP053287.1	879019	880335	+	1317	6	10	18	34	53	49
gene-HB27c_C0920	CP053287.1	880343	880768	+	426	19	52	80	112	77	125
gene-HB27c_C0921	CP053287.1	880776	880985	+	210	20	24	59	107	108	126
gene-HB27c_C0922	CP053287.1	880982	881305	-	324	24	23	60	144	61	171
gene-HB27c_C0923	CP053287.1	881323	883509	+	2187	28	64	128	440	295	837
gene-HB27c_C0924	CP053287.1	883515	883916	+	402	9	8	29	33	28	53
gene-HB27c_C0925	CP053287.1	883919	886528	+	2610	45	56	205	262	215	384
gene-HB27c_C0926	CP053287.1	886501	888273	+	1773	71	111	269	397	301	7075
gene-HB27c_C0927	CP053287.1	888270	889772	-	1503	153	306	383	1463	1041	2677
gene-HB27c_C0928	CP053287.1	889861	890733	-	873	304	272	2847	1637	696	1178
gene-HB27c_C0929	CP053287.1	890754	891608	-	855	72	184	339	707	477	932
gene-HB27c_C0930	CP053287.1	891598	892818	-	1221	45	186	315	429	436	649
gene-HB27c_C0931	CP053287.1	892811	894022	-	1212	66	66	198	269	343	746
gene-HB27c_C0932	CP053287.1	894038	896350	+	2313	36	65	352	279	218	544
gene-HB27c_C0933	CP053287.1	896350	897126	+	777	15	19	40	85	85	113
gene-HB27c_C0934	CP053287.1	897080	898069	-	990	18	20	75	89	329	175
gene-HB27c_C0935	CP053287.1	898162	898833	-	672	270	1393	1513	1617	7364	6260
gene-HB27c_C0936	CP053287.1	898844	900280	-	1437	1360	2843	12923	12093	10166	45193
gene-HB27c_C0937	CP053287.1	900291	902027	-	1737	4276	2960	4754	8576	8402	22415
gene-HB27c_C0938	CP053287.1	902040	902354	-	315	177	458	4126	1850	989	2683
gene-HB27c_C0939	CP053287.1	902357	903328	-	972	705	437	1337	1816	1157	2702
gene-HB27c_C0940	CP053287.1	903332	903898	-	567	111	264	720	1241	1053	4144
gene-HB27c_C0941	CP053287.1	903958	904257	-	300	208	654	1371	2817	1417	3284
gene-HB27c_C0942	CP053287.1	904272	906218	-	1947	390	956	3295	6759	5336	7874
gene-HB27c_C0943	CP053287.1	906227	906541	-	315	45	144	662	1110	694	948
gene-HB27c_C0944	CP053287.1	906644	907792	+	1149	18	30	75	97	138	194
gene-HB27c_C0945	CP053287.1	907802	908011	+	210	8	20	104	102	78	193
gene-HB27c_C0946	CP053287.1	908008	908361	+	354	26	40	120	186	112	284
gene-HB27c_C0947	CP053287.1	908389	909063	+	675	60	89	223	410	352	580
gene-HB27c_C0948	CP053287.1	909083	909838	+	756	29	40	86	319	112	173
gene-HB27c_C0949	CP053287.1	909843	911732	+	1890	159	67	111	308	183	381
gene-HB27c_C0950	CP053287.1	911726	914110	+	2385	103	151	307	675	1093	1183
gene-HB27c_C0951	CP053287.1	914064	915548	-	1485	70	91	155	338	262	752
gene-HB27c_C0952	CP053287.1	915541	916569	-	1029	57	82	168	441	348	830
gene-HB27c_C0953	CP053287.1	916585	919485	-	2901	36	99	1636	905	128	454
gene-HB27c_C0954	CP053287.1	919466	920584	-	1119	36	44	118	368	167	199
gene-HB27c_C0955	CP053287.1	920604	921614	-	1011	16	15	107	170	81	282
gene-HB27c_C0956	CP053287.1	921673	922041	+	369	7	17	27	117	40	63
gene-HB27c_C0957	CP053287.1	922060	922458	-	399	33	27	61	132	70	117
gene-HB27c_C0958	CP053287.1	922517	923077	-	561	134	352	848	857	763	1373
gene-HB27c_C0959	CP053287.1	923074	923802	-	729	67	64	239	1414	1558	425
gene-HB27c_C0960	CP053287.1	923889	925187	+	1299	111	122	480	625	623	946
gene-HB27c_C0961	CP053287.1	925413	925934	+	522	7	21	28	42	44	84
gene-HB27c_C0962	CP053287.1	925931	926455	+	525	25	55	95	329	174	349
gene-HB27c_C0963	CP053287.1	926433	927188	-	756	78	203	792	2223	387	909
gene-HB27c_C0964	CP053287.1	927235	929091	-	1857	262	656	1244	6849	1391	2561
gene-HB27c_C0965	CP053287.1	929182	929865	-	684	102	205	524	774	7750	998
gene-HB27c_C0966	CP053287.1	929865	930341	-	477	102	276	381	353	460	2015
gene-HB27c_C0967	CP053287.1	930381	931520	-	1140	2781	1404	995	1908	3540	2668
gene-HB27c_C0968	CP053287.1	931523	932356	-	834	227	93	352	1405	265	638
gene-HB27c_C0969	CP053287.1	932356	933405	-	1050	31	66	189	410	189	698
gene-HB27c_C0970	CP053287.1	933402	934871	-	1470	135	227	377	755	3293	1442
gene-HB27c_C0971	CP053287.1	934897	935454	-	558	28	52	227	680	223	2159
gene-HB27c_C0972	CP053287.1	935634	935729	+	96	0	2	1	5	0	3
gene-HB27c_C0973	CP053287.1	936337	936669	-	333	6	29	20	60	29	71
gene-HB27c_C0974	CP053287.1	936680	938002	-	1323	161	294	807	5851	5020	1414
gene-HB27c_C0975	CP053287.1	938076	938282	+	207	13	26	33	62	41	43
gene-HB27c_C0976	CP053287.1	938276	939349	-	1074	47	96	118	317	765	486
gene-HB27c_C0977	CP053287.1	939368	940207	+	840	62	78	121	290	144	297
gene-HB27c_C0978	CP053287.1	940218	940844	+	627	88	151	309	600	520	893
gene-HB27c_C0979	CP053287.1	940831	941931	+	1101	119	203	405	923	442	1396
gene-HB27c_C0980	CP053287.1	941928	943046	+	1119	39	61	142	234	193	338
gene-HB27c_C0981	CP053287.1	943021	944220	-	1200	59	105	227	1153	408	1027
gene-HB27c_C0982	CP053287.1	944288	945400	+	1113	21	20	37	94	38	98
gene-HB27c_C0983	CP053287.1	945375	946424	+	1050	184	392	1493	1807	3714	5258
gene-HB27c_C0984	CP053287.1	946490	948613	+	2124	91	178	719	872	10654	4069
gene-HB27c_C0985	CP053287.1	948666	949649	+	984	49	85	1336	455	577	2638
gene-HB27c_C0986	CP053287.1	949646	950044	+	399	2	8	31	41	33	96
