# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084821_sorted.bam" "SRR13084827_sorted.bam" "SRR13084839_sorted.bam" "SRR13084830_sorted.bam" "SRR13084822_sorted.bam" "SRR13084838_sorted.bam" "SRR13084833_sorted.bam" "SRR13084829_sorted.bam" "SRR13084817_sorted.bam" "SRR13084834_sorted.bam" "SRR13084835_sorted.bam" "SRR13084831_sorted.bam" "SRR13084828_sorted.bam" "SRR13084826_sorted.bam" "SRR13084823_sorted.bam" "SRR13084840_sorted.bam" "SRR13084818_sorted.bam" "SRR13084820_sorted.bam" "SRR13084836_sorted.bam" "SRR13084825_sorted.bam" "SRR13084832_sorted.bam" "SRR13084824_sorted.bam" "SRR13084819_sorted.bam" "SRR13084837_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084821_sorted.bam	SRR13084827_sorted.bam	SRR13084839_sorted.bam	SRR13084830_sorted.bam	SRR13084822_sorted.bam	SRR13084838_sorted.bam	SRR13084833_sorted.bam	SRR13084829_sorted.bam	SRR13084817_sorted.bam	SRR13084834_sorted.bam	SRR13084835_sorted.bam	SRR13084831_sorted.bam	SRR13084828_sorted.bam	SRR13084826_sorted.bam	SRR13084823_sorted.bam	SRR13084840_sorted.bam	SRR13084818_sorted.bam	SRR13084820_sorted.bam	SRR13084836_sorted.bam	SRR13084825_sorted.bam	SRR13084832_sorted.bam	SRR13084824_sorted.bam	SRR13084819_sorted.bam	SRR13084837_sorted.bam
gene-b1925	U00096.3	2005303	2005713	+	411	8	3	3	8	4	3	4	13	10	3	13	7	8	6	17	22	23	7	13	12	8	14	6	21
gene-b1926	U00096.3	2005713	2006078	+	366	9	5	2	8	2	11	4	16	10	3	12	13	13	6	17	19	14	4	19	8	14	11	5	11
gene-b1927	U00096.3	2006156	2007643	+	1488	808	498	741	2624	647	1606	744	4475	4655	919	4802	2555	677	2123	5873	1408	4389	983	3254	3082	1441	3961	2056	3402
gene-b1928	U00096.3	2007677	2008090	-	414	718	472	699	1544	366	1254	546	2493	3019	497	2734	1641	424	1380	3228	725	2311	880	1937	1549	1186	2099	1132	1804
gene-b1929	U00096.3	2008277	2009482	+	1206	143	84	196	398	82	317	221	334	193	135	248	402	89	127	195	260	292	78	331	138	354	195	147	394
gene-b1930	U00096.3	2009479	2009712	+	234	49	30	66	152	24	161	73	126	71	61	102	152	30	52	69	68	90	37	120	44	137	55	42	146
gene-b1931	U00096.3	2009821	2010489	+	669	21	18	25	45	27	38	19	75	104	25	82	31	38	34	164	64	79	16	83	31	36	72	18	44
gene-b1932	U00096.3	2010600	2011079	+	480	172	137	125	380	65	508	86	449	913	66	902	309	91	506	1331	164	833	223	825	510	258	785	326	489
gene-b1937	U00096.3	2012700	2013014	-	315	17	7	9	22	9	30	13	35	37	11	38	34	20	34	64	27	50	18	36	18	31	30	17	32
gene-b1938	U00096.3	2013229	2014887	+	1659	29	19	10	22	14	40	30	55	34	20	66	26	35	46	88	72	72	32	44	43	41	48	26	41
gene-b1939	U00096.3	2014880	2015875	+	996	41	31	35	45	14	44	31	77	81	32	110	53	42	75	138	81	104	39	53	70	62	78	53	83
gene-b1940	U00096.3	2015868	2016554	+	687	24	12	13	21	10	19	19	39	30	16	45	26	19	17	64	34	51	17	28	40	27	28	18	27
gene-b1941	U00096.3	2016554	2017927	+	1374	18	19	6	13	8	23	15	19	17	14	46	7	27	12	61	53	46	7	30	17	25	14	19	15
gene-b1942	U00096.3	2017946	2018389	+	444	11	7	4	9	3	5	8	18	5	4	13	3	8	13	20	29	21	5	16	10	17	7	4	11
gene-b1943	U00096.3	2018386	2019513	+	1128	29	20	14	31	12	32	14	26	48	12	53	18	39	32	81	65	59	19	42	22	41	30	23	29
gene-b1944	U00096.3	2019618	2020082	+	465	19	16	14	18	9	26	13	26	43	11	40	15	23	27	55	34	50	19	33	44	21	42	18	28
gene-b1945	U00096.3	2020087	2021091	+	1005	36	22	29	43	21	48	26	62	68	21	68	33	31	44	103	75	87	40	56	56	58	80	32	69
gene-b1946	U00096.3	2021088	2021501	+	414	22	5	12	14	4	17	13	17	26	7	19	13	14	17	30	30	30	13	22	15	13	31	16	18
gene-b1947	U00096.3	2021504	2021869	+	366	10	2	7	6	6	18	13	10	18	6	14	5	12	10	27	34	20	9	13	12	9	19	9	8
gene-b1948	U00096.3	2021869	2022606	+	738	16	6	11	18	15	15	17	32	24	11	26	7	26	23	50	42	42	17	20	37	14	13	11	25
gene-b1949	U00096.3	2022616	2022885	+	270	10	4	8	12	13	13	12	18	17	8	14	8	12	22	32	11	31	6	18	23	13	9	4	10
gene-b1950	U00096.3	2022893	2023678	+	786	30	13	23	34	18	40	32	48	39	14	52	27	19	42	71	38	71	29	44	38	48	28	24	44
gene-b1951	U00096.3	2023968	2024591	+	624	72	34	69	153	50	127	72	145	118	93	106	88	60	65	161	114	160	25	252	61	115	102	53	118
gene-b1952	U00096.3	2024635	2024823	-	189	336	199	280	572	282	625	203	791	1177	328	981	395	265	418	1312	442	824	252	1365	455	572	789	442	585
gene-b1953	U00096.3	2024986	2025213	+	228	76	49	80	310	145	128	75	474	536	197	602	201	180	117	784	235	486	59	615	239	124	383	181	261
gene-b1954	U00096.3	2025223	2025313	-	91	18	9	9	95	20	54	18	85	72	41	91	54	25	37	125	35	94	13	224	47	66	74	55	58
gene-b1955	U00096.3	2025511	2026326	+	816	94	50	85	285	111	103	84	391	524	133	501	144	129	107	717	260	406	64	358	178	104	424	120	200
gene-b1956	U00096.3	2026323	2028017	-	1695	299	168	214	618	200	435	202	711	1010	223	857	513	198	537	1214	462	1043	274	780	604	408	929	402	630
gene-b1957	U00096.3	2028188	2028370	-	183	317	222	314	786	232	826	243	1167	1588	311	1224	770	272	762	1544	449	1408	390	1615	853	799	1181	631	988
gene-b1958	U00096.3	2028449	2029366	-	918	773	501	651	1714	487	1480	604	2252	2924	635	2440	1667	510	1666	3142	800	2584	945	2235	1732	1598	2280	1401	2014
gene-b1959	U00096.3	2029539	2030459	+	921	68	31	34	88	28	121	51	118	124	40	138	80	43	85	146	95	164	47	156	96	82	81	57	101
gene-b1960	U00096.3	2030448	2030918	-	471	272	156	181	289	85	291	167	458	504	112	495	308	119	407	546	163	519	215	349	313	256	416	247	366
gene-b1961	U00096.3	2030899	2032317	-	1419	943	676	805	1490	401	1451	739	2267	2385	512	2229	1462	442	1712	2792	737	2249	911	1620	1482	1357	1968	1057	1847
gene-b1962	U00096.3	2032384	2033079	-	696	842	514	785	1605	575	1116	681	2865	2851	787	3048	1374	527	1123	3380	839	2176	638	1722	1185	1002	2012	957	1700
gene-b1963	U00096.3	2033119	2033421	-	303	323	198	291	674	269	491	270	1238	1387	360	1312	556	229	396	1483	418	950	258	938	507	513	810	409	697
gene-b4603	U00096.3	2033649	2033739	+	91	3	0	0	3	1	2	6	0	0	1	1	0	2	1	2	4	3	0	6	0	5	0	2	5
gene-b1967	U00096.3	2035835	2036686	+	852	86	58	98	330	105	180	88	537	691	137	671	234	153	178	960	296	634	99	387	328	150	530	197	267
gene-b1968	U00096.3	2036794	2038152	-	1359	99	68	115	207	74	229	93	368	335	117	410	178	89	213	464	124	245	108	244	95	225	135	101	182
gene-b1969	U00096.3	2038152	2038823	-	672	67	25	58	119	31	122	44	140	177	60	186	79	55	93	249	93	139	54	129	69	94	80	64	124
gene-b1970	U00096.3	2038956	2039369	+	414	17	8	27	65	6	59	29	62	58	22	53	47	8	32	49	20	48	23	76	26	80	24	25	51
gene-b1971	U00096.3	2039478	2040482	+	1005	181	132	183	413	143	356	177	615	668	199	587	366	146	287	825	303	555	164	521	349	393	491	225	401
gene-b1972	U00096.3	2040483	2041118	+	636	54	41	48	146	42	106	49	179	186	57	194	122	65	81	252	102	206	41	178	102	86	157	77	129
gene-b1973	U00096.3	2041375	2042025	+	651	24	8	17	46	10	38	20	73	62	23	72	39	21	25	105	36	76	9	84	29	31	34	26	50
gene-b1974	U00096.3	2042368	2042898	+	531	31	10	20	64	15	63	21	48	50	16	61	49	27	45	97	39	79	22	96	66	42	63	42	77
gene-b1975	U00096.3	2043468	2043557	-	90	730	948	515	668	501	752	192	519	1369	281	448	830	568	1180	3087	879	1166	2997	565	1368	758	1425	795	337
gene-b1976	U00096.3	2043651	2044448	+	798	77	53	83	103	54	130	51	206	313	66	237	80	93	134	332	90	172	72	151	90	115	144	65	99
gene-b1977	U00096.3	2044549	2044624	+	76	1419	980	1069	5878	899	5781	845	3201	4872	2722	3515	3471	882	3228	4881	1178	4090	3536	10402	3067	7415	3761	3263	3881
gene-b1978	U00096.3	2044995	2052014	+	7020	410	261	377	704	261	534	315	909	893	359	1050	561	371	584	1466	587	1029	366	840	583	509	644	449	703
gene-b1981	U00096.3	2053643	2054959	+	1317	976	740	575	1795	481	774	443	3184	7342	545	2182	1519	530	3877	9818	681	6726	1818	1182	5173	1101	7665	2905	873
gene-b1982	U00096.3	2055061	2056515	+	1455	266	162	240	581	236	290	176	835	1097	260	921	335	291	421	1474	491	806	208	601	399	275	793	315	424
gene-b1983	U00096.3	2056858	2057574	+	717	1320	845	1171	3729	895	3794	1000	4659	3647	1253	4777	3534	924	3100	5256	1075	4299	1811	5034	2481	3875	1992	2261	4957
gene-b1984	U00096.3	2058027	2058102	-	76	617	439	470	1355	358	1154	357	953	1031	1009	1072	1050	311	1061	1497	684	1214	1264	1310	793	1060	1024	1040	1161
gene-b1985	U00096.3	2058203	2059846	-	1644	124	58	103	161	50	171	106	246	380	87	282	164	100	139	425	181	332	100	303	167	173	305	116	170
gene-b1986	U00096.3	2059851	2059926	+	76	596	457	497	1115	393	959	308	911	1320	2069	1136	1317	250	1024	2087	730	1326	2550	1011	1070	762	1098	1054	779
gene-b1987	U00096.3	2059964	2060914	-	951	234	169	207	298	96	217	194	518	794	122	742	129	147	221	1081	208	435	119	589	174	203	512	149	205
gene-b1988	U00096.3	2061016	2061933	-	918	70	66	76	225	104	163	59	477	934	125	1151	83	161	208	1616	233	522	88	669	212	128	604	99	227
gene-b1989	U00096.3	2062260	2062335	+	76	537	384	470	919	343	779	309	755	837	1894	802	1127	223	813	1495	671	1006	2209	804	895	540	893	775	620
gene-b1990	U00096.3	2062391	2063323	-	933	116	71	94	823	134	375	87	423	720	148	545	384	165	291	783	230	1054	121	1320	561	293	836	426	580
gene-b1991	U00096.3	2063388	2064467	-	1080	397	234	369	852	279	437	281	1255	1621	385	1466	525	306	579	1839	480	1194	304	934	541	497	1063	396	739
gene-b1992	U00096.3	2064479	2065222	-	744	197	151	234	434	138	282	158	717	936	191	773	324	145	304	1070	302	731	161	525	317	278	659	246	399
gene-b1993	U00096.3	2065219	2065764	-	546	155	106	128	281	115	263	131	476	676	166	529	213	129	227	739	222	414	143	338	199	259	415	194	258
gene-b1994	U00096.3	2066305	2067285	-	981	489	327	424	603	231	637	352	988	941	283	1041	601	296	754	1420	536	1070	455	689	661	534	699	429	665
gene-b1996	U00096.3	2068952	2069857	-	906	88	56	60	104	60	97	67	211	235	66	206	118	72	111	260	175	230	55	162	113	93	147	87	149
gene-b1997	U00096.3	2069815	2070180	-	366	24	34	17	41	14	49	30	66	89	32	53	50	38	39	91	73	93	14	55	47	37	60	39	51
gene-b4435	U00096.3	2071317	2071511	+	195	171	175	4	19	73	14	11	19	508	2	20	13	190	399	827	8	344	132	25	403	15	479	147	12
gene-b2000	U00096.3	2071539	2074658	+	3120	9014	10477	482	698	3508	720	433	1141	20666	302	1277	773	6573	22992	40617	536	18460	7751	722	24164	583	28450	8221	830
gene-b2001	U00096.3	2074779	2076311	+	1533	416	448	41	92	187	95	43	150	1212	46	134	85	337	1376	2254	74	1388	489	105	1710	101	1943	595	112
gene-b2002	U00096.3	2076308	2076754	+	447	105	105	31	51	48	68	29	85	295	36	97	62	83	333	504	40	343	103	89	349	55	386	157	73
gene-b2003	U00096.3	2076817	2077038	+	222	19	18	9	25	14	41	15	58	55	18	46	25	15	24	48	13	48	16	50	31	28	36	18	41
gene-b2004	U00096.3	2077112	2077480	+	369	29	22	17	42	17	40	22	73	72	21	74	43	29	32	106	34	53	27	70	35	45	49	38	52
gene-b2005	U00096.3	2077569	2077943	+	375	67	43	73	127	48	185	54	147	99	58	112	96	57	110	144	90	149	62	219	71	190	93	69	137
gene-b2006	U00096.3	2077940	2078134	+	195	58	28	55	111	33	218	48	111	90	44	128	72	44	75	118	56	137	24	233	61	216	97	61	104
gene-b4538	U00096.3	2078575	2078931	+	357	42	24	35	129	24	89	24	109	92	31	123	95	32	82	163	40	161	49	149	121	76	127	51	123
gene-b2007	U00096.3	2079032	2079361	-	330	1384	944	1302	2723	827	2694	1068	3988	3545	1006	4823	2305	903	2562	5813	1301	3837	1387	3882	2296	2578	2500	1710	2604
gene-b4818	U00096.3	2079427	2079477	-	51	170	124	178	551	128	645	154	529	515	189	709	334	149	344	749	161	530	213	910	310	600	330	228	438
gene-b2008	U00096.3	2079533	2080591	-	1059	269	132	275	723	150	463	172	943	841	254	1100	614	207	452	1131	373	1139	239	878	653	381	855	462	793
gene-b2009	U00096.3	2080789	2081262	-	474	180	120	241	569	207	336	201	936	772	333	1018	330	201	240	944	378	602	122	741	262	338	488	216	500
gene-b2010	U00096.3	2081381	2082547	-	1167	137	72	114	178	68	180	106	282	302	100	291	228	93	219	369	143	329	137	250	203	224	297	175	202
gene-b2011	U00096.3	2082756	2084183	+	1428	320	221	305	422	150	447	278	743	825	223	798	411	187	515	1034	353	714	276	446	427	401	625	327	503
gene-b2012	U00096.3	2084226	2084453	-	228	1711	1165	1511	1664	537	826	1435	2619	2735	957	1886	840	608	613	2161	1090	1772	382	1911	724	675	1319	591	784
gene-b2013	U00096.3	2084467	2085525	-	1059	4670	3056	3791	2223	1046	1898	3471	6134	6093	1781	4251	1045	1385	1561	4881	2337	2928	918	2153	912	1386	2244	668	893
gene-b2014	U00096.3	2085704	2087062	-	1359	2334	1651	1507	7027	703	4480	1436	5768	7496	657	4701	7742	672	7876	7212	1513	12871	3586	6981	10746	4024	10344	7059	8806
gene-b4678	U00096.3	2087052	2087114	-	63	353	254	296	2208	129	1560	289	1179	1329	189	1031	1522	124	1344	1201	220	2243	568	3040	1624	1473	1682	1287	2235
gene-b2015	U00096.3	2087329	2088258	-	930	123	82	112	296	125	192	86	346	548	113	373	172	123	188	581	229	401	92	363	175	170	305	140	275
gene-b2016	U00096.3	2088304	2089128	-	825	308	234	284	556	284	400	188	846	1203	267	945	339	299	439	1371	585	791	207	678	360	394	685	328	445
gene-b4539	U00096.3	2089211	2089465	-	255	10	3	9	55	10	38	13	47	32	7	42	36	9	26	59	30	39	9	69	16	46	22	26	35
gene-b2017	U00096.3	2089462	2089713	-	252	11	10	14	34	9	31	17	35	44	16	45	28	11	18	74	25	38	16	68	24	40	33	27	31
gene-b2018	U00096.3	2089996	2090046	+	51	349	263	353	1223	299	1894	265	1437	1704	373	1966	771	449	751	2467	444	757	482	2498	464	2361	725	526	780
gene-b2019	U00096.3	2090192	2091091	+	900	730	488	787	2462	438	1306	615	3490	4076	644	3979	2536	492	1754	5058	949	4446	896	2920	3115	1110	4147	1860	3123
gene-b2020	U00096.3	2091097	2092401	+	1305	793	597	809	2182	390	1354	694	3271	4167	480	3325	2360	517	2073	4628	1063	4710	979	2383	3115	1089	4150	1873	2883
gene-b2021	U00096.3	2092398	2093468	+	1071	462	334	482	1093	252	876	344	1604	2422	291	1691	1218	294	1292	2503	740	2666	627	1312	1931	736	2218	993	1402
gene-b2022	U00096.3	2093468	2094535	+	1068	731	515	741	1873	455	1399	563	2952	4262	563	3095	1890	476	2130	4162	1022	3535	953	1853	2905	1092	3327	1694	2502
gene-b2023	U00096.3	2094535	2095125	+	591	543	360	587	1567	370	1230	513	2599	3533	457	2776	1700	359	1911	3427	828	3045	915	1687	2380	970	2799	1466	2428
gene-b2024	U00096.3	2095125	2095862	+	738	656	473	744	1851	436	1528	605	3261	4380	605	3380	2150	434	2256	4111	979	3795	1186	2013	3072	1242	3489	1876	2966
gene-b2025	U00096.3	2095844	2096620	+	777	657	459	710	2001	406	1733	622	3304	4050	575	3151	2241	446	2298	3802	935	3829	1161	2281	2951	1377	3291	1705	2865
gene-b2026	U00096.3	2096614	2097225	+	612	760	553	780	2817	448	2500	645	3963	4224	676	3981	2940	542	3283	4209	939	4454	1540	3184	3506	1890	3882	2113	3997
gene-b2027	U00096.3	2097321	2098301	-	981	6133	4013	4765	17104	2907	12750	4647	19534	15529	4504	17700	17166	2957	14676	19240	3885	21032	8421	18248	14982	12651	11372	12158	21422
gene-b2028	U00096.3	2098447	2099613	-	1167	496	292	469	845	195	1051	387	682	606	264	772	734	247	811	796	361	1075	435	1071	748	966	523	476	846
gene-b2029	U00096.3	2099862	2101268	-	1407	29319	18397	25486	48105	14461	42095	20981	74022	68796	19482	77424	50957	15537	49022	89506	21658	72494	29038	51441	51185	36026	57987	34918	59427
gene-b2030	U00096.3	2101895	2102875	-	981	524	365	451	657	262	690	393	1019	1063	311	1145	679	306	873	1538	610	1125	459	775	743	576	770	517	670
gene-b2032	U00096.3	2103391	2104509	-	1119	360	229	269	1130	165	1288	286	888	801	168	852	830	225	653	1009	270	1242	386	1478	518	1341	430	581	1146
gene-b2033	U00096.3	2104494	2105084	-	591	646	425	454	1462	279	1523	434	1590	1267	257	1298	1514	305	1297	1816	486	2176	827	1713	977	1516	745	1011	1627
gene-b2034	U00096.3	2105065	2106057	-	993	1358	925	1151	4425	601	5070	1045	4306	3350	903	4230	3537	793	3295	4432	919	4461	1855	5403	2258	4248	1707	2536	5479
gene-b2035	U00096.3	2106060	2107226	-	1167	996	713	873	4168	521	5718	780	3370	2623	724	3618	2689	640	2495	3415	559	3512	1550	6038	1611	5053	1288	1840	4843
gene-b2036	U00096.3	2107226	2108329	-	1104	3225	2131	3004	9355	1609	12532	2666	10560	7373	2503	10795	8765	1853	7135	10605	1997	9684	4686	13315	4071	11113	3583	5276	14208
gene-b2037	U00096.3	2108337	2109584	-	1248	1148	706	915	4947	586	5893	873	4087	3294	879	3853	3811	703	3481	4165	709	4293	1754	6418	2386	5138	1812	2519	6218
gene-b2038	U00096.3	2109581	2110138	-	558	598	361	506	2429	319	2376	442	2165	1744	400	2073	2049	345	2005	2304	438	2193	1003	2676	1437	2224	861	1414	3203
gene-b2039	U00096.3	2110138	2111019	-	882	1086	692	862	3472	542	3321	769	3766	3196	760	3573	3358	555	3288	4077	851	3563	1598	3967	2424	3308	1598	2363	4686
gene-b2040	U00096.3	2111077	2111976	-	900	453	315	398	1621	260	1091	279	1654	1295	312	1403	1388	245	1177	1645	450	1671	630	1695	1242	1254	832	1138	1810
gene-b2041	U00096.3	2111976	2113061	-	1086	2041	1310	1750	7313	1132	4614	1530	7301	5805	1500	6934	5955	1077	5178	6996	1574	7399	2490	7185	5216	4040	3910	4405	9221
gene-b2042	U00096.3	2113434	2114327	-	894	10646	6561	8477	16264	4632	13670	7710	23911	22692	6014	23774	15437	4461	15479	26535	6393	22693	8903	19102	14784	13572	18316	11580	19898
gene-b2043	U00096.3	2114502	2115896	-	1395	63	39	62	180	54	141	59	280	249	63	296	133	87	128	337	85	287	69	285	140	140	131	96	170
gene-b2044	U00096.3	2115907	2117127	-	1221	32	20	27	32	17	55	39	68	86	20	86	40	42	52	136	74	95	28	64	59	61	73	32	63
gene-b2045	U00096.3	2117124	2118404	-	1281	32	11	26	34	19	44	36	73	70	21	78	43	33	33	118	55	96	33	44	56	42	62	28	55
gene-b2046	U00096.3	2118680	2120158	-	1479	24	19	12	31	11	34	31	37	33	19	59	21	46	28	87	78	66	26	43	22	26	35	28	29
gene-b2047	U00096.3	2120160	2121554	-	1395	37	13	25	32	13	36	38	52	48	21	71	35	40	32	95	58	55	25	54	45	39	44	18	53
gene-b2048	U00096.3	2121609	2122979	-	1371	44	33	35	65	22	72	35	99	63	30	109	70	51	73	95	77	101	35	73	60	72	70	46	86
gene-b2049	U00096.3	2123084	2124520	-	1437	48	36	30	73	34	62	41	121	107	72	135	74	57	60	170	87	114	45	86	60	71	89	49	110
gene-b2050	U00096.3	2124523	2125746	-	1224	36	17	39	63	27	46	36	74	66	44	100	62	34	44	102	66	63	36	70	31	45	57	26	75
gene-b2051	U00096.3	2125743	2126222	-	480	22	10	22	28	12	28	20	39	28	29	44	30	22	22	43	39	37	14	30	24	25	26	14	35
gene-b2052	U00096.3	2126225	2127190	-	966	25	24	33	40	10	36	22	66	44	29	71	54	30	49	73	65	48	24	46	39	44	40	14	52
gene-b2053	U00096.3	2127193	2128314	-	1122	38	21	36	54	22	49	29	50	56	27	69	64	29	54	100	69	67	27	53	35	51	43	23	63
gene-b2054	U00096.3	2128340	2128888	-	549	9	2	10	14	5	10	9	11	13	8	16	11	5	6	26	18	22	6	16	11	14	8	7	13
gene-b2055	U00096.3	2128904	2129650	-	747	9	5	12	17	12	23	16	20	8	29	26	13	15	9	25	34	23	6	17	7	11	13	8	23
gene-b2056	U00096.3	2129661	2130878	-	1218	15	5	14	14	9	27	10	36	22	22	38	14	23	20	42	31	32	10	37	13	19	13	5	19
gene-b2057	U00096.3	2130853	2132070	-	1218	22	6	16	24	9	28	22	38	27	14	31	16	26	20	50	41	39	9	30	24	22	24	14	20
gene-b2058	U00096.3	2132067	2132555	-	489	9	7	9	15	5	15	15	11	15	2	18	7	10	14	27	19	25	7	19	11	15	12	5	13
gene-b2059	U00096.3	2132558	2133397	-	840	18	4	17	25	6	18	30	31	31	16	36	16	29	24	43	39	46	13	23	20	34	17	11	20
gene-b2060	U00096.3	2133490	2135652	-	2163	41	24	40	35	27	48	54	65	51	55	94	55	66	32	83	103	65	25	66	38	55	39	24	68
gene-b2061	U00096.3	2135655	2136098	-	444	7	3	4	10	3	12	12	13	4	10	11	5	9	5	16	17	15	2	15	3	8	3	4	5
gene-b2062	U00096.3	2136104	2137243	-	1140	30	14	14	20	13	22	21	37	15	18	27	19	23	8	46	63	37	8	28	11	13	12	6	16
gene-b2063	U00096.3	2137902	2139485	+	1584	356	241	319	521	210	592	272	791	1159	263	940	596	251	798	1186	443	942	426	688	654	559	810	444	754
gene-b2064	U00096.3	2139759	2141612	-	1854	1170	804	1041	2426	724	2139	944	3410	3784	859	3628	2362	695	2569	4296	1056	3400	1310	2704	2341	2039	2883	1729	3035
gene-b2065	U00096.3	2141634	2142215	-	582	1282	780	1011	1990	694	1622	920	3155	3976	800	2872	2234	664	2439	3738	1155	3351	1170	2083	2408	1444	2736	1686	2954
gene-b2066	U00096.3	2142307	2142948	-	642	438	295	337	951	190	763	287	987	1238	211	957	1001	183	1051	1230	366	1460	532	942	1169	665	1129	864	1214
gene-b2067	U00096.3	2143266	2146583	+	3318	392	243	325	761	283	605	271	1205	1489	309	1301	612	296	625	1748	450	1124	353	1096	645	642	1080	516	838
gene-b2068	U00096.3	2146692	2147540	-	849	198	148	157	235	129	199	140	470	736	179	578	203	166	220	724	230	449	110	312	221	179	403	170	249
gene-b2069	U00096.3	2147674	2149026	+	1353	1022	657	892	4252	374	2395	659	3146	3567	519	3288	5367	342	3547	3694	593	6578	1788	4412	6194	1842	5140	4652	7895
gene-b2070	U00096.3	2149039	2150985	-	1947	122	72	86	427	50	263	87	332	389	78	350	518	83	332	464	131	703	194	464	581	210	493	418	667
gene-b2071	U00096.3	2151185	2151646	+	462	20	8	12	21	12	35	17	32	37	16	53	29	9	21	52	17	38	9	58	27	40	23	16	31
gene-b2072	U00096.3	2151711	2152472	-	762	29	10	15	23	10	31	27	35	47	9	44	13	17	30	63	34	39	16	26	20	32	29	22	25
gene-b2073	U00096.3	2152469	2153128	-	660	32	17	29	33	18	53	28	55	71	24	73	28	21	32	74	40	69	36	69	31	51	50	36	42
gene-b4436	U00096.3	2153311	2153454	+	144	321	213	215	495	224	471	141	514	1009	260	712	436	321	580	1187	344	694	510	585	349	912	482	537	427
gene-b4667	U00096.3	2153349	2153408	-	60	311	205	208	482	215	452	136	501	994	251	697	423	314	558	1159	334	680	502	568	339	891	468	530	398
gene-b4437	U00096.3	2153646	2153781	+	136	337	270	189	342	305	292	108	476	1280	205	764	307	298	550	1804	295	791	663	396	347	416	656	615	255
gene-b4668	U00096.3	2153681	2153737	-	57	325	255	175	321	297	265	103	452	1255	191	732	294	291	531	1760	282	762	644	361	335	393	634	599	234
gene-b2074	U00096.3	2154016	2155263	+	1248	122	88	80	192	70	151	76	269	319	90	317	206	78	245	422	176	383	148	246	288	143	358	152	249
gene-b2075	U00096.3	2155263	2158385	+	3123	333	211	256	462	177	470	206	723	928	190	937	546	181	724	1165	319	1008	410	637	781	384	935	430	687
gene-b2076	U00096.3	2158386	2161463	+	3078	196	116	130	300	75	302	122	416	496	86	517	331	93	414	675	210	615	219	382	440	239	526	278	420
gene-b2077	U00096.3	2161464	2162879	+	1416	96	58	72	177	59	170	65	238	282	67	273	183	71	225	369	132	312	119	237	227	149	298	155	214
gene-b2078	U00096.3	2162876	2164279	+	1404	110	78	101	248	68	225	85	337	442	88	381	202	91	227	472	142	394	123	346	287	168	388	158	295
gene-b2079	U00096.3	2164276	2164998	+	723	229	162	200	328	140	255	170	560	671	145	663	306	164	328	849	258	570	196	391	371	221	543	240	333
gene-b2080	U00096.3	2165189	2165521	+	333	33	30	53	184	99	80	53	349	382	105	506	97	94	52	624	136	274	38	284	133	50	279	78	142
gene-b2081	U00096.3	2165668	2167029	+	1362	1600	1117	1470	6070	636	4843	1300	5565	5869	776	5899	7671	671	5957	6183	1266	8555	3098	6417	7421	3917	6335	5289	10130
gene-b4438	U00096.3	2167114	2167200	+	87	77	69	75	565	57	746	83	306	323	49	348	461	66	341	351	60	401	194	819	402	589	293	298	626
gene-b2082	U00096.3	2167302	2167520	-	219	60	37	47	85	24	108	28	81	96	39	105	58	31	67	120	52	113	45	131	69	79	76	69	109
gene-b2085	U00096.3	2167989	2168306	-	318	23	9	21	42	18	57	17	64	39	21	65	44	24	27	50	27	45	20	77	26	62	22	19	55
gene-b2086	U00096.3	2168712	2169611	+	900	221	150	211	839	222	468	226	1218	1311	370	1411	659	254	458	1738	464	1188	225	1038	688	385	1085	490	855
gene-b2088	U00096.3	2170236	2170535	+	300	12	7	8	20	4	17	11	20	25	6	19	17	12	12	31	29	39	6	21	25	21	18	10	17
gene-b2089	U00096.3	2170532	2171398	+	867	55	36	37	102	43	88	42	112	147	33	133	82	40	85	175	109	129	45	132	86	90	100	58	90
gene-b2091	U00096.3	2171833	2172873	-	1041	357	282	374	451	192	306	204	485	566	228	735	321	275	319	867	535	862	176	1022	530	269	860	310	650
gene-b2093	U00096.3	2174282	2174566	-	285	490	391	534	692	285	894	274	740	769	338	1055	461	449	656	992	651	854	308	1150	597	450	752	368	900
gene-b2094	U00096.3	2174597	2175049	-	453	909	871	1107	1166	594	1695	585	1650	1452	755	2283	867	815	1554	2317	1283	1712	702	1949	1113	859	1352	581	1610
gene-b2095	U00096.3	2175059	2176321	-	1263	3618	3254	4257	3810	2274	6411	2271	7056	6825	2950	10651	3195	3174	7043	10985	4709	6913	2953	7367	4393	3464	5592	2220	6274
gene-b2096	U00096.3	2176350	2177204	-	855	3015	2518	3495	3199	1884	5625	2076	6426	6600	2640	10703	2447	2442	6990	10823	3728	5417	2766	6074	3181	3005	5070	1891	4828
gene-b2097	U00096.3	2177512	2178564	-	1053	431	316	447	1514	488	789	332	2240	3271	520	2577	1085	498	963	3807	1003	2756	425	2125	1647	644	2559	1136	1862
gene-b2098	U00096.3	2178821	2180098	+	1278	63	35	36	96	27	71	62	120	156	24	137	104	55	96	165	97	172	37	122	119	80	126	47	122
