Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA1298	14	14	30	27	host	gene-PA1298
gene-PA5318	24	24	32	29	host	gene-PA5318
eno	747	507	798	1178	host	eno
guaA	686	434	680	905	host	guaA
gene-PA0629	10	7	22	23	host	gene-PA0629
gene-PA0056	20	20	17	17	host	gene-PA0056
gene-PA4739	21	23	34	31	host	gene-PA4739
ureC	34	35	37	50	host	ureC
gene-PA0325	31	12	48	36	host	gene-PA0325
gene-PA2609	51	40	61	78	host	gene-PA2609
phzF2	4	4	9	3	host	phzF2
gene-PA2942	51	45	71	105	host	gene-PA2942
gene-PA3969	45	24	41	41	host	gene-PA3969
fimL	300	251	313	455	host	fimL
gene-JG005_00012	6050	6585	7553	9030	phage	gene-JG005_00012
gene-PA1796.2	3454	5757	6617	10973	host	gene-PA1796.2
arnD	72	30	54	61	host	arnD
gene-JG005_00100	1366	1312	1078	1219	phage	gene-JG005_00100
gene-PA1471	17	9	31	30	host	gene-PA1471
gene-PA0495	93	61	71	105	host	gene-PA0495
gene-PA1840	97	49	91	110	host	gene-PA1840
gene-PA0311	12	9	17	24	host	gene-PA0311
gene-PA3086	61	59	94	106	host	gene-PA3086
gene-JG005_00024	349	291	4584	5027	phage	gene-JG005_00024
gene-PA2711	20	10	28	35	host	gene-PA2711
gene-PA0616	20	21	17	28	host	gene-PA0616
gene-PA0194	5	1	7	11	host	gene-PA0194
gene-PA1289	16	14	29	48	host	gene-PA1289
pscK	60	50	40	29	host	pscK
gene-PA4883	3	1	6	11	host	gene-PA4883
gene-PA4933	1203	1030	1323	1971	host	gene-PA4933
gene-PA5150	185	103	228	320	host	gene-PA5150
gene-JG005_00149	1699	1307	3020	4172	phage	gene-JG005_00149
gene-JG024_gp29	260	213	3878	5881	phage	gene-JG024_gp29
phnW	5	6	13	17	host	phnW
gene-PA3065	15	10	18	20	host	gene-PA3065
femA	25	22	42	28	host	femA
ribD	137	120	145	224	host	ribD
tatC	301	212	255	327	host	tatC
gene-PA4884	3	3	4	3	host	gene-PA4884
gene-PA5153	237	194	159	293	host	gene-PA5153
gene-JG005_00176	2672	3361	2729	3463	phage	gene-JG005_00176
gene-JG005_00183	9841	11641	14927	16437	phage	gene-JG005_00183
rplO	752	725	799	1149	host	rplO
pncB2	149	96	135	216	host	pncB2
etfB	307	277	420	560	host	etfB
gene-PA0149	10	12	8	11	host	gene-PA0149
hemF	260	190	362	510	host	hemF
rluA	79	69	70	86	host	rluA
gene-PA0680	4	4	2	6	host	gene-PA0680
gene-PA4115	187	116	135	228	host	gene-PA4115
arcB	254	200	355	369	host	arcB
glcF	14	11	14	15	host	glcF
gene-PA4074	29	22	45	40	host	gene-PA4074
gene-PA5225	242	142	180	285	host	gene-PA5225
gene-JG005_00087	1252	1237	1380	1857	phage	gene-JG005_00087
gene-PA2038	36	25	45	36	host	gene-PA2038
gene-PA0724	12	12	25	27	host	gene-PA0724
arnB	96	57	75	94	host	arnB
lexA	284	203	344	519	host	lexA
gene-PA5116	18	18	36	48	host	gene-PA5116
gene-PA2794	115	83	157	273	host	gene-PA2794
gene-PA2860	68	52	134	201	host	gene-PA2860
gene-PA5524	52	46	75	116	host	gene-PA5524
gene-PA2031	9	2	5	11	host	gene-PA2031
gene-PA1139	50	25	40	61	host	gene-PA1139
gene-PA2314	7	3	6	8	host	gene-PA2314
gene-PA4915	60	33	81	121	host	gene-PA4915
gene-PA2894	12	15	27	32	host	gene-PA2894
gene-PA4594	56	41	44	63	host	gene-PA4594
hscB	290	202	210	294	host	hscB
estX	114	81	76	110	host	estX
murE	401	303	421	567	host	murE
cyaA	166	97	189	279	host	cyaA
gene-PA0487	66	51	60	105	host	gene-PA0487
lecA	22	13	29	42	host	lecA
gene-PA3020	195	138	181	231	host	gene-PA3020
gene-PA1127	121	98	123	160	host	gene-PA1127
gene-PA2339	11	12	8	9	host	gene-PA2339
gene-PA2062	6	7	25	20	host	gene-PA2062
gene-PA0714	7	8	11	22	host	gene-PA0714
gene-PA2433	3	12	9	18	host	gene-PA2433
gene-PA4667	541	376	464	646	host	gene-PA4667
amtB	157	76	232	248	host	amtB
cobM	35	35	22	42	host	cobM
gene-PA3759	20	22	14	36	host	gene-PA3759
gene-PA0703	31	33	48	57	host	gene-PA0703
speE	78	67	123	156	host	speE
gene-JG024_gp49	4821	4797	13510	19192	phage	gene-JG024_gp49
gene-PA1533	220	184	338	368	host	gene-PA1533
gene-PA0689	133	103	195	245	host	gene-PA0689
kefB	135	90	149	201	host	kefB
gene-PA2792	34	40	44	82	host	gene-PA2792
cupA3	31	12	16	34	host	cupA3
gene-PA4897	58	31	66	105	host	gene-PA4897
gene-PA3080	63	39	62	60	host	gene-PA3080
nuoI	198	149	197	289	host	nuoI
ada	15	16	40	39	host	ada
gene-PA2552	24	28	36	19	host	gene-PA2552
gene-PA3350	105	99	219	289	host	gene-PA3350
gene-PA3270	37	23	64	92	host	gene-PA3270
gene-PA2730	226	158	364	503	host	gene-PA2730
oprB	208	123	153	219	host	oprB
cupC1	32	35	74	99	host	cupC1
osmE	28	22	54	60	host	osmE
pobA	13	9	23	25	host	pobA
relA	603	425	711	1003	host	relA
gene-PA1736	29	28	26	39	host	gene-PA1736
acoR	83	67	119	172	host	acoR
gene-PA3198	47	39	30	56	host	gene-PA3198
gene-PA3492	48	43	54	65	host	gene-PA3492
gene-JG024_gp18	406	401	4117	6105	phage	gene-JG024_gp18
gene-JG005_00041	866	766	3322	4010	phage	gene-JG005_00041
trkH	156	116	157	243	host	trkH
pilW	41	30	93	98	host	pilW
ilvA2	61	28	63	73	host	ilvA2
gene-PA3888	10	5	8	27	host	gene-PA3888
gene-PA1015	79	59	98	149	host	gene-PA1015
gene-PA0581	239	151	330	423	host	gene-PA0581
gene-PA2451	5	2	6	12	host	gene-PA2451
prtN	103	64	189	249	host	prtN
leuB	96	66	87	139	host	leuB
murC	634	390	604	769	host	murC
coxB	45	22	83	94	host	coxB
aprF	24	13	24	31	host	aprF
mutS	460	356	440	630	host	mutS
apt	82	52	119	98	host	apt
fabG	318	242	369	489	host	fabG
gene-PA2346	9	3	6	19	host	gene-PA2346
gene-PA2713	15	9	17	24	host	gene-PA2713
fiuA	66	56	111	129	host	fiuA
gene-PA4018	27	23	39	53	host	gene-PA4018
cbpD	50	32	59	82	host	cbpD
pvcB	9	2	7	14	host	pvcB
pcaT	34	39	58	66	host	pcaT
gene-JG005_00050	935	747	6636	7291	phage	gene-JG005_00050
gene-PA2181	5	4	5	9	host	gene-PA2181
gene-PA3755	77	51	90	120	host	gene-PA3755
gene-PA4642	74	50	58	87	host	gene-PA4642
ftsJ	251	174	251	342	host	ftsJ
rpsB	955	817	1065	1371	host	rpsB
gene-PA5465	71	46	85	75	host	gene-PA5465
gene-PA3592	5	4	11	12	host	gene-PA3592
nhaB	86	78	129	164	host	nhaB
gene-PA0055	104	67	123	129	host	gene-PA0055
gene-PA0507	21	18	32	33	host	gene-PA0507
gene-PA0667	942	578	1332	1677	host	gene-PA0667
gene-JG005_00051	3494	4495	32625	34302	phage	gene-JG005_00051
gene-PA4851	320	241	342	470	host	gene-PA4851
gene-PA5130	218	135	186	279	host	gene-PA5130
gene-PA4019	60	52	54	87	host	gene-PA4019
hpcC	23	13	35	33	host	hpcC
rplU	745	488	1345	1041	host	rplU
gene-PA2882	15	8	14	19	host	gene-PA2882
gene-PA3139	493	351	471	616	host	gene-PA3139
gene-PA4010	65	49	73	101	host	gene-PA4010
wspR	177	97	106	182	host	wspR
tolA	525	402	503	718	host	tolA
bkdA1	118	96	69	101	host	bkdA1
ahpC	348	233	482	687	host	ahpC
gene-PA2143	0	5	0	1	host	gene-PA2143
gene-PA1416	41	29	39	70	host	gene-PA1416
hisG	447	285	385	579	host	hisG
gene-PA4171	13	4	14	10	host	gene-PA4171
gene-PA2489	40	17	21	37	host	gene-PA2489
gene-PA2897	135	110	185	241	host	gene-PA2897
gene-PA5026	7	9	7	4	host	gene-PA5026
mltD	407	319	599	745	host	mltD
gene-PA4668	95	3132	83	145	host	gene-PA4668
cyoC	30	22	52	83	host	cyoC
gene-PA3204	157	91	150	167	host	gene-PA3204
gene-PA3240	25	11	40	56	host	gene-PA3240
gene-PA3911	3	3	18	20	host	gene-PA3911
gene-JG024_gp20	13	24	248	356	phage	gene-JG024_gp20
gene-PA2954	25	15	26	24	host	gene-PA2954
gene-PA1111	7	13	19	15	host	gene-PA1111
gene-PA4456	319	243	371	469	host	gene-PA4456
gene-PA1669	309	187	181	199	host	gene-PA1669
gene-PA2922	1	2	4	4	host	gene-PA2922
mucR	287	181	262	353	host	mucR
gene-PA4801	46	28	42	48	host	gene-PA4801
gene-PA3449	4	7	5	6	host	gene-PA3449
gene-PA4106	1	7	5	6	host	gene-PA4106
gene-PA4586	17	9	47	61	host	gene-PA4586
rtcA	36	28	68	83	host	rtcA
gene-PA4396	24	25	38	49	host	gene-PA4396
gene-PA3677	23	12	32	67	host	gene-PA3677
gene-PA3517	7	4	10	21	host	gene-PA3517
nosY	23	31	17	23	host	nosY
gene-PA3480	124	88	221	231	host	gene-PA3480
gene-PA2602	16	26	25	52	host	gene-PA2602
gene-PA0017	160	131	197	190	host	gene-PA0017
gene-PA5062	41	33	47	63	host	gene-PA5062
gene-JG024_gp47	194	176	2115	2888	phage	gene-JG024_gp47
gene-PA3328	5	6	7	13	host	gene-PA3328
gene-PA2214	11	4	5	9	host	gene-PA2214
gene-PA1243	106	64	101	135	host	gene-PA1243
gene-PA1677	93	90	94	179	host	gene-PA1677
gene-PA4156	12	12	20	33	host	gene-PA4156
gene-PA4866	16	7	11	22	host	gene-PA4866
gene-PA0324	23	11	23	43	host	gene-PA0324
cbrB	788	613	888	1139	host	cbrB
gene-JG024_gp84	1342	1582	4727	7614	phage	gene-JG024_gp84
gene-PA0790	15	7	12	13	host	gene-PA0790
gene-PA1322	15	13	19	50	host	gene-PA1322
gene-PA5216	125	72	145	174	host	gene-PA5216
cupB1	10	4	21	12	host	cupB1
piv	61	49	78	76	host	piv
gene-PA1158	69	34	74	76	host	gene-PA1158
gene-PA1399	41	22	28	38	host	gene-PA1399
cobO	194	124	155	164	host	cobO
gene-PA0806	13	10	19	35	host	gene-PA0806
gene-PA0574.1	144	83	41	55	host	gene-PA0574.1
atuB	5	5	20	18	host	atuB
gene-PA2268	28	10	8	23	host	gene-PA2268
gene-PA1966	13	8	43	30	host	gene-PA1966
yfiB	52	35	65	79	host	yfiB
orn	195	125	194	258	host	orn
gltD	280	173	243	280	host	gltD
gene-PA3426	15	10	18	21	host	gene-PA3426
nfxB	38	34	62	99	host	nfxB
gene-JG024_gp31	178	174	1971	2755	phage	gene-JG024_gp31
gene-PA3027	105	67	92	139	host	gene-PA3027
gene-PA1672	46	40	81	68	host	gene-PA1672
gene-PA0683	7	2	10	9	host	gene-PA0683
lolA	474	300	373	497	host	lolA
gene-PA0987	40	17	68	85	host	gene-PA0987
bifA	158	133	245	288	host	bifA
gene-PA3355	82	50	94	151	host	gene-PA3355
dsbH	209	148	264	347	host	dsbH
hpaC	3	4	2	6	host	hpaC
gene-PA2284	3	1	10	14	host	gene-PA2284
pchG	1	2	6	6	host	pchG
dut	191	120	130	222	host	dut
gene-PA1420	26	27	54	60	host	gene-PA1420
gene-PA0042	31	16	42	86	host	gene-PA0042
gene-PA5169	146	142	41	46	host	gene-PA5169
fliF	248	164	356	507	host	fliF
gene-PA1392	37	37	46	97	host	gene-PA1392
flgG	215	185	240	343	host	flgG
rpoD	2354	1430	1684	2816	host	rpoD
gene-PA3015	59	30	115	103	host	gene-PA3015
gene-PA4726.2	2581	3563	1458	1864	host	gene-PA4726.2
gene-PA2412	3	1	0	5	host	gene-PA2412
gene-JG024_gp03	2156	1957	7839	15140	phage	gene-JG024_gp03
gene-PA1463	555	311	441	574	host	gene-PA1463
gene-JG024_gp15	2284	1835	4195	7273	phage	gene-JG024_gp15
gene-PA3003	33	24	47	56	host	gene-PA3003
gene-PA1160	172	104	159	254	host	gene-PA1160
tadZ	17	13	14	33	host	tadZ
gene-PA1112.1	79	54	94	164	host	gene-PA1112.1
gene-PA0021	6	1	7	13	host	gene-PA0021
gloA1	191	152	300	411	host	gloA1
gene-PA1913	196	119	167	219	host	gene-PA1913
gene-PA5535	20	24	36	34	host	gene-PA5535
gene-PA1205	42	40	32	53	host	gene-PA1205
gene-PA0841	31	22	23	43	host	gene-PA0841
gene-PA1201	46	35	72	90	host	gene-PA1201
gene-PA2878	4	6	14	27	host	gene-PA2878
gene-PA1055	74	46	79	125	host	gene-PA1055
rnpA	839	672	1049	1531	host	rnpA
gene-PA3855	72	49	67	143	host	gene-PA3855
gene-PA0918	31	31	72	103	host	gene-PA0918
gene-PA2226	16	14	46	57	host	gene-PA2226
gene-PA2761	75	41	59	87	host	gene-PA2761
gene-PA1968	35	35	59	51	host	gene-PA1968
lpxB	444	300	442	501	host	lpxB
sbcB	185	126	189	292	host	sbcB
gene-PA1560	119	73	95	130	host	gene-PA1560
gene-PA1029	59	36	115	137	host	gene-PA1029
gene-PA4073	10	7	20	22	host	gene-PA4073
gene-PA2775	167	131	391	501	host	gene-PA2775
gene-PA3334	1	0	3	4	host	gene-PA3334
gene-PA5004	826	574	877	1171	host	gene-PA5004
gene-PA1781.1	6	2	1	0	host	gene-PA1781.1
nuoL	604	452	649	1042	host	nuoL
gene-PA5037	400	268	499	543	host	gene-PA5037
gene-PA3982	403	320	410	590	host	gene-PA3982
radC	64	62	90	131	host	radC
gene-PA4014	50	53	70	71	host	gene-PA4014
gene-PA0960	18	13	21	41	host	gene-PA0960
pmrA	76	43	59	109	host	pmrA
gene-PA5029	64	57	122	177	host	gene-PA5029
gene-PA1402	4	11	9	17	host	gene-PA1402
gene-PA4677	46	34	56	68	host	gene-PA4677
rplK	959	977	896	1130	host	rplK
gene-PA4689	376	294	640	745	host	gene-PA4689
liuE	44	21	69	57	host	liuE
mreB	748	492	1099	1434	host	mreB
gene-PA2084	24	5	26	34	host	gene-PA2084
gene-PA2288	34	14	44	36	host	gene-PA2288
gene-PA4343	6	11	15	15	host	gene-PA4343
gene-PA0701	7	9	16	19	host	gene-PA0701
gene-PA1839	53	29	73	82	host	gene-PA1839
purL	1312	874	1370	1627	host	purL
gene-PA1265	4	0	8	7	host	gene-PA1265
gene-PA4921	43	22	50	57	host	gene-PA4921
gene-PA1574	32	18	44	48	host	gene-PA1574
gene-PA1048	203	199	349	486	host	gene-PA1048
gene-PA4690.4	8912	5538	11213	11057	host	gene-PA4690.4
gene-PA2879	28	30	32	52	host	gene-PA2879
gene-PA5396	81	62	95	145	host	gene-PA5396
soxB	8	8	15	17	host	soxB
kdpC	3	4	17	19	host	kdpC
gene-PA2341	4	6	15	10	host	gene-PA2341
gene-PA2293	10	5	6	15	host	gene-PA2293
hemK	325	189	256	415	host	hemK
htpX	130	88	159	195	host	htpX
gene-PA4644	188	111	252	332	host	gene-PA4644
gene-PA1747	17	5	11	16	host	gene-PA1747
gene-PA3435	48	41	71	76	host	gene-PA3435
gene-PA1025	13	17	20	29	host	gene-PA1025
gene-PA5369.3	764	1123	1063	1087	host	gene-PA5369.3
recJ	156	116	144	202	host	recJ
gene-PA1367	41	33	40	73	host	gene-PA1367
gene-JG005_00010	4345	4593	5054	6206	phage	gene-JG005_00010
gene-PA1283	32	34	62	93	host	gene-PA1283
gene-PA3631	76	68	109	135	host	gene-PA3631
gene-PA1551	598	390	746	1075	host	gene-PA1551
amgS	232	141	171	222	host	amgS
gene-PA3326	22	9	24	37	host	gene-PA3326
ppiC2	23	20	22	13	host	ppiC2
gene-PA1315	41	33	58	112	host	gene-PA1315
gene-PA0401	239	147	245	298	host	gene-PA0401
gene-PA4830	13	8	18	27	host	gene-PA4830
birA	405	287	593	672	host	birA
mdoH	653	398	670	973	host	mdoH
etfA	313	248	544	681	host	etfA
gene-JG005_00121	1287	1302	2532	3063	phage	gene-JG005_00121
acpP	506	606	626	837	host	acpP
mucA	603	424	1200	1725	host	mucA
gene-JG005_00166	4672	5513	5101	6274	phage	gene-JG005_00166
gene-PA4146	4	12	9	11	host	gene-PA4146
gene-PA5327	26	13	36	36	host	gene-PA5327
rpsU	500	390	619	807	host	rpsU
gene-PA0181	65	33	82	109	host	gene-PA0181
parC	895	515	768	1211	host	parC
gene-PA5094	12	16	31	38	host	gene-PA5094
gene-PA1044	54	42	81	92	host	gene-PA1044
pruR	40	30	43	82	host	pruR
gene-PA1762	31	22	29	23	host	gene-PA1762
gene-PA3324	23	6	21	23	host	gene-PA3324
gene-JG005_00144	1001	995	2139	3102	phage	gene-JG005_00144
gene-PA2710	21	14	21	27	host	gene-PA2710
gene-PA1497	9	5	4	16	host	gene-PA1497
purU2	13	6	18	23	host	purU2
aer	345	274	472	598	host	aer
exsB	101	91	78	102	host	exsB
gene-PA1238	4	4	5	14	host	gene-PA1238
xenB	34	38	36	55	host	xenB
nth	63	46	55	87	host	nth
acsB	106	56	59	84	host	acsB
gene-PA1506	14	16	20	10	host	gene-PA1506
gene-PA3185	266	175	350	473	host	gene-PA3185
gene-PA0469	117	75	118	153	host	gene-PA0469
rimK	64	44	73	102	host	rimK
gene-PA2957	258	126	318	347	host	gene-PA2957
dapA	1040	633	840	1411	host	dapA
gene-PA4187	30	19	30	32	host	gene-PA4187
gene-PA3616	92	61	99	117	host	gene-PA3616
gene-PA3413	66	65	52	101	host	gene-PA3413
gene-PA0047	28	44	39	58	host	gene-PA0047
pys2	346	305	614	822	host	pys2
pqsE	234	201	97	136	host	pqsE
gene-PA3662	222	191	447	526	host	gene-PA3662
soxD	2	5	5	5	host	soxD
gene-PA0128	109	77	118	174	host	gene-PA0128
gene-PA5071	77	69	69	90	host	gene-PA5071
opdO	38	9	26	19	host	opdO
dnaK	2116	1298	1781	3037	host	dnaK
gene-PA1380	40	29	38	69	host	gene-PA1380
dapB	159	125	187	306	host	dapB
gene-PA5438	573	395	536	776	host	gene-PA5438
gene-PA2421	8	4	13	13	host	gene-PA2421
gene-PA0144	23	30	31	40	host	gene-PA0144
gene-PA0226	29	12	19	25	host	gene-PA0226
gene-PA2881	8	5	5	11	host	gene-PA2881
gene-PA0100	149	109	182	254	host	gene-PA0100
opdT	23	16	19	32	host	opdT
gene-PA2873	58	40	55	71	host	gene-PA2873
gene-PA3056	87	78	88	169	host	gene-PA3056
spuH	79	82	100	159	host	spuH
gene-PA2806	54	26	61	64	host	gene-PA2806
liuB	71	43	56	72	host	liuB
gene-PA3600	4	5	8	11	host	gene-PA3600
pscE	48	39	36	54	host	pscE
gene-PA2434	5	5	11	7	host	gene-PA2434
gene-PA1194	49	32	45	69	host	gene-PA1194
mdcD	3	5	1	2	host	mdcD
glyA1	42	29	50	86	host	glyA1
gene-PA5132	54	33	42	52	host	gene-PA5132
gatA	347	234	282	413	host	gatA
wzy	367	281	791	1063	host	wzy
gene-PA4290	162	117	60	60	host	gene-PA4290
rpmG	468	385	689	807	host	rpmG
gene-PA4382	14	13	22	56	host	gene-PA4382
gene-PA1952	1	2	0	3	host	gene-PA1952
gene-PA4362	13	12	35	14	host	gene-PA4362
nuoB	755	606	991	1284	host	nuoB
pfpI	10	7	8	33	host	pfpI
sucD	521	444	690	743	host	sucD
pckA	1312	898	1201	1663	host	pckA
gene-PA1365	63	59	85	86	host	gene-PA1365
gene-PA0769	228	183	179	283	host	gene-PA0769
folE1	119	96	133	169	host	folE1
gene-PA2756	123	65	114	165	host	gene-PA2756
tgt	324	232	396	536	host	tgt
gene-PA5208	386	317	547	794	host	gene-PA5208
gene-PA2727	160	90	152	195	host	gene-PA2727
gene-JG005_00114	7666	6809	7125	8976	phage	gene-JG005_00114
gene-PA4536	43	26	33	84	host	gene-PA4536
gene-PA3451	9	5	7	15	host	gene-PA3451
gene-PA3825	58	32	91	127	host	gene-PA3825
gene-PA1145	22	17	27	33	host	gene-PA1145
gene-PA4995	82	58	67	109	host	gene-PA4995
ksgA	224	151	198	302	host	ksgA
gene-PA4144	8	4	7	6	host	gene-PA4144
gene-PA0919	156	93	136	173	host	gene-PA0919
plcH	26	18	49	62	host	plcH
gene-PA3213	49	31	63	81	host	gene-PA3213
gene-PA0440	17	8	30	47	host	gene-PA0440
gene-PA3214	21	19	38	26	host	gene-PA3214
ddlB	424	277	323	460	host	ddlB
cyaB	139	118	174	274	host	cyaB
gene-PA0704	158	94	99	112	host	gene-PA0704
fepC	18	8	11	20	host	fepC
gene-PA0073	29	24	39	60	host	gene-PA0073
gene-PA0315	28	27	57	71	host	gene-PA0315
gene-PA0627	6	7	9	11	host	gene-PA0627
gene-PA4886	41	34	48	67	host	gene-PA4886
gene-PA5211	23	20	46	56	host	gene-PA5211
gene-PA0171	151	87	184	210	host	gene-PA0171
gene-PA3336	17	10	15	19	host	gene-PA3336
ccmC	149	91	138	194	host	ccmC
phzE1	14	7	9	18	host	phzE1
gene-PA1405	100	70	95	140	host	gene-PA1405
gene-PA5532	32	19	18	52	host	gene-PA5532
gene-PA1300	13	15	22	12	host	gene-PA1300
gene-PA4606	434	367	304	431	host	gene-PA4606
poxB	33	20	71	67	host	poxB
braC	620	454	456	716	host	braC
gene-PA2104	69	44	78	139	host	gene-PA2104
lpxK	189	130	219	263	host	lpxK
dhcR	27	15	22	36	host	dhcR
cpo	9	6	10	15	host	cpo
gene-PA0186	29	18	22	43	host	gene-PA0186
gene-PA5076	217	145	256	347	host	gene-PA5076
gene-PA4337	14	6	15	23	host	gene-PA4337
gene-JG024_gp68	3581	3197	6069	8185	phage	gene-JG024_gp68
cdhC	12	4	6	11	host	cdhC
gene-PA1733	17	12	18	22	host	gene-PA1733
gene-PA2311	3	1	4	2	host	gene-PA2311
modB	85	58	67	100	host	modB
ffh	416	284	350	568	host	ffh
gene-JG024_gp92	631	560	3147	4609	phage	gene-JG024_gp92
cbrA	570	416	485	636	host	cbrA
gene-PA0568	57	32	54	109	host	gene-PA0568
gene-PA2842	50	36	50	75	host	gene-PA2842
gene-PA4183	28	14	31	32	host	gene-PA4183
gene-PA0255	75	73	110	206	host	gene-PA0255
gene-PA0902	127	86	135	146	host	gene-PA0902
gene-PA4103	3	4	5	9	host	gene-PA4103
gene-PA5245	65	47	81	92	host	gene-PA5245
gene-PA3341	116	73	214	299	host	gene-PA3341
pilY1	448	268	517	693	host	pilY1
gene-PA0442	6	3	3	5	host	gene-PA0442
gene-JG005_00064	256	217	785	1110	phage	gene-JG005_00064
rpmA	613	492	708	911	host	rpmA
gene-JG024_gp53	7326	7981	18533	29423	phage	gene-JG024_gp53
gene-PA1958	30	31	58	109	host	gene-PA1958
gene-PA2455	75	87	142	147	host	gene-PA2455
gene-JG024_gp64	1201	1068	3757	6613	phage	gene-JG024_gp64
gene-PA0061	38	17	61	56	host	gene-PA0061
gene-PA0620	108	121	144	216	host	gene-PA0620
gene-PA0905.1	134	140	128	190	host	gene-PA0905.1
fpr	273	210	437	564	host	fpr
gene-PA3088	212	145	177	230	host	gene-PA3088
gene-PA0924	103	56	153	227	host	gene-PA0924
gene-PA3008	81	68	107	124	host	gene-PA3008
gene-PA3190	25	30	41	37	host	gene-PA3190
pqsL	73	34	41	48	host	pqsL
pvdF	19	19	41	49	host	pvdF
gene-PA4121	14	6	16	47	host	gene-PA4121
gene-PA3365	28	15	21	32	host	gene-PA3365
pqqF	50	39	54	51	host	pqqF
gene-PA4617	68	45	84	105	host	gene-PA4617
gene-PA2877	25	19	35	32	host	gene-PA2877
gene-PA4021	70	68	88	130	host	gene-PA4021
napC	34	28	26	39	host	napC
gene-PA2690	29	19	37	43	host	gene-PA2690
gene-PA4608	63	43	69	94	host	gene-PA4608
ambC	14	11	26	26	host	ambC
gene-PA3626	374	262	400	431	host	gene-PA3626
gene-PA2158	13	9	16	14	host	gene-PA2158
gene-PA2092	8	5	11	10	host	gene-PA2092
gene-PA3287	15	4	24	26	host	gene-PA3287
gene-PA2680	9	2	15	9	host	gene-PA2680
pyrD	199	137	176	273	host	pyrD
wbpJ	574	418	902	1029	host	wbpJ
gene-PA3315	35	14	35	39	host	gene-PA3315
gene-PA2297	2	3	1	3	host	gene-PA2297
gene-PA3740	30	20	46	72	host	gene-PA3740
dapF	241	152	236	361	host	dapF
argG	361	205	383	528	host	argG
gene-PA4492	375	295	409	597	host	gene-PA4492
ribE	241	203	223	225	host	ribE
gene-PA5520	43	41	63	53	host	gene-PA5520
glnS	888	600	649	937	host	glnS
gene-PA0444	31	20	46	45	host	gene-PA0444
surE	167	155	272	351	host	surE
gene-PA3986	30	27	55	62	host	gene-PA3986
gene-PA4194	7	10	20	18	host	gene-PA4194
gene-PA1066	8	9	26	25	host	gene-PA1066
gene-PA1564	40	35	59	66	host	gene-PA1564
antA	14	14	33	25	host	antA
gene-PA0824	18	16	12	32	host	gene-PA0824
gene-PA1089	188	150	107	174	host	gene-PA1089
hemA	447	289	488	596	host	hemA
gene-PA0587	50	34	86	106	host	gene-PA0587
gene-PA4140	18	15	30	29	host	gene-PA4140
gene-PA3463	20	15	16	24	host	gene-PA3463
gene-PA2402	147	92	205	289	host	gene-PA2402
fumC1	26	16	59	40	host	fumC1
gene-PA2349	7	1	3	13	host	gene-PA2349
gene-JG005_00110	2130	1825	2767	3539	phage	gene-JG005_00110
gene-PA1538	21	18	31	23	host	gene-PA1538
gene-PA0137	20	14	31	34	host	gene-PA0137
gene-PA1397	24	26	16	43	host	gene-PA1397
gene-PA3370	7	10	17	29	host	gene-PA3370
gene-PA4591	34	22	49	62	host	gene-PA4591
gene-PA1734	20	24	23	33	host	gene-PA1734
gene-PA2788	35	20	34	45	host	gene-PA2788
tufA	5829	4419	6681	7915	host	tufA
uvrD	670	458	576	794	host	uvrD
gene-PA1594	23	10	26	28	host	gene-PA1594
gene-JG005_00034	209	210	1919	1957	phage	gene-JG005_00034
gene-PA0156	24	29	57	67	host	gene-PA0156
gene-PA2658	93	42	108	128	host	gene-PA2658
gene-JG005_00164	4294	6210	5707	6079	phage	gene-JG005_00164
tatA	289	208	224	357	host	tatA
mutL	833	519	621	849	host	mutL
phhC	196	180	226	268	host	phhC
gene-PA4924	205	129	244	287	host	gene-PA4924
gene-PA3129	77	53	70	105	host	gene-PA3129
gene-PA0632	29	42	56	71	host	gene-PA0632
erbR	41	36	31	54	host	erbR
gene-PA1198	988	671	1924	2473	host	gene-PA1198
thiD	382	230	463	711	host	thiD
gene-PA1361	286	175	232	310	host	gene-PA1361
gene-PA5180	88	61	73	113	host	gene-PA5180
rsmZ	1116	1213	1793	2331	host	rsmZ
gene-PA3972	40	30	66	84	host	gene-PA3972
gene-PA0344	43	43	76	99	host	gene-PA0344
pyrB	384	278	433	553	host	pyrB
xcpT	41	25	29	50	host	xcpT
gene-PA4707	21	17	48	43	host	gene-PA4707
gene-PA4902	19	11	22	42	host	gene-PA4902
gene-PA2075	28	23	39	39	host	gene-PA2075
gene-PA5233	35	24	47	78	host	gene-PA5233
gene-PA3890	9	11	24	22	host	gene-PA3890
gene-PA0359	36	35	56	79	host	gene-PA0359
gene-PA1860	23	14	18	25	host	gene-PA1860
gene-PA1366	201	166	245	358	host	gene-PA1366
gene-PA3827	398	295	494	703	host	gene-PA3827
pilA	468	511	463	580	host	pilA
gene-PA2723	31	29	45	62	host	gene-PA2723
gene-PA2478	86	47	64	61	host	gene-PA2478
lpxO1	211	153	200	342	host	lpxO1
erdR	149	100	127	165	host	erdR
gene-PA4342	8	10	6	20	host	gene-PA4342
ccoP1	427	290	388	451	host	ccoP1
gene-PA4681	23	10	25	22	host	gene-PA4681
gene-PA3453	38	26	42	57	host	gene-PA3453
gene-PA2069	7	4	20	16	host	gene-PA2069
gene-PA4535	159	97	132	212	host	gene-PA4535
gene-PA0673	10	6	3	9	host	gene-PA0673
