# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17374249_sorted.bam" "SRR17374246_sorted.bam" "SRR17374247_sorted.bam" "SRR17374244_sorted.bam" "SRR17374248_sorted.bam" "SRR17374245_sorted.bam" "SRR17374241_sorted.bam" "SRR17374243_sorted.bam" "SRR17374242_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17374249_sorted.bam	SRR17374246_sorted.bam	SRR17374247_sorted.bam	SRR17374244_sorted.bam	SRR17374248_sorted.bam	SRR17374245_sorted.bam	SRR17374241_sorted.bam	SRR17374243_sorted.bam	SRR17374242_sorted.bam
gene-LUU82_08425	CP089586.1	1654159	1654362	-	204	3062	3310	3735	3869	4466	3855	3290	3051	4049
gene-LUU82_08430	CP089586.1	1654392	1655273	-	882	3894	3730	4706	4995	5986	4556	3887	3643	4446
gene-LUU82_08435	CP089586.1	1655430	1656275	-	846	517	771	804	1323	951	1049	1133	845	1184
gene-LUU82_08440	CP089586.1	1656939	1658042	+	1104	93	141	136	168	149	156	193	142	234
gene-LUU82_08445	CP089586.1	1658039	1659199	+	1161	167	214	224	215	230	263	220	168	313
gene-LUU82_08450	CP089586.1	1659168	1661009	+	1842	480	615	731	655	727	828	621	614	847
gene-LUU82_08455	CP089586.1	1661006	1663234	+	2229	631	854	862	861	844	1021	919	843	1220
gene-LUU82_08460	CP089586.1	1663277	1664029	+	753	624	857	853	1010	1054	1156	961	930	1264
gene-LUU82_08465	CP089586.1	1664112	1665293	-	1182	5521	6749	6962	8033	8426	8092	6983	6363	8690
gene-LUU82_08470	CP089586.1	1665832	1666965	+	1134	2018	2413	2552	3238	2850	3163	3007	3024	3506
gene-LUU82_08475	CP089586.1	1667355	1667984	-	630	3114	3790	3682	4672	4485	4670	5015	4574	6178
gene-LUU82_08480	CP089586.1	1667984	1668826	-	843	2469	2923	2775	3590	3470	3825	4139	3633	4927
gene-LUU82_08485	CP089586.1	1668851	1669564	-	714	1652	2031	2047	2857	2502	2597	2905	2813	3132
gene-LUU82_08490	CP089586.1	1669561	1669764	-	204	390	513	479	769	711	670	654	734	700
gene-LUU82_08495	CP089586.1	1670004	1670393	+	390	620	1001	768	1003	813	1087	912	943	1225
gene-LUU82_08500	CP089586.1	1670492	1670716	+	225	700	1159	901	1130	952	1383	1115	1089	1508
gene-LUU82_08505	CP089586.1	1670733	1671434	+	702	1230	1954	1519	2066	1652	2335	1999	1971	2571
gene-LUU82_08510	CP089586.1	1671526	1673238	-	1713	345	382	466	587	480	489	463	450	495
gene-LUU82_08515	CP089586.1	1673219	1674448	-	1230	135	172	189	217	179	224	230	182	271
gene-LUU82_08520	CP089586.1	1674445	1675299	-	855	43	66	66	66	73	94	95	81	132
gene-LUU82_08525	CP089586.1	1675567	1676112	-	546	526	990	762	1274	857	1091	1483	1197	1682
gene-LUU82_08530	CP089586.1	1676417	1677412	+	996	1177	1653	1462	2181	1799	2130	2182	1886	2563
gene-LUU82_08535	CP089586.1	1677472	1678038	-	567	288	416	434	446	414	429	498	409	606
gene-LUU82_08540	CP089586.1	1678052	1679113	-	1062	529	636	698	647	682	687	795	605	992
gene-LUU82_08545	CP089586.1	1679127	1680053	-	927	411	483	502	455	527	563	549	469	752
gene-LUU82_08550	CP089586.1	1680365	1681723	+	1359	1130	2025	1281	1941	1607	2098	1925	1762	2223
gene-LUU82_08555	CP089586.1	1681806	1682246	-	441	459	652	588	904	649	781	766	739	651
gene-LUU82_08560	CP089586.1	1682353	1683708	-	1356	1690	1742	1987	2311	2357	2348	2080	2145	2346
gene-LUU82_08565	CP089586.1	1683815	1684234	-	420	706	800	908	1225	1234	1132	1149	1105	1219
gene-LUU82_08570	CP089586.1	1684446	1686401	+	1956	342	468	422	458	477	473	437	433	608
gene-LUU82_08575	CP089586.1	1686406	1686849	+	444	86	129	148	87	120	159	124	123	162
gene-LUU82_08580	CP089586.1	1686851	1687135	+	285	118	133	140	114	120	162	142	121	191
gene-LUU82_08585	CP089586.1	1687150	1688496	+	1347	513	642	625	624	646	734	597	633	821
gene-LUU82_08590	CP089586.1	1688589	1689614	-	1026	2263	3022	3622	4377	3320	3720	4012	3429	4333
gene-LUU82_08595	CP089586.1	1689930	1690952	-	1023	927	1507	1192	1523	1109	1786	1380	1146	1824
gene-LUU82_08600	CP089586.1	1690930	1691874	-	945	694	1182	869	1069	877	1470	1026	932	1403
gene-LUU82_08605	CP089586.1	1691864	1692664	-	801	589	919	730	1036	786	1169	869	826	1097
gene-LUU82_08610	CP089586.1	1692665	1692997	-	333	350	510	426	688	431	693	539	481	625
gene-LUU82_08615	CP089586.1	1693031	1694032	-	1002	805	1238	918	1271	890	1566	1100	1082	1575
gene-LUU82_08620	CP089586.1	1694146	1694238	-	93	21	17	25	26	38	37	37	25	40
gene-LUU82_08625	CP089586.1	1694334	1695533	+	1200	1079	1561	1358	1318	1454	1919	1534	1359	2124
gene-LUU82_08630	CP089586.1	1695606	1696433	+	828	1471	2011	1705	2038	1993	2494	2195	2077	2808
gene-LUU82_08635	CP089586.1	1696675	1698750	-	2076	8410	11284	8888	10944	12399	15962	15479	16086	24787
gene-LUU82_08640	CP089586.1	1699168	1700481	+	1314	64	78	101	101	97	99	82	78	128
gene-LUU82_08645	CP089586.1	1700608	1701276	-	669	440	513	617	751	806	718	642	564	738
gene-LUU82_08650	CP089586.1	1701416	1702216	+	801	1073	1530	1295	1701	1414	1662	1556	1384	2013
gene-LUU82_08655	CP089586.1	1702493	1703353	-	861	149	252	255	271	231	300	269	191	345
gene-LUU82_08660	CP089586.1	1703511	1704392	+	882	90	108	102	107	119	134	106	83	141
gene-LUU82_08665	CP089586.1	1704432	1705964	+	1533	200	250	195	219	254	294	254	236	290
gene-LUU82_08670	CP089586.1	1706069	1707289	-	1221	143	142	164	176	165	171	168	154	192
gene-LUU82_08675	CP089586.1	1707300	1708223	-	924	51	71	77	86	108	83	70	77	99
gene-LUU82_08680	CP089586.1	1708198	1709316	-	1119	65	63	91	90	103	82	91	71	86
gene-LUU82_08685	CP089586.1	1709659	1710648	-	990	3806	5547	5252	7586	6154	6997	8388	7395	9388
gene-LUU82_08690	CP089586.1	1710599	1710739	+	141	791	1191	1144	1480	1305	1489	1656	1313	2042
gene-LUU82_08695	CP089586.1	1710898	1711575	-	678	1259	1554	1597	1616	1564	1737	1846	1585	2568
gene-LUU82_08700	CP089586.1	1711588	1712637	-	1050	1490	1876	2069	2207	1911	2229	2426	2131	2931
gene-LUU82_08705	CP089586.1	1712886	1713776	-	891	1978	4142	2685	3980	3377	4317	4179	3895	5605
gene-LUU82_08710	CP089586.1	1714360	1715667	+	1308	3189	3997	3831	4376	4112	4610	4409	4093	5221
gene-LUU82_08715	CP089586.1	1715906	1716730	+	825	243	1020	362	364	336	340	340	307	346
gene-LUU82_08720	CP089586.1	1716979	1717377	-	399	1263	1779	1774	2086	1870	1901	2117	1936	2244
gene-LUU82_08725	CP089586.1	1717527	1717901	-	375	625	738	855	1035	798	822	961	792	884
gene-LUU82_08730	CP089586.1	1718524	1719012	-	489	477	548	661	792	635	629	693	624	713
gene-LUU82_08735	CP089586.1	1719023	1719523	-	501	503	565	678	773	628	689	724	638	806
gene-LUU82_08740	CP089586.1	1719534	1720034	-	501	450	540	640	722	566	626	694	581	742
gene-LUU82_08745	CP089586.1	1720045	1720545	-	501	340	442	473	703	538	523	559	522	579
gene-LUU82_08750	CP089586.1	1720556	1721056	-	501	334	414	494	613	564	509	547	502	634
gene-LUU82_08755	CP089586.1	1721067	1721567	-	501	389	469	560	682	542	587	619	587	691
gene-LUU82_08760	CP089586.1	1721580	1722080	-	501	270	340	376	549	323	373	457	466	491
gene-LUU82_08765	CP089586.1	1722091	1722591	-	501	217	250	268	394	311	339	378	377	375
gene-LUU82_08770	CP089586.1	1722723	1722941	-	219	1738	2350	2400	3932	3053	2857	3383	3215	3274
gene-LUU82_08775	CP089586.1	1723122	1723709	-	588	2104	2313	2847	3830	3064	3354	3370	3009	3319
gene-LUU82_08780	CP089586.1	1723734	1724192	-	459	2428	2794	3156	3908	3332	3304	3765	3287	4067
gene-LUU82_08785	CP089586.1	1724185	1724640	-	456	2220	2574	2984	3625	3079	3159	3542	3096	3796
gene-LUU82_08790	CP089586.1	1724640	1725284	-	645	2545	3000	3485	4106	3559	3704	4135	3420	4498
gene-LUU82_08795	CP089586.1	1725300	1726970	-	1671	3250	4383	4442	5687	4539	5353	6133	5202	6294
gene-LUU82_08800	CP089586.1	1726992	1727387	-	396	267	542	411	815	376	532	799	664	691
gene-LUU82_08805	CP089586.1	1727410	1727676	-	267	362	591	512	740	418	678	903	727	971
gene-LUU82_08810	CP089586.1	1727679	1732127	-	4449	2672	4831	3884	5335	3421	5640	7161	6198	8734
gene-LUU82_08815	CP089586.1	1732149	1733483	-	1335	491	917	754	1113	707	1132	1477	1143	1456
gene-LUU82_08820	CP089586.1	1733496	1733738	-	243	141	217	234	288	170	282	378	243	348
gene-LUU82_08825	CP089586.1	1733710	1734168	-	459	429	780	645	834	692	914	1225	956	1060
gene-LUU82_08830	CP089586.1	1734168	1737197	-	3030	2396	4265	3325	5011	3325	4764	6147	4937	6091
gene-LUU82_08835	CP089586.1	1737281	1737574	-	294	12808	13267	15418	16003	17203	13734	18800	17943	17255
gene-LUU82_08840	CP089586.1	1737822	1738715	+	894	731	1312	1012	1620	1112	1569	1837	1543	1668
gene-LUU82_08845	CP089586.1	1739046	1740569	+	1524	3382	7165	3741	7943	4823	7951	10991	10991	12679
gene-LUU82_08850	CP089586.1	1740637	1741803	+	1167	992	1590	1136	1793	1332	1862	2256	2397	2520
gene-LUU82_08855	CP089586.1	1741800	1742720	+	921	799	1203	953	1163	1047	1472	1694	1588	2116
gene-LUU82_08860	CP089586.1	1742734	1743393	+	660	661	913	745	951	893	1156	1338	1321	1745
gene-LUU82_08865	CP089586.1	1743445	1744395	-	951	2960	3452	3709	4347	4014	4303	3929	3836	4769
gene-LUU82_08870	CP089586.1	1744721	1745713	-	993	491	621	638	880	651	1000	708	634	862
gene-LUU82_08875	CP089586.1	1745947	1747323	+	1377	764	940	887	1144	928	1413	754	766	952
gene-LUU82_08885	CP089586.1	1747995	1748387	-	393	124	130	109	163	129	164	205	207	215
gene-LUU82_08895	CP089586.1	1748768	1749766	+	999	771	1011	1071	1041	1027	1206	1141	961	1367
gene-LUU82_08900	CP089586.1	1749998	1750879	+	882	490	792	628	582	681	823	752	637	1004
gene-LUU82_08905	CP089586.1	1750894	1751298	+	405	343	488	405	427	461	558	528	412	745
gene-LUU82_08910	CP089586.1	1751326	1752240	+	915	616	886	764	845	851	1010	905	841	1222
gene-LUU82_08915	CP089586.1	1752338	1752472	-	135	51	40	49	68	49	66	43	45	66
gene-LUU82_08920	CP089586.1	1752491	1753252	+	762	419	554	503	603	537	595	440	457	574
gene-LUU82_08925	CP089586.1	1753768	1755204	-	1437	642	765	887	991	1051	983	898	734	1045
gene-LUU82_08930	CP089586.1	1755220	1756011	-	792	183	207	212	249	273	275	286	164	325
gene-LUU82_08935	CP089586.1	1756160	1756864	+	705	1220	1503	1492	1873	1867	1748	1802	1763	1942
gene-LUU82_08940	CP089586.1	1756972	1757673	-	702	1048	1291	1227	1055	1730	1220	1219	1250	1362
gene-LUU82_08945	CP089586.1	1757666	1758109	-	444	388	490	423	424	541	421	670	598	637
gene-LUU82_08950	CP089586.1	1758222	1758962	-	741	1286	1798	1642	1934	1877	2074	1985	1718	2438
gene-LUU82_08955	CP089586.1	1758965	1760719	-	1755	2726	3901	3223	4072	3781	4634	4365	3843	5474
gene-LUU82_08960	CP089586.1	1760964	1761638	-	675	751	1320	1058	983	1022	905	747	671	942
gene-LUU82_08965	CP089586.1	1761782	1763503	-	1722	15483	21562	19685	22357	20654	25905	24201	21115	31118
gene-LUU82_08970	CP089586.1	1763536	1765224	-	1689	12874	17944	16041	18012	16104	20616	19843	17458	25993
gene-LUU82_08975	CP089586.1	1765246	1766271	-	1026	6392	9656	8479	10002	8734	10990	10482	9162	14041
gene-LUU82_08980	CP089586.1	1766264	1766980	-	717	3845	5558	4980	5580	5069	6460	5912	5302	7759
gene-LUU82_08985	CP089586.1	1767256	1768425	-	1170	2629	3493	3292	3283	3290	3664	3306	3108	4231
gene-LUU82_08990	CP089586.1	1769154	1770848	-	1695	1811	3480	2521	3116	2697	3738	3933	3437	5830
gene-LUU82_08995	CP089586.1	1770870	1771895	-	1026	976	2094	1342	1709	1646	2101	2390	1886	3155
gene-LUU82_09000	CP089586.1	1771888	1772604	-	717	896	1651	1108	1451	1182	1790	1962	1679	2761
gene-LUU82_09005	CP089586.1	1773132	1774175	-	1044	254	289	312	339	344	383	371	383	448
gene-LUU82_09010	CP089586.1	1774199	1774345	-	147	43	62	55	69	73	70	70	67	88
gene-LUU82_09015	CP089586.1	1774347	1775402	-	1056	209	225	251	269	298	279	274	238	360
gene-LUU82_09020	CP089586.1	1775420	1776679	-	1260	99	111	127	145	142	180	170	137	219
gene-LUU82_09025	CP089586.1	1776906	1777184	-	279	36	25	31	37	24	47	52	51	53
gene-LUU82_09030	CP089586.1	1777207	1777674	-	468	35	37	45	44	33	48	57	44	53
gene-LUU82_09035	CP089586.1	1777659	1779755	-	2097	134	186	159	207	167	204	216	184	214
gene-LUU82_09045	CP089586.1	1780093	1781028	-	936	875	1338	1114	1479	1190	1430	1387	1290	1742
gene-LUU82_09050	CP089586.1	1781390	1782919	+	1530	920	1420	1231	1231	1264	1402	1361	1112	1704
gene-LUU82_09055	CP089586.1	1783239	1784192	-	954	5679	81827	9379	4162	9711	3765	2842	2678	2677
gene-LUU82_09060	CP089586.1	1784503	1784610	-	108	9	6	5	6	14	12	7	6	10
gene-LUU82_09065	CP089586.1	1784765	1785910	+	1146	782	3856	994	1265	1051	1313	1181	926	1363
gene-LUU82_09070	CP089586.1	1785936	1786109	+	174	164	699	214	273	234	277	226	181	289
gene-LUU82_09075	CP089586.1	1786265	1786621	+	357	114	190	148	178	159	180	163	119	187
gene-LUU82_09080	CP089586.1	1786819	1788294	+	1476	541	939	753	983	799	903	1002	777	998
gene-LUU82_09085	CP089586.1	1788608	1789750	-	1143	2267	3224	3118	4229	3832	4280	4230	3417	5083
gene-LUU82_09090	CP089586.1	1790191	1791768	+	1578	107	115	161	146	140	173	202	179	294
gene-LUU82_09095	CP089586.1	1791794	1793299	+	1506	139	145	137	150	166	130	177	135	228
gene-LUU82_09100	CP089586.1	1793411	1794622	+	1212	37	51	57	38	47	53	47	46	64
gene-LUU82_09105	CP089586.1	1794809	1797070	+	2262	187	207	229	211	228	259	176	193	277
gene-LUU82_09110	CP089586.1	1797100	1798284	+	1185	186	192	217	198	254	256	236	182	286
gene-LUU82_09115	CP089586.1	1798582	1798689	+	108	170	216	101	180	218	329	224	350	490
gene-LUU82_09135	CP089586.1	1801043	1801387	+	345	531	619	461	708	825	968	1106	1163	1647
gene-LUU82_09140	CP089586.1	1801552	1803315	-	1764	1825	3201	2575	3330	2544	3282	3529	3136	4088
gene-LUU82_09145	CP089586.1	1803366	1803647	-	282	44	274	66	62	81	55	35	72	62
gene-LUU82_09150	CP089586.1	1803637	1804392	-	756	828	10193	1391	733	1494	707	465	436	542
gene-LUU82_09155	CP089586.1	1804415	1806664	-	2250	2207	30472	4253	2195	4347	2280	1457	1246	1545
gene-LUU82_09160	CP089586.1	1807252	1808220	+	969	569	807	707	776	809	950	865	706	1143
gene-LUU82_09165	CP089586.1	1808217	1809773	+	1557	954	1411	1281	1283	1383	1676	1445	1188	2032
gene-LUU82_09170	CP089586.1	1809766	1810524	+	759	601	887	777	886	902	1033	911	857	1153
gene-LUU82_09175	CP089586.1	1810883	1812262	-	1380	164	171	196	197	262	202	162	196	196
gene-LUU82_09180	CP089586.1	1812495	1812989	+	495	3019	2465	2320	3640	5582	4211	3098	3514	4661
gene-LUU82_09185	CP089586.1	1813350	1814318	-	969	302	783	398	388	456	461	397	389	572
gene-LUU82_09190	CP089586.1	1814373	1815413	-	1041	537	931	632	553	765	662	464	468	623
gene-LUU82_09195	CP089586.1	1815438	1816514	-	1077	251	805	303	286	383	361	279	284	396
gene-LUU82_09200	CP089586.1	1816588	1817427	-	840	109	377	189	140	179	215	146	153	247
gene-LUU82_09205	CP089586.1	1817429	1818697	-	1269	246	563	286	228	288	344	274	234	390
gene-LUU82_09210	CP089586.1	1818700	1819971	-	1272	98	335	128	145	150	160	128	119	191
gene-LUU82_09215	CP089586.1	1819984	1821081	-	1098	103	235	126	81	119	134	99	103	115
gene-LUU82_09220	CP089586.1	1821465	1822043	-	579	172	169	173	195	242	204	146	194	159
gene-LUU82_09225	CP089586.1	1822252	1822878	+	627	644	1081	1029	1350	1360	1147	1232	1040	1421
gene-LUU82_09230	CP089586.1	1823067	1823840	+	774	202	266	295	328	313	301	330	302	348
gene-LUU82_09235	CP089586.1	1824138	1826144	-	2007	517	676	718	666	844	848	745	632	1037
gene-LUU82_09240	CP089586.1	1826182	1827957	-	1776	184	277	273	246	255	389	327	291	489
gene-LUU82_09245	CP089586.1	1827974	1829137	-	1164	101	179	157	160	153	231	206	168	280
gene-LUU82_09250	CP089586.1	1829143	1830621	-	1479	152	299	215	231	229	319	304	275	396
gene-LUU82_09255	CP089586.1	1830578	1832170	+	1593	336	562	434	598	488	766	675	550	955
gene-LUU82_09260	CP089586.1	1832435	1833547	-	1113	469	758	748	916	734	855	1054	686	1399
gene-LUU82_09265	CP089586.1	1833534	1834457	-	924	699	987	1010	1284	972	1223	1359	1010	1638
gene-LUU82_09270	CP089586.1	1834459	1835301	-	843	1382	1720	1751	2291	2157	2138	2340	2019	2722
gene-LUU82_09275	CP089586.1	1835506	1838295	-	2790	3491	5714	4520	6237	5159	7013	6842	6370	8740
gene-LUU82_09280	CP089586.1	1838474	1839328	-	855	70	109	93	134	90	137	133	99	128
gene-LUU82_09285	CP089586.1	1839539	1840414	-	876	238	279	302	315	376	314	297	266	371
gene-LUU82_09290	CP089586.1	1840417	1841871	-	1455	251	311	304	306	365	328	321	314	390
gene-LUU82_09295	CP089586.1	1841883	1842779	-	897	51	67	71	52	79	62	65	48	82
gene-LUU82_09305	CP089586.1	1844409	1846454	+	2046	31743	45435	34077	38548	43301	48393	37934	33722	48128
gene-LUU82_09310	CP089586.1	1846433	1846534	-	102	95	110	85	177	143	114	109	100	111
gene-LUU82_09315	CP089586.1	1846727	1848367	+	1641	1429	1945	1855	2072	1916	2861	2603	2331	3989
gene-LUU82_09320	CP089586.1	1848434	1848991	+	558	947	1127	1372	1514	1413	1707	1682	1473	2214
gene-LUU82_09325	CP089586.1	1849267	1850622	+	1356	2653	4355	3766	5323	4036	5397	6383	5423	7540
gene-LUU82_09330	CP089586.1	1850875	1852059	+	1185	762	951	949	952	1084	1153	1053	907	1296
gene-LUU82_09335	CP089586.1	1852098	1853129	+	1032	433	561	540	483	640	694	641	549	890
gene-LUU82_09340	CP089586.1	1853141	1854382	+	1242	410	512	525	458	558	694	627	555	993
gene-LUU82_09345	CP089586.1	1854398	1855162	+	765	302	341	407	342	419	464	472	394	604
gene-LUU82_09350	CP089586.1	1855430	1855909	+	480	535	2573	719	729	754	764	796	658	941
gene-LUU82_09355	CP089586.1	1856237	1856881	-	645	622	748	825	887	793	952	902	835	1101
gene-LUU82_09360	CP089586.1	1856894	1864069	-	7176	4060	5409	5458	5275	5509	6264	5710	5321	7490
gene-LUU82_09365	CP089586.1	1864516	1865766	-	1251	556	701	693	975	916	838	859	816	940
gene-LUU82_09370	CP089586.1	1866152	1867177	-	1026	150	137	222	226	206	195	188	148	227
gene-LUU82_09375	CP089586.1	1867350	1867709	-	360	685	843	982	1433	1119	1263	1448	1227	1653
gene-LUU82_09380	CP089586.1	1867926	1868957	-	1032	281	514	408	478	382	624	653	542	849
gene-LUU82_09385	CP089586.1	1868970	1869731	-	762	137	306	186	257	187	358	351	252	551
gene-LUU82_09390	CP089586.1	1869728	1870702	-	975	179	419	231	338	210	459	439	357	722
gene-LUU82_09395	CP089586.1	1870716	1871456	-	741	132	341	176	262	167	367	342	327	604
gene-LUU82_09400	CP089586.1	1871798	1872310	-	513	708	1668	940	2116	1033	2159	2340	1810	2669
gene-LUU82_09405	CP089586.1	1872489	1872692	+	204	195	254	266	380	289	348	412	313	462
gene-LUU82_09410	CP089586.1	1873042	1874001	-	960	573	687	755	917	702	822	873	724	1064
gene-LUU82_09415	CP089586.1	1874648	1876135	-	1488	259	493	351	465	350	499	487	402	603
gene-LUU82_09420	CP089586.1	1876562	1876945	+	384	430	625	531	973	574	946	628	627	684
gene-LUU82_09425	CP089586.1	1876952	1877278	+	327	358	512	450	946	543	805	487	551	593
gene-LUU82_09430	CP089586.1	1877343	1878488	-	1146	1025	1220	1500	1547	1413	1686	1626	1399	1877
gene-LUU82_09435	CP089586.1	1878565	1879827	-	1263	824	913	1116	1010	1037	1172	1171	963	1469
gene-LUU82_09440	CP089586.1	1879881	1880768	-	888	452	503	668	575	599	725	627	563	848
gene-LUU82_09445	CP089586.1	1880768	1881325	-	558	218	251	322	256	268	341	290	258	402
gene-LUU82_09450	CP089586.1	1881336	1882541	-	1206	364	424	504	460	470	584	472	428	672
gene-LUU82_09455	CP089586.1	1882575	1883813	-	1239	316	350	514	445	442	438	487	337	624
gene-LUU82_09460	CP089586.1	1883822	1884379	-	558	190	203	260	239	227	239	259	187	312
gene-LUU82_09465	CP089586.1	1884376	1885770	-	1395	256	264	335	359	372	367	317	281	393
gene-LUU82_09470	CP089586.1	1885763	1886842	-	1080	154	167	220	230	209	184	194	194	238
gene-LUU82_09475	CP089586.1	1886845	1887969	-	1125	150	185	276	246	226	193	208	161	291
gene-LUU82_09480	CP089586.1	1887973	1889082	-	1110	116	156	209	184	196	162	188	149	242
gene-LUU82_09485	CP089586.1	1889095	1890123	-	1029	119	127	151	183	149	168	129	127	152
gene-LUU82_09495	CP089586.1	1891955	1892719	-	765	114	145	167	186	189	202	216	153	201
gene-LUU82_09500	CP089586.1	1892722	1893408	-	687	168	155	249	231	228	242	238	197	249
gene-LUU82_09505	CP089586.1	1893424	1894092	-	669	55	73	105	98	86	83	113	76	123
gene-LUU82_09510	CP089586.1	1894437	1897046	-	2610	424	890	564	419	615	470	400	374	409
gene-LUU82_09515	CP089586.1	1897434	1898609	-	1176	1490	1909	1903	2630	2125	2237	2120	1940	2437
gene-LUU82_09520	CP089586.1	1898615	1899382	-	768	607	686	728	1104	831	802	822	742	834
gene-LUU82_09525	CP089586.1	1899539	1901074	-	1536	779	856	1007	989	1018	1211	1081	861	1352
gene-LUU82_09530	CP089586.1	1901125	1902669	-	1545	259	257	306	299	333	363	308	265	384
gene-LUU82_09535	CP089586.1	1902898	1903854	+	957	128	135	156	179	150	184	194	176	206
gene-LUU82_09540	CP089586.1	1904068	1904841	+	774	122	153	162	138	197	226	187	176	238
gene-LUU82_09545	CP089586.1	1904843	1905643	+	801	178	178	197	207	221	263	201	172	287
gene-LUU82_09550	CP089586.1	1905640	1906455	+	816	222	282	289	301	357	414	349	290	447
gene-LUU82_09555	CP089586.1	1906586	1907764	-	1179	6159	9639	8331	9839	8680	10425	9392	8348	12223
gene-LUU82_09560	CP089586.1	1907792	1908454	-	663	2990	4624	3954	5057	4304	5161	4418	4130	5740
gene-LUU82_09565	CP089586.1	1908535	1909887	-	1353	1107	1032	1590	1261	1552	1306	1161	900	1439
gene-LUU82_09570	CP089586.1	1909894	1910601	-	708	54	92	123	89	115	86	106	75	106
gene-LUU82_09575	CP089586.1	1910838	1911593	+	756	635	748	770	940	872	1030	950	862	1311
gene-LUU82_09580	CP089586.1	1911784	1911876	-	93	514	547	688	502	754	607	758	567	734
gene-LUU82_09590	CP089586.1	1912877	1913476	-	600	1414	1957	1772	2475	2356	2722	2414	2627	3348
gene-LUU82_09595	CP089586.1	1913744	1915174	-	1431	804	931	1051	1053	1129	1114	1008	916	1252
gene-LUU82_09600	CP089586.1	1915164	1916402	-	1239	327	366	440	434	494	506	420	316	525
gene-LUU82_09605	CP089586.1	1916383	1917549	-	1167	192	187	207	234	272	248	230	194	301
gene-LUU82_09610	CP089586.1	1917760	1918452	-	693	67	74	89	103	90	93	95	93	119
gene-LUU82_09615	CP089586.1	1918415	1919395	-	981	82	107	95	127	104	115	118	138	161
gene-LUU82_09620	CP089586.1	1919465	1919587	-	123	18	13	9	9	7	9	9	9	12
gene-LUU82_09625	CP089586.1	1919731	1920507	-	777	1180	2205	1790	2097	2036	2136	2544	2091	2831
gene-LUU82_09630	CP089586.1	1920718	1921344	-	627	184	323	251	463	292	410	564	389	512
gene-LUU82_09635	CP089586.1	1921540	1922304	-	765	778	1003	1059	1220	1213	1292	1119	1030	1271
gene-LUU82_09640	CP089586.1	1922308	1923510	-	1203	873	1122	1188	1362	1337	1385	1243	1120	1500
gene-LUU82_09645	CP089586.1	1923510	1924286	-	777	211	407	297	427	314	590	361	317	457
gene-LUU82_09650	CP089586.1	1924261	1926111	-	1851	336	722	526	786	530	959	662	554	878
gene-LUU82_09655	CP089586.1	1926020	1927756	-	1737	283	557	452	669	426	759	600	424	678
gene-LUU82_09660	CP089586.1	1927746	1929002	-	1257	175	431	324	485	265	538	363	315	414
gene-LUU82_09665	CP089586.1	1928995	1930749	-	1755	222	447	309	543	292	746	373	329	454
gene-LUU82_09670	CP089586.1	1930770	1931780	-	1011	90	236	177	318	126	359	185	140	210
gene-LUU82_09675	CP089586.1	1931777	1932757	-	981	80	199	134	277	110	303	184	126	172
gene-LUU82_09680	CP089586.1	1932988	1933980	+	993	3343	7801	5065	13060	5220	13589	6604	6548	7874
gene-LUU82_09685	CP089586.1	1933996	1934991	+	996	1496	2851	2237	3752	2164	5017	2387	2350	3365
gene-LUU82_09690	CP089586.1	1934988	1935986	+	999	4546	5106	6473	6733	7059	8090	6057	5700	6953
gene-LUU82_09695	CP089586.1	1936355	1937107	+	753	6980	9323	8194	12181	11050	12016	12251	11962	15645
gene-LUU82_09700	CP089586.1	1937528	1938808	+	1281	257135	444360	332982	462354	401752	576610	609615	592017	856257
gene-LUU82_09705	CP089586.1	1939137	1940729	-	1593	10560	12564	14722	19544	16852	21649	23876	21412	29059
gene-LUU82_09710	CP089586.1	1940991	1941464	-	474	616	729	923	1066	942	968	1067	864	1169
gene-LUU82_09715	CP089586.1	1941654	1943051	-	1398	478	646	707	835	712	930	945	815	1131
gene-LUU82_09720	CP089586.1	1943164	1944036	+	873	103	94	116	148	113	122	117	105	161
gene-LUU82_09725	CP089586.1	1944210	1945985	+	1776	630	1047	850	783	806	806	793	654	866
gene-LUU82_09730	CP089586.1	1946310	1947971	+	1662	26525	20089	28820	27484	38320	27181	20751	19919	25185
gene-LUU82_09740	CP089586.1	1949065	1950453	-	1389	652	992	1015	995	986	1142	1180	931	1456
gene-LUU82_09745	CP089586.1	1950455	1951633	-	1179	593	724	771	742	793	878	942	704	1247
gene-LUU82_09750	CP089586.1	1951784	1954021	-	2238	2889	3822	3771	3931	4011	4414	4421	3816	5539
gene-LUU82_09755	CP089586.1	1954270	1954581	-	312	1139	1597	1553	1900	1584	1723	1912	1543	2168
gene-LUU82_09760	CP089586.1	1954585	1954911	-	327	893	1168	1163	1519	1144	1251	1450	1205	1552
gene-LUU82_09765	CP089586.1	1954911	1956287	-	1377	2974	4433	4125	4841	4027	5062	5284	4465	6458
gene-LUU82_09770	CP089586.1	1956290	1957114	-	825	1256	1862	1747	2229	1715	2103	2355	1954	2874
gene-LUU82_09775	CP089586.1	1957333	1958100	-	768	477	556	567	636	594	649	658	606	726
gene-LUU82_09780	CP089586.1	1958167	1958937	-	771	303	366	359	470	418	442	474	430	488
