# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9623113_sorted.bam" "SRR9623111_sorted.bam" "SRR9623115_sorted.bam" "SRR9623114_sorted.bam" "SRR9623109_sorted.bam" "SRR9623110_sorted.bam" "SRR9623112_sorted.bam" "SRR9623108_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9623113_sorted.bam	SRR9623111_sorted.bam	SRR9623115_sorted.bam	SRR9623114_sorted.bam	SRR9623109_sorted.bam	SRR9623110_sorted.bam	SRR9623112_sorted.bam	SRR9623108_sorted.bam
gene-FLV31_RS06945	NZ_VIQP01000002.1	424681	425748	-	1068	6	34	22	10	157	41	12	636
gene-FLV31_RS06950	NZ_VIQP01000002.1	426171	426533	+	363	12	21	27	20	169	22	40	2821
gene-FLV31_RS06955	NZ_VIQP01000002.1	426642	427268	+	627	8	11	38	22	73	18	26	2722
gene-FLV31_RS06960	NZ_VIQP01000002.1	427404	428249	+	846	7	9	35	17	36	8	12	1329
gene-FLV31_RS06965	NZ_VIQP01000002.1	428415	430316	+	1902	10	16	40	15	62	28	19	1960
gene-FLV31_RS06970	NZ_VIQP01000002.1	430502	430578	-	77	0	2	4	2	1	1	0	8
gene-FLV31_RS06975	NZ_VIQP01000002.1	430652	431164	+	513	2	30	19	10	188	47	3	539
gene-FLV31_RS06980	NZ_VIQP01000002.1	431161	431313	-	153	0	6	10	6	87	24	3	229
gene-FLV31_RS06985	NZ_VIQP01000002.1	431953	432888	+	936	3	35	9	7	145	54	5	647
gene-FLV31_RS06990	NZ_VIQP01000002.1	433000	434022	-	1023	27	390	76	38	2922	891	87	13196
gene-FLV31_RS06995	NZ_VIQP01000002.1	434232	436418	+	2187	2	75	30	19	552	126	12	2583
gene-FLV31_RS07000	NZ_VIQP01000002.1	436503	437681	+	1179	6	83	29	20	560	185	14	3334
gene-FLV31_RS07005	NZ_VIQP01000002.1	437733	438209	+	477	45	56	102	62	410	136	56	2139
gene-FLV31_RS07010	NZ_VIQP01000002.1	438222	438656	+	435	12	19	56	31	128	34	24	686
gene-FLV31_RS07015	NZ_VIQP01000002.1	438653	439645	+	993	19	37	128	66	246	76	15	1035
gene-FLV31_RS07020	NZ_VIQP01000002.1	439656	439865	+	210	3	10	25	20	100	27	8	332
gene-FLV31_RS07025	NZ_VIQP01000002.1	439891	441162	+	1272	12	28	124	66	262	88	18	1367
gene-FLV31_RS07030	NZ_VIQP01000002.1	441305	442381	+	1077	21	172	116	43	1457	359	35	5843
gene-FLV31_RS07035	NZ_VIQP01000002.1	442384	443205	+	822	14	91	131	59	614	204	22	2381
gene-FLV31_RS07040	NZ_VIQP01000002.1	443206	443397	-	192	17	30	73	48	319	66	35	277
gene-FLV31_RS07045	NZ_VIQP01000002.1	443627	444406	+	780	20	57	78	51	397	102	22	1510
gene-FLV31_RS07050	NZ_VIQP01000002.1	444618	445322	-	705	10	78	54	21	420	138	10	2095
gene-FLV31_RS07055	NZ_VIQP01000002.1	445363	446214	-	852	4	38	38	24	128	71	3	679
gene-FLV31_RS07060	NZ_VIQP01000002.1	446356	449811	+	3456	35	377	228	87	2862	617	144	13147
gene-FLV31_RS07065	NZ_VIQP01000002.1	449844	450230	-	387	3	28	23	12	124	51	2	600
gene-FLV31_RS07070	NZ_VIQP01000002.1	450342	450797	+	456	4	20	27	3	215	42	14	315
gene-FLV31_RS07075	NZ_VIQP01000002.1	450892	452310	+	1419	42	101	204	127	555	188	78	2032
gene-FLV31_RS07080	NZ_VIQP01000002.1	452297	453022	-	726	21	55	114	72	191	91	22	652
gene-FLV31_RS07085	NZ_VIQP01000002.1	453191	453835	+	645	17	34	132	70	150	78	10	415
gene-FLV31_RS07090	NZ_VIQP01000002.1	453898	455172	-	1275	3	43	24	23	208	50	5	1194
gene-FLV31_RS07095	NZ_VIQP01000002.1	455182	455520	-	339	3	4	13	6	87	19	6	608
gene-FLV31_RS07100	NZ_VIQP01000002.1	455784	456818	-	1035	13	33	64	27	100	67	10	445
gene-FLV31_RS07105	NZ_VIQP01000002.1	456936	458252	-	1317	14	30	76	42	95	51	3	349
gene-FLV31_RS07110	NZ_VIQP01000002.1	458279	458617	-	339	4	8	30	13	54	6	0	143
gene-FLV31_RS07115	NZ_VIQP01000002.1	458949	459320	-	372	6	27	41	35	131	35	7	453
gene-FLV31_RS07120	NZ_VIQP01000002.1	459338	459517	-	180	1	8	9	13	69	29	5	367
gene-FLV31_RS07125	NZ_VIQP01000002.1	459853	460239	+	387	3	13	6	6	99	16	3	289
gene-FLV31_RS07130	NZ_VIQP01000002.1	460284	461351	-	1068	12	230	74	17	2341	446	53	11162
gene-FLV31_RS07135	NZ_VIQP01000002.1	461458	461961	+	504	3	33	15	9	319	53	12	1210
gene-FLV31_RS07140	NZ_VIQP01000002.1	461963	462625	+	663	2	8	9	5	159	45	8	823
gene-FLV31_RS07145	NZ_VIQP01000002.1	462718	463632	+	915	5	38	21	3	228	64	7	1294
gene-FLV31_RS07150	NZ_VIQP01000002.1	463799	464356	+	558	216	240	345	316	2940	479	304	4141
gene-FLV31_RS07155	NZ_VIQP01000002.1	464366	465490	+	1125	292	1556	510	381	16403	5164	199	8618
gene-FLV31_RS07160	NZ_VIQP01000002.1	465752	466687	+	936	16	30	95	61	233	66	6	638
gene-FLV31_RS07165	NZ_VIQP01000002.1	466680	468014	+	1335	13	26	148	68	240	68	6	568
gene-FLV31_RS07170	NZ_VIQP01000002.1	468018	468902	+	885	26	11	138	54	145	44	5	427
gene-FLV31_RS07175	NZ_VIQP01000002.1	468941	470104	+	1164	33	61	288	179	318	89	15	934
gene-FLV31_RS07180	NZ_VIQP01000002.1	470107	470793	-	687	16	44	213	108	350	86	11	874
gene-FLV31_RS07185	NZ_VIQP01000002.1	470980	471858	+	879	20	37	239	129	215	80	6	573
gene-FLV31_RS07190	NZ_VIQP01000002.1	471861	473246	+	1386	25	36	293	156	324	88	6	1442
gene-FLV31_RS07195	NZ_VIQP01000002.1	473366	475417	+	2052	33	89	498	235	521	163	11	3276
gene-FLV31_RS07200	NZ_VIQP01000002.1	475558	476490	+	933	23	333	88	26	2701	557	54	9781
gene-FLV31_RS07205	NZ_VIQP01000002.1	477014	477205	-	192	788	2397	560	583	35844	8184	5883	53706
gene-FLV31_RS07210	NZ_VIQP01000002.1	477324	477962	-	639	56	242	82	36	2223	498	184	12425
gene-FLV31_RS07215	NZ_VIQP01000002.1	478071	478613	+	543	1	18	32	11	184	37	13	842
gene-FLV31_RS07220	NZ_VIQP01000002.1	478696	479031	+	336	1	13	14	8	105	31	4	504
gene-FLV31_RS07225	NZ_VIQP01000002.1	479037	479954	+	918	5	16	18	12	75	33	4	287
gene-FLV31_RS07230	NZ_VIQP01000002.1	479956	481002	+	1047	3	32	30	16	88	58	4	270
gene-FLV31_RS07235	NZ_VIQP01000002.1	481043	483562	-	2520	11	82	43	30	375	137	25	2903
gene-FLV31_RS07240	NZ_VIQP01000002.1	483648	484028	-	381	5	56	18	5	454	107	14	1783
gene-FLV31_RS07245	NZ_VIQP01000002.1	484103	485857	-	1755	5	61	23	7	274	80	9	1255
gene-FLV31_RS07250	NZ_VIQP01000002.1	486032	486979	+	948	13	137	44	10	856	259	29	3164
gene-FLV31_RS07255	NZ_VIQP01000002.1	487022	487498	+	477	20	258	51	24	2017	469	63	8186
gene-FLV31_RS07260	NZ_VIQP01000002.1	487503	487799	+	297	16	204	53	33	1677	519	57	6502
gene-FLV31_RS07265	NZ_VIQP01000002.1	487881	489113	-	1233	7	51	27	5	358	98	11	1781
gene-FLV31_RS07270	NZ_VIQP01000002.1	489243	489656	+	414	31	10	72	60	113	19	16	472
gene-FLV31_RS07275	NZ_VIQP01000002.1	489741	490778	+	1038	33	79	137	90	495	156	37	1565
gene-FLV31_RS07280	NZ_VIQP01000002.1	490775	491188	-	414	6	12	51	30	107	44	3	423
gene-FLV31_RS07285	NZ_VIQP01000002.1	491274	491900	+	627	7	8	48	31	29	15	2	58
gene-FLV31_RS07290	NZ_VIQP01000002.1	491932	492798	+	867	11	77	53	24	210	97	12	895
gene-FLV31_RS07295	NZ_VIQP01000002.1	492929	494155	+	1227	32	80	227	72	563	85	165	42524
gene-FLV31_RS07300	NZ_VIQP01000002.1	494229	495359	+	1131	18	78	144	57	709	131	68	16709
gene-FLV31_RS07305	NZ_VIQP01000002.1	495359	496711	+	1353	0	27	39	18	136	46	10	2187
gene-FLV31_RS07310	NZ_VIQP01000002.1	496692	499136	+	2445	3	46	48	28	234	89	14	3398
gene-FLV31_RS07315	NZ_VIQP01000002.1	499133	500218	-	1086	3	16	36	14	90	35	13	7281
gene-FLV31_RS07320	NZ_VIQP01000002.1	500222	501622	-	1401	7	16	69	13	77	36	27	13133
gene-FLV31_RS07325	NZ_VIQP01000002.1	501715	502920	-	1206	28	33	157	15	599	101	184	49725
gene-FLV31_RS07330	NZ_VIQP01000002.1	503236	504708	+	1473	10	262	67	24	1429	410	40	10618
gene-FLV31_RS07335	NZ_VIQP01000002.1	504787	505602	+	816	17	74	58	48	143	136	10	383
gene-FLV31_RS07340	NZ_VIQP01000002.1	505606	506121	-	516	22	34	48	34	305	76	36	937
gene-FLV31_RS07345	NZ_VIQP01000002.1	506259	507497	-	1239	5	56	14	6	430	125	12	2286
gene-FLV31_RS07350	NZ_VIQP01000002.1	507819	509009	+	1191	16	406	86	23	3382	787	91	18435
gene-FLV31_RS07355	NZ_VIQP01000002.1	509420	509755	+	336	67	133	154	136	790	235	79	1377
gene-FLV31_RS07360	NZ_VIQP01000002.1	509798	510166	-	369	3	44	14	13	360	95	3	957
gene-FLV31_RS07365	NZ_VIQP01000002.1	510413	510850	+	438	464	1657	507	516	41197	4922	723	14384
gene-FLV31_RS07370	NZ_VIQP01000002.1	510946	512934	-	1989	21	158	119	59	688	333	17	2511
gene-FLV31_RS07375	NZ_VIQP01000002.1	512998	515712	-	2715	14	75	151	76	185	231	7	207
gene-FLV31_RS07380	NZ_VIQP01000002.1	515826	516662	-	837	34	125	103	95	653	388	20	847
gene-FLV31_RS07385	NZ_VIQP01000002.1	516694	517596	-	903	40	112	175	102	973	255	33	1674
gene-FLV31_RS07390	NZ_VIQP01000002.1	517689	520817	-	3129	8	27	59	17	465	117	11	3572
gene-FLV31_RS07395	NZ_VIQP01000002.1	521030	523090	-	2061	1	10	24	13	103	29	5	679
gene-FLV31_RS07400	NZ_VIQP01000002.1	523310	536149	-	12840	92	204	212	129	2507	562	187	15425
gene-FLV31_RS07405	NZ_VIQP01000002.1	536387	537469	+	1083	6	37	19	5	205	106	12	1048
gene-FLV31_RS07410	NZ_VIQP01000002.1	537470	538528	-	1059	51	491	59	45	2355	1042	130	5731
gene-FLV31_RS07415	NZ_VIQP01000002.1	538603	539097	-	495	12	136	21	13	830	234	46	2453
gene-FLV31_RS07420	NZ_VIQP01000002.1	539125	540159	-	1035	9	64	30	19	572	160	34	2587
gene-FLV31_RS07425	NZ_VIQP01000002.1	540302	542245	-	1944	19	44	58	23	201	124	100	2871
gene-FLV31_RS07430	NZ_VIQP01000002.1	542258	543190	-	933	2	28	13	10	153	105	9	1447
gene-FLV31_RS07435	NZ_VIQP01000002.1	543214	557499	-	14286	76	320	297	170	1233	850	146	9239
gene-FLV31_RS07440	NZ_VIQP01000002.1	557987	558919	-	933	3	29	26	9	152	98	7	1394
gene-FLV31_RS07445	NZ_VIQP01000002.1	558943	569019	-	10077	73	517	416	204	2284	1521	77	11092
gene-FLV31_RS07450	NZ_VIQP01000002.1	569904	571325	-	1422	11	126	38	17	703	229	27	2567
gene-FLV31_RS07455	NZ_VIQP01000002.1	571327	571887	-	561	5	36	6	6	276	74	8	858
gene-FLV31_RS07460	NZ_VIQP01000002.1	572060	572830	+	771	8	8	33	18	91	22	15	401
gene-FLV31_RS07465	NZ_VIQP01000002.1	572827	574653	-	1827	8	43	52	24	163	65	8	961
gene-FLV31_RS07470	NZ_VIQP01000002.1	574653	575336	-	684	6	18	13	8	139	40	2	611
gene-FLV31_RS07475	NZ_VIQP01000002.1	575526	576341	-	816	5	50	21	17	477	138	8	2096
gene-FLV31_RS07480	NZ_VIQP01000002.1	576446	576856	+	411	2	52	13	9	306	70	15	907
gene-FLV31_RS07485	NZ_VIQP01000002.1	576861	577451	+	591	6	105	36	23	810	207	23	3259
gene-FLV31_RS07490	NZ_VIQP01000002.1	577508	577942	+	435	12	139	34	9	1126	319	17	3887
gene-FLV31_RS07495	NZ_VIQP01000002.1	578169	579260	+	1092	8	50	22	12	146	131	12	238
gene-FLV31_RS07500	NZ_VIQP01000002.1	579260	579649	+	390	4	15	9	3	63	55	9	161
gene-FLV31_RS07505	NZ_VIQP01000002.1	579666	580799	-	1134	3	43	23	9	124	88	6	649
gene-FLV31_RS07510	NZ_VIQP01000002.1	580827	582443	-	1617	6	29	25	14	112	93	6	923
gene-FLV31_RS07515	NZ_VIQP01000002.1	582462	583100	-	639	2	11	11	8	94	38	2	442
gene-FLV31_RS07520	NZ_VIQP01000002.1	583260	583333	+	74	0	2	6	0	1	5	0	0
gene-FLV31_RS07525	NZ_VIQP01000002.1	584290	585114	-	825	42	27	92	76	146	54	37	733
gene-FLV31_RS07530	NZ_VIQP01000002.1	585378	586928	-	1551	6	26	45	29	56	41	15	341
gene-FLV31_RS07535	NZ_VIQP01000002.1	587033	588247	-	1215	3	15	20	9	54	35	3	378
gene-FLV31_RS07540	NZ_VIQP01000002.1	588423	589436	-	1014	3	16	13	11	53	16	2	314
gene-FLV31_RS07545	NZ_VIQP01000002.1	589622	590644	-	1023	2	6	16	11	46	18	1	259
gene-FLV31_RS07550	NZ_VIQP01000002.1	590794	591333	-	540	3	9	8	10	63	14	3	239
gene-FLV31_RS07555	NZ_VIQP01000002.1	591400	591918	-	519	1	2	7	3	5	2	1	9
gene-FLV31_RS07560	NZ_VIQP01000002.1	591923	592654	-	732	3	7	24	4	12	12	1	42
gene-FLV31_RS07565	NZ_VIQP01000002.1	592794	593213	-	420	2	3	7	6	15	5	2	65
gene-FLV31_RS07570	NZ_VIQP01000002.1	593217	595082	-	1866	7	30	26	25	106	48	15	556
gene-FLV31_RS07575	NZ_VIQP01000002.1	595490	596665	-	1176	4	24	30	16	92	41	3	549
gene-FLV31_RS07580	NZ_VIQP01000002.1	596871	597335	-	465	0	6	9	7	36	15	4	111
gene-FLV31_RS07585	NZ_VIQP01000002.1	597332	597892	-	561	6	30	12	8	132	49	8	343
gene-FLV31_RS19990	NZ_VIQP01000002.1	598322	598495	-	174	1	2	4	1	6	4	0	27
gene-FLV31_RS19995	NZ_VIQP01000002.1	598483	598758	-	276	0	1	4	1	18	8	0	84
gene-FLV31_RS07595	NZ_VIQP01000002.1	598836	599837	-	1002	8	7	14	8	93	27	2	399
gene-FLV31_RS07600	NZ_VIQP01000002.1	600340	600891	+	552	89	21	195	168	326	35	166	2507
gene-FLV31_RS07605	NZ_VIQP01000002.1	601019	601888	-	870	29	10	191	110	69	29	17	265
gene-FLV31_RS20000	NZ_VIQP01000002.1	601988	602227	-	240	4	3	22	18	3	0	0	3
gene-FLV31_RS20005	NZ_VIQP01000002.1	602187	602516	-	330	6	8	43	35	8	16	0	8
gene-FLV31_RS20010	NZ_VIQP01000002.1	602504	602740	-	237	2	8	38	25	9	6	1	20
gene-FLV31_RS07615	NZ_VIQP01000002.1	603012	604163	-	1152	17	32	83	57	99	45	31	466
gene-FLV31_RS07620	NZ_VIQP01000002.1	604409	607636	-	3228	11	38	87	54	268	83	16	1080
gene-FLV31_RS07625	NZ_VIQP01000002.1	608087	609382	+	1296	8	8	49	24	63	26	12	694
gene-FLV31_RS07630	NZ_VIQP01000002.1	609409	611703	+	2295	6	11	54	29	25	29	5	445
gene-FLV31_RS07635	NZ_VIQP01000002.1	611788	612492	-	705	0	10	30	12	3	5	0	36
gene-FLV31_RS07640	NZ_VIQP01000002.1	612636	613394	-	759	2	3	38	26	7	11	2	6
gene-FLV31_RS07645	NZ_VIQP01000002.1	613421	614302	-	882	3	2	41	11	6	11	0	1
gene-FLV31_RS07650	NZ_VIQP01000002.1	614292	614726	-	435	1	2	18	10	3	5	0	1
gene-FLV31_RS07655	NZ_VIQP01000002.1	614770	614979	+	210	0	4	17	4	3	1	1	2
gene-FLV31_RS07660	NZ_VIQP01000002.1	615239	615649	+	411	2	4	17	11	4	6	0	4
gene-FLV31_RS19855	NZ_VIQP01000002.1	615788	616258	-	471	2	5	33	19	3	12	1	5
gene-FLV31_RS19860	NZ_VIQP01000002.1	616225	616686	-	462	3	4	26	18	4	6	1	4
gene-FLV31_RS07670	NZ_VIQP01000002.1	617549	618274	-	726	4	5	85	34	31	19	3	102
gene-FLV31_RS07675	NZ_VIQP01000002.1	618540	619124	-	585	17	23	64	46	152	46	6	688
gene-FLV31_RS07680	NZ_VIQP01000002.1	619450	619629	-	180	0	4	25	7	3	8	0	10
gene-FLV31_RS07685	NZ_VIQP01000002.1	619878	620879	-	1002	3	10	100	41	42	24	3	49
gene-FLV31_RS07690	NZ_VIQP01000002.1	620965	621342	+	378	8	18	59	28	98	38	2	244
gene-FLV31_RS07695	NZ_VIQP01000002.1	621381	622145	-	765	9	41	121	61	221	80	3	824
gene-FLV31_RS07700	NZ_VIQP01000002.1	622286	622813	-	528	8	13	83	32	41	29	5	76
gene-FLV31_RS07705	NZ_VIQP01000002.1	622967	623335	-	369	8	21	111	43	74	41	5	130
gene-FLV31_RS07710	NZ_VIQP01000002.1	623576	624400	-	825	20	44	197	91	172	87	13	745
gene-FLV31_RS07715	NZ_VIQP01000002.1	624532	624924	-	393	8	22	60	49	58	26	7	219
gene-FLV31_RS07720	NZ_VIQP01000002.1	625117	626601	-	1485	4	34	35	19	96	46	4	445
gene-FLV31_RS19600	NZ_VIQP01000030.1	139	1824	-	1686	6	21	40	27	48	38	7	152
gene-FLV31_RS19605	NZ_VIQP01000030.1	2056	2493	-	438	1	4	23	5	16	11	3	34
gene-FLV31_RS19610	NZ_VIQP01000031.1	322	930	-	609	1	6	6	6	75	25	0	203
gene-FLV31_RS19615	NZ_VIQP01000031.1	1140	1652	+	513	15	126	95	53	952	218	30	2203
gene-FLV31_RS19620	NZ_VIQP01000031.1	1649	2098	+	450	22	65	92	55	316	103	10	978
gene-FLV31_RS19625	NZ_VIQP01000032.1	326	1243	-	918	3	14	39	16	68	16	9	195
gene-FLV31_RS19630	NZ_VIQP01000033.1	1	1848	+	1848	11	38	68	48	144	81	6	720
gene-FLV31_RS19640	NZ_VIQP01000034.1	311	859	-	549	5	8	21	16	185	44	10	443
gene-FLV31_RS19645	NZ_VIQP01000034.1	1069	1668	-	600	7	11	18	7	60	25	5	121
gene-FLV31_RS19650	NZ_VIQP01000035.1	143	691	+	549	3	10	22	25	10	11	1	25
gene-FLV31_RS19655	NZ_VIQP01000035.1	942	1124	+	183	1	2	2	2	1	1	0	5
gene-FLV31_RS19660	NZ_VIQP01000036.1	1	1654	+	1654	15	56	112	55	222	128	9	1171
gene-FLV31_RS19665	NZ_VIQP01000037.1	362	1411	+	1050	33	139	255	147	442	268	30	959
gene-FLV31_RS19670	NZ_VIQP01000038.1	33	1301	+	1269	6	51	52	26	200	90	10	849
gene-FLV31_RS19675	NZ_VIQP01000039.1	461	1432	+	972	15	74	95	44	85	141	4	346
gene-FLV31_RS07725	NZ_VIQP01000003.1	1	267	-	267	1	7	10	8	48	17	0	103
gene-FLV31_RS07730	NZ_VIQP01000003.1	373	1071	+	699	3	5	9	9	29	17	2	80
gene-FLV31_RS07735	NZ_VIQP01000003.1	1348	1911	+	564	1	6	20	11	12	13	1	21
gene-FLV31_RS07740	NZ_VIQP01000003.1	2081	2470	+	390	0	2	11	4	8	11	0	9
gene-FLV31_RS07745	NZ_VIQP01000003.1	2744	3334	+	591	2	7	10	10	5	8	0	4
gene-FLV31_RS20015	NZ_VIQP01000003.1	3356	3583	+	228	0	0	1	4	1	3	0	0
gene-FLV31_RS07750	NZ_VIQP01000003.1	3693	4496	+	804	1	5	14	7	12	10	2	41
gene-FLV31_RS07755	NZ_VIQP01000003.1	4671	5570	+	900	1	10	14	13	8	17	0	46
gene-FLV31_RS07760	NZ_VIQP01000003.1	5580	6500	+	921	4	10	15	10	14	25	1	75
gene-FLV31_RS07765	NZ_VIQP01000003.1	6728	7201	+	474	2	7	25	9	53	14	3	146
gene-FLV31_RS07770	NZ_VIQP01000003.1	7300	8271	+	972	3	5	19	8	43	14	1	161
gene-FLV31_RS07775	NZ_VIQP01000003.1	8505	9323	+	819	1	10	16	10	28	19	2	100
gene-FLV31_RS20020	NZ_VIQP01000003.1	10152	10313	+	162	1	7	3	5	27	10	1	30
gene-FLV31_RS07785	NZ_VIQP01000003.1	10499	10960	+	462	2	12	27	17	101	27	10	127
gene-FLV31_RS07790	NZ_VIQP01000003.1	10951	11547	+	597	2	12	39	22	56	35	1	69
gene-FLV31_RS07795	NZ_VIQP01000003.1	11687	12253	+	567	6	16	40	16	67	28	4	287
gene-FLV31_RS07800	NZ_VIQP01000003.1	12389	13159	+	771	10	19	101	64	48	32	9	221
gene-FLV31_RS07805	NZ_VIQP01000003.1	13264	13530	-	267	6	7	44	21	35	25	2	97
gene-FLV31_RS07810	NZ_VIQP01000003.1	13581	13742	-	162	3	5	31	21	13	21	3	29
gene-FLV31_RS07815	NZ_VIQP01000003.1	14037	15044	+	1008	18	19	148	82	46	44	3	141
gene-FLV31_RS07820	NZ_VIQP01000003.1	15194	17137	-	1944	47	55	317	164	222	119	22	1164
gene-FLV31_RS07825	NZ_VIQP01000003.1	17169	19427	-	2259	87	34	428	281	145	79	22	473
gene-FLV31_RS07830	NZ_VIQP01000003.1	19797	20837	+	1041	8	15	34	23	25	29	6	114
gene-FLV31_RS07835	NZ_VIQP01000003.1	20863	21684	+	822	5	21	55	27	43	44	6	156
gene-FLV31_RS07840	NZ_VIQP01000003.1	21769	22347	+	579	2	9	18	11	95	26	7	232
gene-FLV31_RS07845	NZ_VIQP01000003.1	22545	23330	+	786	8	9	25	21	25	27	2	151
gene-FLV31_RS07850	NZ_VIQP01000003.1	23473	24003	+	531	3	10	35	15	62	20	6	229
gene-FLV31_RS07855	NZ_VIQP01000003.1	24067	24759	+	693	5	17	50	30	46	42	13	292
gene-FLV31_RS07860	NZ_VIQP01000003.1	24811	26604	+	1794	9	31	89	33	52	57	5	274
gene-FLV31_RS07865	NZ_VIQP01000003.1	26604	26903	+	300	1	6	14	3	9	9	1	35
gene-FLV31_RS07870	NZ_VIQP01000003.1	26916	27350	+	435	1	7	24	12	9	11	0	36
gene-FLV31_RS07875	NZ_VIQP01000003.1	27347	27796	+	450	1	6	17	8	6	10	4	18
gene-FLV31_RS07880	NZ_VIQP01000003.1	27801	29159	+	1359	3	5	52	27	26	19	0	42
gene-FLV31_RS07885	NZ_VIQP01000003.1	29242	30174	+	933	8	12	37	18	42	33	2	165
gene-FLV31_RS07890	NZ_VIQP01000003.1	30181	30804	+	624	1	11	27	8	20	19	1	78
gene-FLV31_RS07895	NZ_VIQP01000003.1	30805	31008	+	204	3	8	11	0	3	7	0	12
gene-FLV31_RS07900	NZ_VIQP01000003.1	31044	32684	+	1641	7	13	60	25	38	37	5	103
gene-FLV31_RS07905	NZ_VIQP01000003.1	32686	33252	+	567	2	6	21	8	7	14	1	32
gene-FLV31_RS07910	NZ_VIQP01000003.1	33267	34262	-	996	1	15	30	23	20	30	0	86
gene-FLV31_RS07915	NZ_VIQP01000003.1	34564	36180	+	1617	9	15	56	34	29	49	9	316
gene-FLV31_RS07920	NZ_VIQP01000003.1	36467	37882	-	1416	5	48	27	17	191	74	8	393
gene-FLV31_RS07925	NZ_VIQP01000003.1	38327	39364	-	1038	2	26	13	13	188	58	4	344
gene-FLV31_RS07930	NZ_VIQP01000003.1	39324	40361	-	1038	6	37	22	9	372	143	5	709
gene-FLV31_RS07935	NZ_VIQP01000003.1	40421	41212	-	792	1	70	30	18	658	185	12	1209
gene-FLV31_RS07940	NZ_VIQP01000003.1	41426	41791	-	366	0	36	13	11	160	49	2	404
gene-FLV31_RS07945	NZ_VIQP01000003.1	41992	42450	-	459	3	16	20	9	140	31	2	229
gene-FLV31_RS07950	NZ_VIQP01000003.1	42579	43316	+	738	5	56	40	20	536	114	12	894
gene-FLV31_RS07955	NZ_VIQP01000003.1	43313	45682	-	2370	13	407	64	33	4408	646	34	6368
gene-FLV31_RS07960	NZ_VIQP01000003.1	45735	46499	-	765	15	255	56	30	3012	460	38	5085
gene-FLV31_RS07965	NZ_VIQP01000003.1	46563	48518	-	1956	11	175	51	35	2051	346	38	3264
gene-FLV31_RS07970	NZ_VIQP01000003.1	48515	49639	-	1125	19	198	62	18	1860	384	41	2917
gene-FLV31_RS07975	NZ_VIQP01000003.1	49878	51275	+	1398	18	292	83	30	2700	527	40	8606
gene-FLV31_RS07980	NZ_VIQP01000003.1	51830	52858	+	1029	14	138	68	45	801	279	18	3192
gene-FLV31_RS07985	NZ_VIQP01000003.1	53001	54281	+	1281	65	169	354	218	827	366	42	1472
gene-FLV31_RS07990	NZ_VIQP01000003.1	54654	56786	+	2133	87	113	636	329	806	282	77	7098
gene-FLV31_RS07995	NZ_VIQP01000003.1	56921	58201	+	1281	21	44	229	120	215	119	10	605
gene-FLV31_RS08000	NZ_VIQP01000003.1	58217	59401	+	1185	12	33	171	76	157	86	5	245
gene-FLV31_RS08005	NZ_VIQP01000003.1	59418	60575	+	1158	28	84	196	91	551	162	21	1063
gene-FLV31_RS08010	NZ_VIQP01000003.1	60585	61811	+	1227	26	139	244	106	1205	272	13	1615
gene-FLV31_RS08015	NZ_VIQP01000003.1	61813	62817	+	1005	26	225	195	94	2495	432	31	3410
gene-FLV31_RS08020	NZ_VIQP01000003.1	62820	63251	+	432	7	72	103	35	736	125	5	958
gene-FLV31_RS08025	NZ_VIQP01000003.1	63539	64672	+	1134	22	141	160	75	1549	251	8	1602
gene-FLV31_RS08030	NZ_VIQP01000003.1	64715	65848	+	1134	22	164	139	64	1978	312	20	2043
gene-FLV31_RS08035	NZ_VIQP01000003.1	65944	67140	+	1197	15	89	121	65	837	160	6	749
gene-FLV31_RS08040	NZ_VIQP01000003.1	67196	68254	+	1059	16	133	111	66	620	318	36	541
gene-FLV31_RS08045	NZ_VIQP01000003.1	68269	68889	+	621	5	27	76	23	180	63	1	155
gene-FLV31_RS08050	NZ_VIQP01000003.1	68924	70708	+	1785	16	93	185	92	572	182	4	528
gene-FLV31_RS08055	NZ_VIQP01000003.1	70739	71452	-	714	19	65	125	66	392	155	17	450
gene-FLV31_RS08060	NZ_VIQP01000003.1	71479	72783	-	1305	7	70	116	63	332	140	16	571
gene-FLV31_RS08065	NZ_VIQP01000003.1	72827	73177	-	351	1	10	24	12	30	30	0	55
gene-FLV31_RS08070	NZ_VIQP01000003.1	73383	75623	+	2241	13	103	163	78	333	164	20	799
gene-FLV31_RS08075	NZ_VIQP01000003.1	75682	75990	+	309	11	28	45	25	199	48	9	445
gene-FLV31_RS08080	NZ_VIQP01000003.1	75992	77260	-	1269	25	75	111	54	777	180	36	1394
gene-FLV31_RS08085	NZ_VIQP01000003.1	77382	79730	-	2349	20	175	162	77	1003	285	59	1430
gene-FLV31_RS08090	NZ_VIQP01000003.1	79905	80870	-	966	8	54	101	59	424	119	10	443
gene-FLV31_RS08095	NZ_VIQP01000003.1	80873	82321	-	1449	18	79	158	74	354	143	18	407
gene-FLV31_RS08100	NZ_VIQP01000003.1	82572	83009	-	438	4	21	48	25	83	41	6	281
gene-FLV31_RS08105	NZ_VIQP01000003.1	83012	84154	-	1143	19	59	93	56	233	100	5	1053
