# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR12539210_sorted.bam" "SRR12539217_sorted.bam" "SRR12539213_sorted.bam" "SRR12539215_sorted.bam" "SRR12539216_sorted.bam" "SRR12539209_sorted.bam" "SRR12539214_sorted.bam" "SRR12539212_sorted.bam" "SRR12539211_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12539210_sorted.bam	SRR12539217_sorted.bam	SRR12539213_sorted.bam	SRR12539215_sorted.bam	SRR12539216_sorted.bam	SRR12539209_sorted.bam	SRR12539214_sorted.bam	SRR12539212_sorted.bam	SRR12539211_sorted.bam
gene-Saur515_RS04050	NZ_JAKRSL010000003.1	36892	37653	-	762	491	1440	421	1628	1624	335	460	647	704
gene-Saur515_RS04055	NZ_JAKRSL010000003.1	37981	38832	+	852	116	483	113	547	554	85	115	158	190
gene-Saur515_RS04060	NZ_JAKRSL010000003.1	39065	39259	-	195	3390	3860	1743	6105	3570	2045	2026	3335	2761
gene-Saur515_RS04065	NZ_JAKRSL010000003.1	39613	40434	-	822	105	297	100	363	305	72	86	147	139
gene-Saur515_RS04070	NZ_JAKRSL010000003.1	40452	41147	-	696	51	102	29	126	116	16	38	52	53
gene-Saur515_RS04075	NZ_JAKRSL010000003.1	41140	42165	-	1026	67	153	41	188	207	29	27	79	94
gene-Saur515_RS04080	NZ_JAKRSL010000003.1	42415	42711	-	297	143	205	119	212	233	82	97	156	163
gene-Saur515_RS04085	NZ_JAKRSL010000003.1	42704	43090	-	387	194	265	180	281	314	106	143	224	197
gene-Saur515_RS04090	NZ_JAKRSL010000003.1	43832	44710	-	879	247	336	177	358	398	122	201	251	205
gene-Saur515_RS04095	NZ_JAKRSL010000003.1	44889	45269	-	381	796	3117	735	3836	3507	550	873	1367	1306
gene-Saur515_RS04100	NZ_JAKRSL010000003.1	45427	45783	-	357	546	1658	472	1991	1976	335	470	688	678
gene-Saur515_RS04105	NZ_JAKRSL010000003.1	45927	46247	+	321	216	674	126	1038	708	108	175	254	200
gene-Saur515_RS04110	NZ_JAKRSL010000003.1	46397	46936	-	540	86	291	55	328	303	47	57	106	82
gene-Saur515_RS04115	NZ_JAKRSL010000003.1	47019	47735	-	717	64	149	46	174	172	36	46	66	64
gene-Saur515_RS04120	NZ_JAKRSL010000003.1	47883	48305	+	423	64	66	23	82	73	29	31	47	56
gene-Saur515_RS04125	NZ_JAKRSL010000003.1	48704	49198	+	495	114	316	73	448	302	70	114	200	141
gene-Saur515_RS04130	NZ_JAKRSL010000003.1	49353	49970	+	618	35	172	14	219	182	19	36	36	32
gene-Saur515_RS04135	NZ_JAKRSL010000003.1	50043	50624	-	582	14	84	6	83	80	8	8	14	22
gene-Saur515_RS04140	NZ_JAKRSL010000003.1	50849	51085	+	237	994	844	355	958	800	492	488	710	915
gene-Saur515_RS04145	NZ_JAKRSL010000003.1	51082	51285	-	204	1515	1134	577	1344	1104	845	733	1110	1502
gene-Saur515_RS04150	NZ_JAKRSL010000003.1	51626	51886	+	261	31	108	13	138	118	21	29	31	55
gene-Saur515_RS04155	NZ_JAKRSL010000003.1	51915	52103	+	189	23	99	14	130	128	16	20	34	48
gene-Saur515_RS04160	NZ_JAKRSL010000003.1	52291	52860	+	570	24	124	17	155	117	10	25	22	16
gene-Saur515_RS04165	NZ_JAKRSL010000003.1	52948	53232	+	285	69	209	73	221	231	46	62	73	88
gene-Saur515_RS04170	NZ_JAKRSL010000003.1	53294	53512	+	219	85	219	66	231	240	50	58	71	103
gene-Saur515_RS04175	NZ_JAKRSL010000003.1	54008	54208	-	201	472	1978	349	3245	2176	341	400	785	707
gene-Saur515_RS04180	NZ_JAKRSL010000003.1	54565	55251	-	687	30	223	46	267	246	21	46	76	80
gene-Saur515_RS04185	NZ_JAKRSL010000003.1	55592	56062	-	471	29	45	21	61	37	18	22	34	27
gene-Saur515_RS04190	NZ_JAKRSL010000003.1	56397	57419	-	1023	22	56	21	64	50	12	16	20	36
gene-Saur515_RS04195	NZ_JAKRSL010000003.1	57770	59296	-	1527	14	75	23	68	71	13	36	44	42
gene-Saur515_RS04200	NZ_JAKRSL010000003.1	59517	62318	-	2802	732	1762	485	1708	1405	506	577	804	1097
gene-Saur515_RS04205	NZ_JAKRSL010000003.1	62581	63111	-	531	5	49	16	53	42	9	15	12	14
gene-Saur515_RS04210	NZ_JAKRSL010000003.1	63250	63771	-	522	1	14	2	9	13	7	4	5	8
gene-Saur515_RS04215	NZ_JAKRSL010000003.1	63779	63934	-	156	0	1	0	0	2	1	0	0	1
gene-Saur515_RS04220	NZ_JAKRSL010000003.1	64370	65098	+	729	123	317	80	357	341	62	108	148	125
gene-Saur515_RS04225	NZ_JAKRSL010000003.1	65290	65436	+	147	65	170	41	172	161	35	53	58	55
gene-Saur515_RS04230	NZ_JAKRSL010000003.1	65452	65775	+	324	61	167	46	221	189	50	46	62	55
gene-Saur515_RS04235	NZ_JAKRSL010000003.1	66645	67006	-	362	4397	3160	2600	3891	3657	4634	1774	2897	7824
gene-Saur515_RS04240	NZ_JAKRSL010000003.1	67097	67561	-	465	179	517	165	534	597	115	218	279	261
gene-Saur515_RS04245	NZ_JAKRSL010000003.1	67583	69955	-	2373	757	2303	812	2453	2547	506	866	1213	1040
gene-Saur515_RS04250	NZ_JAKRSL010000003.1	69989	70729	-	741	193	612	203	706	681	111	186	291	247
gene-Saur515_RS04255	NZ_JAKRSL010000003.1	70845	71078	-	234	195	524	127	657	499	102	155	220	210
gene-Saur515_RS04260	NZ_JAKRSL010000003.1	71145	71603	-	459	132	366	85	435	398	69	86	149	211
gene-Saur515_RS04265	NZ_JAKRSL010000003.1	71943	73247	-	1305	11510	31665	11453	33057	33418	6340	11403	18349	15800
gene-Saur515_RS04270	NZ_JAKRSL010000003.1	73377	74894	-	1518	5590	18461	5809	18379	17163	3393	5758	10207	7283
gene-Saur515_RS04275	NZ_JAKRSL010000003.1	74897	75658	-	762	3440	11340	3647	11442	10580	2193	3673	6356	4445
gene-Saur515_RS04280	NZ_JAKRSL010000003.1	75780	76970	-	1191	6079	15878	6042	16958	16141	3946	6547	10723	8362
gene-Saur515_RS04285	NZ_JAKRSL010000003.1	77109	78119	-	1011	27276	54500	18843	58385	56423	13493	20771	34701	33459
gene-Saur515_RS04290	NZ_JAKRSL010000003.1	78172	79185	-	1014	6191	16668	4721	18024	18241	3372	4949	8469	7976
gene-Saur515_RS04295	NZ_JAKRSL010000003.1	80005	80634	-	630	473	1416	274	1499	1486	228	321	474	538
gene-Saur515_RS04300	NZ_JAKRSL010000003.1	81337	82239	+	903	270	462	121	532	583	133	145	226	223
gene-Saur515_RS04305	NZ_JAKRSL010000003.1	82482	83069	-	588	1681	5657	1138	7111	5843	844	1580	2668	2085
gene-Saur515_RS04310	NZ_JAKRSL010000003.1	83643	84587	-	945	661	1300	521	1397	1275	379	593	759	705
gene-Saur515_RS04315	NZ_JAKRSL010000003.1	84697	85692	-	996	560	998	448	1064	965	307	481	687	652
gene-Saur515_RS04320	NZ_JAKRSL010000003.1	85689	86600	-	912	231	648	227	662	646	123	225	330	256
gene-Saur515_RS04325	NZ_JAKRSL010000003.1	87424	88359	-	936	1810	6791	1200	7524	6969	827	1585	2467	2163
gene-Saur515_RS04330	NZ_JAKRSL010000003.1	88426	89865	-	1440	358	1273	347	1371	1297	211	361	550	472
gene-Saur515_RS04335	NZ_JAKRSL010000003.1	89873	90358	-	486	212	633	190	645	633	140	197	257	290
gene-Saur515_RS04340	NZ_JAKRSL010000003.1	90366	91205	-	840	277	903	230	968	872	154	242	378	352
gene-Saur515_RS04345	NZ_JAKRSL010000003.1	91211	92143	-	933	343	1048	282	1196	1158	204	303	479	441
gene-Saur515_RS04350	NZ_JAKRSL010000003.1	92805	95651	-	2847	545	1533	566	1729	1652	384	629	903	841
gene-Saur515_RS04355	NZ_JAKRSL010000003.1	95659	97644	-	1986	299	923	321	949	855	269	335	582	544
gene-Saur515_RS04360	NZ_JAKRSL010000003.1	97913	98149	-	237	48	136	24	146	144	22	20	41	37
gene-Saur515_RS04365	NZ_JAKRSL010000003.1	98146	98796	-	651	125	349	44	386	342	44	38	92	91
gene-Saur515_RS04370	NZ_JAKRSL010000003.1	98970	99809	-	840	11	37	10	37	47	5	14	25	21
gene-Saur515_RS04375	NZ_JAKRSL010000003.1	99957	100064	-	108	0	2	2	9	11	1	0	0	1
gene-Saur515_RS04380	NZ_JAKRSL010000003.1	100218	101328	-	1111	142	421	160	491	476	101	196	236	199
gene-Saur515_RS04385	NZ_JAKRSL010000003.1	101497	101601	-	105	9	23	11	34	24	8	12	18	10
gene-Saur515_RS04390	NZ_JAKRSL010000003.1	101643	104174	-	2532	2221	6689	1935	7597	7494	1290	2216	3143	2811
gene-Saur515_RS04395	NZ_JAKRSL010000003.1	104588	105160	-	573	5228	8623	2130	10633	7756	2611	3123	5888	5561
gene-Saur515_RS04400	NZ_JAKRSL010000003.1	105221	105895	-	675	7	9	10	14	26	3	4	7	3
gene-Saur515_RS04405	NZ_JAKRSL010000003.1	105888	106970	-	1083	12	21	9	18	26	3	5	9	11
gene-Saur515_RS04410	NZ_JAKRSL010000003.1	107334	108200	-	867	407	1527	268	1826	1676	215	359	579	545
gene-Saur515_RS04415	NZ_JAKRSL010000003.1	108344	108985	+	642	108	362	69	491	346	67	108	152	127
gene-Saur515_RS04420	NZ_JAKRSL010000003.1	109155	110210	-	1056	218	698	172	801	793	92	188	265	271
gene-Saur515_RS04425	NZ_JAKRSL010000003.1	110528	111598	+	1071	253	901	173	1051	1030	119	180	256	369
gene-Saur515_RS04430	NZ_JAKRSL010000003.1	111794	112555	+	762	62	222	44	243	252	29	59	60	98
gene-Saur515_RS04435	NZ_JAKRSL010000003.1	112573	113067	+	495	63	274	78	310	319	54	59	93	120
gene-Saur515_RS04440	NZ_JAKRSL010000003.1	113081	114307	+	1227	438	1452	387	1669	1612	265	388	590	694
gene-Saur515_RS04445	NZ_JAKRSL010000003.1	114496	115620	-	1125	467	1169	387	1413	1318	291	413	692	553
gene-Saur515_RS04450	NZ_JAKRSL010000003.1	116045	116365	-	321	157	336	90	464	383	88	135	176	192
gene-Saur515_RS04455	NZ_JAKRSL010000003.1	116519	117397	-	879	173	613	151	650	618	100	181	276	195
gene-Saur515_RS04460	NZ_JAKRSL010000003.1	117517	118035	+	519	26	165	27	203	175	20	35	41	27
gene-Saur515_RS04465	NZ_JAKRSL010000003.1	118162	119085	+	924	311	1231	289	1416	1476	229	343	476	550
gene-Saur515_RS04470	NZ_JAKRSL010000003.1	119103	119417	+	315	234	639	180	736	821	144	202	265	316
gene-Saur515_RS04475	NZ_JAKRSL010000003.1	119734	120762	-	1029	214	897	312	960	936	126	396	509	313
gene-Saur515_RS04480	NZ_JAKRSL010000003.1	120881	121642	-	762	35	171	33	178	153	15	37	55	40
gene-Saur515_RS04485	NZ_JAKRSL010000003.1	121639	122595	-	957	22	174	35	155	157	11	43	50	40
gene-Saur515_RS04490	NZ_JAKRSL010000003.1	122582	123553	-	972	36	173	42	156	149	9	43	62	58
gene-Saur515_RS04495	NZ_JAKRSL010000003.1	123592	123747	-	156	0	1	0	0	2	0	0	0	1
gene-Saur515_RS04500	NZ_JAKRSL010000003.1	124261	125232	-	972	1091	3779	1152	4229	4110	715	1131	1830	1610
gene-Saur515_RS04505	NZ_JAKRSL010000003.1	125350	127455	-	2106	1680	5567	1548	6093	6004	988	1645	2649	2384
gene-Saur515_RS04510	NZ_JAKRSL010000003.1	127418	127816	-	399	341	899	266	1211	1113	203	277	458	407
gene-Saur515_RS04515	NZ_JAKRSL010000003.1	128617	129483	+	867	126	543	114	635	645	74	81	162	189
gene-Saur515_RS04520	NZ_JAKRSL010000003.1	129503	130003	+	501	84	405	81	466	484	55	97	138	129
gene-Saur515_RS04525	NZ_JAKRSL010000003.1	130033	130278	+	246	113	324	110	363	373	61	83	141	147
gene-Saur515_RS04530	NZ_JAKRSL010000003.1	130344	131849	+	1506	1767	3950	1450	4197	4307	1058	1312	2151	2876
gene-Saur515_RS04535	NZ_JAKRSL010000003.1	131927	132028	-	102	1	2	0	7	6	1	0	7	5
gene-Saur515_RS04540	NZ_JAKRSL010000003.1	132119	133036	+	918	243	349	162	400	441	117	168	285	212
gene-Saur515_RS04545	NZ_JAKRSL010000003.1	133716	134258	-	543	66	317	66	426	318	52	88	96	120
gene-Saur515_RS04550	NZ_JAKRSL010000003.1	134609	135667	-	1059	13	34	28	28	49	5	20	22	24
gene-Saur515_RS04555	NZ_JAKRSL010000003.1	135907	137421	-	1515	592	1564	582	1796	1723	365	670	840	689
gene-Saur515_RS04560	NZ_JAKRSL010000003.1	137414	138391	-	978	256	751	237	915	874	107	279	367	240
gene-Saur515_RS04565	NZ_JAKRSL010000003.1	138613	140394	-	1782	348	1090	377	1188	1204	212	463	541	467
gene-Saur515_RS04570	NZ_JAKRSL010000003.1	140406	142289	-	1884	210	1152	190	1254	1204	118	265	354	245
gene-Saur515_RS04575	NZ_JAKRSL010000003.1	142560	144500	-	1941	2715	8701	2183	9839	9375	1513	2413	3724	3638
gene-Saur515_RS04580	NZ_JAKRSL010000003.1	144974	145978	-	1005	87	403	114	398	438	83	112	194	165
gene-Saur515_RS04585	NZ_JAKRSL010000003.1	145962	146672	-	711	71	284	101	352	317	75	89	154	138
gene-Saur515_RS04590	NZ_JAKRSL010000003.1	146760	146966	-	207	13	84	14	114	92	16	25	35	44
gene-Saur515_RS04595	NZ_JAKRSL010000003.1	147032	147640	-	609	33	87	22	124	132	19	36	59	50
gene-Saur515_RS04600	NZ_JAKRSL010000003.1	147640	148791	-	1152	41	190	53	221	213	36	52	87	94
gene-Saur515_RS04605	NZ_JAKRSL010000003.1	148775	149368	-	594	16	73	14	89	76	11	18	25	23
gene-Saur515_RS04610	NZ_JAKRSL010000003.1	149719	150387	+	669	60	137	49	165	190	29	30	65	80
gene-Saur515_RS04615	NZ_JAKRSL010000003.1	150389	150808	+	420	71	156	73	185	175	57	57	119	125
gene-Saur515_RS04620	NZ_JAKRSL010000003.1	150812	151525	+	714	112	262	108	294	287	91	122	169	239
gene-Saur515_RS04625	NZ_JAKRSL010000003.1	151624	152208	+	585	241	500	148	634	459	113	218	285	256
gene-Saur515_RS04630	NZ_JAKRSL010000003.1	152488	152928	+	441	317	458	255	535	499	181	251	533	423
gene-Saur515_RS04635	NZ_JAKRSL010000003.1	153270	153743	+	474	380	794	315	852	897	250	300	579	604
gene-Saur515_RS04640	NZ_JAKRSL010000003.1	153718	154404	+	687	821	1941	697	2291	2284	531	679	1235	1191
gene-Saur515_RS04645	NZ_JAKRSL010000003.1	154404	155459	+	1056	913	2352	943	2759	2577	688	850	1514	1514
gene-Saur515_RS04650	NZ_JAKRSL010000003.1	155531	156514	-	984	705	1088	479	1171	1153	401	529	778	660
gene-Saur515_RS04655	NZ_JAKRSL010000003.1	156646	157485	-	840	394	741	339	801	844	200	319	479	413
gene-Saur515_RS04660	NZ_JAKRSL010000003.1	157707	159056	-	1350	458	2153	584	2380	2475	298	626	934	788
gene-Saur515_RS04665	NZ_JAKRSL010000003.1	159277	160458	-	1182	392	1256	351	1346	1266	197	354	523	426
gene-Saur515_RS04670	NZ_JAKRSL010000003.1	160766	162724	-	1959	491	1129	304	1121	798	186	283	613	505
gene-Saur515_RS04675	NZ_JAKRSL010000003.1	162730	163650	-	921	145	235	80	228	156	74	88	182	154
gene-Saur515_RS04680	NZ_JAKRSL010000003.1	163647	164411	-	765	150	365	117	273	250	79	109	253	212
gene-Saur515_RS04685	NZ_JAKRSL010000003.1	164661	165143	-	483	48	88	26	105	83	26	35	45	43
gene-Saur515_RS04690	NZ_JAKRSL010000003.1	165317	165769	-	453	129	576	87	851	691	72	172	174	151
gene-Saur515_RS04695	NZ_JAKRSL010000003.1	166062	167228	-	1167	109	326	98	416	400	89	112	141	146
gene-Saur515_RS04700	NZ_JAKRSL010000003.1	167437	167859	+	423	53	199	48	220	221	24	72	93	76
gene-Saur515_RS04705	NZ_JAKRSL010000003.1	168045	168662	+	618	118	357	104	382	396	69	84	129	166
gene-Saur515_RS04710	NZ_JAKRSL010000003.1	168659	168943	+	285	73	250	76	286	269	43	74	88	118
gene-Saur515_RS04715	NZ_JAKRSL010000003.1	169098	170471	-	1374	339	722	269	806	693	169	294	469	393
gene-Saur515_RS04720	NZ_JAKRSL010000003.1	170557	172110	-	1554	233	539	194	577	525	114	222	315	269
gene-Saur515_RS04725	NZ_JAKRSL010000003.1	172393	172680	-	288	116	288	70	345	325	76	102	182	135
gene-Saur515_RS04730	NZ_JAKRSL010000003.1	172715	173623	-	909	420	1020	237	1221	1197	206	293	513	486
gene-Saur515_RS04735	NZ_JAKRSL010000003.1	173726	174652	-	927	263	790	187	786	890	147	244	331	317
gene-Saur515_RS04740	NZ_JAKRSL010000003.1	174879	175322	+	444	3347	9759	2339	11836	10323	1736	3381	5234	4691
gene-Saur515_RS04745	NZ_JAKRSL010000003.1	175449	177122	-	1674	490	1425	384	1463	1435	263	408	672	627
gene-Saur515_RS04750	NZ_JAKRSL010000003.1	177119	178750	-	1632	423	1018	270	1081	1025	228	299	542	444
gene-Saur515_RS04755	NZ_JAKRSL010000003.1	178969	179844	+	876	144	643	76	745	718	62	94	134	179
gene-Saur515_RS04760	NZ_JAKRSL010000003.1	180016	180699	+	684	1059	2386	668	2771	2363	475	877	1300	824
gene-Saur515_RS04765	NZ_JAKRSL010000003.1	180702	181160	+	459	406	1088	231	1170	1148	188	305	458	421
gene-Saur515_RS04770	NZ_JAKRSL010000003.1	181162	181728	+	567	353	874	186	993	927	144	220	342	371
gene-Saur515_RS04775	NZ_JAKRSL010000003.1	181824	182366	-	543	74	175	30	187	189	21	47	67	55
gene-Saur515_RS04780	NZ_JAKRSL010000003.1	182446	182745	-	300	470	858	253	1131	970	247	330	454	430
gene-Saur515_RS04785	NZ_JAKRSL010000003.1	182883	183278	-	396	172	515	93	643	639	105	141	194	154
gene-Saur515_RS04790	NZ_JAKRSL010000003.1	183345	183788	-	444	4	16	6	23	19	4	4	8	4
gene-Saur515_RS04795	NZ_JAKRSL010000003.1	183915	184604	+	690	33	134	25	169	150	10	21	42	24
gene-Saur515_RS04800	NZ_JAKRSL010000003.1	184703	185191	-	489	109	413	132	443	485	64	135	190	183
gene-Saur515_RS04805	NZ_JAKRSL010000003.1	185188	186408	-	1221	282	893	338	975	998	197	306	416	421
gene-Saur515_RS04810	NZ_JAKRSL010000003.1	186678	187544	-	867	344	1016	334	1118	1139	205	334	545	403
gene-Saur515_RS04815	NZ_JAKRSL010000003.1	187660	188304	-	645	297	799	246	975	886	194	246	396	315
gene-Saur515_RS04820	NZ_JAKRSL010000003.1	188449	188565	-	117	0	8	1	8	9	4	4	1	3
gene-Saur515_RS04825	NZ_JAKRSL010000003.1	188657	189130	-	474	366	1331	274	1545	1528	207	367	489	555
gene-Saur515_RS04830	NZ_JAKRSL010000003.1	189130	189846	-	717	516	2126	422	2411	2421	294	482	716	821
gene-Saur515_RS04835	NZ_JAKRSL010000003.1	190036	190395	-	360	15	52	11	66	48	9	17	25	20
gene-Saur515_RS04845	NZ_JAKRSL010000003.1	193388	194032	-	645	130	391	98	430	379	81	117	179	134
gene-Saur515_RS04850	NZ_JAKRSL010000003.1	194393	195190	+	798	510	1825	531	2172	2185	326	590	834	1008
gene-Saur515_RS04855	NZ_JAKRSL010000003.1	195778	196785	-	1008	521	2044	463	2363	2588	345	486	675	1007
gene-Saur515_RS04860	NZ_JAKRSL010000003.1	196801	197418	-	618	364	1379	290	1690	1695	228	313	449	584
gene-Saur515_RS04865	NZ_JAKRSL010000003.1	198143	200032	-	1890	111	439	120	462	473	79	118	205	188
gene-Saur515_RS04870	NZ_JAKRSL010000003.1	200022	200783	-	762	63	208	64	255	222	46	57	108	100
gene-Saur515_RS04875	NZ_JAKRSL010000003.1	200927	201967	-	1041	135	410	121	478	447	82	110	201	164
gene-Saur515_RS04880	NZ_JAKRSL010000003.1	201960	202634	-	675	80	284	86	369	325	51	87	132	106
gene-Saur515_RS04885	NZ_JAKRSL010000003.1	202650	203573	-	924	154	353	92	447	413	70	113	167	147
gene-Saur515_RS04890	NZ_JAKRSL010000003.1	203686	204192	+	507	322	895	184	1177	1059	173	210	316	440
gene-Saur515_RS04895	NZ_JAKRSL010000003.1	204401	204829	-	429	68	163	45	202	160	24	53	88	71
gene-Saur515_RS04900	NZ_JAKRSL010000003.1	205158	206201	-	1044	41	176	22	232	226	26	45	44	42
gene-Saur515_RS04905	NZ_JAKRSL010000003.1	206352	207419	-	1068	493	1863	557	2031	2017	305	622	874	721
gene-Saur515_RS04910	NZ_JAKRSL010000003.1	207875	208372	-	498	413	1817	291	2340	1833	264	442	652	587
gene-Saur515_RS04915	NZ_JAKRSL010000003.1	208488	208850	-	363	60	199	50	215	209	26	43	87	77
gene-Saur515_RS04920	NZ_JAKRSL010000003.1	208843	209427	-	585	110	278	79	298	285	57	50	130	118
gene-Saur515_RS04925	NZ_JAKRSL010000003.1	209469	210437	-	969	149	316	102	341	314	87	71	171	178
gene-Saur515_RS04930	NZ_JAKRSL010000003.1	210671	211687	-	1017	90	174	77	181	171	56	124	120	127
gene-Saur515_RS04935	NZ_JAKRSL010000003.1	211684	212688	-	1005	45	181	51	197	184	24	56	77	62
gene-Saur515_RS04940	NZ_JAKRSL010000003.1	212724	213521	-	798	78	344	64	416	393	33	89	112	93
gene-Saur515_RS04945	NZ_JAKRSL010000003.1	213803	214636	-	834	155	399	125	559	517	107	177	262	207
gene-Saur515_RS04950	NZ_JAKRSL010000003.1	214814	214906	-	93	42	29	28	48	30	14	25	39	17
gene-Saur515_RS04955	NZ_JAKRSL010000003.1	215161	216390	-	1230	587	2357	628	2616	2688	353	590	944	946
gene-Saur515_RS04960	NZ_JAKRSL010000003.1	216749	218476	-	1728	575	1581	471	1851	1754	297	431	757	715
gene-Saur515_RS04965	NZ_JAKRSL010000003.1	218897	220192	+	1296	95	661	117	733	783	82	142	198	226
gene-Saur515_RS04970	NZ_JAKRSL010000003.1	220309	220707	-	399	197	524	207	566	571	109	210	314	192
gene-Saur515_RS04975	NZ_JAKRSL010000003.1	220770	221831	-	1062	376	983	299	1043	997	194	323	520	378
gene-Saur515_RS04980	NZ_JAKRSL010000003.1	221828	222931	-	1104	242	741	155	790	721	100	206	284	267
gene-Saur515_RS04985	NZ_JAKRSL010000003.1	223030	223842	-	813	474	2034	383	2306	2353	236	427	651	698
gene-Saur515_RS04990	NZ_JAKRSL010000003.1	224189	224983	+	795	739	2013	415	2507	2012	352	674	1041	797
gene-Saur515_RS04995	NZ_JAKRSL010000003.1	225044	225808	-	765	181	626	117	813	734	84	182	208	158
gene-Saur515_RS05000	NZ_JAKRSL010000003.1	226044	226796	+	753	63	152	35	141	121	28	43	67	87
gene-Saur515_RS05005	NZ_JAKRSL010000003.1	226876	227520	-	645	329	835	180	946	730	182	231	379	371
gene-Saur515_RS05010	NZ_JAKRSL010000003.1	227642	228385	+	744	2237	10433	1782	11641	10368	1149	2109	3142	3208
gene-Saur515_RS05015	NZ_JAKRSL010000003.1	228379	229215	+	837	1760	9546	1908	9944	9454	1004	1986	3076	3050
gene-Saur515_RS05020	NZ_JAKRSL010000003.1	229212	230141	+	930	2692	12749	2911	13561	12399	1589	3491	5326	4313
gene-Saur515_RS05025	NZ_JAKRSL010000003.1	231301	233343	-	2043	945	2209	785	2511	2436	516	758	1366	1088
gene-Saur515_RS05030	NZ_JAKRSL010000003.1	233683	234120	-	438	63	122	36	115	120	21	39	58	73
gene-Saur515_RS05035	NZ_JAKRSL010000003.1	234095	234397	-	303	45	125	26	129	100	27	33	48	60
gene-Saur515_RS05040	NZ_JAKRSL010000003.1	234394	234876	-	483	35	76	23	106	74	17	24	36	29
gene-Saur515_RS05045	NZ_JAKRSL010000003.1	234877	236373	-	1497	92	256	59	240	209	43	74	96	83
gene-Saur515_RS05050	NZ_JAKRSL010000003.1	236363	236707	-	345	18	69	19	57	51	5	18	23	23
gene-Saur515_RS05055	NZ_JAKRSL010000003.1	236704	237129	-	426	34	75	23	67	64	17	29	47	38
gene-Saur515_RS05060	NZ_JAKRSL010000003.1	237116	239518	-	2403	165	273	102	294	306	97	117	185	156
gene-Saur515_RS05065	NZ_JAKRSL010000003.1	239537	240097	-	561	69	111	54	127	130	42	40	82	68
gene-Saur515_RS05070	NZ_JAKRSL010000003.1	240256	240459	+	204	2	8	3	9	6	1	4	3	4
gene-Saur515_RS05075	NZ_JAKRSL010000003.1	240476	240700	+	225	1	5	0	11	6	0	6	1	4
gene-Saur515_RS05080	NZ_JAKRSL010000003.1	240895	241824	+	930	38	107	27	135	160	17	27	37	44
gene-Saur515_RS05085	NZ_JAKRSL010000003.1	242772	243146	+	375	909	1991	423	2806	2267	674	769	1087	1152
gene-Saur515_RS05090	NZ_JAKRSL010000003.1	243397	244185	-	789	718	840	330	981	761	331	519	637	494
gene-Saur515_RS05095	NZ_JAKRSL010000003.1	244354	245070	-	717	161	353	114	470	436	69	125	183	159
gene-Saur515_RS05100	NZ_JAKRSL010000003.1	245232	245738	-	507	1455	2163	678	2620	2066	992	944	1631	1816
gene-Saur515_RS05105	NZ_JAKRSL010000003.1	245874	246674	-	801	194	899	183	936	890	145	222	341	306
gene-Saur515_RS05110	NZ_JAKRSL010000003.1	246658	247377	-	720	121	483	111	527	476	93	106	153	155
gene-Saur515_RS05115	NZ_JAKRSL010000003.1	247432	248382	-	951	63	295	70	315	286	31	52	112	86
gene-Saur515_RS05120	NZ_JAKRSL010000003.1	248530	249417	-	888	126	419	92	480	443	66	117	139	137
gene-Saur515_RS05125	NZ_JAKRSL010000003.1	249796	250431	-	636	9	12	6	24	21	4	7	10	9
gene-Saur515_RS05130	NZ_JAKRSL010000003.1	250820	252481	-	1662	484	2156	502	2376	2247	282	533	772	731
gene-Saur515_RS05135	NZ_JAKRSL010000003.1	252478	252894	-	417	112	401	94	459	467	51	95	128	144
gene-Saur515_RS05140	NZ_JAKRSL010000003.1	252987	253094	-	108	4	2	1	3	5	1	0	5	2
gene-Saur515_RS05145	NZ_JAKRSL010000003.1	253169	254179	-	1011	542	959	259	933	1003	333	207	469	811
gene-Saur515_RS05150	NZ_JAKRSL010000003.1	254666	255187	-	522	190	981	270	1095	1083	142	267	445	322
gene-Saur515_RS05155	NZ_JAKRSL010000003.1	255215	256510	-	1296	423	2095	570	2170	2386	290	603	803	594
gene-Saur515_RS05160	NZ_JAKRSL010000003.1	256550	257026	-	477	108	492	101	620	574	67	111	161	112
gene-Saur515_RS05165	NZ_JAKRSL010000003.1	257195	257731	-	537	493	1271	264	1399	1342	245	285	607	558
gene-Saur515_RS05170	NZ_JAKRSL010000003.1	257942	258880	-	939	194	702	166	743	768	108	183	272	238
gene-Saur515_RS05175	NZ_JAKRSL010000003.1	259150	259776	-	627	18	78	17	104	94	18	21	19	24
gene-Saur515_RS05185	NZ_JAKRSL010000003.1	260011	260646	-	636	17	133	35	132	135	18	36	46	39
gene-Saur515_RS05190	NZ_JAKRSL010000003.1	260683	260890	-	208	2	17	3	18	32	4	8	5	5
gene-Saur515_RS02230	NZ_JAKRSL010000002.1	27	293	-	267	138	302	93	378	336	68	85	150	166
gene-Saur515_RS02235	NZ_JAKRSL010000002.1	577	2385	-	1809	292	987	219	1150	1055	151	230	402	403
gene-Saur515_RS02240	NZ_JAKRSL010000002.1	2502	2894	+	393	43	153	39	216	174	30	26	67	53
gene-Saur515_RS02245	NZ_JAKRSL010000002.1	2896	5757	+	2862	237	1066	293	1096	1116	147	271	453	354
