# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948489_sorted.bam" "SRR8948488_sorted.bam" "SRR8948486_sorted.bam" "SRR8948487_sorted.bam" "SRR8948483_sorted.bam" "SRR8948480_sorted.bam" "SRR8948477_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948489_sorted.bam	SRR8948488_sorted.bam	SRR8948486_sorted.bam	SRR8948487_sorted.bam	SRR8948483_sorted.bam	SRR8948480_sorted.bam	SRR8948477_sorted.bam
gene-PA2864	NC_002516.2	3216456	3216890	-	435	335	283	262	171	15	49	202
gene-PA2865	NC_002516.2	3216989	3218419	-	1431	578	387	310	249	76	75	333
gene-PA2866	NC_002516.2	3218666	3219469	+	804	108	75	54	28	25	26	89
gene-PA2867	NC_002516.2	3219608	3221080	+	1473	1114	420	314	276	54	203	617
gene-PA2868	NC_002516.2	3221206	3221565	+	360	68	42	32	23	31	6	47
gene-PA2869	NC_002516.2	3221652	3222140	+	489	30	34	13	7	20	7	23
gene-PA2870	NC_002516.2	3222150	3223727	+	1578	137	121	80	55	52	59	158
gene-PA2871	NC_002516.2	3223736	3224533	-	798	238	194	168	108	48	104	230
gene-PA2872	NC_002516.2	3224614	3225384	-	771	162	85	99	62	31	64	150
gene-PA2873	NC_002516.2	3225381	3227387	-	2007	210	173	151	95	55	74	186
gene-PA2874	NC_002516.2	3227384	3228337	-	954	166	88	73	41	26	49	144
gene-PA2875	NC_002516.2	3228337	3229254	-	918	220	197	146	109	35	49	182
gene-PA2876	NC_002516.2	3229484	3230182	-	699	279	178	176	115	39	131	349
gene-PA2877	NC_002516.2	3230279	3231172	-	894	122	88	95	66	30	17	90
gene-PA2878	NC_002516.2	3231218	3231859	+	642	34	24	29	18	23	13	42
gene-PA2879	NC_002516.2	3231882	3232772	-	891	104	87	72	60	57	24	102
gene-PA2880	NC_002516.2	3232819	3233334	+	516	15	13	5	3	33	2	11
gene-PA2881	NC_002516.2	3233343	3234254	-	912	45	15	20	6	21	11	29
gene-PA2882	NC_002516.2	3234256	3235371	-	1116	16	12	13	8	16	4	15
gene-PA2883	NC_002516.2	3235794	3235961	+	168	116	93	52	42	15	13	95
gene-PA2884	NC_002516.2	3236194	3236958	+	765	128	122	102	72	37	25	100
gene-PA2885	NC_002516.2	3236959	3237555	-	597	111	158	126	63	31	39	150
gene-PA2886	NC_002516.2	3237836	3239638	+	1803	77	82	52	45	34	22	72
gene-PA2887	NC_002516.2	3239711	3240589	+	879	19	25	10	7	31	12	17
gene-PA2888	NC_002516.2	3240591	3242207	+	1617	17	30	31	22	39	19	24
gene-PA2889	NC_002516.2	3242324	3243484	+	1161	24	20	20	11	26	2	18
gene-PA2890	NC_002516.2	3243505	3244299	+	795	14	7	4	1	18	6	20
gene-PA2891	NC_002516.2	3244345	3246330	+	1986	26	33	27	5	41	28	59
gene-PA2892	NC_002516.2	3246382	3247206	+	825	16	19	12	12	12	5	20
gene-PA2893	NC_002516.2	3247369	3249195	+	1827	136	114	105	67	67	59	198
gene-PA2894	NC_002516.2	3249209	3249631	-	423	120	87	83	47	24	29	149
gene-PA2895	NC_002516.2	3249977	3250741	-	765	197	86	58	50	38	133	403
gene-PA2896	NC_002516.2	3250738	3251322	-	585	216	127	136	83	21	59	206
gene-PA2897	NC_002516.2	3251651	3253090	-	1440	435	434	390	239	80	132	414
gene-PA2898	NC_002516.2	3253312	3253680	-	369	11	17	7	6	7	4	9
gene-PA2899	NC_002516.2	3253766	3254404	-	639	63	53	39	48	27	11	77
gene-PA2900	NC_002516.2	3254598	3255407	-	810	550	482	484	328	93	233	721
gene-PA2901	NC_002516.2	3255407	3255766	-	360	492	429	408	259	70	177	562
gene-PA2902	NC_002516.2	3255763	3256611	-	849	234	214	165	122	43	74	349
gene-PA2903	NC_002516.2	3256681	3258360	-	1680	432	259	231	178	72	217	552
gene-PA2904	NC_002516.2	3258353	3259105	-	753	234	152	139	87	29	63	231
gene-PA2905	NC_002516.2	3259102	3259728	-	627	135	92	79	64	39	53	187
gene-PA2906	NC_002516.2	3259725	3261185	-	1461	592	313	423	278	77	206	593
gene-PA2907	NC_002516.2	3261522	3262769	+	1248	217	153	121	100	40	88	274
gene-PA2908	NC_002516.2	3262762	3263862	+	1101	192	87	117	89	36	46	180
gene-PA2909	NC_002516.2	3263859	3264587	+	729	116	29	29	27	22	73	134
gene-PA2910	NC_002516.2	3264642	3265211	-	570	29	43	27	17	24	6	46
gene-PA2911	NC_002516.2	3265848	3268004	+	2157	194	201	104	91	75	20	70
gene-PA2912	NC_002516.2	3268057	3268830	+	774	79	58	11	20	20	4	13
gene-PA2913	NC_002516.2	3268827	3269798	+	972	92	92	36	55	38	9	41
gene-PA2914	NC_002516.2	3269795	3270826	+	1032	129	110	62	72	24	21	49
gene-PA2915	NC_002516.2	3270827	3271693	-	867	102	84	49	56	33	12	40
gene-PA2916	NC_002516.2	3271813	3272406	-	594	13	8	7	5	9	2	12
gene-PA2917	NC_002516.2	3272457	3273293	-	837	69	58	45	39	29	31	64
gene-PA2918	NC_002516.2	3273504	3274277	+	774	20	22	19	12	17	3	26
gene-PA2919	NC_002516.2	3274328	3274585	+	258	21	13	12	13	2	8	13
gene-PA2920	NC_002516.2	3274597	3276234	-	1638	137	100	102	37	52	38	126
gene-PA2921	NC_002516.2	3276319	3277308	-	990	92	51	41	37	29	21	69
gene-PA2922	NC_002516.2	3277409	3278578	+	1170	10	17	3	0	17	4	13
gene-PA2923	NC_002516.2	3278638	3279423	+	786	3	9	1	1	16	2	13
gene-PA2924	NC_002516.2	3279479	3280168	+	690	6	7	5	3	22	5	7
gene-PA2925	NC_002516.2	3280165	3280878	+	714	4	13	7	2	33	1	9
gene-PA2926	NC_002516.2	3280899	3281666	+	768	37	40	39	18	38	21	39
gene-PA2927	NC_002516.2	3281988	3283319	+	1332	52	49	36	19	61	33	84
gene-PA2928	NC_002516.2	3283375	3284598	-	1224	130	99	85	66	32	59	182
gene-PA2929	NC_002516.2	3285007	3285621	-	615	31	40	33	19	20	3	23
gene-PA2930	NC_002516.2	3285687	3286613	+	927	175	137	101	77	40	97	235
gene-PA2931	NC_002516.2	3286624	3287214	-	591	123	88	94	54	47	54	155
gene-PA2932	NC_002516.2	3287340	3288449	+	1110	38	43	36	28	32	38	92
gene-PA2933	NC_002516.2	3288515	3289693	+	1179	39	25	17	18	32	25	63
gene-PA2934	NC_002516.2	3289715	3290674	+	960	141	163	110	91	45	55	130
gene-PA2935	NC_002516.2	3290694	3291173	-	480	170	312	167	142	15	33	102
gene-PA2936	NC_002516.2	3291283	3291864	+	582	12	12	9	3	7	0	12
gene-PA2937	NC_002516.2	3291960	3292268	+	309	5	6	0	5	8	3	4
gene-PA2938	NC_002516.2	3292324	3293781	-	1458	37	31	31	25	64	20	51
gene-PA2939	NC_002516.2	3294282	3295892	+	1611	66	62	61	35	30	24	52
gene-PA2940	NC_002516.2	3295979	3297118	-	1140	34	34	31	20	34	32	61
gene-PA2941	NC_002516.2	3297240	3297884	-	645	107	70	65	55	23	65	165
gene-PA2942	NC_002516.2	3297905	3298921	-	1017	239	152	160	110	40	73	228
gene-PA2942.1	NC_002516.2	3299022	3299269	+	248	114	135	159	63	10	25	223
gene-PA2943	NC_002516.2	3299492	3300586	+	1095	146	114	107	77	31	57	125
gene-PA2944	NC_002516.2	3300615	3304361	-	3747	717	536	499	379	106	127	492
gene-PA2945	NC_002516.2	3304437	3305564	-	1128	565	450	424	295	39	53	237
gene-PA2946	NC_002516.2	3306312	3307013	+	702	574	329	257	281	32	70	219
gene-PA2947	NC_002516.2	3307085	3307513	+	429	58	38	23	24	25	10	26
gene-PA2948	NC_002516.2	3307510	3308262	+	753	83	64	46	44	45	11	54
gene-PA2949	NC_002516.2	3308391	3309338	+	948	194	128	134	81	54	35	153
gene-PA2950	NC_002516.2	3309411	3310607	-	1197	1949	1481	1642	860	84	265	953
gene-PA2951	NC_002516.2	3310792	3311721	-	930	2444	1764	2115	1336	142	474	2831
gene-PA2952	NC_002516.2	3311721	3312470	-	750	1618	1436	1434	901	103	308	1453
gene-PA2953	NC_002516.2	3312791	3314446	+	1656	1576	1443	1269	896	135	253	1078
gene-PA2954	NC_002516.2	3314495	3315064	-	570	147	126	124	68	21	31	137
gene-PA2955	NC_002516.2	3315057	3315689	-	633	136	113	105	74	15	34	115
gene-PA2956	NC_002516.2	3315754	3316650	-	897	184	197	173	105	37	37	177
gene-PA2957	NC_002516.2	3316800	3317438	-	639	702	779	570	363	44	97	475
gene-PA2958	NC_002516.2	3317524	3318657	+	1134	210	270	134	118	35	66	227
gene-PA2958.1	NC_002516.2	3318663	3318859	+	197	861	911	771	499	44	195	912
gene-PA2959	NC_002516.2	3318883	3319659	-	777	774	516	482	335	44	174	881
gene-PA2960	NC_002516.2	3319674	3320030	-	357	623	765	541	360	30	82	430
gene-PA2961	NC_002516.2	3320064	3321050	-	987	499	320	381	227	59	167	611
gene-PA2962	NC_002516.2	3321043	3321675	-	633	420	226	310	207	25	97	425
gene-PA2963	NC_002516.2	3321704	3322753	-	1050	470	336	274	208	43	97	397
gene-PA2964	NC_002516.2	3322759	3323574	-	816	820	337	399	337	75	282	856
gene-PA2965	NC_002516.2	3323574	3324818	-	1245	1872	1113	987	838	63	191	790
gene-PA2966	NC_002516.2	3324947	3325183	-	237	38504	42950	23311	18471	131	814	6435
gene-PA2967	NC_002516.2	3325379	3326122	-	744	3208	2181	2534	1377	94	344	1301
gene-PA2968	NC_002516.2	3326145	3327083	-	939	2137	1364	1870	912	194	742	1887
gene-PA2969	NC_002516.2	3327189	3328169	-	981	1029	735	751	527	59	207	844
gene-PA2970	NC_002516.2	3328203	3328385	-	183	9459	9630	6895	4629	123	650	4030
gene-PA2971	NC_002516.2	3328399	3328935	-	537	8478	8199	6630	4475	631	2524	8538
gene-PA2972	NC_002516.2	3329045	3329623	+	579	58	78	60	43	37	17	90
gene-PA2973	NC_002516.2	3329690	3330670	-	981	704	560	449	336	165	242	769
gene-PA2974	NC_002516.2	3330663	3331355	-	693	494	400	432	273	125	212	667
gene-PA2975	NC_002516.2	3331348	3332304	-	957	656	632	558	392	143	217	673
gene-PA2976	NC_002516.2	3332881	3336054	+	3174	2398	1425	1210	1034	178	292	1913
gene-PA2977	NC_002516.2	3336212	3337231	-	1020	483	379	457	266	70	238	707
gene-PA2978	NC_002516.2	3337228	3337692	-	465	269	235	215	159	44	125	275
gene-PA2979	NC_002516.2	3337692	3338456	-	765	175	156	128	120	33	68	180
gene-PA2980	NC_002516.2	3338456	3338641	-	186	113	86	78	56	12	8	68
gene-PA2981	NC_002516.2	3338679	3339677	-	999	787	545	563	368	75	273	743
gene-PA2982	NC_002516.2	3339677	3340117	-	441	546	476	396	276	59	143	447
gene-PA2983	NC_002516.2	3340114	3340749	-	636	399	394	223	260	35	73	277
gene-PA2984	NC_002516.2	3340822	3343047	-	2226	70	82	52	37	81	40	110
gene-PA2985	NC_002516.2	3343178	3343711	+	534	150	142	79	67	37	17	80
gene-PA2986	NC_002516.2	3343799	3345100	-	1302	574	406	336	309	76	145	564
gene-PA2987	NC_002516.2	3345113	3345796	-	684	465	252	186	146	25	89	347
gene-PA2988	NC_002516.2	3345789	3347039	-	1251	909	793	622	488	62	116	621
gene-PA2989	NC_002516.2	3347142	3347741	+	600	61	88	37	34	14	11	52
gene-PA2990	NC_002516.2	3348073	3348795	+	723	469	388	460	263	39	157	550
gene-PA2991	NC_002516.2	3348838	3350232	-	1395	1436	1526	1670	943	213	778	1630
gene-PA2992	NC_002516.2	3350411	3350638	-	228	131	115	87	78	22	42	99
gene-PA2993	NC_002516.2	3350635	3351663	-	1029	836	624	536	422	141	366	829
gene-PA2994	NC_002516.2	3351656	3352879	-	1224	614	708	498	379	87	220	594
gene-PA2995	NC_002516.2	3352890	3353498	-	609	375	372	219	208	18	77	251
gene-PA2996	NC_002516.2	3353498	3354172	-	675	361	373	208	206	32	45	223
gene-PA2997	NC_002516.2	3354169	3354954	-	786	469	419	271	269	61	179	408
gene-PA2998	NC_002516.2	3354947	3356158	-	1212	948	870	624	529	88	233	679
gene-PA2999	NC_002516.2	3356162	3357499	-	1338	1429	1366	1045	713	138	467	1274
gene-PA3000	NC_002516.2	3357758	3359167	-	1410	885	689	582	424	119	248	753
gene-PA3001	NC_002516.2	3359269	3360654	-	1386	5855	4437	3836	2662	172	725	3804
gene-PA3002	NC_002516.2	3360875	3364321	+	3447	1137	1054	856	544	207	499	1298
gene-PA3003	NC_002516.2	3364332	3364961	+	630	321	246	157	131	31	43	237
gene-PA3004	NC_002516.2	3365007	3365744	-	738	320	209	226	149	29	46	196
gene-PA3005	NC_002516.2	3365756	3366754	-	999	430	312	325	211	41	93	333
gene-PA3006	NC_002516.2	3366970	3367671	-	702	1420	1458	1155	837	98	249	816
gene-PA3007	NC_002516.2	3367903	3368517	+	615	409	371	266	207	47	120	377
gene-PA3008	NC_002516.2	3368529	3369014	+	486	586	411	447	289	45	191	603
gene-PA3009	NC_002516.2	3369036	3369269	-	234	777	695	594	401	66	336	937
gene-PA3010	NC_002516.2	3369475	3369993	-	519	310	324	274	184	35	143	451
gene-PA3011	NC_002516.2	3370100	3372706	-	2607	1789	1924	1696	1133	128	482	1687
gene-PA3012	NC_002516.2	3372797	3373171	-	375	157	157	144	74	31	26	84
gene-PA3013	NC_002516.2	3373254	3374429	-	1176	530	461	465	325	40	164	2367
gene-PA3014	NC_002516.2	3374460	3376607	-	2148	732	603	703	374	119	235	2034
gene-PA3015	NC_002516.2	3377035	3377853	+	819	145	177	110	96	56	66	148
gene-PA3016	NC_002516.2	3377870	3378304	-	435	56	60	44	46	16	16	66
gene-PA3017	NC_002516.2	3378512	3378949	+	438	144	111	109	53	23	53	142
gene-PA3018	NC_002516.2	3378979	3379665	-	687	395	200	185	123	38	79	500
gene-PA3019	NC_002516.2	3379815	3381737	-	1923	1103	911	936	559	213	534	1339
gene-PA3020	NC_002516.2	3381963	3383891	+	1929	288	225	142	131	45	34	170
gene-PA3021	NC_002516.2	3383948	3384334	+	387	173	128	91	77	12	28	107
gene-PA3022	NC_002516.2	3384378	3385184	-	807	194	140	130	124	61	92	228
gene-PA3023	NC_002516.2	3385287	3386195	-	909	68	39	36	13	28	28	92
gene-PA3024	NC_002516.2	3386270	3387829	-	1560	51	60	58	24	37	26	85
gene-PA3025	NC_002516.2	3387850	3389430	-	1581	118	62	68	56	35	54	148
gene-PA3026	NC_002516.2	3389436	3391031	-	1596	57	73	58	47	65	48	93
gene-PA3027	NC_002516.2	3391208	3392239	+	1032	130	130	97	73	30	39	131
gene-PA3028	NC_002516.2	3392268	3393485	-	1218	367	259	281	216	47	131	412
gene-PA3029	NC_002516.2	3393482	3394021	-	540	130	138	122	82	22	27	98
gene-PA3030	NC_002516.2	3394088	3394684	+	597	35	35	26	20	12	5	34
gene-PA3031	NC_002516.2	3394816	3395037	+	222	2130	1872	1629	1007	46	122	1207
gene-PA3031.1	NC_002516.2	3395190	3395266	+	77	141	166	63	66	36	205	254
gene-PA3032	NC_002516.2	3395325	3396728	-	1404	195	137	111	77	35	25	111
gene-PA3033	NC_002516.2	3397096	3397374	-	279	80	99	59	43	8	9	53
gene-PA3034	NC_002516.2	3397381	3397938	-	558	153	139	117	55	18	18	96
gene-PA3035	NC_002516.2	3398104	3398700	+	597	19	17	8	5	23	2	19
gene-PA3036	NC_002516.2	3398717	3399649	+	933	17	15	7	10	30	8	19
gene-PA3037	NC_002516.2	3399649	3400515	+	867	22	20	14	11	21	2	15
gene-PA3038	NC_002516.2	3400684	3401949	+	1266	136	216	145	117	54	18	77
gene-PA3039	NC_002516.2	3402134	3403516	-	1383	35	35	24	15	47	8	32
gene-PA3040	NC_002516.2	3403812	3404141	+	330	115	97	71	42	5	8	67
gene-PA3041	NC_002516.2	3404145	3404525	+	381	91	53	49	45	10	7	66
gene-PA3042	NC_002516.2	3404539	3404862	+	324	65	34	42	37	11	29	152
gene-PA3043	NC_002516.2	3404979	3406310	+	1332	103	123	85	60	59	21	93
gene-PA3044	NC_002516.2	3406321	3408546	-	2226	52	54	50	38	69	17	72
gene-PA3045	NC_002516.2	3408560	3409183	-	624	19	32	10	10	12	7	22
gene-PA3046	NC_002516.2	3409609	3409953	-	345	1391	1081	807	558	35	95	587
gene-PA3047	NC_002516.2	3410264	3411694	+	1431	446	285	191	171	57	63	242
gene-PA3048	NC_002516.2	3411763	3413940	-	2178	884	616	753	365	133	360	1114
gene-PA3049	NC_002516.2	3414401	3414613	+	213	150	181	108	93	11	18	107
gene-PA3050	NC_002516.2	3414701	3415729	-	1029	637	582	518	341	62	265	865
gene-PA3051	NC_002516.2	3415786	3416067	-	282	101	123	81	57	74	26	127
gene-PA3052	NC_002516.2	3416061	3417041	+	981	114	106	48	45	51	17	61
gene-PA3053	NC_002516.2	3417113	3418120	+	1008	79	89	72	53	34	18	74
gene-PA3054	NC_002516.2	3418288	3420192	+	1905	76	79	66	60	58	31	106
gene-PA3055	NC_002516.2	3420309	3420785	-	477	53	95	46	26	36	8	61
gene-PA3056	NC_002516.2	3420823	3421299	-	477	40	65	35	27	19	10	39
gene-PA3057	NC_002516.2	3421425	3421655	+	231	14	13	7	4	5	8	7
gene-PA3058	NC_002516.2	3421696	3423066	-	1371	56	50	25	27	48	18	52
gene-PA3059	NC_002516.2	3423068	3424591	-	1524	37	18	10	16	36	6	31
gene-PA3060	NC_002516.2	3424588	3425577	-	990	41	32	15	22	23	28	51
gene-PA3061	NC_002516.2	3425555	3426922	-	1368	28	23	17	8	60	16	35
gene-PA3062	NC_002516.2	3426928	3427446	-	519	19	14	16	9	17	17	28
gene-PA3063	NC_002516.2	3427486	3431067	-	3582	119	65	57	47	82	68	213
gene-PA3064	NC_002516.2	3431045	3433891	-	2847	103	102	51	42	70	57	126
gene-PA3065	NC_002516.2	3434373	3435359	-	987	56	42	34	21	30	37	75
gene-PA3066	NC_002516.2	3435372	3435944	-	573	65	44	70	44	27	37	100
gene-PA3067	NC_002516.2	3435987	3436430	-	444	28	21	27	21	16	11	50
gene-PA3068	NC_002516.2	3436578	3441440	-	4863	1328	1186	1620	783	266	593	1763
gene-PA3069	NC_002516.2	3441713	3442483	-	771	127	62	61	43	33	41	273
gene-PA3070	NC_002516.2	3442823	3443803	+	981	307	260	220	160	34	61	254
gene-PA3071	NC_002516.2	3443814	3444752	+	939	178	112	108	70	58	59	185
gene-PA3072	NC_002516.2	3444749	3445243	+	495	79	33	28	22	11	15	76
gene-PA3073	NC_002516.2	3445236	3446258	+	1023	185	121	107	67	32	49	204
gene-PA3074	NC_002516.2	3446255	3448015	+	1761	340	181	151	152	57	116	372
gene-PA3075	NC_002516.2	3448012	3449643	+	1632	180	151	84	63	54	52	186
gene-PA3076	NC_002516.2	3449697	3450776	+	1080	217	142	121	79	37	80	230
gene-PA3077	NC_002516.2	3450838	3451509	+	672	57	43	39	20	19	15	59
gene-PA3078	NC_002516.2	3451506	3452801	+	1296	113	89	75	40	43	16	103
gene-PA3079	NC_002516.2	3452872	3455253	-	2382	229	257	253	175	76	81	274
gene-PA3080	NC_002516.2	3455266	3456363	-	1098	178	151	144	115	23	45	114
gene-PA3081	NC_002516.2	3456543	3457910	-	1368	271	176	135	106	40	39	211
gene-PA3082	NC_002516.2	3457969	3459933	-	1965	386	284	304	211	71	82	317
gene-PA3083	NC_002516.2	3460380	3463037	-	2658	970	759	694	441	117	253	939
gene-PA3084	NC_002516.2	3463056	3463856	-	801	165	141	124	92	29	26	118
gene-PA3085	NC_002516.2	3463889	3464152	-	264	188	178	196	96	10	34	181
gene-PA3086	NC_002516.2	3464236	3465096	-	861	349	250	246	183	38	108	343
gene-PA3087	NC_002516.2	3465093	3466073	-	981	300	216	201	158	29	68	242
gene-PA3088	NC_002516.2	3466073	3466960	-	888	161	192	158	85	35	27	129
gene-PA3089	NC_002516.2	3467085	3468050	+	966	46	22	28	26	22	27	62
gene-PA3089a	NC_002516.2	3468051	3468950	-	900	119	93	62	43	24	31	100
gene-PA3091	NC_002516.2	3468988	3470427	-	1440	276	286	206	178	44	49	174
gene-PA3092	NC_002516.2	3470764	3472803	-	2040	85	108	108	65	77	77	214
gene-PA3093	NC_002516.2	3473018	3474136	+	1119	613	442	342	290	102	217	527
gene-PA3094	NC_002516.2	3474133	3475170	+	1038	358	287	254	166	100	246	519
gene-PA3094.1	NC_002516.2	3475457	3475533	-	77	4597	3476	5232	2331	117	1245	4246
gene-PA3094.2	NC_002516.2	3475648	3475724	-	77	17750	21124	17875	9651	2447	14034	34114
gene-PA3094.3	NC_002516.2	3475741	3475816	-	76	9194	12926	5191	4200	2375	12302	27346
gene-PA3095	NC_002516.2	3475956	3476480	-	525	82	41	47	33	20	38	119
gene-PA3096	NC_002516.2	3476482	3477630	-	1149	173	111	125	78	42	114	317
gene-PA3097	NC_002516.2	3477627	3478628	-	1002	97	87	74	44	29	21	101
gene-PA3098	NC_002516.2	3478625	3479338	-	714	127	81	96	77	40	65	137
gene-PA3099	NC_002516.2	3479335	3479724	-	390	71	38	44	34	21	36	72
gene-PA3100	NC_002516.2	3479721	3480239	-	519	143	97	99	73	15	42	138
gene-PA3101	NC_002516.2	3480246	3480692	-	447	116	134	132	86	22	14	73
gene-PA3102	NC_002516.2	3480697	3481914	-	1218	188	165	134	106	46	62	164
gene-PA3103	NC_002516.2	3481914	3483422	-	1509	289	212	204	121	56	44	223
gene-PA3104	NC_002516.2	3483642	3484349	+	708	358	298	195	179	47	78	299
gene-PA3105	NC_002516.2	3484354	3486330	+	1977	458	402	305	226	74	117	394
gene-PA3106	NC_002516.2	3486417	3487184	-	768	927	602	670	383	135	658	1304
gene-PA3107	NC_002516.2	3487181	3488392	-	1212	1138	731	806	498	169	673	1523
gene-PA3108	NC_002516.2	3488409	3489914	-	1506	1171	903	934	532	81	214	965
gene-PA3109	NC_002516.2	3490136	3490678	-	543	406	338	257	207	36	75	348
gene-PA3110	NC_002516.2	3490752	3491411	-	660	415	368	286	221	43	117	339
gene-PA3111	NC_002516.2	3491415	3492704	-	1290	1898	1321	1322	874	154	638	1604
gene-PA3112	NC_002516.2	3492701	3493573	-	873	1347	1335	1179	759	76	212	756
gene-PA3113	NC_002516.2	3493842	3494477	-	636	1277	882	960	603	117	400	1205
gene-PA3114	NC_002516.2	3494567	3495424	-	858	472	410	350	241	35	79	336
gene-PA3115	NC_002516.2	3495446	3498205	-	2760	2865	2733	2142	1626	159	402	1876
gene-PA3116	NC_002516.2	3498374	3499384	-	1011	553	523	573	370	244	612	879
gene-PA3117	NC_002516.2	3499486	3500598	-	1113	667	596	732	385	64	174	647
gene-PA3118	NC_002516.2	3500668	3501750	-	1083	144	129	149	71	42	36	196
gene-PA3119	NC_002516.2	3501809	3502570	-	762	70	44	50	30	34	21	78
gene-PA3120	NC_002516.2	3502642	3503280	-	639	78	65	68	52	20	10	70
gene-PA3121	NC_002516.2	3503292	3504716	-	1425	327	224	281	153	66	111	303
gene-PA3122	NC_002516.2	3504879	3505772	+	894	81	55	81	49	39	26	77
gene-PA3123	NC_002516.2	3505865	3506242	-	378	40	45	33	19	28	23	61
gene-PA3124	NC_002516.2	3506322	3507233	-	912	172	139	184	105	47	113	269
gene-PA3125	NC_002516.2	3507345	3508673	+	1329	67	57	43	39	108	84	117
gene-PA3126	NC_002516.2	3508717	3509166	-	450	421	1623	554	561	166	699	2236
gene-PA3127	NC_002516.2	3509324	3510127	+	804	23	35	22	24	35	13	56
gene-PA3128	NC_002516.2	3510144	3510890	+	747	110	76	74	61	25	49	111
gene-PA3129	NC_002516.2	3510905	3511864	-	960	935	765	638	477	165	467	1067
gene-PA3130	NC_002516.2	3511957	3512394	-	438	99	71	72	51	19	30	70
gene-PA3131	NC_002516.2	3512394	3513041	-	648	130	156	138	108	48	76	220
gene-PA3132	NC_002516.2	3513154	3514011	-	858	30	34	41	24	55	286	311
gene-PA3133	NC_002516.2	3514023	3514565	-	543	31	45	42	15	34	165	250
gene-PA3133.1	NC_002516.2	3514723	3514798	-	76	2458	2120	3703	1200	89	713	2303
gene-PA3133.2	NC_002516.2	3514845	3514920	-	76	6026	6765	5778	3158	599	3308	8246
gene-PA3133.3	NC_002516.2	3515014	3515089	-	76	5243	4900	6064	2804	288	1966	4644
gene-PA3133.4	NC_002516.2	3515138	3515213	-	76	3367	4668	3258	1982	330	2054	4862
gene-PA3134	NC_002516.2	3515416	3516900	-	1485	1119	905	924	565	83	150	725
gene-PA3135	NC_002516.2	3516938	3517858	-	921	127	163	147	89	47	70	144
gene-PA3136	NC_002516.2	3517928	3518995	+	1068	44	61	42	20	39	15	64
gene-PA3137	NC_002516.2	3519045	3520544	+	1500	86	77	73	38	52	50	149
gene-PA3138	NC_002516.2	3520548	3522560	-	2013	315	292	250	163	75	99	314
gene-PA3139	NC_002516.2	3522748	3523944	+	1197	1160	865	736	558	65	141	577
gene-PA3139.1	NC_002516.2	3524012	3524087	+	76	664	878	394	311	205	636	827
gene-PA3140	NC_002516.2	3524161	3524490	-	330	276	158	283	154	45	71	148
gene-PA3141	NC_002516.2	3524681	3526678	-	1998	3253	3519	2693	1766	378	993	3000
gene-PA3142	NC_002516.2	3527429	3527734	-	306	217	254	205	151	34	144	346
gene-PA3143	NC_002516.2	3527670	3528212	-	543	231	279	217	133	35	61	231
gene-PA3145	NC_002516.2	3528428	3529447	-	1020	426	648	428	283	51	35	242
gene-PA3146	NC_002516.2	3529508	3530458	-	951	351	338	394	227	42	17	146
gene-PA3147	NC_002516.2	3530467	3531708	-	1242	586	621	783	495	94	136	532
gene-PA3148	NC_002516.2	3531751	3532815	-	1065	1017	1237	1302	636	53	53	249
gene-PA3149	NC_002516.2	3532812	3533933	-	1122	1897	2541	2533	1163	75	82	347
gene-PA3150	NC_002516.2	3533948	3535081	-	1134	2720	3602	3479	1631	91	135	665
gene-PA3151	NC_002516.2	3535216	3535971	-	756	400	445	694	333	24	37	162
gene-PA3152	NC_002516.2	3535971	3536579	-	609	231	350	239	186	24	20	69
gene-PA3153	NC_002516.2	3536576	3537811	-	1236	741	1010	828	478	57	53	271
gene-PA3154	NC_002516.2	3537808	3539124	-	1317	894	1155	1042	608	101	90	432
gene-PA3155	NC_002516.2	3539128	3540207	-	1080	1936	2402	1662	1091	61	97	561
gene-PA3156	NC_002516.2	3540210	3540785	-	576	1158	1555	1082	708	57	135	549
gene-PA3157	NC_002516.2	3540782	3542671	-	1890	1740	2210	1565	1054	72	154	629
gene-PA3158	NC_002516.2	3542740	3543690	-	951	1344	1560	909	707	56	78	423
gene-PA3159	NC_002516.2	3543764	3545074	-	1311	2761	2737	2279	1590	134	304	1446
gene-PA3160	NC_002516.2	3545881	3546927	-	1047	1255	1802	1370	971	96	154	995
gene-PA3161	NC_002516.2	3547689	3547973	-	285	318	351	294	199	24	70	245
gene-PA3162	NC_002516.2	3548110	3549789	-	1680	45879	46638	38175	25577	1444	6214	29547
gene-PA3163	NC_002516.2	3550057	3550746	-	690	582	386	395	271	61	316	858
gene-PA3165	NC_002516.2	3552979	3554088	-	1110	736	666	703	372	89	275	878
gene-PA3166	NC_002516.2	3554157	3555254	-	1098	557	566	498	326	53	190	655
gene-PA3167	NC_002516.2	3555254	3556339	-	1086	689	678	610	366	84	285	685
gene-PA3168	NC_002516.2	3556427	3559198	-	2772	3271	2784	3230	1753	354	1221	3504
gene-PA3169	NC_002516.2	3559435	3560511	-	1077	296	244	258	149	41	112	370
gene-PA3170	NC_002516.2	3560621	3561955	+	1335	278	199	147	117	40	94	272
gene-PA3171	NC_002516.2	3562106	3562804	+	699	431	346	303	221	73	236	572
