Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA4440	129	144	131	111	44	62	54	98	96	62	host	gene-PA4440
gene-PA5440a	131	149	127	107	72	68	60	110	98	69	host	gene-PA5440a
gene-PA2589	20	42	29	21	11	18	20	32	30	17	host	gene-PA2589
gene-PA1915	55	72	80	58	71	68	57	117	89	66	host	gene-PA1915
gene-PA0544	99	119	132	75	74	96	89	147	171	100	host	gene-PA0544
gene-PA3972	115	126	111	90	69	79	79	104	94	86	host	gene-PA3972
gene-PA0561	201	172	149	128	91	108	80	151	162	114	host	gene-PA0561
gene-PA1000	1312	1493	1410	939	599	639	439	646	467	359	host	pqsE
gene-PA3163	385	478	430	306	169	173	135	263	166	170	host	cmk
gene-PA5439	71	102	75	75	50	49	54	101	107	57	host	gene-PA5439
gene-PA2465	7	11	9	3	10	6	6	5	10	9	host	gene-PA2465
gene-PA4760	576	621	467	341	190	204	224	364	485	396	host	dnaJ
gene-PA3678	211	247	226	161	100	151	120	205	141	100	host	gene-PA3678
gene-PA3882	34	27	26	26	17	23	12	17	10	17	host	gene-PA3882
gene-PA2688	57	73	46	43	25	52	46	54	76	73	host	pfeA
gene-PA0696	48	63	46	51	18	27	20	40	47	35	host	gene-PA0696
gene-PHIKZ182	1326	1341	1629	1343	1109	1392	940	1371	860	1094	phage	gene-PHIKZ182
gene-PA5277	640	731	704	492	350	410	365	574	516	376	host	lysA
gene-PA0954	142	177	168	151	85	100	87	160	125	111	host	gene-PA0954
gene-PA3333	25	24	40	31	16	24	24	32	20	15	host	fabH2
gene-PA5126	161	186	144	136	97	90	80	154	162	94	host	gene-PA5126
gene-PA1479	188	204	169	126	79	97	84	117	114	74	host	ccmE
gene-PHIKZ055	3782	3383	7178	8164	11807	9499	15862	20132	19052	18319	phage	gene-PHIKZ055
gene-PA2746a	117	163	187	124	97	110	148	184	151	118	host	gene-PA2746a
gene-PA1710	311	320	354	283	257	284	307	444	272	182	host	exsC
gene-PA4496	229	259	276	226	137	177	154	243	234	191	host	gene-PA4496
gene-PA0788a	109	110	90	67	45	72	53	63	80	61	host	gene-PA0788a
gene-PA4817	18	13	16	25	12	18	12	16	21	13	host	gene-PA4817
gene-PHIKZ223	829	682	1403	1274	1454	985	1442	2174	1287	1112	phage	gene-PHIKZ223
gene-PA0905	1055	1045	880	677	460	480	462	631	1264	931	host	rsmA
gene-PA3878	221	318	240	164	79	127	95	165	147	153	host	narX
gene-PA1696	12	10	17	5	8	3	5	15	6	3	host	pscO
gene-PA0399	193	238	261	175	137	150	128	186	206	150	host	gene-PA0399
gene-PA4891	15	12	15	5	13	3	4	10	6	10	host	ureE
gene-PA3908	175	219	243	184	86	116	96	131	114	82	host	gene-PA3908
gene-PA1825	62	74	60	50	30	35	27	49	43	43	host	gene-PA1825
gene-PA4173	6	3	3	4	2	4	0	5	2	6	host	gene-PA4173
gene-PA3229	36	41	35	35	25	42	20	40	30	32	host	gene-PA3229
gene-PA0716	834	722	854	694	415	370	317	382	344	316	host	gene-PA0716
gene-PA2294	8	3	12	8	8	18	5	13	13	11	host	gene-PA2294
gene-PA5394	143	127	152	119	75	95	88	110	124	108	host	cls
gene-PA1659	62	99	101	92	41	38	23	48	24	24	host	gene-PA1659
gene-PA2752	65	50	62	67	72	53	50	89	71	62	host	gene-PA2752
gene-PA3033	117	136	136	117	109	107	106	119	157	117	host	gene-PA3033
gene-PHIKZ_p14	804	699	1262	1095	1032	829	1264	1409	1004	975	phage	gene-PHIKZ_p14
gene-PA1305	345	349	460	356	293	329	336	493	559	437	host	gene-PA1305
gene-PA3937	23	12	16	13	28	23	30	41	51	35	host	gene-PA3937
gene-PA4799	46	53	57	45	28	32	21	50	43	30	host	gene-PA4799
gene-PA4171	31	35	40	18	16	38	18	38	48	37	host	gene-PA4171
gene-PA4155	17	11	23	11	5	16	16	8	22	2	host	gene-PA4155
gene-PA1824	129	165	131	146	78	92	65	102	87	67	host	gene-PA1824
gene-PA0465	81	94	125	72	45	67	54	126	101	68	host	creD
gene-PA5463	79	107	115	83	59	66	69	84	92	89	host	gene-PA5463
gene-PA4292	476	1308	1281	385	272	268	232	385	344	275	host	gene-PA4292
gene-PA3325	63	70	135	92	51	67	59	96	78	77	host	gene-PA3325
gene-PA3523	34	36	35	39	27	25	24	50	38	39	host	gene-PA3523
gene-PHIKZ135	1069	1055	1403	1078	949	1181	824	1158	775	878	phage	gene-PHIKZ135
gene-PA2611	410	515	502	285	175	241	185	301	249	174	host	cysG
gene-PA4854	669	664	559	491	275	325	296	471	448	309	host	purH
gene-PA3461	63	66	71	52	34	58	44	51	65	31	host	gene-PA3461
gene-PA4368	105	158	111	96	46	62	48	86	61	51	host	gene-PA4368
gene-PA3658	440	463	450	329	212	245	210	357	282	244	host	glnD
gene-PA4153	60	84	81	74	36	36	21	64	85	57	host	gene-PA4153
gene-PA4144	12	25	17	11	6	14	13	12	11	12	host	gene-PA4144
gene-PA2037	171	195	211	176	144	148	107	155	233	202	host	gene-PA2037
gene-PA3500	11	8	7	13	9	9	12	12	8	10	host	gene-PA3500
gene-PA4786	84	101	107	88	53	51	52	77	81	75	host	gene-PA4786
gene-PA1779	41	53	51	50	32	42	34	62	47	47	host	gene-PA1779
gene-PA2869	169	174	309	221	250	257	224	285	268	187	host	gene-PA2869
gene-PA1062	74	86	79	71	47	47	26	62	43	50	host	gene-PA1062
gene-PA4860	13	16	17	11	8	6	7	13	9	5	host	gene-PA4860
gene-PA1821	407	441	391	299	296	209	256	373	352	294	host	gene-PA1821
gene-PA0893	227	271	184	174	98	139	100	146	123	92	host	argR
gene-PA3760	54	85	71	44	36	26	21	55	25	26	host	gene-PA3760
gene-PA3598	47	45	62	39	45	52	47	109	106	94	host	gene-PA3598
gene-PA1217	63	46	66	50	27	62	32	63	72	45	host	gene-PA1217
gene-PA4993	68	64	76	81	36	37	51	74	64	52	host	gene-PA4993
gene-PA0057	15	37	25	18	17	24	28	26	45	31	host	gene-PA0057
gene-PA2614	335	356	320	262	146	177	160	249	185	137	host	lolA
gene-PA1558	27	39	45	23	10	26	30	36	59	34	host	gene-PA1558
gene-PA5455	386	404	406	316	222	191	220	292	313	222	host	gene-PA5455
gene-PA0909	16	27	23	18	12	25	11	29	13	12	host	gene-PA0909
gene-PA1986	19	23	12	16	10	11	10	16	21	10	host	pqqB
gene-PA0424	390	385	430	460	281	357	264	363	524	397	host	mexR
gene-PA5543	15	17	11	16	3	8	6	8	11	3	host	gene-PA5543
gene-PA3275	75	68	96	53	49	61	58	106	135	59	host	gene-PA3275
gene-PA5516	318	422	334	298	176	204	177	251	295	210	host	pdxY
gene-PA2732	844	824	799	647	449	454	439	684	612	564	host	gene-PA2732
gene-PA2788	79	96	89	81	64	50	63	110	70	56	host	gene-PA2788
gene-PA1945	52	60	46	43	21	23	33	38	41	34	host	gene-PA1945
gene-PA1546	946	1180	684	579	356	445	339	546	439	390	host	hemN
gene-PA3792	475	479	417	370	217	282	241	354	368	274	host	leuA
gene-PA3798	235	225	297	198	125	149	147	186	194	166	host	gene-PA3798
gene-PA2736.1	1645	1421	2828	1366	1327	952	1132	1076	1398	821	host	gene-PA2736.1
gene-PA2214	6	13	16	9	3	7	6	10	11	5	host	gene-PA2214
gene-PA3580	88	79	112	72	45	71	44	100	90	58	host	gene-PA3580
gene-PA4608	189	571	170	468	117	120	119	195	187	102	host	gene-PA4608
gene-PHIKZ266	1192	1065	1550	1457	1381	1166	1124	1672	1108	931	phage	gene-PHIKZ266
gene-PA1965	88	94	89	77	56	53	53	81	75	71	host	gene-PA1965
gene-PA5207	334	371	177	177	76	100	84	131	100	73	host	gene-PA5207
gene-PA1866	187	251	190	139	102	125	110	179	173	136	host	gene-PA1866
gene-PA2348	8	14	12	9	8	13	12	5	23	19	host	gene-PA2348
gene-PA4563	3058	2310	3687	3065	2100	2581	1910	2528	3267	2542	host	rpsT
gene-PA4258	1674	1648	1805	1252	997	815	898	1327	1036	1030	host	rplV
gene-PA4591	69	73	53	54	35	23	22	47	40	26	host	gene-PA4591
gene-PA2819.3	3706	2816	7772	5231	6025	5961	6191	7217	4235	3018	host	gene-PA2819.3
gene-PA1799	86	95	71	62	37	48	50	69	72	68	host	parR
gene-PA2489	21	39	27	13	19	20	14	30	32	20	host	gene-PA2489
gene-PA3030	40	70	41	23	23	19	28	48	46	29	host	mobA
gene-PA2905	62	68	43	40	15	25	32	32	22	19	host	cobH
gene-PA1818	539	596	578	509	365	390	342	522	514	447	host	ldcA
gene-PA1806	166	171	185	126	66	57	51	89	67	47	host	fabI
gene-PA5325	119	125	118	117	131	172	158	208	306	223	host	gene-PA5325
gene-PA1932	104	150	146	118	94	112	94	156	113	111	host	gene-PA1932
gene-PA4600	177	218	170	138	69	101	104	148	124	126	host	nfxB
gene-PHIKZ116	8275	6647	9134	7682	4289	2880	2868	3554	1438	1418	phage	gene-PHIKZ116
gene-PA2210	17	26	20	19	7	13	11	28	12	17	host	gene-PA2210
gene-PA5099	14	23	25	22	11	18	19	18	22	10	host	gene-PA5099
gene-PA0081	324	426	480	349	345	320	346	569	486	378	host	fha1
gene-PA0687	10	6	11	9	7	11	13	23	8	12	host	gene-PA0687
gene-PA4622	23	22	40	26	24	31	21	40	47	35	host	gene-PA4622
gene-PHIKZ_p37	1931	1751	1851	1872	874	831	657	1000	414	362	phage	gene-PHIKZ_p37
gene-PA0816	51	54	52	50	26	32	12	48	51	32	host	gene-PA0816
gene-PA3240	80	98	82	63	56	47	47	65	73	56	host	gene-PA3240
gene-PA1251	95	108	108	66	50	74	54	88	69	48	host	gene-PA1251
gene-PA5379	58	62	55	46	18	67	35	75	137	74	host	sdaB
gene-PA3775	15	25	33	18	7	17	5	12	17	15	host	gene-PA3775
gene-PA0831	355	388	481	326	249	364	258	473	589	429	host	oruR
gene-PA0989	168	157	171	118	70	117	73	146	121	107	host	gene-PA0989
gene-PHIKZ137	554	558	682	574	441	572	368	576	375	375	phage	gene-PHIKZ137
gene-PA4172	9	11	14	7	12	10	8	27	34	18	host	gene-PA4172
gene-PA2010	110	138	128	111	61	53	49	119	73	48	host	gene-PA2010
gene-PA3111	845	1011	924	667	398	432	454	757	518	426	host	folC
gene-PA3326	185	209	256	178	127	138	82	192	109	72	host	gene-PA3326
gene-PA0933	819	937	907	720	597	525	413	668	696	503	host	ygcA
gene-PA2954	102	130	111	87	38	65	59	92	92	65	host	gene-PA2954
gene-PHIKZ214	1575	1375	2792	2777	3588	2444	4019	5618	3243	3067	phage	gene-PHIKZ214
gene-PA1920	42	75	61	36	20	42	30	62	59	36	host	nrdD
gene-PA1137	41	41	23	19	11	26	10	18	37	24	host	gene-PA1137
gene-PA4114	99	155	131	127	79	86	61	125	127	123	host	gene-PA4114
gene-PA1868	16	30	30	30	16	18	15	23	26	20	host	xqhA
gene-PA0797	77	90	85	70	49	56	37	61	48	54	host	gene-PA0797
gene-PHIKZ273	2305	2243	2998	2749	2161	1802	1830	2308	1206	1108	phage	gene-PHIKZ273
gene-PA1471	80	95	81	94	61	83	81	116	146	116	host	gene-PA1471
gene-PA5513	200	190	217	155	126	156	140	212	234	189	host	poxA
gene-PA4605	117	131	178	85	86	69	66	123	98	85	host	gene-PA4605
gene-PA0539	19	42	37	30	32	35	24	40	43	57	host	gene-PA0539
gene-PA2208	6	7	6	7	8	5	6	7	12	6	host	gene-PA2208
gene-PA2161	1	0	2	0	1	1	0	1	3	2	host	gene-PA2161
gene-PA0068	210	212	230	172	98	130	86	164	145	135	host	gene-PA0068
gene-PA0834	156	149	174	160	86	104	112	135	112	71	host	gene-PA0834
gene-PA4908	8	7	9	5	1	7	3	7	19	7	host	gene-PA4908
gene-PA1163	220	230	1411	143	102	73	88	148	97	89	host	ndvB
gene-PA3066	34	31	37	31	20	29	27	32	31	20	host	gene-PA3066
gene-PA0788	191	218	477	161	146	167	141	236	258	198	host	gene-PA0788
gene-PA3516	28	40	47	30	23	22	21	48	41	32	host	gene-PA3516
gene-PA1477	392	431	368	294	203	224	172	268	242	192	host	ccmC
gene-PA0485	316	357	369	270	235	281	257	320	369	306	host	gene-PA0485
gene-PA2143	18	15	23	18	14	38	11	34	39	40	host	gene-PA2143
gene-PA0602	148	154	136	111	75	73	62	112	80	70	host	gene-PA0602
gene-PA2124	23	9	20	15	9	14	9	21	23	9	host	gene-PA2124
gene-PA0200	351	415	97	77	26	49	30	41	32	32	host	gene-PA0200
gene-PA2322	260	274	232	156	107	119	100	174	116	111	host	gene-PA2322
gene-PA4447	421	421	435	309	209	229	194	353	277	232	host	hisC1
gene-PA3379	3	9	7	2	1	2	3	12	5	2	host	gene-PA3379
gene-PA3217	266	348	246	190	160	168	154	204	177	146	host	cyaB
gene-PA0396	266	295	207	167	114	120	115	183	174	88	host	pilU
gene-PHIKZ_p15	435	372	909	908	943	669	1133	1392	650	693	phage	gene-PHIKZ_p15
gene-PA4869	133	142	166	120	98	94	85	142	127	92	host	gene-PA4869
gene-PA4288	46	41	57	37	30	21	36	44	87	61	host	gene-PA4288
gene-PA5025	79	86	85	60	77	70	55	78	110	77	host	metY
gene-PA3732	510	574	549	369	318	417	432	604	1293	979	host	gene-PA3732
gene-PA4005	293	410	283	246	144	171	143	276	197	150	host	gene-PA4005
gene-PA1519	49	35	38	37	18	31	30	43	44	43	host	gene-PA1519
gene-PA2652	251	269	358	284	291	381	314	478	333	277	host	gene-PA2652
gene-PA5368	697	824	526	491	271	291	179	302	197	150	host	pstC
gene-PA4079	363	479	449	350	285	363	341	464	565	460	host	gene-PA4079
gene-PA3283	29	19	43	37	18	15	19	33	23	19	host	gene-PA3283
gene-PA4489	1053	1040	1091	856	746	564	580	813	479	522	host	gene-PA4489
gene-PA3595	65	59	59	42	34	38	43	74	80	70	host	gene-PA3595
gene-PA2011	234	243	211	177	90	90	89	119	88	67	host	liuE
gene-PA3800	1398	1566	1291	1001	601	666	620	1050	682	620	host	gene-PA3800
gene-PA2718	85	91	83	73	60	65	61	110	96	99	host	gene-PA2718
gene-PA3362	137	119	117	81	79	63	54	69	75	51	host	gene-PA3362
gene-PA4960	860	887	1061	1449	671	917	2334	1062	1305	1803	host	gene-PA4960
gene-PA2252	30	32	34	25	30	25	21	45	26	35	host	gene-PA2252
gene-PA2418	183	163	144	128	66	107	79	121	124	94	host	gene-PA2418
gene-PA0480	7	3	12	7	9	11	11	9	16	11	host	gene-PA0480
gene-PA0189	22	30	51	25	16	32	25	38	56	33	host	gene-PA0189
gene-PHIKZ007	7122	6382	5578	5843	3047	3305	2147	3059	1649	1513	phage	gene-PHIKZ007
gene-PA0455	114	169	157	137	83	86	91	168	128	104	host	dbpA
gene-PA4856	809	841	829	579	437	471	441	705	671	526	host	retS
gene-PA5097	67	82	49	51	43	65	52	67	100	51	host	gene-PA5097
gene-PA4636	548	538	588	447	345	416	348	586	603	510	host	gene-PA4636
gene-PA1728	92	108	100	99	64	86	62	173	108	79	host	gene-PA1728
gene-PA5507	132	123	117	104	74	64	47	87	55	52	host	gene-PA5507
gene-PA1579	528	590	717	446	340	375	408	810	651	437	host	gene-PA1579
gene-PA0040	96	156	151	77	65	77	72	122	95	73	host	gene-PA0040
gene-PA0680	8	10	6	5	1	3	3	12	6	6	host	gene-PA0680
gene-PA3346	251	289	241	188	159	166	147	234	170	174	host	gene-PA3346
gene-PA4819	15	10	20	12	9	8	7	16	8	7	host	gene-PA4819
gene-PA0236	31	35	43	27	22	33	19	34	49	27	host	gene-PA0236
gene-PA5430	704	354	396	290	184	265	208	317	316	257	host	gene-PA5430
gene-PA1385	34	40	32	46	21	35	30	47	52	46	host	gene-PA1385
gene-PA1025	31	52	26	32	19	26	19	29	28	26	host	gene-PA1025
gene-PA3522	65	53	75	36	29	48	37	68	59	37	host	gene-PA3522
gene-PA4023	95	107	126	83	53	67	54	79	63	58	host	gene-PA4023
gene-PA4006	350	392	458	336	230	224	288	545	518	412	host	nadD
gene-PA2846	58	74	68	40	31	47	40	69	41	37	host	gene-PA2846
gene-PA0390	414	493	436	372	261	281	335	402	424	374	host	metX
gene-PA0912	35	23	33	21	20	18	18	25	24	19	host	gene-PA0912
gene-PA3530	104	97	142	132	441	541	806	1059	1835	1224	host	gene-PA3530
gene-PA5444	204	247	261	164	89	136	112	158	157	116	host	gene-PA5444
gene-PA2692	153	186	160	156	124	146	152	285	394	359	host	gene-PA2692
gene-PA1503	23	16	15	11	10	6	6	17	20	14	host	gene-PA1503
gene-PA3943	169	217	193	134	86	117	89	188	140	119	host	gene-PA3943
gene-PA4204	166	208	223	200	122	171	154	239	320	209	host	ppgL
gene-PA4842	659	746	851	556	440	505	447	710	815	558	host	gene-PA4842
gene-PA5476	81	93	121	81	56	68	66	102	102	62	host	citA
gene-PA3079	265	266	239	215	131	151	133	209	163	144	host	gene-PA3079
gene-PA0672	25	29	28	19	24	38	61	93	95	85	host	hemO
gene-PA4876	106	108	442	102	96	101	120	175	194	144	host	osmE
gene-PA0318	202	214	163	147	74	132	94	164	140	128	host	gene-PA0318
gene-PA0646	250	248	210	145	119	136	119	187	195	139	host	gene-PA0646
gene-PA0409	495	547	569	258	183	177	175	283	177	187	host	pilH
gene-PA4584	77	98	75	76	50	43	36	79	78	79	host	gene-PA4584
gene-PA0064	167	182	162	108	93	100	89	139	108	106	host	gene-PA0064
gene-PA0214	21	32	30	14	2	17	19	24	33	27	host	gene-PA0214
gene-PA2977	466	469	410	332	204	226	211	311	244	209	host	murB
gene-PA0451	24	38	37	36	17	25	44	49	39	37	host	gene-PA0451
gene-PA1775	1509	1709	1715	1301	906	982	901	1454	1106	897	host	cmpX
gene-PA0584	159	191	233	133	103	129	114	206	161	131	host	cca
gene-PA1988	13	13	28	11	19	7	13	25	23	18	host	pqqD
gene-PA1692	13	16	11	12	5	10	5	13	11	5	host	gene-PA1692
gene-PA3962	72	85	122	102	67	87	81	119	126	124	host	gene-PA3962
gene-PA4607	391	406	593	311	202	253	181	274	257	215	host	gene-PA4607
gene-PA1633	361	469	244	189	188	223	265	410	350	313	host	kdpA
gene-PA1157	284	245	342	219	201	243	206	346	378	293	host	gene-PA1157
gene-PHIKZ_p06	4063	4297	5355	4077	3623	4371	3044	5463	3017	3270	phage	gene-PHIKZ_p06
gene-PA3281	54	63	76	51	38	53	55	69	93	52	host	gene-PA3281
gene-PA5256	355	351	390	323	262	278	265	415	489	365	host	dsbH
gene-PA2916	5	16	10	13	6	3	5	6	2	4	host	gene-PA2916
gene-PA3095	40	28	30	15	4	4	9	22	4	9	host	xcpZ
gene-PA2965	592	613	612	549	385	397	387	611	425	407	host	fabF1
gene-PHIKZ250	1507	1465	2146	1880	1537	1054	1326	1614	893	883	phage	gene-PHIKZ250
gene-PA0574	284	328	291	242	179	167	169	265	237	187	host	gene-PA0574
gene-PA2960	347	433	373	310	296	341	250	424	552	430	host	pilZ
gene-PA4238	3356	3267	3462	2954	1805	1660	1813	3028	2068	1793	host	rpoA
gene-PA2194	124	137	132	108	41	55	30	65	38	38	host	hcnB
gene-PA1073	197	224	201	161	121	133	95	157	120	84	host	braD
gene-PA1383	177	214	203	168	134	127	144	238	270	215	host	gene-PA1383
gene-PA0072	132	152	165	90	59	62	70	109	55	33	host	gene-PA0072
gene-PHIKZ_p42	25	35	27	36	34	37	35	24	101	48	phage	gene-PHIKZ_p42
gene-PA3288	118	143	159	145	108	130	129	188	246	163	host	gene-PA3288
gene-PA4207	181	179	196	154	127	150	120	175	197	142	host	mexI
gene-PA1031	391	438	601	378	308	353	311	526	423	387	host	gene-PA1031
gene-PA2945	344	412	428	304	237	278	226	334	348	253	host	gene-PA2945
gene-PA3528	299	373	372	301	144	202	207	294	310	210	host	rnt
gene-PA4894	1	3	4	4	1	0	0	4	4	0	host	gene-PA4894
gene-PA2071	189	173	190	183	147	139	133	264	271	189	host	fusA2
gene-PA4264	4536	4054	5365	3998	3258	3453	3281	4674	4879	4148	host	rpsJ
gene-PA0685	45	44	51	38	24	28	34	52	33	30	host	gene-PA0685
gene-PA1395	57	99	103	81	67	63	46	99	58	41	host	gene-PA1395
gene-PA1086	536	592	605	499	214	278	201	235	246	246	host	flgK
gene-PA3247	205	264	276	195	130	140	112	183	138	109	host	gene-PA3247
gene-PA4950	285	409	370	323	219	250	203	347	307	244	host	gene-PA4950
gene-PA2269	48	66	54	36	20	29	17	33	49	23	host	gene-PA2269
gene-PA3917	115	113	93	89	60	94	53	128	143	99	host	moaD
gene-PA0039	999	981	1264	894	713	816	670	1127	1005	712	host	gene-PA0039
gene-PA1131	90	128	116	85	53	62	41	63	38	40	host	gene-PA1131
gene-PA2213	10	11	9	10	8	4	7	16	16	9	host	gene-PA2213
gene-PA2280	91	98	109	78	42	59	49	88	100	69	host	gene-PA2280
gene-PA5318	51	93	75	54	22	42	44	67	45	28	host	gene-PA5318
gene-PA4276.1	1950	1974	2700	2355	2234	3139	2237	3312	4327	3763	host	gene-PA4276.1
gene-PA1364	29	32	36	18	14	17	25	26	23	22	host	gene-PA1364
gene-PA3790	135	177	155	111	75	120	81	151	122	99	host	oprC
gene-PA2526	412	472	487	365	195	203	170	328	202	143	host	gene-PA2526
gene-PA2747	134	172	166	126	99	148	107	213	149	124	host	gene-PA2747
gene-PA1702	4	7	7	2	8	3	8	12	13	4	host	gene-PA1702
gene-PA3305.1	6630	6581	1218	1209	541	592	425	308	379	217	host	phrS
gene-PA1781	76	47	73	66	48	49	50	84	96	84	host	nirB
gene-PA0212	8	5	8	8	2	9	3	7	6	2	host	mdcE
gene-PA1686	79	92	79	67	46	37	49	73	48	48	host	alkA
gene-PHIKZ136	723	677	819	678	559	787	480	800	460	544	phage	gene-PHIKZ136
gene-PA4707	65	106	80	55	33	44	31	86	74	39	host	gene-PA4707
gene-PA0217	95	81	84	64	46	83	65	107	131	103	host	gene-PA0217
gene-PA0859	145	163	176	147	94	81	77	188	132	106	host	gene-PA0859
gene-PA0373	674	782	693	637	436	548	467	846	800	545	host	ftsY
gene-PA0249	78	91	102	70	74	90	97	134	186	120	host	gene-PA0249
gene-PA1893	82	89	84	73	46	65	55	105	93	64	host	gene-PA1893
gene-PA3381	5	5	4	7	2	8	3	11	7	5	host	gene-PA3381
gene-PA3596	20	35	20	22	14	13	28	37	24	23	host	gene-PA3596
gene-PA0800	12	25	22	19	41	65	50	92	128	118	host	gene-PA0800
gene-PA1744	11	11	5	14	6	7	1	5	11	16	host	gene-PA1744
gene-PA1531	293	290	836	469	266	379	303	549	431	306	host	gene-PA1531
gene-PA3785	31	37	30	18	13	11	9	15	13	10	host	gene-PA3785
gene-PA5479	1291	4522	1344	1130	867	959	721	1244	989	779	host	gltP
gene-PA3996	837	811	790	651	416	479	410	583	507	393	host	lis
gene-PA4916	132	198	231	93	52	73	64	93	82	67	host	gene-PA4916
gene-PA0578	486	443	693	596	324	347	363	520	449	324	host	gene-PA0578
gene-PA1436	96	79	89	70	51	67	67	118	107	73	host	gene-PA1436
gene-PA2218	52	53	53	31	32	29	50	77	88	60	host	gene-PA2218
gene-PA3389	15	32	48	36	22	22	25	41	37	25	host	gene-PA3389
gene-PA3907	168	157	176	135	71	107	59	119	93	68	host	gene-PA3907
gene-PA3604	318	327	432	287	215	233	213	357	333	318	host	erdR
gene-PHIKZ278	1574	1369	1645	1633	1156	876	902	1196	631	608	phage	gene-PHIKZ278
gene-PA2901	213	265	309	267	181	210	208	427	349	298	host	gene-PA2901
gene-PA3135	303	213	301	204	166	240	172	244	381	261	host	gene-PA3135
gene-PA5383	21	25	25	14	16	22	15	36	21	22	host	gene-PA5383
gene-PA1297	207	258	256	190	152	180	183	300	335	263	host	gene-PA1297
gene-PA0963	1717	1754	2341	1663	1347	1491	1520	3011	2693	2083	host	aspS
gene-PA0183	39	58	60	39	29	38	25	40	50	38	host	atsA
gene-PA2299	22	15	3	16	3	9	7	17	25	19	host	gene-PA2299
gene-PA2064	41	48	39	22	22	22	20	33	23	22	host	pcoB
gene-PHIKZ157	2027	1958	2619	2030	1796	2172	1424	2114	1436	1558	phage	gene-PHIKZ157
gene-PA1070	282	24977	311	196	126	138	113	174	147	96	host	braG
gene-PA0607	334	322	362	278	278	329	264	403	485	373	host	rpe
gene-PA1653	90	94	95	78	49	59	66	77	100	54	host	gene-PA1653
gene-PA1333	45	37	29	17	9	16	9	17	37	14	host	gene-PA1333
gene-PA4690	229	265	199	146	94	158	148	301	221	156	host	gene-PA4690
gene-PA0267	49	75	101	56	193	49	58	111	65	36	host	gene-PA0267
gene-PA0450	106	116	136	93	72	80	61	105	101	79	host	gene-PA0450
gene-PA4730	230	275	278	218	156	162	156	236	197	157	host	panC
gene-PA1827	20	22	22	11	11	20	6	31	18	16	host	gene-PA1827
gene-PA5300	816	1030	1183	758	618	665	638	1096	987	668	host	cycB
gene-PA1439	353	348	464	346	286	279	314	458	569	422	host	gene-PA1439
gene-PA5198	176	217	225	190	91	116	94	161	143	122	host	gene-PA5198
gene-PA1199	349	344	419	283	216	259	275	410	349	279	host	gene-PA1199
gene-PA0252	32	30	46	28	21	29	20	32	39	32	host	gene-PA0252
gene-PHIKZ229	1320	1201	2912	2447	3898	2770	3888	6416	4434	3713	phage	gene-PHIKZ229
gene-PA3541	64	73	79	48	34	45	34	84	79	60	host	alg8
gene-PA4883	12	8	4	6	12	6	4	8	9	8	host	gene-PA4883
gene-PA2428	41	37	31	36	22	35	26	28	33	25	host	gene-PA2428
gene-PA2089	69	106	69	80	48	50	52	102	70	83	host	gene-PA2089
gene-PA5113	376	391	803	299	164	227	200	297	188	173	host	gene-PA5113
gene-PA2733	184	177	159	130	69	90	84	140	98	79	host	gene-PA2733
gene-PA0775	199	185	220	192	137	183	226	268	382	309	host	gene-PA0775
gene-PA2486	15	31	24	21	14	8	13	35	36	22	host	gene-PA2486
gene-PA2957	328	302	380	339	206	249	176	293	311	249	host	gene-PA2957
gene-PA4959	813	823	865	712	501	440	1771	715	617	494	host	fimX
gene-PHIKZ243	1373	1315	2858	2813	3244	2278	3406	4392	2661	2480	phage	gene-PHIKZ243
gene-PA1275	70	79	73	35	30	38	38	51	30	21	host	cobD
gene-PHIKZ247	1289	1232	1525	1429	921	706	756	1341	681	573	phage	gene-PHIKZ247
gene-PA4469	43	32	51	24	28	17	28	31	31	25	host	gene-PA4469
gene-PA1438	97	106	97	64	42	46	27	58	52	28	host	gene-PA1438
gene-PA4593	55	63	50	53	37	32	14	71	44	35	host	gene-PA4593
gene-PA1060	277	292	334	267	216	278	264	442	467	351	host	gene-PA1060
gene-PA1239	18	25	18	11	9	8	4	17	23	15	host	gene-PA1239
gene-PA4356	70	85	124	68	28	56	56	56	46	39	host	xenB
gene-PA1599	25	50	38	13	19	19	19	26	17	20	host	gene-PA1599
gene-PA3415	18	29	35	24	16	11	15	26	31	11	host	gene-PA3415
gene-PA4250	3189	2737	3292	2434	1795	1799	1607	2452	2276	1564	host	rpsN
gene-PA4970	172	325	228	150	114	98	91	212	180	146	host	gene-PA4970
gene-PA5287	452	469	503	325	239	265	241	387	307	245	host	amtB
gene-PA2292	3	8	3	0	0	0	1	1	3	4	host	gene-PA2292
gene-PA2400	266	309	281	206	167	172	156	289	271	210	host	pvdJ
gene-PA2989	240	249	292	249	214	216	194	211	243	257	host	gene-PA2989
gene-PA1953	35	37	25	27	30	32	26	58	38	40	host	gene-PA1953
gene-PA3812	275	302	292	180	137	138	144	252	261	197	host	iscA
gene-PA2368	1	1	4	0	2	1	1	2	2	1	host	gene-PA2368
gene-PA3540	45	60	83	50	47	49	78	88	119	86	host	algD
gene-PA1508	32	46	30	22	7	4	11	34	15	10	host	gene-PA1508
gene-PA2804	18	20	18	16	8	14	6	13	21	18	host	gene-PA2804
gene-PA4999	609	595	550	416	231	295	268	383	386	306	host	waaL
