Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA4239	1606	1769	1414	1527	876	875	878	1050	984	1288	host	rpsD
gene-PA4690	169	227	135	189	112	115	119	134	116	224	host	gene-PA4690
gene-PA4225	40	39	39	46	27	29	40	33	40	224	host	pchF
gene-PA1161	66	71	56	59	36	43	50	357	42	115	host	rrmA
gene-PA5232	991	2410	491	641	322	297	251	386	274	702	host	gene-PA5232
gene-PA4127	20	14	22	13	11	10	15	24	20	47	host	hpcG
gene-PA1917	1	5	2	2	1	0	2	6	3	5	host	gene-PA1917
gene-PA4959	658	766	513	695	377	366	367	869	397	938	host	fimX
gene-PA2340	10	14	10	11	11	12	9	11	19	23	host	gene-PA2340
gene-PA2644	252	248	156	191	90	81	93	110	97	205	host	nuoI
gene-PA3779	48	59	37	42	31	36	36	44	90	158	host	gene-PA3779
gene-PA4787	256	292	201	293	368	173	149	190	220	1243	host	gene-PA4787
gene-PA5257	725	561	385	468	243	221	195	228	181	451	host	gene-PA5257
gene-PA4637	113	120	72	104	84	102	83	102	139	1052	host	gene-PA4637
gene-PA2745	92	87	79	72	59	55	49	36	94	212	host	gene-PA2745
gene-PA5254	84	116	79	83	68	56	46	55	78	131	host	gene-PA5254
gene-PA2834	43	56	49	50	51	41	31	36	59	107	host	gene-PA2834
gene-PA4040	53	66	56	78	31	37	50	45	69	203	host	gene-PA4040
gene-PA5278	391	402	291	368	207	182	180	211	232	358	host	dapF
gene-PA5398	90	128	95	122	78	51	70	73	111	171	host	dgcA
gene-PA1570	69	85	80	63	72	47	45	75	110	315	host	gene-PA1570
gene-PA3128	60	76	85	71	49	54	28	37	42	110	host	gene-PA3128
gene-PA3367	94	72	80	89	71	58	72	69	71	106	host	gene-PA3367
gene-PHIKZ187	3062	3261	5242	4536	3782	4994	2239	1792	667	388	phage	gene-PHIKZ187
gene-PA1658	222	224	212	254	134	122	98	112	112	141	host	gene-PA1658
gene-PA3644	1054	969	712	862	496	472	432	495	550	878	host	lpxA
gene-PA4954	375	473	356	450	370	265	286	508	430	552	host	motA
gene-PA0292	113	137	129	146	64	94	118	107	105	297	host	aguA
gene-PA1106	81	92	54	85	32	45	47	56	48	95	host	gene-PA1106
gene-PA0806	922	1029	951	1381	457	571	333	353	257	374	host	gene-PA0806
gene-PA0456	795	774	734	912	524	471	417	1191	775	1160	host	gene-PA0456
gene-PA3467	31	34	42	48	21	35	26	21	25	74	host	gene-PA3467
gene-PA0788a	73	85	59	47	59	45	69	79	99	111	host	gene-PA0788a
gene-PA4177	8	6	6	10	7	6	4	5	8	27	host	gene-PA4177
gene-PA5311	43	68	36	50	36	14	27	40	30	100	host	gene-PA5311
gene-PA5118	791	850	729	923	528	609	536	576	574	913	host	thiI
gene-PA3341	345	411	307	369	266	260	222	242	320	656	host	gene-PA3341
gene-PA4013	194	186	121	176	123	116	106	108	121	436	host	gene-PA4013
gene-PA1919	25	31	29	46	13	25	17	26	44	71	host	nrdG
gene-PHIKZ245	1378	1357	2202	2077	1189	1411	619	522	426	328	phage	gene-PHIKZ245
gene-PA4807	88	134	80	104	45	38	40	69	38	189	host	selB
gene-PA0945	514	538	436	19396	342	322	349	340	386	465	host	purM
gene-PA4541.2	2190	1447	1903	1902	1519	1320	2256	1735	1683	3414	host	gene-PA4541.2
gene-PA3013	401	447	416	420	334	327	300	331	546	919	host	foaB
gene-PA1367	33	40	26	36	18	19	16	24	27	36	host	gene-PA1367
gene-PA5225	172	225	155	186	117	119	119	233	225	316	host	gene-PA5225
gene-PA0457.1	38	61	47	67	20	23	23	27	30	62	host	gene-PA0457.1
gene-PA5038	1034	1175	1073	1362	1006	950	1048	939	1387	1620	host	aroB
gene-PA5382	31	41	24	31	18	23	25	25	26	77	host	gene-PA5382
gene-PA3619	46	69	52	63	25	49	48	33	63	105	host	gene-PA3619
gene-PA4443	212	273	164	188	234	284	220	256	222	300	host	cysD
gene-PA4563	2092	2104	2243	2362	1610	1557	1559	1468	1788	1510	host	rpsT
gene-PA1136	22	32	22	36	15	9	14	26	30	46	host	gene-PA1136
gene-PA2895	36	59	32	41	19	26	27	21	24	73	host	gene-PA2895
gene-PA2763a	55	43	59	61	55	52	29	39	35	67	host	gene-PA2763a
gene-PA4679	85	84	61	88	55	65	47	64	48	250	host	gene-PA4679
gene-PA2363	18	21	11	17	9	12	13	18	16	52	host	gene-PA2363
gene-PA2816	36	35	23	34	28	30	32	42	45	85	host	gene-PA2816
gene-PA2696	12	22	17	28	22	22	18	20	22	30	host	gene-PA2696
gene-PA1837a	95	94	88	108	80	75	71	92	90	118	host	gene-PA1837a
gene-PA2223	19	25	19	25	21	9	17	18	30	40	host	gene-PA2223
gene-PA4295	12	19	1	12	9	5	14	9	10	13	host	fppA
gene-PHIKZ025	1095	1201	1359	1443	1773	3058	4363	2317	14757	8813	phage	gene-PHIKZ025
gene-PA2170	1	2	3	2	2	5	0	2	1	4	host	gene-PA2170
gene-PA5378	96	121	88	127	119	74	125	78	105	327	host	gene-PA5378
gene-PA0912	23	21	22	17	18	17	15	36	24	27	host	gene-PA0912
gene-PA2680	12	12	10	8	7	10	11	9	16	47	host	gene-PA2680
gene-PA1336	136	155	98	133	83	91	66	110	89	178	host	gene-PA1336
gene-PA2273	25	16	22	16	10	14	22	11	8	55	host	soxR
gene-PA4884	10	12	9	8	12	7	3	22	6	48	host	gene-PA4884
gene-PA4878	93	99	75	99	60	40	56	79	82	190	host	gene-PA4878
gene-PA1634	272	290	232	203	115	79	100	128	117	355	host	kdpB
gene-PA2100	52	66	57	73	45	41	59	41	57	99	host	gene-PA2100
gene-PA1351	0	1	4	3	3	3	0	0	8	13	host	gene-PA1351
gene-PA1230	0	6	3	4	1	3	3	2	5	18	host	gene-PA1230
gene-PA0130	95	145	118	117	74	70	90	78	102	195	host	gene-PA0130
gene-PA1410	15	20	16	9	7	15	15	7	10	22	host	gene-PA1410
gene-PA1614	204	224	217	263	205	198	195	216	336	456	host	gpsA
gene-PA1655	127	121	123	144	63	74	45	50	67	115	host	gene-PA1655
gene-PA0141	188	301	215	291	90	96	100	129	114	222	host	gene-PA0141
gene-PA1986	15	17	9	11	10	5	5	13	14	30	host	pqqB
gene-PA0178	74	59	54	50	28	36	66	67	72	139	host	gene-PA0178
gene-PA2291	293	347	240	301	250	261	220	251	267	472	host	gene-PA2291
gene-PHIKZ162	1880	2093	2275	2612	4950	4999	7946	7514	15901	19628	phage	gene-PHIKZ162
gene-PA3097	104	95	50	95	34	69	45	53	39	126	host	xcpX
gene-PA1245	52	101	48	56	44	39	33	32	68	136	host	gene-PA1245
gene-PA1591	181	205	113	144	135	119	97	86	133	241	host	gene-PA1591
gene-PA3735	356	467	343	346	231	187	202	250	255	521	host	thrC
gene-PA1117	73	73	63	108	65	47	61	55	73	143	host	gene-PA1117
gene-PA3699	185	227	170	165	146	111	133	151	214	296	host	gene-PA3699
gene-PHIKZ222	1955	2203	3091	2945	2361	2782	1779	865	2777	2947	phage	gene-PHIKZ222
gene-PA2483	140	131	111	150	89	80	117	126	175	365	host	gene-PA2483
gene-PA3378	19	40	15	25	15	9	14	16	27	68	host	gene-PA3378
gene-PA5560	2345	3520	2253	2440	1390	3126	1316	1315	1438	2161	host	atpB
gene-PA2169	1	2	0	3	1	0	2	4	1	6	host	gene-PA2169
gene-PA1671	69	73	81	87	50	52	35	42	66	220	host	stk1
gene-PA2244	39	38	22	31	23	22	22	35	48	157	host	pslN
gene-PA3473	84	142	78	94	55	45	46	71	49	126	host	gene-PA3473
gene-PA3686	412	442	420	513	254	228	217	229	319	406	host	adk
gene-PA4367	233	257	189	273	123	129	144	157	148	279	host	bifA
gene-PA3256	112	155	109	184	100	79	97	103	91	294	host	gene-PA3256
gene-PA0527.1	34471	29660	29262	29566	27500	25691	26867	21845	31226	26906	host	rsmY
gene-PA3286	269	271	226	235	153	134	117	120	148	341	host	gene-PA3286
gene-PA5127	136	142	88	128	87	74	77	103	119	118	host	gene-PA5127
gene-PA2181	7	5	6	10	2	7	7	5	13	46	host	gene-PA2181
gene-PA1283	56	69	70	107	43	53	54	67	73	161	host	gene-PA1283
gene-PA3542	12	16	15	21	13	13	14	17	18	57	host	alg44
gene-PA4316	368	491	359	454	264	346	290	250	364	517	host	sbcB
gene-PA2821	203	229	155	226	127	103	104	144	118	228	host	gene-PA2821
gene-PA1001	554	645	411	517	178	270	170	183	138	373	host	phnA
gene-PA3573	87	135	77	105	36	54	50	51	71	213	host	gene-PA3573
gene-PA5083	24	24	27	34	15	11	18	23	21	35	host	gene-PA5083
gene-PA2549	560	593	508	563	365	329	364	311	347	305	host	gene-PA2549
gene-PHIKZ289	2316	2545	2547	2409	628	806	492	319	793	508	phage	gene-PHIKZ289
gene-PA3499	9	17	10	16	10	15	34	12	25	26	host	gene-PA3499
gene-PA0754	128	160	128	251	80	82	55	98	53	153	host	gene-PA0754
gene-PA1860	46	44	28	35	18	20	17	27	25	58	host	gene-PA1860
gene-PA4605	104	107	92	109	58	67	49	84	113	174	host	gene-PA4605
gene-PA2406	24	20	18	9	6	10	4	7	6	34	host	gene-PA2406
gene-PA3017	136	205	123	168	93	94	111	146	168	311	host	gene-PA3017
gene-PA0466	8	21	12	20	8	8	4	24	11	7	host	gene-PA0466
gene-PA0941	11	26	13	12	15	16	14	14	20	28	host	gene-PA0941
gene-PA3751	134	153	106	148	75	80	60	73	87	176	host	purT
gene-PA4032	339	398	365	435	316	312	396	357	540	816	host	gene-PA4032
gene-PA1181	411	448	259	390	200	203	195	232	4677	432	host	gene-PA1181
gene-PA1875	24	39	36	58	46	48	25	28	56	130	host	gene-PA1875
gene-PA5385	1	4	1	3	3	0	3	0	6	6	host	cdhB
gene-PA2038	56	75	62	67	43	41	31	47	40	43	host	gene-PA2038
gene-PA3375	4	3	7	6	1	2	1	3	4	26	host	gene-PA3375
gene-PA4861	10	12	11	12	8	4	9	15	10	21	host	gene-PA4861
gene-PA0783	633	761	664	845	472	444	407	537	473	869	host	putP
gene-PA2985	194	272	250	229	189	192	204	195	333	283	host	gene-PA2985
gene-PA5440a	68	109	90	97	47	52	47	49	46	114	host	gene-PA5440a
gene-PA0932	593	749	562	664	467	475	517	449	556	704	host	cysM
gene-PA0950	189	205	321	245	182	161	187	157	188	238	host	gene-PA0950
gene-PA3873	21	27	15	9	10	6	4	5	7	22	host	narJ
gene-PA3343	221	251	182	242	132	145	154	176	144	272	host	gene-PA3343
gene-PA5465	95	153	122	123	54	60	64	68	67	185	host	gene-PA5465
gene-PA1169	102	96	72	96	65	53	47	83	99	179	host	gene-PA1169
gene-PA1950	92	173	132	158	80	69	54	89	72	243	host	rbsK
gene-PA5525	392	513	395	546	377	342	417	453	566	1667	host	gene-PA5525
gene-PA4192	18	5	15	9	17	25	11	13	18	28	host	gene-PA4192
gene-PA0392	391	375	268	326	201	202	162	143	191	269	host	gene-PA0392
gene-PA1017	26	40	27	35	14	24	19	28	36	85	host	pauA
gene-PA3517	18	28	27	31	18	20	16	25	27	64	host	gene-PA3517
gene-PA5253	647	772	581	737	445	428	403	464	649	1144	host	algP
gene-PA2960	286	314	285	331	290	278	304	253	386	321	host	pilZ
gene-PA0990	56	62	48	71	49	44	56	75	101	207	host	gene-PA0990
gene-PA3112	673	715	548	628	324	317	312	347	407	713	host	accD
gene-PA4957	191	229	160	253	110	116	90	121	116	318	host	psd
gene-PA1973	22	29	32	20	22	19	9	8	16	66	host	pqqF
gene-PA4719	285	277	263	295	244	203	194	199	239	354	host	gene-PA4719
gene-PA1866a	42	35	44	22	23	19	30	60	51	23	host	gene-PA1866a
gene-PHIKZ090	1232	1205	1397	1572	2957	3309	4845	4335	10441	13036	phage	gene-PHIKZ090
gene-PHIKZ148	137	127	353	276	1706	1945	2233	1732	1788	2624	phage	gene-PHIKZ148
gene-PA5417	10	8	6	4	4	4	4	6	9	16	host	soxD
gene-PA0299	603	705	489	548	298	299	271	257	401	434	host	spuC
gene-PA2368	0	1	1	1	0	2	2	0	3	3	host	gene-PA2368
gene-PA0322	31	52	29	65	29	35	45	41	66	111	host	gene-PA0322
gene-PA3262	558	660	520	615	423	352	403	416	518	554	host	gene-PA3262
gene-PA4143	38	45	42	44	42	23	26	39	45	99	host	gene-PA4143
gene-PA5357	153	166	118	143	86	93	100	107	105	256	host	gene-PA5357
gene-PA1598	73	84	41	34	27	24	33	35	38	106	host	gene-PA1598
gene-PA5150	545	572	656	992	515	534	462	451	553	902	host	gene-PA5150
gene-PA3320	6	9	2	6	7	8	5	5	8	22	host	gene-PA3320
gene-PHIKZ093	1704	1604	2164	2208	5819	5850	8816	10442	18912	27410	phage	gene-PHIKZ093
gene-PA4069	379	373	316	388	225	219	251	327	348	934	host	gene-PA4069
gene-PA5248	195	253	170	235	163	197	211	270	283	547	host	gene-PA5248
gene-PA0415	128	175	84	67	49	46	46	45	47	120	host	chpC
gene-PA3247	200	190	155	165	101	100	116	167	127	200	host	gene-PA3247
gene-PA3408	41	44	33	37	27	35	26	37	48	128	host	hasR
gene-PA1667	175	183	136	208	85	93	68	77	94	117	host	gene-PA1667
gene-PA2316	42	28	36	44	25	17	33	28	50	130	host	gene-PA2316
gene-PA2784	18	3	5	9	11	8	11	15	12	7	host	gene-PA2784
gene-PA2735	631	607	489	542	337	311	382	314	464	645	host	gene-PA2735
gene-PA3925	49	82	67	71	47	45	60	54	81	145	host	gene-PA3925
gene-PA0679	2	16	6	8	9	5	1	4	4	18	host	gene-PA0679
gene-PA0865	1069	6999	771	956	629	630	632	666	807	974	host	hpd
gene-PA5164	414	395	302	356	201	147	138	169	148	280	host	rmlC
gene-PA0595	2359	2871	2226	2497	1821	1668	1952	2034	2476	3470	host	ostA
gene-PA1031	315	388	339	407	251	255	288	309	594	919	host	gene-PA1031
gene-PA3142	709	963	786	998	890	754	917	660	1165	1118	host	gene-PA3142
gene-PA4029	93	119	55	90	71	65	77	105	85	99	host	gene-PA4029
gene-PA4486	224	111	113	116	55	62	43	85	41	99	host	gene-PA4486
gene-PA2259	51	56	37	47	16	35	27	38	39	74	host	ptxS
gene-PA3864	151	150	131	161	83	80	77	116	114	213	host	dauR
gene-PA0887	658	969	693	999	510	540	411	540	527	899	host	acsA
gene-PA1876	30	36	40	31	22	18	31	23	32	108	host	gene-PA1876
gene-PA1165	45	52	43	56	34	30	38	33	46	171	host	pcpS
gene-PA3422	30	60	47	51	37	32	31	30	62	112	host	gene-PA3422
gene-PA5239	981	965	890	1156	650	620	658	3980	895	1646	host	rho
gene-PA0133	59	83	65	90	53	38	64	70	76	194	host	gene-PA0133
gene-PA1586	706	840	523	575	316	324	339	424	370	890	host	sucB
gene-PA4769	578	659	477	669	383	418	919	414	556	1848	host	gene-PA4769
gene-PA0462	236	257	227	326	299	236	287	311	477	1251	host	gene-PA0462
gene-PA1886	95	161	118	143	94	102	72	102	105	324	host	polB
gene-PA5545	164	202	149	163	118	104	112	112	190	223	host	gene-PA5545
gene-PA2640	251	248	220	204	131	129	142	156	141	180	host	nuoE
gene-PA2053	7	11	9	13	1	2	5	5	9	28	host	cynT
gene-PA1796.4	1726	995	1711	1813	1444	1529	1605	1472	1855	6741	host	gene-PA1796.4
gene-PA2473	2	4	8	0	0	3	3	1	4	19	host	gene-PA2473
gene-PA3325	91	89	98	112	77	86	75	83	68	128	host	gene-PA3325
gene-PA1073	155	168	141	165	100	113	88	101	98	148	host	braD
gene-PA4940	1855	1654	2267	2914	2455	2367	3353	2788	3513	2533	host	gene-PA4940
gene-PA1457	354	427	296	373	200	171	169	178	147	275	host	cheZ
gene-PA1148	19	21	24	16	9	14	17	9	18	40	host	toxA
gene-PA0265	208	257	187	264	136	121	112	134	127	304	host	gabD
gene-PA4309	217	238	257	326	235	236	234	249	267	552	host	pctA
gene-PA3134	703	794	597	695	545	497	512	515	685	1112	host	gltX
gene-PA2697	10	5	2	7	9	5	2	11	6	14	host	gene-PA2697
gene-PA4662	313	398	245	292	161	153	155	175	173	387	host	murI
gene-PA1281	47	34	35	40	20	16	22	26	21	102	host	cobV
gene-PHIKZ286	4451	4872	5784	5266	1965	2621	1264	1002	1664	1442	phage	gene-PHIKZ286
gene-PA4821	43	42	32	60	13	27	20	38	30	121	host	gene-PA4821
gene-PA2400	251	266	216	269	138	171	159	154	242	425	host	pvdJ
gene-PA0474	4	8	3	3	1	2	2	2	1	8	host	gene-PA0474
gene-PA5492	824	842	1133	1452	1202	1264	1201	1084	1627	1763	host	gene-PA5492
gene-PA1349	4	3	5	6	4	14	3	1	8	6	host	gene-PA1349
gene-PHIKZ304	141	164	1513	910	10743	10565	11004	12547	4026	3611	phage	gene-PHIKZ304
gene-PHIKZ166	10586	12747	10961	10928	3636	4171	1993	1157	2439	2028	phage	gene-PHIKZ166
gene-PA4153	37	46	39	42	27	18	28	22	28	65	host	gene-PA4153
gene-PA0785	14	23	11	19	19	25	8	24	21	45	host	azoR1
gene-PA3159	2248	2456	2049	2169	1640	1644	1712	1741	2381	2543	host	wbpA
gene-PA4417	732	1878	2600	1865	1427	497	335	402	336	1321	host	murE
gene-PA4165	43	54	53	47	24	31	27	27	26	97	host	gene-PA4165
gene-PA5552	336	411	298	342	233	247	249	278	273	413	host	glmU
gene-PA0183	27	38	41	45	30	25	30	16	40	100	host	atsA
gene-PA0323	33	33	26	32	23	22	25	18	44	78	host	gene-PA0323
gene-PA0279	31	47	26	39	28	42	23	26	34	118	host	gene-PA0279
gene-PA4673	371	354	252	340	228	196	558	209	259	469	host	gene-PA4673
gene-PA5165	317	378	252	324	235	195	166	210	177	382	host	gene-PA5165
gene-PA4618	156	188	126	442	110	94	75	119	144	726	host	gene-PA4618
gene-PA2196	51	30	56	46	28	24	29	27	46	66	host	gene-PA2196
gene-PA1609	908	956	748	763	522	428	466	609	569	1077	host	fabB
gene-PA4742	1269	1365	1128	1352	1021	1000	1149	834	1043	2783	host	truB
gene-PA1585	1500	1690	1102	1180	764	734	752	800	908	1781	host	sucA
gene-PA4130	119	122	119	137	100	118	107	150	166	371	host	gene-PA4130
gene-PA2412	14	12	8	12	8	8	10	5	12	10	host	gene-PA2412
gene-PA0190	9	9	21	22	8	14	16	12	17	36	host	gene-PA0190
gene-PA3477	387	508	327	398	253	267	243	276	353	496	host	rhlR
gene-PA5139	165	169	135	163	83	98	81	80	121	159	host	gene-PA5139
gene-PA2708	74	58	54	72	63	62	69	76	103	153	host	gene-PA2708
gene-PA0972	925	1008	773	856	617	512	582	698	641	849	host	tolB
gene-PA5413	700	387	208	300	157	173	153	151	417	287	host	ltaA
gene-PA4667	485	633	353	463	260	263	267	376	364	670	host	gene-PA4667
gene-PA2358	298	356	217	235	138	123	92	247	124	166	host	gene-PA2358
gene-PA1852	482	528	455	466	301	324	299	369	525	517	host	gene-PA1852
gene-PA4336	60	80	63	81	38	46	47	52	76	173	host	gene-PA4336
gene-PA3279	20	26	26	21	16	20	10	19	32	40	host	oprP
gene-PA3476	783	1145	697	847	567	536	531	604	555	610	host	rhlI
gene-PA1244	100	2196	98	83	68	53	56	74	78	150	host	gene-PA1244
gene-PA1957	18	12	16	23	9	17	13	10	13	59	host	gene-PA1957
gene-PHIKZ305	148	168	1215	803	7304	8343	8568	6504	2279	7044	phage	gene-PHIKZ305
gene-PA1171	103	132	90	105	91	56	77	96	92	249	host	gene-PA1171
gene-PA4353	39	31	34	48	33	35	32	32	52	92	host	gene-PA4353
gene-PA2303	38	39	20	37	12	15	12	14	11	31	host	ambD
gene-PHIKZ049	4109	4645	6110	5652	7908	8151	12667	9339	15070	16723	phage	gene-PHIKZ049
gene-PA3315	39	68	43	42	31	23	17	32	19	56	host	gene-PA3315
gene-PA1257	5	12	9	10	5	7	8	6	16	7	host	gene-PA1257
gene-PA0942	200	260	180	274	211	199	231	238	377	492	host	gene-PA0942
gene-PA1440	738	760	725	816	655	579	688	767	1064	1397	host	gene-PA1440
gene-PA1143	7	6	4	6	2	5	8	6	6	18	host	gene-PA1143
gene-PA2392	57	56	45	52	45	32	32	40	50	94	host	pvdP
gene-PA4033	18	23	8	14	10	12	13	18	26	50	host	gene-PA4033
gene-PA4099	7	25	10	13	13	10	12	9	17	28	host	gene-PA4099
gene-PA3920	41	50	35	72	26	27	20	33	41	99	host	gene-PA3920
gene-PA4024	40	37	29	37	20	32	31	38	38	94	host	eutB
gene-PA4161	13	16	18	15	6	9	5	10	5	27	host	fepG
gene-PA3761	76	126	75	85	60	54	37	49	87	137	host	gene-PA3761
gene-PA4823	0	4	4	10	9	0	3	1	3	11	host	gene-PA4823
gene-PA1175	2	7	8	12	1	3	10	10	5	13	host	napD
gene-PA0319	203	228	142	196	118	118	116	178	178	304	host	gene-PA0319
gene-PA0431	200	229	167	204	94	97	101	128	138	506	host	gene-PA0431
gene-PA5472	347	363	283	345	207	184	209	221	269	465	host	gene-PA5472
gene-PA3399	100	155	92	117	68	78	67	63	97	204	host	gene-PA3399
gene-PA5327	33	64	18	30	36	36	22	43	41	82	host	gene-PA5327
gene-PA3458	77	114	90	134	52	59	52	61	51	124	host	gene-PA3458
gene-PA5197	90	141	83	97	58	62	47	55	94	150	host	rimK
gene-PA5065	432	442	278	358	170	186	151	177	165	333	host	ubiB
gene-PA2651	197	240	211	262	181	156	187	173	241	427	host	gene-PA2651
gene-PA1139	41	52	47	46	23	37	24	57	75	217	host	gene-PA1139
gene-PA1115	250	313	260	238	183	157	195	197	278	361	host	gene-PA1115
gene-PHIKZ056	5417	5595	9704	10347	8909	10257	7273	6373	3783	5267	phage	gene-PHIKZ056
gene-PA2989	242	280	189	208	165	146	161	120	246	149	host	gene-PA2989
gene-PA1402	16	15	7	17	11	2	8	6	7	17	host	gene-PA1402
gene-PA0237	11	19	16	17	4	6	8	9	16	36	host	gene-PA0237
gene-PA0506	645	649	647	3384	633	555	591	630	773	1236	host	gene-PA0506
gene-PA3203	126	134	88	107	49	61	79	75	66	185	host	gene-PA3203
gene-PA2005	134	173	152	156	132	122	106	118	159	248	host	gene-PA2005
gene-PA3393	23	11	28	20	13	9	14	15	18	52	host	nosD
gene-PA3530	127	105	86	116	464	417	1048	1142	1227	1489	host	gene-PA3530
gene-PA0929	60	49	40	51	101	92	193	205	253	362	host	gene-PA0929
gene-PA2361	37	41	40	51	18	22	22	33	40	126	host	gene-PA2361
gene-PA1274	51	53	23	30	20	17	17	24	14	65	host	gene-PA1274
gene-PA2661	44	81	48	68	31	36	40	49	48	116	host	gene-PA2661
gene-PA2630	355	597	379	447	295	282	249	263	346	247	host	gene-PA2630
gene-PA4632	208	224	193	220	159	176	153	201	278	664	host	gene-PA4632
gene-PA3045	10	14	12	11	5	16	3	8	20	30	host	gene-PA3045
gene-PA0678	2	4	2	5	7	1	4	2	3	9	host	gene-PA0678
gene-PA1666	94	84	38	68	36	27	22	17	16	44	host	gene-PA1666
gene-PA0488	34	37	25	49	31	21	24	43	57	171	host	gene-PA0488
gene-PA5176	156	210	181	177	158	149	158	178	9794	528	host	gene-PA5176
gene-PA5489	537	661	509	585	456	411	476	544	1097	1009	host	dsbA
gene-PA1384	17	13	15	23	17	27	21	23	24	24	host	galE
gene-PA0853	101	104	114	105	71	57	92	197	37	142	host	gene-PA0853
gene-PA3957	38	42	28	41	11	18	24	26	29	90	host	gene-PA3957
gene-PA5423	183	188	163	171	96	112	108	133	130	325	host	gene-PA5423
gene-PA0780	82	108	65	83	65	53	76	94	130	375	host	pruR
gene-PA0903	885	937	845	941	626	656	676	1223	759	1318	host	alaS
gene-PA2396	68	78	55	78	55	46	49	47	84	92	host	pvdF
gene-PA3284	35	22	21	30	11	17	14	10	18	39	host	gene-PA3284
gene-PA4942	2285	2436	2837	2197	1662	1247	1310	1522	1919	2997	host	hflK
gene-PA3269	60	93	50	77	52	60	56	75	58	198	host	gene-PA3269
gene-PA0413	1226	1535	965	1228	571	563	564	670	842	1737	host	chpA
gene-PA1600	12	15	19	18	4	6	3	14	12	40	host	gene-PA1600
gene-PA1972	17	23	20	20	11	14	9	20	28	36	host	gene-PA1972
gene-PA3053	52	83	49	63	39	53	48	49	90	97	host	gene-PA3053
gene-PA0994	140	156	118	156	92	100	127	116	173	253	host	cupC3
gene-PA3046	258	300	225	304	175	180	192	233	280	506	host	gene-PA3046
gene-PA4985	25	23	14	24	18	17	16	23	16	78	host	gene-PA4985
gene-PA3207	35	33	32	55	28	29	19	39	19	136	host	gene-PA3207
gene-PA1953	26	38	18	31	31	29	22	27	36	75	host	gene-PA1953
gene-PA4446	367	406	1457	383	270	238	251	308	329	552	host	algW
gene-PA4683	69	86	82	101	56	42	53	61	45	109	host	gene-PA4683
gene-PA0411	508	658	530	766	347	354	276	398	287	567	host	pilJ
gene-PA5045	1493	1756	1317	1758	1269	1189	1268	1522	1921	2168	host	ponA
gene-PA1721	12	27	19	22	9	10	14	6	14	29	host	pscH
gene-PHIKZ034	370	387	387	529	895	950	1992	1191	3700	2990	phage	gene-PHIKZ034
gene-PA5392	4	5	2	7	3	10	4	8	9	14	host	gene-PA5392
gene-PA0173	10	11	10	14	3	11	4	4	10	24	host	gene-PA0173
gene-PHIKZ280	1925	1968	2035	1767	704	861	438	352	537	415	phage	gene-PHIKZ280
gene-PA3308	1068	1083	896	1044	689	676	597	625	742	943	host	gene-PA3308
gene-PA2298	46	40	30	37	18	27	33	19	37	66	host	gene-PA2298
gene-PA4217	27	37	25	58	23	23	17	31	42	84	host	phzS
gene-PA1273	73	79	41	64	24	37	25	38	15	122	host	cobB
gene-PA0470	109	159	147	169	89	97	94	111	143	252	host	fiuA
gene-PA4220	5	16	7	4	7	5	2	11	10	26	host	gene-PA4220
gene-PA0733	47	36	41	36	23	36	33	48	37	65	host	gene-PA0733
gene-PHIKZ132	789	752	968	1056	3247	2995	7707	4422	14663	29205	phage	gene-PHIKZ132
gene-PHIKZ185	6594	7017	7862	7712	2302	3002	1319	1045	1046	1092	phage	gene-PHIKZ185
gene-PA3691	163	215	222	270	174	150	190	210	310	444	host	gene-PA3691
gene-PA2373	61	54	42	74	54	29	45	45	81	105	host	gene-PA2373
gene-PA3923	94	102	89	106	58	76	64	81	95	180	host	gene-PA3923
gene-PA4916	66	123	85	103	61	52	49	143	149	331	host	gene-PA4916
gene-PA2484	377	428	443	540	431	461	473	394	725	764	host	gene-PA2484
gene-PA5495	425	442	415	503	239	210	266	346	289	708	host	thrB
gene-PA0030	18	5	17	27	10	9	25	15	21	44	host	gene-PA0030
gene-PA0512	20	8	22	24	7	6	5	28	13	31	host	gene-PA0512
gene-PA2126	24	33	47	63	27	30	19	24	27	60	host	gene-PA2126
gene-PA3718	24	44	48	43	26	32	26	33	45	84	host	gene-PA3718
gene-PA0680	5	6	3	4	3	6	7	1	1	10	host	gene-PA0680
gene-PA5338	1405	1462	1107	1238	817	805	766	802	808	1627	host	spoT
gene-PA1797	771	931	686	859	395	360	360	447	529	1192	host	gene-PA1797
gene-PA4805	33	44	26	41	12	24	24	23	47	69	host	gene-PA4805
gene-PA3270	137	194	127	200	104	144	120	197	182	547	host	gene-PA3270
gene-PA2023	472	568	368	527	344	331	375	374	526	1079	host	galU
gene-PA4410	758	825	566	801	976	305	203	268	224	1323	host	ddlB
gene-PA3979	278	303	289	345	253	188	219	306	316	366	host	gene-PA3979
gene-PA5362	344	423	300	415	213	229	183	294	248	352	host	gene-PA5362
gene-PA3294	70	69	56	54	41	35	41	60	30	90	host	gene-PA3294
gene-PA0359	70	111	76	83	75	59	87	114	102	197	host	gene-PA0359
gene-PA4950	208	320	207	300	190	182	177	259	337	451	host	gene-PA4950
gene-PA3446	36	57	64	66	77	131	82	98	93	156	host	gene-PA3446
gene-PHIKZ287	1601	1669	2054	1821	5103	5718	3012	2535	1102	1221	phage	gene-PHIKZ287
