# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160338_sorted.bam" "SRR13160334_sorted.bam" "SRR13160330_sorted.bam" "SRR13160332_sorted.bam" "SRR13160348_sorted.bam" "SRR13160335_sorted.bam" "SRR13160333_sorted.bam" "SRR13160331_sorted.bam" "SRR13160339_sorted.bam" "SRR13160350_sorted.bam" "SRR13160346_sorted.bam" "SRR13160336_sorted.bam" "SRR13160344_sorted.bam" "SRR13160345_sorted.bam" "SRR13160327_sorted.bam" "SRR13160329_sorted.bam" "SRR13160337_sorted.bam" "SRR13160341_sorted.bam" "SRR13160343_sorted.bam" "SRR13160328_sorted.bam" "SRR13160349_sorted.bam" "SRR13160347_sorted.bam" "SRR13160342_sorted.bam" "SRR13160340_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160338_sorted.bam	SRR13160334_sorted.bam	SRR13160330_sorted.bam	SRR13160332_sorted.bam	SRR13160348_sorted.bam	SRR13160335_sorted.bam	SRR13160333_sorted.bam	SRR13160331_sorted.bam	SRR13160339_sorted.bam	SRR13160350_sorted.bam	SRR13160346_sorted.bam	SRR13160336_sorted.bam	SRR13160344_sorted.bam	SRR13160345_sorted.bam	SRR13160327_sorted.bam	SRR13160329_sorted.bam	SRR13160337_sorted.bam	SRR13160341_sorted.bam	SRR13160343_sorted.bam	SRR13160328_sorted.bam	SRR13160349_sorted.bam	SRR13160347_sorted.bam	SRR13160342_sorted.bam	SRR13160340_sorted.bam
gene-PA2587	NC_002516.2	2926773	2927921	-	1149	35	50	259	204	16	39	44	55	165	112	22	5	151	18	432	385	44	64	132	483	9	24	44	230
gene-PA2588	NC_002516.2	2928539	2929567	+	1029	8	8	33	28	3	8	12	7	19	114	5	0	120	4	54	59	11	29	7	90	2	13	7	22
gene-PA2589	NC_002516.2	2929583	2930797	-	1215	2	3	13	10	0	3	4	1	12	203	2	1	119	1	7	13	2	24	10	19	0	19	4	13
gene-PA2590	NC_002516.2	2930808	2933462	-	2655	2	4	26	9	3	3	12	6	13	304	1	0	252	1	21	16	7	29	18	20	1	31	6	10
gene-PA2591	NC_002516.2	2933582	2934388	-	807	20	30	120	108	8	26	39	20	70	68	13	2	125	5	232	156	30	98	79	235	5	23	16	232
gene-PA2592	NC_002516.2	2934541	2935644	+	1104	10	10	54	50	20	8	15	11	32	69	32	0	161	5	66	55	14	84	70	53	1	24	18	65
gene-PA2593	NC_002516.2	2935851	2936423	+	573	1	3	16	10	3	6	4	3	5	52	3	0	89	1	15	19	2	10	11	24	1	10	11	5
gene-PA2594	NC_002516.2	2936490	2937449	-	960	5	7	20	20	4	6	7	3	16	160	5	0	109	2	19	30	2	21	19	36	2	19	19	25
gene-PA2595	NC_002516.2	2937585	2938541	-	957	1	2	19	10	3	7	4	7	12	181	4	0	115	3	34	36	4	27	15	33	0	14	11	17
gene-PA2596	NC_002516.2	2938553	2939539	-	987	2	6	21	14	1	4	2	3	9	189	1	0	121	1	10	9	2	9	8	24	2	15	6	7
gene-PA2597	NC_002516.2	2939646	2940797	-	1152	1	4	10	8	1	3	5	3	15	67	1	2	72	2	1	12	7	10	9	17	0	14	11	11
gene-PA2598	NC_002516.2	2940802	2941884	-	1083	2	4	8	13	0	3	5	3	9	115	1	0	114	2	9	14	4	16	11	18	0	17	2	15
gene-PA2599	NC_002516.2	2941894	2942838	-	945	2	3	11	8	1	3	4	3	11	141	3	0	124	3	12	13	4	12	11	18	1	14	7	23
gene-PA2600	NC_002516.2	2942848	2943915	-	1068	3	3	18	10	0	4	5	3	11	129	1	0	131	1	17	19	7	15	10	22	0	10	4	18
gene-PA2601	NC_002516.2	2944255	2945151	-	897	4	9	22	21	0	9	13	1	69	143	5	1	162	4	43	32	11	18	27	40	4	16	17	55
gene-PA2602	NC_002516.2	2945264	2945869	+	606	3	3	8	11	1	2	4	1	14	71	1	1	101	0	6	7	13	15	6	21	2	10	8	15
gene-PA2603	NC_002516.2	2945866	2947449	+	1584	32	31	144	165	4	47	42	29	26	234	8	3	221	14	113	189	46	30	53	166	9	28	30	20
gene-PA2603.1	NC_002516.2	2947583	2947672	-	90	1	8	23	19	7	8	25	4	11	31	6	0	94	4	39	17	10	29	4	24	0	25	2	18
gene-PA2604	NC_002516.2	2947803	2948471	+	669	9	15	61	41	20	11	22	11	78	80	21	1	178	20	79	78	22	69	93	93	9	11	101	122
gene-PA2605	NC_002516.2	2948582	2948977	+	396	2	6	18	10	3	2	5	10	19	107	2	1	99	3	21	18	5	28	9	31	4	20	11	12
gene-PA2606	NC_002516.2	2948974	2949333	+	360	0	2	11	12	3	4	3	7	25	117	5	0	54	3	18	23	7	11	13	25	5	3	18	20
gene-PA2607	NC_002516.2	2949333	2949638	+	306	3	2	15	6	2	0	5	5	30	111	2	0	53	2	11	19	7	14	12	15	5	1	21	13
gene-PA2608	NC_002516.2	2949635	2949970	+	336	2	1	13	6	2	1	7	0	38	66	7	0	65	3	13	13	2	21	28	13	2	7	14	24
gene-PA2609	NC_002516.2	2949967	2950950	+	984	10	6	27	24	8	6	8	4	62	122	13	0	156	12	39	32	16	33	56	37	3	21	39	45
gene-PA2610	NC_002516.2	2951038	2952012	+	975	9	24	87	69	11	7	24	12	72	104	22	1	127	17	75	69	20	63	149	86	6	16	97	78
gene-PA2611	NC_002516.2	2952017	2953414	-	1398	21	38	306	247	24	26	60	69	330	192	38	1	183	54	251	294	38	86	365	294	20	9	302	217
gene-PA2612	NC_002516.2	2953416	2954696	-	1281	21	39	362	291	25	39	70	83	227	98	56	2	193	49	212	308	54	113	372	326	14	28	336	196
gene-PA2613	NC_002516.2	2954818	2956143	-	1326	70	71	867	658	37	78	133	170	412	281	61	5	266	68	609	721	125	124	438	766	24	20	328	413
gene-PA2614	NC_002516.2	2956153	2956779	-	627	66	57	570	527	29	53	95	97	249	166	66	4	191	53	376	525	87	143	358	558	26	17	275	347
gene-PA2615	NC_002516.2	2956805	2959240	-	2436	113	134	1259	1010	69	109	229	206	581	353	130	11	330	111	890	1108	185	195	810	1211	43	41	546	537
gene-PA2616	NC_002516.2	2959468	2960418	+	951	33	23	185	222	15	37	81	69	153	142	40	3	222	37	132	134	45	103	199	182	29	26	151	153
gene-PA2617	NC_002516.2	2960456	2961136	+	681	2	4	31	23	3	3	6	9	33	113	13	0	110	8	27	30	10	26	41	40	2	14	29	22
gene-PA2618	NC_002516.2	2961191	2961898	+	708	5	4	41	27	3	7	9	7	30	61	16	0	114	13	22	14	4	25	26	23	3	15	18	26
gene-PA2619	NC_002516.2	2962003	2962221	+	219	131	128	668	684	53	142	167	226	67	55	103	21	379	92	332	569	143	57	309	688	34	31	220	83
gene-PA2620	NC_002516.2	2962303	2964579	-	2277	222	227	1193	1440	156	220	351	289	2804	343	318	10	534	269	987	1188	323	1013	1866	1545	125	67	1294	2458
gene-PA2621	NC_002516.2	2964607	2964975	-	369	95	81	444	539	26	107	213	108	548	84	101	6	275	67	519	417	133	364	514	673	31	39	299	893
gene-PA2622	NC_002516.2	2965201	2965473	+	273	41	64	250	266	44	42	96	66	294	91	55	1	210	33	288	189	67	203	253	292	25	24	138	515
gene-PA2623	NC_002516.2	2965546	2966802	-	1257	442	408	1628	1671	376	477	855	420	9152	261	533	36	777	548	1540	1267	656	2363	2363	2635	340	110	2214	8276
gene-PA2624	NC_002516.2	2967161	2969386	+	2226	171	208	960	1100	119	278	602	279	971	354	350	21	1000	428	537	709	193	526	2044	922	127	91	2005	805
gene-PA2625	NC_002516.2	2969473	2969943	+	471	5	6	26	20	5	5	9	6	26	81	8	0	70	2	19	21	10	19	20	25	3	15	19	19
gene-PA2626	NC_002516.2	2969987	2971114	+	1128	50	59	246	322	55	51	105	67	294	278	75	4	261	62	256	335	81	94	409	351	31	29	315	216
gene-PA2627	NC_002516.2	2971111	2971731	+	621	17	23	121	99	35	19	32	27	127	136	37	1	128	23	115	129	28	34	153	155	9	12	100	83
gene-PA2628	NC_002516.2	2971734	2972624	+	891	3	24	37	30	7	13	13	8	25	249	10	1	114	1	22	47	17	26	35	57	1	9	14	33
gene-PA2629	NC_002516.2	2972699	2974069	+	1371	26	39	169	186	30	45	41	42	63	265	78	2	402	56	154	225	47	75	159	245	27	41	115	58
gene-PA2630	NC_002516.2	2974129	2975298	+	1170	12	13	116	160	33	30	51	47	73	102	61	5	237	43	137	177	27	107	251	197	31	27	120	100
gene-PA2631	NC_002516.2	2975291	2975716	+	426	26	16	136	216	23	31	36	50	120	132	38	2	178	25	127	203	33	118	141	215	14	8	87	123
gene-PA2632	NC_002516.2	2975723	2976343	+	621	7	1	25	21	7	9	7	6	30	269	11	0	168	8	27	30	3	46	40	34	4	12	30	52
gene-PA2633	NC_002516.2	2976340	2977161	+	822	1	2	24	15	1	6	5	6	34	172	2	0	153	5	25	34	7	36	31	34	1	22	25	36
gene-PA2634	NC_002516.2	2977756	2979351	+	1596	11	21	107	71	21	22	63	32	1996	143	41	8	268	143	64	69	21	105	300	92	54	46	956	533
gene-PA2635	NC_002516.2	2979530	2981548	+	2019	7	9	35	21	2	6	17	5	22	284	10	0	179	4	28	14	14	30	30	25	4	35	17	26
gene-PA2636	NC_002516.2	2981627	2982181	+	555	2	1	6	9	2	1	7	1	3	145	2	0	59	3	29	8	2	21	18	12	0	10	2	11
gene-PA2637	NC_002516.2	2982781	2983194	+	414	121	127	1038	758	77	142	341	156	64	84	126	6	233	96	1197	934	180	169	588	1210	37	24	328	181
gene-PA2638	NC_002516.2	2983205	2983882	+	678	149	127	1071	1033	102	139	365	226	148	94	191	11	415	158	1333	1092	170	263	908	1310	61	32	545	213
gene-PA2639	NC_002516.2	2983963	2985744	+	1782	35	48	351	306	53	69	92	111	91	306	111	8	592	85	336	336	61	212	434	352	36	56	329	138
gene-PA2640	NC_002516.2	2985746	2986246	+	501	21	19	166	187	27	31	48	45	24	86	60	6	192	46	137	188	28	65	204	225	24	18	131	46
gene-PA2641	NC_002516.2	2986243	2987589	+	1347	47	49	342	335	44	50	71	91	113	326	106	3	294	80	278	324	56	140	185	361	27	16	162	84
gene-PA2642	NC_002516.2	2987721	2990438	+	2718	56	101	537	499	89	64	138	158	133	551	250	12	645	183	360	620	79	303	285	568	62	51	218	163
gene-PA2643	NC_002516.2	2990435	2991430	+	996	14	26	168	136	26	28	41	52	57	168	47	6	226	68	113	165	35	83	73	151	16	23	60	49
gene-PA2644	NC_002516.2	2991442	2991990	+	549	5	5	59	49	18	11	17	28	26	75	27	2	139	27	38	70	5	57	47	63	14	20	36	15
gene-PA2645	NC_002516.2	2992002	2992502	+	501	5	10	64	48	11	11	29	24	21	99	21	0	96	18	71	59	8	44	33	48	12	10	29	20
gene-PA2646	NC_002516.2	2992548	2992856	+	309	3	5	38	31	12	4	6	10	15	112	11	0	128	7	33	32	2	22	14	48	4	9	15	12
gene-PA2647	NC_002516.2	2992853	2994700	+	1848	35	52	380	202	42	49	89	51	47	303	34	7	320	22	230	286	52	89	91	252	27	45	66	63
gene-PA2648	NC_002516.2	2994728	2996257	+	1530	11	20	130	103	25	18	37	35	24	259	13	2	294	11	93	120	17	65	46	93	10	27	49	40
gene-PA2649	NC_002516.2	2996265	2997725	+	1461	16	39	243	159	35	26	59	44	24	369	10	1	272	18	137	177	32	60	62	178	20	29	37	28
gene-PA2650	NC_002516.2	2997840	2998649	+	810	2	11	44	30	0	9	12	7	12	248	2	1	110	3	32	35	12	17	9	30	3	9	11	10
gene-PA2651	NC_002516.2	2998856	2999914	-	1059	11	25	146	110	12	19	47	23	91	140	12	1	180	17	95	143	28	47	67	138	7	15	57	95
gene-PA2652	NC_002516.2	3000074	3001759	-	1686	30	34	154	230	10	44	61	67	124	161	12	4	208	15	134	235	52	71	94	235	11	17	95	116
gene-PA2653	NC_002516.2	3001873	3003198	-	1326	84	96	465	485	21	81	117	89	32	193	16	6	191	23	259	464	102	30	74	493	11	16	47	30
gene-PA2654	NC_002516.2	3003457	3005601	+	2145	22	37	139	112	13	26	52	34	217	202	27	4	212	41	121	140	28	117	204	177	21	29	182	171
gene-PA2655	NC_002516.2	3005606	3005914	-	309	6	7	55	38	4	5	8	10	58	32	8	0	57	7	58	49	9	14	46	49	2	10	28	41
gene-PA2656	NC_002516.2	3006005	3007342	-	1338	11	20	85	78	8	7	12	18	75	229	21	2	170	16	100	140	22	36	123	142	7	23	77	93
gene-PA2657	NC_002516.2	3007339	3008010	-	672	5	18	69	66	11	8	11	14	57	245	11	3	170	19	48	97	19	26	72	83	1	12	47	63
gene-PA2658	NC_002516.2	3008010	3008324	-	315	26	28	71	103	8	17	24	21	123	104	21	4	100	21	61	117	27	44	138	115	6	9	81	131
gene-PA2659	NC_002516.2	3008324	3008632	-	309	26	27	59	80	5	16	22	19	75	50	25	4	81	14	48	67	23	21	68	108	7	7	57	86
gene-PA2660	NC_002516.2	3008847	3009929	+	1083	5	7	34	28	0	6	10	11	21	157	9	0	89	3	30	49	11	14	13	52	0	11	7	20
gene-PA2661	NC_002516.2	3009956	3010849	+	894	8	10	60	25	1	5	5	12	26	267	4	0	116	5	27	38	6	16	15	34	1	20	16	23
gene-PA2662	NC_002516.2	3011100	3012293	-	1194	3	3	95	15	1	5	5	4	14	295	3	0	116	4	30	21	3	11	9	22	2	8	10	19
gene-PA2663	NC_002516.2	3012280	3012537	-	258	0	0	17	4	0	1	1	2	0	129	0	0	49	0	6	3	0	3	1	3	0	4	0	3
gene-PA2664	NC_002516.2	3012592	3013773	-	1182	2	5	79	17	0	0	11	15	10	292	1	0	141	0	11	19	2	17	6	20	0	19	5	23
gene-PA2665	NC_002516.2	3013928	3015481	+	1554	3	5	9	10	1	1	7	0	18	201	2	1	147	1	17	16	5	28	6	39	0	19	5	14
gene-PA2666	NC_002516.2	3015582	3015938	+	357	0	4	11	12	1	0	5	1	24	70	5	0	80	3	19	8	2	20	23	20	1	12	11	25
gene-PA2667	NC_002516.2	3016246	3016599	+	354	35	42	210	231	25	50	101	71	566	66	68	7	156	97	309	203	70	89	518	299	21	20	436	466
gene-PA2669	NC_002516.2	3017234	3017818	-	585	4	3	28	11	4	5	6	1	22	136	2	0	217	3	16	7	7	31	27	17	3	19	10	30
gene-PA2670	NC_002516.2	3017818	3018804	-	987	3	5	18	12	3	4	6	4	25	104	7	0	220	2	18	6	5	42	30	11	5	30	14	32
gene-PA2671	NC_002516.2	3018848	3019927	-	1080	1	2	13	16	0	0	9	3	17	151	4	0	152	2	15	8	8	23	16	20	5	17	8	23
gene-PA2672	NC_002516.2	3019917	3020507	-	591	1	1	3	2	1	3	4	1	8	89	1	0	104	0	8	1	3	13	13	8	2	12	4	7
gene-PA2673	NC_002516.2	3020504	3020929	-	426	0	0	6	6	2	1	1	3	9	71	0	0	55	0	6	4	2	9	8	9	0	6	5	2
gene-PA2674	NC_002516.2	3020929	3021339	-	411	2	0	7	6	3	4	4	2	4	65	0	0	60	0	4	7	3	13	6	6	2	7	6	6
gene-PA2675	NC_002516.2	3021308	3021742	-	435	1	1	5	5	3	2	2	1	6	57	2	0	95	0	4	9	3	19	9	9	0	13	7	10
gene-PA2676	NC_002516.2	3021796	3022983	-	1188	4	0	9	6	1	3	1	3	10	152	1	0	154	1	12	5	0	21	8	5	0	17	7	6
gene-PA2677	NC_002516.2	3022988	3024715	-	1728	1	2	18	11	2	3	5	3	17	107	3	0	205	3	9	9	2	24	12	11	3	28	12	15
gene-PA2678	NC_002516.2	3024705	3025508	-	804	1	2	10	6	2	1	6	2	14	124	3	0	193	0	10	8	7	40	10	10	0	28	9	12
gene-PA2679	NC_002516.2	3026100	3026852	-	753	7	15	188	61	6	8	18	22	132	155	2	0	98	4	28	46	13	14	56	47	5	8	36	76
gene-PA2680	NC_002516.2	3027078	3028052	+	975	3	1	3	2	3	2	2	0	3	175	0	0	103	2	1	5	5	15	5	9	1	12	1	7
gene-PA2681	NC_002516.2	3028075	3029004	+	930	2	1	8	6	1	1	3	3	10	136	1	0	54	3	6	8	3	11	5	12	2	9	7	4
gene-PA2682	NC_002516.2	3029187	3030428	+	1242	6	8	37	34	4	7	12	12	34	212	7	0	152	3	27	20	11	32	51	39	3	18	24	27
gene-PA2683	NC_002516.2	3030436	3031398	-	963	4	7	38	37	7	7	10	10	39	197	9	0	95	4	32	37	7	27	35	38	5	7	29	30
gene-PA2684	NC_002516.2	3031749	3035702	-	3954	44	78	505	435	35	44	58	126	350	436	71	6	356	41	271	380	83	192	344	408	21	50	188	304
gene-PA2685	NC_002516.2	3035752	3037932	-	2181	70	67	553	482	43	61	95	116	387	440	91	3	364	71	387	458	97	258	348	532	32	63	226	447
gene-PA2686	NC_002516.2	3037886	3038803	+	918	9	10	67	33	2	12	14	8	214	174	12	0	111	1	52	55	21	33	32	77	4	15	16	180
gene-PA2687	NC_002516.2	3038803	3040143	+	1341	5	15	14	12	6	9	11	4	186	250	8	0	138	9	18	28	10	35	47	41	2	20	21	166
gene-PA2688	NC_002516.2	3040242	3042482	+	2241	5	14	31	14	7	7	18	7	49	283	3	0	353	4	16	23	33	46	19	34	5	39	16	43
gene-PA2689	NC_002516.2	3042502	3043416	+	915	2	4	7	6	1	2	3	2	15	56	0	0	43	4	5	7	11	5	7	18	1	11	4	7
gene-PA2690	NC_002516.2	3043750	3044766	-	1017	7	12	82	53	11	12	19	9	64	144	10	2	189	2	45	60	11	38	52	72	6	24	28	62
gene-PA2691	NC_002516.2	3044947	3046152	-	1206	5	26	21	30	3	5	6	15	38	143	2	0	92	7	18	24	26	13	16	54	2	11	10	25
gene-PA2692	NC_002516.2	3046421	3046945	+	525	4	5	34	19	7	3	9	8	45	198	5	0	79	9	23	40	1	9	24	39	0	6	25	21
gene-PA2693	NC_002516.2	3047116	3047616	+	501	2	4	12	13	4	0	5	1	13	58	2	1	83	5	17	20	2	12	22	15	2	12	12	6
gene-PA2694	NC_002516.2	3047644	3047970	-	327	4	5	14	18	1	0	5	2	15	96	2	1	58	7	22	18	6	10	9	25	1	8	11	22
gene-PA2695	NC_002516.2	3048051	3049154	-	1104	9	16	52	54	10	3	23	9	46	265	10	1	109	10	73	76	19	26	48	95	3	10	32	61
gene-PA2696	NC_002516.2	3049268	3050161	-	894	1	7	23	12	0	3	9	5	13	187	1	0	160	0	25	17	6	22	10	27	2	20	3	35
gene-PA2697	NC_002516.2	3050331	3050612	-	282	1	0	4	3	0	1	1	0	8	113	2	0	77	0	3	3	1	4	7	5	0	5	2	1
gene-PA2698	NC_002516.2	3050669	3051349	-	681	2	3	15	15	0	2	8	3	26	160	2	0	131	5	15	15	7	17	25	11	2	9	19	11
gene-PA2699	NC_002516.2	3051957	3053795	+	1839	0	3	5	7	0	2	2	2	17	344	2	0	269	1	7	7	7	28	12	7	2	26	8	8
gene-PA2700	NC_002516.2	3053844	3055151	+	1308	3	13	14	6	0	0	4	3	12	291	5	0	145	2	4	12	7	20	2	14	2	24	8	11
gene-PA2701	NC_002516.2	3055154	3056743	+	1590	4	11	31	13	1	5	5	4	19	250	2	2	127	2	12	21	9	16	11	21	2	11	4	7
gene-PA2702	NC_002516.2	3056890	3057366	+	477	5	4	10	7	2	2	3	4	6	42	8	1	49	3	12	7	5	16	11	8	0	6	4	13
gene-PA2703	NC_002516.2	3057376	3057609	+	234	2	2	1	6	3	1	1	2	5	66	11	1	50	4	6	5	0	20	5	2	2	7	5	8
gene-PA2704	NC_002516.2	3057902	3058921	-	1020	4	5	29	17	2	1	2	6	25	235	2	0	93	4	14	27	2	12	17	27	2	12	15	25
gene-PA2705	NC_002516.2	3059035	3060216	-	1182	16	19	159	113	3	13	47	23	131	144	20	1	160	13	94	92	15	64	137	132	2	12	89	140
gene-PA2706	NC_002516.2	3060265	3060660	-	396	10	3	57	44	5	6	16	10	49	139	7	2	57	9	34	37	7	21	33	45	1	5	24	70
gene-PA2707	NC_002516.2	3060725	3061570	-	846	22	19	145	118	8	18	49	26	189	245	17	2	236	21	124	106	35	88	89	142	9	20	58	213
gene-PA2708	NC_002516.2	3061733	3062818	-	1086	2	14	56	27	2	9	6	2	30	220	7	0	146	3	42	42	15	23	10	38	1	13	10	27
gene-PA2709	NC_002516.2	3062939	3063913	+	975	14	9	64	54	9	13	27	28	241	214	26	2	217	21	37	53	12	99	102	54	3	20	109	172
gene-PA2710	NC_002516.2	3063972	3064586	+	615	1	7	25	21	4	0	4	4	16	162	4	0	92	3	8	6	5	22	17	25	0	6	16	19
gene-PA2711	NC_002516.2	3064785	3065876	+	1092	1	6	15	17	0	2	6	3	21	221	1	0	217	1	10	12	3	43	27	18	3	28	18	14
gene-PA2712	NC_002516.2	3066296	3067159	+	864	4	8	40	35	1	4	11	13	44	76	8	1	86	11	25	36	11	27	33	35	2	15	21	32
gene-PA2713	NC_002516.2	3067207	3067686	-	480	5	10	53	81	1	12	19	18	60	118	6	1	57	5	32	45	20	25	37	61	3	8	21	42
gene-PA2714	NC_002516.2	3068040	3070349	+	2310	3	6	39	22	3	8	12	10	25	566	6	0	299	1	32	29	11	34	11	33	2	26	10	17
gene-PA2715	NC_002516.2	3070366	3070704	+	339	0	2	5	2	0	1	1	3	7	75	3	0	48	1	2	4	2	6	2	3	0	4	6	8
gene-PA2716	NC_002516.2	3070719	3071954	-	1236	3	2	25	18	1	5	8	3	27	242	2	0	107	2	7	9	3	11	11	14	0	14	5	19
gene-PA2717	NC_002516.2	3072081	3072911	-	831	4	4	23	10	1	2	5	5	47	220	5	0	123	6	10	10	2	20	20	11	2	13	18	30
gene-PA2718	NC_002516.2	3073144	3073632	+	489	2	5	12	7	1	1	4	2	21	117	3	0	64	0	13	7	7	9	4	14	0	2	4	17
gene-PA2719	NC_002516.2	3073732	3074418	+	687	3	3	15	11	1	2	5	0	9	131	2	0	81	0	12	17	4	10	12	10	1	7	6	15
gene-PA2720	NC_002516.2	3074580	3075218	-	639	8	11	62	73	11	22	30	15	80	92	11	2	90	11	72	102	13	33	86	93	7	11	47	84
gene-PA2721	NC_002516.2	3075411	3075890	+	480	3	3	10	7	1	2	4	1	31	129	3	0	79	2	15	14	4	11	10	8	0	7	14	30
gene-PA2722	NC_002516.2	3075922	3076314	+	393	1	3	19	16	0	5	3	4	30	108	4	0	68	4	13	9	3	12	14	15	2	9	5	6
gene-PA2723	NC_002516.2	3076344	3076622	+	279	0	4	20	11	1	1	5	2	12	68	3	0	94	3	9	13	2	11	12	12	1	8	5	9
gene-PA2724	NC_002516.2	3076697	3077236	+	540	1	0	1	4	0	0	0	1	3	49	0	0	38	0	3	5	3	6	5	7	0	11	5	4
gene-PA2725	NC_002516.2	3077312	3079195	+	1884	14	10	72	69	9	9	13	15	59	227	13	1	169	16	69	82	17	45	64	94	8	21	40	84
gene-PA2726	NC_002516.2	3079197	3079835	+	639	4	6	32	31	3	4	8	5	26	193	5	0	77	7	24	22	8	20	24	28	5	12	24	25
gene-PA2729	NC_002516.2	3086142	3087491	+	1350	1	10	29	21	7	3	5	4	32	192	5	0	138	2	11	20	4	38	39	23	4	25	26	21
gene-PA2730	NC_002516.2	3088660	3089613	-	954	25	21	226	222	16	27	93	39	263	137	52	3	382	32	443	248	36	290	320	408	5	45	186	432
gene-PA2732	NC_002516.2	3090221	3093661	-	3441	106	84	973	946	47	115	245	172	900	300	130	7	971	108	1123	1120	149	627	1307	1673	41	92	776	1226
gene-PA2733	NC_002516.2	3093658	3094185	-	528	32	36	180	252	12	26	42	46	200	50	25	4	355	12	196	258	44	193	291	417	8	27	156	280
gene-PA2734	NC_002516.2	3094757	3096052	-	1296	81	83	573	834	35	78	165	153	413	107	88	6	366	50	554	666	128	270	558	1179	25	30	365	578
gene-PA2735	NC_002516.2	3096130	3098508	-	2379	128	114	730	1054	52	141	237	208	696	201	93	9	634	81	719	948	184	461	818	1527	43	67	517	879
gene-PA2736	NC_002516.2	3098626	3098979	-	354	28	22	127	112	5	27	49	29	55	71	10	0	100	6	151	124	34	44	57	187	3	8	27	115
gene-PA2736.1	NC_002516.2	3099306	3099382	-	77	18	35	349	220	23	46	75	62	123	59	75	0	164	37	398	303	30	113	153	457	19	26	80	349
gene-PA2737	NC_002516.2	3099473	3099829	-	357	24	60	311	326	45	45	178	91	742	41	88	2	133	72	377	239	74	221	321	390	29	23	223	693
gene-PA2738	NC_002516.2	3099810	3100112	-	303	80	122	852	607	105	134	383	179	1946	75	190	9	490	169	1233	772	143	750	817	1322	67	74	541	1729
gene-PA2739	NC_002516.2	3100116	3102494	-	2379	175	240	1228	1412	139	267	470	326	1195	442	271	16	771	270	1267	1350	241	588	1338	1972	94	64	978	1542
gene-PA2740	NC_002516.2	3102529	3103545	-	1017	79	104	396	812	80	109	219	155	428	162	143	7	473	118	311	459	130	276	863	600	55	30	623	587
gene-PA2741	NC_002516.2	3103643	3103999	-	357	2098	4256	13174	17884	1720	3392	8528	3296	4838	397	3204	174	1837	2384	11051	13088	3407	2158	8722	17081	1153	356	5005	6786
gene-PA2742	NC_002516.2	3104023	3104217	-	195	1779	2484	5646	11558	1972	2921	6185	2855	4464	723	3855	174	3954	2199	10960	7995	2493	3418	9890	11506	1154	838	5517	10017
gene-PA2743	NC_002516.2	3104279	3104830	-	552	3493	3668	10603	19859	2071	4130	8096	4365	9949	921	4774	270	9571	3000	14896	13680	4679	5508	17336	16874	1271	1230	9850	14330
gene-PA2744	NC_002516.2	3104830	3106752	-	1923	755	1022	5290	5892	397	882	2079	1431	2743	304	853	63	1725	632	4196	5659	1199	1050	4574	5843	281	132	3093	3672
gene-PA2744.1	NC_002516.2	3106919	3106994	-	76	1	4	35	34	4	9	19	10	6	28	6	1	25	6	37	35	9	5	27	55	4	5	24	17
gene-PA2745	NC_002516.2	3107002	3107865	-	864	25	30	139	107	8	19	39	22	56	68	18	1	96	14	69	117	51	21	74	146	1	13	34	49
gene-PA2746	NC_002516.2	3108057	3108383	+	327	6	5	23	24	2	4	7	6	13	104	7	0	80	1	14	18	15	16	30	22	2	9	9	20
gene-PA2746a	NC_002516.2	3108468	3108644	+	177	10	15	70	43	2	11	18	6	24	86	6	0	70	3	22	50	15	13	23	45	4	3	10	19
gene-PA2747	NC_002516.2	3108970	3109257	-	288	20	27	75	64	7	15	16	15	80	83	13	0	71	5	51	52	24	16	50	101	17	9	25	59
gene-PA2747a	NC_002516.2	3109456	3109689	-	234	5	14	72	44	6	9	29	11	59	31	6	4	37	4	70	55	13	11	16	83	4	4	7	40
gene-PA2748	NC_002516.2	3109743	3110525	-	783	22	30	77	81	7	23	27	20	60	103	7	3	88	2	73	76	37	13	36	131	2	10	25	54
gene-PA2749	NC_002516.2	3110901	3111614	+	714	13	14	72	79	2	18	29	18	39	100	6	0	148	3	62	65	29	25	24	88	2	24	8	25
gene-PA2750	NC_002516.2	3111633	3112151	+	519	5	6	36	39	4	13	10	14	24	20	4	0	52	1	43	39	11	11	22	42	2	11	13	15
gene-PA2750a	NC_002516.2	3112126	3112356	-	231	4	8	50	42	2	13	17	8	40	54	15	2	47	6	50	45	17	25	30	71	2	12	22	45
gene-PA2751	NC_002516.2	3112878	3113777	+	900	6	9	50	21	4	3	21	12	26	61	3	0	105	8	16	34	16	25	20	41	1	11	7	17
gene-PA2752	NC_002516.2	3114240	3114683	-	444	2	4	16	13	0	2	8	2	16	84	1	0	68	1	11	14	1	12	11	17	0	10	5	8
gene-PA2753	NC_002516.2	3114819	3115193	+	375	2	4	22	7	2	1	5	0	9	44	4	1	52	1	95	39	1	140	5	84	0	8	5	9
gene-PA2754	NC_002516.2	3115304	3115633	+	330	0	4	32	21	6	5	7	4	20	72	4	0	63	1	50	25	8	217	2	33	0	6	9	17
