# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084800_sorted.bam" "SRR13084797_sorted.bam" "SRR13084802_sorted.bam" "SRR13084812_sorted.bam" "SRR13084807_sorted.bam" "SRR13084801_sorted.bam" "SRR13084804_sorted.bam" "SRR13084811_sorted.bam" "SRR13084799_sorted.bam" "SRR13084805_sorted.bam" "SRR13084813_sorted.bam" "SRR13084814_sorted.bam" "SRR13084810_sorted.bam" "SRR13084815_sorted.bam" "SRR13084796_sorted.bam" "SRR13084795_sorted.bam" "SRR13084798_sorted.bam" "SRR13084809_sorted.bam" "SRR13084794_sorted.bam" "SRR13084808_sorted.bam" "SRR13084793_sorted.bam" "SRR13084806_sorted.bam" "SRR13084803_sorted.bam" "SRR13084816_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084800_sorted.bam	SRR13084797_sorted.bam	SRR13084802_sorted.bam	SRR13084812_sorted.bam	SRR13084807_sorted.bam	SRR13084801_sorted.bam	SRR13084804_sorted.bam	SRR13084811_sorted.bam	SRR13084799_sorted.bam	SRR13084805_sorted.bam	SRR13084813_sorted.bam	SRR13084814_sorted.bam	SRR13084810_sorted.bam	SRR13084815_sorted.bam	SRR13084796_sorted.bam	SRR13084795_sorted.bam	SRR13084798_sorted.bam	SRR13084809_sorted.bam	SRR13084794_sorted.bam	SRR13084808_sorted.bam	SRR13084793_sorted.bam	SRR13084806_sorted.bam	SRR13084803_sorted.bam	SRR13084816_sorted.bam
gene-b2718	U00096.3	2843036	2843446	-	411	96	43	127	26	18	166	49	1	76	21	17	11	3	7	40	71	52	2	126	10	2	28	85	2
gene-b2719	U00096.3	2843443	2844210	-	768	94	52	153	17	19	168	72	4	103	21	14	5	1	8	46	69	55	3	98	11	0	16	101	0
gene-b2720	U00096.3	2844210	2844752	-	543	59	34	122	8	10	119	59	1	93	19	10	5	0	1	32	39	35	1	30	4	1	4	79	1
gene-b2721	U00096.3	2844762	2846471	-	1710	132	86	298	13	23	318	165	1	244	63	19	4	0	7	74	107	95	4	73	6	0	12	191	2
gene-b2722	U00096.3	2846489	2847412	-	924	63	72	246	3	9	179	158	1	228	79	7	3	1	4	50	67	76	3	53	5	0	2	191	1
gene-b2723	U00096.3	2847415	2849241	-	1827	135	97	363	9	9	296	243	0	349	97	14	8	2	7	100	100	128	5	94	5	1	10	264	5
gene-b2724	U00096.3	2849238	2849849	-	612	44	27	140	0	4	93	81	0	93	20	3	1	0	2	41	40	39	0	33	0	0	3	109	1
gene-b2725	U00096.3	2849974	2850435	-	462	24	18	59	2	2	60	43	0	60	25	5	1	0	0	14	28	23	1	18	0	0	5	47	0
gene-b2726	U00096.3	2850647	2850997	+	351	118	24	99	15	16	203	53	0	96	29	11	3	0	1	35	94	33	0	118	4	2	8	63	1
gene-b2727	U00096.3	2851001	2851873	+	873	443	56	195	55	73	584	105	3	166	39	54	26	2	7	81	290	55	6	225	28	4	58	125	0
gene-b2728	U00096.3	2851864	2852136	+	273	132	27	76	23	31	249	34	2	42	5	21	7	3	4	38	91	10	2	75	11	0	20	41	2
gene-b2729	U00096.3	2852136	2853257	+	1122	498	77	284	78	84	807	166	13	186	44	80	45	6	15	110	390	66	10	382	44	8	99	185	11
gene-b2730	U00096.3	2853254	2854264	+	1011	451	89	307	82	107	774	129	9	144	42	108	58	8	21	110	359	86	10	302	60	9	101	182	8
gene-b2731	U00096.3	2854338	2856416	+	2079	402	107	432	71	114	724	176	5	253	59	104	32	7	12	111	340	129	9	321	48	2	83	270	10
gene-b2732	U00096.3	2856453	2856806	-	354	71	24	114	5	7	104	45	0	71	14	4	10	2	1	33	43	28	2	95	2	1	19	63	2
gene-b2733	U00096.3	2857093	2859654	+	2562	2459	186	680	348	535	3415	264	62	315	91	467	214	41	101	306	1921	242	54	1441	209	59	413	361	62
gene-b2734	U00096.3	2859760	2860416	+	657	53	33	108	4	13	133	45	3	69	27	10	5	1	1	41	88	32	0	90	4	2	4	80	0
gene-b2735	U00096.3	2860467	2861234	-	768	185	56	177	70	66	266	90	9	130	27	72	23	4	12	48	123	59	11	177	26	8	77	118	9
gene-b2736	U00096.3	2861430	2862338	+	909	92	35	221	9	8	217	99	1	153	31	7	10	1	0	58	86	61	3	88	7	2	14	151	2
gene-b2737	U00096.3	2862335	2863501	+	1167	155	61	242	15	28	251	113	0	175	41	24	13	6	3	67	134	84	3	168	13	3	16	160	3
gene-b2738	U00096.3	2863593	2864231	+	639	73	34	142	9	23	126	63	0	112	17	19	3	2	2	33	71	41	2	64	3	0	5	85	1
gene-b2739	U00096.3	2864236	2865012	+	777	97	45	208	12	11	200	96	1	134	43	17	5	0	5	59	101	62	0	89	6	1	8	147	2
gene-b2740	U00096.3	2865101	2866465	+	1365	117	87	339	14	33	311	170	2	259	63	36	13	2	11	85	132	108	5	136	9	1	20	241	5
gene-b2741	U00096.3	2866559	2867551	-	993	7122	523	1582	4381	4663	9378	452	311	436	208	4178	1533	290	539	1335	5683	800	438	5348	1578	274	5618	520	329
gene-b2742	U00096.3	2867614	2868753	-	1140	2195	482	1421	3578	4089	1988	288	210	296	127	3963	1681	191	570	706	1017	267	383	2200	1633	269	3966	492	305
gene-b2743	U00096.3	2868893	2869519	-	627	1091	76	206	218	441	1145	84	11	95	34	379	120	18	53	119	488	67	43	418	129	19	232	111	26
gene-b2744	U00096.3	2869513	2870274	-	762	1856	84	369	330	691	2157	102	46	131	51	624	211	34	92	186	1078	103	64	765	206	51	395	181	42
gene-b2745	U00096.3	2870255	2871304	-	1050	2489	87	350	469	804	2732	110	48	119	41	652	263	29	100	180	1349	131	74	932	229	47	491	150	52
gene-b2746	U00096.3	2871301	2871780	-	480	1078	51	143	180	333	1109	43	15	57	21	283	112	17	48	86	600	48	26	547	99	25	227	55	30
gene-b2747	U00096.3	2871780	2872490	-	711	1383	75	281	235	513	1395	97	29	96	31	442	186	22	85	143	782	89	43	830	162	38	319	158	37
gene-b2748	U00096.3	2872509	2872820	-	312	711	79	266	292	321	718	88	25	94	54	313	144	16	70	122	386	64	62	703	111	30	328	130	26
gene-b2749	U00096.3	2873014	2873337	-	324	182	29	122	71	162	225	28	3	58	11	257	95	1	11	48	97	33	8	107	65	3	82	71	5
gene-b2750	U00096.3	2873387	2873992	-	606	1311	259	907	982	1156	2735	197	39	168	111	1740	876	31	160	455	1058	184	88	666	495	68	1181	335	55
gene-b2751	U00096.3	2873992	2875419	-	1428	10236	461	2775	4725	4046	14035	513	207	390	248	5500	2588	194	651	1386	5379	666	334	3546	1610	369	5773	638	309
gene-b2752	U00096.3	2875421	2876329	-	909	9468	184	709	3113	1856	6399	243	75	189	114	2784	838	93	296	318	2323	241	155	2240	563	237	3407	267	148
gene-b2753	U00096.3	2876581	2877618	+	1038	730	86	291	77	115	521	108	3	137	52	106	44	4	17	88	338	85	15	661	30	5	109	145	5
gene-b2754	U00096.3	2878569	2878853	-	285	51	41	105	18	27	104	63	0	125	53	21	8	0	1	18	63	38	0	63	7	0	19	80	1
gene-b2755	U00096.3	2878855	2879772	-	918	162	61	263	31	53	250	114	8	172	53	59	32	1	10	67	150	68	6	127	24	1	44	173	10
gene-b2756	U00096.3	2879788	2880387	-	600	110	82	236	22	23	188	109	2	155	67	37	12	0	5	60	90	72	6	175	12	3	25	130	5
gene-b2757	U00096.3	2880374	2881048	-	675	119	51	183	24	27	191	92	4	171	35	36	16	1	6	51	116	59	3	131	15	1	25	126	3
gene-b2758	U00096.3	2881051	2882142	-	1092	105	57	176	23	12	186	71	4	143	40	23	6	1	3	58	114	62	5	124	10	0	21	124	2
gene-b2759	U00096.3	2882155	2882637	-	483	48	25	89	11	8	96	36	2	76	11	7	2	1	1	14	31	28	2	37	6	0	12	75	1
gene-b2760	U00096.3	2882630	2884138	-	1509	59	70	238	14	23	238	96	4	198	47	41	8	1	2	69	89	79	2	64	4	4	17	173	4
gene-b2761	U00096.3	2884553	2887219	-	2667	171	119	498	35	42	401	225	1	470	159	67	25	5	5	128	194	164	6	200	15	1	31	344	2
gene-b4701	U00096.3	2887353	2887411	+	59	9	6	35	1	6	52	12	0	22	8	12	6	0	1	7	13	5	1	18	1	0	0	20	0
gene-b2762	U00096.3	2887578	2888312	-	735	4290	255	923	1815	2367	8591	179	56	177	106	2797	1294	71	246	575	3577	162	129	1515	913	124	2631	234	130
gene-b2763	U00096.3	2888387	2890099	-	1713	13842	696	2937	4886	4994	22907	592	189	460	275	6689	3063	217	740	1791	9416	758	418	4454	2130	369	6281	782	296
gene-b2764	U00096.3	2890099	2891898	-	1800	21746	545	2409	5939	3687	19336	538	154	460	233	5514	1966	171	569	1404	8879	609	246	10029	1160	439	6524	703	251
gene-b2765	U00096.3	2892214	2892579	+	366	1221	39	182	45	86	803	55	11	61	30	111	64	6	24	135	517	56	11	1015	55	9	56	63	12
gene-b2766	U00096.3	2892657	2893928	+	1272	380	85	330	10	55	464	131	6	205	63	48	28	2	12	99	219	107	11	354	18	5	15	182	3
gene-b2767	U00096.3	2893919	2894179	+	261	45	12	80	5	11	74	25	3	41	6	7	6	0	1	16	34	19	0	46	5	0	5	43	0
gene-b2768	U00096.3	2894196	2894771	+	576	56	34	122	13	12	92	50	1	77	13	13	9	0	1	25	58	19	1	55	8	0	10	81	1
gene-b2769	U00096.3	2894919	2895779	-	861	87	60	195	18	20	202	102	2	180	69	20	13	1	2	51	86	72	2	72	11	1	10	187	3
gene-b2770	U00096.3	2895776	2896555	-	780	55	53	119	15	18	118	75	2	137	37	11	5	0	1	32	58	46	2	44	12	0	7	3161	1
gene-b2771	U00096.3	2896533	2897870	-	1338	87	69	286	10	14	226	146	1	231	55	11	5	1	2	54	85	95	1	76	8	0	8	201	2
gene-b4463	U00096.3	2897964	2899418	-	1455	103	61	262	23	11	248	162	1	200	54	9	8	2	2	52	97	86	2	98	6	2	18	201	0
gene-b2774	U00096.3	2899488	2900273	-	786	36	43	170	2	6	143	102	3	138	6469	5	6	2	0	35	68	55	1	46	2	0	3	113	0
gene-b2775	U00096.3	2900592	2901869	+	1278	94	75	284	12	3	213	163	0	268	79	12	6	0	2	63	87	86	2	111	2	1	28	217	1
gene-b2776	U00096.3	2901896	2903374	+	1479	102	64	330	16	13	242	176	2	257	83	12	9	1	4	68	95	73	1	103	7	1	14	197	5
gene-b2777	U00096.3	2904747	2905418	-	672	228	78	212	110	302	291	89	14	123	46	365	164	12	62	76	134	65	29	256	132	19	130	103	23
gene-b4682	U00096.3	2905557	2905697	+	141	6	3	38	0	0	26	14	0	25	3	1	0	0	0	5	14	9	1	12	1	0	0	21	2
gene-b2778	U00096.3	2905711	2906583	+	873	42	39	136	6	6	141	57	0	100	22	11	2	0	2	34	58	42	0	53	5	0	2	95	1
gene-b2779	U00096.3	2906643	2907941	-	1299	59302	1618	10060	9943	37003	83653	1234	1063	857	411	12647	9120	1013	2793	8885	40054	2648	2262	16253	42351	820	12459	1643	1389
gene-b2780	U00096.3	2908029	2909666	-	1638	45288	965	5214	3109	3853	49495	1033	266	699	457	3725	5081	241	563	3562	24780	1399	358	25068	1531	322	3650	1204	371
gene-b2781	U00096.3	2909894	2910685	-	792	662	66	261	336	625	854	82	22	150	30	663	227	9	46	116	323	63	23	341	168	15	364	136	23
gene-b2782	U00096.3	2910756	2911091	-	336	501	35	140	160	297	810	50	11	73	25	350	115	12	28	63	398	30	19	280	96	5	168	71	9
gene-b4844	U00096.3	2911051	2911450	+	400	872	42	170	275	504	1520	43	20	85	26	516	163	11	35	76	740	45	22	502	129	15	300	74	16
gene-b2783	U00096.3	2911091	2911339	-	249	643	33	139	220	380	1085	35	16	75	21	374	126	9	27	60	526	37	19	405	99	13	231	57	14
gene-b2784	U00096.3	2911417	2913651	-	2235	5168	287	1087	1351	2371	7866	367	73	397	190	2401	592	74	230	440	2918	296	112	1974	529	89	1479	455	116
gene-b2785	U00096.3	2913699	2915000	-	1302	1569	153	9448	468	524	1136	171	15	244	90	526	179	21	88	191	501	141	48	1208	161	36	472	8530	34
gene-b2786	U00096.3	2915057	2917813	+	2757	1987	188	715	185	277	2034	307	12	394	115	280	86	21	45	252	1236	196	25	1459	73	26	160	407	38
gene-b2787	U00096.3	2918045	2919385	-	1341	137	65	325	39	44	304	160	3	248	45	45	28	6	10	85	161	96	7	108	17	2	58	233	2
gene-b2788	U00096.3	2919406	2920746	-	1341	111	63	300	20	28	249	137	0	209	43	15	9	1	8	70	103	83	3	99	9	2	22	189	1
gene-b2789	U00096.3	2920748	2922100	-	1353	96	55	337	8	18	277	158	2	259	55	10	4	0	6	90	82	93	3	71	9	0	8	240	3
gene-b2790	U00096.3	2922535	2922984	-	450	914	65	223	164	203	978	79	9	114	20	159	72	7	34	94	587	54	21	792	55	18	192	128	12
gene-b2791	U00096.3	2923002	2923784	-	783	1014	62	280	145	272	1304	93	12	122	44	241	96	10	35	103	704	64	19	597	64	20	168	142	27
gene-b2792	U00096.3	2923784	2924113	-	330	439	27	144	44	134	599	55	3	53	16	110	50	7	15	48	332	23	14	401	36	3	48	60	13
gene-b4408	U00096.3	2924156	2924524	-	369	18126	5951	19295	26486	20245	19997	2671	2992	2902	2462	24873	12687	3097	7305	8517	7693	3395	5339	15213	12295	2737	25428	4718	3388
gene-b2793	U00096.3	2924735	2925280	-	546	732	45	198	130	102	552	55	11	113	37	147	41	7	10	87	376	61	13	801	46	10	122	73	12
gene-b2794	U00096.3	2925348	2926196	+	849	1114	62	224	236	239	1112	81	22	125	47	253	95	16	33	135	711	76	26	743	72	19	220	138	27
gene-b2795	U00096.3	2926308	2927672	+	1365	2717	176	714	780	1125	3616	226	47	228	87	1038	606	53	140	383	1548	149	112	1550	583	69	807	303	73
gene-b2796	U00096.3	2928229	2929518	+	1290	2089	123	692	425	768	3262	241	185	210	83	711	410	128	186	363	1914	204	94	1277	354	191	532	288	221
gene-b2797	U00096.3	2929576	2930943	+	1368	1019	77	389	193	388	1487	165	102	186	64	332	243	75	91	183	723	135	53	475	192	121	251	45518	128
gene-b2798	U00096.3	2931055	2931810	+	756	360	42	157	52	62	289	56	7	97	30	66	27	2	14	61	169	36	8	248	18	6	65	93	12
gene-b2799	U00096.3	2931865	2933013	-	1149	156	72	301	19	26	278	126	6	261	42	25	10	0	9	61	99	77	5	115	17	4	31	240	6
gene-b2800	U00096.3	2933041	2933688	-	648	42	34	124	4	9	96	57	2	80	16	1	4	0	0	38	51	32	0	51	4	2	8	84	3
gene-b2801	U00096.3	2934235	2935551	+	1317	81	66	240	6	6	205	119	3	178	40	5	4	1	4	71	92	64	3	82	4	2	8	213	3
gene-b2802	U00096.3	2935584	2937359	+	1776	180	86	369	22	27	403	166	6	294	42	32	18	4	8	107	152	119	4	173	18	6	23	276	5
gene-b2803	U00096.3	2937468	2938886	+	1419	202	58	278	59	41	285	115	3	197	32	44	12	0	9	1507	123	92	5	186	18	1	72	200	2
gene-b2804	U00096.3	2938888	2939310	+	423	217	27	143	52	43	218	49	2	80	20	42	17	1	8	54	113	41	5	192	11	3	81	65	4
gene-b2805	U00096.3	2939368	2940099	+	732	380	32	131	64	70	262	61	8	84	31	68	33	3	18	52	172	47	10	289	27	3	61	85	11
gene-b2806	U00096.3	2940143	2941243	-	1101	1403	175	622	317	632	1717	195	62	227	103	568	299	57	134	260	876	181	84	717	228	57	360	262	89
gene-b2807	U00096.3	2941236	2941631	-	396	398	41	215	164	192	380	74	23	89	34	219	97	14	51	67	131	58	25	225	80	18	166	90	40
gene-b2808	U00096.3	2941650	2942567	-	918	815	78	290	150	179	519	112	13	190	44	179	48	9	14	144	368	76	13	749	52	9	200	173	26
gene-b4443	U00096.3	2942696	2942901	+	206	20151	11564	28776	706	1113	16875	4294	270	3014	3465	977	1039	280	139	14515	12106	3489	508	89529	860	71	1175	10241	457
gene-b2809	U00096.3	2942918	2943145	-	228	385	42	226	46	66	538	29	4	50	22	101	44	5	7	211	447	33	20	467	41	0	113	41	3
gene-b2810	U00096.3	2943337	2944542	+	1206	1595	121	466	171	296	1480	206	36	279	82	316	125	18	56	182	845	171	33	1366	84	26	222	287	34
gene-b2811	U00096.3	2944542	2944985	+	444	652	81	209	90	180	676	107	24	112	39	179	78	11	43	103	383	85	33	506	58	17	109	118	25
gene-b2812	U00096.3	2945036	2945842	-	807	1022	102	472	228	438	2153	156	40	177	78	394	230	42	89	170	807	102	60	474	201	43	278	203	66
gene-b2813	U00096.3	2946081	2947178	-	1098	2832	201	785	455	540	2661	229	51	245	116	503	267	54	100	323	1040	175	72	1446	193	44	499	297	92
gene-b2814	U00096.3	2947387	2947463	+	77	20097	8693	25219	3704	5626	19757	5409	818	4145	3759	5986	5247	811	3735	13057	13834	5391	2318	52811	3829	747	3628	8525	1687
gene-b2815	U00096.3	2947497	2947573	+	77	15882	5385	15545	1963	3869	16982	4090	652	3186	2348	3940	3719	674	2916	8838	11017	4539	1713	29437	2812	822	2264	6078	1260
gene-b2816	U00096.3	2947607	2947683	+	77	7862	1900	3702	644	1339	9343	1145	203	1034	619	1320	1309	239	1158	3284	5744	2262	658	10897	1082	323	700	1489	476
gene-b2817	U00096.3	2947757	2949010	-	1254	1609	108	469	306	493	1446	149	36	233	68	485	214	28	96	211	738	124	51	1074	141	39	367	1491	49
gene-b2818	U00096.3	2949242	2950573	+	1332	509	90	320	84	82	487	134	19	200	40	82	21	14	17	95	291	126	16	411	20	9	84	231	17
gene-b2819	U00096.3	2950635	2952461	-	1827	1443	136	413	170	348	1878	172	30	222	58	302	121	32	59	177	1108	166	39	981	116	30	204	289	48
gene-b2820	U00096.3	2952461	2956003	-	3543	3547	273	928	415	1032	4654	451	49	548	166	974	328	57	165	377	2677	362	91	2290	305	47	395	593	78
gene-b2821	U00096.3	2955996	2958884	-	2889	1832	474	1165	484	829	2576	516	90	527	290	818	319	64	180	523	1590	432	101	1555	281	60	545	747	88
gene-b2822	U00096.3	2959060	2962428	-	3369	2411	227	771	343	817	3472	338	42	418	124	703	13118	33	86	304	1724	235	67	1442	2318	55	410	519	44
gene-b2823	U00096.3	2962441	2962764	-	324	164	25	116	17	42	261	31	2	50	27	43	18	2	5	33	111	11	3	149	10	3	16	66	4
gene-b2824	U00096.3	2962749	2963156	-	408	94	24	91	3	19	167	22	1	35	19	16	15	1	2	34	81	14	3	50	8	2	16	52	4
gene-b2825	U00096.3	2963153	2963716	-	564	91	37	133	13	25	203	45	0	68	22	21	13	0	9	44	103	27	1	54	9	1	13	96	1
gene-b2826	U00096.3	2963707	2964177	-	471	45	27	79	6	17	141	15	0	27	13	11	6	0	1	21	65	13	1	34	6	1	4	74	0
gene-b2827	U00096.3	2964361	2965155	-	795	3529	104	413	586	896	3947	82	71	66	33	854	313	54	135	188	1560	105	85	1507	268	65	590	151	82
gene-b2828	U00096.3	2965162	2966037	-	876	2647	119	524	454	880	3054	110	53	84	53	834	292	50	112	195	1449	103	61	1711	220	36	484	227	73
gene-b2829	U00096.3	2966188	2968434	-	2247	6504	1156	784	819	1526	4496	269	63	328	144	1477	381	50	163	370	2173	233	88	2969	311	76	938	396	94
gene-b2830	U00096.3	2968447	2968977	-	531	3932	98	440	558	613	2445	122	44	149	64	664	200	34	89	247	1536	92	53	3325	150	40	538	185	43
gene-b4610	U00096.3	2969330	2969476	-	147	35	7	33	3	3	34	21	0	11	7	4	0	0	0	6	15	6	0	40	1	0	6	23	0
gene-b2831	U00096.3	2969662	2970351	+	690	239	9706	170	48	38	257	74	13	115	31	41	21	7	11159	64	150	44	6	5486	9	7	49	138	14
gene-b2832	U00096.3	2970420	2971133	+	714	742	60	228	90	148	1080	81	8	134	43	142	60	11	27	117	709	92	13	656	49	2	108	137	16
gene-b2833	U00096.3	2971271	2971489	+	219	358	48	163	69	102	372	53	3	53	28	106	41	2	14	73	306	35	9	648	32	6	87	72	11
gene-b2834	U00096.3	2971597	2972637	+	1041	3969	133	835	1040	1288	5542	180	46	143	80	1130	658	33	233	575	3284	139	93	2509	614	73	1018	260	82
gene-b2835	U00096.3	2972669	2973862	-	1194	571	102	401	134	312	933	192	27	233	104	328	156	20	65	164	405	110	26	304	139	22	170	255	38
gene-b2836	U00096.3	2973855	2976014	-	2160	1594	127	481	353	481	1517	226	32	318	120	457	128	20	62	172	821	134	32	986	128	29	412	329	40
gene-b4444	U00096.3	2976102	2976189	-	88	17	9	33	2	0	25	14	1	25	6	3	1	1	0	5	9	9	0	45	4	0	1	21	0
gene-b4445	U00096.3	2976304	2976385	-	82	25	19	40	3	4	26	23	0	39	19	5	2	0	0	20	17	8	4	55	1	1	6	39	3
gene-b2837	U00096.3	2976599	2977630	+	1032	532	64	232	151	156	481	155	10	198	57	160	46	5	25	95	240	78	15	1772	45	16	167	189	15
gene-b2838	U00096.3	2977637	2978899	-	1263	251	56	295	115	139	310	127	41571	166	44	122	40	6	21	71	184	77	13	231	33	20	155	204	21
gene-b2839	U00096.3	2979021	2979956	+	936	270	46	221	37	47	312	118	1	155	38	71	30	7	16	83	176	99	7	273	16	7	47	158	3
gene-b2840	U00096.3	2979943	2980635	-	693	276	46	209	194	175	475	76	4	142	42	152	104	10	31	81	219	55	11	217	71	18	205	137	18
gene-b2841	U00096.3	2980764	2982182	-	1419	179	77	247	38	76	341	102	6	184	51	64	36	3	9	92	131	68	7	201	29	6	44	197	9
gene-b2842	U00096.3	2982497	2983258	-	762	88	40	201	37	30	209	83	6	155	69	31	15	2	17	49	92	68	7	97	20	5	39	150	6
gene-b2843	U00096.3	2983288	2984124	-	837	90	42	176	16	22	150	84	1	164	55	23	10	3	12	46	97	90	4	93	11	6	18	174	8
gene-b2844	U00096.3	2984411	2985592	-	1182	364	69	261	100	195	576	121	18	216	63	169	83	22	32	96	280	108	18	203	53	15	112	218	21
gene-b2845	U00096.3	2985847	2987076	+	1230	699	72	293	66	119	852	100	15	176	81	92	57	11	10	126	586	80	18	429	43	13	75	170	24
gene-b2846	U00096.3	2987536	2988168	+	633	26	18	74	5	2	75	33	3	48	23	6	3	2	0	18	34	40	1	23	2	0	6	67	2
gene-b2847	U00096.3	2988502	2989311	+	810	110	23	124	6	3	137	45	0	86	37	4	3	3	1	46	91	43	0	89	2	0	5	82	0
gene-b2848	U00096.3	2989304	2989786	+	483	32	15	47	0	0	42	18	0	32	17	1	0	0	1	16	28	21	0	25	2	0	0	35	1
gene-b4683	U00096.3	2989819	2989899	-	81	6	8	15	0	1	10	5	0	3	3	0	0	0	0	3	8	5	0	10	1	0	1	6	2
gene-b2849	U00096.3	2989935	2990360	-	426	6	10	26	0	1	24	10	0	13	13	1	0	2	0	7	9	5	1	11	1	0	1	18	0
gene-b2851	U00096.3	2991268	2991759	+	492	21	17	52	0	1	31	17	0	58	16	0	0	2	0	15	15	20	0	25	1	0	0	45	2
gene-b2852	U00096.3	2992094	2993470	+	1377	42	34	117	4	1	101	51	1	85	39	5	2	1	0	39	238	35	0	70	0	0	3	113	3
gene-b2853	U00096.3	2993638	2993856	+	219	4	6	16	3	0	21	9	1	9	1	0	0	1	0	8	10	14	0	10	0	0	0	9	0
gene-b2860	U00096.3	2996372	2997277	-	906	302	68	236	45	42	435	100	4	156	45	55	22	6	17	56	226	75	11	255	23	5	41	156	8
gene-b2861	U00096.3	2997235	2997600	-	366	165	34	135	42	39	245	51	3	81	36	40	16	4	14	32	122	46	7	127	15	3	43	81	7
gene-b2863	U00096.3	2998034	2998828	-	795	198	58	236	25	39	371	77	8	115	39	46	25	8	9	101	233	56	12	973	27	3	25	160	5
gene-b2864	U00096.3	2998984	2999057	-	74	346	126	158	18	24	328	113	24	114	50	33	20	15	19	152	217	231	16	1362	28	6	32	80	39
gene-b2865	U00096.3	2999136	2999891	-	756	786	84	274	139	169	754	84	14	118	45	177	74	13	33	117	478	88	18	764	56	17	141	131	20
gene-b2866	U00096.3	3000345	3002603	+	2259	232	123	483	35	38	507	239	5	366	90	46	20	3	9	157	231	135	8	264	11	5	44	398	5
gene-b2867	U00096.3	3002614	3003492	+	879	81	44	138	13	16	164	67	0	103	25	14	5	1	2	53	76	53	1	71	3	2	16	157	1
gene-b2868	U00096.3	3003489	3003968	+	480	64	21	114	13	13	103	46	0	85	19	9	4	0	2	31	52	38	0	46	4	2	12	82	1
gene-b2869	U00096.3	3004008	3005786	-	1779	144	105	288	19	25	417	133	6	217	55	44	16	5	3	102	225	91	10	186	17	5	20	256	7
gene-b2870	U00096.3	3006262	3007452	+	1191	49	59	189	1	2	171	104	2	159	48	5	3	0	0	42	67	50	0	60	3	0	1	1656	1
gene-b2871	U00096.3	3007510	3008706	+	1197	161	60	239	21	11	250	121	0	171	65	14	4	3	3	68	115	82	8	144	10	4	20	156	6
gene-b2872	U00096.3	3008764	3009975	+	1212	73	1986	212	8	13	158	111	0	168	45	10	7	1	1	56	353	72	2	65	11	0	7	152	2
gene-b2873	U00096.3	3010028	3011413	+	1386	102	60	256	9	13	2767	125	3	200	41	10	6	2	3	39	89	75	2	112	9	1	11	208	3
gene-b2874	U00096.3	3011461	3012393	+	933	137	50	180	26	29	204	107	0	152	49	20	11	2	1	45	86	66	2	148	10	1	42	143	4
gene-b2875	U00096.3	3012614	3014239	-	1626	167	87	384	32	37	410	194	5	364	94	48	17	1	9	100	193	139	7	166	13	3	32	296	8
gene-b2876	U00096.3	3014287	3015057	-	771	56	40	142	4	10	162	63	3	118	25	13	5	1	2	47	81	43	1	43	6	0	3	97	4
gene-b2877	U00096.3	3015160	3015738	+	579	54	46	150	2	26	280	55	2	124	33	30	4	3	1	60	179	30	2	93	8	0	3	93	3
gene-b2878	U00096.3	3016060	3019158	+	3099	278	134	536	41	32	482	294	3	418	100	23	8	4	10	162	225	151	7	260	9	3	34	437	6
gene-b2879	U00096.3	3019161	3020489	+	1329	82	61	261	3	9	208	123	1	207	42	16	7	0	2	60	87	83	1	58	3	0	6	198	2
gene-b2880	U00096.3	3020540	3021319	+	780	81	34	194	13	10	196	85	1	146	52	13	6	0	1	44	82	50	2	118	5	1	19	133	2
gene-b2881	U00096.3	3021316	3024186	+	2871	327	156	553	43	51	714	323	7	444	97	48	29	6	22	160	341	182	15	4937	34	6	33	395	7
gene-b2882	U00096.3	3024351	3025751	+	1401	130	72	268	35	29	270	137	2	211	45	26	12	5	4	70	108	73	5	154	12	2	44	203	2
gene-b2883	U00096.3	3025766	3027085	+	1320	238	80	337	87	109	398	138	2	235	57	141	38	4	12	99	188	85	14	171	38	2	87	257	8
gene-b4464	U00096.3	3027121	3028488	+	1368	207	87	329	42	68	475	180	12	250	59	80	18	7	11	90	177	106	11	184	23	3	47	17925	10
gene-b2886	U00096.3	3028524	3029012	-	489	47	27	127	6	8	128	73	2	96	21	21	11	0	4	45	76	35	1	67	6	0	10	96	4
gene-b2887	U00096.3	3029012	3030931	-	1920	139	114	382	11	23	386	276	2	319	95	19	5	1	3	95	162	123	1	153	8	3	19	295	4
gene-b2888	U00096.3	3031367	3032815	+	1449	108	93	348	6	6	254	199	1	288	108	2	5	1	1	111	83	90	5	103	8	1	3	303	3
gene-b4684	U00096.3	3032817	3032942	+	126	16	12	58	1	2	15	24	0	28	10	0	3	0	0	19	7	6	1	10	2	0	4	34	1
gene-b4753	U00096.3	3032939	3033010	-	72	5	9	43	3	2	13	6	0	10	2	1	2	0	0	17	7	6	2	7	2	0	4	13	2
gene-b2889	U00096.3	3033065	3033613	+	549	229	40	141	18	48	209	57	1	109	22	32	28	5	17	56	125	51	5	232	22	4	32	102	5
gene-b2890	U00096.3	3033657	3035174	-	1518	20359	611	2931	3462	4568	26679	689	365	498	273	4602	2453	309	918	2209	14183	781	518	9751	2256	518	3772	732	624
