# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715794_sorted.bam" "SRR29715795_sorted.bam" "SRR29715801_sorted.bam" "SRR29715800_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715794_sorted.bam	SRR29715795_sorted.bam	SRR29715801_sorted.bam	SRR29715800_sorted.bam
gene-PA2593	AE004091.2	2935851	2936423	+	573	14	18	5	17
gene-PA2594	AE004091.2	2936490	2937449	-	960	26	29	7	36
gene-PA2595	AE004091.2	2937585	2938541	-	957	7	4	9	20
gene-PA2596	AE004091.2	2938553	2939539	-	987	10	5	2	13
gene-PA2597	AE004091.2	2939646	2940797	-	1152	8	11	5	21
gene-PA2598	AE004091.2	2940802	2941884	-	1083	9	8	7	6
gene-PA2599	AE004091.2	2941894	2942838	-	945	19	30	8	26
gene-PA2600	AE004091.2	2942848	2943915	-	1068	17	22	2	16
gene-PA2601	AE004091.2	2944255	2945151	-	897	38	38	14	32
gene-PA2602	AE004091.2	2945264	2945869	+	606	18	19	11	16
gene-PA2603	AE004091.2	2945866	2947449	+	1584	44	73	22	55
gene-PA2603.1	AE004091.2	2947583	2947672	-	90	268	294	274	330
gene-PA2604	AE004091.2	2947803	2948471	+	669	182	210	103	193
gene-PA2605	AE004091.2	2948582	2948977	+	396	22	18	12	30
gene-PA2606	AE004091.2	2948974	2949333	+	360	31	44	10	41
gene-PA2607	AE004091.2	2949333	2949638	+	306	25	19	24	28
gene-PA2608	AE004091.2	2949635	2949970	+	336	20	23	22	34
gene-PA2609	AE004091.2	2949967	2950950	+	984	43	27	37	53
gene-PA2610	AE004091.2	2951038	2952012	+	975	43	50	41	69
gene-PA2611	AE004091.2	2952017	2953414	-	1398	202	249	149	333
gene-PA2612	AE004091.2	2953416	2954696	-	1281	196	229	165	279
gene-PA2613	AE004091.2	2954818	2956143	-	1326	357	357	253	447
gene-PA2614	AE004091.2	2956153	2956779	-	627	279	366	229	477
gene-PA2615	AE004091.2	2956805	2959240	-	2436	1022	1034	648	1452
gene-PA2616	AE004091.2	2959468	2960418	+	951	297	350	152	405
gene-PA2617	AE004091.2	2960456	2961136	+	681	57	100	37	87
gene-PA2618	AE004091.2	2961191	2961898	+	708	78	80	37	111
gene-PA2619	AE004091.2	2962003	2962221	+	219	128	111	98	188
gene-PA2620	AE004091.2	2962303	2964579	-	2277	807	1003	281	782
gene-PA2621	AE004091.2	2964607	2964843	-	237	253	309	203	412
gene-PA2622	AE004091.2	2965201	2965473	+	273	37	58	16	57
gene-PA2623	AE004091.2	2965546	2966802	-	1257	675	806	328	798
gene-PA2624	AE004091.2	2967161	2969386	+	2226	451	586	392	808
gene-PA2625	AE004091.2	2969473	2969943	+	471	14	12	12	15
gene-PA2626	AE004091.2	2969987	2971114	+	1128	336	433	245	567
gene-PA2627	AE004091.2	2971111	2971731	+	621	75	76	32	107
gene-PA2628	AE004091.2	2971734	2972624	+	891	64	81	24	70
gene-PA2629	AE004091.2	2972699	2974069	+	1371	253	355	158	352
gene-PA2630	AE004091.2	2974129	2975298	+	1170	163	187	101	281
gene-PA2631	AE004091.2	2975291	2975716	+	426	96	130	89	165
gene-PA2632	AE004091.2	2975723	2976343	+	621	54	59	22	46
gene-PA2633	AE004091.2	2976340	2977161	+	822	29	46	18	43
gene-PA2634	AE004091.2	2977756	2979351	+	1596	78	97	55	102
gene-PA2635	AE004091.2	2979530	2981548	+	2019	28	34	6	23
gene-PA2636	AE004091.2	2981627	2982181	+	555	6	15	9	6
gene-PA2637	AE004091.2	2982781	2983194	+	414	510	537	291	700
gene-PA2638	AE004091.2	2983205	2983882	+	678	800	993	364	988
gene-PA2639	AE004091.2	2983963	2985744	+	1782	817	1064	611	1381
gene-PA2640	AE004091.2	2985746	2986246	+	501	217	252	162	362
gene-PA2641	AE004091.2	2986243	2987589	+	1347	406	511	331	795
gene-PA2642	AE004091.2	2987721	2990438	+	2718	589	678	421	1035
gene-PA2643	AE004091.2	2990435	2991430	+	996	252	307	117	316
gene-PA2644	AE004091.2	2991442	2991990	+	549	174	209	83	178
gene-PA2645	AE004091.2	2992002	2992502	+	501	140	173	91	186
gene-PA2646	AE004091.2	2992548	2992856	+	309	34	67	45	115
gene-PA2647	AE004091.2	2992853	2994700	+	1848	495	552	318	645
gene-PA2648	AE004091.2	2994728	2996257	+	1530	327	413	219	454
gene-PA2649	AE004091.2	2996265	2997725	+	1461	223	236	93	214
gene-PA2650	AE004091.2	2997840	2998649	+	810	19	22	9	26
gene-PA2651	AE004091.2	2998856	2999914	-	1059	152	166	62	102
gene-PA2652	AE004091.2	3000074	3001759	-	1686	158	145	89	179
gene-PA2653	AE004091.2	3001873	3003198	-	1326	152	166	71	162
gene-PA2654	AE004091.2	3003457	3005601	+	2145	106	131	87	135
gene-PA2655	AE004091.2	3005606	3005914	-	309	7	9	4	15
gene-PA2656	AE004091.2	3006005	3007342	-	1338	54	71	44	105
gene-PA2657	AE004091.2	3007339	3008010	-	672	63	77	37	83
gene-PA2658	AE004091.2	3008010	3008324	-	315	77	64	62	83
gene-PA2659	AE004091.2	3008324	3008632	-	309	41	44	30	52
gene-PA2660	AE004091.2	3008847	3009929	+	1083	104	135	55	111
gene-PA2661	AE004091.2	3009956	3010849	+	894	79	79	33	86
gene-PA2662	AE004091.2	3011100	3012293	-	1194	89	85	20	46
gene-PA2663	AE004091.2	3012280	3012537	-	258	50	63	6	35
gene-PA2664	AE004091.2	3012592	3013773	-	1182	52	46	16	61
gene-PA2665	AE004091.2	3013928	3015481	+	1554	67	95	31	71
gene-PA2666	AE004091.2	3015582	3015938	+	357	49	59	22	74
gene-PA2667	AE004091.2	3016246	3016599	+	354	63	65	63	126
gene-PA2668	AE004091.2	3016675	3016884	-	210	30	40	29	62
gene-PA2669	AE004091.2	3017234	3017818	-	585	25	36	11	30
gene-PA2670	AE004091.2	3017818	3018804	-	987	8	12	6	6
gene-PA2671	AE004091.2	3018848	3019927	-	1080	21	16	7	16
gene-PA2672	AE004091.2	3019917	3020507	-	591	3	2	3	4
gene-PA2673	AE004091.2	3020504	3020929	-	426	1	4	0	4
gene-PA2674	AE004091.2	3020929	3021339	-	411	2	2	3	9
gene-PA2675	AE004091.2	3021308	3021742	-	435	6	1	3	3
gene-PA2676	AE004091.2	3021796	3022983	-	1188	5	6	11	10
gene-PA2677	AE004091.2	3022988	3024715	-	1728	18	15	11	27
gene-PA2678	AE004091.2	3024705	3025508	-	804	13	25	7	15
gene-PA2679	AE004091.2	3026100	3026852	-	753	15	17	19	33
gene-PA2680	AE004091.2	3027078	3028052	+	975	6	11	9	13
gene-PA2681	AE004091.2	3028075	3029004	+	930	13	17	6	19
gene-PA2682	AE004091.2	3029187	3030428	+	1242	25	32	18	27
gene-PA2683	AE004091.2	3030436	3031398	-	963	29	22	21	35
gene-PA2684	AE004091.2	3031749	3035702	-	3954	219	289	156	297
gene-PA2685	AE004091.2	3035752	3037932	-	2181	349	437	169	385
gene-PA2686	AE004091.2	3037886	3038803	+	918	17	51	18	44
gene-PA2687	AE004091.2	3038803	3040143	+	1341	32	26	16	26
gene-PA2688	AE004091.2	3040242	3042482	+	2241	23	26	8	19
gene-PA2689	AE004091.2	3042502	3043416	+	915	7	3	1	3
gene-PA2690	AE004091.2	3043750	3044766	-	1017	24	29	21	41
gene-PA2691	AE004091.2	3044947	3046152	-	1206	14	17	9	40
gene-PA2692	AE004091.2	3046421	3046945	+	525	35	61	24	88
gene-PA2693	AE004091.2	3047116	3047616	+	501	17	16	15	22
gene-PA2694	AE004091.2	3047644	3047970	-	327	10	15	6	14
gene-PA2695	AE004091.2	3048051	3049154	-	1104	13	31	11	34
gene-PA2696	AE004091.2	3049268	3050161	-	894	8	14	9	17
gene-PA2697	AE004091.2	3050331	3050612	-	282	3	4	1	1
gene-PA2698	AE004091.2	3050669	3051349	-	681	8	8	3	10
gene-PA2699	AE004091.2	3051957	3053795	+	1839	17	9	1	6
gene-PA2700	AE004091.2	3053844	3055151	+	1308	1	13	3	7
gene-PA2701	AE004091.2	3055154	3056743	+	1590	6	6	6	7
gene-PA2702	AE004091.2	3056890	3057366	+	477	25	29	19	21
gene-PA2703	AE004091.2	3057376	3057609	+	234	7	13	3	9
gene-PA2704	AE004091.2	3057902	3058921	-	1020	12	16	6	18
gene-PA2705	AE004091.2	3059035	3060216	-	1182	58	72	49	94
gene-PA2706	AE004091.2	3060265	3060660	-	396	26	40	17	34
gene-PA2707	AE004091.2	3060725	3061570	-	846	137	100	53	136
gene-PA2708	AE004091.2	3061733	3062818	-	1086	26	39	15	33
gene-PA2709	AE004091.2	3062939	3063913	+	975	47	71	41	77
gene-PA2710	AE004091.2	3063972	3064586	+	615	16	27	22	28
gene-PA2711	AE004091.2	3064785	3065876	+	1092	18	21	14	21
gene-PA2712	AE004091.2	3066296	3067159	+	864	13	31	13	37
gene-PA2713	AE004091.2	3067207	3067686	-	480	10	13	8	20
gene-PA2714	AE004091.2	3068040	3070349	+	2310	23	19	6	45
gene-PA2715	AE004091.2	3070366	3070704	+	339	22	17	6	21
gene-PA2716	AE004091.2	3070719	3071954	-	1236	9	10	3	8
gene-PA2717	AE004091.2	3072081	3072911	-	831	15	6	3	4
gene-PA2718	AE004091.2	3073144	3073632	+	489	46	51	13	38
gene-PA2719	AE004091.2	3073732	3074418	+	687	8	8	7	23
gene-PA2720	AE004091.2	3074580	3075218	-	639	46	55	43	56
gene-PA2721	AE004091.2	3075411	3075890	+	480	0	4	0	4
gene-PA2722	AE004091.2	3075922	3076314	+	393	6	11	6	6
gene-PA2723	AE004091.2	3076344	3076622	+	279	43	36	23	48
gene-PA2724	AE004091.2	3076697	3077236	+	540	1	2	1	4
gene-PA2725	AE004091.2	3077312	3079195	+	1884	171	207	80	212
gene-PA2726	AE004091.2	3079197	3079835	+	639	22	45	15	36
gene-PA2727	AE004091.2	3079850	3083482	+	3633	96	132	80	197
gene-PA2728	AE004091.2	3083485	3086145	+	2661	100	147	64	144
gene-PA2729	AE004091.2	3086142	3087491	+	1350	21	21	10	26
gene-PA2730	AE004091.2	3088660	3089613	-	954	283	287	129	238
gene-PA2731	AE004091.2	3089644	3090108	-	465	110	140	59	91
gene-PA2732	AE004091.2	3090221	3093661	-	3441	676	857	400	770
gene-PA2733	AE004091.2	3093658	3094185	-	528	198	219	95	190
gene-PA2734	AE004091.2	3094757	3096052	-	1296	574	685	285	681
gene-PA2735	AE004091.2	3096130	3098508	-	2379	716	848	380	748
gene-PA2736	AE004091.2	3098626	3098979	-	354	191	199	93	233
gene-PA2736.1	AE004091.2	3099306	3099382	-	77	407	396	562	467
gene-PA2737	AE004091.2	3099473	3099730	-	258	195	273	91	230
gene-PA2738	AE004091.2	3099810	3100112	-	303	551	690	453	872
gene-PA2739	AE004091.2	3100116	3102494	-	2379	704	771	419	925
gene-PA2740	AE004091.2	3102529	3103545	-	1017	184	193	178	309
gene-PA2741	AE004091.2	3103643	3103999	-	357	1285	1451	1269	1498
gene-PA2742	AE004091.2	3104023	3104217	-	195	496	618	379	603
gene-PA2743	AE004091.2	3104279	3104830	-	552	1321	1404	1138	2401
gene-PA2744	AE004091.2	3104830	3106752	-	1923	836	1053	898	1771
gene-PA2744.1	AE004091.2	3106919	3106994	-	76	6	7	5	24
gene-PA2745	AE004091.2	3107002	3107865	-	864	30	33	21	37
gene-PA2746	AE004091.2	3108057	3108383	+	327	9	25	7	20
gene-PA2747	AE004091.2	3108970	3109257	-	288	24	47	14	35
gene-PA2748	AE004091.2	3109743	3110525	-	783	40	26	18	42
gene-PA2749	AE004091.2	3110901	3111614	+	714	56	76	32	58
gene-PA2750	AE004091.2	3111633	3112151	+	519	37	47	7	23
gene-PA2751	AE004091.2	3112878	3113777	+	900	29	34	12	33
gene-PA2752	AE004091.2	3114240	3114683	-	444	30	35	1	10
gene-PA2753	AE004091.2	3114819	3115193	+	375	68	95	10	45
gene-PA2754	AE004091.2	3115304	3115633	+	330	32	36	6	20
gene-PA2755	AE004091.2	3116654	3117124	+	471	79	84	48	72
gene-PA2756	AE004091.2	3117177	3117611	-	435	100	124	73	114
gene-PA2757	AE004091.2	3117750	3118193	-	444	43	34	38	91
gene-PA2758	AE004091.2	3118296	3119183	+	888	12	21	10	31
gene-PA2759	AE004091.2	3119394	3119708	-	315	155	172	21	75
gene-PA2760	AE004091.2	3120073	3121350	+	1278	285	311	280	449
gene-PA2761	AE004091.2	3121462	3121878	+	417	60	62	10	73
gene-PA2762	AE004091.2	3121921	3122265	-	345	9	9	8	19
gene-PA2763	AE004091.2	3122377	3122586	-	210	2	4	1	6
gene-PA2764	AE004091.2	3123599	3124294	+	696	43	33	19	48
gene-PA2765	AE004091.2	3124342	3125241	-	900	61	79	31	84
gene-PA2766	AE004091.2	3125583	3126164	-	582	24	26	8	22
gene-PA2767	AE004091.2	3126252	3127220	+	969	4	7	3	6
gene-PA2768	AE004091.2	3127226	3127708	+	483	15	11	6	15
gene-PA2769	AE004091.2	3127860	3128270	-	411	73	79	34	60
gene-PA2770	AE004091.2	3128292	3129071	-	780	92	172	84	157
gene-PA2771	AE004091.2	3129729	3130754	+	1026	93	109	41	90
gene-PA2772	AE004091.2	3130761	3131159	-	399	72	128	37	83
gene-PA2773	AE004091.2	3131509	3132030	-	522	43	40	19	37
gene-PA2774	AE004091.2	3132229	3132816	-	588	114	117	35	89
gene-PA2775	AE004091.2	3132821	3133258	-	438	212	285	77	187
gene-PA2775.1	AE004091.2	3133449	3133525	-	77	2328	2887	1418	2337
gene-PA2776	AE004091.2	3133710	3134993	+	1284	120	151	68	178
gene-PA2777	AE004091.2	3135044	3136000	-	957	28	48	18	37
gene-PA2778	AE004091.2	3136082	3136963	-	882	27	21	13	41
gene-PA2779	AE004091.2	3137044	3137442	-	399	18	34	10	32
gene-PA2780	AE004091.2	3137850	3138194	+	345	8	8	2	7
gene-PA2781	AE004091.2	3138191	3138532	+	342	7	9	1	13
gene-PA2782	AE004091.2	3139011	3139670	+	660	2	0	0	5
gene-PA2783	AE004091.2	3139748	3141547	+	1800	9	13	2	13
gene-PA2784	AE004091.2	3141719	3142276	+	558	4	3	2	1
gene-PA2785	AE004091.2	3142285	3142503	+	219	2	3	0	1
gene-PA2786	AE004091.2	3142618	3143085	+	468	2	9	3	3
gene-PA2787	AE004091.2	3143152	3144390	+	1239	7	5	2	5
gene-PA2788	AE004091.2	3144412	3146007	-	1596	22	49	14	27
gene-PA2789	AE004091.2	3146251	3147330	+	1080	42	31	13	37
gene-PA2790	AE004091.2	3147765	3148250	+	486	22	38	15	47
gene-PA2791	AE004091.2	3148339	3148629	-	291	19	23	7	24
gene-PA2792	AE004091.2	3148723	3149319	-	597	44	53	23	53
gene-PA2793	AE004091.2	3149400	3150434	-	1035	174	219	97	187
gene-PA2794	AE004091.2	3150886	3152202	-	1317	100	126	67	145
gene-PA2795	AE004091.2	3152504	3153502	+	999	99	110	66	149
gene-PA2796	AE004091.2	3153582	3154505	+	924	135	157	96	221
gene-PA2797	AE004091.2	3154593	3155075	-	483	175	208	92	223
gene-PA2798	AE004091.2	3155072	3156256	-	1185	368	409	227	538
gene-PA2799	AE004091.2	3156503	3156802	+	300	36	46	12	38
gene-PA2800	AE004091.2	3156860	3157564	-	705	219	320	129	240
gene-PA2801	AE004091.2	3157667	3158071	+	405	32	36	6	23
gene-PA2802	AE004091.2	3158073	3158792	-	720	63	87	29	83
gene-PA2803	AE004091.2	3158926	3159669	+	744	2	2	1	4
gene-PA2804	AE004091.2	3159666	3160247	+	582	7	6	2	5
gene-PA2805	AE004091.2	3160321	3160584	+	264	95	97	48	90
gene-PA2806	AE004091.2	3160651	3161481	-	831	37	59	28	63
gene-PA2807	AE004091.2	3161599	3162216	-	618	1	3	0	5
gene-PA2808	AE004091.2	3162388	3162579	-	192	3	0	0	0
gene-PA2809	AE004091.2	3162705	3163385	+	681	21	28	22	38
gene-PA2810	AE004091.2	3163382	3164713	+	1332	20	27	16	19
gene-PA2811	AE004091.2	3164763	3165542	-	780	71	101	34	64
gene-PA2812	AE004091.2	3165539	3166471	-	933	73	148	51	101
gene-PA2813	AE004091.2	3166547	3167167	-	621	32	47	24	60
gene-PA2814	AE004091.2	3167282	3167953	-	672	6	16	6	11
gene-PA2815	AE004091.2	3168106	3170553	+	2448	57	86	26	48
gene-PA2816	AE004091.2	3170682	3171062	+	381	12	15	3	8
gene-PA2817	AE004091.2	3171121	3171531	+	411	44	62	24	52
gene-PA2818	AE004091.2	3171598	3173175	-	1578	103	117	59	109
gene-PA2819	AE004091.2	3173244	3173723	+	480	530	758	657	1016
gene-PA2819.1	AE004091.2	3173599	3173674	-	76	434	636	588	821
gene-PA2819.2	AE004091.2	3173759	3173834	-	76	447	568	570	802
gene-PA2819.3	AE004091.2	3173837	3173912	-	76	191	249	210	238
gene-PA2820	AE004091.2	3174131	3174904	+	774	80	96	37	96
gene-PA2821	AE004091.2	3174966	3175628	+	663	92	130	47	91
gene-PA2822	AE004091.2	3175638	3176120	-	483	86	109	32	79
gene-PA2823	AE004091.2	3176117	3177007	-	891	171	174	75	164
gene-PA2824	AE004091.2	3177090	3179450	+	2361	156	195	71	197
gene-PA2825	AE004091.2	3179469	3179960	-	492	53	67	24	52
gene-PA2826	AE004091.2	3179957	3180442	-	486	38	36	38	54
gene-PA2827	AE004091.2	3180554	3180952	-	399	493	431	84	229
gene-PA2828	AE004091.2	3181137	3182348	+	1212	146	151	88	206
gene-PA2829	AE004091.2	3182400	3182852	+	453	57	67	17	67
gene-PA2830	AE004091.2	3182986	3183861	+	876	129	155	75	174
gene-PA2831	AE004091.2	3184002	3185129	+	1128	30	36	24	52
gene-PA2832	AE004091.2	3185161	3185817	-	657	44	33	18	45
gene-PA2833	AE004091.2	3185873	3186319	-	447	7	5	1	7
gene-PA2834	AE004091.2	3186449	3187408	+	960	91	72	36	82
gene-PA2835	AE004091.2	3187546	3189138	+	1593	12	10	9	13
gene-PA2836	AE004091.2	3189150	3190214	+	1065	2	6	6	4
gene-PA2837	AE004091.2	3190211	3191650	+	1440	1	6	2	6
gene-PA2838	AE004091.2	3191687	3192658	+	972	4	9	2	3
gene-PA2839	AE004091.2	3192749	3193519	+	771	11	6	10	15
gene-PA2840	AE004091.2	3193886	3195589	-	1704	274	303	373	567
gene-PA2841	AE004091.2	3195900	3196691	+	792	19	27	5	22
gene-PA2842	AE004091.2	3196717	3197466	-	750	35	45	36	50
gene-PA2843	AE004091.2	3197642	3198988	+	1347	78	81	36	89
gene-PA2844	AE004091.2	3199029	3200237	-	1209	31	21	19	31
gene-PA2845	AE004091.2	3200320	3200553	-	234	14	11	1	9
gene-PA2846	AE004091.2	3200650	3201504	+	855	21	20	8	26
gene-PA2847	AE004091.2	3201506	3202255	-	750	65	78	28	71
gene-PA2848	AE004091.2	3202293	3203312	+	1020	6	18	4	10
gene-PA2849	AE004091.2	3203398	3203853	+	456	26	40	3	20
gene-PA2850	AE004091.2	3203998	3204426	+	429	86	86	34	64
gene-PA2851	AE004091.2	3204514	3205080	-	567	520	560	416	738
gene-PA2852	AE004091.2	3205123	3206253	-	1131	72	76	50	106
gene-PA2852.1	AE004091.2	3206408	3206497	+	90	518	754	317	453
gene-PA2853	AE004091.2	3206915	3207166	+	252	2803	3034	1741	2592
gene-PA2854	AE004091.2	3207290	3208261	-	972	300	360	136	396
gene-PA2855	AE004091.2	3208339	3208617	-	279	29	55	25	84
gene-PA2856	AE004091.2	3208673	3209278	-	606	98	113	36	108
gene-PA2857	AE004091.2	3209289	3209972	+	684	48	60	23	40
gene-PA2858	AE004091.2	3209981	3212473	+	2493	61	91	32	65
gene-PA2859	AE004091.2	3212525	3213031	+	507	70	69	17	48
gene-PA2860	AE004091.2	3213044	3213484	-	441	100	110	23	90
gene-PA2861	AE004091.2	3213538	3214086	+	549	5	10	1	2
gene-PA2862	AE004091.2	3214282	3215217	+	936	7	15	5	6
gene-PA2863	AE004091.2	3215423	3216289	+	867	6	8	1	5
gene-PA2864	AE004091.2	3216456	3216890	-	435	40	36	16	25
gene-PA2865	AE004091.2	3216989	3218419	-	1431	87	105	38	110
gene-PA2866	AE004091.2	3218666	3219469	+	804	35	43	23	48
gene-PA2867	AE004091.2	3219608	3221080	+	1473	295	361	113	315
gene-PA2868	AE004091.2	3221206	3221565	+	360	7	16	8	15
gene-PA2869	AE004091.2	3221652	3222140	+	489	38	51	24	73
gene-PA2870	AE004091.2	3222150	3223727	+	1578	65	96	34	117
gene-PA2871	AE004091.2	3223736	3224533	-	798	17	24	10	23
gene-PA2872	AE004091.2	3224614	3225384	-	771	21	13	8	21
gene-PA2873	AE004091.2	3225381	3227387	-	2007	39	52	32	65
gene-PA2874	AE004091.2	3227384	3228337	-	954	9	13	12	18
gene-PA2875	AE004091.2	3228337	3229254	-	918	31	37	17	49
gene-PA2876	AE004091.2	3229484	3230182	-	699	35	49	28	67
gene-PA2877	AE004091.2	3230279	3231172	-	894	21	41	6	25
gene-PA2878	AE004091.2	3231218	3231859	+	642	11	10	4	5
gene-PA2879	AE004091.2	3231882	3232772	-	891	43	35	15	39
gene-PA2880	AE004091.2	3232819	3233334	+	516	9	10	4	6
gene-PA2881	AE004091.2	3233343	3234254	-	912	7	2	2	8
gene-PA2882	AE004091.2	3234256	3235371	-	1116	11	8	2	13
gene-PA2883	AE004091.2	3235794	3235961	+	168	25	26	13	23
gene-PA2884	AE004091.2	3236194	3236958	+	765	86	116	21	91
gene-PA2885	AE004091.2	3236959	3237555	-	597	73	100	31	68
gene-PA2886	AE004091.2	3237836	3239638	+	1803	15	26	7	17
gene-PA2887	AE004091.2	3239711	3240589	+	879	9	14	2	11
gene-PA2888	AE004091.2	3240591	3242207	+	1617	14	9	9	12
gene-PA2889	AE004091.2	3242324	3243484	+	1161	7	17	4	8
gene-PA2890	AE004091.2	3243505	3244299	+	795	6	4	3	3
gene-PA2891	AE004091.2	3244345	3246330	+	1986	7	7	8	10
gene-PA2892	AE004091.2	3246382	3247206	+	825	4	9	0	8
gene-PA2893	AE004091.2	3247369	3249195	+	1827	37	70	14	45
gene-PA2894	AE004091.2	3249209	3249631	-	423	34	27	6	29
gene-PA2895	AE004091.2	3249977	3250741	-	765	48	61	31	38
gene-PA2896	AE004091.2	3250738	3251322	-	585	18	44	23	42
gene-PA2897	AE004091.2	3251651	3253090	-	1440	136	183	89	190
gene-PA2898	AE004091.2	3253312	3253680	-	369	2	0	3	1
gene-PA2899	AE004091.2	3253766	3254404	-	639	34	43	10	29
gene-PA2900	AE004091.2	3254598	3255407	-	810	91	104	39	81
gene-PA2901	AE004091.2	3255407	3255766	-	360	99	99	89	210
gene-PA2902	AE004091.2	3255763	3256611	-	849	81	129	103	202
gene-PA2903	AE004091.2	3256681	3258360	-	1680	245	235	103	185
gene-PA2904	AE004091.2	3258353	3259105	-	753	62	71	39	88
gene-PA2905	AE004091.2	3259102	3259728	-	627	33	38	21	27
gene-PA2906	AE004091.2	3259725	3261185	-	1461	122	114	66	144
gene-PA2907	AE004091.2	3261522	3262769	+	1248	45	57	34	79
gene-PA2908	AE004091.2	3262762	3263862	+	1101	25	17	8	21
gene-PA2909	AE004091.2	3263859	3264587	+	729	15	17	12	13
gene-PA2910	AE004091.2	3264642	3265211	-	570	11	13	4	13
gene-PA2911	AE004091.2	3265848	3268004	+	2157	71	71	38	87
gene-PA2912	AE004091.2	3268057	3268830	+	774	10	11	4	5
gene-PA2913	AE004091.2	3268827	3269798	+	972	23	25	14	27
gene-PA2914	AE004091.2	3269795	3270826	+	1032	14	71	23	36
gene-PA2915	AE004091.2	3270827	3271693	-	867	15	41	15	31
gene-PA2916	AE004091.2	3271813	3272406	-	594	1	8	0	4
gene-PA2917	AE004091.2	3272457	3273293	-	837	53	56	14	66
gene-PA2918	AE004091.2	3273504	3274277	+	774	6	12	7	10
gene-PA2919	AE004091.2	3274328	3274585	+	258	1	3	1	3
gene-PA2920	AE004091.2	3274597	3276234	-	1638	23	32	14	29
gene-PA2921	AE004091.2	3276319	3277308	-	990	26	27	10	27
gene-PA2922	AE004091.2	3277409	3278578	+	1170	3	6	2	6
gene-PA2923	AE004091.2	3278638	3279423	+	786	2	3	1	6
gene-PA2924	AE004091.2	3279479	3280168	+	690	2	1	1	2
gene-PA2925	AE004091.2	3280165	3280878	+	714	5	10	7	10
gene-PA2926	AE004091.2	3280899	3281666	+	768	23	10	7	22
gene-PA2927	AE004091.2	3281988	3283319	+	1332	10	22	12	24
gene-PA2928	AE004091.2	3283375	3284598	-	1224	16	24	7	8
gene-PA2929	AE004091.2	3285007	3285621	-	615	11	4	1	6
gene-PA2930	AE004091.2	3285687	3286613	+	927	148	155	52	159
gene-PA2931	AE004091.2	3286624	3287214	-	591	21	34	21	23
gene-PA2932	AE004091.2	3287340	3288449	+	1110	2	0	3	5
gene-PA2933	AE004091.2	3288515	3289693	+	1179	5	6	0	1
gene-PA2934	AE004091.2	3289715	3290674	+	960	3	10	3	4
gene-PA2935	AE004091.2	3290694	3291173	-	480	20	19	2	11
gene-PA2936	AE004091.2	3291283	3291864	+	582	9	6	2	3
gene-PA2937	AE004091.2	3291960	3292268	+	309	2	4	1	3
gene-PA2938	AE004091.2	3292324	3293781	-	1458	12	9	6	5
gene-PA2939	AE004091.2	3294282	3295892	+	1611	22	17	3	8
gene-PA2940	AE004091.2	3295979	3297118	-	1140	19	20	10	24
gene-PA2941	AE004091.2	3297240	3297884	-	645	29	22	8	22
gene-PA2942	AE004091.2	3297905	3298921	-	1017	52	46	31	59
gene-PA2942.1	AE004091.2	3299022	3299269	+	248	27	19	23	54
gene-PA2943	AE004091.2	3299492	3300586	+	1095	26	28	16	22
gene-PA2944	AE004091.2	3300615	3304361	-	3747	199	216	116	269
gene-PA2945	AE004091.2	3304437	3305564	-	1128	91	103	57	121
gene-PA2946	AE004091.2	3305919	3307013	+	1095	100	132	35	87
gene-PA2947	AE004091.2	3307085	3307513	+	429	34	32	12	43
gene-PA2948	AE004091.2	3307510	3308262	+	753	28	27	15	45
gene-PA2949	AE004091.2	3308391	3309338	+	948	49	59	27	49
gene-PA2950	AE004091.2	3309411	3310607	-	1197	246	310	176	334
gene-PA2951	AE004091.2	3310792	3311721	-	930	643	718	214	528
gene-PA2952	AE004091.2	3311721	3312470	-	750	388	466	236	449
gene-PA2953	AE004091.2	3312791	3314446	+	1656	591	691	271	751
gene-PA2954	AE004091.2	3314495	3315064	-	570	15	23	10	17
gene-PA2955	AE004091.2	3315057	3315689	-	633	22	39	11	27
gene-PA2956	AE004091.2	3315754	3316650	-	897	66	44	22	69
gene-PA2957	AE004091.2	3316800	3317438	-	639	254	215	90	261
gene-PA2958	AE004091.2	3317524	3318657	+	1134	43	63	27	74
gene-PA2958.1	AE004091.2	3318663	3318859	+	197	43	61	21	66
gene-PA2959	AE004091.2	3318883	3319659	-	777	134	145	80	179
gene-PA2960	AE004091.2	3319674	3320030	-	357	246	349	135	370
gene-PA2961	AE004091.2	3320064	3321050	-	987	172	188	149	281
gene-PA2962	AE004091.2	3321043	3321675	-	633	53	63	49	91
gene-PA2963	AE004091.2	3321704	3322753	-	1050	137	195	93	217
gene-PA2964	AE004091.2	3322759	3323574	-	816	214	212	114	281
gene-PA2965	AE004091.2	3323574	3324818	-	1245	381	456	209	432
gene-PA2966	AE004091.2	3324947	3325183	-	237	640	648	721	1017
gene-PA2967	AE004091.2	3325379	3326122	-	744	346	413	203	408
gene-PA2968	AE004091.2	3326145	3327083	-	939	261	304	127	269
gene-PA2969	AE004091.2	3327189	3328169	-	981	197	248	128	240
gene-PA2970	AE004091.2	3328203	3328385	-	183	1151	1368	781	1428
