Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SERP0989	933	1160	730	770	882	631	95	57	159	102	19	69	host	arlR
gene-FDH45_gp032	0	0	0	13109	11413	11045	32940	38624	31995	74314	75566	88590	phage	gene-FDH45_gp032
gene-SERP0865	1538	969	1194	1118	1017	1062	246	82	265	150	17	100	host	glpP
gene-SERP2071	292	565	183	211	545	137	64	51	38	63	28	31	host	gene-SERP2071
gene-SERP0551	2284	1535	2032	1296	848	1641	179	86	300	197	17	118	host	gene-SERP0551
gene-SERP2088	391	344	314	217	346	166	56	24	43	44	12	36	host	gene-SERP2088
gene-FDH45_gp185	0	0	0	17492	13183	12118	49194	54130	57208	3500	6015	6027	phage	gene-FDH45_gp185
gene-SERP0984	611	279	509	393	260	390	57	14	34	40	0	19	host	gene-SERP0984
gene-SERP1866	1637	2135	1126	977	1627	806	270	209	284	104	30	68	host	gene-SERP1866
gene-SERP_tRNA-Asn-1	211	175	265	133	93	207	37	12	31	28	7	27	host	gene-SERP_tRNA-Asn-1
gene-SERP1065	1471	1030	1320	1079	1030	872	204	94	190	217	38	126	host	proC
gene-SERP2252	392	243	307	280	228	218	82	21	88	68	11	31	host	sepA
gene-SERP0294	905	791	688	687	438	645	124	49	160	75	10	55	host	gene-SERP0294
gene-FDH45_gp199	0	0	0	476	440	284	12138	7166	10707	17039	18651	18804	phage	gene-FDH45_gp199
gene-SERP0174	2652	2267	2221	2264	2360	1748	334	152	387	153	32	116	host	gene-SERP0174
gene-SERP1006	3334	4340	2341	2388	3655	1914	342	219	327	243	57	161	host	gene-SERP1006
gene-SERP1287	591	444	287	269	328	159	51	35	65	47	23	39	host	gene-SERP1287
gene-SERP0305	1248	874	830	821	658	709	153	59	201	164	23	75	host	gene-SERP0305
gene-SERP2358	172	127	134	146	156	113	22	15	43	31	2	24	host	gene-SERP2358
gene-SERP0857	10487	10037	7442	8663	9718	6284	1730	981	1701	613	165	589	host	gene-SERP0857
gene-SERP2267	788	447	547	685	538	585	144	102	196	88	35	67	host	gene-SERP2267
gene-SERP2373	270	337	245	207	261	199	28	9	35	28	2	10	host	gene-SERP2373
gene-SERP1413	37122	20660	38913	29899	27132	34037	4580	3622	6016	1748	671	2133	host	gene-SERP1413
gene-SERP0101	3658	3577	2118	2330	3597	1632	427	220	398	356	60	309	host	gene-SERP0101
gene-SERP1261	31648	46472	23352	20164	32700	14041	4288	2801	3580	2125	914	2007	host	pyk
gene-SERP1513	349	263	459	285	216	438	126	73	328	91	49	186	host	gene-SERP1513
gene-SERP2266	102	109	96	87	115	61	14	12	22	24	0	0	host	gene-SERP2266
gene-SERP0438	3849	6061	3479	4111	5987	2590	646	539	599	309	136	216	host	gene-SERP0438
gene-SERP0067	4849	2487	3248	2238	2731	1805	638	299	606	447	94	378	host	xpt
gene-SERP0888	497	297	419	326	249	265	50	24	54	75	2	19	host	gene-SERP0888
gene-SERP0733	1809	1814	1527	1297	1371	1285	195	74	234	116	23	80	host	murI
gene-SERP0575	3923	3871	2720	2204	3242	1818	503	295	495	253	70	200	host	trpS
gene-SERP0701	13010	9209	9435	8575	5102	8661	1285	453	1331	787	96	492	host	gene-SERP0701
gene-SERP0133	3168	3502	2805	2590	1770	2445	528	256	873	385	75	283	host	ispE
gene-SERP0198	176	216	180	166	171	137	15	9	27	25	8	13	host	gene-SERP0198
gene-FDH45_gp131	0	0	0	15243	9537	11840	30128	36619	31371	7849	2821	3866	phage	gene-FDH45_gp131
gene-SERP1344	3023	2554	2204	2194	2427	1894	450	260	502	268	66	179	host	spc-2
gene-SERP1999	1752	2066	1110	1369	1178	1117	186	113	294	178	31	110	host	gene-SERP1999
gene-SERP1299	41364	30673	35323	32254	27467	30843	3661	2135	3992	1726	436	1504	host	gene-SERP1299
gene-SERP1418	832	715	724	580	684	402	94	50	107	50	5	53	host	gene-SERP1418
gene-SERP1867	11	15	12	11	13	6	3	0	0	0	0	0	host	gene-SERP1867
gene-SERP0562	2379	2496	1541	1563	2195	1253	248	117	263	193	31	137	host	gene-SERP0562
gene-SERP2204	700	1183	670	559	880	576	63	50	91	55	4	51	host	gene-SERP2204
gene-SERP0069	13703	7782	9802	6801	6938	5459	1965	918	1980	971	232	991	host	guaB
gene-FDH45_gp071	0	0	0	14333	16299	10152	288205	270056	251676	43467	85472	69236	phage	gene-FDH45_gp071
gene-SERP2034	8914	5293	12530	8239	4974	12603	1295	582	2142	1344	190	845	host	gene-SERP2034
gene-SERP0288	605	667	490	444	487	362	54	28	61	27	10	19	host	gene-SERP0288
gene-SERP0364	8142	1749	5456	3251	1544	2605	580	137	541	527	74	371	host	saeS
gene-SERP2366	30176	18708	253	8933	4737	167	1332	450	58	455	142	19	host	pflB
gene-SERP1121	2154	1330	1673	1574	1046	1605	182	96	289	253	30	110	host	gene-SERP1121
gene-SERP1262	12266	18243	7701	7290	12080	4650	1628	869	1293	797	241	793	host	pfkA
gene-SERP0818	3012	1876	1600	2081	1521	1796	320	206	439	507	44	168	host	xerC
gene-SERP2033	175	154	184	151	160	111	20	12	24	29	1	10	host	gene-SERP2033
gene-FDH45_gp079	0	0	0	2984	2432	2948	34210	37026	35006	3664	4153	4423	phage	gene-FDH45_gp079
gene-SERP0774	1802	2490	1083	1209	1942	886	152	115	215	110	25	116	host	gene-SERP0774
gene-SERP0931	1598	2516	1120	1248	1789	909	183	136	207	172	31	83	host	msrA-1
gene-FDH45_gp138	0	0	0	12026	7307	8161	28315	34303	33137	1669	2367	2783	phage	gene-FDH45_gp138
gene-SERP0731	9825	7148	3258	4485	5095	4437	1050	697	1799	472	167	591	host	gene-SERP0731
gene-SERP2029	7812	4825	8277	6784	5128	5581	1114	525	1191	417	97	399	host	gene-SERP2029
gene-SERP_tRNA-Leu-2	561	443	419	595	456	552	230	127	262	82	39	70	host	gene-SERP_tRNA-Leu-2
gene-SERP0396	3453	5571	1757	1778	2003	1459	233	150	294	204	49	206	host	nrdI-1
gene-SERP2157	857	554	392	360	307	298	53	41	69	40	7	19	host	gene-SERP2157
gene-SERP0508	554	473	660	584	446	492	63	25	88	84	4	42	host	gene-SERP0508
gene-SERP0492	520	140	326	300	135	287	61	15	34	25	2	17	host	gene-SERP0492
gene-SERP0556	19079	25919	10241	10807	17676	6575	1749	1164	1469	839	306	804	host	gene-SERP0556
gene-SERP0380	633	645	537	600	526	480	117	86	138	125	22	49	host	gene-SERP0380
gene-FDH45_gp025	0	0	0	4653	2520	3652	4319	4379	4046	465	722	1027	phage	gene-FDH45_gp025
gene-FDH45_gp011	0	0	0	3969	3768	3338	120105	58446	70355	1442531	1558582	1550940	phage	gene-FDH45_gp011
gene-SERP1304	1261	1523	788	1034	1366	749	199	119	150	93	17	42	host	gene-SERP1304
gene-SERP0977	4291	2051	4350	2701	2058	4004	490	171	689	441	55	284	host	brnQ-1
gene-SERP2335	5	2	8	4	3	0	0	1	2	0	0	0	host	gene-SERP2335
gene-SERP2153	1218	1200	1096	984	1292	824	121	64	149	137	22	80	host	gene-SERP2153
gene-SERP0117	42	46	33	44	42	18	8	1	12	6	2	3	host	gene-SERP0117
gene-SERP2084	8677	6408	9351	8645	8135	7151	919	717	1142	475	201	472	host	aldA-2
gene-SERP0459	59	9	31	51	18	23	15	1	9	15	3	7	host	gene-SERP0459
gene-SERP0974	1149	1624	646	789	855	461	86	73	90	50	13	40	host	gene-SERP0974
gene-SERP2031	10349	7474	10269	9025	8578	6128	1588	1124	1733	504	194	686	host	gene-SERP2031
gene-SERP1718	7382	10096	4985	6647	8467	4827	1217	761	1256	396	208	423	host	upp
gene-SERP1534	799	722	513	698	369	511	358	248	482	134	58	151	host	gene-SERP1534
gene-SERP0979	2617	2611	1961	1927	2182	1653	310	130	349	155	57	133	host	gene-SERP0979
gene-SERP2208	418	298	308	295	264	234	47	21	51	76	7	28	host	gene-SERP2208
gene-SERP1510	215	157	274	193	169	259	90	45	205	55	30	115	host	nrdF-2
gene-SERP1677	8919	6076	11205	8871	7528	7507	1072	635	1275	708	124	516	host	rpoF
gene-SERP2214	107	26	103	58	29	69	12	4	23	8	0	5	host	gene-SERP2214
gene-SERP0582	3380	4295	2392	2204	3267	1618	299	189	253	221	67	169	host	gene-SERP0582
gene-SERP1743	8995	10070	5671	6424	8457	4538	1048	740	1014	718	203	573	host	deoB
gene-SERP2150	2039	1305	1348	1283	1927	927	259	182	204	145	34	138	host	panD
gene-SERP2519	1513	522	702	750	369	435	124	48	82	77	9	26	host	mecI
gene-SERP0390	3894	5072	2581	2831	4062	1961	353	284	352	305	55	180	host	bmrU
gene-SERP1077	3508	3041	3753	2579	4364	2676	630	375	758	430	120	342	host	gene-SERP1077
gene-SERP1482	2496	1816	1704	1906	1289	1508	241	111	298	375	29	135	host	gene-SERP1482
gene-SERP0261	2131	1644	1391	1109	1035	1007	192	88	229	177	22	120	host	gene-SERP0261
gene-SERP0749	7336	6112	7769	6379	6535	6134	1058	444	1305	595	111	463	host	gene-SERP0749
gene-SERP1313	4361	3355	4329	3573	3444	3341	528	231	626	437	78	269	host	gene-SERP1313
gene-SERP2179	5714	2723	10578	4787	5585	7361	882	462	1223	1042	115	542	host	gene-SERP2179
gene-SERP1996	474	447	603	388	557	401	80	45	103	104	9	32	host	gene-SERP1996
gene-FDH45_gp075	0	0	0	4420	4674	2521	51318	47098	46828	279890	172925	233058	phage	gene-FDH45_gp075
gene-SERP0149	3391	3232	3109	2654	3002	2286	373	194	377	271	42	177	host	hpt
gene-SERP0334	1186	1349	1235	986	1164	772	133	96	150	106	26	83	host	gene-SERP0334
gene-SERP0584	150	185	143	113	149	85	22	4	18	9	1	4	host	gene-SERP0584
gene-SERP1114	5586	5218	3972	3525	3512	3220	460	210	521	255	39	216	host	gene-SERP1114
gene-SERP1619	217	246	226	209	155	240	62	51	167	38	11	80	host	gene-SERP1619
gene-SERP1388	996	690	943	676	587	744	88	42	127	81	9	46	host	gene-SERP1388
gene-SERP1548	32	13	15	12	6	10	5	1	6	2	0	4	host	gene-SERP1548
gene-SERP0868	2722	24401	9128	10571	4987	4177	1344	480	680	472	143	249	host	glpD
gene-SERP2271	7542	5287	8507	5789	6900	6107	705	385	765	411	69	352	host	gene-SERP2271
gene-SERP1981	1307	5942	1048	1548	1961	991	179	135	195	166	26	71	host	gene-SERP1981
gene-SERP2415	189	78	163	131	77	106	19	2	17	29	5	10	host	gene-SERP2415
gene-SERP1057	3087	3073	2606	2105	2076	2095	287	133	349	170	37	165	host	scpB
gene-SERP0136	22074	18110	20684	20071	17707	15769	5597	4268	5513	1208	478	1303	host	spoVG
gene-SERP2355	211	108	192	163	140	145	29	15	37	52	3	18	host	gene-SERP2355
gene-SERP0359	25354	10533	3524	5092	5626	3214	1001	675	1987	628	185	494	host	fruA
gene-SERP_SeSRP1	4396	4215	2729	3762	3278	2825	2321	1107	1810	1402	784	1177	host	gene-SERP_SeSRP1
gene-SERP2352	721	404	324	312	202	302	46	33	82	109	10	40	host	arcC
gene-SERP1740	2094	1719	873	883	1027	679	219	87	252	153	17	142	host	gene-SERP1740
gene-SERP1434	1220	470	1033	963	615	743	279	95	250	252	25	103	host	gene-SERP1434
gene-SERP0686	768	357	709	839	724	613	189	70	214	339	25	145	host	potA
gene-SERP1536	39	17	24	7	15	34	9	3	20	7	4	18	host	gene-SERP1536
gene-SERP1137	5072	6820	3181	3577	5067	2534	524	353	481	266	102	204	host	gene-SERP1137
gene-SERP1440	2147	1899	1240	1196	1147	1311	270	122	403	139	26	143	host	putP
gene-SERP2169	1095	960	744	581	608	514	102	47	123	99	25	61	host	gene-SERP2169
gene-SERP0625	86	59	63	74	59	65	7	5	14	21	0	2	host	gene-SERP0625
gene-SERP2416	150	74	123	106	65	83	21	4	14	19	4	7	host	gene-SERP2416
gene-SERP1402	6783	4441	3299	4027	2856	2886	468	311	585	796	53	306	host	gene-SERP1402
gene-SERP1273	7854	13816	2288	3253	5934	1765	919	752	695	314	185	298	host	gene-SERP1273
gene-SERP1010	1511	1286	1225	1328	1260	1107	231	88	233	302	25	100	host	gene-SERP1010
gene-SERP1295	4873	11700	1784	3717	5084	867	1021	432	702	559	165	521	host	fhs
gene-SERP0129	5718	4653	6634	6410	5631	6487	1295	556	1617	622	132	566	host	gene-SERP0129
gene-SERP0798	5337	3897	4398	4161	3378	4287	776	388	1037	447	121	372	host	acpP
gene-SERP0287	1205	781	1312	1038	1003	1128	146	84	199	134	10	62	host	gene-SERP0287
gene-SERP0160	874	925	751	721	737	650	166	108	192	166	48	78	host	gene-SERP0160
gene-SERP1846	344	116	357	348	124	296	30	13	80	147	6	32	host	gene-SERP1846
gene-SERP2188	663	801	357	429	318	224	69	33	54	29	7	22	host	gene-SERP2188
gene-SERP2518	1158	290	367	495	167	219	67	28	17	28	8	6	host	gene-SERP2518
gene-SERP0185	26127	11111	38750	22342	12895	33649	3420	1336	6230	2005	325	1659	host	gene-SERP0185
gene-SERP0476	2080	2351	1225	1207	1289	1283	213	99	272	176	22	135	host	gene-SERP0476
gene-SERP0727	3788	3619	4062	4109	4085	3548	615	302	873	495	80	295	host	gene-SERP0727
gene-SERP0381	24	5	12	13	2	4	3	7	1	12	2	2	host	gene-SERP0381
gene-SERP1220	26784	22408	23306	16894	14713	17606	2365	1039	3241	2190	296	1744	host	ermA-1
gene-SERP0045	11740	6068	15894	8918	6083	14841	2028	854	3305	1098	221	1013	host	ssb
gene-SERP0471	1232	1168	1189	974	941	964	106	54	122	49	6	48	host	gene-SERP0471
gene-SERP1472	1590	782	1291	1391	605	882	126	54	132	291	14	81	host	gene-SERP1472
gene-SERP1792	466	264	145	209	181	123	49	25	51	44	14	26	host	lacD
gene-SERP2296	5720	1090	2859	3294	840	2949	562	71	744	585	32	335	host	icaC
gene-SERP0217	29982	22914	31441	27171	23966	26698	3871	2890	4591	1509	633	1622	host	gene-SERP0217
gene-SERP0596	422	266	342	285	278	211	64	38	63	27	7	22	host	gene-SERP0596
gene-FDH45_gp085	0	0	0	20466	16949	16571	68295	100158	75421	23625	28219	27261	phage	gene-FDH45_gp085
gene-SERP1264	2153	2048	2316	1724	2115	1698	368	182	383	248	41	201	host	accD
gene-SERP1785	8444	6464	7210	6843	7114	5363	1054	745	1136	436	161	471	host	gene-SERP1785
gene-SERP2010	3033	1828	2948	2061	1745	2050	179	67	162	165	10	102	host	gene-SERP2010
gene-SERP0703	5283	5985	6101	5374	4811	5617	581	252	743	495	76	289	host	gene-SERP0703
gene-SERP1060	3659	3863	2925	3552	3864	2742	614	257	641	525	67	255	host	xerD
gene-SERP2114	42344	9673	9562	11986	7059	8503	3174	1683	6559	1608	280	1393	host	gene-SERP2114
gene-SERP0513	847	796	519	603	509	440	104	48	80	72	6	26	host	gene-SERP0513
gene-SERP1907	1083	751	857	568	606	493	76	24	58	51	8	47	host	gene-SERP1907
gene-SERP1073	108	63	69	71	39	52	9	4	19	3	1	3	host	gene-SERP1073
gene-SERP2207	657	746	362	325	476	270	54	36	71	39	17	27	host	gene-SERP2207
gene-SERP1184	2257	2096	1938	1622	1500	1457	225	132	253	186	30	95	host	gene-SERP1184
gene-FDH45_gp200	0	0	0	439	437	290	12102	7596	10676	17497	20179	20522	phage	gene-FDH45_gp200
gene-SERP2447	271	189	258	219	126	126	32	6	30	37	3	11	host	gene-SERP2447
gene-SERP1442	4636	4166	4422	4136	4507	3379	680	289	682	462	77	324	host	ligA
gene-SERP0572	430	1057	169	422	257	272	72	47	86	32	13	27	host	oppD
gene-SERP0917	1646	1710	1421	1224	1112	1009	187	92	202	119	29	134	host	sbcD
gene-FDH45_gp035	0	0	0	6189	4627	4751	11232	13903	11902	15060	14107	16364	phage	gene-FDH45_gp035
gene-SERP2330	610	628	556	425	679	391	88	61	82	81	20	31	host	gene-SERP2330
gene-SERP2396	57	55	37	40	34	24	7	2	6	12	0	4	host	bioD
gene-SERP0748	6597	6239	6732	6018	6486	5822	899	496	1211	573	128	441	host	murD
gene-SERP2449	350	281	226	237	251	151	26	18	33	13	8	13	host	gene-SERP2449
gene-SERP2533	10351	11332	6923	8364	9195	5924	1496	773	1269	671	141	533	host	yycG
gene-SERP0303	9155	10467	6062	6788	8453	5339	977	558	909	635	126	391	host	abcA
gene-SERP0896	327	256	137	154	175	153	30	14	34	25	4	6	host	gene-SERP0896
gene-SERP2013	3551	3325	2330	2009	2154	1819	385	232	480	266	66	203	host	gene-SERP2013
gene-SERP1214	1091	931	707	701	537	591	177	82	192	131	21	71	host	gene-SERP1214
gene-SERP1462	1116	601	845	786	377	647	138	29	136	152	5	58	host	gene-SERP1462
gene-SERP1985	424	7332	189	665	1215	148	60	92	16	46	27	18	host	narJ
gene-SERP2365	10073	7245	318	4470	1887	303	598	256	154	211	61	26	host	pflA
gene-SERP_tRNA-Met-3	2182	1459	3303	2051	1205	3183	448	154	432	162	41	139	host	gene-SERP_tRNA-Met-3
gene-SERP1411	1408	2231	798	947	1171	648	124	81	114	65	16	50	host	gene-SERP1411
gene-SERP0448	1979	1363	1785	1417	1104	1606	279	137	291	211	26	115	host	secG
gene-SERP1216	97	40	59	56	51	46	12	1	9	3	0	5	host	gene-SERP1216
gene-SERP1623	2551	1784	4792	1912	1478	4545	1300	784	3750	935	415	2655	host	gene-SERP1623
gene-SERP0206	3335	3003	2701	2541	3152	2240	453	227	506	317	82	233	host	gene-SERP0206
gene-SERP2257	3858	7065	148	642	954	102	70	86	18	43	16	6	host	gene-SERP2257
gene-SERP0374	579	416	367	370	228	296	51	22	58	67	3	22	host	pabA
gene-SERP0928	1689	1336	1182	999	999	957	156	47	174	85	10	89	host	gene-SERP0928
gene-SERP1170	2126	1499	688	1294	1191	745	227	98	206	105	35	90	host	gene-SERP1170
gene-SERP1447	1187	1122	768	812	797	571	106	50	141	148	11	69	host	gene-SERP1447
gene-SERP1241	2403	2274	1950	1563	1932	1463	272	155	287	204	42	178	host	gene-SERP1241
gene-SERP1039	6460	5339	5465	4184	4352	3836	600	293	698	524	83	278	host	gene-SERP1039
gene-SERP1249	1231	1393	884	785	1089	778	93	68	150	107	16	81	host	gene-SERP1249
gene-SERP1544	1188	726	848	627	525	563	129	38	157	97	10	73	host	gene-SERP1544
gene-SERP0224	3834	2680	3522	2761	2002	3345	2202	1464	3518	1673	760	2118	host	gene-SERP0224
gene-SERP_tRNA-Val-1	198	210	262	166	99	209	58	30	52	29	10	27	host	gene-SERP_tRNA-Val-1
gene-SERP1952	3586	1247	4225	2044	1902	1928	377	120	276	209	44	127	host	gene-SERP1952
gene-SERP1702	520	111	201	370	143	158	56	7	39	168	3	32	host	sceD
gene-SERP0276	1321	1954	936	958	1432	740	144	64	114	118	31	46	host	gene-SERP0276
gene-SERP0578	13210	13467	11076	10304	11800	7779	1295	1116	1594	1215	220	834	host	gene-SERP0578
gene-SERP1944	4840	2902	7015	4020	3312	7632	869	434	1696	594	122	541	host	gene-SERP1944
gene-SERP0016	872	390	777	577	419	568	108	41	152	133	9	81	host	gene-SERP0016
gene-FDH45_gp195	0	0	0	835	639	570	8624	4869	7423	42384	33538	42011	phage	gene-FDH45_gp195
gene-SERP1339	1826	1795	1418	1198	1555	1046	175	120	223	207	26	110	host	gene-SERP1339
gene-SERP0085	13151	10602	1985	5097	1919	2431	955	309	957	414	78	287	host	gene-SERP0085
gene-SERP2171	46	47	28	37	48	32	7	7	9	6	0	5	host	gene-SERP2171
gene-SERP1257	1370	1028	676	829	1110	715	197	152	308	176	42	122	host	icd
gene-FDH45_gp077	0	0	0	16722	11744	13463	70256	75188	85930	4924	6538	8255	phage	gene-FDH45_gp077
gene-SERP0655	4364	2495	2587	6226	6954	573	1206	564	496	477	182	321	host	purF
gene-SERP1514	33	35	45	35	20	30	9	8	22	9	4	18	host	gene-SERP1514
gene-SERP0181	34451	20690	55588	35346	23919	66270	7597	3702	14421	5412	788	3649	host	rplL
gene-SERP2390	183	169	199	158	163	171	20	8	27	22	5	23	host	sspB
gene-SERP1532	56	18	47	38	17	31	20	7	27	6	3	18	host	gene-SERP1532
gene-FDH45_gp040	0	1	0	19014	19753	16160	311878	273558	291677	605472	551543	605733	phage	gene-FDH45_gp040
gene-SERP0550	16135	21442	11091	9718	17389	6924	1705	1342	1716	844	378	824	host	pgi
gene-SERP0460	222	58	115	126	66	94	33	3	21	29	1	29	host	gene-SERP0460
gene-SERP1260	16599	14332	11396	9975	9569	9539	1746	759	1947	808	146	729	host	gene-SERP1260
gene-SERP1495	2894	2260	2589	1944	2269	2095	401	223	504	256	59	199	host	cscA
gene-SERP0716	1942	1672	1818	1538	1520	1443	184	106	251	204	24	103	host	gene-SERP0716
gene-FDH45_gp113	0	0	0	12209	10754	8537	55866	81055	71601	3181	5813	4923	phage	gene-FDH45_gp113
gene-SERP0021	205	198	180	147	193	141	20	22	25	54	3	20	host	gene-SERP0021
gene-SERP1017	8284	8765	7430	6662	7935	5644	697	461	861	496	93	369	host	gene-SERP1017
gene-SERP1909	728	307	526	445	331	477	68	36	126	57	3	43	host	gene-SERP1909
gene-SERP2499	294	147	300	248	164	209	58	16	69	51	6	37	host	gene-SERP2499
gene-SERP1277	7764	7644	4879	4683	7021	3606	717	749	825	406	150	345	host	gene-SERP1277
gene-SERP1721	674	346	799	617	500	725	118	44	180	168	17	85	host	gene-SERP1721
gene-SERP1678	6498	4490	8336	6424	6150	5372	779	468	1006	430	133	351	host	rsbW
gene-SERP0867	9420	7786	9991	10778	8021	10215	1869	903	2718	813	223	807	host	glpK
gene-SERP1744	2809	3553	1732	2149	2877	1438	469	285	485	265	115	248	host	pdp
gene-SERP2051	8100	8621	1276	2661	2139	907	650	246	225	180	45	107	host	gene-SERP2051
gene-SERP0859	1183	922	886	820	866	721	223	134	241	64	30	80	host	gene-SERP0859
gene-SERP1529	47	28	48	35	22	54	7	10	37	9	0	11	host	gene-SERP1529
gene-SERP1043	7382	8924	6583	5359	7274	4940	900	522	1050	500	148	449	host	gene-SERP1043
gene-SERP0073	3402	2564	2635	1904	1750	1876	352	174	533	216	52	203	host	gene-SERP0073
gene-SERP2439	3914	2112	2408	1710	1168	1673	282	114	502	243	39	283	host	gene-SERP2439
gene-SERP_tRNA-Pro-2	3034	2241	3910	2747	1950	4087	481	237	662	192	59	186	host	gene-SERP_tRNA-Pro-2
gene-SERP2475	2970	1425	1824	1697	1445	1408	285	112	294	152	23	125	host	gene-SERP2475
gene-SERP1756	2381	2343	1824	1786	2292	1259	405	247	391	363	71	237	host	gene-SERP1756
gene-SERP0985	4379	1957	1862	1933	1762	1453	418	259	850	334	61	248	host	sucB
gene-SERP2021	799	516	532	690	531	465	88	49	72	123	9	39	host	gene-SERP2021
gene-SERP1861	1735	1332	743	659	726	577	119	53	147	78	19	65	host	modA
gene-FDH45_gp081	0	0	0	9175	7909	6693	61813	73178	60715	16988	19715	18709	phage	gene-FDH45_gp081
gene-SERP2379	1629	3205	506	984	1711	464	140	138	82	73	33	52	host	gene-SERP2379
gene-SERP1849	3034	2160	2513	2368	1459	2075	768	224	646	451	51	225	host	sarV
gene-SERP0788	2021	2176	1346	1185	1456	1105	179	103	182	176	52	113	host	rpe
gene-SERP1708	13076	7829	11054	11397	7377	10983	2644	1053	3451	1010	220	987	host	atpC
gene-SERP1420	12284	10002	10928	10290	9540	9333	1342	1058	1725	762	172	667	host	gene-SERP1420
gene-SERP0124	3070	2394	2522	2245	1585	2338	384	184	506	260	31	153	host	gene-SERP0124
gene-SERP1633	2139	1198	3513	1586	1009	3627	1127	613	2892	692	309	1913	host	gene-SERP1633
gene-SERP0478	228	329	120	192	201	108	35	20	20	14	5	10	host	gene-SERP0478
gene-SERP2295	10694	2122	5648	6035	1262	5364	1288	105	1477	1200	48	731	host	icaB
gene-SERP1298	20465	19730	16078	15983	18825	13065	2344	1624	2345	1005	370	1016	host	gene-SERP1298
gene-SERP1511	87	74	135	102	71	116	40	28	94	18	18	48	host	gene-SERP1511
gene-SERP1586	136	52	101	113	79	103	15	16	24	6	1	5	host	gene-SERP1586
gene-SERP0442	120268	182672	64779	68679	95653	47504	15777	12727	13282	5850	2167	5353	host	gapA-1
gene-SERP0545	2445	2128	1264	1112	1520	1021	362	169	350	130	65	186	host	rocD
gene-SERP2495	105	33	69	53	47	59	12	7	20	25	0	5	host	gene-SERP2495
gene-SERP0351	564	274	633	456	407	437	58	22	88	59	8	46	host	gene-SERP0351
gene-SERP_tRNA-Lys-2	2489	1781	3328	2334	1435	3340	450	199	500	189	49	226	host	gene-SERP_tRNA-Lys-2
gene-SERP0637	1505	577	1767	1167	1007	1359	144	67	180	86	16	68	host	gene-SERP0637
gene-SERP0827	3790	2842	4282	2694	2092	3771	332	173	552	367	38	211	host	uppS
gene-SERP1614	42	24	41	31	17	27	40	17	42	35	5	50	host	gene-SERP1614
gene-SERP0130	2016	1999	2093	1838	1714	1811	251	109	289	98	23	107	host	gene-SERP0130
gene-SERP1198	1767	2070	2036	1556	1795	1539	265	130	280	205	34	110	host	apt
gene-SERP0346	101	133	59	42	56	51	3	7	9	0	2	9	host	gene-SERP0346
gene-SERP0089	827	860	752	674	763	575	140	55	126	78	24	63	host	gene-SERP0089
gene-SERP0963	4726	3098	976	1523	644	1407	165	75	175	83	14	50	host	lysC
gene-FDH45_gp158	0	1	0	5539	3975	4345	41485	44417	42827	3001	4667	5202	phage	gene-FDH45_gp158
gene-SERP0875	18486	12344	20929	19224	8446	16408	5717	1927	5586	1529	470	1458	host	glnR
gene-SERP2461	16595	17757	7010	10509	10852	8027	1597	848	1661	616	185	657	host	gene-SERP2461
gene-SERP0037	150	65	86	90	43	71	19	5	14	6	2	14	host	gene-SERP0037
gene-SERP0922	2572	3297	1928	2263	2330	1735	254	121	266	150	25	106	host	gene-SERP0922
gene-SERP1892	1453	1103	1218	1112	1018	974	138	78	157	73	15	57	host	gene-SERP1892
gene-SERP2270	1115	724	1344	967	797	1128	164	80	231	186	26	120	host	gene-SERP2270
gene-SERP2424	76	51	57	53	29	36	4	1	29	5	0	9	host	gene-SERP2424
gene-SERP0443	28225	39492	13975	17045	15009	8520	2609	1363	2032	1274	467	1334	host	pgk
gene-SERP0714	1819	1096	1835	1264	1083	1385	139	56	190	125	6	71	host	gene-SERP0714
gene-SERP0659	11082	3635	8206	7127	9694	1820	1533	843	637	576	177	456	host	purD
gene-SERP1598	699	640	789	540	384	774	376	287	728	313	112	556	host	gene-SERP1598
gene-SERP1730	241	270	242	209	249	223	64	44	55	45	14	32	host	gene-SERP1730
gene-SERP1863	1187	1272	901	902	986	833	98	66	141	103	15	66	host	gene-SERP1863
gene-SERP_tRNA-Lys-3	263	171	335	367	164	506	59	22	66	41	9	14	host	gene-SERP_tRNA-Lys-3
gene-FDH45_gp010	0	2	0	2334	2068	1563	138011	68260	92393	528125	648437	575634	phage	gene-FDH45_gp010
gene-SERP0831	7575	5753	8069	6537	7497	5928	1157	631	1511	810	159	603	host	gene-SERP0831
gene-SERP0414	6206	7940	4730	4391	4813	3898	455	311	458	272	55	226	host	gene-SERP0414
gene-SERP0115	2467	2776	2012	2006	2524	1579	306	178	328	146	52	159	host	gene-SERP0115
gene-SERP1226	135	39	58	81	30	88	18	6	15	19	0	8	host	gene-SERP1226
gene-FDH45_gp102	0	0	0	11917	7940	8536	16267	23959	19923	1088	1569	1685	phage	gene-FDH45_gp102
gene-SERP0279	324	178	399	264	173	213	31	9	47	26	7	7	host	gene-SERP0279
gene-FDH45_gp176	0	0	0	16280	13032	12667	116268	130333	111920	16421	28789	25992	phage	gene-FDH45_gp176
gene-SERP0816	11313	4740	9819	9288	5399	8437	1273	552	1922	2926	160	931	host	topA
gene-SERP0601	6016	4546	6703	3354	4235	4222	541	363	816	354	88	379	host	fabI
