# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715797_sorted.bam" "SRR29715796_sorted.bam" "SRR29715803_sorted.bam" "SRR29715802_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715797_sorted.bam	SRR29715796_sorted.bam	SRR29715803_sorted.bam	SRR29715802_sorted.bam
gene-PA2884	AE004091.2	3236194	3236958	+	765	97	149	73	72
gene-PA2885	AE004091.2	3236959	3237555	-	597	86	130	50	51
gene-PA2886	AE004091.2	3237836	3239638	+	1803	5	30	13	7
gene-PA2887	AE004091.2	3239711	3240589	+	879	20	18	5	5
gene-PA2888	AE004091.2	3240591	3242207	+	1617	14	13	9	9
gene-PA2889	AE004091.2	3242324	3243484	+	1161	7	9	12	10
gene-PA2890	AE004091.2	3243505	3244299	+	795	6	9	7	3
gene-PA2891	AE004091.2	3244345	3246330	+	1986	7	17	19	6
gene-PA2892	AE004091.2	3246382	3247206	+	825	7	5	12	4
gene-PA2893	AE004091.2	3247369	3249195	+	1827	96	86	41	23
gene-PA2894	AE004091.2	3249209	3249631	-	423	27	32	12	15
gene-PA2895	AE004091.2	3249977	3250741	-	765	49	51	36	18
gene-PA2896	AE004091.2	3250738	3251322	-	585	34	66	35	22
gene-PA2897	AE004091.2	3251651	3253090	-	1440	185	241	135	110
gene-PA2898	AE004091.2	3253312	3253680	-	369	0	4	2	1
gene-PA2899	AE004091.2	3253766	3254404	-	639	42	50	32	18
gene-PA2900	AE004091.2	3254598	3255407	-	810	84	118	74	68
gene-PA2901	AE004091.2	3255407	3255766	-	360	133	133	204	113
gene-PA2902	AE004091.2	3255763	3256611	-	849	149	160	163	106
gene-PA2903	AE004091.2	3256681	3258360	-	1680	198	209	211	136
gene-PA2904	AE004091.2	3258353	3259105	-	753	66	112	66	55
gene-PA2905	AE004091.2	3259102	3259728	-	627	30	33	21	15
gene-PA2906	AE004091.2	3259725	3261185	-	1461	120	141	127	93
gene-PA2907	AE004091.2	3261522	3262769	+	1248	59	71	59	22
gene-PA2908	AE004091.2	3262762	3263862	+	1101	9	33	13	17
gene-PA2909	AE004091.2	3263859	3264587	+	729	18	28	12	14
gene-PA2910	AE004091.2	3264642	3265211	-	570	12	19	12	5
gene-PA2911	AE004091.2	3265848	3268004	+	2157	65	75	54	34
gene-PA2912	AE004091.2	3268057	3268830	+	774	15	14	8	12
gene-PA2913	AE004091.2	3268827	3269798	+	972	28	26	37	23
gene-PA2914	AE004091.2	3269795	3270826	+	1032	45	42	35	19
gene-PA2915	AE004091.2	3270827	3271693	-	867	44	38	20	16
gene-PA2916	AE004091.2	3271813	3272406	-	594	4	4	4	0
gene-PA2917	AE004091.2	3272457	3273293	-	837	57	92	37	29
gene-PA2918	AE004091.2	3273504	3274277	+	774	8	17	4	9
gene-PA2919	AE004091.2	3274328	3274585	+	258	2	1	0	1
gene-PA2920	AE004091.2	3274597	3276234	-	1638	34	40	20	16
gene-PA2921	AE004091.2	3276319	3277308	-	990	29	37	21	11
gene-PA2922	AE004091.2	3277409	3278578	+	1170	4	4	1	2
gene-PA2923	AE004091.2	3278638	3279423	+	786	4	6	4	1
gene-PA2924	AE004091.2	3279479	3280168	+	690	1	5	4	3
gene-PA2925	AE004091.2	3280165	3280878	+	714	12	12	8	6
gene-PA2926	AE004091.2	3280899	3281666	+	768	12	30	22	12
gene-PA2927	AE004091.2	3281988	3283319	+	1332	15	44	22	14
gene-PA2928	AE004091.2	3283375	3284598	-	1224	19	36	14	11
gene-PA2929	AE004091.2	3285007	3285621	-	615	2	19	7	2
gene-PA2930	AE004091.2	3285687	3286613	+	927	110	177	81	92
gene-PA2931	AE004091.2	3286624	3287214	-	591	19	33	21	12
gene-PA2932	AE004091.2	3287340	3288449	+	1110	7	9	8	2
gene-PA2933	AE004091.2	3288515	3289693	+	1179	3	7	0	1
gene-PA2934	AE004091.2	3289715	3290674	+	960	13	2	10	3
gene-PA2935	AE004091.2	3290694	3291173	-	480	23	20	8	0
gene-PA2936	AE004091.2	3291283	3291864	+	582	6	7	3	2
gene-PA2937	AE004091.2	3291960	3292268	+	309	6	3	5	4
gene-PA2938	AE004091.2	3292324	3293781	-	1458	14	13	10	5
gene-PA2939	AE004091.2	3294282	3295892	+	1611	19	19	13	8
gene-PA2940	AE004091.2	3295979	3297118	-	1140	18	39	16	12
gene-PA2941	AE004091.2	3297240	3297884	-	645	33	29	28	21
gene-PA2942	AE004091.2	3297905	3298921	-	1017	71	105	51	45
gene-PA2942.1	AE004091.2	3299022	3299269	+	248	46	71	43	33
gene-PA2943	AE004091.2	3299492	3300586	+	1095	21	35	28	22
gene-PA2944	AE004091.2	3300615	3304361	-	3747	217	237	255	145
gene-PA2945	AE004091.2	3304437	3305564	-	1128	142	174	113	69
gene-PA2946	AE004091.2	3305919	3307013	+	1095	134	193	75	89
gene-PA2947	AE004091.2	3307085	3307513	+	429	31	34	31	27
gene-PA2948	AE004091.2	3307510	3308262	+	753	22	42	35	35
gene-PA2949	AE004091.2	3308391	3309338	+	948	72	98	64	36
gene-PA2950	AE004091.2	3309411	3310607	-	1197	292	359	273	217
gene-PA2951	AE004091.2	3310792	3311721	-	930	544	681	313	248
gene-PA2952	AE004091.2	3311721	3312470	-	750	420	560	307	277
gene-PA2953	AE004091.2	3312791	3314446	+	1656	802	918	593	420
gene-PA2954	AE004091.2	3314495	3315064	-	570	26	24	25	15
gene-PA2955	AE004091.2	3315057	3315689	-	633	28	47	21	14
gene-PA2956	AE004091.2	3315754	3316650	-	897	75	95	31	51
gene-PA2957	AE004091.2	3316800	3317438	-	639	318	347	258	126
gene-PA2958	AE004091.2	3317524	3318657	+	1134	51	78	60	37
gene-PA2958.1	AE004091.2	3318663	3318859	+	197	60	66	46	43
gene-PA2959	AE004091.2	3318883	3319659	-	777	165	183	149	120
gene-PA2960	AE004091.2	3319674	3320030	-	357	280	352	311	172
gene-PA2961	AE004091.2	3320064	3321050	-	987	190	284	311	188
gene-PA2962	AE004091.2	3321043	3321675	-	633	64	93	89	66
gene-PA2963	AE004091.2	3321704	3322753	-	1050	190	218	208	142
gene-PA2964	AE004091.2	3322759	3323574	-	816	277	289	248	217
gene-PA2965	AE004091.2	3323574	3324818	-	1245	420	485	315	248
gene-PA2966	AE004091.2	3324947	3325183	-	237	626	837	506	606
gene-PA2967	AE004091.2	3325379	3326122	-	744	369	489	318	242
gene-PA2968	AE004091.2	3326145	3327083	-	939	355	344	263	190
gene-PA2969	AE004091.2	3327189	3328169	-	981	327	413	251	183
gene-PA2970	AE004091.2	3328203	3328385	-	183	1676	1763	1054	829
gene-PA2971	AE004091.2	3328399	3328935	-	537	425	650	382	294
gene-PA2972	AE004091.2	3329045	3329623	+	579	37	39	34	21
gene-PA2973	AE004091.2	3329690	3330670	-	981	316	441	275	225
gene-PA2974	AE004091.2	3330663	3331355	-	693	214	302	225	172
gene-PA2975	AE004091.2	3331348	3332304	-	957	346	431	356	266
gene-PA2976	AE004091.2	3332881	3336054	+	3174	1187	1413	1237	809
gene-PA2977	AE004091.2	3336212	3337231	-	1020	139	183	129	118
gene-PA2978	AE004091.2	3337228	3337692	-	465	101	149	156	102
gene-PA2979	AE004091.2	3337692	3338456	-	765	84	87	81	78
gene-PA2980	AE004091.2	3338456	3338641	-	186	77	98	80	62
gene-PA2981	AE004091.2	3338679	3339677	-	999	219	263	189	130
gene-PA2982	AE004091.2	3339677	3340117	-	441	73	99	74	45
gene-PA2983	AE004091.2	3340114	3340749	-	636	177	229	190	122
gene-PA2984	AE004091.2	3340822	3343047	-	2226	27	38	35	19
gene-PA2985	AE004091.2	3343178	3343711	+	534	30	40	23	17
gene-PA2986	AE004091.2	3343799	3345100	-	1302	303	375	250	179
gene-PA2987	AE004091.2	3345113	3345796	-	684	158	228	203	109
gene-PA2988	AE004091.2	3345789	3347039	-	1251	352	439	338	180
gene-PA2989	AE004091.2	3346977	3347741	+	765	65	92	61	46
gene-PA2990	AE004091.2	3348073	3348795	+	723	123	130	94	60
gene-PA2991	AE004091.2	3348838	3350232	-	1395	492	605	544	322
gene-PA2992	AE004091.2	3350411	3350638	-	228	73	128	74	70
gene-PA2993	AE004091.2	3350635	3351663	-	1029	202	287	191	129
gene-PA2994	AE004091.2	3351656	3352879	-	1224	355	533	407	235
gene-PA2995	AE004091.2	3352890	3353498	-	609	78	116	129	88
gene-PA2996	AE004091.2	3353498	3354172	-	675	312	356	387	229
gene-PA2997	AE004091.2	3354169	3354954	-	786	194	282	212	122
gene-PA2998	AE004091.2	3354947	3356158	-	1212	207	257	204	120
gene-PA2999	AE004091.2	3356162	3357499	-	1338	490	514	408	247
gene-PA3000	AE004091.2	3357758	3359167	-	1410	284	381	331	190
gene-PA3001	AE004091.2	3359269	3360654	-	1386	610	816	583	471
gene-PA3002	AE004091.2	3360875	3364321	+	3447	290	388	286	209
gene-PA3003	AE004091.2	3364332	3364961	+	630	47	56	33	24
gene-PA3004	AE004091.2	3365007	3365744	-	738	98	150	63	50
gene-PA3005	AE004091.2	3365756	3366754	-	999	159	178	121	97
gene-PA3006	AE004091.2	3366970	3367671	-	702	730	893	310	285
gene-PA3007	AE004091.2	3367903	3368517	+	615	344	519	284	203
gene-PA3008	AE004091.2	3368529	3369014	+	486	107	124	81	68
gene-PA3009	AE004091.2	3369036	3369269	-	234	95	155	113	76
gene-PA3010	AE004091.2	3369475	3369993	-	519	102	115	92	69
gene-PA3011	AE004091.2	3370100	3372706	-	2607	592	827	619	388
gene-PA3012	AE004091.2	3372797	3373171	-	375	108	149	103	78
gene-PA3013	AE004091.2	3373254	3374429	-	1176	176	245	215	152
gene-PA3014	AE004091.2	3374460	3376607	-	2148	378	382	344	241
gene-PA3015	AE004091.2	3377035	3377853	+	819	115	103	59	30
gene-PA3016	AE004091.2	3377870	3378304	-	435	29	25	17	8
gene-PA3017	AE004091.2	3378512	3378949	+	438	59	88	40	24
gene-PA3018	AE004091.2	3378979	3379665	-	687	83	106	66	47
gene-PA3019	AE004091.2	3379815	3381737	-	1923	424	514	361	227
gene-PA3020	AE004091.2	3381963	3383891	+	1929	181	231	195	138
gene-PA3021	AE004091.2	3383948	3384334	+	387	67	53	44	22
gene-PA3022	AE004091.2	3384378	3385184	-	807	108	132	86	55
gene-PA3023	AE004091.2	3385287	3386195	-	909	15	18	12	9
gene-PA3024	AE004091.2	3386270	3387829	-	1560	18	40	17	19
gene-PA3025	AE004091.2	3387850	3389430	-	1581	28	35	38	18
gene-PA3026	AE004091.2	3389436	3391031	-	1596	26	45	51	28
gene-PA3027	AE004091.2	3391208	3392239	+	1032	92	139	105	67
gene-PA3028	AE004091.2	3392268	3393485	-	1218	94	136	137	68
gene-PA3029	AE004091.2	3393482	3394021	-	540	40	56	67	38
gene-PA3030	AE004091.2	3394088	3394684	+	597	21	21	14	4
gene-PA3031	AE004091.2	3394816	3395037	+	222	380	533	207	201
gene-PA3031.1	AE004091.2	3395190	3395266	+	77	4575	3264	7202	23795
gene-PA3032	AE004091.2	3395325	3396728	-	1404	99	132	61	40
gene-PA3033	AE004091.2	3397096	3397374	-	279	131	170	52	72
gene-PA3034	AE004091.2	3397381	3397938	-	558	51	74	37	28
gene-PA3035	AE004091.2	3398104	3398700	+	597	18	14	19	6
gene-PA3036	AE004091.2	3398717	3399649	+	933	37	31	21	9
gene-PA3037	AE004091.2	3399649	3400515	+	867	6	20	5	4
gene-PA3038	AE004091.2	3400684	3401949	+	1266	51	61	100	77
gene-PA3039	AE004091.2	3402134	3403516	-	1383	28	27	8	9
gene-PA3040	AE004091.2	3403812	3404141	+	330	27	30	23	18
gene-PA3041	AE004091.2	3404145	3404525	+	381	29	51	11	14
gene-PA3042	AE004091.2	3404539	3404862	+	324	6	13	3	4
gene-PA3043	AE004091.2	3404979	3406310	+	1332	73	143	80	64
gene-PA3044	AE004091.2	3406321	3408546	-	2226	18	22	22	20
gene-PA3045	AE004091.2	3408560	3409183	-	624	19	20	7	7
gene-PA3046	AE004091.2	3409609	3409953	-	345	73	92	68	38
gene-PA3047	AE004091.2	3410264	3411694	+	1431	150	184	173	104
gene-PA3048	AE004091.2	3411763	3413940	-	2178	154	194	208	128
gene-PA3049	AE004091.2	3414401	3414613	+	213	87	119	67	59
gene-PA3050	AE004091.2	3414701	3415729	-	1029	176	273	199	137
gene-PA3051	AE004091.2	3415786	3416067	-	282	64	108	49	37
gene-PA3052	AE004091.2	3416061	3417041	+	981	102	125	74	59
gene-PA3053	AE004091.2	3417113	3418120	+	1008	33	53	37	26
gene-PA3054	AE004091.2	3418288	3420192	+	1905	47	64	57	27
gene-PA3055	AE004091.2	3420309	3420785	-	477	52	53	49	28
gene-PA3056	AE004091.2	3420823	3421299	-	477	88	169	87	78
gene-PA3057	AE004091.2	3421425	3421655	+	231	10	8	1	3
gene-PA3058	AE004091.2	3421696	3423066	-	1371	58	67	65	39
gene-PA3059	AE004091.2	3423068	3424591	-	1524	19	31	60	47
gene-PA3060	AE004091.2	3424588	3425577	-	990	27	28	31	27
gene-PA3061	AE004091.2	3425555	3426922	-	1368	25	27	38	30
gene-PA3062	AE004091.2	3426928	3427446	-	519	3	2	6	7
gene-PA3063	AE004091.2	3427486	3431067	-	3582	56	74	127	82
gene-PA3064	AE004091.2	3431045	3433891	-	2847	54	43	83	52
gene-PA3065	AE004091.2	3434373	3435359	-	987	18	20	15	10
gene-PA3066	AE004091.2	3435372	3435944	-	573	16	22	17	12
gene-PA3067	AE004091.2	3435987	3436430	-	444	9	10	8	4
gene-PA3068	AE004091.2	3436578	3441440	-	4863	786	1071	828	556
gene-PA3069	AE004091.2	3441713	3442330	-	618	33	35	18	8
gene-PA3070	AE004091.2	3442823	3443803	+	981	142	191	132	100
gene-PA3071	AE004091.2	3443814	3444752	+	939	66	116	77	62
gene-PA3072	AE004091.2	3444749	3445243	+	495	42	62	23	18
gene-PA3073	AE004091.2	3445236	3446258	+	1023	58	77	51	42
gene-PA3074	AE004091.2	3446255	3448015	+	1761	86	119	89	45
gene-PA3075	AE004091.2	3448012	3449643	+	1632	52	80	47	29
gene-PA3076	AE004091.2	3449697	3450776	+	1080	72	58	61	35
gene-PA3077	AE004091.2	3450838	3451509	+	672	33	84	51	30
gene-PA3078	AE004091.2	3451506	3452801	+	1296	55	71	47	40
gene-PA3079	AE004091.2	3452872	3455253	-	2382	91	125	140	96
gene-PA3080	AE004091.2	3455266	3456363	-	1098	62	60	63	39
gene-PA3081	AE004091.2	3456543	3457910	-	1368	57	82	61	43
gene-PA3082	AE004091.2	3457969	3459933	-	1965	88	160	136	96
gene-PA3083	AE004091.2	3460380	3463037	-	2658	305	450	345	226
gene-PA3084	AE004091.2	3463056	3463856	-	801	68	94	94	57
gene-PA3085	AE004091.2	3463889	3464152	-	264	102	117	95	93
gene-PA3086	AE004091.2	3464236	3465096	-	861	94	106	61	59
gene-PA3087	AE004091.2	3465093	3466073	-	981	217	286	188	124
gene-PA3088	AE004091.2	3466073	3466960	-	888	177	230	212	145
gene-PA3089	AE004091.2	3467085	3468050	+	966	88	82	40	35
gene-PA3090	AE004091.2	3468108	3468965	+	858	30	55	25	22
gene-PA3091	AE004091.2	3468988	3470427	-	1440	66	82	36	24
gene-PA3092	AE004091.2	3470764	3472803	-	2040	55	65	27	26
gene-PA3093	AE004091.2	3473018	3474136	+	1119	206	252	130	95
gene-PA3094	AE004091.2	3474133	3475170	+	1038	154	236	79	58
gene-PA3094.1	AE004091.2	3475457	3475533	-	77	343	398	410	250
gene-PA3094.2	AE004091.2	3475648	3475724	-	77	329	360	395	278
gene-PA3094.3	AE004091.2	3475741	3475816	-	76	591	758	833	1162
gene-PA3095	AE004091.2	3475956	3476480	-	525	9	13	5	4
gene-PA3096	AE004091.2	3476482	3477630	-	1149	50	60	56	23
gene-PA3097	AE004091.2	3477627	3478628	-	1002	70	73	84	43
gene-PA3098	AE004091.2	3478625	3479338	-	714	17	16	29	16
gene-PA3099	AE004091.2	3479335	3479724	-	390	8	29	20	13
gene-PA3100	AE004091.2	3479721	3480239	-	519	20	23	40	19
gene-PA3101	AE004091.2	3480246	3480692	-	447	29	50	41	25
gene-PA3102	AE004091.2	3480697	3481914	-	1218	79	67	57	31
gene-PA3103	AE004091.2	3481914	3483422	-	1509	65	76	81	58
gene-PA3104	AE004091.2	3483642	3484349	+	708	343	407	269	192
gene-PA3105	AE004091.2	3484354	3486330	+	1977	98	158	140	98
gene-PA3106	AE004091.2	3486417	3487184	-	768	117	139	164	97
gene-PA3107	AE004091.2	3487181	3488392	-	1212	176	220	179	122
gene-PA3108	AE004091.2	3488409	3489914	-	1506	460	649	509	276
gene-PA3109	AE004091.2	3490136	3490678	-	543	401	432	432	297
gene-PA3110	AE004091.2	3490752	3491411	-	660	133	174	110	92
gene-PA3111	AE004091.2	3491415	3492704	-	1290	482	598	630	338
gene-PA3112	AE004091.2	3492701	3493573	-	873	290	457	525	283
gene-PA3113	AE004091.2	3493842	3494477	-	636	173	227	162	109
gene-PA3114	AE004091.2	3494567	3495424	-	858	183	264	186	137
gene-PA3115	AE004091.2	3495446	3498205	-	2760	1322	1690	1200	811
gene-PA3116	AE004091.2	3498374	3499384	-	1011	103	134	88	59
gene-PA3117	AE004091.2	3499486	3500598	-	1113	401	653	457	319
gene-PA3118	AE004091.2	3500668	3501750	-	1083	87	139	96	66
gene-PA3119	AE004091.2	3501809	3502372	-	564	32	45	49	29
gene-PA3120	AE004091.2	3502642	3503280	-	639	51	63	31	23
gene-PA3121	AE004091.2	3503292	3504716	-	1425	175	190	151	104
gene-PA3122	AE004091.2	3504879	3505772	+	894	59	82	57	44
gene-PA3123	AE004091.2	3505865	3506242	-	378	20	29	14	11
gene-PA3124	AE004091.2	3506322	3507233	-	912	57	91	37	23
gene-PA3125	AE004091.2	3507345	3508673	+	1329	7	30	21	5
gene-PA3126	AE004091.2	3508717	3509166	-	450	61	87	49	36
gene-PA3127	AE004091.2	3509324	3510127	+	804	28	21	18	12
gene-PA3128	AE004091.2	3510144	3510890	+	747	21	43	16	17
gene-PA3129	AE004091.2	3510905	3511864	-	960	70	105	77	53
gene-PA3130	AE004091.2	3511957	3512394	-	438	51	67	39	17
gene-PA3131	AE004091.2	3512394	3513041	-	648	107	148	76	55
gene-PA3132	AE004091.2	3513154	3514011	-	858	22	23	8	17
gene-PA3133	AE004091.2	3514023	3514565	-	543	20	21	13	14
gene-PA3133.1	AE004091.2	3514723	3514798	-	76	268	284	256	215
gene-PA3133.2	AE004091.2	3514845	3514920	-	76	2284	3321	2280	3462
gene-PA3133.3	AE004091.2	3515014	3515089	-	76	265	328	253	228
gene-PA3133.4	AE004091.2	3515138	3515213	-	76	2548	3570	2355	3545
gene-PA3134	AE004091.2	3515416	3516900	-	1485	409	501	338	277
gene-PA3135	AE004091.2	3516938	3517858	-	921	37	52	28	15
gene-PA3136	AE004091.2	3517928	3518995	+	1068	38	39	23	16
gene-PA3137	AE004091.2	3519045	3520544	+	1500	55	62	28	28
gene-PA3138	AE004091.2	3520548	3522560	-	2013	130	159	115	77
gene-PA3139	AE004091.2	3522748	3523944	+	1197	471	616	493	351
gene-PA3139.1	AE004091.2	3524012	3524087	+	76	31987	23721	16531	16321
gene-PA3140	AE004091.2	3524161	3524490	-	330	42	68	25	19
gene-PA3141	AE004091.2	3524681	3526678	-	1998	964	1374	755	529
gene-PA3142	AE004091.2	3527429	3527734	-	306	170	167	84	63
gene-PA3143	AE004091.2	3527670	3528212	-	543	204	222	116	81
gene-PA3144	AE004091.2	3528231	3528350	-	120	72	87	54	18
gene-PA3145	AE004091.2	3528428	3529447	-	1020	605	790	361	227
gene-PA3146	AE004091.2	3529508	3530458	-	951	302	462	207	165
gene-PA3147	AE004091.2	3530467	3531708	-	1242	902	1029	574	418
gene-PA3148	AE004091.2	3531751	3532815	-	1065	374	546	337	273
gene-PA3149	AE004091.2	3532812	3533933	-	1122	338	600	257	224
gene-PA3150	AE004091.2	3533948	3535081	-	1134	345	490	276	198
gene-PA3151	AE004091.2	3535216	3535971	-	756	358	572	215	186
gene-PA3152	AE004091.2	3535971	3536579	-	609	290	518	180	125
gene-PA3153	AE004091.2	3536576	3537811	-	1236	520	766	296	178
gene-PA3154	AE004091.2	3537808	3539124	-	1317	791	1063	367	281
gene-PA3155	AE004091.2	3539128	3540207	-	1080	918	1277	641	422
gene-PA3156	AE004091.2	3540210	3540785	-	576	1108	1486	703	449
gene-PA3157	AE004091.2	3540782	3542671	-	1890	1290	1553	800	539
gene-PA3158	AE004091.2	3542740	3543690	-	951	834	1162	570	411
gene-PA3159	AE004091.2	3543764	3545074	-	1311	917	1365	806	656
gene-PA3160	AE004091.2	3545881	3546927	-	1047	2204	3359	1159	805
gene-PA3161	AE004091.2	3547689	3547973	-	285	94	123	73	66
gene-PA3162	AE004091.2	3548110	3549789	-	1680	3133	4314	3072	2680
gene-PA3163	AE004091.2	3550057	3550746	-	690	152	240	197	129
gene-PA3165	AE004091.2	3552979	3554088	-	1110	186	248	238	152
gene-PA3166	AE004091.2	3554157	3555254	-	1098	386	581	494	252
gene-PA3167	AE004091.2	3555254	3556339	-	1086	405	527	468	293
gene-PA3168	AE004091.2	3556427	3559198	-	2772	1310	1884	1391	903
gene-PA3169	AE004091.2	3559435	3560511	-	1077	319	353	218	143
gene-PA3170	AE004091.2	3560621	3561955	+	1335	178	239	171	106
gene-PA3171	AE004091.2	3562106	3562804	+	699	86	148	101	64
gene-PA3172	AE004091.2	3562801	3563481	+	681	131	162	97	63
gene-PA3173	AE004091.2	3563546	3564286	+	741	72	93	65	40
gene-PA3174	AE004091.2	3564445	3565173	+	729	11	15	12	9
gene-PA3175	AE004091.2	3565189	3566124	+	936	17	24	20	10
gene-PA3176	AE004091.2	3566163	3567377	+	1215	23	16	17	11
gene-PA3177	AE004091.2	3567606	3568529	+	924	125	160	65	37
gene-PA3178	AE004091.2	3568636	3569013	-	378	84	129	58	44
gene-PA3179	AE004091.2	3569106	3570266	-	1161	126	151	109	60
gene-PA3180	AE004091.2	3570414	3570851	+	438	31	42	13	8
gene-PA3181	AE004091.2	3570941	3571603	-	663	202	349	115	111
gene-PA3182	AE004091.2	3571621	3572337	-	717	54	112	53	38
gene-PA3183	AE004091.2	3572324	3573793	-	1470	352	621	362	205
gene-PA3184	AE004091.2	3573980	3574837	+	858	130	180	118	77
gene-PA3185	AE004091.2	3574846	3575697	-	852	350	473	266	175
gene-PA3186	AE004091.2	3575912	3577276	-	1365	153	219	208	123
gene-PA3187	AE004091.2	3577320	3578480	-	1161	12	10	11	7
gene-PA3188	AE004091.2	3578513	3579358	-	846	9	14	16	12
gene-PA3189	AE004091.2	3579351	3580283	-	933	27	13	17	12
gene-PA3190	AE004091.2	3580384	3581646	-	1263	41	37	25	30
gene-PA3191	AE004091.2	3582171	3583592	-	1422	74	69	85	53
gene-PA3192	AE004091.2	3583616	3584344	-	729	116	178	121	81
gene-PA3193	AE004091.2	3584379	3585374	-	996	108	217	112	76
gene-PA3194	AE004091.2	3585477	3587303	-	1827	294	551	397	222
gene-PA3195	AE004091.2	3587433	3588437	+	1005	113	111	95	59
gene-PA3196	AE004091.2	3588741	3589271	-	531	48	74	81	42
gene-PA3197	AE004091.2	3589352	3590350	-	999	96	148	127	75
gene-PA3198	AE004091.2	3590490	3591242	-	753	30	56	47	39
gene-PA3199	AE004091.2	3591415	3592044	-	630	90	112	90	58
gene-PA3200	AE004091.2	3592041	3592928	-	888	197	182	143	73
gene-PA3201	AE004091.2	3593144	3593731	+	588	418	603	333	257
gene-PA3202	AE004091.2	3593733	3594032	+	300	82	144	86	56
gene-PA3203	AE004091.2	3594208	3594570	+	363	48	55	27	32
gene-PA3204	AE004091.2	3594581	3595258	+	678	150	167	157	91
gene-PA3205	AE004091.2	3595387	3595827	+	441	38	46	25	34
gene-PA3206	AE004091.2	3595942	3597279	+	1338	59	68	45	36
gene-PA3207	AE004091.2	3597319	3597798	+	480	28	44	38	11
gene-PA3208	AE004091.2	3597779	3598339	-	561	83	115	58	37
gene-PA3209	AE004091.2	3598404	3598775	-	372	8	11	13	3
gene-PA3210	AE004091.2	3598933	3600387	+	1455	157	243	156	116
gene-PA3211	AE004091.2	3600454	3601599	+	1146	202	255	133	88
gene-PA3212	AE004091.2	3601596	3602390	+	795	36	57	34	38
gene-PA3213	AE004091.2	3602392	3603330	+	939	63	81	49	31
gene-PA3214	AE004091.2	3603327	3603971	+	645	38	26	21	19
gene-PA3215	AE004091.2	3603994	3605007	-	1014	64	95	66	31
gene-PA3216	AE004091.2	3605150	3605467	+	318	12	11	6	8
gene-PA3217	AE004091.2	3605684	3607075	+	1392	174	274	139	118
gene-PA3218	AE004091.2	3607617	3608090	+	474	4	3	2	2
gene-PA3219	AE004091.2	3608117	3608929	-	813	6	7	6	3
gene-PA3220	AE004091.2	3609076	3609840	+	765	23	35	15	7
gene-PA3221	AE004091.2	3609905	3610240	+	336	17	20	10	6
gene-PA3222	AE004091.2	3610250	3611149	+	900	34	31	35	24
gene-PA3223	AE004091.2	3611254	3611895	-	642	7	15	8	9
gene-PA3224	AE004091.2	3612042	3612359	-	318	189	265	104	78
gene-PA3225	AE004091.2	3612559	3613488	+	930	59	118	61	35
gene-PA3226	AE004091.2	3613495	3614322	+	828	58	84	60	44
gene-PA3227	AE004091.2	3614304	3614867	+	564	88	100	84	60
gene-PA3228	AE004091.2	3614930	3616762	+	1833	151	186	117	77
gene-PA3229	AE004091.2	3617044	3617310	+	267	23	18	9	6
gene-PA3230	AE004091.2	3617343	3618467	-	1125	54	62	58	42
gene-PA3231	AE004091.2	3618726	3618884	-	159	4	10	7	4
gene-PA3232	AE004091.2	3618993	3619619	-	627	15	14	19	15
gene-PA3233	AE004091.2	3619616	3621415	-	1800	20	26	34	19
gene-PA3234	AE004091.2	3621505	3623160	-	1656	67	107	103	79
gene-PA3235	AE004091.2	3623157	3623468	-	312	25	42	43	29
gene-PA3236	AE004091.2	3623686	3624543	-	858	27	30	18	21
gene-PA3237	AE004091.2	3624837	3625058	+	222	14	19	12	7
gene-PA3238	AE004091.2	3625201	3626562	+	1362	140	167	102	78
gene-PA3239	AE004091.2	3626566	3627369	+	804	130	106	89	59
gene-PA3240	AE004091.2	3627509	3628366	+	858	40	56	25	11
gene-PA3241	AE004091.2	3628430	3629599	-	1170	75	79	50	35
gene-PA3242	AE004091.2	3629667	3630605	-	939	154	164	152	115
gene-PA3243	AE004091.2	3630765	3631556	+	792	203	230	173	119
gene-PA3244	AE004091.2	3631618	3632433	+	816	2420	2533	1408	996
gene-PA3245	AE004091.2	3632430	3632684	+	255	1248	1479	708	575
gene-PA3246	AE004091.2	3632788	3633423	+	636	70	86	79	69
gene-PA3247	AE004091.2	3633592	3634881	+	1290	135	210	169	127
gene-PA3248	AE004091.2	3634924	3635475	-	552	79	95	66	50
gene-PA3249	AE004091.2	3635541	3636257	-	717	33	33	24	12
gene-PA3250	AE004091.2	3636621	3637679	+	1059	11	22	11	9
gene-PA3251	AE004091.2	3637734	3638543	+	810	6	11	8	2
gene-PA3252	AE004091.2	3638540	3639379	+	840	32	36	27	20
gene-PA3253	AE004091.2	3639366	3640163	+	798	13	19	11	10
gene-PA3254	AE004091.2	3640166	3641161	+	996	36	24	31	15
gene-PA3255	AE004091.2	3641233	3641811	+	579	86	80	48	34
gene-PA3256	AE004091.2	3641872	3642834	-	963	46	63	41	24
gene-PA3257	AE004091.2	3642964	3645060	+	2097	762	1201	821	570
gene-PA3258	AE004091.2	3645099	3646904	+	1806	111	115	82	42
gene-PA3259	AE004091.2	3646918	3647397	-	480	67	83	47	33
gene-PA3260	AE004091.2	3647755	3648066	-	312	145	208	105	78
