# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932986_sorted.bam" "SRR2932982_sorted.bam" "SRR2932985_sorted.bam" "SRR2932987_sorted.bam" "SRR2932981_sorted.bam" "SRR2932980_sorted.bam" "SRR2932983_sorted.bam" "SRR2932984_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932986_sorted.bam	SRR2932982_sorted.bam	SRR2932985_sorted.bam	SRR2932987_sorted.bam	SRR2932981_sorted.bam	SRR2932980_sorted.bam	SRR2932983_sorted.bam	SRR2932984_sorted.bam
gene-TX72_RS07305	NC_005070.1	1412723	1412965	-	243	0	9	7	5	53	41	21	5
gene-TX72_RS07310	NC_005070.1	1413072	1413290	-	219	0	11	0	3	68	53	14	8
gene-TX72_RS14190	NC_005070.1	1413477	1413635	+	159	0	11	2	0	63	49	12	6
gene-TX72_RS07315	NC_005070.1	1413642	1414151	-	510	2	9	6	2	81	82	27	8
gene-TX72_RS14475	NC_005070.1	1414141	1414311	-	171	2	5	3	2	27	44	4	8
gene-TX72_RS07325	NC_005070.1	1414388	1414885	+	498	4	13	3	5	92	110	13	9
gene-TX72_RS07330	NC_005070.1	1414886	1415674	+	789	1	19	5	1	150	149	38	16
gene-TX72_RS07335	NC_005070.1	1415630	1415890	-	261	2	9	4	0	100	103	22	5
gene-TX72_RS07340	NC_005070.1	1415932	1416474	+	543	6	43	18	8	294	282	72	22
gene-TX72_RS07345	NC_005070.1	1416518	1416787	+	270	8	53	22	6	302	318	71	36
gene-TX72_RS14880	NC_005070.1	1416867	1416992	+	126	0	16	2	1	65	61	22	5
gene-TX72_RS07350	NC_005070.1	1416992	1417894	+	903	9	22	12	11	145	134	40	22
gene-TX72_RS07355	NC_005070.1	1417898	1418332	+	435	6	22	12	8	144	166	60	27
gene-TX72_RS14195	NC_005070.1	1418389	1418553	+	165	4	25	9	2	154	111	35	15
gene-TX72_RS07360	NC_005070.1	1418673	1418858	+	186	10	40	8	4	187	196	62	24
gene-TX72_RS07365	NC_005070.1	1418887	1419420	+	534	17	84	25	15	477	496	121	56
gene-TX72_RS07375	NC_005070.1	1419772	1419969	-	198	10	48	17	1	253	301	70	25
gene-TX72_RS14200	NC_005070.1	1420116	1420364	-	249	1	18	10	4	71	71	32	13
gene-TX72_RS07385	NC_005070.1	1420584	1421660	-	1077	1673	9259	3601	2090	65715	60566	15722	7227
gene-TX72_RS07390	NC_005070.1	1421802	1423130	-	1329	21	78	38	16	522	498	145	58
gene-TX72_RS07395	NC_005070.1	1423244	1424182	+	939	3	14	5	4	112	95	26	5
gene-TX72_RS07400	NC_005070.1	1424175	1424693	+	519	1	12	3	2	90	78	22	6
gene-TX72_RS07405	NC_005070.1	1424710	1425294	+	585	13	92	39	19	523	451	144	93
gene-TX72_RS07410	NC_005070.1	1425298	1426311	+	1014	15	129	49	24	734	632	213	105
gene-TX72_RS07415	NC_005070.1	1426545	1427204	+	660	10	79	40	16	846	642	160	64
gene-TX72_RS07420	NC_005070.1	1427189	1427530	-	342	2	19	7	10	140	121	45	20
gene-TX72_RS07425	NC_005070.1	1427559	1429394	+	1836	22	140	65	25	1440	1429	237	86
gene-TX72_RS07430	NC_005070.1	1429391	1429783	+	393	9	37	9	6	257	238	52	19
gene-TX72_RS07435	NC_005070.1	1429856	1430890	+	1035	6	31	12	8	234	223	46	18
gene-TX72_RS07440	NC_005070.1	1430905	1431852	+	948	4	51	20	8	494	506	111	48
gene-TX72_RS07445	NC_005070.1	1431910	1433481	+	1572	16	192	55	30	1483	1283	264	131
gene-TX72_RS07450	NC_005070.1	1433483	1435588	+	2106	13	137	52	24	970	926	258	70
gene-TX72_RS07455	NC_005070.1	1435590	1436177	-	588	1	27	9	4	130	139	40	20
gene-TX72_RS07460	NC_005070.1	1436174	1436545	-	372	0	8	2	2	66	64	12	5
gene-TX72_RS07465	NC_005070.1	1436542	1437849	-	1308	3	33	14	10	432	362	77	21
gene-TX72_RS07470	NC_005070.1	1437863	1438771	-	909	0	6	2	0	30	40	8	6
gene-TX72_RS07475	NC_005070.1	1438776	1443158	-	4383	7	34	15	14	211	228	63	36
gene-TX72_RS07480	NC_005070.1	1443255	1443704	+	450	6	27	0	1	167	169	30	15
gene-TX72_RS07485	NC_005070.1	1443718	1444107	+	390	0	8	4	1	59	70	14	12
gene-TX72_RS07490	NC_005070.1	1444169	1444450	+	282	8	30	12	10	292	285	71	17
gene-TX72_RS07495	NC_005070.1	1444440	1446044	+	1605	8	38	15	7	254	212	72	22
gene-TX72_RS14730	NC_005070.1	1446056	1446226	+	171	9	46	26	16	292	388	74	29
gene-TX72_RS07500	NC_005070.1	1446295	1446765	+	471	5	53	24	13	363	375	128	41
gene-TX72_RS07505	NC_005070.1	1446826	1449153	+	2328	106	489	201	119	3562	3152	817	346
gene-TX72_RS07510	NC_005070.1	1449202	1450260	+	1059	146	678	236	201	4788	4973	1008	503
gene-TX72_RS07515	NC_005070.1	1450257	1451276	+	1020	51	226	67	64	1428	1275	308	207
gene-TX72_RS07520	NC_005070.1	1451284	1451643	+	360	59	373	87	78	6487	5209	466	215
gene-TX72_RS07525	NC_005070.1	1451769	1452125	+	357	26	137	56	35	736	733	200	102
gene-TX72_RS07530	NC_005070.1	1452130	1452357	+	228	3	9	3	2	68	74	22	6
gene-TX72_RS07535	NC_005070.1	1452357	1452755	+	399	1	16	7	1	82	113	35	5
gene-TX72_RS07540	NC_005070.1	1452752	1453027	+	276	1	7	7	2	47	70	18	3
gene-TX72_RS07545	NC_005070.1	1453016	1453216	-	201	1	5	2	1	20	21	8	5
gene-TX72_RS07550	NC_005070.1	1453321	1455909	+	2589	22	61	27	19	349	383	76	50
gene-TX72_RS07555	NC_005070.1	1455919	1456395	-	477	1	14	5	2	85	76	14	4
gene-TX72_RS07560	NC_005070.1	1456460	1457128	+	669	4	24	5	6	188	159	44	10
gene-TX72_RS07565	NC_005070.1	1457125	1457790	-	666	5	16	6	5	148	145	34	10
gene-TX72_RS07570	NC_005070.1	1457887	1458537	-	651	2	15	2	0	81	68	14	6
gene-TX72_RS07575	NC_005070.1	1458537	1459028	-	492	4	33	22	7	457	318	97	31
gene-TX72_RS07580	NC_005070.1	1459208	1460134	+	927	4	28	8	9	164	187	32	17
gene-TX72_RS07585	NC_005070.1	1460206	1460580	+	375	8	26	13	6	128	133	33	12
gene-TX72_RS07590	NC_005070.1	1460591	1460905	+	315	5	22	4	5	117	104	36	19
gene-TX72_RS07595	NC_005070.1	1460926	1461195	+	270	2	23	8	4	463	293	28	25
gene-TX72_RS07600	NC_005070.1	1461203	1461703	+	501	3	35	8	5	318	274	50	28
gene-TX72_RS07605	NC_005070.1	1461618	1462133	-	516	7	35	7	3	272	204	42	16
gene-TX72_RS07610	NC_005070.1	1462223	1462453	+	231	3	16	4	0	193	143	43	9
gene-TX72_RS07615	NC_005070.1	1462508	1462816	+	309	7	23	10	3	249	250	52	19
gene-TX72_RS07620	NC_005070.1	1462792	1463061	-	270	4	28	6	4	237	199	46	22
gene-TX72_RS07625	NC_005070.1	1463159	1463530	+	372	83	643	314	88	4191	4335	1348	406
gene-TX72_RS07630	NC_005070.1	1463649	1464458	-	810	12	54	18	10	560	544	154	45
gene-TX72_RS07635	NC_005070.1	1464494	1464835	-	342	0	26	16	7	272	224	56	16
gene-TX72_RS07640	NC_005070.1	1464837	1465088	-	252	6	58	33	13	613	598	106	36
gene-TX72_RS07645	NC_005070.1	1465129	1465214	+	86	7	19	14	5	69	68	29	8
gene-TX72_RS07650	NC_005070.1	1465236	1465538	-	303	14	83	34	13	551	608	147	44
gene-TX72_RS07655	NC_005070.1	1465529	1466560	-	1032	10	74	34	12	487	481	134	34
gene-TX72_RS07660	NC_005070.1	1466553	1468223	-	1671	39	206	79	60	1355	1301	392	163
gene-TX72_RS07665	NC_005070.1	1468284	1469393	+	1110	9	102	29	12	561	563	115	50
gene-TX72_RS07675	NC_005070.1	1469983	1470603	+	621	0	7	2	0	25	25	17	8
gene-TX72_RS07680	NC_005070.1	1470600	1471535	+	936	1	6	4	0	49	58	12	8
gene-TX72_RS07685	NC_005070.1	1471539	1473227	+	1689	4	26	6	6	150	144	43	26
gene-TX72_RS07690	NC_005070.1	1473232	1473828	+	597	2	16	7	0	87	70	22	9
gene-TX72_RS07695	NC_005070.1	1473833	1475338	+	1506	2	31	5	4	137	191	52	25
gene-TX72_RS07700	NC_005070.1	1475339	1475809	-	471	13	73	12	13	369	419	121	49
gene-TX72_RS07705	NC_005070.1	1475907	1477268	-	1362	6	38	8	6	235	237	62	25
gene-TX72_RS07710	NC_005070.1	1477435	1477674	+	240	6	33	16	8	289	261	58	19
gene-TX72_RS07715	NC_005070.1	1477649	1478881	+	1233	12	48	18	12	401	340	72	23
gene-TX72_RS07720	NC_005070.1	1478904	1479572	+	669	4	24	9	4	166	201	50	14
gene-TX72_RS07725	NC_005070.1	1479573	1480970	-	1398	4	22	10	5	122	143	36	16
gene-TX72_RS07730	NC_005070.1	1481052	1482185	+	1134	5	29	7	6	302	220	43	19
gene-TX72_RS07735	NC_005070.1	1482187	1482837	+	651	1	11	1	1	83	64	9	8
gene-TX72_RS07740	NC_005070.1	1482825	1483511	+	687	0	6	2	2	34	46	14	6
gene-TX72_RS07745	NC_005070.1	1483524	1484027	-	504	1	23	6	2	115	138	41	15
gene-TX72_RS07750	NC_005070.1	1484027	1485805	-	1779	28	135	55	23	662	648	173	86
gene-TX72_RS07755	NC_005070.1	1485802	1486455	-	654	5	38	2	6	225	249	52	27
gene-TX72_RS07760	NC_005070.1	1486496	1487245	+	750	3	11	2	0	105	99	22	6
gene-TX72_RS07765	NC_005070.1	1487175	1488335	-	1161	1	48	6	3	219	210	58	18
gene-TX72_RS07770	NC_005070.1	1488334	1488741	+	408	3	18	9	3	261	277	39	24
gene-TX72_RS07775	NC_005070.1	1488803	1489282	+	480	0	16	4	1	95	123	31	15
gene-TX72_RS07780	NC_005070.1	1489335	1489568	+	234	9	116	32	15	845	851	182	49
gene-TX72_RS07785	NC_005070.1	1489904	1490167	+	264	5	28	7	8	136	153	46	23
gene-TX72_RS13945	NC_005070.1	1490220	1490465	-	246	3	33	7	6	168	172	35	15
gene-TX72_RS07790	NC_005070.1	1490495	1491040	+	546	8	49	23	6	227	273	64	31
gene-TX72_RS07795	NC_005070.1	1491059	1491841	-	783	20	109	30	16	380	454	172	72
gene-TX72_RS07800	NC_005070.1	1492086	1492919	-	834	4	18	11	2	141	150	30	10
gene-TX72_RS14205	NC_005070.1	1492993	1493142	+	150	0	3	1	0	14	20	3	2
gene-TX72_RS07805	NC_005070.1	1494239	1494934	+	696	10	29	12	9	126	162	43	33
gene-TX72_RS07810	NC_005070.1	1495103	1495603	-	501	48	120	45	33	380	388	176	94
gene-TX72_RS07815	NC_005070.1	1495724	1496341	-	618	23	174	70	46	456	576	321	146
gene-TX72_RS13230	NC_005070.1	1497424	1498620	+	1197	17	138	56	17	532	634	205	98
gene-TX72_RS14735	NC_005070.1	1498831	1499037	+	207	3	14	1	4	45	70	16	8
gene-TX72_RS14210	NC_005070.1	1499083	1499295	+	213	4	11	4	3	51	56	25	7
gene-TX72_RS13620	NC_005070.1	1499537	1499719	+	183	2	5	4	0	31	34	2	2
gene-TX72_RS13950	NC_005070.1	1499827	1500423	+	597	25	74	36	17	237	270	143	65
gene-TX72_RS07835	NC_005070.1	1500562	1500753	+	192	1	15	6	6	75	90	34	11
gene-TX72_RS07840	NC_005070.1	1500769	1500954	-	186	15	57	19	12	130	148	77	26
gene-TX72_RS13625	NC_005070.1	1501520	1501906	+	387	4	26	6	8	119	131	29	11
gene-TX72_RS07855	NC_005070.1	1502716	1503033	+	318	0	6	1	0	15	10	5	3
gene-TX72_RS07860	NC_005070.1	1503104	1503301	+	198	0	5	6	1	18	29	12	8
gene-TX72_RS14575	NC_005070.1	1503542	1505344	+	1803	13	62	36	18	128	110	133	85
gene-TX72_RS13240	NC_005070.1	1506298	1509762	+	3465	46	176	94	36	904	962	279	147
gene-TX72_RS14580	NC_005070.1	1510182	1512248	+	2067	126	526	217	100	2606	2866	650	264
gene-TX72_RS07890	NC_005070.1	1512259	1512654	+	396	5	31	16	13	225	296	59	21
gene-TX72_RS14485	NC_005070.1	1512993	1513169	-	177	1	6	2	0	26	18	10	3
gene-TX72_RS07895	NC_005070.1	1513531	1513779	-	249	1	2	1	1	12	8	8	0
gene-TX72_RS07900	NC_005070.1	1513971	1515083	-	1113	2	14	2	1	71	57	23	9
gene-TX72_RS07905	NC_005070.1	1515669	1516928	+	1260	7	54	28	7	286	310	85	15
gene-TX72_RS13250	NC_005070.1	1516963	1517364	-	402	12	1935	59	16	747	772	199	68
gene-TX72_RS13960	NC_005070.1	1517594	1517806	+	213	0	3	1	1	8	19	3	2
gene-TX72_RS07910	NC_005070.1	1517778	1518014	+	237	0	1	0	1	6	8	6	3
gene-TX72_RS07915	NC_005070.1	1518011	1518235	+	225	1	2	0	0	2	4	4	1
gene-TX72_RS07920	NC_005070.1	1518247	1518729	+	483	0	4	0	0	10	13	12	2
gene-TX72_RS07925	NC_005070.1	1518760	1519374	+	615	1	6	1	0	12	13	9	6
gene-TX72_RS07930	NC_005070.1	1519361	1519984	+	624	1	1	1	1	6	6	8	1
gene-TX72_RS07935	NC_005070.1	1519984	1520664	+	681	2	10	0	1	13	21	6	3
gene-TX72_RS07940	NC_005070.1	1520810	1521145	-	336	1	3	1	2	32	32	7	2
gene-TX72_RS13255	NC_005070.1	1521210	1521866	-	657	3	25	7	3	59	63	35	16
gene-TX72_RS13260	NC_005070.1	1522030	1522743	-	714	7	53	29	14	278	311	99	30
gene-TX72_RS14215	NC_005070.1	1523097	1523267	+	171	138	392	135	122	1453	1647	541	259
gene-TX72_RS07945	NC_005070.1	1523392	1523592	-	201	66	203	70	62	660	747	250	126
gene-TX72_RS07950	NC_005070.1	1523589	1523876	-	288	23	91	20	25	132	180	88	44
gene-TX72_RS07955	NC_005070.1	1523942	1524352	-	411	3	6	3	2	9	8	9	3
gene-TX72_RS07960	NC_005070.1	1524848	1524920	-	73	6	80	13	315	286	276	73	30
gene-TX72_RS07965	NC_005070.1	1524986	1525633	-	648	13	80	19	13	406	511	131	65
gene-TX72_RS07970	NC_005070.1	1525689	1525961	+	273	3	10	5	2	108	114	36	8
gene-TX72_RS07975	NC_005070.1	1525962	1526258	-	297	6	16	12	3	93	103	25	9
gene-TX72_RS07980	NC_005070.1	1526381	1526620	+	240	5	19	15	8	169	147	48	13
gene-TX72_RS07985	NC_005070.1	1526632	1527588	-	957	18	65	29	29	586	476	128	65
gene-TX72_RS07990	NC_005070.1	1527634	1529508	-	1875	45	267	73	88	1594	1689	363	226
gene-TX72_RS07995	NC_005070.1	1529595	1530221	+	627	1	15	4	0	132	142	21	4
gene-TX72_RS08010	NC_005070.1	1532567	1532791	-	225	1	23	5	1	119	112	29	9
gene-TX72_RS08015	NC_005070.1	1532817	1533881	-	1065	0	12	3	5	115	116	32	17
gene-TX72_RS08020	NC_005070.1	1533881	1534366	-	486	4	20	1	4	145	141	28	20
gene-TX72_RS14220	NC_005070.1	1534549	1534707	-	159	2	7	1	4	18	20	7	3
gene-TX72_RS08025	NC_005070.1	1534773	1535417	+	645	0	8	5	2	62	75	14	2
gene-TX72_RS08030	NC_005070.1	1535336	1537837	-	2502	7	41	14	10	322	328	66	27
gene-TX72_RS08035	NC_005070.1	1537879	1538124	-	246	0	3	2	0	21	21	4	2
gene-TX72_RS08040	NC_005070.1	1538121	1538396	-	276	0	4	1	1	27	17	2	4
gene-TX72_RS08045	NC_005070.1	1538409	1539656	+	1248	2	17	3	3	75	89	21	17
gene-TX72_RS08050	NC_005070.1	1539679	1540083	-	405	4	6	2	1	35	37	15	4
gene-TX72_RS08055	NC_005070.1	1540086	1540763	-	678	2	18	6	4	52	87	25	4
gene-TX72_RS08060	NC_005070.1	1540760	1541668	-	909	6	23	11	9	218	243	59	24
gene-TX72_RS08065	NC_005070.1	1541706	1542713	-	1008	8	101	28	9	815	878	157	53
gene-TX72_RS08070	NC_005070.1	1542786	1543586	+	801	2	12	6	2	138	126	43	23
gene-TX72_RS08075	NC_005070.1	1543571	1544131	-	561	2	13	5	5	104	100	18	13
gene-TX72_RS08080	NC_005070.1	1544188	1545117	+	930	5	29	11	7	263	259	45	30
gene-TX72_RS08085	NC_005070.1	1545261	1546310	+	1050	4	24	8	9	170	175	47	16
gene-TX72_RS08090	NC_005070.1	1546314	1546532	+	219	1	8	2	2	39	41	6	5
gene-TX72_RS08095	NC_005070.1	1546559	1547494	+	936	10	36	15	13	274	253	71	39
gene-TX72_RS14225	NC_005070.1	1547592	1547750	+	159	11	23	7	8	90	105	27	22
gene-TX72_RS08100	NC_005070.1	1547754	1548404	-	651	7	23	4	10	139	153	40	17
gene-TX72_RS08105	NC_005070.1	1548401	1548805	-	405	5	21	2	3	146	127	35	14
gene-TX72_RS13265	NC_005070.1	1548802	1550001	-	1200	6	46	9	5	331	329	76	29
gene-TX72_RS08115	NC_005070.1	1550008	1550472	-	465	4	31	4	7	250	235	39	17
gene-TX72_RS08120	NC_005070.1	1550495	1551397	-	903	2	18	5	0	132	142	20	6
gene-TX72_RS08125	NC_005070.1	1551397	1552332	-	936	3	23	5	4	183	192	43	14
gene-TX72_RS08130	NC_005070.1	1552413	1552934	+	522	2	17	7	1	121	121	21	8
gene-TX72_RS08135	NC_005070.1	1553030	1553761	-	732	43	163	75	49	938	1012	283	121
gene-TX72_RS08140	NC_005070.1	1553829	1554824	-	996	11	51	22	10	490	494	98	42
gene-TX72_RS08145	NC_005070.1	1554833	1555255	-	423	28	194	57	31	1555	1468	260	120
gene-TX72_RS08150	NC_005070.1	1555334	1556797	-	1464	12	72	34	8	623	654	116	53
gene-TX72_RS08155	NC_005070.1	1556856	1558817	-	1962	12	60	23	14	412	454	93	32
gene-TX72_RS08160	NC_005070.1	1558919	1560004	+	1086	27	160	62	28	1806	1906	296	111
gene-TX72_RS08165	NC_005070.1	1560024	1560965	-	942	46	103	44	57	736	686	165	98
gene-TX72_RS08170	NC_005070.1	1561290	1562480	+	1191	3	25	8	3	219	211	49	28
gene-TX72_RS08175	NC_005070.1	1562444	1563841	-	1398	1	19	7	3	135	101	30	10
gene-TX72_RS08180	NC_005070.1	1563894	1564223	+	330	2	2	0	0	20	17	7	1
gene-TX72_RS08185	NC_005070.1	1564270	1564896	+	627	2	59	19	6	608	502	88	36
gene-TX72_RS08190	NC_005070.1	1564941	1565414	+	474	18	101	26	17	1746	1272	156	54
gene-TX72_RS13270	NC_005070.1	1565426	1565803	+	378	10	65	22	15	570	437	106	41
gene-TX72_RS08200	NC_005070.1	1565757	1566425	-	669	29	232	79	49	1709	1581	396	164
gene-TX72_RS08205	NC_005070.1	1566469	1567353	-	885	18	90	28	20	707	608	135	79
gene-TX72_RS08210	NC_005070.1	1567377	1568819	-	1443	46	208	70	54	1586	1732	314	139
gene-TX72_RS08215	NC_005070.1	1568816	1569664	-	849	3	20	6	4	170	175	54	22
gene-TX72_RS08220	NC_005070.1	1569682	1569930	-	249	12	110	52	20	466	500	147	62
gene-TX72_RS08225	NC_005070.1	1569965	1570048	-	84	29	101	33	30	228	248	237	48
gene-TX72_RS08230	NC_005070.1	1570207	1571508	+	1302	32	171	78	34	1634	1763	308	93
gene-TX72_RS08235	NC_005070.1	1571543	1571625	+	83	65	102	35	64	186	240	173	26
gene-TX72_RS08240	NC_005070.1	1571639	1572820	+	1182	11	44	23	8	430	524	111	27
gene-TX72_RS08245	NC_005070.1	1572829	1574052	+	1224	2	20	3	4	74	100	34	15
gene-TX72_RS08250	NC_005070.1	1574073	1574588	+	516	2	22	5	3	248	285	44	21
gene-TX72_RS08255	NC_005070.1	1574542	1575933	-	1392	2	28	8	6	209	206	42	28
gene-TX72_RS08260	NC_005070.1	1575962	1577212	-	1251	0	19	6	5	130	148	34	11
gene-TX72_RS08265	NC_005070.1	1577209	1577640	-	432	4	2	7	1	97	92	13	4
gene-TX72_RS08270	NC_005070.1	1577683	1577755	+	73	32	93	46	59	88	132	137	779
gene-TX72_RS08275	NC_005070.1	1577816	1579222	+	1407	15	82	38	21	914	900	137	63
gene-TX72_RS08280	NC_005070.1	1579259	1580320	+	1062	8	23	12	7	153	171	45	24
gene-TX72_RS08285	NC_005070.1	1580352	1580762	+	411	6	43	10	11	359	396	63	40
gene-TX72_RS08290	NC_005070.1	1580759	1581562	+	804	17	70	36	16	382	398	95	54
gene-TX72_RS08295	NC_005070.1	1581653	1582765	+	1113	46	196	88	53	1482	1458	388	170
gene-TX72_RS12905	NC_005070.1	1582773	1582870	-	98	136	470	166	406	186	1547	1404	550
gene-TX72_RS08300	NC_005070.1	1582910	1583713	+	804	1	19	5	6	163	126	26	17
gene-TX72_RS08305	NC_005070.1	1583604	1584827	-	1224	1	21	0	4	125	109	35	10
gene-TX72_RS08310	NC_005070.1	1584867	1586012	+	1146	6	45	8	9	319	296	78	24
gene-TX72_RS08315	NC_005070.1	1586043	1586711	+	669	13	91	36	24	886	848	124	53
gene-TX72_RS08320	NC_005070.1	1586757	1587359	+	603	9	78	19	15	718	586	91	43
gene-TX72_RS08325	NC_005070.1	1587419	1588414	+	996	30	221	53	35	2752	1982	338	132
gene-TX72_RS08330	NC_005070.1	1588419	1589411	+	993	9	70	24	9	510	510	124	50
gene-TX72_RS08335	NC_005070.1	1589405	1590163	-	759	28	1038	55	32	1795	1936	314	144
gene-TX72_RS08340	NC_005070.1	1590195	1591424	-	1230	3	21	4	5	175	180	41	17
gene-TX72_RS08345	NC_005070.1	1591501	1591758	+	258	17	67	36	15	335	337	95	36
gene-TX72_RS13965	NC_005070.1	1591998	1592318	+	321	2	13	2	3	15	20	20	10
gene-TX72_RS08350	NC_005070.1	1592315	1593340	+	1026	8	36	8	5	87	100	57	26
gene-TX72_RS14230	NC_005070.1	1594820	1594990	-	171	3	2	3	0	14	14	9	9
gene-TX72_RS13630	NC_005070.1	1596030	1596164	-	135	2	4	5	1	6	7	15	9
gene-TX72_RS08360	NC_005070.1	1596214	1596555	-	342	2	7	9	2	18	15	21	20
gene-TX72_RS14740	NC_005070.1	1596629	1596760	+	132	0	3	1	1	2	7	1	3
gene-TX72_RS13280	NC_005070.1	1597273	1597416	-	144	1	5	3	0	27	13	16	6
gene-TX72_RS08370	NC_005070.1	1598200	1598502	+	303	16	45	11	11	142	163	56	31
gene-TX72_RS08375	NC_005070.1	1598820	1599017	+	198	4	9	5	2	60	52	14	11
gene-TX72_RS08385	NC_005070.1	1599483	1600748	-	1266	23	72	39	18	340	302	131	46
gene-TX72_RS08390	NC_005070.1	1602043	1603305	-	1263	37	144	80	27	436	550	233	117
gene-TX72_RS08400	NC_005070.1	1604215	1604589	-	375	13	56	30	13	245	267	82	32
gene-TX72_RS13285	NC_005070.1	1605336	1605518	+	183	0	3	1	0	8	4	6	2
gene-TX72_RS08405	NC_005070.1	1605540	1606466	-	927	4	36	12	3	101	133	66	17
gene-TX72_RS13635	NC_005070.1	1606485	1606805	-	321	10	57	29	14	379	543	107	52
gene-TX72_RS08410	NC_005070.1	1606983	1607069	-	87	45	117	76	50	108	130	99	236
gene-TX72_RS14745	NC_005070.1	1607096	1607641	-	546	0	4	2	4	45	56	17	7
gene-TX72_RS14755	NC_005070.1	1608639	1608992	+	354	1	5	2	3	74	64	19	11
gene-TX72_RS08420	NC_005070.1	1608981	1609871	-	891	10	52	19	11	443	443	77	29
gene-TX72_RS08425	NC_005070.1	1609913	1610311	-	399	1	7	1	0	17	21	10	5
gene-TX72_RS14235	NC_005070.1	1610390	1610542	-	153	2	15	6	3	156	145	24	6
gene-TX72_RS08430	NC_005070.1	1610617	1610967	-	351	5	48	8	7	397	434	41	14
gene-TX72_RS08435	NC_005070.1	1611043	1611744	-	702	5	9	3	6	120	96	26	13
gene-TX72_RS08440	NC_005070.1	1611741	1612511	-	771	3	13	5	1	165	99	36	12
gene-TX72_RS08445	NC_005070.1	1612568	1612783	+	216	36	196	79	50	1319	1334	326	125
gene-TX72_RS08450	NC_005070.1	1612794	1613747	+	954	36	191	65	47	1326	1326	321	126
gene-TX72_RS08455	NC_005070.1	1613744	1615843	+	2100	10	41	20	15	327	339	74	32
gene-TX72_RS08460	NC_005070.1	1615831	1617156	-	1326	2	17	11	7	150	172	26	14
gene-TX72_RS08465	NC_005070.1	1617169	1617507	-	339	1	6	1	1	32	26	1	2
gene-TX72_RS08470	NC_005070.1	1617506	1618195	+	690	2	8	4	4	105	114	25	6
gene-TX72_RS14490	NC_005070.1	1618262	1618435	+	174	6	39	17	1	264	364	53	17
gene-TX72_RS08475	NC_005070.1	1618455	1618670	-	216	15	48	24	15	443	504	86	34
gene-TX72_RS08480	NC_005070.1	1618691	1619512	-	822	2	22	9	5	201	190	34	19
gene-TX72_RS08485	NC_005070.1	1619554	1619850	+	297	5	15	5	3	60	63	32	12
gene-TX72_RS08490	NC_005070.1	1619854	1621674	-	1821	9	78	42	24	716	711	195	92
gene-TX72_RS08495	NC_005070.1	1621758	1622084	+	327	3	5	2	1	50	48	15	7
gene-TX72_RS08500	NC_005070.1	1622088	1623596	-	1509	3	16	6	6	173	166	39	25
gene-TX72_RS08505	NC_005070.1	1623675	1623920	+	246	3	38	14	9	311	310	71	25
gene-TX72_RS08510	NC_005070.1	1624182	1624880	-	699	0	15	2	2	70	65	26	10
gene-TX72_RS08515	NC_005070.1	1624939	1626105	+	1167	3	20	2	1	123	111	29	16
gene-TX72_RS08520	NC_005070.1	1626144	1627646	-	1503	9	16	5	7	108	105	31	14
gene-TX72_RS14885	NC_005070.1	1627671	1627799	-	129	2	10	7	0	33	54	5	10
gene-TX72_RS13975	NC_005070.1	1627778	1628563	-	786	21	111	54	24	356	426	172	66
gene-TX72_RS14240	NC_005070.1	1628623	1628787	-	165	12	39	20	9	176	195	86	27
gene-TX72_RS08535	NC_005070.1	1629289	1629567	-	279	1	10	3	0	70	59	13	6
gene-TX72_RS08540	NC_005070.1	1629567	1629923	-	357	6	42	15	6	516	405	59	33
gene-TX72_RS08545	NC_005070.1	1629922	1630530	+	609	33	224	83	39	2869	2346	346	168
gene-TX72_RS08555	NC_005070.1	1631083	1632147	+	1065	7	66	29	5	296	292	100	45
gene-TX72_RS08560	NC_005070.1	1632440	1633078	+	639	5	42	17	7	249	289	63	26
gene-TX72_RS14245	NC_005070.1	1633308	1633445	+	138	3	10	5	6	76	76	29	9
gene-TX72_RS14250	NC_005070.1	1633598	1633765	+	168	1	14	5	4	66	70	29	6
gene-TX72_RS08570	NC_005070.1	1634344	1634613	-	270	2	12	6	5	155	141	30	11
gene-TX72_RS08575	NC_005070.1	1634638	1636290	-	1653	6	19	8	3	88	77	31	9
gene-TX72_RS08580	NC_005070.1	1636294	1636875	-	582	0	6	0	1	18	20	5	0
gene-TX72_RS08585	NC_005070.1	1636915	1637310	+	396	2	12	4	2	155	155	25	6
gene-TX72_RS08590	NC_005070.1	1637328	1638797	+	1470	1	13	4	4	103	92	15	9
gene-TX72_RS08595	NC_005070.1	1638794	1639033	+	240	2	4	2	2	52	73	10	8
gene-TX72_RS08600	NC_005070.1	1639030	1640241	+	1212	5	26	5	9	167	174	33	20
gene-TX72_RS08605	NC_005070.1	1640195	1641100	-	906	6	36	9	13	300	301	60	26
gene-TX72_RS08610	NC_005070.1	1641084	1641335	-	252	7	36	9	11	278	274	48	24
gene-TX72_RS08615	NC_005070.1	1641361	1642503	-	1143	28	123	59	36	723	791	191	83
gene-TX72_RS08620	NC_005070.1	1642500	1643990	-	1491	25	146	45	39	708	740	215	90
