Geneid	10_R1	10_R2	10_R3	50_R1	50_R2	50_R3	90_R1	90_R2	90_R3	Entity	Symbol
gene-SPD_RS04885	333	539	478	314	442	279	303	499	292	host	gene-SPD_RS04885
gene-SPD_RS00650	31	57	55	34	62	35	13	34	22	host	gene-SPD_RS00650
gene-SPD_RS08840	405	687	692	382	629	351	204	345	220	host	cbpB
gene-SPD_RS01155	1491	2513	2407	1086	1084	863	901	1340	804	host	rpsE
gene-SPD_RS04575	178	352	266	190	329	198	166	245	160	host	gene-SPD_RS04575
gene-SPD_RS06575	1210	1904	1887	1108	1560	998	601	972	657	host	pstA
gene-SPD_RS05425	5102	7157	7750	5408	9049	4295	2574	4279	2350	host	eno
gene-SPD_RS09885	3	10	9	4	7	3	5	10	1	host	comGC
gene-SPD_RS11315	377	535	500	563	1044	503	444	700	349	host	gene-SPD_RS11315
gene-SPD_RS04725	146	314	278	92	135	98	80	136	95	host	gene-SPD_RS04725
gene-SPD_RS02100	1373	2165	2437	1644	2665	1540	715	1302	675	host	accD
gene-SPD_RS05650	3372	4732	5029	2149	4115	2038	1541	2103	1041	host	lacA
gene-SPD_RS10195	1139	1728	1790	1032	1634	990	985	1216	855	host	pbp1b
gene-SPD_RS07615	129	166	169	91	167	92	89	115	72	host	gene-SPD_RS07615
gene-SPD_RS08375	223	326	340	165	236	165	119	126	99	host	prmA
gene-SPD_RS01360	443	634	663	514	761	405	318	410	257	host	spuA
gene-SPD_RS05760	468	919	844	365	504	311	359	537	282	host	srtA
gene-SPD_RS07865	1692	2484	2590	1409	2148	1407	1341	1642	1040	host	ftsA
gene-SPD_RS09605	3	14	11	1	12	5	4	10	8	host	gene-SPD_RS09605
gene-SPD_RS06620	413	567	661	331	582	316	253	380	195	host	gene-SPD_RS06620
gene-SPD_RS11760	9	10	15	4	7	0	8	6	4	host	gene-SPD_RS11760
gene-SPD_RS11885	1	2	2	1	2	1	0	1	2	host	gene-SPD_RS11885
gene-SPD_RS07165	2743	4125	3692	2806	4304	2502	2077	2840	1797	host	mltG
gene-SPD_RS10360	217	415	476	157	189	145	112	147	94	host	gene-SPD_RS10360
gene-SPD_RS02885	365	547	675	356	628	340	330	385	204	host	uvrC
gene-SPD_RS11705	35	57	50	38	82	23	55	42	35	host	gene-SPD_RS11705
gene-SPD_RS02855	613	820	813	467	738	432	365	501	317	host	recJ
gene-SPD_RS03745	246	317	323	220	406	217	191	219	141	host	gene-SPD_RS03745
gene-SPD_RS06430	355	630	524	402	610	351	305	454	294	host	pheA
gene-SPD_RS07870	193	321	355	235	376	182	134	263	121	host	gene-SPD_RS07870
gene-SPD_RS09725	38	52	70	29	55	23	38	36	25	host	gene-SPD_RS09725
gene-SPD_RS08650	288	409	416	222	342	206	118	173	112	host	gene-SPD_RS08650
gene-SPD_RS09270	571	787	844	524	860	444	481	634	338	host	gene-SPD_RS09270
gene-SPD_RS04610	532	1084	904	421	617	370	378	650	467	host	era
gene-SPD_RS00690	3	2	5	4	2	2	1	3	1	host	gene-SPD_RS00690
gene-SPD_RS01145	976	1558	1519	718	771	519	527	857	580	host	rplF
gene-SPD_RS02530	21	29	51	8	22	15	13	28	8	host	blpC
gene-SPD_RS03300	102	173	179	158	204	149	128	145	89	host	gene-SPD_RS03300
gene-SPD_RS11990	437	688	740	397	624	459	410	479	326	host	gene-SPD_RS11990
gene-SPD_RS04020	345	482	479	444	572	334	327	431	245	host	gene-SPD_RS04020
gene-SPD_RS08450	11	18	20	11	29	10	11	10	10	host	gene-SPD_RS08450
gene-SPD_RS10035	2	4	5	2	3	5	3	1	5	host	gene-SPD_RS10035
gene-SPD_RS00670	36	85	82	45	41	55	40	51	41	host	gene-SPD_RS00670
gene-SPD_RS06660	265	368	324	126	274	170	107	178	128	host	queA
gene-SPD_RS11875	24	45	43	5	10	10	7	22	9	host	gene-SPD_RS11875
gene-SPD_RS04110	266	446	382	246	458	250	182	266	168	host	pbp3
gene-SPD_RS03705	83	138	134	85	83	74	43	67	45	host	gene-SPD_RS03705
gene-SPD_RS09875	1	7	4	1	10	4	3	5	2	host	comGE
gene-SPD_RS01785	0	0	0	0	0	0	0	0	0	host	gene-SPD_RS01785
gene-SPD_RS08325	134	323	219	164	213	175	154	250	131	host	gene-SPD_RS08325
gene-SPD_RS08600	16	22	32	13	32	29	19	18	16	host	galT
gene-SPD_RS07185	455	605	584	363	634	391	238	315	237	host	gene-SPD_RS07185
gene-SPD_RS06600	103	128	122	84	156	94	109	135	88	host	gene-SPD_RS06600
gene-SPD_RS02975	437	754	905	376	649	370	278	456	282	host	gene-SPD_RS02975
gene-SPD_RS05325	776	1197	1147	813	1254	858	746	872	714	host	rpmA
gene-SPD_RS02095	2485	3540	4024	2445	4312	2474	1448	2295	1431	host	accC
gene-SPD_RS10705	84	127	106	63	112	73	42	51	29	host	gene-SPD_RS10705
gene-SPD_RS08745	39	34	50	15	32	16	18	26	16	host	pnuC
gene-SPD_RS02495	116	146	128	135	261	147	94	141	74	host	gene-SPD_RS02495
gene-SPD_RS08480	674	1005	1066	340	584	280	187	235	119	host	gene-SPD_RS08480
gene-SPD_RS01560	630	974	1080	414	679	375	348	452	287	host	gene-SPD_RS01560
gene-SPD_RS02305	10	18	26	13	18	11	12	19	11	host	lacG
gene-SPD_RS05885	859	1197	999	674	1258	741	369	563	368	host	zwf
gene-SPD_RS08270	357	503	573	242	434	225	273	309	247	host	gene-SPD_RS08270
gene-SPD_RS07105	316	513	577	185	336	208	82	148	91	host	gene-SPD_RS07105
gene-SPD_RS06125	461	644	675	400	745	468	303	433	319	host	rplS
gene-SPD_RS05715	553	660	740	474	866	481	362	427	332	host	xseA
gene-SPD_RS10110	553	842	810	418	572	400	529	716	461	host	gene-SPD_RS10110
gene-SPD_RS06000	654	1111	1065	592	1002	584	555	802	493	host	gene-SPD_RS06000
gene-SPD_RS12105	5	1	6	2	2	0	2	2	1	host	gene-SPD_RS12105
gene-SPD_RS09710	34	67	71	15	31	17	23	27	12	host	gene-SPD_RS09710
gene-SPD_RS06720	114	136	184	147	275	144	163	152	146	host	gene-SPD_RS06720
gene-SPD_RS06565	1077	1665	1837	920	1462	847	608	920	557	host	gene-SPD_RS06565_gene_pstB
gene-SPD_RS01115	820	1425	1448	773	853	678	477	841	498	host	rpsQ
gene-SPD_RS04490	181	259	235	204	327	168	142	231	150	host	gene-SPD_RS04490
gene-SPD_RS02890	181	216	276	145	249	146	111	167	97	host	gene-SPD_RS02890
gene-SPD_RS10145	3	7	11	4	10	6	8	4	6	host	phoU
gene-SPD_RS05290	553	845	833	694	1077	681	550	787	521	host	gene-SPD_RS05290
gene-SPD_RS04830	142	201	229	71	138	73	43	88	54	host	gene-SPD_RS04830
gene-SPD_RS00360	222	409	443	49	80	69	46	73	46	host	gene-SPD_RS00360
gene-SpSL1_17	2203	3354	3324	2091	2857	1886	1021	1249	822	phage	gene-SpSL1_17
gene-SPD_RS05160	1287	1905	1874	1688	2698	1588	1285	1692	1095	host	rpoD
gene-SPD_RS00500	495	816	854	256	394	242	190	289	207	host	gene-SPD_RS00500
gene-SPD_RS05115	2	1	4	2	1	1	3	1	0	host	gene-SPD_RS05115
gene-SPD_RS09780	408	559	507	574	1058	586	342	474	359	host	yajC
gene-SPD_RS03980	3474	5331	4954	3191	4310	2653	2505	3407	2197	host	gene-SPD_RS03980
gene-SPD_RS08460	72	112	87	35	63	54	58	71	38	host	mgaSpn
gene-SPD_RS00305	124	174	211	123	208	130	114	121	88	host	purK
gene-SPD_RS03365	24	54	50	15	20	18	8	8	5	host	gene-SPD_RS03365_gene_thiE
gene-SPD_RS00820	54	79	83	44	70	45	33	44	21	host	gene-SPD_RS00820
gene-SPD_RS10980	256	477	566	273	380	195	262	303	199	host	gene-SPD_RS10980
gene-SPD_RS07400	296	493	533	225	365	220	225	299	161	host	cdaA
gene-SPD_RS09765	8606	13225	13811	5150	6261	4273	3728	4399	3917	host	adhE
gene-SPD_RS06625	1058	1499	1564	910	1642	918	802	976	695	host	hemW
gene-SPD_RS03505	269	273	295	191	442	184	285	332	182	host	gene-SPD_RS03505
gene-SPD_RS08690	37	59	70	12	25	20	16	37	18	host	gene-SPD_RS08690
gene-SPD_RS03435	531	581	656	288	581	301	162	262	113	host	gene-SPD_RS03435
gene-SPD_RS10000	18	35	35	21	25	31	62	80	35	host	gene-SPD_RS10000
gene-SPD_RS10270	118	189	173	98	136	107	66	86	63	host	gene-SPD_RS10270
gene-SPD_RS10550	34	57	68	24	39	23	16	27	27	host	gene-SPD_RS10550
gene-SPD_RS03470	245	349	360	230	444	216	183	210	131	host	gene-SPD_RS03470
gene-SPD_RS09290	18	38	36	10	18	11	9	18	12	host	gene-SPD_RS09290
gene-SPD_RS07555	40	80	67	37	59	37	25	54	40	host	gene-SPD_RS07555
gene-SPD_RS01280	157	237	246	65	142	81	71	67	39	host	gene-SPD_RS01280
gene-SPD_RS02470	408	481	473	630	1246	599	403	437	345	host	grpE
gene-SPD_RS09640	3	15	11	2	3	8	9	15	11	host	gene-SPD_RS09640
gene-SPD_RS05280	304	496	569	451	819	410	489	610	390	host	gene-SPD_RS05280
gene-SPD_RS09190	1348	1641	2155	1531	2726	1358	1359	1744	1319	host	gene-SPD_RS09190
gene-SPD_RS06585	1198	1495	1632	1056	1811	1051	812	945	661	host	pstS
gene-SPD_RS04405	329	495	495	301	492	297	295	375	234	host	gene-SPD_RS04405
gene-SPD_RS03385	8	9	16	8	10	10	11	9	5	host	gene-SPD_RS03385
gene-SPD_RS12025	4	17	10	5	7	6	5	8	5	host	gene-SPD_RS12025
gene-SPD_RS02360	161	389	354	129	159	119	141	173	116	host	gene-SPD_RS02360
gene-SPD_RS00205	321	512	479	244	349	207	176	229	158	host	plsX
gene-SPD_RS00700	387	695	567	290	383	252	180	256	165	host	mnmA
gene-SPD_RS03530	98	183	172	103	156	85	73	119	77	host	gene-SPD_RS03530
gene-SPD_RS05395	477	703	767	446	646	434	298	423	274	host	gene-SPD_RS05395
gene-SPD_RS04040	139	252	228	130	226	147	89	144	66	host	pcp
gene-SPD_RS08025	800	1210	1156	624	907	541	632	701	411	host	gene-SPD_RS08025
gene-SPD_RS02600	1301	2274	2316	1346	1512	1122	945	1302	870	host	infB
gene-SPD_RS10305	56	58	82	41	63	37	32	24	36	host	gene-SPD_RS10305
gene-SPD_RS10795	56	13	26	77	130	55	50	81	33	host	tnpB
gene-SPD_RS00520	54	89	66	41	65	29	41	50	21	host	gene-SPD_RS00520
gene-SPD_RS01515	153	199	220	60	86	41	39	38	29	host	gene-SPD_RS01515
gene-SPD_RS06755	13	29	26	8	23	12	13	19	10	host	gene-SPD_RS06755
gene-SPD_RS07375	549	935	839	404	620	387	276	450	263	host	dapB
gene-SPD_RS01135	350	646	568	287	340	247	217	463	236	host	rpsN
gene-SPD_RS02485	125	245	251	189	308	183	119	173	94	host	dnaJ
gene-SPD_RS00325	632	1141	1089	632	905	546	371	603	330	host	gene-SPD_RS00325
gene-SPD_RS04140	65	97	128	55	68	40	32	46	36	host	gene-SPD_RS04140
gene-SPD_RS01480	179	275	311	144	220	173	97	113	76	host	folK
gene-SPD_RS03640	80	101	111	63	92	61	47	81	42	host	kphA
gene-SPD_RS10165	1096	1344	1287	906	1580	877	516	782	551	host	galU
gene-SPD_RS01385	792	1217	1272	815	1286	782	605	810	606	host	gene-SPD_RS01385
gene-SPD_RS04660	2670	3190	3334	2371	4293	2316	2148	3046	1879	host	pepF
gene-SPD_RS05165	469	592	604	530	856	506	496	549	456	host	gene-SPD_RS05165
gene-SPD_RS04395	283	438	457	250	424	246	275	396	226	host	gene-SPD_RS04395
gene-SPD_RS09120	422	689	699	377	556	345	360	470	281	host	ytpR
gene-SPD_RS06035	3119	1467	1511	4766	10915	4596	3057	4697	2453	host	carB
gene-SPD_RS06835	86	158	181	85	140	71	69	111	47	host	gene-SPD_RS06835
gene-SPD_RS09315	62	102	111	88	147	85	76	87	70	host	pneA2
gene-SPD_RS03145	165	232	234	196	405	171	115	176	104	host	gene-SPD_RS03145
gene-SPD_RS08145	206	364	328	54	76	47	18	37	18	host	scrK
gene-SPD_RS04175	15	28	21	9	32	15	12	17	7	host	gene-SPD_RS04175
gene-SPD_RS04605	155	324	306	119	179	110	125	194	124	host	gene-SPD_RS04605
gene-SPD_RS05400	839	1223	1273	714	922	689	537	687	471	host	glgD
gene-SPD_RS10500	544	683	620	581	1172	489	321	433	231	host	gene-SPD_RS10500
gene-SPD_RS06905	295	399	402	311	531	338	257	341	213	host	gene-SPD_RS06905
gene-SPD_RS06945	111	156	171	193	261	160	137	158	145	host	gene-SPD_RS06945
gene-SPD_RS03770	1552	2131	2074	1125	1758	1069	680	1085	623	host	gene-SPD_RS03770
gene-SPD_RS08560	110	162	163	162	248	160	90	148	118	host	gene-SPD_RS08560
gene-SPD_RS02865	446	677	665	509	649	415	374	504	306	host	gene-SPD_RS02865
gene-SPD_RS00980	403	695	701	377	553	324	261	349	239	host	gene-SPD_RS00980
gene-SPD_RS06250	115	173	191	94	184	107	99	125	69	host	gene-SPD_RS06250
gene-SPD_RS09535	161	221	192	165	290	168	124	162	115	host	rpmH
gene-SPD_RS00485	9076	14644	15529	1097	1625	1169	506	690	302	host	gene-SPD_RS00485
gene-SPD_RS07755	770	963	1017	650	1025	572	371	431	279	host	gene-SPD_RS07755
gene-SPD_RS08630	309	468	422	260	463	251	179	282	166	host	gene-SPD_RS08630
gene-SPD_RS09820	6	4	10	4	7	9	4	4	5	host	gene-SPD_RS09820
gene-SPD_RS11375	2	1	1	2	2	2	2	2	3	host	gene-SPD_RS11375
gene-SPD_RS08635	288	399	424	196	414	223	210	346	156	host	gene-SPD_RS08635
gene-SPD_RS09735	21	30	24	13	30	18	16	25	13	host	gene-SPD_RS09735
gene-SPD_RS02030	203	319	315	219	309	160	117	222	153	host	gene-SPD_RS02030
gene-SPD_RS08925	73	145	118	52	77	65	62	72	42	host	gtfA
gene-SPD_RS07730	77	152	148	72	117	83	93	86	77	host	gene-SPD_RS07730
gene-SpSL1_32	62	125	133	15951	13906	15328	23479	31606	23005	phage	gene-SpSL1_32
gene-SPD_RS04900	205	264	297	175	328	198	144	211	129	host	pmp23
gene-SPD_RS03620	7	9	15	9	18	2	12	8	3	host	gene-SPD_RS03620
gene-SPD_RS11920	51	69	92	29	64	32	51	68	32	host	gene-SPD_RS11920
gene-SPD_RS09310	135	212	230	169	255	153	141	188	120	host	pneA1
gene-SPD_RS08320	57	90	92	62	107	62	40	73	51	host	gene-SPD_RS08320
gene-SPD_RS06215	5	12	4	2	5	3	3	8	4	host	gene-SPD_RS06215
gene-SpSL1_11	9067	11983	13173	5059	7373	4187	2155	2409	1560	phage	dnaD
gene-SPD_RS07480	455	706	713	413	731	474	351	571	338	host	gene-SPD_RS07480
gene-SPD_RS12090	5	9	7	4	8	5	5	3	4	host	gene-SPD_RS12090
gene-SPD_RS06445	225	293	339	229	412	207	153	270	189	host	gene-SPD_RS06445
gene-SPD_RS09130	127	187	197	128	213	127	133	155	109	host	gene-SPD_RS09130
gene-SPD_RS03345	2189	3334	3399	1782	2678	1664	1092	1397	870	host	lctO
gene-SPD_RS04770	96	285	234	100	106	90	57	92	56	host	gene-SPD_RS04770
gene-SPD_RS11935	29	47	38	35	45	24	41	43	29	host	gene-SPD_RS11935
gene-SPD_RS03425	55	65	82	41	59	43	24	47	25	host	gene-SPD_RS03425
gene-SPD_RS01250	27	40	51	25	61	20	14	29	14	host	gene-SPD_RS01250
gene-SPD_RS08110	615	1083	918	220	364	189	175	232	136	host	gene-SPD_RS08110
gene-SPD_RS05245	306	488	515	342	586	266	230	346	209	host	gene-SPD_RS05245
gene-SPD_RS00115	606	754	686	519	804	556	343	550	387	host	gene-SPD_RS00115
gene-SPD_RS10180	472	666	648	440	669	411	312	408	258	host	gene-SPD_RS10180
gene-SPD_RS02795	41	68	82	29	36	22	23	39	19	host	gene-SPD_RS02795
gene-SPD_RS11575	1	3	3	0	4	1	3	1	2	host	gene-SPD_RS11575
gene-SPD_RS04635	49	99	105	47	49	36	53	77	32	host	secG
gene-SPD_RS03210	169	363	298	121	169	113	71	105	56	host	gene-SPD_RS03210
gene-SPD_RS09395	206	379	388	199	362	234	163	173	165	host	gene-SPD_RS09395
gene-SPD_RS11650	41	65	62	37	55	30	37	39	25	host	gene-SPD_RS11650
gene-SPD_RS07265	749	1302	1665	787	1831	912	520	848	685	host	gene-SPD_RS07265
gene-SPD_RS06910	752	917	1014	812	1502	733	723	845	489	host	gene-SPD_RS06910
gene-SPD_RS03890	272	431	486	427	658	355	258	290	235	host	rpiA
gene-SPD_RS04220	2048	3389	3269	1873	3097	1895	1093	1819	1102	host	pyk
gene-SPD_RS10005	20	54	50	27	37	38	73	91	46	host	gene-SPD_RS10005
gene-SPD_RS10095	107	152	132	123	188	120	128	148	104	host	argR
gene-SPD_RS10125	23	34	32	28	34	28	11	22	17	host	gene-SPD_RS10125
gene-SPD_RS05580	6408	10271	9685	4570	6813	3939	4170	5496	3176	host	ptsP
gene-SPD_RS08930	22	28	25	12	21	15	18	16	8	host	gene-SPD_RS08930
gene-SPD_RS08575	26	48	69	20	28	24	26	27	18	host	gene-SPD_RS08575
gene-SPD_RS10530	32	52	59	17	19	18	16	13	10	host	gene-SPD_RS10530
gene-SPD_RS01615	5	13	20	8	21	10	13	14	7	host	gene-SPD_RS01615
gene-SPD_RS08185	77	131	124	42	122	63	119	114	69	host	gene-SPD_RS08185
gene-SPD_RS05545	1254	1985	1975	998	1486	946	851	1102	750	host	gene-SPD_RS05545
gene-SPD_RS08415	2	6	12	2	7	2	1	4	1	host	gene-SPD_RS08415
gene-SPD_RS00340	416	892	785	212	184	143	113	187	116	host	gene-SPD_RS00340
gene-SPD_RS03565	475	728	724	403	636	368	366	562	347	host	gene-SPD_RS03565
gene-SPD_RS08070	32	52	50	29	64	42	19	39	26	host	gene-SPD_RS08070
gene-SPD_RS00575	189	335	342	216	240	205	146	172	137	host	gene-SPD_RS00575
gene-SPD_RS01125	817	1122	1260	829	942	715	688	871	642	host	rplX
gene-SPD_RS05695	190	277	343	212	308	170	128	188	138	host	gene-SPD_RS05695
gene-SPD_RS01525	28	51	46	10	22	9	12	6	8	host	gene-SPD_RS01525
gene-SPD_RS05980	110	182	157	53	82	70	64	68	61	host	gene-SPD_RS05980
gene-SPD_RS01375	948	1610	1545	791	1011	728	703	1144	613	host	rpsG
gene-SpSL1_44	81	129	183	40382	26389	36858	87050	130475	91086	phage	gene-SpSL1_44
gene-SPD_RS05100	11	16	18	15	19	12	19	16	7	host	gene-SPD_RS05100
gene-SPD_RS01435	4587	7874	7912	4769	6089	3913	2263	3691	2332	host	gene-SPD_RS01435
gene-SPD_RS11660	0	1	0	0	0	1	0	1	0	host	gene-SPD_RS11660
gene-SPD_RS00010	304	527	520	473	600	437	383	647	358	host	dnaN
gene-SPD_RS04385	4	13	16	11	26	8	6	18	11	host	gene-SPD_RS04385
gene-SPD_RS01845	345	510	431	375	550	359	255	301	183	host	gpsB
gene-SPD_RS02895	83	152	165	80	147	82	72	100	51	host	gene-SPD_RS02895
gene-SPD_RS05730	85	111	139	74	161	68	43	63	47	host	gene-SPD_RS05730
gene-SPD_RS08730	19	37	49	30	47	22	17	23	17	host	nmlR
gene-SPD_RS02015	41	41	54	54	81	70	44	56	44	host	gene-SPD_RS02015
gene-SPD_RS08865	52	92	85	35	89	37	30	46	24	host	treC
gene-SPD_RS08215	432	610	607	388	570	337	332	450	269	host	rsmB
gene-SPD_RS06420	359	541	500	414	657	425	262	395	321	host	gene-SPD_RS06420
gene-SPD_RS01960	24	13	28	13	27	8	7	5	4	host	gene-SPD_RS01960
gene-SPD_RS10340	9	20	15	4	23	9	13	23	9	host	rgg
gene-SPD_RS02190	20	35	34	27	34	12	6	17	14	host	ilvN
gene-SPD_RS02660	347	561	494	215	356	198	157	236	137	host	gene-SPD_RS02660
gene-SPD_RS10375	50	76	105	35	59	32	38	48	19	host	gene-SPD_RS10375
gene-SPD_RS04295	398	643	638	338	474	297	283	432	319	host	gene-SPD_RS04295
gene-SPD_RS06045	2713	974	988	3266	7293	2922	2229	2964	1784	host	gene-SPD_RS06045
gene-SPD_RS02715	93	114	132	89	109	84	71	81	75	host	gene-SPD_RS02715
gene-SPD_RS06345	1003	1664	1740	958	1349	918	658	1043	733	host	rplL
gene-SpSL1_15	9959	13302	13866	7959	10981	7346	4054	5095	3771	phage	gene-SpSL1_15
gene-SPD_RS01265	19	32	33	26	41	14	16	7	10	host	gene-SPD_RS01265
gene-SPD_RS09035	2	11	11	2	11	7	19	18	19	host	gene-SPD_RS09035
gene-SPD_RS11750	19	20	35	13	14	18	12	32	17	host	gene-SPD_RS11750
gene-SPD_RS09370	1	2	4	0	3	2	0	1	1	host	gene-SPD_RS09370
gene-SPD_RS08200	120	166	137	127	193	125	93	143	82	host	gene-SPD_RS08200
gene-SPD_RS10925	38	66	86	36	63	56	69	81	42	host	comD
gene-SPD_RS01220	524	730	772	526	797	464	430	458	359	host	gene-SPD_RS01220
gene-SPD_RS01340	1657	2688	2729	1183	1701	1112	1152	1599	978	host	gene-SPD_RS01340
gene-SPD_RS01895	463	687	678	394	635	375	366	405	307	host	fni
gene-SPD_RS01975	1638	2890	2949	1550	2109	1379	1279	2090	1210	host	tig
gene-SPD_RS04690	137	214	197	119	205	107	83	163	112	host	gene-SPD_RS04690
gene-SPD_RS07655	38	70	77	31	54	28	19	48	21	host	gene-SPD_RS07655
gene-SPD_RS00775	423	749	819	67	117	77	48	76	43	host	gene-SPD_RS00775
gene-SPD_RS11340	233	277	311	140	313	175	173	211	126	host	gene-SPD_RS11340
gene-SPD_RS00715	899	1387	1335	909	1314	863	624	1099	628	host	rnjA
gene-SPD_RS00070	6	3	5	4	1	2	1	3	4	host	gene-SPD_RS00070
gene-SPD_RS01025	202	341	294	153	220	138	126	163	108	host	cls
gene-SPD_RS08500	17	25	26	20	62	26	44	49	31	host	gene-SPD_RS08500
gene-SPD_RS00190	434	711	696	394	695	448	272	490	305	host	gene-SPD_RS00190
gene-SPD_RS00515	77	153	139	69	104	44	49	78	53	host	gene-SPD_RS00515
gene-SPD_RS06110	353	584	505	346	623	344	267	414	266	host	gene-SPD_RS06110
gene-SPD_RS03475	526	782	695	730	1499	695	665	1079	500	host	gene-SPD_RS03475
gene-SPD_RS10670	1360	1995	2162	1059	1445	940	713	856	589	host	cbpA
gene-SPD_RS10920	26	57	47	23	34	23	28	41	26	host	comE
gene-SPD_RS03015	423	683	815	748	971	577	480	797	521	host	gene-SPD_RS03015
gene-SPD_RS08120	1089	1366	1501	646	933	637	352	502	291	host	gene-SPD_RS08120
gene-SPD_RS06610	273	465	427	243	384	226	134	293	128	host	gene-SPD_RS06610
gene-SPD_RS09255	864	1675	1596	620	956	634	537	892	573	host	gene-SPD_RS09255
gene-SPD_RS00585	30	51	48	23	42	33	24	24	20	host	gene-SPD_RS00585
gene-SPD_RS01210	126	171	148	140	207	122	120	141	115	host	gene-SPD_RS01210
gene-SPD_RS04950	83	124	132	39	66	27	33	38	32	host	gene-SPD_RS04950
gene-SPD_RS01655	38	46	55	24	58	22	16	28	9	host	gene-SPD_RS01655
gene-SPD_RS02075	1916	2482	3087	1980	3392	1792	1387	2004	1170	host	fabG
gene-SPD_RS08445	8	14	15	6	10	3	6	8	6	host	gene-SPD_RS08445
gene-SPD_RS08825	650	1082	1111	468	819	479	354	428	309	host	scpB
gene-SPD_RS05560	4675	6480	6113	4940	8308	4498	3422	5275	3206	host	gene-SPD_RS05560
gene-SPD_RS04935	319	734	619	280	438	245	244	380	212	host	gene-SPD_RS04935
gene-SPD_RS02760	345	506	559	317	420	274	264	373	231	host	cysE
gene-SPD_RS04540	25	46	42	23	70	29	35	39	22	host	gene-SPD_RS04540
gene-SPD_RS08055	65	102	107	68	79	58	77	103	70	host	gene-SPD_RS08055
gene-SPD_RS02845	51	69	77	34	58	36	41	35	25	host	gene-SPD_RS02845
gene-SPD_RS09450	452	660	628	440	706	443	340	500	301	host	gene-SPD_RS09450
gene-SPD_RS02835	30	35	40	13	38	14	10	22	10	host	gene-SPD_RS02835
gene-SPD_RS07695	69	92	106	77	131	78	44	67	50	host	gene-SPD_RS07695
gene-SPD_RS09920	366	544	515	185	365	234	136	184	102	host	tgt
gene-SPD_RS09320	216	321	402	233	325	224	166	223	156	host	gene-SPD_RS09320
gene-SPD_RS08455	237	374	351	263	508	303	296	455	241	host	gene-SPD_RS08455
gene-SPD_RS03690	22	27	26	18	38	14	23	20	10	host	gene-SPD_RS03690
gene-SPD_RS03480	24	45	33	36	74	23	36	31	20	host	gene-SPD_RS03480
gene-SPD_RS04810	574	769	733	675	1217	576	395	597	383	host	pepT
gene-SPD_RS04905	1469	2584	1980	913	1427	962	667	1056	625	host	gene-SPD_RS04905
gene-SPD_RS01815	2455	4061	4461	1256	1664	1374	996	1476	979	host	gene-SPD_RS01815
gene-SPD_RS03675	205	377	396	187	371	157	221	287	158	host	gene-SPD_RS03675
gene-SPD_RS05015	153	223	236	131	196	129	80	103	74	host	pezT
gene-SPD_RS11460	10	17	17	7	9	12	13	9	3	host	gene-SPD_RS11460
gene-SPD_RS00220	84	166	156	63	103	68	50	73	39	host	blpU
gene-SPD_RS10825	109	241	248	101	139	88	75	117	76	host	gene-SPD_RS10825
gene-SPD_RS03585	1115	1624	1703	876	1596	846	770	1054	622	host	holA
gene-SPD_RS10045	7	4	6	8	5	9	4	2	4	host	gene-SPD_RS10045
gene-SPD_RS09060	6	4	4	6	1	4	6	3	10	host	gene-SPD_RS09060
gene-SPD_RS06095	489	851	750	411	715	425	358	474	305	host	ffh
gene-SPD_RS00470	2223	4507	5132	531	681	451	274	382	178	host	gene-SPD_RS00470
gene-SPD_RS01675	993	1534	1537	906	1439	846	788	1041	632	host	pbp2X
gene-SPD_RS05155	1313	1765	1823	1590	2543	1403	1431	1864	1198	host	dnaG
gene-SPD_RS09915	781	1473	1363	626	1045	627	517	718	442	host	gene-SPD_RS09915
gene-SPD_RS01415	124	155	177	65	136	74	84	76	49	host	gene-SPD_RS01415
gene-SPD_RS03760	141	172	248	109	244	113	107	149	77	host	gene-SPD_RS03760
gene-SPD_RS11605	74	101	88	50	82	76	71	77	56	host	gene-SPD_RS11605
gene-SPD_RS10640	560	1108	1042	166	267	178	144	218	141	host	gene-SPD_RS10640
gene-SPD_RS06305	626	836	924	497	911	431	329	457	243	host	gene-SPD_RS06305
gene-SPD_RS01735	1	1	0	0	1	0	0	2	0	host	gene-SPD_RS01735
gene-SPD_RS10820	160	349	308	159	213	159	124	178	126	host	mreC
gene-SPD_RS03515	103	162	168	120	164	111	88	112	80	host	gene-SPD_RS03515
gene-SPD_RS05360	257	370	436	207	381	221	204	295	160	host	gene-SPD_RS05360
gene-SPD_RS10420	6479	9260	8707	732	1010	762	322	389	185	host	gene-SPD_RS10420
gene-SpSL1_33	19	46	85	10716	7736	9175	24640	36389	22232	phage	gene-SpSL1_33
gene-SPD_RS04715	286	533	542	190	301	198	200	294	161	host	gene-SPD_RS04715
gene-SPD_RS04860	68	125	113	92	175	76	85	138	78	host	gene-SPD_RS04860
gene-SPD_RS03940	189	154	139	296	693	298	298	383	164	host	gene-SPD_RS03940
gene-SPD_RS09810	12	25	14	7	9	15	18	13	7	host	gene-SPD_RS09810
gene-SPD_RS02065	2030	2785	3149	1981	3562	1935	1242	1608	982	host	fabK
gene-SPD_RS11520	25	58	68	17	53	29	23	28	26	host	gene-SPD_RS11520
gene-SPD_RS04200	426	687	613	536	765	467	372	581	411	host	gene-SPD_RS04200
gene-SPD_RS06715	0	0	0	0	0	0	0	0	0	host	gene-SPD_RS06715
gene-SPD_RS01040	459	805	718	5181	6227	4305	7587	10916	8136	host	nrdD
