Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1562	79	149	129	238	54	208	125	49	42	4	66	22	host	acnA
gene-PA4406.1	332	375	354	329	107	446	183	59	46	2	98	54	host	gene-PA4406.1
gene-PA5136	284	319	346	332	78	247	54	64	41	4	56	31	host	gene-PA5136
gene-PA2288	34	79	73	57	15	65	9	19	14	1	20	16	host	gene-PA2288
gene-PA4795	11	16	12	5	2	4	1	3	0	1	2	2	host	gene-PA4795
gene-PA4023	12	20	8	19	7	15	15	4	7	0	1	2	host	gene-PA4023
gene-PA4115	58	81	66	109	18	89	27	16	10	1	9	9	host	gene-PA4115
gene-PA4396	22	29	23	29	4	20	5	4	2	0	6	6	host	gene-PA4396
gene-PA1238	3	10	3	5	0	1	0	2	0	0	5	1	host	gene-PA1238
gene-PA3305.1	13921	6124	3410	145	32	103	77	27	22	1	35	14	host	phrS
gene-PA3657	244	433	286	252	98	388	131	70	64	12	81	60	host	map
gene-PA1187	36	30	26	28	5	18	24	8	3	1	10	3	host	gene-PA1187
gene-PA2623	1540	2635	1267	1628	420	1671	855	408	477	36	656	442	host	icd
gene-PA2368	0	1	0	1	1	0	0	0	1	0	0	1	host	gene-PA2368
gene-PA0179	14	9	6	14	2	6	5	2	1	0	0	2	host	gene-PA0179
gene-PA0096	17	41	30	33	6	24	7	5	8	0	10	6	host	gene-PA0096
gene-PA0680	4	3	4	2	0	2	0	2	0	0	4	0	host	gene-PA0680
gene-PA0021	8	12	8	13	0	5	1	3	0	0	1	0	host	gene-PA0021
gene-PA4933	3791	5627	4493	5249	1178	5459	2121	693	844	55	1040	628	host	gene-PA4933
gene-PA1222	85	125	108	113	34	124	25	23	16	1	32	17	host	gene-PA1222
gene-PA4509	34	51	32	51	7	27	9	7	8	1	9	3	host	gene-PA4509
gene-PA4797	58	80	69	77	12	58	17	10	12	0	25	8	host	gene-PA4797
gene-PA1283	41	48	27	57	13	44	12	8	4	1	7	6	host	gene-PA1283
gene-PA2802	65	78	65	44	11	51	23	8	10	0	16	9	host	gene-PA2802
gene-PA0474	2	3	5	3	0	1	1	1	0	0	0	0	host	gene-PA0474
gene-PA1055	31	30	51	53	5	35	5	6	3	0	2	2	host	gene-PA1055
gene-PA2079	17	26	26	31	8	18	8	12	4	0	10	0	host	gene-PA2079
gene-PA3725	158	214	299	212	33	222	39	32	27	0	42	34	host	recJ
gene-PA4732	224	268	252	302	77	322	92	51	49	4	70	38	host	pgi
gene-PA0786	7	5	4	10	0	5	3	0	1	0	1	3	host	gene-PA0786
gene-PA1952	3	2	4	1	0	2	0	2	0	1	2	0	host	gene-PA1952
gene-PA0460	92	168	215	366	78	444	152	51	57	2	46	16	host	gene-PA0460
gene-PA1184	19	26	25	27	5	28	5	6	8	0	15	8	host	gene-PA1184
gene-PA2062	18	43	14	13	2	8	5	3	5	0	6	3	host	gene-PA2062
gene-PA1837a	6	10	10	16	2	7	3	0	1	1	4	2	host	gene-PA1837a
gene-PA3577	13	14	15	18	4	13	12	1	3	0	5	0	host	gene-PA3577
gene-PA5362	335	371	331	475	48	268	84	49	35	2	72	29	host	gene-PA5362
gene-PA3886a	25	20	28	45	4	26	13	5	5	1	0	1	host	gene-PA3886a
gene-PA0355	9	9	5	20	8	13	8	8	2	0	6	1	host	pfpI
gene-PA4834	18	7	6	27	2	10	8	4	4	0	6	3	host	gene-PA4834
gene-PA2663	6	3	3	17	2	4	1	0	1	0	0	0	host	ppyR
gene-PA5563	248	388	326	323	69	293	77	36	37	1	69	36	host	soj
gene-PA3466	135	281	236	164	30	189	38	19	35	2	27	19	host	gene-PA3466
gene-PA5027	115	113	81	53	10	43	16	13	5	0	17	8	host	gene-PA5027
gene-PA0360	246	189	162	202	43	139	68	42	33	0	45	31	host	gene-PA0360
gene-PA4536	30	44	37	36	7	22	14	5	3	1	8	6	host	gene-PA4536
gene-PA2065	8	11	9	17	4	8	6	1	0	0	5	3	host	pcoA
gene-PA2012	56	78	76	174	32	116	43	49	27	1	25	18	host	liuD
gene-PA0827	8	19	7	8	3	9	2	3	1	2	4	0	host	gene-PA0827
gene-PA1867	0	1	1	5	0	2	2	0	0	0	0	1	host	xphA
gene-PA1307	182	233	227	169	31	148	45	31	16	5	33	20	host	gene-PA1307
gene-PA2881	7	11	5	7	4	4	5	3	0	1	3	0	host	gene-PA2881
gene-PA3658	128	185	150	165	36	139	62	32	29	6	34	21	host	glnD
gene-PA2772a	11	14	18	14	2	16	7	0	1	0	3	0	host	gene-PA2772a
gene-PA0937	384	604	416	450	163	584	171	89	109	11	114	100	host	gene-PA0937
gene-PA0041a	118	133	56	71	8	40	20	12	17	3	12	7	host	gene-PA0041a
gene-PA4031	640	1277	936	931	297	1320	478	269	320	47	361	307	host	ppa
gene-PA4912	64	33	16	31	9	22	42	11	7	0	12	4	host	gene-PA4912
gene-PA2321	30	31	15	34	9	16	18	5	10	0	7	1	host	gene-PA2321
gene-PA2430	11	9	13	10	1	13	2	5	1	0	3	1	host	gene-PA2430
gene-PA3472	83	75	68	65	16	70	27	14	4	1	9	3	host	gene-PA3472
gene-PA5054	124	402	176	190	125	356	169	122	128	18	132	95	host	hslU
gene-PA0492	54	58	113	188	13	56	7	8	8	2	4	4	host	gene-PA0492
gene-PA2883	55	104	75	200	18	98	26	17	11	1	12	9	host	gene-PA2883
gene-PA4349	38	49	39	57	13	34	13	10	5	0	6	4	host	gene-PA4349
gene-PA4990	23	28	20	20	6	20	16	5	6	2	5	2	host	gene-PA4990
gene-PA4043	60	101	82	92	24	55	25	15	13	1	10	12	host	ispA
gene-PA3704	250	560	468	449	100	380	60	61	62	0	49	42	host	wspE
gene-PA0253	77	127	108	99	29	85	34	30	24	0	14	9	host	gene-PA0253
gene-PA2803	8	11	1	4	4	1	7	6	0	0	2	5	host	gene-PA2803
gene-PA1504	28	45	33	31	14	23	20	9	7	1	10	4	host	gene-PA1504
gene-PA3719	7	7	3	6	2	8	2	3	1	0	6	2	host	armR
gene-PA0208	38	45	38	173	16	59	17	24	14	0	16	13	host	mdcA
gene-PA1453	536	785	703	475	150	623	123	133	101	6	123	86	host	flhF
gene-PA4937.2	2218	1094	874	828	134	657	559	175	174	3	167	81	host	gene-PA4937.2
gene-PA5144	5	6	1	1	5	2	2	1	0	0	2	0	host	gene-PA5144
gene-PA0030	11	13	8	13	9	12	6	5	8	0	5	4	host	gene-PA0030
gene-PA1388	15	15	16	17	3	13	3	2	0	0	3	3	host	gene-PA1388
gene-PA3980	136	245	224	180	31	179	64	32	46	3	40	25	host	gene-PA3980
gene-PA1736	14	32	21	21	5	29	7	3	4	0	5	3	host	gene-PA1736
gene-PA4168	70	56	44	68	16	56	36	25	26	2	31	19	host	fpvB
gene-PA4950	100	125	117	112	17	81	31	27	20	2	20	14	host	gene-PA4950
gene-PA5487	334	440	427	386	73	333	75	38	38	6	80	27	host	gene-PA5487
gene-PA0967	478	593	543	484	107	539	174	69	68	2	104	78	host	ruvB
gene-PA2444	23	32	33	40	10	27	13	10	5	3	17	10	host	glyA2
gene-PA2534	36	44	40	26	5	21	6	1	6	0	15	3	host	gene-PA2534
gene-PA3913	335	212	182	51	1	16	5	3	1	0	8	1	host	gene-PA3913
gene-PA5287	164	272	244	375	48	251	126	32	39	3	54	33	host	amtB
gene-PA5542	24	43	38	78	10	77	43	21	20	0	14	16	host	gene-PA5542
gene-PA1328	13	13	13	13	3	11	5	2	0	0	4	1	host	gene-PA1328
gene-PA4687	94	162	159	85	32	111	55	36	42	7	46	24	host	hitA
gene-PA0346	37	111	58	63	21	67	15	23	15	1	21	13	host	gene-PA0346
gene-PA3352	130	160	161	108	32	117	41	27	24	7	41	15	host	gene-PA3352
gene-PA3365	26	31	35	77	14	39	16	9	5	1	14	10	host	gene-PA3365
gene-PA0593	126	135	148	139	34	90	15	10	13	1	24	12	host	pdxA
gene-PA5123	27	46	28	30	5	37	5	7	3	2	8	7	host	gene-PA5123
gene-PA0793	17	27	18	25	5	15	27	12	9	1	15	3	host	gene-PA0793
gene-PA2801	43	44	38	38	12	35	11	7	5	1	13	6	host	gene-PA2801
gene-PA0109	20	8	5	9	3	3	11	4	3	0	3	2	host	gene-PA0109
gene-PA4824	6	13	8	13	3	10	3	3	3	0	4	3	host	gene-PA4824
gene-PA5403	60	70	38	84	11	42	25	17	13	0	12	8	host	gene-PA5403
gene-PA0289	26	29	19	30	8	26	11	5	6	1	13	6	host	gpuR
gene-PA2544	32	49	30	62	11	30	13	5	6	0	13	4	host	gene-PA2544
gene-PA1057	50	49	75	74	11	68	9	3	7	1	6	6	host	gene-PA1057
gene-PA5556	12069	16421	11381	8249	3189	18046	3509	1475	1818	134	1985	1524	host	atpA
gene-PA5255	926	1368	912	764	130	541	162	63	90	4	101	70	host	algQ
gene-PA0893	111	161	128	180	38	111	32	21	22	2	27	13	host	argR
gene-PA1822	381	640	536	614	123	553	140	96	80	7	123	69	host	fimL
gene-PA4688	81	157	140	89	40	95	58	26	43	15	53	45	host	hitB
gene-PA0379	28	36	24	27	3	18	11	10	8	1	8	2	host	gene-PA0379
gene-PA2450	59	81	94	63	14	39	16	13	7	1	17	15	host	gene-PA2450
gene-PA4813	10	6	13	15	3	9	6	5	1	0	6	7	host	lipC
gene-PA5251	73	92	82	126	20	90	22	12	17	0	20	10	host	gene-PA5251
gene-PA0126	40	36	42	43	13	51	10	22	11	3	19	5	host	gene-PA0126
gene-PA2115	16	34	22	29	4	10	7	4	3	0	5	1	host	gene-PA2115
gene-PA2512	11	15	10	12	3	16	9	2	6	0	1	3	host	antA
gene-PA0257	89	64	32	80	16	48	36	18	9	3	11	6	host	gene-PA0257
gene-PA4042	48	65	68	70	23	44	22	13	14	1	4	7	host	xseB
gene-PA3718	24	50	44	31	11	44	7	13	8	0	33	9	host	gene-PA3718
gene-PA1820	135	146	143	157	18	115	29	27	10	3	32	18	host	nhaB
gene-PA4646	75	119	90	102	23	111	38	13	19	8	15	12	host	upp
gene-PA2163	0	6	3	5	0	3	1	1	2	0	2	1	host	gene-PA2163
gene-PA2988	196	366	384	327	39	207	49	49	22	3	60	26	host	gene-PA2988
gene-PA0538	25	47	20	40	3	35	15	10	5	1	14	4	host	dsbB
gene-PA5364	328	279	242	159	39	194	72	26	27	2	33	19	host	gene-PA5364
gene-PA4104	17	9	15	8	3	9	10	1	1	0	4	1	host	gene-PA4104
gene-PA4627	44	83	75	59	12	53	13	14	2	1	14	6	host	gene-PA4627
gene-PA0119	63	76	57	84	12	52	23	11	12	0	14	9	host	gene-PA0119
gene-PA2607	11	15	19	15	5	6	5	2	0	0	7	3	host	gene-PA2607
gene-PA3776	2	19	9	10	3	7	1	2	3	0	1	2	host	gene-PA3776
gene-PA1171	77	89	77	101	26	86	35	18	19	1	23	16	host	gene-PA1171
gene-PA1580	280	296	331	427	105	334	143	60	55	10	67	45	host	gltA
gene-PA0668.3	3733	3609	2514	3597	475	2627	1898	987	947	23	553	337	host	gene-PA0668.3
gene-PA0418	42	37	27	38	4	30	7	11	4	0	7	5	host	gene-PA0418
gene-PA3249	16	20	18	26	3	21	6	4	2	1	2	1	host	gene-PA3249
gene-PA1844	16	10	15	16	4	19	7	3	3	0	5	2	host	gene-PA1844
gene-PA3972	56	80	62	81	14	47	13	15	13	2	22	11	host	gene-PA3972
gene-PA4134	71	76	40	72	15	32	21	14	3	0	7	3	host	gene-PA4134
gene-PA0875	82	129	97	123	27	84	62	29	19	0	33	17	host	gene-PA0875
gene-PA3440	42	61	43	48	16	48	22	6	12	3	9	14	host	gene-PA3440
gene-PA0457	30	38	49	72	13	71	18	7	7	0	5	3	host	gene-PA0457
gene-PA2089	38	61	51	45	12	33	19	27	20	0	9	6	host	gene-PA2089
gene-PA1569	10	17	6	8	1	7	9	3	6	0	5	3	host	gene-PA1569
gene-PA5151	22	31	22	19	5	17	9	7	4	1	6	5	host	gene-PA5151
gene-PA1505	100	111	92	138	21	55	10	6	8	1	12	8	host	moaA2
gene-PA2496	18	26	29	18	7	16	7	4	1	0	6	4	host	gene-PA2496
gene-PA1689	253	288	313	667	170	717	292	143	138	5	91	73	host	gene-PA1689
gene-PA3969	36	50	48	72	15	39	12	17	10	1	17	7	host	gene-PA3969
gene-PA2580	23	39	20	15	6	11	16	1	4	2	8	0	host	gene-PA2580
gene-PA2261	7	12	6	13	2	5	4	5	1	0	2	1	host	gene-PA2261
gene-PA4002	694	796	610	655	119	487	239	88	84	4	130	63	host	rodA
gene-PA4910	3	8	5	10	3	2	4	6	1	0	4	1	host	gene-PA4910
gene-PA4342	14	44	18	24	2	18	4	8	9	0	9	2	host	gene-PA4342
gene-PA5203	127	172	156	225	37	154	47	34	28	2	48	34	host	gshA
gene-PA1960	45	59	66	65	18	87	15	6	13	0	14	5	host	gene-PA1960
gene-PA1794	355	792	614	545	168	790	219	120	134	14	128	82	host	glnS
gene-PA4865	6	6	9	5	0	2	4	1	1	0	2	2	host	ureA
gene-PA5055	39	65	32	37	14	41	14	10	9	0	14	10	host	gene-PA5055
gene-PA3562	398	653	601	528	132	509	90	107	52	2	58	51	host	fruI
gene-PA5357	121	170	203	190	32	146	31	23	21	3	29	25	host	gene-PA5357
gene-PA0769	220	312	297	293	53	266	79	27	41	1	45	28	host	gene-PA0769
gene-PA0627	29	25	26	21	11	36	78	14	20	1	16	12	host	gene-PA0627
gene-PA2068	2	6	7	8	0	2	4	5	2	0	1	0	host	gene-PA2068
gene-PA1243	45	116	76	82	12	77	12	26	18	2	30	15	host	gene-PA1243
gene-PA1706	47	155	74	48	9	68	17	18	11	1	14	6	host	pcrV
gene-PA5346	343	320	591	1165	61	242	91	47	42	11	58	32	host	gene-PA5346
gene-PA3126	75	145	44	93	29	91	74	55	44	7	83	37	host	ibpA
gene-PA3260	70	154	89	64	32	96	22	30	16	1	32	13	host	gene-PA3260
gene-PA2404	13	18	11	9	3	4	3	4	2	0	3	0	host	gene-PA2404
gene-PA0975	321	465	346	229	46	189	98	52	43	2	83	70	host	gene-PA0975
gene-PA0270	9	22	20	18	3	13	2	4	5	0	4	1	host	gene-PA0270
gene-PPLUZ19_gp37	0	2	74	12293	12448	47969	22424	57033	31613	31296	440736	280309	phage	gp37
gene-PA1941	42	44	40	59	8	27	18	15	8	0	13	8	host	gene-PA1941
gene-PA5231	775	546	613	386	40	234	68	41	24	1	39	16	host	gene-PA5231
gene-PA3656	6347	10861	8353	5632	2420	11487	4551	1712	2134	144	2144	1379	host	rpsB
gene-PA0415	54	96	100	76	21	85	13	16	11	1	15	11	host	chpC
gene-PA1930	18	33	17	25	7	14	11	14	5	0	19	7	host	gene-PA1930
gene-PA4136	41	59	35	42	7	33	5	8	3	0	11	1	host	gene-PA4136
gene-PA4216	4	9	4	11	1	5	1	1	0	0	4	3	host	phzG1
gene-PA2385	5	11	10	13	1	4	6	2	2	1	6	1	host	pvdQ
gene-PA4008	14	19	14	19	6	9	4	5	4	1	6	0	host	gene-PA4008
gene-PA2521	11	17	6	13	1	8	2	4	4	0	7	1	host	czcB
gene-PA2016	23	16	14	15	3	11	6	2	6	0	2	3	host	liuR
gene-PA4073	15	29	19	24	3	15	15	8	6	0	6	4	host	gene-PA4073
gene-PA3226	25	29	23	37	11	36	8	6	8	0	6	4	host	gene-PA3226
gene-PA0389	142	109	119	117	27	98	44	21	15	2	23	17	host	gene-PA0389
gene-PA5066	264	420	407	396	61	364	97	68	52	2	62	39	host	hisI
gene-PA0870	85	115	92	220	51	166	46	34	26	0	21	20	host	phhC
gene-PA4264	12846	15785	11382	10148	3914	18414	7642	2112	2724	161	2934	1798	host	rpsJ
gene-PA1714	234	418	356	197	58	268	61	32	37	1	51	29	host	exsD
gene-PA0869	94	124	84	101	15	87	43	16	15	2	19	15	host	pbpG
gene-PA3959	9	24	15	36	10	14	8	8	7	0	8	5	host	gene-PA3959
gene-PA2558	49	89	71	57	12	66	24	5	7	0	21	5	host	gene-PA2558
gene-PA4137	13	30	22	28	3	14	9	12	4	2	9	3	host	gene-PA4137
gene-PA2856	147	128	111	118	23	74	45	14	18	0	34	15	host	tesA
gene-PA0140	157	305	214	440	81	268	47	43	29	4	57	38	host	ahpF
gene-PA2031	10	31	11	8	1	5	3	2	0	0	2	0	host	gene-PA2031
gene-PA0854	48	58	65	93	13	50	18	14	10	0	17	10	host	fumC2
gene-PA2316	20	31	16	19	5	21	6	1	3	0	7	5	host	gene-PA2316
gene-PA0462	22	19	9	96	11	37	21	3	3	0	13	4	host	gene-PA0462
gene-PA3009	337	295	274	202	43	188	74	37	27	2	44	26	host	gene-PA3009
gene-PA3900	3	21	8	4	1	3	0	1	1	0	4	5	host	gene-PA3900
gene-PA3936	6	24	10	5	2	14	3	0	2	0	3	0	host	gene-PA3936
gene-PA3458	71	53	44	30	8	18	8	2	6	0	5	3	host	gene-PA3458
gene-PA0505	38	56	41	36	5	22	12	5	5	0	8	4	host	gene-PA0505
gene-PA4998	91	116	118	116	23	95	34	20	24	1	25	11	host	gene-PA4998
gene-PA2027	6	6	6	5	2	12	5	1	0	0	4	1	host	gene-PA2027
gene-PA5002	869	1210	1302	1043	171	778	123	106	89	8	119	87	host	gene-PA5002
gene-PA1316	27	22	22	12	2	8	5	3	3	0	6	5	host	gene-PA1316
gene-PA1395	17	21	18	38	4	31	5	4	8	0	7	9	host	gene-PA1395
gene-PA1480	215	271	275	268	41	195	43	25	22	2	33	25	host	ccmF
gene-PA0651	223	344	314	401	62	382	65	46	45	1	65	35	host	trpC
gene-PA4254	3045	5962	3583	2596	998	5532	2254	746	1128	78	1081	688	host	rpsQ
gene-PA5288	1049	1478	1583	1295	285	1579	469	254	241	9	220	201	host	glnK
gene-PA1953	5	7	8	13	2	3	3	2	2	1	1	3	host	gene-PA1953
gene-PA5558	4630	6842	4259	3659	1274	6641	1523	543	595	48	836	494	host	atpF
gene-PA3239	69	79	74	131	30	97	55	21	24	2	24	15	host	gene-PA3239
gene-PA3390	8	4	9	10	1	6	3	2	0	0	4	0	host	gene-PA3390
gene-PA0968	546	500	404	427	81	459	247	72	82	5	107	65	host	gene-PA0968
gene-PA3533	253	365	265	254	87	289	77	54	45	8	77	49	host	gene-PA3533
gene-PA5175	139	303	263	208	41	152	41	47	28	5	68	47	host	cysQ
gene-PA5213	60	117	82	95	15	63	22	17	13	0	31	14	host	gcvP1
gene-PA1172	22	27	11	35	7	24	7	4	5	0	8	6	host	napC
gene-PA2071	61	90	79	162	27	200	60	20	17	0	37	12	host	fusA2
gene-PA3306	90	107	94	81	26	49	25	22	14	1	27	11	host	gene-PA3306
gene-PA2337	11	42	24	36	14	17	19	21	17	2	15	5	host	mtlR
gene-PA5416	15	19	11	26	4	15	12	4	3	1	11	9	host	soxB
gene-PA2568	140	88	88	124	17	86	70	20	20	0	29	10	host	gene-PA2568
gene-PA4829	35	50	25	34	8	26	14	13	11	0	13	2	host	lpd3
gene-PA5350	153	191	134	162	35	189	72	25	22	1	28	19	host	rubA2
gene-PA1849	3	7	1	5	2	7	0	2	1	0	5	0	host	gene-PA1849
gene-PA4663	195	303	292	204	34	177	35	24	17	3	26	9	host	moeB
gene-PA0802	2	18	13	5	3	5	2	3	2	0	5	2	host	gene-PA0802
gene-PA1705	18	71	47	26	7	22	2	6	3	0	9	3	host	pcrG
gene-PPLUZ19_gp18	1	0	2	103	927	400	38279	12755	20282	634	6956	4282	phage	gp18
gene-PA4617	65	72	55	52	13	37	15	18	12	0	12	11	host	gene-PA4617
gene-PA4460	281	458	385	381	87	411	102	66	70	7	70	42	host	gene-PA4460
gene-PA2622	288	292	189	250	66	266	96	64	42	1	67	41	host	cspD
gene-PA4587	58	85	109	143	34	124	28	28	13	2	18	6	host	ccpR
gene-PA2870	37	64	43	77	14	43	5	15	9	1	11	9	host	gene-PA2870
gene-PA3180	38	53	26	37	9	24	21	10	6	1	20	11	host	gene-PA3180
gene-PA0237	5	7	7	11	2	12	2	7	5	0	8	1	host	gene-PA0237
gene-PA3941	68	81	110	78	22	85	25	13	13	3	17	8	host	gene-PA3941
gene-PA0486	31	45	38	35	9	33	11	6	7	0	11	5	host	gene-PA0486
gene-PA5358	85	133	107	94	17	76	31	14	15	2	33	12	host	ubiA
gene-PA0113	30	55	36	28	8	28	4	6	3	0	12	6	host	gene-PA0113
gene-PA3790	84	135	107	123	34	151	54	24	38	3	31	29	host	oprC
gene-PA0988	129	89	44	78	13	51	41	20	14	1	23	12	host	gene-PA0988
gene-PA5501	56	84	80	92	19	56	29	18	15	0	16	8	host	znuB
gene-PA0851	14	34	24	28	8	25	4	11	5	1	7	4	host	gene-PA0851
gene-PA4640	196	327	290	326	66	252	107	58	46	8	88	47	host	mqoB
gene-PA0285	133	189	186	166	23	107	41	26	17	4	26	26	host	gene-PA0285
gene-PA0896	178	273	260	345	54	265	86	37	44	1	42	28	host	aruF
gene-PA1630	78	121	61	35	13	72	28	20	17	0	19	13	host	gene-PA1630
gene-PA3347	73	74	62	45	16	49	16	8	12	0	22	7	host	gene-PA3347
gene-PA3362	27	22	12	45	5	19	11	7	3	0	2	0	host	gene-PA3362
gene-PA2231	54	64	60	64	15	52	20	7	8	2	18	5	host	pslA
gene-PA4232	586	802	623	443	237	683	195	87	88	15	107	81	host	ssb
gene-PA2392	14	13	13	16	2	8	9	4	3	0	7	1	host	pvdP
gene-PA4318	82	98	104	105	14	76	18	13	13	1	29	5	host	gene-PA4318
gene-PA3553	63	70	72	28	5	19	10	7	4	0	5	2	host	arnC
gene-PA3733	91	96	88	98	17	87	32	22	10	2	12	5	host	gene-PA3733
gene-PA3389	10	7	0	9	0	4	3	1	1	0	2	2	host	gene-PA3389
gene-PA1134	16	20	27	37	8	31	10	8	11	0	14	11	host	gene-PA1134
gene-PA3716	419	826	829	821	255	1182	279	229	129	19	213	137	host	gene-PA3716
gene-PA3558	64	74	86	94	11	70	2	2	3	0	2	3	host	arnF
gene-PA3383	2	3	4	5	0	3	2	1	0	0	2	0	host	gene-PA3383
gene-PA3094.2	2689	2474	1951	2239	272	1199	794	395	233	18	347	154	host	gene-PA3094.2
gene-PA3381	1	0	1	3	0	1	0	0	0	0	1	0	host	gene-PA3381
gene-PA0003	954	1200	948	905	166	909	500	196	198	19	238	148	host	recF
gene-PA1363	22	48	32	47	9	38	23	18	14	2	24	8	host	gene-PA1363
gene-PA1975	8	6	13	15	3	11	6	5	6	0	2	1	host	gene-PA1975
gene-PA4309	85	101	75	80	14	70	32	28	13	3	38	21	host	pctA
gene-PA5389	19	14	20	16	3	18	7	7	1	0	5	1	host	cdhR
gene-PA2142	0	5	3	5	1	2	3	0	0	0	1	0	host	gene-PA2142
gene-PA1503	10	7	7	5	1	4	2	2	0	0	2	2	host	gene-PA1503
gene-PA3314	28	56	39	31	11	25	8	6	6	1	9	4	host	gene-PA3314
gene-PA4450	877	1695	1629	1570	376	1763	485	263	274	22	346	208	host	murA
gene-PA4722	120	119	82	79	29	112	50	18	9	4	18	17	host	gene-PA4722
gene-PA4380	88	100	106	190	27	157	33	17	17	1	20	11	host	gene-PA4380
gene-PA1278	93	183	126	103	28	109	11	23	13	2	13	13	host	cobP
gene-PA5034	183	296	268	146	20	168	60	25	28	1	40	35	host	hemE
gene-PA4397	9	19	13	9	1	12	1	3	4	1	2	0	host	panE
gene-PA0421	254	332	285	227	58	245	76	49	41	3	60	40	host	gene-PA0421
gene-PA4880	37	50	22	49	5	31	24	14	6	0	10	5	host	gene-PA4880
gene-PA1087	183	242	941	279	47	252	79	43	31	4	47	27	host	flgL
gene-PA4164	28	22	25	27	3	14	7	0	4	1	6	1	host	gene-PA4164
gene-PA5049	6460	11157	9974	11246	8496	8717	2256	1527	1212	69	1933	1176	host	rpmE
gene-PA1609	524	952	992	715	214	902	268	205	233	44	270	218	host	fabB
gene-PA0770	295	353	334	204	79	325	78	45	42	1	46	37	host	rnc
gene-PA1212	5	11	3	9	2	6	5	2	2	0	0	2	host	gene-PA1212
gene-PA1009	67	76	61	57	18	63	15	11	17	3	13	10	host	gene-PA1009
gene-PA5190	41	61	51	47	13	52	22	9	5	0	9	3	host	gene-PA5190
gene-PA0835	184	182	219	256	41	170	86	77	44	4	62	32	host	pta
gene-PA3860	41	47	56	90	5	60	14	10	6	0	4	8	host	gene-PA3860
gene-PA1802	3267	4939	3646	4545	1280	6317	2015	831	1009	52	1197	790	host	clpX
gene-PA2747a	70	83	55	72	11	44	29	14	9	4	13	5	host	gene-PA2747a
gene-PA2914	24	32	29	21	4	22	1	7	4	1	6	0	host	gene-PA2914
gene-PA3230	66	95	67	49	9	39	13	16	4	0	13	8	host	gene-PA3230
gene-PA0381	240	341	312	242	48	243	77	31	55	7	48	36	host	thiG
gene-PA0787	38	55	30	33	9	31	5	7	7	0	8	8	host	gene-PA0787
gene-PA2613	609	766	721	867	170	658	133	71	78	5	125	70	host	gene-PA2613
gene-PA3683	115	133	119	96	15	50	19	9	16	1	12	6	host	gene-PA3683
gene-PA3695	85	81	86	103	22	74	20	7	12	1	13	15	host	gene-PA3695
gene-PA3267	165	226	200	191	30	194	61	35	25	3	40	21	host	gene-PA3267
gene-PA5257	403	477	395	416	71	395	97	52	48	5	102	47	host	gene-PA5257
gene-PA4861	6	11	8	14	3	15	2	1	2	0	3	1	host	gene-PA4861
gene-PA2818	85	131	140	89	25	108	46	29	22	1	36	22	host	arr
gene-PA4383	52	49	42	56	9	36	18	6	6	1	14	6	host	gene-PA4383
gene-PA4874	104	159	122	174	43	169	59	51	30	0	43	18	host	gene-PA4874
gene-PA0751	54	62	54	64	15	56	20	18	11	0	24	7	host	gene-PA0751
gene-PA3265	29	31	19	33	8	19	8	6	5	1	12	2	host	gene-PA3265
gene-PA4324	137	167	147	118	33	102	31	21	12	0	20	16	host	gene-PA4324
gene-PA0615	157	120	106	126	20	137	91	40	41	4	36	25	host	gene-PA0615
gene-PA0364	15	33	46	50	2	34	12	8	10	1	11	8	host	gene-PA0364
gene-PA5061	865	1006	714	2052	343	1837	1120	315	416	23	314	180	host	gene-PA5061
gene-PA0550	79	166	156	128	26	136	26	23	16	3	16	9	host	gene-PA0550
gene-PA2543	185	203	144	186	27	144	45	35	16	3	37	24	host	gene-PA2543
gene-PA3177	76	93	77	110	17	84	26	21	16	0	25	11	host	gene-PA3177
gene-PA2453	39	35	49	35	13	40	19	11	10	0	8	4	host	gene-PA2453
gene-PA2094	6	13	5	7	0	5	2	1	2	0	1	0	host	gene-PA2094
gene-PA0580	508	867	845	515	66	358	92	81	65	2	97	57	host	gcp
gene-PA4620	37	68	38	58	14	41	11	12	10	2	11	6	host	gene-PA4620
gene-PA3541	21	31	11	33	8	20	8	10	7	1	12	6	host	alg8
gene-PA4231	28	44	51	45	7	46	19	8	13	0	8	10	host	pchA
gene-PA4592	45	61	66	88	15	68	11	10	10	0	9	7	host	gene-PA4592
gene-PA2591	232	235	156	120	20	108	39	30	26	2	30	20	host	gene-PA2591
gene-PA5140	231	372	358	341	70	367	68	46	38	2	61	34	host	hisF1
gene-PA3478	27	27	16	37	7	25	14	10	6	0	6	3	host	rhlB
gene-PA2807	8	7	2	9	1	8	5	6	3	1	5	1	host	gene-PA2807
gene-PA3039	35	37	53	34	3	14	10	1	4	0	8	2	host	gene-PA3039
gene-PA0783	161	195	185	260	72	295	136	54	37	7	68	40	host	putP
gene-PA2249	31	47	31	58	10	39	33	30	23	1	26	18	host	bkdB
gene-PA2362	4	9	2	10	2	3	1	5	2	0	2	1	host	gene-PA2362
gene-PA4549	5	10	5	15	3	10	3	2	2	1	12	1	host	fimT
gene-PA3962	26	38	24	44	10	28	16	6	8	1	11	8	host	gene-PA3962
gene-PA0147	18	19	16	25	7	13	7	5	5	1	5	4	host	gene-PA0147
