	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
3335	NC_002516.2	RefSeq	gene	3679946.0	3680461.0	.	+	.	gene-PA3287	PA3287	Gene	protein_coding	PA3287	gene-PA3287	hypothetical protein	None	None
3336	NC_002516.2	RefSeq	gene	3680465.0	3680968.0	.	-	.	gene-PA3288	PA3288	Gene	protein_coding	PA3288	gene-PA3288	hypothetical protein	None	None
3337	NC_002516.2	RefSeq	gene	3681048.0	3681461.0	.	+	.	gene-PA3289	PA3289	Gene	protein_coding	PA3289	gene-PA3289	hypothetical protein	None	None
3338	NC_002516.2	RefSeq	gene	3681500.0	3684148.0	.	-	.	gene-PA3290	PA3290	Gene	protein_coding	PA3290	gene-PA3290	hypothetical protein	None	None
3339	NC_002516.2	RefSeq	gene	3684163.0	3684717.0	.	-	.	gene-PA3291	PA3291	Gene	protein_coding	PA3291	gene-PA3291	hypothetical protein	None	None
3340	NC_002516.2	RefSeq	gene	3684905.0	3685762.0	.	-	.	gene-PA3292	PA3292	Gene	protein_coding	PA3292	gene-PA3292	hypothetical protein	None	None
3341	NC_002516.2	RefSeq	gene	3685759.0	3686574.0	.	-	.	gene-PA3293	PA3293	Gene	protein_coding	PA3293	gene-PA3293	hypothetical protein	None	None
3342	NC_002516.2	RefSeq	gene	3686584.0	3688650.0	.	-	.	gene-PA3294	PA3294	Gene	protein_coding	PA3294	gene-PA3294	hypothetical protein	None	None
3343	NC_002516.2	RefSeq	gene	3688879.0	3689316.0	.	-	.	gene-PA3295	PA3295	Gene	protein_coding	PA3295	gene-PA3295	HIT family protein	None	None
3344	NC_002516.2	RefSeq	gene	3689521.0	3690951.0	.	+	.	gene-PA3296	phoA	Gene	protein_coding	PA3296	phoA	alkaline phosphatase	None	None
3345	NC_002516.2	RefSeq	gene	3691024.0	3695004.0	.	-	.	gene-PA3297	PA3297	Gene	protein_coding	PA3297	gene-PA3297	ATP-dependent helicase	None	None
3346	NC_002516.2	RefSeq	gene	3695179.0	3695481.0	.	-	.	gene-PA3298	PA3298	Gene	protein_coding	PA3298	gene-PA3298	hypothetical protein	None	None
3347	NC_002516.2	RefSeq	gene	3695511.0	3697199.0	.	-	.	gene-PA3299	fadD1	Gene	protein_coding	PA3299	fadD1	long-chain-fatty-acid--CoA ligase	None	None
3348	NC_002516.2	RefSeq	gene	3697434.0	3699122.0	.	-	.	gene-PA3300	fadD2	Gene	protein_coding	PA3300	fadD2	long-chain-fatty-acid--CoA ligase	None	None
3349	NC_002516.2	RefSeq	gene	3699369.0	3700319.0	.	+	.	gene-PA3301	PA3301	Gene	protein_coding	PA3301	gene-PA3301	hypothetical protein	None	None
3350	NC_002516.2	RefSeq	gene	3700316.0	3700786.0	.	+	.	gene-PA3302	PA3302	Gene	protein_coding	PA3302	gene-PA3302	hypothetical protein	None	None
3351	NC_002516.2	RefSeq	gene	3700937.0	3702112.0	.	+	.	gene-PA3303	PA3303	Gene	protein_coding	PA3303	gene-PA3303	major facilitator superfamily transporter	None	None
3352	NC_002516.2	RefSeq	gene	3702093.0	3702950.0	.	-	.	gene-PA3304	PA3304	Gene	protein_coding	PA3304	gene-PA3304	hypothetical protein	None	None
3353	NC_002516.2	RefSeq	gene	3702977.0	3703180.0	.	-	.	gene-PA3303a	PA3303a	Gene	protein_coding	PA3303a	gene-PA3303a	hypothetical protein	None	None
3354	NC_002516.2	RefSeq	gene	3703022.0	3703156.0	.	-	.	gene-PA3304.1	PA3304.1	Gene	ncRNA	PA3304.1	gene-PA3304.1	P18	None	None
3355	NC_002516.2	RefSeq	gene	3703167.0	3705161.0	.	-	.	gene-PA3305	PA3305	Gene	protein_coding	PA3305	gene-PA3305	hypothetical protein	None	None
3356	NC_002516.2	RefSeq	gene	3705309.0	3705521.0	.	-	.	gene-PA3305.1	phrS	Gene	ncRNA	PA3305.1	phrS	PhrS	None	None
3357	NC_002516.2	RefSeq	gene	3705890.0	3706492.0	.	-	.	gene-PA3306	PA3306	Gene	protein_coding	PA3306	gene-PA3306	hypothetical protein	None	None
3358	NC_002516.2	RefSeq	gene	3706546.0	3706854.0	.	-	.	gene-PA3307	PA3307	Gene	protein_coding	PA3307	gene-PA3307	hypothetical protein	None	None
3359	NC_002516.2	RefSeq	gene	3707090.0	3709942.0	.	+	.	gene-PA3308	PA3308	Gene	protein_coding	PA3308	gene-PA3308	RNA polymerase-associated protein RapA	None	None
3360	NC_002516.2	RefSeq	gene	3710225.0	3710680.0	.	+	.	gene-PA3309	PA3309	Gene	protein_coding	PA3309	gene-PA3309	hypothetical protein	None	None
3361	NC_002516.2	RefSeq	gene	3710749.0	3712404.0	.	-	.	gene-PA3310	PA3310	Gene	protein_coding	PA3310	gene-PA3310	hypothetical protein	None	None
3362	NC_002516.2	RefSeq	gene	3712560.0	3714911.0	.	+	.	gene-PA3311	PA3311	Gene	protein_coding	PA3311	gene-PA3311	signaling protein	None	None
3363	NC_002516.2	RefSeq	gene	3714915.0	3715805.0	.	-	.	gene-PA3312	PA3312	Gene	protein_coding	PA3312	gene-PA3312	3-hydroxyisobutyrate dehydrogenase	None	None
3364	NC_002516.2	RefSeq	gene	3715804.0	3716811.0	.	+	.	gene-PA3313	PA3313	Gene	protein_coding	PA3313	gene-PA3313	hypothetical protein	None	None
3365	NC_002516.2	RefSeq	gene	3716808.0	3717611.0	.	+	.	gene-PA3314	PA3314	Gene	protein_coding	PA3314	gene-PA3314	phosphonates ABC transporter ATP-binding protein	None	None
3366	NC_002516.2	RefSeq	gene	3717605.0	3718438.0	.	+	.	gene-PA3315	PA3315	Gene	protein_coding	PA3315	gene-PA3315	phosphonates ABC transporter permease	None	None
3367	NC_002516.2	RefSeq	gene	3718435.0	3719205.0	.	+	.	gene-PA3316	PA3316	Gene	protein_coding	PA3316	gene-PA3316	ABC transporter permease	None	None
3368	NC_002516.2	RefSeq	gene	3719329.0	3720057.0	.	+	.	gene-PA3317	PA3317	Gene	protein_coding	PA3317	gene-PA3317	hypothetical protein	None	None
3369	NC_002516.2	RefSeq	gene	3720123.0	3720623.0	.	+	.	gene-PA3318	PA3318	Gene	protein_coding	PA3318	gene-PA3318	hypothetical protein	None	None
3370	NC_002516.2	RefSeq	gene	3720681.0	3722759.0	.	-	.	gene-PA3319	plcN	Gene	protein_coding	PA3319	plcN	non-hemolytic phospholipase C	None	None
3371	NC_002516.2	RefSeq	gene	3722990.0	3723445.0	.	-	.	gene-PA3320	PA3320	Gene	protein_coding	PA3320	gene-PA3320	hypothetical protein	None	None
3372	NC_002516.2	RefSeq	gene	3723534.0	3724448.0	.	+	.	gene-PA3321	PA3321	Gene	protein_coding	PA3321	gene-PA3321	transcriptional regulator	None	None
3373	NC_002516.2	RefSeq	gene	3724456.0	3725154.0	.	-	.	gene-PA3322	PA3322	Gene	protein_coding	PA3322	gene-PA3322	hypothetical protein	None	None
3374	NC_002516.2	RefSeq	gene	3725580.0	3726455.0	.	+	.	gene-PA3323	PA3323	Gene	protein_coding	PA3323	gene-PA3323	hypothetical protein	None	None
3375	NC_002516.2	RefSeq	gene	3726452.0	3728230.0	.	+	.	gene-PA3324	PA3324	Gene	protein_coding	PA3324	gene-PA3324	short-chain dehydrogenase	None	None
3376	NC_002516.2	RefSeq	gene	3728240.0	3729127.0	.	+	.	gene-PA3325	PA3325	Gene	protein_coding	PA3325	gene-PA3325	hypothetical protein	None	None
3377	NC_002516.2	RefSeq	gene	3729471.0	3730076.0	.	-	.	gene-PA3326	PA3326	Gene	protein_coding	PA3326	gene-PA3326	ATP-dependent Clp protease proteolytic subunit	None	None
3378	NC_002516.2	RefSeq	gene	3730557.0	3737615.0	.	+	.	gene-PA3327	PA3327	Gene	protein_coding	PA3327	gene-PA3327	non-ribosomal peptide synthetase	None	None
3379	NC_002516.2	RefSeq	gene	3737612.0	3738778.0	.	+	.	gene-PA3328	PA3328	Gene	protein_coding	PA3328	gene-PA3328	FAD-dependent monooxygenase	None	None
3380	NC_002516.2	RefSeq	gene	3738775.0	3740103.0	.	+	.	gene-PA3329	PA3329	Gene	protein_coding	PA3329	gene-PA3329	hypothetical protein	None	None
3381	NC_002516.2	RefSeq	gene	3740105.0	3741019.0	.	+	.	gene-PA3330	PA3330	Gene	protein_coding	PA3330	gene-PA3330	short-chain dehydrogenase	None	None
3382	NC_002516.2	RefSeq	gene	3741012.0	3742268.0	.	+	.	gene-PA3331	PA3331	Gene	protein_coding	PA3331	gene-PA3331	cytochrome P450	None	None
3383	NC_002516.2	RefSeq	gene	3742265.0	3742690.0	.	+	.	gene-PA3332	PA3332	Gene	protein_coding	PA3332	gene-PA3332	hypothetical protein	None	None
3384	NC_002516.2	RefSeq	gene	3742694.0	3743686.0	.	+	.	gene-PA3333	fabH2	Gene	protein_coding	PA3333	fabH2	3-oxoacyl-ACP synthase III	None	None
3385	NC_002516.2	RefSeq	gene	3743700.0	3743939.0	.	+	.	gene-PA3334	PA3334	Gene	protein_coding	PA3334	gene-PA3334	acyl carrier protein	None	None
3386	NC_002516.2	RefSeq	gene	3744057.0	3744809.0	.	+	.	gene-PA3335	PA3335	Gene	protein_coding	PA3335	gene-PA3335	hypothetical protein	None	None
3387	NC_002516.2	RefSeq	gene	3744901.0	3746067.0	.	+	.	gene-PA3336	PA3336	Gene	protein_coding	PA3336	gene-PA3336	major facilitator superfamily transporter	None	None
3388	NC_002516.2	RefSeq	gene	3746078.0	3747076.0	.	-	.	gene-PA3337	rfaD	Gene	protein_coding	PA3337	rfaD	ADP-L-glycero-D-mannoheptose-6-epimerase	None	None
3389	NC_002516.2	RefSeq	gene	3747166.0	3747456.0	.	-	.	gene-PA3338	PA3338	Gene	protein_coding	PA3338	gene-PA3338	hypothetical protein	None	None
3390	NC_002516.2	RefSeq	gene	3747525.0	3749711.0	.	+	.	gene-PA3339	plpD	Gene	protein_coding	PA3339	plpD	patatin-like protein	None	None
3391	NC_002516.2	RefSeq	gene	3749719.0	3751767.0	.	-	.	gene-PA3340	PA3340	Gene	protein_coding	PA3340	gene-PA3340	hypothetical protein	None	None
3392	NC_002516.2	RefSeq	gene	3752044.0	3752478.0	.	-	.	gene-PA3341	PA3341	Gene	protein_coding	PA3341	gene-PA3341	transcriptional regulator	None	None
3393	NC_002516.2	RefSeq	gene	3752596.0	3753612.0	.	-	.	gene-PA3342	PA3342	Gene	protein_coding	PA3342	gene-PA3342	hypothetical protein	None	None
3394	NC_002516.2	RefSeq	gene	3753763.0	3754932.0	.	-	.	gene-PA3343	PA3343	Gene	protein_coding	PA3343	gene-PA3343	hypothetical protein	None	None
3395	NC_002516.2	RefSeq	gene	3755021.0	3757159.0	.	-	.	gene-PA3344	recQ	Gene	protein_coding	PA3344	recQ	ATP-dependent DNA helicase RecQ	None	None
3396	NC_002516.2	RefSeq	gene	3757243.0	3757593.0	.	-	.	gene-PA3345	PA3345	Gene	protein_coding	PA3345	gene-PA3345	hypothetical protein	None	None
3397	NC_002516.2	RefSeq	gene	3757659.0	3759374.0	.	-	.	gene-PA3346	PA3346	Gene	protein_coding	PA3346	gene-PA3346	two-component response regulator	None	None
3398	NC_002516.2	RefSeq	gene	3759376.0	3759681.0	.	-	.	gene-PA3347	PA3347	Gene	protein_coding	PA3347	gene-PA3347	hypothetical protein	None	None
3399	NC_002516.2	RefSeq	gene	3759996.0	3760820.0	.	-	.	gene-PA3348	PA3348	Gene	protein_coding	PA3348	gene-PA3348	chemotaxis protein methyltransferase	None	None
3400	NC_002516.2	RefSeq	gene	3760897.0	3761829.0	.	-	.	gene-PA3349	PA3349	Gene	protein_coding	PA3349	gene-PA3349	chemotaxis protein	None	None
3401	NC_002516.2	RefSeq	gene	3761961.0	3762659.0	.	+	.	gene-PA3350	PA3350	Gene	protein_coding	PA3350	gene-PA3350	flagellar basal body P-ring biosynthesis protein FlgA	None	None
3402	NC_002516.2	RefSeq	gene	3762804.0	3763127.0	.	+	.	gene-PA3351	flgM	Gene	protein_coding	PA3351	flgM	protein FlgM	None	None
3403	NC_002516.2	RefSeq	gene	3763182.0	3763652.0	.	+	.	gene-PA3352	PA3352	Gene	protein_coding	PA3352	gene-PA3352	hypothetical protein	None	None
3404	NC_002516.2	RefSeq	gene	3763681.0	3764472.0	.	+	.	gene-PA3353	PA3353	Gene	protein_coding	PA3353	gene-PA3353	hypothetical protein	None	None
3405	NC_002516.2	RefSeq	gene	3764476.0	3765087.0	.	-	.	gene-PA3354	PA3354	Gene	protein_coding	PA3354	gene-PA3354	hypothetical protein	None	None
3406	NC_002516.2	RefSeq	gene	3765129.0	3766433.0	.	-	.	gene-PA3355	PA3355	Gene	protein_coding	PA3355	gene-PA3355	hypothetical protein	None	None
3407	NC_002516.2	RefSeq	gene	3766617.0	3767858.0	.	-	.	gene-PA3356	PA3356	Gene	protein_coding	PA3356	gene-PA3356	hypothetical protein	None	None
3408	NC_002516.2	RefSeq	gene	3768184.0	3769530.0	.	+	.	gene-PA3357	dsdA	Gene	protein_coding	PA3357	dsdA	D-serine dehydratase	None	None
3409	NC_002516.2	RefSeq	gene	3769587.0	3770465.0	.	+	.	gene-PA3358	PA3358	Gene	protein_coding	PA3358	gene-PA3358	hypothetical protein	None	None
3410	NC_002516.2	RefSeq	gene	3770470.0	3771480.0	.	-	.	gene-PA3359	PA3359	Gene	protein_coding	PA3359	gene-PA3359	hypothetical protein	None	None
3411	NC_002516.2	RefSeq	gene	3771503.0	3772561.0	.	-	.	gene-PA3360	PA3360	Gene	protein_coding	PA3360	gene-PA3360	secretion protein	None	None
3412	NC_002516.2	RefSeq	gene	3773029.0	3773376.0	.	+	.	gene-PA3361	lecB	Gene	protein_coding	PA3361	lecB	fucose-binding lectin PA-IIL	None	None
3413	NC_002516.2	RefSeq	gene	3773430.0	3773948.0	.	-	.	gene-PA3362	PA3362	Gene	protein_coding	PA3362	gene-PA3362	transporter protein AmiS	None	None
3414	NC_002516.2	RefSeq	gene	3773991.0	3774581.0	.	-	.	gene-PA3363	amiR	Gene	protein_coding	PA3363	amiR	aliphatic amidase regulator	None	None
3415	NC_002516.2	RefSeq	gene	3774578.0	3775735.0	.	-	.	gene-PA3364	amiC	Gene	protein_coding	PA3364	amiC	aliphatic amidase expression-regulating protein	None	None
3416	NC_002516.2	RefSeq	gene	3775761.0	3776876.0	.	-	.	gene-PA3365	PA3365	Gene	protein_coding	PA3365	gene-PA3365	chaperone	None	None
3417	NC_002516.2	RefSeq	gene	3776959.0	3777999.0	.	-	.	gene-PA3366	amiE	Gene	protein_coding	PA3366	amiE	acylamide amidohydrolase	None	None
3418	NC_002516.2	RefSeq	gene	3778034.0	3778133.0	.	-	.	gene-PA3366.1	amiL	Gene	ncRNA	PA3366.1	amiL	AmiL	None	None
3419	NC_002516.2	RefSeq	gene	3778266.0	3778604.0	.	+	.	gene-PA3367	PA3367	Gene	protein_coding	PA3367	gene-PA3367	hypothetical protein	None	None
3420	NC_002516.2	RefSeq	gene	3778654.0	3778730.0	.	-	.	gene-PA3368.1	PA3368.1	Gene	tRNA	PA3368.1	gene-PA3368.1	tRNA-Arg	None	None
3421	NC_002516.2	RefSeq	gene	3778704.0	3779369.0	.	+	.	gene-PA3368	PA3368	Gene	protein_coding	PA3368	gene-PA3368	acetyltransferase	None	None
3422	NC_002516.2	RefSeq	gene	3779562.0	3779840.0	.	+	.	gene-PA3369	PA3369	Gene	protein_coding	PA3369	gene-PA3369	hypothetical protein	None	None
3423	NC_002516.2	RefSeq	gene	3779930.0	3780076.0	.	+	.	gene-PA3370	PA3370	Gene	protein_coding	PA3370	gene-PA3370	hypothetical protein	None	None
3424	NC_002516.2	RefSeq	gene	3780128.0	3780313.0	.	+	.	gene-PA3371	PA3371	Gene	protein_coding	PA3371	gene-PA3371	hypothetical protein	None	None
3425	NC_002516.2	RefSeq	gene	3780362.0	3781132.0	.	-	.	gene-PA3372	PA3372	Gene	protein_coding	PA3372	gene-PA3372	carbon-phosphorus lyase complex accessory protein	None	None
3426	NC_002516.2	RefSeq	gene	3781123.0	3781680.0	.	-	.	gene-PA3373	PA3373	Gene	protein_coding	PA3373	gene-PA3373	hypothetical protein	None	None
3427	NC_002516.2	RefSeq	gene	3781680.0	3782843.0	.	-	.	gene-PA3374	PA3374	Gene	protein_coding	PA3374	gene-PA3374	hypothetical protein	None	None
3428	NC_002516.2	RefSeq	gene	3782833.0	3783549.0	.	-	.	gene-PA3375	PA3375	Gene	protein_coding	PA3375	gene-PA3375	ABC transporter ATP-binding protein	None	None
3429	NC_002516.2	RefSeq	gene	3783599.0	3784414.0	.	-	.	gene-PA3376	PA3376	Gene	protein_coding	PA3376	gene-PA3376	phosphonate C-P lyase system protein PhnK	None	None
3430	NC_002516.2	RefSeq	gene	3784411.0	3785295.0	.	-	.	gene-PA3377	PA3377	Gene	protein_coding	PA3377	gene-PA3377	hypothetical protein	None	None
3431	NC_002516.2	RefSeq	gene	3785292.0	3786392.0	.	-	.	gene-PA3378	PA3378	Gene	protein_coding	PA3378	gene-PA3378	hypothetical protein	None	None
3432	NC_002516.2	RefSeq	gene	3786392.0	3787021.0	.	-	.	gene-PA3379	PA3379	Gene	protein_coding	PA3379	gene-PA3379	carbon-phosphorus lyase complex subunit	None	None
3433	NC_002516.2	RefSeq	gene	3787021.0	3787479.0	.	-	.	gene-PA3380	PA3380	Gene	protein_coding	PA3380	gene-PA3380	hypothetical protein	None	None
3434	NC_002516.2	RefSeq	gene	3787489.0	3788211.0	.	-	.	gene-PA3381	PA3381	Gene	protein_coding	PA3381	gene-PA3381	transcriptional regulator	None	None
3435	NC_002516.2	RefSeq	gene	3788232.0	3789026.0	.	-	.	gene-PA3382	phnE	Gene	protein_coding	PA3382	phnE	phosphonate transporter PhnE	None	None
3436	NC_002516.2	RefSeq	gene	3789093.0	3790097.0	.	-	.	gene-PA3383	PA3383	Gene	protein_coding	PA3383	gene-PA3383	phosphonate ABC transporter substrate-binding protein	None	None
3437	NC_002516.2	RefSeq	gene	3790150.0	3790986.0	.	-	.	gene-PA3384	phnC	Gene	protein_coding	PA3384	phnC	phosphonate ABC transporter ATP-binding protein	None	None
3438	NC_002516.2	RefSeq	gene	3791347.0	3791673.0	.	+	.	gene-PA3385	amrZ	Gene	protein_coding	PA3385	amrZ	alginate and motility regulator Z	None	None
3439	NC_002516.2	RefSeq	gene	3791827.0	3792192.0	.	+	.	gene-PA3386	PA3386	Gene	protein_coding	PA3386	gene-PA3386	hypothetical protein	None	None
3440	NC_002516.2	RefSeq	gene	3792290.0	3793060.0	.	+	.	gene-PA3387	rhlG	Gene	protein_coding	PA3387	rhlG	3-oxoacyl-ACP reductase	None	None
3441	NC_002516.2	RefSeq	gene	3793113.0	3793808.0	.	+	.	gene-PA3388	PA3388	Gene	protein_coding	PA3388	gene-PA3388	S-adenosylmethionine-dependent methyltransferase RcsF	None	None
3442	NC_002516.2	RefSeq	gene	3793815.0	3794117.0	.	-	.	gene-PA3390	PA3390	Gene	protein_coding	PA3390	gene-PA3390	hypothetical protein	None	None
3443	NC_002516.2	RefSeq	gene	3794178.0	3794591.0	.	+	.	gene-PA3389	PA3389	Gene	protein_coding	PA3389	gene-PA3389	ring-cleaving dioxygenase	None	None
3444	NC_002516.2	RefSeq	gene	3794819.0	3796966.0	.	+	.	gene-PA3391	nosR	Gene	protein_coding	PA3391	nosR	regulatory protein NosR	None	None
3445	NC_002516.2	RefSeq	gene	3797009.0	3798919.0	.	+	.	gene-PA3392	nosZ	Gene	protein_coding	PA3392	nosZ	nitrous-oxide reductase	None	None
3446	NC_002516.2	RefSeq	gene	3798916.0	3800202.0	.	+	.	gene-PA3393	nosD	Gene	protein_coding	PA3393	nosD	copper-binding periplasmic protein	None	None
3447	NC_002516.2	RefSeq	gene	3800199.0	3801113.0	.	+	.	gene-PA3394	nosF	Gene	protein_coding	PA3394	nosF	copper ABC transporter ATP-binding protein	None	None
3448	NC_002516.2	RefSeq	gene	3801104.0	3801931.0	.	+	.	gene-PA3395	nosY	Gene	protein_coding	PA3395	nosY	membrane protein NosY	None	None
3449	NC_002516.2	RefSeq	gene	3801948.0	3802484.0	.	+	.	gene-PA3396	nosL	Gene	protein_coding	PA3396	nosL	acessory protein NosL	None	None
3450	NC_002516.2	RefSeq	gene	3802567.0	3803343.0	.	-	.	gene-PA3397	fpr	Gene	protein_coding	PA3397	fpr	ferredoxin-NADP reductase	None	None
3451	NC_002516.2	RefSeq	gene	3803617.0	3804543.0	.	+	.	gene-PA3398	PA3398	Gene	protein_coding	PA3398	gene-PA3398	transcriptional regulator	None	None
3452	NC_002516.2	RefSeq	gene	3804545.0	3804886.0	.	-	.	gene-PA3399	PA3399	Gene	protein_coding	PA3399	gene-PA3399	hypothetical protein	None	None
3453	NC_002516.2	RefSeq	gene	3804940.0	3806073.0	.	-	.	gene-PA3400	PA3400	Gene	protein_coding	PA3400	gene-PA3400	hypothetical protein	None	None
3454	NC_002516.2	RefSeq	gene	3806070.0	3807242.0	.	-	.	gene-PA3401	PA3401	Gene	protein_coding	PA3401	gene-PA3401	hypothetical protein	None	None
3455	NC_002516.2	RefSeq	gene	3807246.0	3808217.0	.	-	.	gene-PA3402	PA3402	Gene	protein_coding	PA3402	gene-PA3402	hypothetical protein	None	None
3456	NC_002516.2	RefSeq	gene	3808318.0	3808803.0	.	-	.	gene-PA3403	PA3403	Gene	protein_coding	PA3403	gene-PA3403	hypothetical protein	None	None
3457	NC_002516.2	RefSeq	gene	3808978.0	3809265.0	.	+	.	gene-PA3403a	PA3403a	Gene	protein_coding	PA3403a	gene-PA3403a	hypothetical protein	None	None
3458	NC_002516.2	RefSeq	gene	3809258.0	3810613.0	.	-	.	gene-PA3404	PA3404	Gene	protein_coding	PA3404	gene-PA3404	hypothetical protein	None	None
3459	NC_002516.2	RefSeq	gene	3810610.0	3811941.0	.	-	.	gene-PA3405	hasE	Gene	protein_coding	PA3405	hasE	metalloprotease secretion protein	None	None
3460	NC_002516.2	RefSeq	gene	3811938.0	3813740.0	.	-	.	gene-PA3406	hasD	Gene	protein_coding	PA3406	hasD	transporter HasD	None	None
3461	NC_002516.2	RefSeq	gene	3813958.0	3814575.0	.	-	.	gene-PA3407	hasAp	Gene	protein_coding	PA3407	hasAp	heme acquisition protein HasA	None	None
3462	NC_002516.2	RefSeq	gene	3814661.0	3817336.0	.	-	.	gene-PA3408	hasR	Gene	protein_coding	PA3408	hasR	heme uptake outer membrane receptor HasR	None	None
3463	NC_002516.2	RefSeq	gene	3817546.0	3818532.0	.	-	.	gene-PA3409	PA3409	Gene	protein_coding	PA3409	gene-PA3409	transmembrane sensor	None	None
3464	NC_002516.2	RefSeq	gene	3818597.0	3819112.0	.	-	.	gene-PA3410	PA3410	Gene	protein_coding	PA3410	gene-PA3410	ECF subfamily sigma-70 factor	None	None
3465	NC_002516.2	RefSeq	gene	3819189.0	3819407.0	.	-	.	gene-PA3411	PA3411	Gene	protein_coding	PA3411	gene-PA3411	hypothetical protein	None	None
3466	NC_002516.2	RefSeq	gene	3819527.0	3819796.0	.	-	.	gene-PA3412	PA3412	Gene	protein_coding	PA3412	gene-PA3412	hypothetical protein	None	None
3467	NC_002516.2	RefSeq	gene	3820006.0	3820272.0	.	+	.	gene-PA3413	PA3413	Gene	protein_coding	PA3413	gene-PA3413	hypothetical protein	None	None
3468	NC_002516.2	RefSeq	gene	3820308.0	3820892.0	.	+	.	gene-PA3414	PA3414	Gene	protein_coding	PA3414	gene-PA3414	hypothetical protein	None	None
3469	NC_002516.2	RefSeq	gene	3821385.0	3822497.0	.	-	.	gene-PA3415	PA3415	Gene	protein_coding	PA3415	gene-PA3415	branched-chain alpha-keto acid dehydrogenase subunit E2	None	None
3470	NC_002516.2	RefSeq	gene	3822515.0	3823516.0	.	-	.	gene-PA3416	PA3416	Gene	protein_coding	PA3416	gene-PA3416	pyruvate dehydrogenase E1 component subunit beta	None	None
3471	NC_002516.2	RefSeq	gene	3823509.0	3824606.0	.	-	.	gene-PA3417	PA3417	Gene	protein_coding	PA3417	gene-PA3417	pyruvate dehydrogenase E1 component subunit alpha	None	None
3472	NC_002516.2	RefSeq	gene	3824748.0	3825773.0	.	-	.	gene-PA3418	ldh	Gene	protein_coding	PA3418	ldh	leucine dehydrogenase	None	None
3473	NC_002516.2	RefSeq	gene	3826019.0	3826831.0	.	+	.	gene-PA3419	PA3419	Gene	protein_coding	PA3419	gene-PA3419	hypothetical protein	None	None
3474	NC_002516.2	RefSeq	gene	3826838.0	3829321.0	.	-	.	gene-PA3420	PA3420	Gene	protein_coding	PA3420	gene-PA3420	transcriptional regulator	None	None
3475	NC_002516.2	RefSeq	gene	3829471.0	3830841.0	.	-	.	gene-PA3421	PA3421	Gene	protein_coding	PA3421	gene-PA3421	hypothetical protein	None	None
3476	NC_002516.2	RefSeq	gene	3830898.0	3832655.0	.	-	.	gene-PA3422	PA3422	Gene	protein_coding	PA3422	gene-PA3422	hypothetical protein	None	None
3477	NC_002516.2	RefSeq	gene	3832940.0	3833683.0	.	+	.	gene-PA3423	PA3423	Gene	protein_coding	PA3423	gene-PA3423	transcriptional regulator	None	None
3478	NC_002516.2	RefSeq	gene	3833774.0	3835180.0	.	+	.	gene-PA3424	PA3424	Gene	protein_coding	PA3424	gene-PA3424	hypothetical protein	None	None
3479	NC_002516.2	RefSeq	gene	3835215.0	3835559.0	.	+	.	gene-PA3425	PA3425	Gene	protein_coding	PA3425	gene-PA3425	hypothetical protein	None	None
3480	NC_002516.2	RefSeq	gene	3835579.0	3836349.0	.	-	.	gene-PA3426	PA3426	Gene	protein_coding	PA3426	gene-PA3426	enoyl-CoA hydratase	None	None
3481	NC_002516.2	RefSeq	gene	3836466.0	3837377.0	.	-	.	gene-PA3427	PA3427	Gene	protein_coding	PA3427	gene-PA3427	short-chain dehydrogenase	None	None
3482	NC_002516.2	RefSeq	gene	3837493.0	3837786.0	.	-	.	gene-PA3428	PA3428	Gene	protein_coding	PA3428	gene-PA3428	hypothetical protein	None	None
3483	NC_002516.2	RefSeq	gene	3837885.0	3838781.0	.	-	.	gene-PA3429	PA3429	Gene	protein_coding	PA3429	gene-PA3429	epoxide hydrolase	None	None
3484	NC_002516.2	RefSeq	gene	3838778.0	3839557.0	.	-	.	gene-PA3430	PA3430	Gene	protein_coding	PA3430	gene-PA3430	aldolase	None	None
3485	NC_002516.2	RefSeq	gene	3839686.0	3840372.0	.	-	.	gene-PA3431	PA3431	Gene	protein_coding	PA3431	gene-PA3431	hypothetical protein	None	None
3486	NC_002516.2	RefSeq	gene	3840359.0	3840748.0	.	-	.	gene-PA3432	PA3432	Gene	protein_coding	PA3432	gene-PA3432	hypothetical protein	None	None
3487	NC_002516.2	RefSeq	gene	3840844.0	3841737.0	.	+	.	gene-PA3433	PA3433	Gene	protein_coding	PA3433	gene-PA3433	transcriptional regulator	None	None
3488	NC_002516.2	RefSeq	gene	3842274.0	3843290.0	.	-	.	gene-PA3434	PA3434	Gene	protein_coding	PA3434	gene-PA3434	transposase	None	None
3489	NC_002516.2	RefSeq	gene	3843653.0	3844105.0	.	-	.	gene-PA3435	PA3435	Gene	protein_coding	PA3435	gene-PA3435	flavodoxin	None	None
3490	NC_002516.2	RefSeq	gene	3844385.0	3844942.0	.	+	.	gene-PA3436	PA3436	Gene	protein_coding	PA3436	gene-PA3436	hypothetical protein	None	None
3491	NC_002516.2	RefSeq	gene	3845053.0	3845757.0	.	+	.	gene-PA3437	folM	Gene	protein_coding	PA3437	folM	short-chain dehydrogenase	None	None
3492	NC_002516.2	RefSeq	gene	3845775.0	3846335.0	.	+	.	gene-PA3438	folE1	Gene	protein_coding	PA3438	folE1	GTP cyclohydrolase I	None	None
