# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_17430	NC_000964.3	1875304	1876566	+	1263	2166	1692	2010	1058	1608	1536	2501	2501
gene-BSU_17440	NC_000964.3	1876584	1877849	+	1266	2266	2234	2554	1561	2315	2234	3266	3307
gene-BSU_17450	NC_000964.3	1877959	1878366	+	408	1681	3332	6971	4907	7005	2758	5164	4877
gene-BSU_17460	NC_000964.3	1878425	1879759	+	1335	27011	31110	56506	41154	54548	25056	41993	45761
gene-BSU_17470	NC_000964.3	1880087	1880377	+	291	7	84	355	337	408	70	37	227
gene-BSU_17480	NC_000964.3	1880623	1880967	+	345	35	114	470	405	580	79	70	377
gene-BSU_17490	NC_000964.3	1881098	1881349	+	252	5	34	245	219	319	34	31	172
gene-BSU_17500	NC_000964.3	1881536	1881970	+	435	84	527	740	699	1003	482	332	623
gene-BSU_17510	NC_000964.3	1882040	1882831	+	792	108	623	705	645	1045	558	475	616
gene-BSU_17520	NC_000964.3	1883166	1883678	+	513	19	15	28	14	43	28	18	36
gene-BSU_17530	NC_000964.3	1884238	1884879	+	642	73	319	143	169	242	204	189	185
gene-BSU_17540	NC_000964.3	1884968	1885321	+	354	18	200	119	121	182	135	114	118
gene-BSU_17550	NC_000964.3	1885365	1885640	+	276	10	128	163	123	232	103	115	131
gene-BSU_17559	NC_000964.3	1885753	1885917	+	165	13	86	140	110	169	76	73	153
gene-BSU_17560	NC_000964.3	1886057	1886527	+	471	4	133	145	76	198	81	84	104
gene-BSU_17570	NC_000964.3	1887352	1888743	+	1392	14	160	116	159	250	169	65	92
gene-BSU_17580	NC_000964.3	1888774	1890375	+	1602	44	266	228	228	425	229	116	208
gene-BSU_17590	NC_000964.3	1890512	1891666	-	1155	190	521	681	526	757	580	481	622
gene-BSU_17600	NC_000964.3	1891908	1893245	+	1338	121	577	288	290	866	943	225	191
gene-BSU_17610	NC_000964.3	1893396	1894895	+	1500	92	254	213	204	583	405	162	209
gene-BSU_17620	NC_000964.3	1895378	1896013	-	636	74	369	83	104	153	228	190	101
gene-BSU_17630	NC_000964.3	1896424	1897839	+	1416	78	524	856	811	981	459	213	660
gene-BSU_17640	NC_000964.3	1897941	1899125	-	1185	62	164	1003	950	1341	179	79	767
gene-BSU_17650	NC_000964.3	1899589	1900050	+	462	54	122	354	304	561	109	79	350
gene-BSU_17660	NC_000964.3	1900080	1900514	+	435	195	311	579	438	747	259	295	648
gene-BSU_17670	NC_000964.3	1901117	1901377	-	261	24	72	70	54	91	64	62	89
gene-BSU_17679	NC_000964.3	1901781	1901945	+	165	42	114	127	122	176	81	106	123
gene-BSU_17680	NC_000964.3	1902219	1903058	+	840	471	690	630	470	715	699	731	700
gene-BSU_17689	NC_000964.3	1903181	1903468	-	288	40	88	240	182	284	85	80	184
gene-BSU_17690	NC_000964.3	1903511	1904233	-	723	391	544	1366	1028	1675	549	367	973
gene-BSU_17699	NC_000964.3	1904393	1904749	-	357	12	76	51	33	73	81	45	57
gene-BSU_17700	NC_000964.3	1904995	1905195	-	201	4	15	23	18	8	0	10	10
gene-BSU_17710	NC_000964.3	1905370	1905558	-	189	6	23	54	29	30	13	28	17
gene-BSU_17715	NC_000964.3	1905637	1905774	+	138	11	3	31	15	23	13	17	12
gene-BSU_17720	NC_000964.3	1905809	1906207	+	399	56	41	90	59	66	49	50	62
gene-BSU_17730	NC_000964.3	1906272	1906706	-	435	332	260	560	351	529	198	322	605
gene-BSU_17740	NC_000964.3	1907013	1907201	+	189	8	14	138	145	236	11	34	144
gene-BSU_17750	NC_000964.3	1907494	1909056	+	1563	59	89	1127	904	1513	174	78	917
gene-BSU_17760	NC_000964.3	1909086	1910177	+	1092	15	49	684	497	887	104	69	605
gene-BSU_17770	NC_000964.3	1910167	1911381	+	1215	30	58	758	660	1088	120	71	607
gene-BSU_17780	NC_000964.3	1911528	1912334	+	807	155	307	1170	985	1597	294	364	1046
gene-BSU_17790	NC_000964.3	1912339	1912956	+	618	139	309	1409	1179	1821	325	311	1174
gene-BSU_17800	NC_000964.3	1912953	1914593	+	1641	451	919	4244	3568	5570	1004	1063	3480
gene-BSU_17810	NC_000964.3	1914630	1914995	+	366	77	256	1077	988	1484	254	221	876
gene-BSU_misc_RNA_72	NC_000964.3	1914992	1915272	-	281	17	74	656	668	936	99	70	514
gene-BSU_17820	NC_000964.3	1915221	1915979	+	759	30	85	842	639	1087	104	64	595
gene-BSU_17830	NC_000964.3	1916006	1916545	-	540	23	73	574	462	786	57	37	414
gene-BSU_17840	NC_000964.3	1916663	1917097	+	435	203	628	750	617	994	465	677	680
gene-BSU_17845	NC_000964.3	1916955	1917302	+	348	181	648	610	412	574	496	712	510
gene-BSU_misc_RNA_73	NC_000964.3	1917501	1917580	+	80	31	165	112	72	103	99	111	102
gene-BSU_17850	NC_000964.3	1917639	1918256	-	618	1726	2670	6171	4292	7005	1461	1850	5800
gene-BSU_17860	NC_000964.3	1918406	1918723	+	318	52	161	1358	1155	1551	103	115	1036
gene-BSU_17870	NC_000964.3	1918742	1919395	+	654	147	394	2599	2132	2877	293	281	1951
gene-BSU_17880	NC_000964.3	1919459	1919692	+	234	89	169	268	225	269	111	167	361
gene-BSU_17890	NC_000964.3	1919861	1921864	+	2004	34695	36485	24832	16341	29826	43413	38720	40570
gene-BSU_17900	NC_000964.3	1922017	1922463	+	447	56	207	914	786	1311	227	167	703
gene-BSU_17910	NC_000964.3	1922549	1922767	+	219	66	353	520	393	652	266	375	432
gene-BSU_17920	NC_000964.3	1922841	1923014	-	174	12	64	242	170	279	68	60	168
gene-BSU_17930	NC_000964.3	1923234	1923941	+	708	90	144	520	420	597	171	180	479
gene-BSU_17940	NC_000964.3	1924030	1924392	+	363	216	305	409	332	493	248	297	478
gene-BSU_17950	NC_000964.3	1924471	1924962	+	492	165	920	1225	733	1305	458	720	1061
gene-BSU_17960	NC_000964.3	1924993	1925421	-	429	82	216	784	600	963	150	147	580
gene-BSU_17970	NC_000964.3	1925655	1926047	-	393	4	25	130	95	191	18	25	107
gene-BSU_17980	NC_000964.3	1926128	1926274	-	147	9	29	87	53	133	31	26	72
gene-BSU_17990	NC_000964.3	1926306	1926452	-	147	9	24	124	80	171	35	24	107
gene-BSU_18000	NC_000964.3	1926680	1929409	+	2730	6045	11245	26974	23906	35736	16112	10022	21714
gene-BSU_18010	NC_000964.3	1929481	1929993	+	513	74	369	508	471	838	440	203	384
gene-BSU_18019	NC_000964.3	1930074	1930199	+	126	1	2	24	38	29	20	2	18
gene-BSU_18020	NC_000964.3	1930264	1930410	+	147	1	11	61	46	74	25	6	33
gene-BSU_18030	NC_000964.3	1930447	1930698	+	252	6	13	102	68	85	24	14	59
gene-BSU_18040	NC_000964.3	1930834	1931199	+	366	215	279	293	220	330	207	262	421
gene-BSU_18050	NC_000964.3	1931215	1931514	+	300	259	235	311	253	335	218	296	391
gene-BSU_18060	NC_000964.3	1931545	1931832	-	288	252	874	1107	955	1201	781	719	858
gene-BSU_18070	NC_000964.3	1931920	1932501	-	582	600	1824	2658	2377	3175	1806	1694	1899
gene-BSU_18080	NC_000964.3	1932671	1933078	+	408	287	223	300	156	280	156	253	561
gene-BSU_18090	NC_000964.3	1933477	1935444	+	1968	4719	4347	6269	4743	7522	4311	4773	7824
gene-BSU_18100	NC_000964.3	1935448	1937868	+	2421	5858	6637	9616	7544	11092	6944	6653	10907
gene-BSU_18120	NC_000964.3	1938925	1940322	+	1398	3009	10684	17012	13408	10287	7102	15830	6267
gene-BSU_18130	NC_000964.3	1940625	1942124	+	1500	123	221	510	409	558	289	242	356
gene-BSU_18140	NC_000964.3	1942192	1942455	+	264	11	0	30	11	13	13	13	15
gene-BSU_18150	NC_000964.3	1942714	1943982	-	1269	268	328	651	524	707	426	367	481
gene-BSU_18160	NC_000964.3	1944113	1945654	-	1542	262	246	481	434	666	364	263	422
gene-BSU_18170	NC_000964.3	1946249	1946695	+	447	18	12	71	66	86	35	24	50
gene-BSU_18180	NC_000964.3	1946702	1947595	+	894	144	247	520	432	596	165	145	392
gene-BSU_18190	NC_000964.3	1947668	1948264	+	597	252	434	792	620	863	308	352	700
gene-BSU_18200	NC_000964.3	1948313	1949512	-	1200	202	365	968	900	1295	290	294	826
gene-BSU_18210	NC_000964.3	1949682	1951217	-	1536	119	213	844	851	1112	309	176	634
gene-BSU_18220	NC_000964.3	1951228	1952010	-	783	16	43	387	311	439	131	42	260
gene-BSU_18230	NC_000964.3	1952031	1952930	-	900	43	67	455	386	507	128	35	329
gene-BSU_18239	NC_000964.3	1952945	1953166	-	222	10	17	139	111	198	55	16	115
gene-BSU_18240	NC_000964.3	1953181	1954515	-	1335	27	35	254	232	419	125	52	254
gene-BSU_18250	NC_000964.3	1954525	1956174	-	1650	48	74	356	393	574	166	74	334
gene-BSU_18260	NC_000964.3	1956218	1957360	-	1143	18	37	120	119	137	67	36	85
gene-BSU_18270	NC_000964.3	1957451	1957756	-	306	13	15	61	60	87	39	14	62
gene-BSU_18275	NC_000964.3	1957746	1957919	-	174	6	13	28	50	66	24	7	48
gene-BSU_18280	NC_000964.3	1958027	1959559	-	1533	26	74	278	230	376	124	89	292
gene-BSU_18290	NC_000964.3	1959695	1960087	-	393	10	2	55	49	59	18	13	50
gene-BSU_18300	NC_000964.3	1960198	1964037	-	3840	538	511	2479	2103	3266	622	552	2123
gene-BSU_18310	NC_000964.3	1964045	1974856	-	10812	1855	1906	10611	9164	13280	2227	1950	8821
gene-BSU_18320	NC_000964.3	1974881	1982548	-	7668	1386	1540	11057	9823	14005	2167	1464	9097
gene-BSU_18330	NC_000964.3	1982565	1990247	-	7683	940	1608	10504	9065	13454	2006	1172	8011
gene-BSU_18340	NC_000964.3	1990272	1997957	-	7686	1405	2319	17551	15451	22926	2777	1679	13763
gene-BSU_18350	NC_000964.3	1998340	1999815	-	1476	321	287	628	534	763	388	294	660
gene-BSU_18360	NC_000964.3	1999849	2000826	-	978	218	177	312	287	411	256	204	407
gene-BSU_18370	NC_000964.3	2000960	2002351	-	1392	745	798	1114	788	1349	902	905	1327
gene-BSU_18380	NC_000964.3	2002637	2003182	+	546	665	2818	2895	1905	3063	1523	1379	2072
gene-BSU_tRNA_85	NC_000964.3	2003276	2003348	-	73	13	27	89	53	88	23	24	71
gene-BSU_18390	NC_000964.3	2003401	2003946	-	546	46	171	759	474	942	139	122	591
gene-BSU_18400	NC_000964.3	2004262	2004492	-	231	3	14	50	37	53	12	15	36
gene-BSU_18410	NC_000964.3	2004677	2006440	+	1764	94	142	642	495	786	166	138	557
gene-BSU_18420	NC_000964.3	2006541	2007398	-	858	340	300	831	619	1018	370	456	771
gene-BSU_18430	NC_000964.3	2007526	2008515	+	990	134	137	585	515	808	190	142	523
gene-BSU_18440	NC_000964.3	2008572	2010053	-	1482	506	1411	3424	2899	4108	1161	785	2651
gene-BSU_18450	NC_000964.3	2010070	2014632	-	4563	1627	3970	13118	11689	16974	4040	2542	11021
gene-BSU_18460	NC_000964.3	2014779	2015681	+	903	379	721	1650	1367	2045	702	572	1476
gene-BSU_18470	NC_000964.3	2015733	2016848	-	1116	833	698	5855	4769	7498	815	696	5065
gene-BSU_18480	NC_000964.3	2016845	2017738	-	894	608	467	4238	3341	5122	500	457	3802
gene-BSU_18490	NC_000964.3	2017886	2018254	-	369	42	42	172	174	249	34	61	217
gene-BSU_18500	NC_000964.3	2018554	2019270	-	717	7966	6326	3777	1937	3886	5068	6458	8208
gene-BSU_18510	NC_000964.3	2019421	2019726	+	306	13	33	51	43	63	20	23	60
gene-BSU_18520	NC_000964.3	2019797	2020567	+	771	19	42	148	125	204	56	58	116
gene-BSU_18530	NC_000964.3	2020611	2021144	+	534	21	32	145	100	212	60	31	142
gene-BSU_18540	NC_000964.3	2021223	2022467	-	1245	49	108	457	334	563	200	142	397
gene-BSU_18550	NC_000964.3	2022561	2024024	-	1464	55	103	510	425	650	166	100	397
gene-BSU_18560	NC_000964.3	2024042	2025076	-	1035	39	57	217	160	268	80	42	164
gene-BSU_misc_RNA_31	NC_000964.3	2025160	2025251	-	92	2	12	22	26	24	10	8	27
gene-BSU_18570	NC_000964.3	2025400	2027442	+	2043	902	1361	3473	2764	4262	1830	1369	2972
gene-BSU_18580	NC_000964.3	2027509	2027802	+	294	100	356	628	419	611	304	344	434
gene-BSU_18590	NC_000964.3	2028175	2028579	-	405	111	487	420	249	308	214	511	295
gene-BSU_18595	NC_000964.3	2028665	2028784	-	120	12	39	109	103	162	31	41	111
gene-BSU_18596	NC_000964.3	2028854	2028976	+	123	13	37	139	111	202	37	41	129
gene-BSU_18600	NC_000964.3	2029020	2029313	+	294	33	72	353	235	428	68	118	260
gene-BSU_18610	NC_000964.3	2029429	2031114	-	1686	659	1078	2555	2120	3147	1097	1463	2052
gene-BSU_18620	NC_000964.3	2031439	2032890	+	1452	69	97	630	458	893	127	173	533
gene-BSU_18630	NC_000964.3	2032927	2033625	-	699	556	637	1162	908	1340	673	774	1149
gene-BSU_18640	NC_000964.3	2033895	2034572	-	678	286	597	1471	1374	1902	539	602	1256
gene-BSU_18650	NC_000964.3	2034745	2035782	+	1038	388	991	2365	2202	3349	952	882	1947
gene-BSU_18660	NC_000964.3	2036039	2036722	+	684	82	318	758	645	1010	278	250	560
gene-BSU_18669	NC_000964.3	2037063	2037368	-	306	9	46	47	36	41	60	33	42
gene-BSU_18670	NC_000964.3	2037601	2038779	-	1179	31	44	211	132	232	137	50	139
gene-BSU_18680	NC_000964.3	2038902	2039390	-	489	5	9	30	24	42	32	15	12
gene-BSU_18689	NC_000964.3	2039415	2039570	-	156	3	4	17	8	25	5	2	9
gene-BSU_18690	NC_000964.3	2039610	2040365	-	756	2	13	89	63	102	23	22	69
gene-BSU_18700	NC_000964.3	2040673	2041029	+	357	5	9	76	58	74	28	23	54
gene-BSU_18709	NC_000964.3	2040988	2041227	-	240	3	12	71	47	77	12	17	47
gene-BSU_18710	NC_000964.3	2041330	2041827	-	498	15	41	178	151	215	31	42	129
gene-BSU_18720	NC_000964.3	2041928	2042839	-	912	78	136	799	634	865	165	137	598
gene-BSU_18730	NC_000964.3	2043186	2043668	+	483	51	182	261	190	347	179	139	229
gene-BSU_18740	NC_000964.3	2043678	2043932	+	255	78	149	270	231	357	195	154	216
gene-BSU_18750	NC_000964.3	2044038	2044832	+	795	145	219	443	406	499	332	278	384
gene-BSU_18760	NC_000964.3	2044956	2045828	-	873	75	128	321	188	298	125	126	255
gene-BSU_18770	NC_000964.3	2045929	2046807	+	879	49	73	292	210	322	132	99	211
gene-BSU_18780	NC_000964.3	2046980	2047411	-	432	48	38	146	132	168	40	39	211
gene-BSU_18790	NC_000964.3	2047675	2048307	-	633	299	114	250	208	249	96	153	885
gene-BSU_18800	NC_000964.3	2048533	2049453	+	921	1521	1135	1390	923	1450	1119	1525	2616
gene-BSU_18810	NC_000964.3	2049950	2050312	-	363	76	13	126	102	117	19	60	457
gene-BSU_18820	NC_000964.3	2050689	2050952	+	264	51	18	51	24	49	15	23	321
gene-BSU_18830	NC_000964.3	2051329	2053929	-	2601	5713	724	1888	1099	1582	869	1271	11098
gene-BSU_18840	NC_000964.3	2054599	2055240	-	642	1603	2469	2683	1683	2883	2276	2759	2992
gene-BSU_18849	NC_000964.3	2055868	2056107	-	240	15	51	178	162	172	46	95	173
gene-BSU_18850	NC_000964.3	2056278	2056616	+	339	41	96	152	90	213	80	121	182
gene-BSU_18860	NC_000964.3	2056650	2057006	-	357	30	151	287	197	368	160	190	236
gene-BSU_18870	NC_000964.3	2057214	2057579	+	366	40	167	379	285	463	132	167	286
gene-BSU_18880	NC_000964.3	2057801	2058460	+	660	617	912	1247	1031	1513	850	869	1189
gene-BSU_18890	NC_000964.3	2058715	2059638	-	924	113	357	506	352	610	333	365	520
gene-BSU_18898	NC_000964.3	2059691	2059864	-	174	13	9	62	52	71	22	16	58
gene-BSU_18899	NC_000964.3	2060009	2060233	+	225	4	3	48	44	40	23	17	46
gene-BSU_18900	NC_000964.3	2060237	2060692	-	456	7	13	103	77	95	25	19	88
gene-BSU_18908	NC_000964.3	2060817	2061077	+	261	1	7	30	25	53	15	16	22
gene-BSU_18910	NC_000964.3	2062150	2063265	+	1116	25	135	250	272	304	141	93	244
gene-BSU_18920	NC_000964.3	2063262	2063384	+	123	11	42	102	103	134	67	40	85
gene-BSU_18950	NC_000964.3	2064540	2064833	-	294	0	11	83	48	112	25	13	53
gene-BSU_18960	NC_000964.3	2065042	2065377	+	336	2	14	83	76	87	19	23	70
gene-BSU_18970	NC_000964.3	2065424	2069029	-	3606	471	3427	2577	2192	3002	2726	3005	2326
gene-BSU_misc_RNA_74	NC_000964.3	2069732	2070115	-	384	315	1518	845	685	684	732	1192	469
gene-BSU_18978	NC_000964.3	2069883	2069975	+	93	256	951	488	431	419	433	715	229
gene-BSU_18980	NC_000964.3	2070244	2071086	-	843	188	3203	2160	1527	1277	1777	2947	1176
gene-BSU_18990	NC_000964.3	2071286	2071744	-	459	52	159	199	142	201	132	186	163
gene-BSU_19000	NC_000964.3	2071754	2073556	-	1803	236	314	462	273	487	353	516	602
gene-BSU_19010	NC_000964.3	2073658	2074215	-	558	49	219	278	216	329	189	187	294
gene-BSU_19020	NC_000964.3	2074343	2075779	+	1437	134	139	655	541	955	212	177	576
gene-BSU_19030	NC_000964.3	2076206	2078626	+	2421	112	266	1178	1064	1511	376	193	964
gene-BSU_misc_RNA_75	NC_000964.3	2079096	2079203	+	108	17	29	41	43	97	17	13	55
gene-BSU_19040	NC_000964.3	2079214	2079546	-	333	102	136	444	379	629	164	132	421
gene-BSU_19050	NC_000964.3	2079611	2080336	-	726	166	236	678	472	764	326	258	534
gene-BSU_19060	NC_000964.3	2080351	2081094	-	744	100	158	385	283	468	196	185	341
gene-BSU_19070	NC_000964.3	2081172	2081747	-	576	48	105	240	220	309	144	115	206
gene-BSU_19080	NC_000964.3	2081753	2082454	-	702	73	150	344	328	454	185	125	268
gene-BSU_19090	NC_000964.3	2082531	2083013	-	483	3	14	13	18	23	10	5	14
gene-BSU_19100	NC_000964.3	2083067	2084008	-	942	65	95	235	150	224	128	104	167
gene-BSU_19110	NC_000964.3	2084214	2084759	+	546	17	27	178	100	137	57	46	87
gene-BSU_19120	NC_000964.3	2084786	2085109	-	324	20	24	52	27	42	58	75	54
gene-BSU_19130	NC_000964.3	2085303	2085980	+	678	943	2152	1828	1197	2014	1463	1826	1700
gene-BSU_19140	NC_000964.3	2086070	2086606	-	537	268	709	1321	636	1041	512	1263	900
gene-BSU_19150	NC_000964.3	2086743	2087525	-	783	77	149	166	168	262	158	94	178
gene-BSU_19160	NC_000964.3	2087696	2088193	+	498	77	134	520	312	547	150	223	385
gene-BSU_19170	NC_000964.3	2088257	2089234	+	978	472	703	1536	1071	1930	672	898	1245
gene-BSU_19180	NC_000964.3	2089396	2090454	+	1059	287	620	664	665	1187	502	561	659
gene-BSU_19190	NC_000964.3	2090574	2091686	+	1113	139	274	452	362	526	209	267	439
gene-BSU_19200	NC_000964.3	2091705	2092304	+	600	102	162	344	266	411	195	152	278
gene-BSU_19210	NC_000964.3	2092899	2093762	-	864	2384	2993	4831	3134	5983	2700	3242	4393
gene-BSU_19220	NC_000964.3	2094010	2095785	-	1776	368	540	2279	1731	2667	472	436	1959
gene-BSU_misc_RNA_32	NC_000964.3	2095909	2096111	-	203	2001	13402	2828	3301	7844	8188	4951	3709
gene-BSU_19230	NC_000964.3	2096350	2096976	-	627	720	1445	4117	2633	4592	737	1109	3538
gene-BSU_19240	NC_000964.3	2097126	2097617	-	492	163	210	383	167	278	160	350	312
gene-BSU_19250	NC_000964.3	2097692	2098024	-	333	114	86	185	102	171	116	252	154
gene-BSU_19259	NC_000964.3	2098102	2098329	+	228	78	93	187	114	143	117	199	146
gene-BSU_19260	NC_000964.3	2098316	2098792	-	477	136	185	400	279	371	206	401	332
gene-BSU_19270	NC_000964.3	2098859	2099122	+	264	57	151	351	172	300	160	294	227
gene-BSU_19280	NC_000964.3	2099127	2099360	+	234	61	138	274	158	230	112	260	188
gene-BSU_19290	NC_000964.3	2099446	2099790	-	345	123	454	531	314	413	242	544	333
gene-BSU_19300	NC_000964.3	2100147	2100350	-	204	29	222	146	49	77	83	204	91
gene-BSU_19310	NC_000964.3	2100580	2102067	+	1488	2727	4298	4160	3581	5252	4589	3539	4064
gene-BSU_19320	NC_000964.3	2102168	2104066	+	1899	183	224	1145	981	1452	315	274	983
gene-BSU_19330	NC_000964.3	2104056	2104901	+	846	96	90	602	469	669	117	167	490
gene-BSU_19340	NC_000964.3	2104934	2106271	-	1338	1475	1497	4186	2391	3607	1410	3416	4333
gene-BSU_19350	NC_000964.3	2106490	2107455	+	966	123	223	1404	1098	1785	195	206	1162
gene-BSU_19360	NC_000964.3	2107505	2108758	-	1254	8512	27230	14269	14974	31667	33295	13582	12076
gene-BSU_19370	NC_000964.3	2108774	2111608	-	2835	15103	49180	21625	24029	52357	58130	22921	19691
gene-BSU_19380	NC_000964.3	2111837	2113753	-	1917	4120	4271	7404	5443	8113	4605	5172	6902
gene-BSU_19390	NC_000964.3	2113764	2114678	-	915	1125	1472	2231	1599	2557	1563	1826	2224
gene-BSU_19400	NC_000964.3	2114742	2115332	-	591	81	42	202	162	200	89	97	158
gene-BSU_19410	NC_000964.3	2115425	2116669	-	1245	459	262	710	489	790	319	433	725
gene-BSU_19420	NC_000964.3	2117051	2118268	-	1218	301	373	295	195	288	442	288	324
gene-BSU_19430	NC_000964.3	2118504	2119127	-	624	13	38	69	69	124	80	19	54
gene-BSU_19440	NC_000964.3	2119393	2120751	+	1359	943	1192	3827	3174	4692	1458	1544	2978
gene-BSU_19450	NC_000964.3	2120767	2121615	+	849	472	858	1879	1500	2265	824	896	1552
gene-BSU_19460	NC_000964.3	2121641	2122306	-	666	1903	2634	1895	1384	1919	2201	2391	2350
gene-BSU_19470	NC_000964.3	2122325	2122675	-	351	1470	1758	1143	760	1116	1409	1595	1520
gene-BSU_19479	NC_000964.3	2122672	2122950	-	279	722	913	601	317	545	699	817	808
gene-BSU_19480	NC_000964.3	2123026	2123922	-	897	801	846	1400	941	1533	936	1025	1572
gene-BSU_19490	NC_000964.3	2124021	2124494	+	474	4	19	53	54	78	22	11	57
gene-BSU_19510	NC_000964.3	2124529	2124765	-	237	17	45	52	41	52	43	20	52
gene-BSU_19520	NC_000964.3	2124850	2126184	-	1335	53	171	253	260	329	231	91	205
gene-BSU_19530	NC_000964.3	2126549	2126938	+	390	40	57	199	225	268	77	67	172
gene-BSU_19540	NC_000964.3	2127345	2127683	-	339	117	129	483	349	617	125	186	458
gene-BSU_19550	NC_000964.3	2127813	2128421	+	609	2466	3138	3746	2319	3981	2056	2418	4326
gene-BSU_19560	NC_000964.3	2128464	2129066	-	603	80	87	484	388	641	118	100	446
gene-BSU_19570	NC_000964.3	2129082	2129993	-	912	69	98	479	423	625	152	72	429
gene-BSU_19579	NC_000964.3	2130177	2130377	+	201	102	40	180	76	119	53	135	255
gene-BSU_19580	NC_000964.3	2130377	2131867	+	1491	1207	383	1318	739	1061	480	1075	1947
gene-BSU_19590	NC_000964.3	2131902	2133302	-	1401	2790	4796	3659	2560	3691	4239	4523	3339
gene-BSU_19600	NC_000964.3	2133455	2134156	+	702	30	64	206	196	228	112	57	180
gene-BSU_19610	NC_000964.3	2134244	2134495	+	252	14	47	113	107	127	46	39	86
gene-BSU_19620	NC_000964.3	2134566	2135387	-	822	1811	2295	1772	1180	1807	1852	2236	1973
gene-BSU_19630	NC_000964.3	2135470	2136171	-	702	2257	2867	1682	910	1555	2090	2616	2751
gene-BSU_19639	NC_000964.3	2136373	2136498	+	126	14	21	40	40	64	45	30	45
gene-BSU_19640	NC_000964.3	2136538	2136852	-	315	90	216	306	238	361	171	220	285
gene-BSU_19650	NC_000964.3	2136913	2137524	-	612	153	343	517	497	613	277	352	458
gene-BSU_19660	NC_000964.3	2137602	2137778	-	177	10	22	45	42	49	53	49	36
gene-BSU_19669	NC_000964.3	2137897	2138040	+	144	2	4	35	33	47	20	18	41
gene-BSU_19670	NC_000964.3	2138037	2138717	-	681	26	42	111	95	124	68	95	141
gene-BSU_19680	NC_000964.3	2138868	2139092	-	225	35	21	50	34	78	26	44	61
gene-BSU_19689	NC_000964.3	2139179	2139457	-	279	18	30	101	91	119	56	38	103
gene-BSU_19690	NC_000964.3	2139454	2140869	-	1416	96	137	616	475	641	184	207	489
gene-BSU_19700	NC_000964.3	2140898	2141725	-	828	54	107	547	460	584	133	96	405
gene-BSU_19710	NC_000964.3	2141703	2143013	-	1311	49	76	534	476	605	145	73	402
gene-BSU_19720	NC_000964.3	2143022	2143675	-	654	7	15	109	86	86	60	12	92
gene-BSU_19730	NC_000964.3	2143660	2144349	-	690	23	28	132	130	136	55	10	105
gene-BSU_19740	NC_000964.3	2144356	2145690	-	1335	17	22	139	159	162	73	31	87
gene-BSU_19745	NC_000964.3	2145671	2145826	-	156	5	21	29	20	16	19	11	11
gene-BSU_19749	NC_000964.3	2145820	2146053	-	234	39	45	79	82	59	50	83	65
gene-BSU_19750	NC_000964.3	2146013	2146792	-	780	114	162	312	247	306	182	277	269
gene-BSU_19760	NC_000964.3	2146821	2148101	-	1281	55	167	310	227	371	167	166	247
gene-BSU_19770	NC_000964.3	2148166	2148471	-	306	5	6	44	36	52	26	15	20
gene-BSU_19780	NC_000964.3	2148676	2149077	+	402	20	26	68	64	81	32	22	54
gene-BSU_19790	NC_000964.3	2149084	2150037	+	954	37	53	137	150	211	74	45	152
gene-BSU_19800	NC_000964.3	2150108	2151256	-	1149	15	41	137	93	127	74	42	118
gene-BSU_19820	NC_000964.3	2152086	2152262	-	177	14	62	104	64	80	59	53	75
gene-BSU_19830	NC_000964.3	2152265	2152852	-	588	54	203	317	216	302	181	146	258
gene-BSU_19840	NC_000964.3	2152927	2153169	+	243	19	135	312	212	348	104	117	211
gene-BSU_19850	NC_000964.3	2153171	2153356	-	186	15	141	415	300	429	102	111	268
gene-BSU_19860	NC_000964.3	2153440	2153652	-	213	5	86	334	261	308	79	63	190
gene-BSU_19870	NC_000964.3	2153718	2154080	-	363	14	118	527	428	514	131	122	361
gene-BSU_19880	NC_000964.3	2154077	2154250	-	174	16	109	478	364	469	92	97	304
gene-BSU_19890	NC_000964.3	2154266	2154583	-	318	17	124	743	534	860	141	120	417
gene-BSU_19900	NC_000964.3	2154596	2154673	-	78	6	58	418	298	548	73	76	224
gene-BSU_19910	NC_000964.3	2154705	2154851	-	147	6	75	468	336	626	83	75	292
gene-BSU_19915	NC_000964.3	2154781	2154972	+	192	12	111	537	409	706	100	74	383
gene-BSU_19920	NC_000964.3	2154887	2155018	-	132	7	104	509	405	635	82	59	364
gene-BSU_19930	NC_000964.3	2155058	2155249	-	192	12	96	512	457	663	96	53	407
gene-BSU_19940	NC_000964.3	2155293	2156120	-	828	57	244	1144	931	1195	314	225	907
gene-BSU_19950	NC_000964.3	2156239	2156457	+	219	14	85	424	229	370	81	89	230
gene-BSU_19970	NC_000964.3	2156757	2157110	-	354	7	95	237	168	274	55	71	214
