# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR1393883_sorted.bam" "SRR1393887_sorted.bam" "SRR1393886_sorted.bam" "SRR1393882_sorted.bam" "SRR1393881_sorted.bam" "SRR1393880_sorted.bam" "SRR1393885_sorted.bam" "SRR1393884_sorted.bam" "SRR1393888_sorted.bam" "SRR1393889_sorted.bam" "SRR1393891_sorted.bam" "SRR1393890_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1393883_sorted.bam	SRR1393887_sorted.bam	SRR1393886_sorted.bam	SRR1393882_sorted.bam	SRR1393881_sorted.bam	SRR1393880_sorted.bam	SRR1393885_sorted.bam	SRR1393884_sorted.bam	SRR1393888_sorted.bam	SRR1393889_sorted.bam	SRR1393891_sorted.bam	SRR1393890_sorted.bam
gene-PA2658	NC_002516.2	3008010	3008324	-	315	3	0	0	10	6	4	2	1	0	0	0	0
gene-PA2659	NC_002516.2	3008324	3008632	-	309	8	2	2	8	6	0	3	4	1	0	1	1
gene-PA2660	NC_002516.2	3008847	3009929	+	1083	10	5	2	12	10	6	5	5	0	0	1	1
gene-PA2661	NC_002516.2	3009956	3010849	+	894	6	1	3	2	7	8	3	3	0	0	3	0
gene-PA2662	NC_002516.2	3011100	3012293	-	1194	7	3	0	9	0	7	3	0	0	0	1	0
gene-PA2663	NC_002516.2	3012280	3012537	-	258	3	1	0	3	1	4	2	0	2	0	1	5
gene-PA2664	NC_002516.2	3012592	3013773	-	1182	5	4	0	3	1	5	3	3	1	0	0	0
gene-PA2665	NC_002516.2	3013928	3015481	+	1554	11	9	5	15	6	10	3	1	0	1	0	0
gene-PA2666	NC_002516.2	3015582	3015938	+	357	1	2	0	3	5	6	3	1	5	3	1	2
gene-PA2667	NC_002516.2	3016246	3016599	+	354	36	8	3	24	101	15	6	11	70	63	55	61
gene-PA2669	NC_002516.2	3017234	3017818	-	585	7	7	0	5	4	10	5	2	1	0	0	0
gene-PA2670	NC_002516.2	3017818	3018804	-	987	3	9	2	11	2	9	5	2	0	0	1	1
gene-PA2671	NC_002516.2	3018848	3019927	-	1080	1	4	2	5	1	3	2	2	0	0	2	0
gene-PA2672	NC_002516.2	3019917	3020507	-	591	2	2	0	8	0	2	2	2	0	0	1	0
gene-PA2673	NC_002516.2	3020504	3020929	-	426	1	0	1	3	1	1	2	0	0	0	0	0
gene-PA2674	NC_002516.2	3020929	3021339	-	411	3	4	1	3	1	6	5	0	0	0	0	0
gene-PA2675	NC_002516.2	3021308	3021742	-	435	0	1	1	1	2	3	5	0	0	0	0	0
gene-PA2676	NC_002516.2	3021796	3022983	-	1188	5	3	1	1	3	2	3	1	0	1	0	0
gene-PA2677	NC_002516.2	3022988	3024715	-	1728	8	8	3	12	2	7	4	4	0	0	0	0
gene-PA2678	NC_002516.2	3024705	3025508	-	804	4	2	0	4	2	9	4	2	4	4	4	4
gene-PA2679	NC_002516.2	3026100	3026852	-	753	8	7	1	7	3	1	4	1	0	0	0	0
gene-PA2680	NC_002516.2	3027078	3028052	+	975	4	6	1	2	3	9	4	1	0	0	0	0
gene-PA2681	NC_002516.2	3028075	3029004	+	930	1	0	0	8	0	3	1	1	0	0	0	0
gene-PA2682	NC_002516.2	3029187	3030428	+	1242	3	6	0	5	2	5	2	2	1	1	1	0
gene-PA2683	NC_002516.2	3030436	3031398	-	963	4	4	3	6	3	7	3	3	1	0	0	0
gene-PA2684	NC_002516.2	3031749	3035702	-	3954	20	13	2	25	15	9	12	11	0	1	0	2
gene-PA2685	NC_002516.2	3035752	3037932	-	2181	27	26	7	28	15	19	11	9	7	9	1	1
gene-PA2686	NC_002516.2	3037886	3038803	+	918	9	5	2	3	3	8	2	1	0	0	0	0
gene-PA2687	NC_002516.2	3038803	3040143	+	1341	5	8	1	14	2	8	3	1	0	0	0	0
gene-PA2688	NC_002516.2	3040242	3042482	+	2241	11	12	2	17	7	20	10	6	1	0	4	4
gene-PA2689	NC_002516.2	3042502	3043416	+	915	2	2	1	4	1	2	3	0	0	0	0	0
gene-PA2690	NC_002516.2	3043750	3044766	-	1017	9	3	0	12	7	12	8	7	0	1	1	1
gene-PA2691	NC_002516.2	3044947	3046152	-	1206	2	3	1	5	2	7	6	1	0	0	0	0
gene-PA2692	NC_002516.2	3046421	3046945	+	525	9	1	0	4	6	3	2	4	0	0	0	0
gene-PA2693	NC_002516.2	3047116	3047616	+	501	4	0	0	2	3	4	1	0	0	0	1	0
gene-PA2694	NC_002516.2	3047644	3047970	-	327	3	0	0	2	1	2	1	0	0	0	7	1
gene-PA2695	NC_002516.2	3048051	3049154	-	1104	3	2	0	6	8	1	4	1	0	0	0	1
gene-PA2696	NC_002516.2	3049268	3050161	-	894	7	1	1	3	8	3	2	2	0	1	0	0
gene-PA2697	NC_002516.2	3050331	3050612	-	282	0	0	2	2	0	2	2	1	0	0	0	0
gene-PA2698	NC_002516.2	3050669	3051349	-	681	2	4	1	4	2	3	4	0	0	1	0	1
gene-PA2699	NC_002516.2	3051957	3053795	+	1839	4	3	2	13	5	6	6	1	0	0	1	1
gene-PA2700	NC_002516.2	3053844	3055151	+	1308	2	8	1	3	2	4	1	1	0	0	3	0
gene-PA2701	NC_002516.2	3055154	3056743	+	1590	2	6	0	6	2	9	6	0	0	0	0	1
gene-PA2702	NC_002516.2	3056890	3057366	+	477	2	2	1	1	3	2	0	3	0	0	0	0
gene-PA2703	NC_002516.2	3057376	3057609	+	234	2	0	1	1	2	0	1	0	0	0	0	0
gene-PA2704	NC_002516.2	3057902	3058921	-	1020	3	4	0	3	2	4	4	2	0	0	0	0
gene-PA2705	NC_002516.2	3059035	3060216	-	1182	5	9	4	9	9	8	4	0	1	1	2	0
gene-PA2706	NC_002516.2	3060265	3060660	-	396	2	5	1	4	2	1	2	0	0	0	0	0
gene-PA2707	NC_002516.2	3060725	3061570	-	846	18	4	3	13	7	10	6	3	15	14	10	10
gene-PA2708	NC_002516.2	3061733	3062818	-	1086	2	9	0	4	2	4	1	4	0	0	1	0
gene-PA2709	NC_002516.2	3062939	3063913	+	975	7	6	4	5	8	4	4	4	0	0	0	0
gene-PA2710	NC_002516.2	3063972	3064586	+	615	6	2	0	4	2	1	1	0	0	0	0	1
gene-PA2711	NC_002516.2	3064785	3065876	+	1092	6	5	3	9	4	9	2	1	0	1	0	1
gene-PA2712	NC_002516.2	3066296	3067159	+	864	10	4	1	5	2	3	5	0	0	0	0	1
gene-PA2713	NC_002516.2	3067207	3067686	-	480	2	2	0	6	0	1	2	1	0	0	0	0
gene-PA2714	NC_002516.2	3068040	3070349	+	2310	7	13	2	10	5	11	4	2	0	1	0	1
gene-PA2715	NC_002516.2	3070366	3070704	+	339	1	0	0	1	0	0	1	0	0	0	0	0
gene-PA2716	NC_002516.2	3070719	3071954	-	1236	3	4	0	10	4	3	2	1	1	3	0	2
gene-PA2717	NC_002516.2	3072081	3072911	-	831	7	6	1	5	3	4	1	1	0	0	1	0
gene-PA2718	NC_002516.2	3073144	3073632	+	489	4	7	0	3	4	1	1	0	0	0	1	1
gene-PA2719	NC_002516.2	3073732	3074418	+	687	0	2	0	3	1	2	3	1	0	0	0	0
gene-PA2720	NC_002516.2	3074580	3075218	-	639	2	2	3	9	3	7	4	2	0	0	0	0
gene-PA2721	NC_002516.2	3075411	3075890	+	480	0	4	1	4	1	2	0	1	1	0	0	1
gene-PA2722	NC_002516.2	3075922	3076314	+	393	3	3	2	13	3	7	5	6	0	0	0	0
gene-PA2723	NC_002516.2	3076344	3076622	+	279	1	1	1	2	2	2	5	2	0	2	0	1
gene-PA2724	NC_002516.2	3076697	3077236	+	540	3	5	1	6	1	2	2	0	1	1	0	0
gene-PA2725	NC_002516.2	3077312	3079195	+	1884	13	9	2	9	12	11	7	1	1	1	0	0
gene-PA2726	NC_002516.2	3079197	3079835	+	639	1	4	0	3	0	2	2	0	0	1	0	0
gene-PA2729	NC_002516.2	3086142	3087491	+	1350	5	13	1	14	3	8	4	1	0	0	1	0
gene-PA2730	NC_002516.2	3088660	3089613	-	954	23	2	1	16	36	11	6	8	394	404	200	218
gene-PA2732	NC_002516.2	3090221	3093661	-	3441	50	19	3	57	73	28	30	12	21	22	17	17
gene-PA2733	NC_002516.2	3093658	3094185	-	528	13	1	1	11	16	2	5	1	6	6	6	5
gene-PA2734	NC_002516.2	3094757	3096052	-	1296	34	7	0	24	36	8	6	2	43	54	39	33
gene-PA2735	NC_002516.2	3096130	3098508	-	2379	54	17	4	54	114	21	17	11	50	50	56	60
gene-PA2736	NC_002516.2	3098626	3098979	-	354	11	1	1	12	26	5	8	4	28	23	26	29
gene-PA2736.1	NC_002516.2	3099306	3099382	-	77	381	47	32	409	1225	158	148	109	0	0	0	0
gene-PA2737	NC_002516.2	3099473	3099829	-	357	19	5	6	27	33	7	7	7	9	9	9	7
gene-PA2738	NC_002516.2	3099810	3100112	-	303	99	20	16	126	226	42	31	58	18	17	29	34
gene-PA2739	NC_002516.2	3100116	3102494	-	2379	68	17	9	72	106	27	19	32	17	15	17	24
gene-PA2740	NC_002516.2	3102529	3103545	-	1017	9	6	2	25	29	11	6	7	5	5	1	1
gene-PA2741	NC_002516.2	3103643	3103999	-	357	221	43	22	237	513	51	68	77	153	140	161	165
gene-PA2742	NC_002516.2	3104023	3104217	-	195	179	23	25	245	665	51	54	75	300	289	295	306
gene-PA2743	NC_002516.2	3104279	3104830	-	552	170	28	18	221	500	66	62	82	4487	4247	3520	3750
gene-PA2744	NC_002516.2	3104830	3106752	-	1923	122	13	14	132	270	34	46	56	104	100	134	135
gene-PA2744.1	NC_002516.2	3106919	3106994	-	76	1	1	0	1	0	1	0	0	0	0	0	0
gene-PA2745	NC_002516.2	3107002	3107865	-	864	6	2	3	9	7	6	4	5	0	1	1	0
gene-PA2746	NC_002516.2	3108057	3108383	+	327	1	4	1	3	2	3	2	0	1	1	0	0
gene-PA2746a	NC_002516.2	3108468	3108644	+	177	1	0	0	1	3	2	1	0	0	1	1	0
gene-PA2747	NC_002516.2	3108970	3109257	-	288	3	1	0	2	4	4	3	6	1	0	3	3
gene-PA2747a	NC_002516.2	3109456	3109689	-	234	6	2	2	6	8	2	0	3	0	0	0	0
gene-PA2748	NC_002516.2	3109743	3110525	-	783	2	1	1	3	3	1	3	0	1	5	2	1
gene-PA2749	NC_002516.2	3110901	3111614	+	714	5	1	1	6	6	5	5	2	0	1	1	1
gene-PA2750	NC_002516.2	3111633	3112151	+	519	2	0	0	3	3	1	1	0	0	0	1	0
gene-PA2750a	NC_002516.2	3112126	3112356	-	231	7	0	4	5	5	1	5	2	0	0	1	1
gene-PA2751	NC_002516.2	3112878	3113777	+	900	5	5	0	8	2	6	3	2	1	2	0	0
gene-PA2752	NC_002516.2	3114240	3114683	-	444	3	3	4	3	2	2	1	0	0	0	0	0
gene-PA2753	NC_002516.2	3114819	3115193	+	375	0	1	0	0	0	1	1	0	1	4	3	4
gene-PA2754	NC_002516.2	3115304	3115633	+	330	2	4	0	5	1	4	0	3	1	1	0	0
gene-PA2754a	NC_002516.2	3115699	3115896	-	198	2	2	0	1	0	3	3	0	0	0	0	0
gene-PA2755a	NC_002516.2	3116075	3116305	+	231	3	1	1	3	2	2	4	3	1	0	0	0
gene-PA2755	NC_002516.2	3116654	3117124	+	471	4	4	2	12	13	2	8	14	0	0	1	1
gene-PA2756	NC_002516.2	3117177	3117611	-	435	11	8	3	7	9	7	11	6	19	13	42	50
gene-PA2757	NC_002516.2	3117750	3118193	-	444	6	1	0	8	8	5	4	2	1	0	2	1
gene-PA2758	NC_002516.2	3118296	3119183	+	888	2	3	2	5	0	4	1	0	1	1	0	0
gene-PA2759	NC_002516.2	3119394	3119708	-	315	1	5	0	4	4	3	0	0	0	0	1	0
gene-PA2760	NC_002516.2	3120073	3121350	+	1278	38	12	5	49	33	10	12	18	27	24	15	17
gene-PA2761	NC_002516.2	3121462	3121878	+	417	5	1	1	6	5	3	0	1	6	7	8	7
gene-PA2762	NC_002516.2	3121921	3122265	-	345	8	0	0	3	4	1	0	2	2	1	1	0
gene-PA2763	NC_002516.2	3122377	3122586	-	210	1	1	0	0	0	1	1	0	0	0	0	0
gene-PA2763a	NC_002516.2	3122856	3123044	+	189	0	1	0	1	0	2	2	0	0	0	0	0
gene-PA2764	NC_002516.2	3123599	3124294	+	696	1	5	2	6	6	3	5	0	0	3	0	0
gene-PA2765	NC_002516.2	3124342	3125241	-	900	8	5	0	16	8	4	4	3	3	2	1	2
gene-PA2766	NC_002516.2	3125583	3126164	-	582	3	4	1	6	6	0	6	3	0	0	0	0
gene-PA2767	NC_002516.2	3126252	3127220	+	969	2	1	3	8	4	5	3	2	4	4	14	7
gene-PA2768	NC_002516.2	3127226	3127708	+	483	5	1	2	3	2	2	0	0	1	1	1	1
gene-PA2769	NC_002516.2	3127860	3128270	-	411	6	0	1	3	1	2	1	1	0	0	0	1
gene-PA2770	NC_002516.2	3128292	3129071	-	780	8	5	0	15	9	4	4	6	1	0	0	0
gene-PA2771	NC_002516.2	3129729	3130754	+	1026	11	4	3	15	9	6	6	3	2	4	4	4
gene-PA2772	NC_002516.2	3130761	3131159	-	399	6	0	3	4	16	6	2	2	2	1	0	1
gene-PA2772a	NC_002516.2	3131246	3131416	+	171	0	0	0	1	0	0	1	1	0	0	0	0
gene-PA2773	NC_002516.2	3131509	3132030	-	522	3	1	1	3	2	3	2	0	0	2	0	1
gene-PA2774	NC_002516.2	3132229	3132816	-	588	4	7	1	6	10	9	7	1	0	0	0	0
gene-PA2775	NC_002516.2	3132821	3133258	-	438	5	2	1	5	8	8	6	0	0	2	1	0
gene-PA2775.1	NC_002516.2	3133449	3133525	-	77	49	6	3	56	148	14	21	31	0	0	0	0
gene-PA2776	NC_002516.2	3133710	3134993	+	1284	12	6	4	12	1	13	7	7	7	6	3	2
gene-PA2777	NC_002516.2	3135044	3136000	-	957	6	5	0	6	2	4	8	2	0	1	0	0
gene-PA2778	NC_002516.2	3136082	3136963	-	882	7	4	0	1	2	3	0	0	0	0	0	0
gene-PA2779	NC_002516.2	3137044	3137442	-	399	4	0	1	3	0	4	6	4	5	1	4	9
gene-PA2780	NC_002516.2	3137850	3138194	+	345	2	3	0	3	5	6	7	1	1	1	6	6
gene-PA2781	NC_002516.2	3138191	3138532	+	342	1	1	0	4	0	2	2	0	0	0	0	0
gene-PA2782	NC_002516.2	3139011	3139670	+	660	3	2	0	0	3	3	3	0	0	0	0	1
gene-PA2783	NC_002516.2	3139748	3141547	+	1800	13	7	3	16	6	9	4	2	0	0	0	1
gene-PA2784	NC_002516.2	3141719	3142276	+	558	5	3	0	4	0	1	3	2	0	1	0	0
gene-PA2785	NC_002516.2	3142285	3142503	+	219	1	2	0	0	0	0	0	1	0	0	0	0
gene-PA2786	NC_002516.2	3142618	3143085	+	468	1	3	1	2	0	0	0	1	0	0	0	0
gene-PA2787	NC_002516.2	3143152	3144390	+	1239	7	7	2	5	1	6	5	2	0	0	0	0
gene-PA2788	NC_002516.2	3144412	3146007	-	1596	7	7	0	8	1	5	4	5	1	0	3	0
gene-PA2789	NC_002516.2	3146251	3147330	+	1080	7	5	0	11	4	6	6	0	0	0	2	2
gene-PA2790	NC_002516.2	3147765	3148250	+	486	3	2	0	6	0	2	1	0	2	1	1	0
gene-PA2791	NC_002516.2	3148339	3148629	-	291	0	1	0	2	0	1	0	0	1	0	1	1
gene-PA2792	NC_002516.2	3148723	3149319	-	597	2	0	0	1	1	7	1	0	0	1	0	0
gene-PA2793	NC_002516.2	3149400	3150434	-	1035	11	6	1	10	5	5	9	1	0	1	1	0
gene-PA2795	NC_002516.2	3152504	3153502	+	999	7	4	1	15	16	7	8	3	2	2	0	0
gene-PA2796	NC_002516.2	3153582	3154505	+	924	13	5	2	11	10	5	5	4	0	0	2	0
gene-PA2797	NC_002516.2	3154593	3155075	-	483	9	2	4	10	5	4	1	2	7	7	12	11
gene-PA2798	NC_002516.2	3155072	3156256	-	1185	56	12	15	83	121	22	26	33	4	5	4	4
gene-PA2799	NC_002516.2	3156503	3156802	+	300	2	2	1	5	2	1	5	0	1	1	0	0
gene-PA2800	NC_002516.2	3156860	3157564	-	705	32	13	4	26	39	10	9	11	8	6	9	8
gene-PA2801	NC_002516.2	3157667	3158071	+	405	2	0	0	3	6	6	4	0	4	2	3	2
gene-PA2802	NC_002516.2	3158073	3158792	-	720	12	3	0	18	14	2	4	0	2	2	1	3
gene-PA2803	NC_002516.2	3158926	3159669	+	744	2	2	0	2	2	7	3	1	0	0	0	0
gene-PA2804	NC_002516.2	3159666	3160247	+	582	4	3	1	0	1	3	1	0	0	0	0	0
gene-PA2805	NC_002516.2	3160321	3160584	+	264	5	2	2	4	10	5	11	5	4	4	5	5
gene-PA2806	NC_002516.2	3160651	3161481	-	831	7	6	1	8	7	2	1	2	6	8	10	6
gene-PA2807	NC_002516.2	3161599	3162216	-	618	3	1	0	4	2	6	2	1	4	5	3	2
gene-PA2808	NC_002516.2	3162388	3162579	-	192	1	1	0	1	0	1	2	0	3	10	10	15
gene-PA2809	NC_002516.2	3162705	3163385	+	681	3	4	3	3	3	5	3	0	3	3	5	1
gene-PA2810	NC_002516.2	3163382	3164713	+	1332	8	4	1	9	2	13	6	2	1	1	0	1
gene-PA2811	NC_002516.2	3164763	3165542	-	780	5	4	1	13	7	7	7	4	1	0	2	2
gene-PA2812	NC_002516.2	3165539	3166471	-	933	5	10	4	11	6	8	11	0	2	2	1	3
gene-PA2813	NC_002516.2	3166547	3167167	-	621	5	3	1	6	8	8	4	4	0	0	1	1
gene-PA2814	NC_002516.2	3167282	3167953	-	672	5	2	0	5	1	3	4	2	0	0	0	0
gene-PA2815	NC_002516.2	3168106	3170553	+	2448	11	14	9	13	5	10	20	9	2	2	8	1
gene-PA2816	NC_002516.2	3170682	3171062	+	381	3	2	0	2	1	0	3	0	0	0	0	0
gene-PA2817	NC_002516.2	3171121	3171531	+	411	12	3	1	18	26	1	4	4	0	0	0	0
gene-PA2818	NC_002516.2	3171598	3173175	-	1578	9	13	1	12	8	10	16	1	2	1	1	2
gene-PA2819.1	NC_002516.2	3173599	3173674	-	76	621	58	46	762	1567	156	287	438	2	3	6	8
gene-PA2819.2	NC_002516.2	3173759	3173834	-	76	573	35	38	658	1346	111	230	342	13	14	10	15
gene-PA2819.3	NC_002516.2	3173837	3173912	-	76	199	7	9	203	469	59	66	63	5	5	4	3
gene-PA2820	NC_002516.2	3174131	3174904	+	774	10	5	0	15	5	5	4	2	4	4	3	4
gene-PA2821	NC_002516.2	3174966	3175628	+	663	6	4	0	9	6	4	2	1	1	1	0	0
gene-PA2822	NC_002516.2	3175638	3176120	-	483	6	5	0	4	6	1	2	2	0	0	0	0
gene-PA2823	NC_002516.2	3176117	3177007	-	891	12	4	4	12	1	6	2	2	3	1	1	2
gene-PA2824	NC_002516.2	3177090	3179450	+	2361	12	16	5	21	11	16	7	7	0	1	1	0
gene-PA2825	NC_002516.2	3179469	3179960	-	492	3	1	0	6	5	1	2	1	0	0	2	1
gene-PA2826	NC_002516.2	3179957	3180442	-	486	5	5	0	4	4	2	6	1	1	0	0	0
gene-PA2827	NC_002516.2	3180554	3180952	-	399	12	0	1	16	15	6	0	5	0	0	1	1
gene-PA2828	NC_002516.2	3181137	3182348	+	1212	14	10	1	19	18	7	9	8	4	1	7	5
gene-PA2829	NC_002516.2	3182400	3182852	+	453	5	1	0	3	1	2	0	1	0	0	0	0
gene-PA2830	NC_002516.2	3182986	3183861	+	876	16	11	13	31	13	5	7	14	0	0	1	1
gene-PA2831	NC_002516.2	3184002	3185129	+	1128	11	3	2	6	9	13	3	3	1	0	0	0
gene-PA2832	NC_002516.2	3185161	3185817	-	657	3	1	2	3	2	0	3	1	2	0	0	0
gene-PA2833	NC_002516.2	3185873	3186319	-	447	3	4	0	3	1	1	3	0	0	0	0	0
gene-PA2834	NC_002516.2	3186449	3187408	+	960	10	5	1	9	6	4	6	3	1	2	0	0
gene-PA2835	NC_002516.2	3187546	3189138	+	1593	10	11	2	19	8	9	12	2	0	0	4	2
gene-PA2836	NC_002516.2	3189150	3190214	+	1065	3	1	1	5	5	7	5	2	0	0	0	1
gene-PA2837	NC_002516.2	3190211	3191650	+	1440	4	8	2	10	4	9	4	2	0	0	0	0
gene-PA2838	NC_002516.2	3191687	3192658	+	972	2	4	1	2	0	3	1	0	0	0	0	0
gene-PA2839	NC_002516.2	3192749	3193519	+	771	1	2	0	9	2	5	6	0	0	1	2	0
gene-PA2840	NC_002516.2	3193886	3195589	-	1704	35	9	7	43	83	9	19	6	0	0	3	6
gene-PA2841	NC_002516.2	3195900	3196691	+	792	3	1	0	8	2	2	4	0	0	0	2	2
gene-PA2842	NC_002516.2	3196717	3197466	-	750	5	6	2	10	7	4	7	1	0	1	1	1
gene-PA2843	NC_002516.2	3197642	3198988	+	1347	12	5	1	17	14	7	10	8	0	0	1	0
gene-PA2844	NC_002516.2	3199029	3200237	-	1209	9	1	0	8	5	5	4	2	0	0	0	1
gene-PA2845	NC_002516.2	3200320	3200553	-	234	0	0	0	3	1	1	1	0	0	0	0	0
gene-PA2846	NC_002516.2	3200650	3201504	+	855	5	6	0	2	4	2	5	0	0	0	0	0
gene-PA2847	NC_002516.2	3201506	3202255	-	750	2	0	0	4	3	4	2	2	0	0	0	0
gene-PA2848	NC_002516.2	3202293	3203312	+	1020	11	2	1	13	9	15	4	1	1	0	1	2
gene-PA2849	NC_002516.2	3203398	3203853	+	456	3	3	2	6	4	2	4	5	3	5	2	4
gene-PA2850	NC_002516.2	3203998	3204426	+	429	6	4	0	9	9	6	3	0	0	1	0	2
gene-PA2851	NC_002516.2	3204514	3205080	-	567	120	14	11	111	223	41	29	42	10	11	19	24
gene-PA2852	NC_002516.2	3205123	3206253	-	1131	11	8	6	17	15	4	7	3	0	0	0	0
gene-PA2852.1	NC_002516.2	3206408	3206497	+	90	1637	120	119	1850	2901	717	457	727	0	0	2	2
gene-PA2853	NC_002516.2	3206915	3207166	+	252	1131	77	46	1266	3235	387	327	454	24	26	22	21
gene-PA2854	NC_002516.2	3207290	3208261	-	972	29	5	6	31	23	13	15	7	2	2	2	1
gene-PA2855	NC_002516.2	3208339	3208617	-	279	5	2	0	11	6	3	1	1	5	6	3	17
gene-PA2856	NC_002516.2	3208673	3209278	-	606	9	1	2	14	7	7	9	3	1	0	2	3
gene-PA2857	NC_002516.2	3209289	3209972	+	684	11	3	2	5	2	3	4	1	1	0	2	4
gene-PA2858	NC_002516.2	3209981	3212473	+	2493	11	7	1	15	6	17	13	3	0	1	2	0
gene-PA2859	NC_002516.2	3212525	3213031	+	507	1	2	0	11	2	5	4	0	0	0	0	0
gene-PA2860	NC_002516.2	3213044	3213484	-	441	15	3	5	15	24	11	14	11	3	2	1	4
gene-PA2861	NC_002516.2	3213538	3214086	+	549	1	5	1	2	3	6	1	2	0	0	3	1
gene-PA2862	NC_002516.2	3214282	3215217	+	936	16	8	1	8	5	15	9	3	2	3	2	4
gene-PA2863	NC_002516.2	3215423	3216289	+	867	4	2	1	5	1	4	2	1	0	0	0	0
gene-PA2864	NC_002516.2	3216456	3216890	-	435	6	4	1	6	4	5	6	1	0	2	3	1
gene-PA2865	NC_002516.2	3216989	3218419	-	1431	13	8	2	20	9	4	14	5	18	11	7	13
gene-PA2866	NC_002516.2	3218666	3219469	+	804	9	8	0	8	7	3	7	0	0	1	1	0
gene-PA2867	NC_002516.2	3219608	3221080	+	1473	10	12	8	15	14	5	9	9	1	1	4	4
gene-PA2868	NC_002516.2	3221206	3221565	+	360	2	4	0	4	1	2	2	0	0	0	2	2
gene-PA2869	NC_002516.2	3221652	3222140	+	489	2	2	1	9	1	3	2	3	0	0	1	1
gene-PA2870	NC_002516.2	3222150	3223727	+	1578	14	15	0	15	3	9	9	8	1	1	0	0
gene-PA2871	NC_002516.2	3223736	3224533	-	798	7	8	3	14	9	9	5	1	0	0	0	0
gene-PA2872	NC_002516.2	3224614	3225384	-	771	5	4	0	3	4	1	7	0	0	0	1	0
gene-PA2873	NC_002516.2	3225381	3227387	-	2007	11	12	0	11	15	13	8	3	0	0	1	1
gene-PA2874	NC_002516.2	3227384	3228337	-	954	7	4	1	9	3	3	4	3	0	0	0	0
gene-PA2875	NC_002516.2	3228337	3229254	-	918	6	2	0	13	15	6	5	1	0	0	0	1
gene-PA2876	NC_002516.2	3229484	3230182	-	699	10	3	0	8	10	8	5	2	0	0	2	1
gene-PA2877	NC_002516.2	3230279	3231172	-	894	5	5	1	3	2	5	1	3	0	0	0	1
gene-PA2878	NC_002516.2	3231218	3231859	+	642	5	2	0	6	8	2	6	3	0	1	0	0
gene-PA2879	NC_002516.2	3231882	3232772	-	891	9	4	0	5	8	4	5	2	0	0	0	0
gene-PA2880	NC_002516.2	3232819	3233334	+	516	4	4	1	7	3	7	2	1	1	0	0	0
gene-PA2881	NC_002516.2	3233343	3234254	-	912	6	2	0	4	2	5	4	2	0	0	1	0
gene-PA2882	NC_002516.2	3234256	3235371	-	1116	5	4	1	3	5	7	6	1	0	0	1	1
gene-PA2883	NC_002516.2	3235794	3235961	+	168	5	0	0	7	2	1	2	4	3	3	0	0
gene-PA2884	NC_002516.2	3236194	3236958	+	765	11	7	0	10	5	11	7	4	5	5	9	9
gene-PA2885	NC_002516.2	3236959	3237555	-	597	6	4	0	9	4	6	2	3	0	0	0	0
gene-PA2886	NC_002516.2	3237836	3239638	+	1803	6	9	3	8	7	14	9	1	0	0	0	0
gene-PA2887	NC_002516.2	3239711	3240589	+	879	1	1	1	0	1	4	3	2	0	0	0	1
gene-PA2888	NC_002516.2	3240591	3242207	+	1617	9	8	2	5	2	18	8	1	0	0	0	0
gene-PA2889	NC_002516.2	3242324	3243484	+	1161	7	10	0	6	2	7	4	4	0	1	0	0
gene-PA2890	NC_002516.2	3243505	3244299	+	795	3	4	0	6	3	4	4	1	0	0	1	0
gene-PA2891	NC_002516.2	3244345	3246330	+	1986	4	11	2	14	2	14	7	3	0	1	1	1
gene-PA2892	NC_002516.2	3246382	3247206	+	825	7	5	0	4	1	5	8	2	0	0	0	0
gene-PA2893	NC_002516.2	3247369	3249195	+	1827	11	12	0	14	6	14	7	8	0	0	0	0
gene-PA2894	NC_002516.2	3249209	3249631	-	423	6	4	1	6	6	4	3	2	0	0	0	0
gene-PA2895	NC_002516.2	3249977	3250741	-	765	5	3	1	6	2	5	10	2	0	0	0	1
gene-PA2896	NC_002516.2	3250738	3251322	-	585	5	2	3	3	6	2	2	7	0	0	0	0
gene-PA2897	NC_002516.2	3251651	3253090	-	1440	13	7	2	27	9	11	14	11	1	1	3	1
gene-PA2898	NC_002516.2	3253312	3253680	-	369	2	2	0	2	4	2	2	1	0	0	0	0
gene-PA2899	NC_002516.2	3253766	3254404	-	639	5	4	2	7	5	6	4	0	0	1	0	0
gene-PA2900	NC_002516.2	3254598	3255407	-	810	9	6	1	14	18	9	5	6	0	0	0	0
gene-PA2901	NC_002516.2	3255407	3255766	-	360	6	4	3	14	19	10	8	6	0	0	0	0
gene-PA2902	NC_002516.2	3255763	3256611	-	849	7	6	1	6	7	9	8	2	0	0	0	0
gene-PA2903	NC_002516.2	3256681	3258360	-	1680	8	8	1	13	15	4	11	3	2	1	1	0
gene-PA2904	NC_002516.2	3258353	3259105	-	753	6	2	0	9	9	4	7	5	0	0	2	1
gene-PA2905	NC_002516.2	3259102	3259728	-	627	10	4	0	9	10	7	3	1	0	0	0	0
gene-PA2906	NC_002516.2	3259725	3261185	-	1461	16	5	2	20	12	11	10	8	3	9	9	4
gene-PA2907	NC_002516.2	3261522	3262769	+	1248	9	4	0	9	8	10	13	4	0	0	0	0
